"","baseMean","lgFC_PMoDC_vs_Naive","lfcSE","stat","pvalue","padj"
"Dnm2",407.00261098291,-0.56700438814211,0.123809435468786,-4.57965409498259,4.65745545102973e-06,4.77252556940914e-05
"Ndufs6",584.601427120183,-0.386487444732421,0.084395496798247,-4.57947946744535,4.66134542842674e-06,4.77339992113616e-05
"Ascc1",47.1742742433138,-0.954823007629821,0.208578604231983,-4.57776103711894,4.69979129649128e-06,4.80963667900693e-05
"Ldlr",241.155970850058,0.924550028645045,0.202002231253588,4.5769297839309,4.71849746664811e-06,4.82563836553297e-05
"St6gal1",245.435186180354,-0.80643582647458,0.176281925547982,-4.57469376947029,4.76917038805756e-06,4.87429059362007e-05
"Rasd1",20.9347229034081,-1.21172727951411,0.265081031602734,-4.57115800473448,4.85036375869208e-06,4.95405249661343e-05
"Pdia3",409.149054806898,0.890330634559857,0.19481283500218,4.57018468290292,4.87294594173752e-06,4.97388553624494e-05
"H2bc27",12.3936434622764,-1.62069881749808,0.354649583830731,-4.569859634381,4.88050984391466e-06,4.97837340924689e-05
"Gm20033",8.59041856819225,-2.17305558285115,0.475576787798045,-4.56930539632213,4.89343294255069e-06,4.98831857483491e-05
"Zc3h7a",363.959517315523,0.376276893772007,0.0823592216252951,4.56872814417712,4.90692749717637e-06,4.9988330089511e-05
"Wwp2",240.40435933278,-0.535421773333704,0.117246747931244,-4.56662366147405,4.95642691876412e-06,5.0459892963765e-05
"Ccdc180",9.22129617248243,-1.82458477825355,0.399808570407552,-4.5636459878627,5.02728229744802e-06,5.11481232579841e-05
"Fbl",224.967297042322,-1.09098973873652,0.239115358579775,-4.5626083795556,5.05219987816541e-06,5.13345636289159e-05
"Mrpl14",307.333505031118,0.421312346131599,0.092340576023363,4.56259170426881,5.05260128980167e-06,5.13345636289159e-05
"Slc25a21",4.02211008599124,-5.27707337977143,1.15662508796034,-4.56247528667854,5.0554045739272e-06,5.13345636289159e-05
"Fdps",415.612709042891,1.18994266157897,0.260862621949287,4.56156827945362,5.07729596913389e-06,5.15235734918113e-05
"F13a1",95.2354988956501,-1.52514616409883,0.334471593307956,-4.55986754813763,5.11858950583875e-06,5.19091022208253e-05
"Cyfip1",194.132600651691,0.774384418118286,0.169833246033644,4.55967507071542,5.12328303891203e-06,5.19232018624489e-05
"Oit3",11.9069100898526,2.45692127787566,0.539409899061889,4.55483164500429,5.24275499969381e-06,5.30997846908422e-05
"Jade1",106.478594056963,0.793953367328657,0.174412869449487,4.55214898897469,5.31007083134331e-06,5.37469435916842e-05
"Zcchc17",151.808240874446,-0.526367125662996,0.115635833961558,-4.55193781745874,5.31540474407929e-06,5.37663109216103e-05
"Ifrd1",250.047116271807,-0.787067979596183,0.172945934037671,-4.55094815599853,5.34047071097405e-06,5.39851183960136e-05
"Rnd3",6.13661031012234,-2.30523610823165,0.506574888392612,-4.55063241596179,5.348491502421e-06,5.40314511096117e-05
"Sod2",1051.08724922341,0.810872887995451,0.178223211374087,4.5497602795039,5.37070648716022e-06,5.42210245803927e-05
"Ift20",272.350450919006,-0.714076764254702,0.156996286753164,-4.54836721952159,5.40637374258398e-06,5.45460775736056e-05
"Siglec1",3.25732383728344,-2.89837036756686,0.637844600869362,-4.54400705691712,5.51948086866642e-06,5.56515200606591e-05
"Aoc1",4.896644754728,5.06048664141405,1.11414568384056,4.54203316030458,5.57142746020771e-06,5.61392745173109e-05
"Map3k8",95.8971024101343,0.779536144001265,0.17164972370473,4.54143547205596,5.58724877729967e-06,5.62626287830708e-05
"Plxdc2",25.47274505531,1.64348832336557,0.361940068272659,4.54077475093884,5.60478867766807e-06,5.6403119861885e-05
"Tlr11",2.65813532759999,-3.8472307912592,0.8474201823728,-4.5399329297148,5.62721254004485e-06,5.65925488912124e-05
"Mov10",144.596328792858,0.84033393239008,0.185133385211739,4.5390729037282,5.65020999994978e-06,5.67875006324875e-05
"Tusc2",85.8601982860827,-0.646384342252689,0.142526075360118,-4.53520059834303,5.75487623040869e-06,5.7802491671434e-05
"Slc25a38",92.6288615196287,-0.801107666891354,0.176648665214821,-4.53503379670111,5.75942622154519e-06,5.78112520922534e-05
"A930007I19Rik",21.3466588969714,3.16948395709398,0.699038434464041,4.53406250762743,5.78598938316242e-06,5.80135444225941e-05
"Prss30",4.80735559041305,-2.7267003303277,0.601385984319476,-4.53402706651572,5.7869608534021e-06,5.80135444225941e-05
"Tor4a",81.7838664667161,0.819154276742492,0.1806798175767,4.53373424729496,5.7949932465967e-06,5.80570419651074e-05
"2310001H17Rik",21.7563611213935,-1.34316769693246,0.296659580574058,-4.52763970856201,5.96461657451297e-06,5.97183490030378e-05
"Padi2",50.3892442355704,-1.5819520045019,0.34965526182676,-4.52431917150926,6.05902305723336e-06,6.06249417165189e-05
"Trnau1ap",150.687609676193,-0.580619021846073,0.128343673835215,-4.52393954836879,6.06990679617958e-06,6.06952066979306e-05
"Lmo2",230.809751956698,-0.579049366694125,0.128041493786771,-4.52235716383022,6.11547538423884e-06,6.11119882802609e-05
"Morc3",225.773698713593,1.01603580837745,0.224683484006439,4.52207607902472,6.12360406650527e-06,6.1154340737863e-05
"Gmfg",369.505314751413,-0.851340856835657,0.188304575997123,-4.52108427173148,6.1523687943717e-06,6.14025937007801e-05
"Vti1b",157.20260102581,0.723003293293939,0.159942617476898,4.52039177987298,6.1725292823271e-06,6.15647130640227e-05
"Pih1d1",121.614849576384,-0.69275917176346,0.153282089477375,-4.51950501278698,6.19843801735986e-06,6.17839233956117e-05
"Atp6v0a2",115.18113646898,-0.522640488868118,0.115652599453963,-4.51905526841323,6.21161797029911e-06,6.18760601236576e-05
"Dmkn",36.7844283715664,1.98137420773811,0.438487050319843,4.51866071368093,6.22320264582938e-06,6.19129888542988e-05
"Ogfrl1",361.533963786976,0.548690202901553,0.121425033649061,4.51875685278673,6.22037796448045e-06,6.19129888542988e-05
"Zfp553",90.0484860615759,0.818942277998158,0.181264096390667,4.51795084798891,6.24409736708133e-06,6.20815727470914e-05
"Ddr1",9.97358354121442,-1.6084501708946,0.35611462527837,-4.51666417698318,6.28214143728329e-06,6.24203421318938e-05
"Gzmm",5.68736617780695,-2.53979627326455,0.562379820264502,-4.51615826483606,6.29716082689214e-06,6.253005119262e-05
"Gm12216",35.0629106125746,1.14213021820365,0.252952031868212,4.51520475944902,6.32556170250549e-06,6.27724143950024e-05
"Hfe",3.87637090081014,-2.53578300572184,0.561703807261622,-4.51444867017033,6.34816947399485e-06,6.29570195342113e-05
"S100a6",1038.13647585768,-0.95026367846378,0.210539770381997,-4.51346402031147,6.37772733908209e-06,6.32102749325545e-05
"Notch4",3.05826568351851,-3.70790576974487,0.821604436425048,-4.51300602255588,6.3915206422945e-06,6.33070655174715e-05
"Wdr45b",159.761427928705,-0.53769106784608,0.119146189540889,-4.51286835036844,6.39567242713188e-06,6.33082965252431e-05
"Cpne2",91.8584937073528,0.955545516000514,0.211771243809129,4.51215896366816,6.41710636128649e-06,6.34804876608321e-05
"Atad3a",219.350478821653,-0.511788678373592,0.113577034382936,-4.50609298925737,6.60321591515616e-06,6.52804723083898e-05
"Alpl",60.5954232516925,1.40934723212137,0.312776472962735,4.50592469047148,6.60845238199693e-06,6.52911772423695e-05
"Bzw2",265.410941924749,-0.701872332922107,0.155924381194423,-4.5013635939779,6.75188906347238e-06,6.66664222290969e-05
"Hycc1",94.6676760180895,-0.850423776013293,0.188968336018989,-4.50035066154066,6.78414532285185e-06,6.69428627306392e-05
"Lamtor4",268.041021402356,-0.812140414188232,0.180483189714469,-4.49981195186693,6.80136021897552e-06,6.7070628156886e-05
"Gtf2b",214.031095330839,-0.538625889939393,0.119719459060159,-4.49906718730441,6.82522859242319e-06,6.72216593009399e-05
"Tmem229b",155.856013894356,-0.7036149742909,0.156389559851449,-4.49911730015257,6.8236200541766e-06,6.72216593009399e-05
"Atp8b4",144.78377415611,1.05597438285739,0.23479562460448,4.49741933920707,6.87832426382606e-06,6.7702178524159e-05
"Man1a",341.910712004525,0.824029207161356,0.183262368765787,4.4964452479302,6.90989623290639e-06,6.79703747716242e-05
"Lgmn",344.301400398657,-0.744611145783627,0.165669482565185,-4.49455828710427,6.97145064237846e-06,6.85329785162895e-05
"Atxn7l1",113.242005173159,0.664298495692796,0.147839269082322,4.49338325207015,7.01004598586429e-06,6.88693205323755e-05
"Cdc42se1",381.763186927584,-0.455435733270372,0.101362470031043,-4.49313965149913,7.01807285548699e-06,6.89051138134916e-05
"Ccdc148",2.26358652071933,-4.21711760280931,0.938872075809963,-4.49168498186637,7.06618889115107e-06,6.92909689207758e-05
"Cnot6",124.455810654649,0.73933808179388,0.164601357746264,4.49168884094858,7.06606082807337e-06,6.92909689207758e-05
"Elk1",26.238587367369,-1.34872108816235,0.300395707771996,-4.48981477853221,7.12851322338885e-06,6.98585407471629e-05
"Slc1a3",3.16304637858908,-4.88580813650095,1.08826189628707,-4.48955178268243,7.13731958396571e-06,6.99012626419669e-05
"Tspoap1",23.455183500688,1.42671769411461,0.31782803123474,4.48896117995604,7.15713372571982e-06,7.00516718770796e-05
"R3hdm4",83.7116018118708,-1.73110351822224,0.385765527519026,-4.48745000455453,7.20807197330195e-06,7.05063368689069e-05
"1600014C10Rik",276.611845955496,0.854626658387706,0.190556658922959,4.48489527061465,7.29497562249996e-06,7.12715786429415e-05
"Plcb2",129.658224605586,-0.791936931944047,0.176579147495381,-4.48488365232799,7.2953731176597e-06,7.12715786429415e-05
"Etv5",7.04978530720456,-2.37117651522826,0.528770718536823,-4.48431887792429,7.31472067726025e-06,7.13889668782795e-05
"Memo1",189.929481332468,-0.629935132907488,0.140476697199438,-4.4842678213964,7.31647214459623e-06,7.13889668782795e-05
"Rpf1",215.202578443488,0.708110564930156,0.158100311971675,4.47886886559097,7.50396121276821e-06,7.31729319500642e-05
"Slc66a3",97.8240352886729,0.931120086458913,0.208026965888295,4.47595859740077,7.60692262753689e-06,7.41309465482036e-05
"Gm5431",12.4847131552287,2.26542429551088,0.506152242229244,4.47577646901905,7.61341079869841e-06,7.41482059137177e-05
"Rtf2",211.71913073427,-0.467642894734361,0.104526426232763,-4.47392024762233,7.67983961453786e-06,7.47488538086195e-05
"Agap2",15.9473571410087,-1.67426388322114,0.374406893337869,-4.47177632947658,7.75725395210619e-06,7.54284226093051e-05
"Ptger4",101.351955690768,0.790649948856471,0.176811103741464,4.47172113134123,7.75925690942466e-06,7.54284226093051e-05
"Mthfd2",425.284682759813,0.644127163932964,0.144086382613998,4.47042359067725,7.80648303203538e-06,7.58406098767392e-05
"Slc44a2",245.086781465395,-0.861542164210915,0.192742059811418,-4.46992298958443,7.82477659165695e-06,7.59713793973166e-05
"Ech1",157.689438227212,-0.69207061966419,0.154867999133499,-4.46877743327471,7.86679319953082e-06,7.63321742613735e-05
"Galm",21.1735742120931,1.1071126044265,0.247763134467471,4.46843153968839,7.87952219076665e-06,7.63614114159439e-05
"Zfand5",232.454754262093,0.584120584670473,0.130718966952567,4.46852203844626,7.87618990777892e-06,7.63614114159439e-05
"Cisd2",113.543771061595,-0.55642342277701,0.124564313019022,-4.46695694209014,7.93400908205614e-06,7.68420756382258e-05
"Sf3b2",667.492450498543,-0.461921101479124,0.10342483354976,-4.46624940669481,7.96028045906524e-06,7.70490446650533e-05
"Ctu2",205.793935088516,-0.550677065519388,0.123318161393664,-4.46549850643233,7.98825296537033e-06,7.72722143770192e-05
"Nek2",38.6690836908587,1.28246800027503,0.287223782376832,4.4650480878093,8.00507700343902e-06,7.73873342048327e-05
"Ly6g",6.91173437977264,-2.49561945287649,0.559109282558827,-4.46356290393714,8.06079191087487e-06,7.78780504284217e-05
"Atp6v1e1",357.890383890947,-0.940476858975412,0.210779212472567,-4.46190517529244,8.12341738912879e-06,7.84348881693584e-05
"Mgl2",20.4326068480898,1.59908697951483,0.358464150882768,4.46093974969843,8.16010314294245e-06,7.87407374486878e-05
"Cd247",157.896460231658,-0.664491413012227,0.149042225942821,-4.45841041898526,8.25696909051423e-06,7.96265626587688e-05
"Cnot11",103.339163437245,0.644547054558231,0.144582303173077,4.45799410033367,8.27301784629425e-06,7.97324141789696e-05
"Topors",85.344455706736,0.748571554608622,0.168053900374192,4.45435394800026,8.41461862499367e-06,8.10474204450218e-05
"Mical1",236.333368385179,-0.538521504453406,0.120945902241711,-4.45258164577721,8.48439624678292e-06,8.16694578096636e-05
"Uba3",62.7611058802117,0.995027639941614,0.223710548591191,4.44783514325885,8.67400590241587e-06,8.34435121053091e-05
"Bcas1",5.30973324538042,3.2970079176423,0.741533087678017,4.44620472427779,8.74006601767196e-06,8.40275827105722e-05
"Fcer1g",1067.04777763203,-0.996866232342593,0.224225016129997,-4.44582968282472,8.75532954443242e-06,8.41228759834555e-05
"Hsdl2",145.596056774554,0.587872504988842,0.132243754787164,4.44537064101801,8.77404640924952e-06,8.42512128937039e-05
"Eif3k",971.13757803429,-0.6634655270305,0.149287326715346,-4.44421868639637,8.82118446307575e-06,8.46521358822269e-05
"Arhgap28",6.88200431067994,2.37967670869794,0.535492649473477,4.44390172495879,8.83419693878788e-06,8.47252847350865e-05
"Fam98a",47.1300917614136,0.936460473757787,0.210770255353549,4.44303904356407,8.86970626666972e-06,8.50139712230374e-05
"Hand1",2.97087155304244,5.09130617386024,1.14634191527841,4.44135044353125,8.93960686184185e-06,8.5631736905114e-05
"Trappc4",303.48928116666,-0.416712478706067,0.093881540483018,-4.43870516570236,9.05016895672297e-06,8.66380059870453e-05
"Rbm8a",410.545205147869,-0.510679813428168,0.115063318222385,-4.43825035917328,9.06930921311205e-06,8.67683941088912e-05
"Morn4",2.5534438571694,5.63055352826926,1.26896313835799,4.43712930507587,9.11665340090499e-06,8.71682936793343e-05
"Senp3",144.344574316463,-1.17251050084362,0.26425833041733,-4.43698595609807,9.12272429441502e-06,8.71733150054162e-05
"Acp2",54.5779363871334,-0.957948630129346,0.215947460189737,-4.43602638015593,9.16346234718481e-06,8.75093952827449e-05
"Uvrag",247.523542247563,0.5754622899537,0.129778536053834,4.43418694224591,9.24204070617394e-06,8.82062160657852e-05
"Osgep",121.02009934979,-0.586391766650111,0.132307288792702,-4.43204431139743,9.33438280400093e-06,8.90334728738414e-05
"Cox10",56.237675395528,-0.802485802875135,0.181113161091217,-4.43085305363848,9.38610366927349e-06,8.94725067175924e-05
"Epc1",111.891377830461,-0.719895067801184,0.162532927002272,-4.42922601025403,9.4571875519349e-06,8.99863989884168e-05
"Gnai3",142.435417651898,1.14806110232448,0.259186690512478,4.42947552613321,9.4462531668601e-06,8.99863989884168e-05
"Hes5",20.0595352243176,1.64248259013455,0.370818573345657,4.42934283284543,9.45206660093172e-06,8.99863989884168e-05
"Itgal",426.824361215684,-0.620810148375213,0.140195537828332,-4.42817337835236,9.50344965763048e-06,9.03172461718824e-05
"Tmod2",4.38376668126755,3.61469109771172,0.816270589066123,4.42830005898804,9.49787075017788e-06,9.03172461718824e-05
"Psmd12",265.546651548924,0.453329435992135,0.102378183399009,4.42798866849713,9.51158973285712e-06,9.03399873176925e-05
"Samhd1",3243.00513699491,0.556180853368256,0.125625321071499,4.42729896030839,9.54204375314948e-06,9.05745083066163e-05
"Trio",149.718406845798,0.531817103037216,0.120127065836869,4.42712139293751,9.54989929356249e-06,9.05943675289733e-05
"Ap1s2",45.2904580034275,-1.00035386262151,0.225971032371459,-4.42691194585106,9.5591731267771e-06,9.06276492037451e-05
"Fdxacb1",32.6423405889556,-0.987998451798127,0.223251802232949,-4.42548925435869,9.62239468738091e-06,9.11720446600003e-05
"Krtcap3",18.9247494156036,-1.49814862245971,0.338575186517102,-4.42486242973402,9.65037609875133e-06,9.13270691729513e-05
"Tm2d2",231.749072332486,0.487408053508438,0.110150735725481,4.42491872885136,9.64785973609941e-06,9.13270691729513e-05
"Efnb1",13.3398377545377,-1.56180070693021,0.35317558533648,-4.42216498471216,9.77167928854201e-06,9.24193903348928e-05
"Fahd1",12.7092689047384,-1.66852481615087,0.37740509963245,-4.4210447017696,9.82248489750716e-06,9.28361292583574e-05
"Srsf1",256.998658980439,0.63802665016767,0.144319449429586,4.42093323311191,9.82755385749137e-06,9.28361292583574e-05
"5430401H09Rik",3.05687837630909,-4.96596698769904,1.12371064552391,-4.4192577577511,9.90404662559098e-06,9.33903472751438e-05
"Agpat4",94.7836316319115,-0.776444955573251,0.175694543681958,-4.41928895059353,9.90261735520154e-06,9.33903472751438e-05
"Stxbp5",74.9210713788479,0.912783874112635,0.206545693039936,4.41928302003444,9.90288908097906e-06,9.33903472751438e-05
"Golgb1",136.623186651393,0.560851116537235,0.126925145184125,4.41875497344227,9.92711163582117e-06,9.35517193066385e-05
"Casp8ap2",26.4420494285703,1.30720065218767,0.295942875651564,4.41707085973829,1.00047439343028e-05,9.41704011397036e-05
"Rab12",54.0174116843609,0.822169051820312,0.186131987246135,4.41712928543068,1.00020410130474e-05,9.41704011397036e-05
"Bub3",385.790559864362,0.444689769113616,0.10069713700482,4.41611134477767,1.00492334723474e-05,9.45325559256908e-05
"Syvn1",610.783753680286,0.460701963968405,0.104337631131679,4.41549188889459,1.00780558978454e-05,9.47469860396123e-05
"Taf5l",144.116605577714,-0.6164521521147,0.139675736997315,-4.41345193780185,1.01735311531792e-05,9.55825783213815e-05
"Zbtb25",57.2220820803161,0.911381585073428,0.20650639051475,4.41333356707105,1.01790976595199e-05,9.55825783213815e-05
"Ache",9.30761470745824,-2.6334174169817,0.596740484819777,-4.41300277754244,1.01946688066679e-05,9.56716411773207e-05
"Mbd3",468.108892366863,-0.511787132307946,0.115980636354301,-4.4126946393407,1.02091941585282e-05,9.57507893662912e-05
"Tmed7",193.735323180004,0.519946399050395,0.117857195491075,4.41166444597579,1.02579001660971e-05,9.61502282116165e-05
"Ccnb1",76.8760020430802,1.48671600063001,0.337160719836365,4.40951722179132,1.03601319809598e-05,9.70506046535795e-05
"Gpd1l",132.397320798316,-0.561227957333296,0.12728506212288,-4.40922090913931,1.03743159355846e-05,9.71255939198654e-05
"Itgax",64.9832371485004,-0.890488333792755,0.202028751078989,-4.4077307266261,1.04459298934437e-05,9.77378404732386e-05
"Thoc7",160.454596475225,-0.557646123318809,0.126554019836243,-4.40638807080476,1.0510858215632e-05,9.82868413393933e-05
"Oaf",45.232674004516,-1.11710427544639,0.253639078217034,-4.40430663641866,1.06122748515325e-05,9.91761881041853e-05
"Mcrs1",79.9715046338437,-1.15373604636228,0.261966141759215,-4.40414184296661,1.06203441072879e-05,9.91926256817934e-05
"Tmem184c",37.155173933836,1.23734986092659,0.281257440125634,4.39934979275173,1.08575698062677e-05,0.000101348064005179
"Zfp952",36.1242490471474,1.05999651676383,0.241194108589082,4.39478610387506,1.10881879085051e-05,0.000103439303106108
"Eef1b2",4223.06397291011,-0.373926264714855,0.085100918191697,-4.39391574921147,1.11326975246664e-05,0.000103792925498358
"Rab11fip1",64.1114132773115,0.765939432102859,0.174326105420107,4.39371619217345,1.11429268094605e-05,0.000103826713999946
"Ncr1",4.32432590350882,-2.67406720545484,0.608664911887481,-4.39333228058524,1.11626313426015e-05,0.000103948697911347
"Ccni",620.484915824211,0.740144216338472,0.168475831311706,4.39317741052777,1.11705895701241e-05,0.000103961218148479
"Dgat2",188.573381698486,1.35918966838578,0.309603189093773,4.39010228662118,1.13297354596881e-05,0.000105379947746057
"Selenok",420.814987582186,-0.667186794892298,0.151994595459546,-4.38954288391044,1.13589177674203e-05,0.000105588899104719
"Prkag1",242.758500738768,-0.723135805654373,0.164748911342425,-4.38932069269556,1.13705286938836e-05,0.000105634362020778
"Med13l",211.264772977388,0.462713005494364,0.10544056875211,4.38837736718015,1.14199498262809e-05,0.000106030827713709
"Tbkbp1",77.4387167966975,-0.914528717606229,0.208512052922751,-4.38597531791144,1.15467215092765e-05,0.000107144578160754
"Herc6",40.9488170045353,1.45664514882937,0.33215533170094,4.38543359027238,1.15754970496628e-05,0.000107348223081799
"1700003F12Rik",2.2320459613859,-5.09279683624593,1.16201144563733,-4.38274240358509,1.17194653538095e-05,0.000108619266448426
"Phyhip",2.1469327268275,-6.43004276435179,1.46849123741337,-4.37867288583745,1.19404197937667e-05,0.000110601920293588
"Dnajc13",178.962039564296,0.621777412581749,0.14201924022483,4.37812096162052,1.19706909431932e-05,0.000110817014685544
"Ms4a8a",3.15486592597243,-4.499072107123,1.02817421612778,-4.37578771822057,1.2099472549334e-05,0.000111943266040601
"Kpna1",67.412280260858,-1.03962826122423,0.237663062073992,-4.37437880397484,1.21778756365464e-05,0.000112598888576277
"Mxd4",141.201199422546,-0.531289085094798,0.121458125257644,-4.37425725094797,1.21846624765092e-05,0.000112598888576277
"Parp10",300.014856824044,0.674190052208817,0.154178632050811,4.37278527666941,1.22671363258772e-05,0.000113294427677123
"Zc3hav1",336.687191392901,0.485022591499708,0.110924584920825,4.37254366870885,1.22807242720637e-05,0.000113353320512372
"Ralgapa1",99.4741992473391,0.720962804632238,0.164903140298451,4.37203805414136,1.23092063511516e-05,0.000113549539104315
"Coa3",166.425674799262,-0.522714244648053,0.119570845604232,-4.37158608360258,1.23347199269755e-05,0.000113718159842891
