"","baseMean","lgFC_PMoDC_vs_Naive","lfcSE","stat","pvalue","padj"
"Tdrd7",158.336015072163,0.44711634538903,0.130864373253965,3.416639183541,0.000633992463084208,0.00358995948386912
"Cracd",2.37136032671201,-3.14765758167288,0.921370434113798,-3.41627804098185,0.000634833926081835,0.00359342977460582
"A930029G22Rik",2.02126990271705,-4.16199792246266,1.21836810738652,-3.41604306385729,0.000635381981087949,0.00359523735087166
"Nudc",273.313972115391,-0.466671486916664,0.136629344792334,-3.41560217262234,0.000636411493049686,0.00359976691588629
"Raver2",2.62501122987642,-2.52359572135533,0.738925229184161,-3.41522473679996,0.000637294064724657,0.00360346237532621
"Cdadc1",77.7559296303257,-0.535427973010627,0.156884891482323,-3.41287148782556,0.000642822479105878,0.00363341479649957
"Nckap1",10.8008595399516,1.34864650312769,0.395443900815228,3.41046226872481,0.00064852856739505,0.00366303289647244
"Toe1",84.6711164344735,0.496561823189146,0.145595971734319,3.41054644077147,0.000648328419447404,0.00366303289647244
"Hmgb3",66.5882886604098,-0.766449421010217,0.224749396229551,-3.41024017803097,0.000649056940168033,0.00366470044630076
"Cdip1",118.862466999511,0.485328429878835,0.142329605682601,3.40989091869707,0.00064988866793293,0.00366807898428643
"Gm48591",2.9348238849232,-2.39054349563517,0.701093280110104,-3.40973671186771,0.000650256212123753,0.00366883610853312
"Gm28529",4.09632539299641,-1.96992107731437,0.577908350876367,-3.40870844715618,0.000652711975674136,0.00368005005223161
"Osbpl2",89.0782777557533,0.49491487280695,0.145189827354011,3.40874344867301,0.00065262824134558,0.00368005005223161
"C6",7.83614322499638,-5.64093163529145,1.65491974301578,-3.40858320114781,0.00065301168426121,0.00368041974360056
"Pknox1",222.147189684601,-0.462627491664468,0.135767813373165,-3.40749018615268,0.00065563266173665,0.00369386731535427
"Arl5a",23.6902648120814,1.08724339468519,0.319096599037362,3.40725472463557,0.00065619856203807,0.003695730991285
"Slc39a8",15.5282847559241,-1.46031562268037,0.428625194754097,-3.40697569940601,0.000656869749941734,0.00369818610291337
"Flnb",150.354581043508,0.582858086765397,0.171167765538855,3.40518604616059,0.000661189915687464,0.00372117589856471
"Cyp39a1",2.99943485517272,-2.3007235586939,0.675772273092508,-3.40458413329863,0.000662648841262654,0.00372805194552887
"Gm22513",1.49831157393339,-4.14333786329931,1.21741248082992,-3.40339690001763,0.000665535253976451,0.00374191082947813
"Trappc6b",143.376589451912,0.470545066070987,0.138258360989336,3.40337512106976,0.000665588312184035,0.00374191082947813
"Uqcr11",421.450831127247,-0.493955583732676,0.145178979619872,-3.40239051842092,0.000667991128441042,0.00375407670645861
"Tnpo2",85.715300138726,-0.562990414165152,0.165481196361665,-3.40214130996925,0.000668600572388443,0.00375615882679555
"Dclre1a",24.5582247671109,0.826820331852299,0.243122427888575,3.40083940026806,0.000671792830512692,0.00377274437400107
"Sh3glb2",77.7846527449319,-0.620980060244712,0.182629543299418,-3.40021690371654,0.000673324182581498,0.00377999386642806
"Ptov1",138.439732428133,0.492486943439852,0.144923353621855,3.39825798349164,0.000678164360261141,0.00380580706138696
"1700023H06Rik",1.69636578098607,-3.80834963773378,1.12090546809025,-3.3975654023905,0.000679883342280451,0.00381361761331062
"Gm4258",4.51746837106527,-2.44111654251302,0.718503380876318,-3.3975018176473,0.000680041362052909,0.00381361761331062
"Mrps9",154.158414673473,-0.526399221398363,0.15497703582763,-3.39662723955981,0.000682218316509706,0.00382446138274467
"Tle3",242.443478984706,-0.478389515876805,0.140873548615054,-3.39587893241786,0.000684086104601925,0.00383356487637706
"Cib1",301.505239636192,-0.430726796309876,0.126855698205835,-3.3954075567893,0.000685265105651251,0.00383816471543075
"Mboat2",2.32668635984534,-3.55160650390592,1.04601902269503,-3.39535555936193,0.0006853952768124,0.00383816471543075
"Inpp5a",60.7949031209532,-0.714603766026875,0.21049423432642,-3.39488522483098,0.000686573764169603,0.00384339494265741
"Clec2i",104.205907467923,0.618874353701326,0.18233606921033,3.39414113938937,0.000688442019258056,0.00385248134593001
"Eloa",79.6037771668996,0.496410617941132,0.146284096899017,3.39346947798307,0.000690132488185463,0.00386056675508445
"Gtpbp6",69.2835324762548,-0.667179266228658,0.196648501304879,-3.39275032253758,0.000691946768752679,0.00386552427989828
"Pgap1",9.02775693727683,-1.32285582447387,0.389909153938741,-3.39272830891707,0.000692002374428002,0.00386552427989828
"Shkbp1",204.061204793568,-0.420907983928854,0.12405468268012,-3.39292298231244,0.000691510779888027,0.00386552427989828
"Zfp518b",9.28733619383076,1.97670814145504,0.582614041736937,3.39282612475648,0.000691755326630499,0.00386552427989828
"Mid1ip1",133.142179946537,-0.522828195873803,0.154120606406946,-3.39233155165058,0.000693005282374501,0.00386975134410117
"Herc4",80.2810983581976,0.516527682051569,0.152336413068074,3.39070397975532,0.000697133550493569,0.00389142126427856
"Nck1",68.9849322904207,0.634612390880076,0.187217297182007,3.38971024810344,0.000699665334369899,0.00390416733793413
"Grb10",6.16206443510058,-2.99241061114837,0.883089941451128,-3.38856833340341,0.000702585202180639,0.00391878316111844
"Ywhaz",251.182026746889,-0.928020042836709,0.273874131802342,-3.38849104415042,0.000702783238831534,0.00391878316111844
"Tbl1x",84.8328653937144,0.864616986509957,0.255183317633803,3.38821908315619,0.000703480491317872,0.0039212800861793
"Metap1d",15.7584667909823,-1.09773658788272,0.324021611013472,-3.38784991670534,0.000704427987330007,0.00392516963234328
"Gbp6",25.4736723488841,1.13249734679469,0.334299605787774,3.38767179855319,0.000704885566185762,0.00392606004490853
"Pdxp",26.2537404505627,-0.89867202162062,0.265283327183931,-3.38759329943693,0.000705087315145797,0.00392606004490853
"Ptpre",188.894169636461,-0.567999408430024,0.16769369925814,-3.38712432812201,0.000706293726923653,0.0039313849481278
"Eml3",158.689745705002,-0.614467271486526,0.181461361867992,-3.38621547397805,0.000708637183765185,0.00394303288198405
"Eny2",121.490766214246,-0.429059888415661,0.126787456450726,-3.38408783034787,0.000714151541210332,0.00397231000576263
"Commd7",219.371146117205,-0.354016362296375,0.104622060557584,-3.38376400168037,0.000714994317240975,0.00397559097018425
"Ier2",588.140510288434,-0.53651247278128,0.158560640443079,-3.38364219066005,0.000715311574009494,0.00397594859683707
"Gm33280",1.220077766531,-4.58814825118411,1.35612533991197,-3.38327742735192,0.000716262382359028,0.00397982622421406
"Hotairm1",5.33461390941667,2.34786010402991,0.694227233119525,3.38197637894404,0.00071966332515774,0.0039973101795599
"Calu",49.0057620241937,-0.678624395852519,0.200670391649724,-3.38178637253609,0.000720161255862291,0.00399866293920853
"Sigmar1",116.116562361496,-0.590577666337553,0.174814144653331,-3.37831739822146,0.000729308500881509,0.00404802271375581
"Scamp2",348.031068675606,-0.393264520963778,0.116422151964865,-3.37791832848496,0.00073036769118004,0.00405247078632512
"Dnaaf9",28.2157925888183,0.868776582170746,0.257252380690659,3.37713719048312,0.000732445084428983,0.00406256326116414
"Nqo2",19.7139504761283,-0.991251672996814,0.293676767453795,-3.37531525422,0.000737311771480833,0.00408811419255986
"Selenot",78.148031737961,-1.08903992120575,0.32269089780089,-3.37487028183151,0.000738504919691034,0.00409328590713095
"Cdk5r1",60.9891045351471,0.74835650008804,0.221791402294698,3.37414567176813,0.000740451726503728,0.00410118417509235
"Edil3",1.32733342661556,4.36199012287833,1.29275024738804,3.37419399585619,0.000740321746184633,0.00410118417509235
"Cryaa",3.31268517035798,3.78833240823727,1.12284145892527,3.37388005949055,0.000741166538946519,0.00410369736727733
"Rdm1",48.7770162230041,-0.631637430787281,0.187331115086181,-3.37176998330842,0.000746867960795269,0.00413380897033128
"Cherp",325.046690621234,0.33739387284409,0.100086506374659,3.37102257901885,0.000748897195446082,0.00414358149074867
"Rcc1",144.801151228735,-0.558653361630822,0.165762629949553,-3.37020088183229,0.000751134046642881,0.00415449545361697
"Pstpip1",197.120360837677,-0.587191646538873,0.174276257000845,-3.36931522769638,0.000753551950090156,0.00416640277997438
"2510039O18Rik",259.208871080356,-0.377252017203402,0.111981378239738,-3.36888171170525,0.00075473811479254,0.00417149382082417
"Thoc5",95.9362187974605,-0.466471738806045,0.138476230365438,-3.36860512143512,0.000755495812950553,0.00417421394860096
"Dhx8",64.8798911484562,-0.578392931775894,0.171817622424565,-3.36631902836295,0.000761785491997652,0.00420748634880924
"Imp3",274.093846266283,-0.423835918198058,0.12594025670785,-3.36537283055767,0.000764402943841726,0.00422046008930386
"Tgif1",247.073329017779,-0.530280616499318,0.157600295271851,-3.36471842000433,0.000766218111275263,0.00422899666121343
"Ndufaf1",31.0404985121034,0.993845658383887,0.295560088281661,3.36258411669163,0.000772165969738641,0.00426032884461976
"Exoc1",69.8318138515589,0.669796778765274,0.199242012836818,3.36172461434549,0.000774573307636328,0.00427211151674928
"Ikbkg",76.5923322151213,0.56801068099996,0.16900733160654,3.36086414477169,0.00077699033220911,0.00428393933075938
"Taf10",471.580430125895,-0.407711411084959,0.121331942161799,-3.36029741072855,0.000778586087781543,0.00429123236810592
"Ncor2",122.976552861537,-0.500914532565951,0.14907287081892,-3.36019914162931,0.000778863093823454,0.0042912544590995
"Zfp280b",24.4365191080957,0.927822456148615,0.27614933352372,3.35985766943348,0.000779826364829992,0.0042950562819771
"Abcc3",5.70663080306776,-1.27433846706546,0.379373700404941,-3.35905853701836,0.000782084989794838,0.00430598737463575
"Mrpl39",161.844098016883,0.41233966311398,0.122763681015849,3.3588082379246,0.000782793669579056,0.00430838014429733
"Actr1a",227.47860889959,-0.477132144588443,0.142183156181039,-3.35575716142439,0.00079148033228286,0.00435466550337917
"Zfand4",13.0367015897383,1.50588727609784,0.448819056545628,3.35522133950377,0.000793015065526538,0.00436158286039596
"Rps19",10200.4049319389,-0.27057392307394,0.0806605710380822,-3.35447566998,0.00079515545357677,0.00437182531471607
"Rnf144b",23.6875073931677,-1.03955843833958,0.309928192950476,-3.35419126747753,0.000795973220980114,0.00437479127992532
"Kdm2b",73.8126239664095,0.704721608477328,0.210162062184781,3.35322941329779,0.000798744711800232,0.00438848938300868
"Trp53i11",203.7598248095,-0.554591928659291,0.165404787979986,-3.35293757473573,0.000799587385896639,0.00439158424839597
"Tafazzin",107.876496858112,0.439151928961502,0.131004639821395,3.35218607188432,0.000801761124409581,0.0044019850208153
"Zwint",188.202339148889,0.539777806941706,0.161073880842365,3.35111940010908,0.000804855913289527,0.00441743369448257
"Trim56",157.305922616098,0.429536155007178,0.1281814251226,3.35100155577413,0.000805198500182281,0.00441777145702104
"Phkg2",87.6528280703074,-0.625016558003682,0.186539665049641,-3.35058261114255,0.000806417515840893,0.00442291588677704
"Mcm4",207.316145963936,0.460669710622895,0.13750034679858,3.35031671809319,0.000807192080883727,0.0044256199230594
"Fam237b",2.1151048813566,3.96986534672189,1.18504364495376,3.34997395549664,0.000808191590881582,0.00442955495713653
"Aftph",229.015544736725,0.552597426224107,0.16496373656138,3.34981152671996,0.000808665640908165,0.00443060829886213
"Ankrd16",90.5057462320179,0.500518267220526,0.149481315055068,3.34836676434201,0.000812893562937088,0.00445067012044865
"Sft2d1",109.052128038859,-0.7203628180259,0.215132829638547,-3.34845601778311,0.000812631780312193,0.00445067012044865
"Serping1",3.25965740056012,-2.71699379478662,0.811646697065663,-3.34750797928376,0.000815416403074948,0.00446292842616125
"Brd7",153.481328680327,-0.381814171073937,0.114087897340602,-3.34666673656063,0.000817894751270984,0.00447493477035454
"Gatad2b",89.5968342452725,0.658820501238243,0.196917464838491,3.3456682056038,0.000820845549897085,0.00448951677064449
"Pira13",6.49258791691576,-1.48954476592114,0.445449527811002,-3.34391367129955,0.000826054381083043,0.0045164343708676
"Zfp51",12.8860075447026,1.27829462095611,0.382351685866984,3.34324306183605,0.000828053362256198,0.00452578956929944
"Lockd",52.8456471358593,-0.667471171743103,0.199664707606251,-3.34296020436116,0.000828897860658298,0.00452725693943286
"Slc30a1",16.7508639162968,-1.05120743167974,0.314451537868043,-3.34298709049682,0.000828817555145305,0.00452725693943286
"Stra6l",4.49761582784614,-1.89333803861712,0.56642646639678,-3.34260164547263,0.000829969521309799,0.00453153556980504
"Dio2",5.61874956062594,2.62619738256554,0.785771682945745,3.34218888204307,0.000831204779845759,0.00453512944616296
"Wee1",25.6746949564216,0.996834339503687,0.298254940905759,3.34222238356367,0.00083110445779593,0.00453512944616296
"Samd1",157.021388228463,-0.49419647356977,0.147877720163739,-3.34192651213832,0.000831990848777805,0.00453784321718887
"Epop",70.1247885790998,0.635061676617099,0.190047205023388,3.34159966487771,0.000832971058617216,0.00454041761256123
"Hccs",61.7312655736405,0.746875285919062,0.223509856605488,3.34157650701443,0.000833040549311444,0.00454041761256123
"Rrp12",76.0735550632615,-0.599154816212893,0.17933629151483,-3.34095687577741,0.000834901898845403,0.00454898542389979
"Trap1",167.450345517183,-0.369211956349425,0.110517469554168,-3.34075651423112,0.000835504602534303,0.00455069190825943
"Dancr",34.5598104822587,-0.88088286165002,0.263715409214064,-3.34027831090821,0.000836944708151383,0.00455695665654021
"Inpp5f",83.5073985487034,0.535833143139399,0.160461197023236,3.33933158345944,0.000839802564258479,0.00457093369376005
"Vps13b",67.4188523980421,0.650355607012505,0.194773908811228,3.33902836874738,0.000840719780890261,0.00457434206847145
"Bmp2k",172.016518324907,0.480635405072023,0.143974936091145,3.33832692078954,0.000842845204986928,0.00458431964608634
"Syt11",30.2845865773935,0.759520079223783,0.227608973077539,3.33695139059846,0.000847027609858491,0.00460547457605175
"Snhg1",15.59185095534,-1.57044207682461,0.470650969579195,-3.33674459064374,0.000847658062860515,0.00460730881400568
"Bend4",16.9988882285064,1.13033684724371,0.338799906371727,3.33629622082457,0.000849026463859821,0.0046115573550147
"Rnase6",155.198803156762,-0.510953579867672,0.153148426644451,-3.33632927913715,0.000848925501719935,0.0046115573550147
"Ncoa6",107.642635182217,0.522003905119735,0.15647343946225,3.33605439308868,0.000849765359541243,0.00461397640298059
"Entpd5",66.1600197738656,-0.631992151672278,0.18946059447204,-3.33574458284277,0.000850712844696944,0.00461752596885058
"Gid8",133.806954764522,-0.387329777827845,0.116126612421997,-3.33540925503201,0.000851739473673693,0.00462150251524915
"Degs2",1.95163728346219,-3.48661732344462,1.04557523956767,-3.33464029320959,0.000854098042716314,0.00462791007702783
"Rpl3",3628.47803579507,-0.45937190145278,0.13774614594554,-3.33491654738855,0.000853250016303523,0.00462791007702783
"S100a4",411.56801112419,-1.54820554655517,0.464255148857145,-3.33481610352924,0.000853558261692707,0.00462791007702783
"Setx",171.839125686187,0.602485407726358,0.180672917819986,3.33467469832223,0.000853992385632001,0.00462791007702783
"Rarg",14.285591497307,-1.09103331221182,0.327464708000676,-3.33175846299005,0.000862991216243307,0.0046744861916363
"H2-Eb1",3140.38396040408,-0.657835063786884,0.197454521529655,-3.33157761438289,0.000863552158649114,0.00467591332476935
"Cygb",1.02624943931034,-4.45683208928232,1.33789553389698,-3.33122577687407,0.00086464443019736,0.00468021549527283
"Gchfr",4.23545633956968,-2.33623205956324,0.701471428576564,-3.33047357937864,0.000866983908630195,0.00469126335964132
"Pkd2",5.55343753918163,1.91165832230389,0.574007559465708,3.33037133532401,0.000867302359977073,0.00469137157483813
"Zfp628",77.9716128892791,-0.559018345230219,0.167893775652082,-3.32959541268906,0.00086972260088234,0.00470284470700705
"Appbp2",44.8935919735328,0.828411586062418,0.248863803202776,3.32877491785104,0.000872288681330088,0.00471509827435614
"Snrpd2",446.641222986118,-0.40228612717559,0.120870573548619,-3.32823875460287,0.000873969311074193,0.00472255881772954
"Nfatc2",57.8849377589595,-0.542320623852282,0.16295160582791,-3.32810849636558,0.000874378064872055,0.00472314391811816
"Ccnt2",49.7549884664004,0.674345581953099,0.202630900313924,3.3279503812517,0.000874874472440874,0.00472420193483274
"Hmces",82.6812445157165,-0.525949021788897,0.158147484745817,-3.32568692214252,0.00088200937880414,0.00475945946633102
"Rtraf",209.848339466872,0.613200124795761,0.184382693686853,3.32569240927346,0.000881992017157257,0.00475945946633102
"Card11",152.876437887207,-0.477971056873283,0.14377846952283,-3.32435766258722,0.000886224591729037,0.00477892430785205
"Exo5",40.5014761663184,0.759657635816354,0.22851008839423,3.32439430203964,0.000886108154573983,0.00477892430785205
"Abcg2",5.05000795314298,-1.78059999436434,0.535641705475265,-3.32423703412798,0.000886608039238541,0.004779352458433
"Dapk1",14.6390379296681,1.05414077138938,0.31713184501259,3.32398271560378,0.000887416957792468,0.00478029240746876
"Fbxl18",43.0509518723063,0.729333339572017,0.219412821663491,3.3240233366607,0.000887287707284475,0.00478029240746876
"Foxn3",168.986933700652,-0.546665038553153,0.164465173293985,-3.32389543393468,0.000887694734868713,0.00478029240746876
"H2ac23",20.6626999775638,-2.52156126529799,0.758711034866115,-3.32348041536387,0.000889016649649981,0.0047841330762917
"Mapre1",24.9488566352222,-1.1436880016907,0.344120233280578,-3.32351280477657,0.000888913417465565,0.0047841330762917
"Itga2b",110.22971230025,-0.896927043604813,0.269894981934177,-3.32324460861433,0.000889768552681581,0.00478654068432641
"Fam50a",188.418142138581,-0.431561734801163,0.129883730640766,-3.32267738747651,0.000891579632271865,0.00479391905533125
"Sec11c",802.577630623615,0.211635305501184,0.0636952304854631,3.3226240628721,0.000891750067929804,0.00479391905533125
"Smoc2",1.26982399588833,-4.98052972964808,1.49904978515317,-3.32245785228486,0.000892281502620386,0.00479513604775722
"Mfap1b",57.2053164668424,0.650440935903913,0.195784675364848,3.32222598470389,0.00089302335663216,0.00479748261889984
"Rtn1",10.0706807089144,-1.0371304809949,0.312242530563508,-3.32155417496513,0.000895176022813908,0.00480740413481784
"Nfe2l3",2.3316213749032,3.72996477366967,1.12319647180975,3.32084801482662,0.000897443941508443,0.00481793760811858
"Supt3",54.2552941049232,-0.582831518911263,0.175556137467898,-3.31991536905305,0.000900447408200223,0.00483241133816979
"Atp9b",75.8453422869258,-0.645220906912725,0.194358582136497,-3.31974487475727,0.000900997469518403,0.00483371304551528
"Gimap3",186.434957827428,-0.899636148394803,0.27103409597274,-3.31927296883447,0.000902521591735509,0.00484023776884697
"Cnih1",170.885409226509,0.383632808518814,0.115601618123403,3.31857645893236,0.000904775487639287,0.00485067049461185
"Rpl30",2400.67535456292,-0.50152589493925,0.151243807389526,-3.31600945252308,0.000913127402145875,0.00489377757733754
"Smarca5",29.5645983755872,1.17647189316241,0.354860018137714,3.31531261069214,0.000915406918438162,0.00490432220549743
"Cop1",67.8826627851569,0.598528472935771,0.180596907374214,3.31416789821081,0.000919162963249465,0.00492276750232311
"Galc",17.738416745934,1.09975207116837,0.331876586311516,3.31373804760089,0.00092057707882458,0.00492816509503123
"Tmem87b",31.4886140125657,0.729690672318519,0.220206131287626,3.31367100476154,0.000920797816916262,0.00492816509503123
"Cdc20",123.022855331163,0.523474802004921,0.158020810490407,3.31269533664807,0.000924015752924077,0.0049437044316588
"Phb",130.294299631489,-0.602040263272024,0.181893944691226,-3.30984225062586,0.000933485649798394,0.0049926712926781
"Psmd4",429.417563997733,-0.414766274798618,0.125326290053843,-3.30949136546229,0.000934656488708306,0.00499723311088635
"Snph",1.30040143591241,5.19363093658992,1.5702341798219,3.3075518310135,0.000941152938694675,0.00503025605009915
"Dhrs7b",73.5182242888849,-0.518423237444967,0.156774275564802,-3.30681315909305,0.000943638092912676,0.00504182433123534
"Serpina3b",5.49312922549851,3.92096480671239,1.18642249112934,3.30486385417396,0.000950225463309638,0.00507529529655596
"Faf2",127.148538672909,0.423548764238691,0.128182879910938,3.30425377033949,0.000952295881705887,0.00508289947861964
"Slfn1",281.249679023074,0.598388025938326,0.181091745380735,3.30433628921213,0.000952015596372041,0.00508289947861964
"Cd52",3659.1360195212,-0.484280672269604,0.146627695149076,-3.30279127539471,0.000957276121910961,0.00510774723703951
"Cdpf1",62.5828997730189,-0.664019667063909,0.20105962638788,-3.30260072095676,0.000957926791149124,0.00510948463864034
"Rnf24",29.5209010534115,0.9349664947655,0.283145829405508,3.30206698339352,0.000959751478381596,0.00511748083062426
"Abcf1",379.147415524074,-0.438734711431644,0.132878900480093,-3.30176355950034,0.000960790227554192,0.00512128232856031
"Tiparp",32.2431896049293,0.903300217926724,0.273627944150601,3.30119871612806,0.000962726700797435,0.00512986474909657
"Med20",50.3827932229797,0.680876277469262,0.206265427138277,3.30097140813043,0.00096350700868507,0.00513228284294158
"Spsb3",62.288380254433,-0.841862262173225,0.255074483797319,-3.30045659463988,0.000965276437830638,0.00513996623518286
"Ankrd37",59.2647996472062,0.914106988334025,0.276977648541696,3.30029153307804,0.000965844396109472,0.00514124892057054
"Dclre1c",47.0108319805005,1.05103920295712,0.318522918867115,3.29972865593263,0.000967783521139967,0.00514982707136058
"Eif3g",1030.28599163017,0.21999163684094,0.0666722057157402,3.29960040288578,0.000968225859969333,0.0051504373241482
"Luc7l2",152.280379903973,0.520152815984773,0.157666645035503,3.29906693877863,0.000970067762864266,0.00515674506745465
"Map6",4.89566553392531,3.09376579061551,0.937758990910044,3.29910544244761,0.000969934711850675,0.00515674506745465
"Fars2",57.0867944611661,-0.576565727894281,0.174797014466772,-3.29848727481488,0.000972072859282162,0.00516565695573235
"Zfp846",9.62068292042592,1.36247910140155,0.413209942129881,3.29730474145583,0.000976175227877761,0.00518570409158855
"Gm45620",14.7950231754819,1.24038779432891,0.376260619314269,3.29661870165819,0.000978562535431352,0.0051966298967721
"Tmigd3",3.89635675245381,2.57985577033146,0.782691640855831,3.2961330307687,0.000980255858703103,0.00520386418201759
"Nphp1",9.36204164610077,1.37876711222987,0.418363687121608,3.295618512486,0.000982052719776781,0.00521164304597273
"Msantd4",23.9758992565498,0.899482579974669,0.273090602049902,3.29371488151872,0.000988727352566841,0.00524529370739054
"Rdx",145.809413686951,0.457645730337143,0.138962328753091,3.29330786583383,0.000990159896522292,0.00525112125959308
"Oard1",90.4803680364083,-0.578748485814334,0.175891660948913,-3.29036909818271,0.00100056043412364,0.00530448885800656
"Cyb5r4",110.965779046964,0.624677297396458,0.189869954003217,3.29002711711762,0.00100177728013143,0.00530914938178892
"Prodh",19.3268708679588,1.10003022231309,0.334410429559575,3.28946146734074,0.00100379299749171,0.00531803913972774
"Abtb3",7.20116088775847,-1.72847283481179,0.525816937638465,-3.28721406840688,0.00101183885104199,0.00535885946749633
"Aicda",24.7663486077343,1.9557911649389,0.594986656002668,3.28711769450192,0.00101218520790295,0.00535888827316487
"Rnf181",265.721049825183,0.386608685217259,0.117620364923122,3.28691962033914,0.00101289740851862,0.00536085332138191
"Tmem164",107.058024727785,-0.641168380103261,0.195151161832606,-3.28549609483356,0.0010180295358473,0.00538620204442402
"Rpia",215.754750654835,-0.567081357800998,0.172668988538395,-3.28421080473811,0.00102268395886925,0.00540718773947721
"Slc12a2",3.38346140467703,-2.61049207271978,0.794846354951199,-3.2842725596698,0.00102245987597388,0.00540718773947721
"Ap1g1",134.009164765115,0.628849251693429,0.191528324648781,3.28332246860402,0.00102591239389518,0.00542141682409172
"Chid1",52.3465167498292,-0.681338309050321,0.207517541660986,-3.28328055352255,0.00102606495652859,0.00542141682409172
"Irgm2",131.570554234353,1.04141398032519,0.317198141569192,3.28316545353411,0.0010264840057982,0.0054218084970235
"Gm10240",13.2213571179395,-2.58450854011228,0.787338353135044,-3.28258941003092,0.00102858361209764,0.00543107349632611
"Zfp524",88.7699638758901,0.436882156601189,0.133107778608148,3.28216848909569,0.00103012032852337,0.00543736112963696
"Osbpl9",359.770400363569,0.608809163655979,0.185573364228821,3.28069260470638,0.00103552535306635,0.00546405606742192
"Ifitm6",176.102082233492,-1.22323802651358,0.3730152539753,-3.2793244069171,0.0010405594350368,0.00548693517589517
"Ncf2",481.583201101928,-0.419050554474336,0.127784232472657,-3.27936042159195,0.00104042663465898,0.00548693517589517
"Ppp1r12a",207.711392187773,0.732657853132653,0.223434883636034,3.27906655044126,0.0010415107123242,0.00549010962006175
"Gpatch2l",47.0612545117125,0.69199555165652,0.211052216684097,3.27878836113956,0.00104253790330338,0.00549368196514444
"Mon1a",30.3505421016323,-0.871827384919498,0.265953471837119,-3.27811996172564,0.00104500974600214,0.0055048619964503
"Guk1",219.965818429537,-0.349137698653563,0.106620962554711,-3.27456899926606,0.00105823292329462,0.00557265102890056
"Ldhb",10.4855722321468,-1.13078128652195,0.345377689928071,-3.27404264808606,0.00106020608676761,0.00558117196178838
"Gm19412",10.7501891045884,1.91267381997913,0.584270552742285,3.27360982168614,0.00106183119812123,0.00558411662872786
"Poldip3",259.044114066317,-0.381511878170301,0.116536700999058,-3.27374874095144,0.00106130935403655,0.00558411662872786
"Timp3",16.3118734168799,1.9705311741286,0.601929701545799,3.27368988283538,0.00106153042297608,0.00558411662872786
"Cdk5rap3",112.955345705164,-0.529444492041444,0.161744714723872,-3.27333411138228,0.00106286759484762,0.00558582939599122
"Zbtb2",58.7508354461965,-0.783282070419229,0.239291033150404,-3.27334484751422,0.00106282722015684,0.00558582939599122
"Mapk11",21.1498079142521,-0.87844750605085,0.26843549419749,-3.27247150633727,0.0010661161797379,0.00560102948840242
"Tmem160",289.517426950599,-0.50334516596326,0.153824984772234,-3.27219382929604,0.00106716386880512,0.00560466049239818
"Mir9-3hg",0.982585881142933,4.52759656708798,1.38446192416089,3.2702933089562,0.00107436023248374,0.00564057063941615
"Pkm",424.330366205483,0.961172625454008,0.293946781503384,3.26988654387748,0.00107590627811806,0.00564680159790911
"Os9",303.952957407094,-0.421951641099061,0.129100047901164,-3.2684080909257,0.00108154297906228,0.00567449068353807
"Esr1",6.40282405770156,1.90723475876156,0.583609645249106,3.26799732370338,0.00108311389827268,0.00568083662560834
"Tbc1d2",43.4210008043726,0.956727475665456,0.292782022984436,3.2677124978958,0.00108420441169283,0.00568465948879238
"Rif1",27.7263710115374,0.929145806269916,0.284357956104056,3.26752174969885,0.00108493529756709,0.00568659484576763
"Maf1",361.953977172949,-0.330608033667292,0.101185677624661,-3.26734021482419,0.00108563130414398,0.00568834615661308
"Camkmt",10.2837640017469,-1.11385523650436,0.340964112736291,-3.26678144384609,0.00108777623052766,0.00569578766411204
"Gm37818",2.22833171580639,3.68273465613545,1.12732213466224,3.2667988526978,0.00108770934492174,0.00569578766411204
"Tmem165",225.49989086414,0.651199310061131,0.199350359123494,3.26660715799224,0.00108844605446665,0.00569739711294082
"Actr2",1040.49741934611,-0.401696906002145,0.123042421061244,-3.26470255166876,0.00109579083481706,0.00573202533527102
"Rfx1",93.4562523034526,-0.522162755556523,0.159940967768423,-3.26472174604168,0.00109571658699997,0.00573202533527102
"Pecam1",245.856618278792,-0.466719604714008,0.142965353958219,-3.26456439824158,0.00109632537821991,0.0057329137126543
"Ap2m1",202.404088587905,-0.660912495555018,0.202498293901077,-3.26379290819054,0.00109931486438906,0.00574663463695762
"Crbn",41.3258770882714,0.950269632163186,0.291178071682987,3.2635343268492,0.00110031854000887,0.00574996912579768
"Stk38",301.797506436896,0.327673026374232,0.100410830442014,3.26332353722997,0.00110113734038881,0.00575233561102415
"Slc20a1",98.7960901711652,0.550139322165968,0.168597558260722,3.26303256014671,0.00110226855021773,0.00575633200693436
"Mrpl57",370.051422616823,-0.412297276781865,0.126431601401061,-3.26103025045132,0.00111008196776492,0.00579328633841194
"Or8b53",1.04295412452415,4.45286258201373,1.3654709751868,3.26104520925797,0.00111002340608313,0.00579328633841194
"Thoc6",106.916543482397,-0.485119408914161,0.148779613246513,-3.26065781680966,0.00111154091583483,0.00579897499369657
"Tkt",1236.0329720064,-0.552025542011578,0.169306971702602,-3.26050094960794,0.00111215594800617,0.00580025857555043
"Gsk3a",527.940210985465,-0.361631641694363,0.110918771209874,-3.26032859677201,0.00111283205777243,0.00580185974000825
"Ccdc9",149.37813766232,-0.419573611618102,0.128703385497653,-3.26000446682696,0.00111410459189227,0.00580656832889739
