"","baseMean","lgFC_LcDC_vs_PMoDC","lfcSE","stat","pvalue","padj"
"Slc33a1",43.8022373253363,-1.34647285040159,0.212036111198656,-6.35020536261429,2.15027678600992e-10,3.86038203300183e-09
"Dhcr7",56.1989577970228,1.5250861047583,0.240353148818928,6.34518878680153,2.22152852993812e-10,3.98394116368903e-09
"Tbc1d10b",273.366895195801,0.686466382880786,0.108202269125698,6.34428823376453,2.23456122627931e-10,4.00293833646476e-09
"Ptger3",12.5629687944196,2.33836162616172,0.369323089867517,6.33147964564179,2.42821207491728e-10,4.34036295613482e-09
"Snhg3",27.7959762331033,1.63350092509963,0.257990839831877,6.33162373580442,2.42594504592786e-10,4.34036295613482e-09
"Cyp4f13",42.3486156290743,-1.44073533802485,0.227579773472589,-6.33068271420165,2.44078794030638e-10,4.35809459330657e-09
"Plekho1",405.468411686504,-0.897175327207016,0.141739108083349,-6.3297655766215,2.45533944343348e-10,4.37931140514131e-09
"Srpk1",265.689268058904,0.717475143967534,0.113380117471433,6.32805080792323,2.48277399186619e-10,4.42343522611643e-09
"Wdfy3",32.1295262282176,1.68949222672935,0.267088761055938,6.32558337554124,2.5227764261868e-10,4.48983062660513e-09
"Isg20",601.910199861709,-1.29218018742061,0.204396760660866,-6.32192106784211,2.58331336597667e-10,4.59258819309981e-09
"Itgb2l",65.2195103584366,1.4457334320296,0.228798588938808,6.31880396961829,2.63595391271146e-10,4.68110040624268e-09
"Abcd1",112.305196026896,-1.07679715880075,0.170445520568322,-6.31754448700296,2.65751953258106e-10,4.71429600109433e-09
"Dclk2",23.7476786238558,-2.06079205184597,0.32622363467473,-6.31711449693317,2.66492146243975e-10,4.72232141222181e-09
"Gm49797",47.0372874622093,-1.1287599310695,0.178807673455272,-6.3127040873436,2.74201496205398e-10,4.85369185677926e-09
"Klhdc4",76.931930919607,1.10344718866024,0.174807241212853,6.31236544324062,2.74802365121199e-10,4.85908621688983e-09
"Ubqln4",73.282157500634,1.31442325970249,0.208318374218201,6.30968470561177,2.79604494101698e-10,4.93867615039264e-09
"Nmb",30.0910307847665,-1.48201270146133,0.23493526883391,-6.30817462536483,2.82345552718128e-10,4.98172921994813e-09
"Isyna1",198.058300167193,1.1639942226315,0.184802445938589,6.29858667032094,3.00371760221449e-10,5.2905379524956e-09
"Uqcrh",1198.77702546843,-0.788677078968651,0.125216167019295,-6.29852436584424,3.00492496296295e-10,5.2905379524956e-09
"Atxn7l1",113.242005173159,-0.920366369658379,0.146250748634987,-6.29307116885554,3.11245548430345e-10,5.46812441562476e-09
"Gpr18",261.374685303335,-1.03098985840894,0.163826029480298,-6.29319932662425,3.10988578015606e-10,5.46812441562476e-09
"Tagap1",38.4043929773053,1.26331494693014,0.200770541318013,6.29233222482126,3.12731261661341e-10,5.48835002417213e-09
"Ccn3",10.0281783721877,4.60619094981331,0.732319168848516,6.28986805992802,3.17735907798341e-10,5.57022276822967e-09
"Ifi35",605.810279324651,-0.679606469077579,0.108053714494275,-6.28952435608855,3.18440145423101e-10,5.57661082843934e-09
"Trmt61a",73.8586248814349,1.14325036726332,0.181788229775881,6.28891303178862,3.19696496442502e-10,5.59264372081559e-09
"Slc19a1",75.3081238434946,1.45792431653038,0.231846034052273,6.28832976371582,3.20899699368892e-10,5.60771370281593e-09
"Fcrl1",280.526797677614,-1.21729662526888,0.193598383974969,-6.28774166537603,3.2211734278603e-10,5.62300369976166e-09
"Commd7",219.371146117205,0.631787851026363,0.100490874989354,6.28701711566639,3.23623709527131e-10,5.6432959082154e-09
"Tmsb4x",10937.4940887579,-2.94806530447532,0.469046197699181,-6.28523441600531,3.27359352274053e-10,5.70237750686299e-09
"Ifi204",185.463061273633,-2.17567116633399,0.346245958985622,-6.28360016881621,3.30820882243066e-10,5.75656400501216e-09
"Mtfr1",72.0045315587622,1.07816099085987,0.171614030291312,6.28247579192512,3.33223172094677e-10,5.79222354968385e-09
"Lockd",52.8456471358593,1.18368595442832,0.188512986335071,6.27906850048189,3.40607510931627e-10,5.91431602844134e-09
"Myc",366.149641374931,0.750181352844858,0.119633704106956,6.27065222501322,3.59538852622438e-10,6.22985536714e-09
"Wdr4",85.252814966558,0.962107201380803,0.153429931811503,6.27066172826568,3.59516907626688e-10,6.22985536714e-09
"Themis",32.4748226021259,-1.85502047159292,0.295899420093658,-6.26909127096556,3.63161226973954e-10,6.28598372723166e-09
