"","baseMean","lgFC_LcDC_vs_PMoDC","lfcSE","stat","pvalue","padj"
"Asns",216.923549933901,4.07624488005176,0.234594025219681,17.3757403933653,1.25969871690179e-67,1.08791559187587e-64
"Mthfd2",425.284682759813,2.26478960896704,0.130764517431684,17.3196036160975,3.34654947435039e-67,2.74567651623078e-64
"Psph",299.247065703759,2.04302806645853,0.118169864377659,17.2889092935676,5.70209917846888e-67,4.45551168664266e-64
"Mx1",368.511199202753,-3.98619956578719,0.236133951026643,-16.8810946009938,6.19847901822537e-64,4.62322010045728e-61
"Txndc17",503.873505357793,-1.60878133904143,0.0954412876839045,-16.8562409213255,9.44056275978841e-64,6.73522584023339e-61
"Psat1",336.590588291842,2.44929103819404,0.146527539995033,16.715567860329,1.00953716949779e-62,6.90228975595388e-60
"Zmynd15",72.0869779442995,-2.72297668106313,0.162937198768524,-16.7118172010034,1.07508762761615e-62,7.05644515262134e-60
"Cars",216.221664299573,2.40233321494832,0.145324103137039,16.5308655831369,2.19962101389526e-61,1.38821466219259e-58
"Shmt2",563.960237193688,2.95941986165666,0.179620745247367,16.4759357700084,5.46365613127112e-61,3.3204864243714e-58
"Irf7",1371.16191838475,-2.67929174530836,0.164541505572184,-16.2833792968605,1.29515062623973e-59,7.59004522355989e-57
