"","baseMean","lgFC_PcDC_vs_PMoDC","lfcSE","stat","pvalue","padj"
"Nmb",30.0910307847665,-0.681583320841099,0.221215763881289,-3.08107934481042,0.0020625167929,0.017576282106878
"Bcl2a1a",95.7663144510059,-1.71275454310607,0.556023701699496,-3.0803624699289,0.00206748813327658,0.0176084270654873
"Chi3l1",208.863351380763,0.905769575575418,0.294162849745306,3.07914332608505,0.00207596782707491,0.0176703974521396
"Tcf7",382.57045745821,-0.493646989735559,0.160449766049169,-3.07664512009499,0.00209344372335051,0.0178088262977726
"Tecpr1",249.265900904413,-0.477747335329512,0.15539047686197,-3.074495586714,0.00210858841132937,0.0179272748370291
"Ostc",405.642391074346,0.422117042450864,0.137320040945986,3.07396531156658,0.00211233992099723,0.0179487772337976
"Slco3a1",116.148967957478,-0.684879312931696,0.222867907111455,-3.0730279734228,0.00211898623387982,0.0179948379826821
"Dhrs13",16.7018440245292,1.00128438358041,0.325944390087384,3.07194851033322,0.00212666405743794,0.0180496002054112
"Arhgef25",3.10566412687014,-2.62867822921682,0.856134706370549,-3.07040260096533,0.00213770397356906,0.0181328177030124
"Adipor2",360.913169701898,0.444010548458762,0.144683916070228,3.06883142590116,0.00214897814365391,0.0182179249903408
"Socs1",57.674476556106,-1.02979138191223,0.335643902944725,-3.0681069218821,0.00215419525885129,0.0182516151100482
"Bms1",120.739820764711,0.429229404651137,0.139966567955442,3.06665663751777,0.00216467358369115,0.0183298167412555
"Dhrs7",112.028999343035,0.396891827146854,0.129489550413956,3.06504907830832,0.00217634280790679,0.0184122849248325
"Ly6k",16.2633655325504,-1.10358736658513,0.360064693708532,-3.06496967314011,0.00217692069941492,0.0184122849248325
"Pde8b",1.96287356759652,-3.05191198126777,0.995959436386889,-3.06429345389748,0.00218184776130088,0.0184433337243413
"Klhdc4",76.931930919607,0.567498552751196,0.185251593343702,3.06339363947224,0.00218841983121902,0.0184882441782444
"Dohh",147.082521874487,0.434079476708197,0.141719254933403,3.06295342091786,0.0021916417078521,0.018504816099133
"Psmc4",452.367576226485,0.321002005537256,0.104819515381569,3.06242596494298,0.00219550778396687,0.0185268050528653
"Stip1",371.137518353251,0.426973500311432,0.139481798327508,3.06114134913061,0.00220494975369336,0.0185957939307752
"Grb10",6.16206443510058,2.72580669985945,0.891124540564534,3.0588392259208,0.00222196359700506,0.0187285255423796
"H6pd",56.4996219449593,0.615753281528455,0.201352174346727,3.05809104632828,0.00222751886904444,0.0187645780574753
"Stab1",16.2653113503297,-0.929467525438154,0.303997284611173,-3.05748627533627,0.00223201862376261,0.0187917026678362
"H2-Aa",9246.63040699598,-0.495332804539679,0.162046214645023,-3.05673789187086,0.00223759844755329,0.0188171008049399
"Psmc1",376.556771739031,0.394290998251242,0.128986877419185,3.05683032367599,0.00223690860008048,0.0188171008049399
"Ly6c2",2248.44593461289,-0.89034391631872,0.291508014846705,-3.05426908000086,0.0022560962562771,0.0189617981287445
"Mtln",112.78412065902,-0.581551765283039,0.190554429161765,-3.05189319314825,0.00227403000694509,0.019097561392013
"Selenos",368.353929708257,0.273470639887747,0.0896100650857713,3.05178485950202,0.00227485083938096,0.019097561392013
"Arhgef11",69.0082081023127,-0.471813056295264,0.154662001281546,-3.05060746909888,0.00228378932209932,0.0191616449236482
"Smim14",399.340062107761,-0.467487291975266,0.153282444093652,-3.04984236609407,0.0022896150461805,0.0191995532399019
"Ece1",48.4513867464837,-0.712566542931309,0.233709717659249,-3.04893844410114,0.00229651531985777,0.0192464237679633
"Cenpe",49.1662521456709,0.735813787784856,0.241415770003372,3.04791102824218,0.00230438143553579,0.0192981336155969
"Gm16272",2.35495026605495,3.73002817134741,1.22384707308648,3.04778942841319,0.00230531406127882,0.0192981336155969
"Fitm2",11.6320580460042,1.1116958266275,0.364850057852691,3.04699369700073,0.00231142556533006,0.0193233300237479
"Ripk2",56.4825501806979,-0.665495155781642,0.218420614379894,-3.04685140489607,0.00231251998272076,0.0193233300237479
"Rrn3",69.0731837768209,0.500891009351974,0.164403761246425,3.04671259072466,0.00231358810745411,0.0193233300237479
"Wipi1",49.5561616345742,0.73625520214101,0.241655494693753,3.04671409633808,0.00231357651988113,0.0193233300237479
"Atp5mc3",1908.67719019915,0.262215071753191,0.0860841075989538,3.04603345573136,0.00231882032099596,0.0193560197687229
"Nrde2",46.6601898717844,-0.702529730382,0.230691016348214,-3.04532764865699,0.00232426950427564,0.0193904824609541
"Il18rap",56.8864580503563,0.618582894406689,0.203181381438661,3.04448611396726,0.0023307818985323,0.0194337709347813
"Gria3",9.68212879981597,1.40369683015093,0.4611450127552,3.04393800501987,0.00233503253740894,0.0194537253009132
"Nedd9",173.526669905814,-0.375228360791739,0.123281436606163,-3.04367284419674,0.00233709143247206,0.0194537253009132
"Nsmaf",103.685735421342,-0.475292481910802,0.156157931832384,-3.04366532223909,0.00233714986248117,0.0194537253009132
"Cplane1",34.0313698605838,-0.667693910618665,0.219513771716818,-3.04169485766942,0.00235250244242633,0.0195116094399674
"Iqsec2",16.5184544300863,-1.03836466410734,0.341332427411854,-3.04209205079258,0.00234940036064991,0.0195116094399674
"Mapkbp1",28.5605796123454,-0.683570312520955,0.224720456516982,-3.04186954368036,0.00235113768143025,0.0195116094399674
"Memo1",189.929481332468,0.429242476200367,0.141119060635018,3.0417044605373,0.0023524273997245,0.0195116094399674
"Mir5136",11.9624111033328,1.09060451291886,0.358561850049901,3.04160778054632,0.00235318301655846,0.0195116094399674
"Mrpl54",370.011795898947,0.362978678913005,0.119338885635206,3.04157925542019,0.00235340600137453,0.0195116094399674
"Neto2",4.25940839291631,1.78316095051921,0.586088459747908,3.0424774978272,0.00234639359741167,0.0195116094399674
"Gss",41.0212886000159,0.665977420168191,0.219139339341535,3.03905917654633,0.00237318233280494,0.0196644673772997
"Gclc",209.927823081761,0.392726308406735,0.129259650605221,3.03827456261802,0.00237937058366796,0.019704623959389
"Ormdl2",65.7036979021907,0.521305448161985,0.171640807685008,3.03718827237562,0.00238796254203717,0.0197646302168725
"Mvd",78.5886289870847,0.763206433573487,0.251347350047128,3.03646103064299,0.00239373048652553,0.0198012083006503
"Crls1",79.472061463943,0.57152124446868,0.188291454269455,3.03530102673063,0.00240295718191116,0.0198469570566204
"Hook2",77.2254668339013,-0.579202036824857,0.190824773467655,-3.0352559906119,0.00240331605575639,0.0198469570566204
"Plxnb2",69.2531687297271,-0.676237714720651,0.222780441499798,-3.03544471933037,0.00240181248406881,0.0198469570566204
"Golgb1",136.623186651393,-0.37445899485736,0.123490566997285,-3.03228824648277,0.00242707317908268,0.0200206266789163
"Prkra",29.0859893150345,-0.751086388581671,0.247693311854788,-3.03232405815624,0.00242678522600536,0.0200206266789163
"Ubr4",316.248520709785,-0.400822340753819,0.132226657535636,-3.03132778385321,0.0024348077044154,0.0200731507714382
"Slc43a3",124.41058276654,0.559998363290759,0.184748644676432,3.03113651670646,0.00243635065355422,0.02007459968919
"Gps2",218.29302069057,0.449625313004346,0.148423717272725,3.02933602032195,0.00245091915125925,0.0201776003509517
"Hsh2d",167.493080509455,-0.464659951648592,0.153399551389981,-3.02908285870607,0.00245297395807729,0.0201776003509517
"Snai3",8.77049844964442,1.13040094561272,0.373181601764064,3.02909077046994,0.00245290971774703,0.0201776003509517
"Dpp9",328.359268265108,0.403445409107881,0.133211092311078,3.02861722780371,0.00245675740581635,0.020197407049049
"Catsperg1",3.34726311381773,-1.88181542385576,0.621738529229659,-3.0266990630086,0.00247239968024984,0.0203146303889807
"Slc39a6",52.1089278878571,0.652741736027809,0.215698068741422,3.02618257009205,0.00247662712741637,0.0203379844026032
"Irgm2",131.570554234353,-0.952308519312927,0.314721470867012,-3.02587718813544,0.00247912976090844,0.0203471561092334
"Ica1",18.936974232626,1.14540453135621,0.378620801154976,3.02520233400325,0.00248466846162883,0.0203698420000536
"Ptms",258.931824516912,-0.394346402894854,0.130350785665027,-3.025270625589,0.0024841074606714,0.0203698420000536
"Dnajb12",113.838762882022,-0.37833772119966,0.125102831472897,-3.02421389464414,0.00249280127315546,0.0204137206323154
"Nadk",535.016679860235,0.450834032186553,0.149066539271264,3.02438115482207,0.00249142335820722,0.0204137206323154
"Stx8",96.907949017803,-0.415701167189609,0.137585341106835,-3.02140594227125,0.00251603795683305,0.0205925224750166
"Suclg2",44.0261732172815,0.558176225493513,0.184753395086892,3.02119603935287,0.00251778290343424,0.020595323883635
"A530040E14Rik",5.20582829870602,-3.30205801231431,1.09303129892142,-3.02100956813654,0.00251933398810661,0.0205965372758181
"Tbc1d9",47.4622908988294,-0.65877292173416,0.218095235764039,-3.02057456425549,0.00252295578872598,0.0206146688068244
"Maf",10.009113861314,-1.38572855696697,0.458939249752047,-3.01941609421213,0.00253262434203863,0.0206821597409084
"Nin",206.976680283545,0.349167317226009,0.115662722464938,3.01884055454302,0.00253744036750296,0.0207099704925214
"Mdp1",84.8529106820757,-0.575236973573788,0.190584591359716,-3.01827639616502,0.00254216928418263,0.0207370397775853
"Casp3",504.491010036733,0.268907682696074,0.0891653664035588,3.01583107368178,0.00256275991864382,0.0208933947170723
"Eftud2",302.248735071477,0.3191692464952,0.105854149636931,3.01517935376099,0.0025682733536603,0.0209162669186804
"Sri",793.667968571901,-0.244296632821471,0.0810227034787634,-3.01516269307778,0.00256841444216991,0.0209162669186804
"C5ar1",15.1403917010329,1.2857103872668,0.426524833250796,3.01438576850884,0.00257500158890091,0.0209466749749763
"Gm12216",35.0629106125746,-0.712752229740631,0.236447780585442,-3.01441708598771,0.00257473576546423,0.0209466749749763
"Zbtb46",17.8030185897011,-0.88643783241243,0.294091477815934,-3.01415681608847,0.00257694570449034,0.0209508824911582
"Comtd1",81.0642334158258,0.568092804267257,0.188563146063661,3.01274568295261,0.00258895779162783,0.0210368938873666
"Srebf2",639.223395797209,0.297067308450094,0.0986656999618783,3.01084681469723,0.00260520246187695,0.0211571834887939
"Gm37906",1.36249167261189,3.90895513363559,1.29864787422127,3.0100192756097,0.002612311106952,0.0212031862815789
"Tysnd1",67.830088963176,0.511553831326845,0.170032557482947,3.0085640003277,0.00262485509657066,0.0212932305983133
"Slc39a7",156.134263265557,0.518929681805553,0.172594747916886,3.00663657538087,0.00264155362025836,0.0214168590868324
"Washc2",269.276676036551,-0.413040556979582,0.137388917482686,-3.00636008018357,0.00264395702416437,0.0214245148928286
"Gm266",2.90129521038212,-2.0749621965131,0.690370411974908,-3.00557810781224,0.00265076505665858,0.0214678341571528
"Smim27",117.787790050623,-0.441006435311354,0.146771050135001,-3.00472358074507,0.00265822308641303,0.0215163669116882
"Dock6",7.36614662064318,-1.2781319844455,0.425599126688962,-3.00313582499335,0.00267213143783586,0.021617028045038
"Hepacam2",6.55544970168037,-1.821548916661,0.606594777551429,-3.00290899966833,0.00267412379230167,0.0216212332832409
"Tnfsf10",24.3280711489894,-1.13458419633637,0.377891045097912,-3.00241090932018,0.00267850360872764,0.0216419116742158
"Zfp598",173.545462682462,-0.410003868790387,0.136564029957509,-3.00228302370659,0.00267962919183575,0.0216419116742158
"Afp",14.9745857005244,1.17070159666933,0.390118205676605,3.00088942180721,0.00269192300742371,0.0217292498724587
"Mad2l1",89.082643886934,0.64536236526882,0.215075284512258,3.00063471603609,0.00269417548602862,0.021735482780966
"Parp8",38.8976901345315,-0.647434578802311,0.215810426380563,-3.00001528962561,0.00269966054376234,0.0217677736211216
"Idnk",201.111043749204,-0.364606411505603,0.121576159801292,-2.99899595530511,0.00270870902631792,0.0218287456824512
"Agfg2",51.6780000942429,0.500392607833863,0.166895404820527,2.99824077464545,0.00271543051589224,0.0218709085380394
"Cep128",17.7430461771594,0.884280957478429,0.294952983038925,2.99804039398961,0.00271721656149547,0.0218732953796261
"Dyrk4",1.49028643933304,-4.08448358155836,1.36264314631585,-2.99747119603654,0.00272229582931895,0.0218858658306297
"Serpinb2",537.880406018892,0.64920933088447,0.216593394882508,2.99736439902351,0.00272324980402919,0.0218858658306297
"Ubp1",192.598559717271,-0.365034146951264,0.121777208485773,-2.99755719062907,0.00272152789617601,0.0218858658306297
"Manba",50.9006893646428,0.518824079395189,0.173121627645965,2.99687616417395,0.00272761490043278,0.0219089549141436
"Setd2",182.265927826441,-0.434988520857185,0.14517454978906,-2.99631389585314,0.00273264981742877,0.0219373959919665
"Tor1aip2",327.220184118557,-0.580327197767913,0.193710469205274,-2.99584839244255,0.00273682466159286,0.0219589051946273
"Kifc5b",12.4334581731165,1.50637392300089,0.502978252081442,2.99490866010043,0.00274527036445646,0.0220146394108761
"Mon2",181.928449263116,-0.328641754213684,0.109744889485101,-2.99459734075636,0.00274807354625294,0.0220250894539475
"4930519L02Rik",5.73007628930805,1.65078919264572,0.551399366501237,2.9938177171301,0.00275510491057688,0.0220693973824333
"Bzw2",265.410941924749,0.467649283764175,0.156432536419809,2.98946302647149,0.00279468268573095,0.022364784754457
"Timm9",181.455807955363,0.373853280321459,0.125058574895329,2.98942540033233,0.00279502690352303,0.022364784754457
"Mrpl15",256.764588268195,0.335818163752731,0.112374621688511,2.98838081683229,0.00280459861121928,0.022429151093972
"Ssh3",27.4577142976789,-0.803168606336845,0.268779715972611,-2.98820394028056,0.00280622232345166,0.0224299196381278
"Gm9385",35.3633033547164,-0.636792360274446,0.213151118508182,-2.98751592171448,0.00281254644502461,0.0224682369163745
"Havcr2",17.9218772527518,-1.79166612336362,0.600098760914803,-2.9856187682047,0.00283005216128587,0.0225957889527789
"Ndufb6",449.907302382271,0.330532769450307,0.110720904750997,2.98527879801607,0.00283319967989867,0.0226086254891045
"Nat10",86.7781866516265,0.565854023063945,0.189648205169294,2.9837035502594,0.00284782542772672,0.0227129933488927
"Trp53i11",203.7598248095,-0.506397226315766,0.16974179789586,-2.9833384151289,0.00285122543465642,0.0227277649604019
"Plk4",74.5872353662753,0.646685542117818,0.216822611286128,2.98255582423748,0.00285852512669181,0.022761238847731
"Slc16a10",52.5106513130284,0.841172193776042,0.282017318526295,2.98269694276812,0.00285720757035328,0.022761238847731
"Was",346.94503240131,0.279912925697752,0.0938834286487839,2.98149449510308,0.00286845203710825,0.0228279031224176
"Vhl",57.518787480883,-0.806347938605151,0.27048896901727,-2.98107513047479,0.00287238313958013,0.0228468047878955
"Sesn1",152.272700416842,-0.442697360661507,0.148551503495223,-2.98009343726194,0.00288160472038094,0.0229077434268291
"Mycbp2",411.031103598314,-0.336266977387115,0.112854607547555,-2.97964774938779,0.00288580022326341,0.0229286821851605
"Sod2",1051.08724922341,-0.527932483857008,0.177256590261206,-2.9783517954342,0.0028980314435521,0.0230134103221609
"Yars",123.724734074398,0.492688483613595,0.1654521074812,2.97783141668098,0.00290295608193499,0.0230400562978656
"Srprb",143.22641255141,0.37528635955472,0.126038787176334,2.97754657881368,0.00290565489729723,0.0230490172107052
"Cd33",58.351997180258,0.696593995999842,0.234025813474414,2.97656906158346,0.00291493421709569,0.023110139908
"Rpsa-ps2",16.3265058313864,2.96424507540004,0.996129864849173,2.97576167525994,0.00292261891433609,0.0231585609925509
"Clip2",11.7098163816615,-1.46679331481556,0.493099589149812,-2.97463909338185,0.00293333436787797,0.0232309323212256
"Ikbkg",76.5923322151213,-0.494444891425166,0.166300901005266,-2.9731943028349,0.00294717818486189,0.0233279877565106
"Fig4",85.1157628645259,0.487377193934201,0.163957657174463,2.97257964241094,0.00295308584746108,0.0233495743124776
"Tmcc2",139.116276164071,-1.00002086436626,0.336398220990723,-2.97272934863064,0.00295164598712777,0.0233495743124776
"Tafazzin",107.876496858112,-0.383370871280804,0.128989709820362,-2.97210430052681,0.00295766189034094,0.0233731698255522
"Hmg20a",56.0701988313554,-0.513580101001902,0.172889281109706,-2.97057225124334,0.00297245476107108,0.0234774358562704
"Cactin",134.988595722204,0.361720568562483,0.121804761377632,2.96967511344683,0.00298114848201935,0.0235192970594604
"Pkd2",5.55343753918163,-1.60911670601198,0.541856699963032,-2.9696351565308,0.00298153622391107,0.0235192970594604
"Ube2a",444.823964189649,0.286510372734844,0.0964834184222657,2.96952966032892,0.00298256018012091,0.0235192970594604
"Muc20",1.27065558663986,4.08157635238516,1.37493238495466,2.96856514331049,0.00299193676105095,0.0235426620913778
"Pira13",6.49258791691576,1.32946660138092,0.447775281228431,2.96904866595952,0.00298723282477996,0.0235426620913778
"Sh3pxd2a",45.0867947540594,-0.682294595736505,0.229836063369789,-2.96861417539485,0.0029914594461175,0.0235426620913778
"Tnni3",4.48709881789095,-1.86430850058309,0.627999623736727,-2.96864588785908,0.00299115077030014,0.0235426620913778
"Snrnp40",199.995600230277,0.320609951990103,0.108018310407002,2.96810745124671,0.00299639563000818,0.0235651189263043
"Ankrd9",28.470727312459,0.759544896586769,0.255931277131212,2.96776894602594,0.00299969727103149,0.0235784555838091
"Rnf123",153.261031255711,-0.357952054234614,0.120667116209831,-2.96644243666322,0.00301266750917765,0.0236677351724213
"Kctd14",38.0362191233066,-0.84964879291828,0.28654761848908,-2.96512250703162,0.00302562417100741,0.0237568126753485
"Lyl1",300.581192926973,0.328383743758088,0.110837399053849,2.96275216272934,0.00304901955426225,0.0239277146527165
"Phb2",726.699849546029,0.335269501846789,0.113185075142623,2.96213525877259,0.00305513541642778,0.0239629024142143
"Atxn7",20.9087991228088,-0.834425534328019,0.282033549316269,-2.9586038127411,0.00309036131243759,0.0242262547520134
"Dexi",103.724490182178,-0.462762917628655,0.156448687764542,-2.95792137499498,0.00309721112520759,0.024254767497677
"Parp4",105.137031525674,-0.502452537203955,0.169867286595008,-2.95791230480938,0.00309730225826768,0.024254767497677
"Hsd17b12",176.113863880679,0.401005193235563,0.135579541452529,2.9577116793537,0.00309931867599611,0.0242576205328629
"Trim30b",82.5414391683719,-0.590259293084737,0.19959667137056,-2.95726020394846,0.00310386067881152,0.0242802271427755
"Kif3a",19.8199549513089,-0.97220548956941,0.328826227903497,-2.95659350462376,0.00311057900965095,0.0243198251324307
"Pkmyt1",100.531271985495,0.514145385107579,0.173962553762567,2.95549458195072,0.00312168179972237,0.0243936422912845
"Tst",2.44229115636277,3.418866828916,1.15717207391242,2.95450167351234,0.00313174454935094,0.0244592580947446
"2200002D01Rik",9.91994346661197,-1.1202442575157,0.379190130968369,-2.95430752550137,0.00313371561867986,0.024461640844804
"1700097N02Rik",6.54519858400513,1.55965302812876,0.527979107942141,2.9540051957883,0.00313678724436991,0.0244726073905863
"Vac14",192.823034315888,0.375542857062754,0.127172520427926,2.95301890533489,0.00314682690320082,0.0245378966647359
"Adissp",112.060476915812,0.634888513503281,0.215161575493414,2.95075229881236,0.0031700102697549,0.0246793535476199
"Exosc2",90.1266886501546,0.50043521909299,0.169593665605798,2.9507895669653,0.00316962782717235,0.0246793535476199
"Sgms2",48.9027112582489,0.924673603717532,0.313360352802862,2.95083151217683,0.00316919743931933,0.0246793535476199
"Art3",16.356911531978,-1.82027889386041,0.616980632938802,-2.95030151139439,0.00317463954386007,0.0247022959313711
"Kcne3",4.43939076000313,1.98909581213346,0.674643941834776,2.94836385356677,0.00319460819164985,0.024844508515887
"Traf5",129.186660782918,-0.549197517763417,0.18632926354769,-2.94745713747133,0.0032039916665434,0.0249042930862132
"Adgb",3.578295589775,-2.24442142459411,0.762332295042314,-2.94415104697819,0.00323841907207127,0.025146629189166
"Rtn1",10.0706807089144,-1.16321446602753,0.395095581829334,-2.94413432982906,0.00323859400645052,0.025146629189166
"Lifr",5.43688999203818,1.61705150908628,0.549304524850761,2.94381610915295,0.00324192562662765,0.0251591934332842
"Cpt1c",2.16457534270662,-2.75025181704802,0.934682561898059,-2.9424447712634,0.00325631864073881,0.0252575417865652
"Eeig1",192.264161417389,-0.407881722645383,0.138741856539538,-2.9398606362828,0.00328359900711642,0.0254552918028705
"Necap2",322.253216406127,-0.344370342399132,0.117144644594528,-2.93970196922871,0.00328528079864058,0.0254552918028705
"Tuba1b",1588.34575294835,0.704599839039484,0.239738609977932,2.93903363794569,0.00329237339327455,0.0254967924754484
"Mgl2",20.4326068480898,0.782069760750048,0.266141054215429,2.93855362922324,0.00329747603803494,0.0255228469512214
"Herc6",40.9488170045353,-0.907026587154591,0.308917502592389,-2.9361450210589,0.00332318923335626,0.0257083179733245
"Stxbp5",74.9210713788479,0.511558496349975,0.174245804487152,2.93584398118289,0.00332641580303919,0.0257197278757369
"Arih2",211.0388706157,-0.373476660144425,0.127354396044633,-2.93257768670613,0.0033616080870672,0.0259781534433724
"Snx10",56.3629915617394,-0.72846195240349,0.24846946875003,-2.93179663508819,0.00337007350432913,0.0260298733635269
"Dbf4",115.247923612158,0.390352708700167,0.133165202694577,2.9313416778666,0.00337501349404453,0.0260543234138044
"Rasd1",20.9347229034081,0.793925609472236,0.270937463871459,2.93029099087197,0.00338644720751808,0.0261288514703037
"Pomt1",48.3782418222464,0.541355831844993,0.18484737191799,2.92866393624017,0.0034042226356897,0.0262522063864663
"Strap",366.572225810104,0.317540268545268,0.108431635487529,2.92848362120101,0.00340619778107324,0.0262536493540674
"Lgals1",742.324749781655,0.673584291324198,0.230026015955872,2.92829612565832,0.00340825268707537,0.0262557052488602
"Ilf3",206.668878928112,0.454024990446134,0.155085905459102,2.92757094271126,0.00341621114606444,0.0263032135593414
"Ift172",29.9622480542844,-0.912989235793458,0.311885240049442,-2.92732428007406,0.00341892197771394,0.026310288993068
"Hnrnpd",515.343279883405,0.272427930667277,0.0931040007799357,2.92606040970461,0.0034328427080989,0.0263759442611283
"Ppp4r1l-ps",38.5619453791729,-0.542338631995017,0.185341225811623,-2.92616297113649,0.00343171113838879,0.0263759442611283
"Treml4",31.1766773470051,-1.74119372214167,0.5950424621906,-2.92616717760209,0.00343166473531624,0.0263759442611283
"Pik3r6",49.8382517174435,-0.777895044109928,0.265869348385668,-2.92585455537928,0.0034351149428655,0.0263795986956559
"Kazn",1.57332894484192,3.69673476229893,1.2636684341695,2.92539930755529,0.00344014486337329,0.0264044155927391
"Tmem154",41.3640602683377,0.700866473809366,0.239629665929321,2.92479009679915,0.00344688637065951,0.0264423367713655
"Cpa3",6.47178773659591,2.53198678381895,0.865752101121783,2.92460945868705,0.00344888761650991,0.0264438730408433
"Skp2",15.0728469018108,0.939996629165024,0.321452452408124,2.92421669868483,0.00345324255946918,0.0264634449377276
"Pcna",438.493027835771,0.54911992326519,0.187844756205088,2.92326458485573,0.00346382042709349,0.0265306600579102
"Gm13216",1.4587516288607,4.06525215054689,1.3908765739443,2.92279863411497,0.00346900782260291,0.0265565390298636
"Abhd11",117.809240423936,0.460593331680121,0.157727158937248,2.92019037674653,0.00349817614622599,0.0267519376849147
"Shank1",11.7422827101516,1.32094556550269,0.452343542897484,2.92022642136413,0.00349777154055998,0.0267519376849147
"Camk4",21.81448737411,-0.8769624068661,0.300558367965451,-2.91777737815939,0.0035253594380547,0.0269457848146576
"Parvb",30.385198486654,0.798595327613345,0.273777040529643,2.91695507434955,0.00353466680224327,0.027002868188001
"Nfe2l1",263.447068452731,-0.539900336308123,0.185123244782006,-2.91643730069602,0.00354053876289636,0.0270336612873673
"Ptprk",1.87133497544039,3.75357885480457,1.28720850755656,2.91606125407746,0.00354480898947554,0.0270521987486847
"Afdn",22.8182653685161,-0.828367425230573,0.284338994848387,-2.91330925493447,0.00357620242570673,0.0272776001125465
"Gm49602",13.903828391697,-0.885958901644662,0.304155108481446,-2.91285228141649,0.00358143976904487,0.0273033645529002
"Ccno",9.26864879967664,1.35401494890663,0.464888956936133,2.91255563012361,0.00358484340363851,0.0273151300963281
"Krit1",74.7351147267364,-0.62550020971862,0.214794567434777,-2.91208579988204,0.00359024003093636,0.0273320428636688
"Polr2j",169.704265380209,0.509502313676022,0.174964152388936,2.91203830452895,0.00359078598951284,0.0273320428636688
"Entpd5",66.1600197738656,0.551037710753334,0.189238049689808,2.91187587092857,0.00359265373283106,0.0273320905487867
"Cyb5r1",29.9736756154534,1.07164738032551,0.368230409445676,2.91026312014464,0.00361124595285528,0.0274451890577186
"Mtx3",6.98620487730083,-1.3568243493021,0.466220678497801,-2.91026205374223,0.00361125827552355,0.0274451890577186
"Csnk1d",365.657072108087,-0.317055114589207,0.10900453228039,-2.9086415762388,0.00363002772785388,0.0275625906973507
"E2f1",47.7225622217101,0.694494697541907,0.238772491467914,2.90860430894834,0.00363046042421005,0.0275625906973507
"Cd300c",8.61258613752192,-1.90792777172621,0.656127725413373,-2.90786031107615,0.00363910852218728,0.0276139692151296
"Wbp2",537.935282392624,-0.271047270270927,0.093226878466535,-2.90739403409525,0.0036445379875254,0.027640883920886
"Psmd13",284.115227173418,0.417498884249093,0.143731466870496,2.90471455791421,0.00367588163732922,0.0278498297631088
"Tmco3",45.3456180269412,-0.546990811630452,0.188309453066378,-2.90474430637128,0.00367553230815955,0.0278498297631088
"Xpa",133.583026815305,-0.400723056744102,0.137986006405481,-2.90408474875743,0.00368328442724526,0.0278915241079124
"Pvr",71.0589913258024,-0.5174449365435,0.178281382505243,-2.90240590056162,0.00370308391470998,0.028027000577158
"Kctd17",26.0343592629108,-0.747388438381254,0.257590959247053,-2.90145446317641,0.00371434759499498,0.0280977669950084
"Selplg",1238.71824733647,-0.302317570788898,0.104211020254933,-2.9010134441572,0.00371957919668922,0.0281228534217239
"Pank2",143.095242734131,-0.335590809452612,0.115696089656277,-2.90062361182321,0.00372420917119594,0.0281433676071384
"Pcbd2",124.81723065113,-0.373593719035806,0.128883831614821,-2.89868569513295,0.00374730333775865,0.0283033204260855
"LTO1",45.3766358877646,-0.691098286032715,0.238467478626643,-2.89808191042576,0.0037545251947078,0.0283297380095131
"Sec13",308.714052846614,0.287983578636812,0.0993707924805412,2.89807066491097,0.00375465982200589,0.0283297380095131
"Ddhd1",52.9074660656834,-0.569554585112633,0.196589519750362,-2.89717674592154,0.00376537554905201,0.0283887583264443
"Lmnb2",89.9514013310107,0.453857558152617,0.156659500178034,2.89709566056854,0.00376634892187656,0.0283887583264443
"BC035044",112.818411350718,0.658106133747945,0.227187779439011,2.89674970798601,0.00377050440994122,0.0284054983330769
"Psmd1",423.018985806647,0.320201882570864,0.110593765678843,2.89529776480087,0.00378799023614021,0.028522595198588
"Dlc1",1.43183354866985,-3.58885819372644,1.24015351355024,-2.89388221257582,0.00380510871749888,0.028636807431592
"Usp25",309.473284202557,-0.431760689085466,0.149206105120101,-2.89371999046504,0.00380707497639196,0.0286369271917844
"Aldh1a2",12.6593585719816,-1.21688744369187,0.420635111157905,-2.89297638597519,0.00381609986572495,0.0286901148635123
"Hmgn2",100.384295045238,0.988379977433867,0.34203129844639,2.88973547720162,0.00385566116549821,0.0289727087477023
"Csf2rb",1314.14042336856,-0.384387459667927,0.133033110135271,-2.88941196125591,0.00385963066074168,0.0289728818975819
"Pdk3",113.454994165089,0.427881048201266,0.148079739118182,2.88953134810546,0.00385816536881895,0.0289728818975819
"Ccr2",15.4157965411902,-1.55732911794377,0.539180038563683,-2.8883285851834,0.00387295058150325,0.0290431733341227
"Usp19",281.857159248736,-0.312439729878437,0.108172943850903,-2.88833527826588,0.00387286816318015,0.0290431733341227
"Zkscan17",87.61818014159,-0.489925895080949,0.169640004139376,-2.88803279371785,0.00387659453611759,0.0290556598130753
"Dynll2",86.8748552760193,-0.548969416137674,0.190137503755824,-2.88722322158318,0.00388658386060786,0.029115668788421
"Adpgk",172.436419255524,0.40905596401027,0.141737882733314,2.88600306510805,0.0039016835741111,0.0292007972416522
"Mtfr1",72.0045315587622,0.522660100023726,0.181102935248859,2.88598359438803,0.00390192496003008,0.0292007972416522
"Fbxl17",39.1334210353317,-0.555704970948052,0.192590403220681,-2.88542399649735,0.00390886830761323,0.0292072314995473
"H2-Eb1",3140.38396040408,-0.570573243425777,0.197721060140287,-2.88574845300214,0.00390484116845011,0.0292072314995473
"Tbkbp1",77.4387167966975,0.610619795848354,0.211616963134313,2.88549550472848,0.00390798042680808,0.0292072314995473
