"","baseMean","lgFC_PMoDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Noc3l",44.5104172942984,-1.40374095744466,0.192181358143445,-7.30425141650263,2.7881461314734e-13,5.2829895925343e-12
"Pip4k2a",275.596720719836,1.03189415455077,0.141271351771412,7.30434119594502,2.78628526290153e-13,5.2829895925343e-12
"Ifi211",78.967910283516,-2.83898782503759,0.388762138878579,-7.30263454467793,2.82186893200882e-13,5.34072056578233e-12
"Ccdc28b",97.1860661940184,1.423143913255,0.194936388082915,7.30055546453276,2.86582123533437e-13,5.41765675698175e-12
"Avpi1",76.0259530489048,1.32414231068375,0.181623915953387,7.29057241020827,3.08640868646842e-13,5.82794938276873e-12
"Zfp524",88.7699638758901,1.03001130277909,0.141306769215564,7.28918585073447,3.11833643989197e-13,5.88146926921693e-12
"Ckap4",444.818454724072,1.13755813940404,0.156091578706084,7.28776112608888,3.15148087832481e-13,5.93715840785669e-12
"Map2k3",201.333978186177,-1.13242231389168,0.1555917033537,-7.27816644128761,3.38387692340414e-13,6.36766472891497e-12
"Sema6d",15.3360187507008,3.23714820032282,0.444886622754853,7.27634420715454,3.42987790852712e-13,6.44683466220178e-12
"Pno1",199.5414323915,-1.2737688882399,0.175195559112747,-7.27055465726825,3.58014413607504e-13,6.72157724586445e-12
"Rps19bp1",131.411062307736,-1.2447453685214,0.17135040217843,-7.26432709054998,3.74899837303105e-13,7.03055020606474e-12
"Crem",119.271119850052,-1.13646013020974,0.156615117603906,-7.25638844829752,3.97562309345118e-13,7.44703188817813e-12
"Ntmt1",65.3609281593638,-1.18453105519437,0.163273448780443,-7.25489088423212,4.0198576378155e-13,7.52130490067441e-12
"Camta2",157.834185324848,0.898982425826106,0.124093918351964,7.24437134200526,4.34449593161296e-13,8.11945714599511e-12
"Tnfsf12",40.8069746474536,1.59029071766356,0.21960473984812,7.24160470654422,4.43406638063563e-13,8.27742835493176e-12
"Zmiz2",417.625572981209,-0.775573253046358,0.107132561878874,-7.2393793207637,4.50742745352398e-13,8.40481557782671e-12
"Il22",228.620141103703,3.08611311215385,0.426322170191584,7.2389224111122,4.5226365403505e-13,8.42360306363353e-12
"Usp10",136.247025700331,-0.95788974733701,0.132346871250563,-7.23772113602525,4.56286402511816e-13,8.48889294650384e-12
"Dexi",103.724490182178,1.20194292955625,0.166144155248148,7.23433772172762,4.67806333445679e-13,8.69335688053244e-12
"Tlr1",92.5356870020412,1.28053885716196,0.177075052883079,7.23161640396341,4.77278742253878e-13,8.85935167606774e-12
"Gas2l1",45.4984164916447,1.7089898030723,0.236330219834594,7.2313638275647,4.78167406087868e-13,8.86581804123823e-12
"Atg9a",100.024360984615,1.52322236215162,0.210875404233311,7.22332871246727,5.07301871644418e-13,9.39539098398787e-12
"Aurkb",153.273037017051,1.05194599253356,0.145656475899497,7.22210245742459,5.11898796649481e-13,9.46983918176025e-12
"Midn",247.509890740762,1.00183745977899,0.138756574820832,7.22010802783652,5.1946291552042e-13,9.59894930267406e-12
"Prr13",674.296448951428,0.720828115111037,0.0998582572084311,7.21851287276599,5.25591626507748e-13,9.70127446497822e-12
"Fam241a",141.814314885137,-1.23508049192741,0.171121726816349,-7.21755509896721,5.29305519902094e-13,9.75884750120613e-12
"Fcgr3",624.410614065156,1.50924585357372,0.209150508102607,7.21607548203182,5.35093632031001e-13,9.84344328250751e-12
"Washc2",269.276676036551,1.02124374002791,0.141523049841941,7.21609477161831,5.35017774812017e-13,9.84344328250751e-12
"Eny2",121.490766214246,-0.877285429746989,0.121579190511444,-7.21575317335588,5.36362689685023e-13,9.84471518461023e-12
"Rab11fip1",64.1114132773115,1.34238772860878,0.186034993192451,7.21578078173763,5.36253868868854e-13,9.84471518461023e-12
"Sap30",88.9533643464224,-1.23908385574922,0.171776497377552,-7.21334917561981,5.45921858758876e-13,1.00089740562842e-11
"Arhgef6",64.2912550115039,1.8628722494347,0.258273963105337,7.21277602680735,5.48225485048157e-13,1.00399910537447e-11
"Map4k4",260.666769378979,1.4361216103496,0.19911287797126,7.21260033495617,5.48933543073147e-13,1.00417508453593e-11
"Pex14",82.9038261986872,-1.02106414916772,0.141574610452107,-7.21219818940014,5.50557616366831e-13,1.00602449075315e-11
"Fam117a",205.086015464622,-0.897127196305636,0.124429452501733,-7.20992641427193,5.59821214036062e-13,1.02181382659819e-11
"Gm16685",9.74680342157895,4.15280583309422,0.576083806709114,7.20868350182793,5.64954014584409e-13,1.03003671392395e-11
"Pknox1",222.147189684601,-0.956707335877986,0.132756510469222,-7.20648149380053,5.74161225840389e-13,1.04566165980188e-11
"Dhrs1",145.684290212052,0.914419121412674,0.126905718844951,7.20549971849482,5.78313635019511e-13,1.05089129978241e-11
"Kif20a",82.504017965682,1.32231521783781,0.183511901210344,7.20561014907773,5.77845102293562e-13,1.05089129978241e-11
"Ifitm1",1460.21393533985,2.79365037025026,0.387818619379371,7.2034972810768,5.86874524524845e-13,1.0652681496602e-11
"Etnk2",12.1456194099312,6.47112087449257,0.898906845448703,7.19887817881998,6.07099595729103e-13,1.10076212887501e-11
"Aig1",34.9743943841882,-1.33176377478318,0.18526738204838,-7.18833374800647,6.55867837061034e-13,1.18787365765282e-11
"Snhg4",62.2758835975487,-1.13734199660905,0.158390407505444,-7.18062422164016,6.93938452137091e-13,1.25543947752123e-11
"Aen",21.6468076550767,-2.04217009855997,0.284428431151149,-7.17990845814823,6.97581107829456e-13,1.26063969145083e-11
"Gbp3",435.655857707515,-1.62262867609338,0.226001637227121,-7.17972089052926,6.98538774594845e-13,1.26098160091604e-11
"Gm15856",9.24589334142222,-3.33083450792643,0.464048197426998,-7.17777706366465,7.0853970292577e-13,1.27762944893505e-11
"Cyp1b1",13.411926746775,3.36364541838478,0.468698787451908,7.17656095649685,7.1486786781581e-13,1.28762533951587e-11
"Gngt2",273.882636326848,0.961613152690608,0.13401056894405,7.17565159425662,7.19636068913234e-13,1.29479257179794e-11
"Mettl2",62.5844926350306,-1.59827596546542,0.222894888342122,-7.17053664780427,7.47043441736184e-13,1.3426326216264e-11
"Arhgap45",1132.36269930907,0.944598220653531,0.131851896091271,7.16408522483178,7.83076788452539e-13,1.40585415992535e-11
"Sema7a",249.929870219148,1.25757445028167,0.175575112456181,7.16260085321335,7.91605891174964e-13,1.4196132315071e-11
"Tnfsf15",9.80809419251952,3.1977738655266,0.446591141711077,7.16040594373321,8.04385044554354e-13,1.44095569826336e-11
"Lamp1",1433.28763335472,0.600725489803125,0.0839221085154411,7.15813151539914,8.1784077355564e-13,1.46346229588599e-11
"Cish",407.362611080903,-1.35337599119113,0.18917767808822,-7.15399409099418,8.42886961134925e-13,1.50663748859074e-11
"Rab3il1",27.4767033817243,-2.63585510001532,0.368728101913746,-7.14850613862869,8.7727328048385e-13,1.56639578448961e-11
"Xpot",179.890670690456,-0.963516891066956,0.134881856195465,-7.14341363801122,9.10411307932939e-13,1.62379773389909e-11
"Cxcr5",279.163414635889,-1.04773120769644,0.146777901859513,-7.13820809824126,9.45554105012373e-13,1.68464683052639e-11
"Rasgrp2",240.885106348039,1.57421669083508,0.220545755606119,7.13782356186681,9.48202299767596e-13,1.68753270465146e-11
"Mtss1",177.272847136273,1.32908095528566,0.186216951589456,7.13727157458696,9.52016410257408e-13,1.69248507864722e-11
"Dck",205.244439540406,-1.17188614984243,0.16440189299386,-7.12817917422763,1.01705331457051e-12,1.80615019900297e-11
"5430405H02Rik",39.4384705113677,-1.37731183764906,0.193261210442255,-7.12668535241628,1.02814756361148e-12,1.82387820230278e-11
"Nol11",76.5953051250298,-0.998750506991055,0.140184373781919,-7.12454947756722,1.04421675371073e-12,1.85038366216408e-11
"Phf11c",106.327753337396,-1.6764293604933,0.235692730067501,-7.11277501012944,1.13732605059893e-12,2.01320206734389e-11
"Gbp7",247.033062055137,-1.97880974247267,0.278240004934331,-7.1118807769562,1.1447213062409e-12,2.02410904246842e-11
"Dscaml1",11.165448076783,4.9895850418144,0.701646960613624,7.11124728232381,1.14998880360458e-12,2.03123426031729e-11
"Trim26",178.118534935933,-0.885374738597654,0.124519144959006,-7.11035029102662,1.15748797559738e-12,2.04228174102983e-11
"Stat5a",194.358601424757,-1.14857379023352,0.161582414961975,-7.10828458965543,1.17494096861875e-12,2.07084923244523e-11
"Dap",240.085280767012,0.865025094853522,0.121757211226786,7.10450811198625,1.20751828966037e-12,2.12598364968208e-11
"Pdlim7",99.8213375698823,1.9196955486811,0.270368009878314,7.10030580002828,1.24481140372703e-12,2.18929371101359e-11
"Pepd",133.084691471685,-0.835914961658615,0.117740135552415,-7.09966026229422,1.25063943635326e-12,2.19718870568744e-11
"Crtc3",119.578234384417,1.20929374205567,0.170347368231185,7.09898693835114,1.25674685486752e-12,2.20555712743541e-11
"Nkg7",223.859281837932,-1.79784541220476,0.253316090472615,-7.09724127216116,1.27271762782345e-12,2.23119909775159e-11
"Snrpf",611.202418060798,-0.686173251910386,0.0967655459376751,-7.09109058664679,1.33059207383607e-12,2.33016919312444e-11
"Gdi1",288.50325412153,0.772383126759738,0.10901272131043,7.0852568165899,1.38786682212948e-12,2.42787917743312e-11
"Ociad1",387.007447884053,-0.623833788228554,0.0881162919215669,-7.07966455038569,1.44503822160195e-12,2.52520044496979e-11
"Chtop",324.816649778401,-0.702756256054867,0.0992903723405802,-7.07778850545864,1.46473033331637e-12,2.55688936589238e-11
"Atp11a",72.6208238917806,1.17736667614101,0.166370491659873,7.07677584164393,1.47546904017838e-12,2.57289813818141e-11
"Epor",18.6902761091535,-3.52338119316549,0.497946098881494,-7.0758284904327,1.48558505747366e-12,2.58778823865024e-11
"Hirip3",75.0176846137866,-1.16165899835823,0.164258592057828,-7.07213536780631,1.5256747720395e-12,2.65439765681579e-11
"Pcbd2",124.81723065113,0.958892015525772,0.135589751363601,7.07200954262675,1.5270591675508e-12,2.65439765681579e-11
"Ifih1",178.004215976905,-1.9385876776584,0.274176795245897,-7.07057530495888,1.54292676538842e-12,2.67914130087392e-11
"Smn1",171.392849886442,-0.864250963374788,0.122236060297927,-7.07034373709644,1.54550382392747e-12,2.68077930727546e-11
"Strip2",13.397610775461,3.18507166447155,0.450600712457082,7.06850117280922,1.56616028187404e-12,2.71374066159146e-11
"Phf12",217.130461408197,0.860404652588276,0.121797186153368,7.06424080688405,1.61496477309885e-12,2.7953541098923e-11
"Il7r",43.021691901227,2.26568020472908,0.32090189549328,7.06035157955782,1.66081853824392e-12,2.87169350832924e-11
"Zup1",154.731777184652,-1.38568670484918,0.196279104469718,-7.05977698743253,1.66770034862737e-12,2.88055737059226e-11
"Itga6",67.658163324421,1.25431429161661,0.177844474626938,7.0528718659816,1.75262232106252e-12,3.02405674724658e-11
"Mrpl39",161.844098016883,-0.772398041899994,0.109528704347484,-7.05201478006655,1.76345465699139e-12,3.03689511005328e-11
"Rps6ka5",32.1348967078643,1.84293257064856,0.261335095493732,7.05199034659607,1.7637644218909e-12,3.03689511005328e-11
"Il2ra",56.3925882564915,-1.47242139177253,0.208912248027777,-7.04803766017949,1.81458534780418e-12,3.12112483984474e-11
"Il2rg",1322.38067477908,-0.94280001872734,0.133794777616201,-7.04661299585118,1.83325264101348e-12,3.14993116087855e-11
"Ppif",176.001727494812,-0.988500763403247,0.140360627720157,-7.04257867365813,1.88714214929906e-12,3.2391334234151e-11
"Sipa1",504.02342406139,0.95203153749924,0.135185641155637,7.04240131837063,1.88954654083207e-12,3.2398713885594e-11
"Nsmaf",103.685735421342,-0.999765119835474,0.141991534926178,-7.04101917311657,1.90838741866388e-12,3.2687608719056e-11
"Fgfr1",61.6688368870468,2.37351070083627,0.337274905717943,7.0373178098853,1.95975525087079e-12,3.35324545480071e-11
"Clic5",7.65565383893509,-5.15111821793724,0.732681959806124,-7.03049686019332,2.05799355961487e-12,3.51766836663755e-11
"Wdr3",83.9439821182512,-0.963811098027934,0.137111852846405,-7.02937840908337,2.07455646375247e-12,3.54228897125019e-11
"Eci2",138.124238367324,0.957049033594004,0.136255548334268,7.0239270642112,2.15717447104717e-12,3.6795297188579e-11
"Mapk6",81.4973866481512,-1.17785496541168,0.16785051125667,-7.01728553933655,2.26220002346146e-12,3.8546666858753e-11
"Adgre1",387.886405450818,1.13122557490966,0.16129721734251,7.01329876328578,2.32763668049898e-12,3.96205293467923e-11
"Cd1d1",81.8732449213661,1.1571723570297,0.165013456307757,7.01259389944253,2.33939748102914e-12,3.97794541618726e-11
"Hba-a1",7784.50709736582,-4.39277434637829,0.626444242055094,-7.01223517031218,2.34540531049926e-12,3.98403268529838e-11
"Azi2",141.414311499673,-0.933682144447391,0.133181684117383,-7.0105897116038,2.37315715157874e-12,4.02700472598299e-11
"Atp10a",69.5416869721533,-1.38613177348363,0.197751253051219,-7.00947150572345,2.39220003032398e-12,4.05094017518949e-11
"Nlrc3",28.8605533563883,2.18161137370742,0.311233378662956,7.00956749266263,2.39055952416121e-12,4.05094017518949e-11
"Ptpn12",131.034316428728,0.993799996460473,0.141799374590137,7.00849350946008,2.40897796071767e-12,4.07514632550683e-11
"Tns4",8.37123171180243,3.97949674451597,0.567976320082792,7.00644833914185,2.44443758981032e-12,4.13087295686895e-11
"Pak1ip1",276.671075614848,-0.964031319388301,0.137612727118258,-7.00539361130356,2.46292426840907e-12,4.15783172019798e-11
"Hspa1b",103.540017944966,-3.44654340826763,0.492066935524335,-7.0042166206414,2.48371580638913e-12,4.18862206238842e-11
"Cdc42se2",352.583159831459,0.793038595526792,0.113295899806624,6.99971134772189,2.56490393474312e-12,4.32109945227925e-11
"Ramp3",132.240169853352,0.986316273963313,0.141119962042605,6.98920450152573,2.76449216927926e-12,4.6525694364824e-11
"Ccdc9",149.37813766232,-0.867401261208761,0.124124987801383,-6.98812766529107,2.78578845315878e-12,4.68156487892701e-11
"Dtx3l",112.731357170774,-1.32594731178353,0.189745097992379,-6.98804515011392,2.787426952716e-12,4.68156487892701e-11
"Casp6",83.678668893327,1.22991162967009,0.176053855147418,6.98599657837785,2.82840967959634e-12,4.74553930802621e-11
"Utp11",194.78987227478,-0.700671637934035,0.100300015907736,-6.98575799408217,2.833220927825e-12,4.74875609853733e-11
"Ptger4",101.351955690768,1.26495620607846,0.181137754933817,6.98339342088366,2.88134052542035e-12,4.82448129404311e-11
"Noa1",103.335773721594,-0.954872730602891,0.136870282522043,-6.97647957619365,3.02668315554872e-12,5.06267521910285e-11
"Rabepk",122.484159039439,-0.913500527610459,0.131056246622357,-6.970293680413,3.16280045259337e-12,5.28496869924691e-11
"Cops7a",235.807455894898,-0.944251489152838,0.135552263478307,-6.96595884807156,3.26174485619844e-12,5.44475802089117e-11
"Srsf6",556.171868691063,-0.600454318109237,0.0862014291702123,-6.96571186683677,3.26747279561424e-12,5.44877653488151e-11
"Lzic",76.146935717185,-1.05959943925164,0.152249759609061,-6.95961321694316,3.41208213897386e-12,5.68414779882458e-11
"Naf1",31.7009318504256,-1.64220923199568,0.235993855496189,-6.95869487170692,3.43439441538971e-12,5.71551500630119e-11
"Gcnt2",44.2604623968478,1.778483909064,0.255594010544019,6.95823781347063,3.44555243839379e-12,5.72827456551202e-11
"Polr1b",37.903241793841,-1.54992476969631,0.222768198141848,-6.9575674742828,3.46198154584013e-12,5.74976267061646e-11
"Arpin",10.831465005974,4.12948930126641,0.593651257085522,6.95608617345438,3.49855910841101e-12,5.80291405292783e-11
"Ttc38",52.2883894469254,1.4376555728144,0.206678918588605,6.95598555785004,3.50105729319188e-12,5.80291405292783e-11
"Batf2",28.647315138972,-2.84943270950897,0.409856323457268,-6.95227216570212,3.59449067097883e-12,5.95176563270349e-11
"Dmtn",16.774115396385,-2.78276350672547,0.400294984811756,-6.95178209148462,3.6070027087617e-12,5.96331176816678e-11
"Mrto4",150.132783620748,-1.59974756852663,0.230122737682482,-6.95171448348546,3.60873215052082e-12,5.96331176816678e-11
"Mt2",221.853200665696,1.42991512933133,0.205711728898182,6.95106271766874,3.62544635464671e-12,5.98490434943641e-11
"3110082I17Rik",64.8780375747942,-1.44323770313836,0.207666846760306,-6.94977424491923,3.6587122299232e-12,6.03374964631254e-11
"Prkar2b",38.275421528331,1.81154888398496,0.260962378010727,6.94180095151686,3.87132443150684e-12,6.37796813218833e-11
"Rnf181",265.721049825183,0.83521616535738,0.120417156612892,6.9360229792036,4.03292029144118e-12,6.63753150072802e-11
"Add2",14.240055221084,-5.02219124953792,0.724249004922201,-6.93434332033,4.08112435677717e-12,6.71013723149866e-11
"Armc6",34.0246275677421,-1.55286824809598,0.223946947215968,-6.93408982529438,4.088448228489e-12,6.71545014827587e-11
"Klhl6",156.362937506192,0.904134388439864,0.130416190917919,6.93268513729944,4.129266012164e-12,6.77571259935991e-11
"Ikbkb",263.496692066483,0.735229759296946,0.106063142456214,6.93200052601188,4.14930416402112e-12,6.80179141133093e-11
"Ccdc163",46.7106730377569,1.50514688603387,0.217156395643653,6.93116535468648,4.17387823117287e-12,6.83524629693768e-11
"Top1mt",24.8004840397982,-2.0922529267629,0.301982635344959,-6.92838819812567,4.25662370973921e-12,6.96380243799708e-11
"Erap1",106.426700089174,-0.931403932812849,0.134482209191364,-6.92585241135866,4.33358083439952e-12,7.08264222227706e-11
"Ifrd1",250.047116271807,-1.18338623997931,0.170929699785786,-6.92323359522867,4.41448923306171e-12,7.20769689804076e-11
"Nmral1",73.7834928571533,-1.43136864797908,0.206763786535075,-6.9227240996395,4.43040130601473e-12,7.22648658353834e-11
"Kmt5c",118.514474884108,1.17732338588682,0.170132773863168,6.92002698335889,4.51557626185953e-12,7.35810237148491e-11
"Crls1",79.472061463943,-1.24748643924535,0.18033871619118,-6.9174632358083,4.59802656522818e-12,7.4850216179394e-11
"Grk6",286.851792746138,1.25858456322197,0.182009082458693,6.91495471665602,4.68012848021706e-12,7.6111227187197e-11
"Faim",156.591669494334,-0.737071091795031,0.10659649807668,-6.91459011406567,4.69218064064288e-12,7.62316753785238e-11
"Sdhb",724.817255400973,-0.542917668412805,0.0786276252436975,-6.90492262395173,5.02307989801322e-12,8.15269219055381e-11
"Pa2g4",395.781414563298,-1.39867732966867,0.202581681708611,-6.90426359319345,5.04645198716275e-12,8.18253267365154e-11
"Ubap2l",517.397899791063,-0.559016786475738,0.0809695874267578,-6.90403402365616,5.05461852603656e-12,8.18768365189871e-11
"Slc25a10",40.8312723314994,1.85012145298511,0.268118220836855,6.90039433802926,5.18583816072579e-12,8.39195447528101e-11
"Wdfy1",112.493369639197,-0.940942537740043,0.136425247352668,-6.89712905784693,5.30639719604934e-12,8.57858833398755e-11
"Rras",90.6680391859894,1.59704239273627,0.231901246736889,6.88673482876204,5.70874901444562e-12,9.21996678917699e-11
"Slpi",860.58424205687,1.69980892142318,0.247131206923926,6.87816380043996,6.06289354951267e-12,9.78230287649493e-11
"Inf2",146.750687810732,1.13156616347476,0.164552316485986,6.87663466330558,6.12830045154879e-12,9.87812201468213e-11
"Sct",7.74013731461728,-6.39481149154078,0.930039198376427,-6.87585157991645,6.16206310023383e-12,9.92279621312433e-11
"Zfp386",34.031126548022,1.66725448316623,0.242730414203887,6.86874979649556,6.47669848920139e-12,1.04192299518927e-10
"Hadh",91.2401880643151,1.29962670984101,0.189257552843162,6.86697408012041,6.55779792142622e-12,1.05393639659826e-10
"Ndufaf4",35.2590385976262,-1.58417861969635,0.230936052865557,-6.85981508750652,6.89497386686319e-12,1.10704135206808e-10
"Def6",315.787287008359,1.11619310916331,0.162763613519744,6.85775576632737,6.99507144950807e-12,1.1220149307427e-10
"Tstd3",41.014894203284,1.45790158934827,0.212722707328905,6.85353062517255,7.20492183669568e-12,1.1545465079916e-10
"Nop58",510.508910454365,-1.66114380581886,0.24243071216973,-6.85203533393849,7.28065663606797e-12,1.16554433893892e-10
"Upp1",138.742441639734,-1.49287573771961,0.217893757719253,-6.85139286845988,7.31343587310399e-12,1.16965077233687e-10
"Epcam",16.0889667884104,-2.45999007315146,0.359161877739983,-6.84925162055308,7.42373212044789e-12,1.18613457024761e-10
"Herc6",40.9488170045353,-1.84188809236652,0.269046566677678,-6.84598251935001,7.59527538649416e-12,1.21236258576831e-10
"Rcsd1",243.387063298647,0.993109774360028,0.145099682182447,6.84432770232604,7.68358519587617e-12,1.22407717940905e-10
"Sh3bgrl3",2100.0488311416,0.868456214247405,0.126884763034234,6.84444840719835,7.67710986903023e-12,1.22407717940905e-10
"Smim29",180.23825261976,1.01383651782569,0.1481311553727,6.84418153139266,7.69143383854446e-12,1.22413906747503e-10
"Auh",200.563308273675,0.86229725846926,0.126046064607592,6.84112797296584,7.8572024890369e-12,1.24931042289347e-10
"Lsr",29.2173080363602,2.10675141723165,0.308179744088849,6.83611255327755,8.13710217760239e-12,1.29256253274228e-10
"Stk17b",757.606154965026,1.09325004136309,0.160025391870486,6.83172856872547,8.38974817032904e-12,1.33140597414825e-10
"Dcaf1",96.7475108081832,-0.911012084466673,0.133421815747036,-6.82805940966901,8.60709446574869e-12,1.36457790423643e-10
"Castor2",15.56939019872,3.13765776225931,0.459730672064514,6.82499113702599,8.7930743917879e-12,1.39271773836725e-10
"Acox1",57.984513973168,1.568605574654,0.229908138496318,6.82274922894529,8.9314489908505e-12,1.41327045796399e-10
"Flt1",8.55845200091351,-3.34123879999404,0.489804159924358,-6.82158109990335,9.00439116167031e-12,1.42343983209873e-10
"Cfap298",76.0257824487468,-1.25205742639887,0.183550567435223,-6.82132146957671,9.02068251661777e-12,1.42464272776883e-10
"Stab1",16.2653113503297,2.73694249949449,0.402379437192163,6.80189454658293,1.03252170813672e-11,1.62910083738611e-10
"Nfkbie",472.791741953959,-0.930019074076261,0.136842157281402,-6.79629065013766,1.07347105736404e-11,1.69208324498429e-10
"Ccdc82",75.637022402732,1.17054706368926,0.172262580472349,6.79513252663223,1.08213006588547e-11,1.7040952256348e-10
"Mif",833.264152102635,-1.51925401673073,0.223596256478681,-6.79463082547442,1.08590237008594e-11,1.70839616402111e-10
"Syt11",30.2845865773935,1.7897306072013,0.263504057203077,6.79204193741121,1.10557397355246e-11,1.73767848007876e-10
"Mrpl30",534.370643395029,-0.551477301011021,0.081306447015329,-6.78270077288027,1.17949774825386e-11,1.85209364125336e-10
"Ccl1",5.84189237524912,-5.32309022793294,0.78570317448753,-6.7749379164783,1.24459693420838e-11,1.95244656724908e-10
"Pik3cg",103.776558120186,1.88869013372479,0.278786424744444,6.77468472669034,1.24677839479703e-11,1.95400063803482e-10
"Sp100",916.929234642636,-0.90942851791693,0.134334926776485,-6.76985903621398,1.28907931379551e-11,2.01836855535024e-10
"Eftud2",302.248735071477,-0.703259918889063,0.103965355768212,-6.76436793480474,1.33892427137464e-11,2.09441452516554e-10
"Ccdc137",54.0263428540799,-1.17525271977686,0.173791259377426,-6.76243859436304,1.35688195274147e-11,2.12048342500331e-10
"Adsl",196.261367367848,-0.900846539028729,0.133250628286454,-6.76054252511401,1.37475970413724e-11,2.14637792437563e-10
"Srprb",143.22641255141,-0.823733576826161,0.121911849525727,-6.75679665291545,1.41075966934205e-11,2.20049005838723e-10
"Exoc3l4",19.5098616854164,1.86793213242818,0.27646111121832,6.75658187220798,1.41285158896444e-11,2.20166018265124e-10
"Mcur1",129.52998106049,-0.810473154546041,0.11995958881865,-6.75621817753377,1.41640082968077e-11,2.2050968893958e-10
"Hcfc1r1",231.915798785168,0.864270765820574,0.128006889269817,6.75175196234035,1.46070442917631e-11,2.27191459510465e-10
"Arf4",517.232851348411,-1.06005567668694,0.157018749930205,-6.75114072146247,1.46687238422556e-11,2.27934743870808e-10
"Gbp9",189.996169425029,-1.34930883518857,0.199874472606552,-6.7507812157916,1.47051201624417e-11,2.28284121802749e-10
"Tnfsf8",42.5804628017266,-1.64590860950918,0.243920061676347,-6.74773775554839,1.50168042894511e-11,2.32902402254823e-10
"Hnrnpc",720.203805237401,-0.810481031902762,0.120161258106439,-6.7449446242052,1.53085398622908e-11,2.37202861756686e-10
"Trib3",97.4667183627537,-2.37214416800092,0.351717247273469,-6.74446358940288,1.5359339935245e-11,2.37765480186259e-10
"Tmcc1",97.5429610742929,1.10248997085322,0.163493502959362,6.74332588694524,1.54801458059819e-11,2.39330273838684e-10
"Utp18",58.7513911859989,-1.33940583247426,0.198629497714077,-6.74323727285613,1.54895941749456e-11,2.39330273838684e-10
"Scart2",38.7669545111219,1.72890031850466,0.256492042365968,6.74056123752107,1.57775988147189e-11,2.43550911524668e-10
"Wdr36",64.3980441320062,-1.18049837455372,0.175166787121459,-6.73928199490909,1.59171217906332e-11,2.45473732577537e-10
"Tbc1d4",114.278225065619,2.23017886004652,0.331184808869693,6.73394068906102,1.65128511674907e-11,2.5442194817592e-10
"Ccnd1",45.0498159283792,-1.87388682035617,0.27828211241302,-6.73376669491064,1.65326199380456e-11,2.54487580265844e-10
"Crlf2",578.846595876936,-0.702159875235936,0.104316889568815,-6.73102771888864,1.68468865407138e-11,2.59082063023967e-10
"Prrt1",13.5565472684399,3.57574669262452,0.531303342274116,6.73014153707259,1.69498128569867e-11,2.60420860646344e-10
"Sema4a",225.205537401009,1.22098811721672,0.181469216717919,6.72834841798351,1.71599632272488e-11,2.63403027685618e-10
"Timm50",167.21500268498,-1.19075226984498,0.177017034219157,-6.72676657982394,1.73474685044722e-11,2.66032346439144e-10
"Rbm8a",410.545205147869,-0.765378571534147,0.113801405815175,-6.72556341507061,1.74914291583116e-11,2.67989599494618e-10
"Gm12185",13.3790063439752,-2.4058417029614,0.357931285836046,-6.72151834210832,1.7984059223066e-11,2.75280249805308e-10
"Atox1",488.551745653262,0.995535448174169,0.148202778846112,6.71738719020845,1.8501189432746e-11,2.82931982667221e-10
"Hba-a2",5186.20199598908,-4.43014821464173,0.660245669443089,-6.70984819692725,1.94826987644995e-11,2.97664435779025e-10
"Cct2",1161.17129649717,-0.758559976912491,0.113123113317762,-6.70561439360053,2.00560702233537e-11,3.06139587251173e-10
"Tmcc3",89.4961198732939,1.71025722475102,0.255085462901899,6.70464402516247,2.01897935827906e-11,3.07894352137557e-10
"Cmpk2",341.768356757644,-2.79628225427326,0.41759045465006,-6.69623125513378,2.13863196749751e-11,3.2583855111111e-10
"Phb2",726.699849546029,-0.752012926056142,0.112374331988242,-6.69203467331693,2.20088698213255e-11,3.35012564840566e-10
"Hspa1a",105.112879196549,-3.26322653408743,0.488370700894343,-6.68186385487818,2.35922158564419e-11,3.5878097311247e-10
"Smim14",399.340062107761,1.03557943660465,0.155105243106431,6.67662430917341,2.44508678351076e-11,3.71494713246557e-10
"Pabpc4",179.008433405837,-1.12358950146002,0.168327474226535,-6.67502145221931,2.47196003437113e-11,3.75230270157224e-10
"Ankrd37",59.2647996472062,1.98411686292505,0.297352026987435,6.67261926218143,2.51277696231181e-11,3.81073541354662e-10
"Idh2",153.092565080886,1.58851649544833,0.23808089955808,6.67217109141008,2.52046476805417e-11,3.81886485494006e-10
"Slc25a11",353.052755883073,0.695406341376131,0.104231753454468,6.67173215770481,2.52801643924869e-11,3.82677322432027e-10
"Rnpepl1",240.527337919206,-0.646240051908492,0.0968936311844234,-6.66958234518495,2.56532413410505e-11,3.87644835082719e-10
"St3gal1",219.89916902871,0.824203709666861,0.123576757160655,6.66956900799201,2.56555726064862e-11,3.87644835082719e-10
"Gtf2f2",160.881338810682,-0.708772875307881,0.106380858058084,-6.66259784181183,2.69029095678114e-11,4.06117610945923e-10
"Trac",687.554729403781,-1.19290500856968,0.179157263716641,-6.65842391105283,2.76779513127521e-11,4.17433366811535e-10
"Slc2a6",157.152048825607,-1.1011496642181,0.165454550802041,-6.65529995325164,2.82722860598731e-11,4.26005456342018e-10
"Pcgf6",48.0502106960501,-1.33583341407079,0.200748418788102,-6.65426618119875,2.84716988811741e-11,4.28616611872648e-10
