"","baseMean","lgFC_LcDC_vs_PcDC","lfcSE","stat","pvalue","padj"
"Pdlim4",29.4950054258337,-1.06273606328171,0.306020287049743,-3.47276343515411,0.000515129189786407,0.00402544515300815
"Rab34",7.50651890844927,1.79463071286461,0.516795243590076,3.47261460921672,0.000515414893935525,0.00402544515300815
"Dpm1",196.286691095094,-0.410624934445281,0.118265521717676,-3.47205955278771,0.000516481750110828,0.00403163292763279
"Gm9530",3.48259516444612,-4.15442244239556,1.19659445760436,-3.471871707239,0.000516843267936385,0.00403231121312962
"Tob2",271.54098457752,-0.34238962198591,0.0986488998819674,-3.47079006857224,0.000518929527069192,0.00404643773019488
"Adrm1",90.8553842056398,0.671231186333885,0.193446370760687,3.46985670340783,0.000520736103100174,0.00405836953387466
"2300009A05Rik",102.826714207728,0.479259652148066,0.13819832232867,3.46791222984796,0.000524518573042848,0.00408567968593535
"Tut4",341.967709672037,-0.824558100415333,0.237888547891688,-3.46615298518178,0.000527962775418602,0.00411032737617781
"Atp6v0a1",212.910499135332,0.595426559532464,0.171838150829656,3.46504287119985,0.000530146960259117,0.00412514457736333
"Tnrc6c",117.14856680298,-0.551066461361945,0.159084602802661,-3.46398363923077,0.000532238880628145,0.00413922854039357
"Topbp1",204.133499971146,-0.478824771616052,0.138239273138892,-3.46373907171059,0.000532722978758944,0.00414080015728829
"Zcchc2",191.766289965605,-0.663603531076215,0.191612272234037,-3.46326215611954,0.000533668168126642,0.00414595222889073
"Lztr1",122.530730235241,0.49026071291269,0.141616453088845,3.46189091888298,0.000536394508188224,0.00416492890731237
"Rubcn",272.149047291083,-0.679867561708211,0.196397611889923,-3.46168955500979,0.000536795957672667,0.00416584304783709
"Vnn3",6.95559036113926,2.38850485373047,0.690323025264958,3.45998143812996,0.000540212625024763,0.00419014367313185
"Pou6f1",33.534999758967,-1.23349629177646,0.356719019608763,-3.45789325483491,0.000544417046005386,0.00422052560005126
"Abhd11",117.809240423936,-0.558005746500482,0.161416842635012,-3.45692393303851,0.000546379054383773,0.00423350060977147
"Khdc4",103.165057097372,0.527589126240409,0.152654357964222,3.45610261820406,0.000548046634353497,0.00424418182078713
"Mmp2",12.1330302285718,1.91719049012755,0.555266537722533,3.45273910794454,0.000554925422390978,0.00429518712544372
"Bphl",23.8986345746555,-0.965484178402978,0.279877532990134,-3.44966660270302,0.000561279272287778,0.00434207774236114
"Commd4",264.233938919098,-0.434196550330733,0.125877407529924,-3.44936044402975,0.000561916097803634,0.00434471514694616
"Prg3",82.5380615543419,-0.976504585414871,0.283164269591922,-3.44854450323887,0.000563616583916671,0.00435556963244657
"Tnfsf4",13.866264411269,1.45336089312283,0.421487877850108,3.4481677160824,0.000564403455071035,0.00435935609195582
"Ttc32",83.5946001756505,-0.736138856303036,0.21352753805808,-3.44751249884596,0.000565774228295613,0.00436764615881413
"Psmg3",143.659405429022,0.468958265958342,0.136037609882258,3.44726922476975,0.000566283968284261,0.00436914408962513
"Rras2",86.8598509112738,0.815269991282636,0.236506480212754,3.44713595394615,0.000566563396216458,0.00436914408962513
"Pptc7",158.4459500563,0.422527065878567,0.122599404704682,3.44640389483417,0.000568100590251396,0.00437869867016338
"Pacsin3",1.86076875882556,4.24125383436121,1.23108730890676,3.44512838665161,0.000570788213329305,0.00439710563290356
"Iglc3",775.78904219573,-1.55444752338992,0.451252274127991,-3.44474169441865,0.000571605348386819,0.0044010914160271
"Naa25",134.225348509615,0.529349255349812,0.153701955965173,3.44399817182389,0.000573179577868603,0.00441089923576766
"Sema4b",91.2264043954411,-0.847220712137881,0.246012942932354,-3.44380544389017,0.000573588291047772,0.00441173225639311
"Aqp1",38.6881119229433,-3.87997110778049,1.12701879738833,-3.44268535429191,0.000575969012886309,0.00442772409225638
"Otud3",14.8012378558044,1.09487631181634,0.318085716447915,3.4420794622371,0.000577260652376142,0.00443533132330659
"Izumo4",29.909480448876,-0.941991810377028,0.273965296842249,-3.43836179703969,0.000585245191097509,0.00449432800255477
"Decr2",23.3590818843345,-0.97237257022553,0.282944717428659,-3.43661680296505,0.000589028315065495,0.00452101555154556
"Naglu",71.485615798887,-0.545629646865099,0.158784724483587,-3.43628550315303,0.000589749135066329,0.00452418315056369
"Xrn2",472.252350278754,-0.438656109151711,0.127661147309439,-3.43609718694168,0.000590159226846029,0.00452496497534216
"Il23a",2.61768831595524,2.93921575325236,0.855503030779454,3.43565790827699,0.000591116865707267,0.00452994203506253
"Nadk",535.016679860235,0.507670882698545,0.147786863759148,3.43515566800247,0.000592213534813434,0.00453597878542809
"Map3k4",56.1692210032141,-0.582640507806886,0.169756191606063,-3.43221948074191,0.000598662853612728,0.00458298575578503
"C2cd3",119.976142949046,-0.472000565265248,0.137556232484094,-3.4313280957286,0.000600633673781,0.00459567703602211
"Sdf2l1",87.1476437925051,-0.892967679946725,0.260403197921503,-3.42917324777211,0.000605422935841028,0.00462990883695511
"Bud13",43.3215123609102,0.734635027694061,0.214273929528679,3.4284853472841,0.000606959298743736,0.00463924174047594
"Cbl",273.456405708716,0.309554205301282,0.0903138626155421,3.42753810252836,0.000609080822046817,0.00465151418906727
"Tomm7",875.330669718639,-0.482911287803183,0.140893744861394,-3.42748564372573,0.000609198514307455,0.00465151418906727
"Mtmr4",45.3293140497534,-0.750138598748242,0.218870042300022,-3.42732422795427,0.000609560786234141,0.00465186123922863
"Phf3",191.264672936823,0.432311756496634,0.12616329304589,3.42660488688567,0.000611177671220998,0.00466177753066904
"Tshz1",47.5359270908291,0.689690569569393,0.201293129440719,3.42629960339757,0.000611865071855871,0.00466459753377973
"Arid1a",347.315452169859,-0.475961184490785,0.138935985185523,-3.42575887632875,0.000613084382020101,0.00466978180053214
"Kit",84.6016523425186,0.512957985669322,0.149737452560457,3.42571599087551,0.000613181183097866,0.00466978180053214
"Camk1d",58.4810938690758,-0.773740722393103,0.22588449283181,-3.42538220615798,0.000613935088493284,0.00467309948385012
"Gins1",35.7812645529314,-0.752194082106944,0.219689777836828,-3.42389204228531,0.000617311391406605,0.00469636433161823
"4930523C07Rik",135.145752843222,-1.10996482808398,0.324282276686006,-3.42283531319453,0.000619716111145266,0.00471221732778143
"Septin6",58.1572748789182,-0.688119798118608,0.201078582853386,-3.42214366320823,0.000621294763810917,0.00472177588873483
"Rpl13-ps3",12.3271709959238,4.52723051325286,1.32325981627212,3.42127105922928,0.000623291772039167,0.00473450237395297
"Fam162a",295.155095629054,0.38551473822565,0.112717985341939,3.42017058818218,0.000625818783344562,0.0047512395014727
"Rpia",215.754750654835,-0.591340377553914,0.172930601133534,-3.41952421189637,0.000627307497156562,0.00476008061020662
"Nxpe5",3.85123013444717,-4.37939987771496,1.2810243469523,-3.41867029157881,0.000629279271556932,0.00477257621088349
"Hps1",108.116270351294,-0.450878346766513,0.131924909152838,-3.41768927234325,0.000631551644494319,0.00478486728385453
"Sergef",31.4852899994642,-0.828930896994033,0.242540730045244,-3.4176977072651,0.000631532073864147,0.00478486728385453
"Dusp16",103.390061540639,0.774092371484785,0.22652859473741,3.41719495669899,0.000632699537074398,0.00479109195609252
"Cacna1s",11.0906007429195,-1.64215138010845,0.480610968970662,-3.41679962824296,0.000633618959524334,0.00479558102200814
"Chst15",98.6613861935591,-0.616913310556555,0.180662398607921,-3.4147299898049,0.000638452673635841,0.00482967573776149
"Ost4",385.122679694088,-0.499267122229923,0.146230653109189,-3.4142439469044,0.000639592806743144,0.00483580905324902
"Ptpn11",125.554628669566,0.504390803616941,0.147757334563764,3.41364308652492,0.000641004890187425,0.00484399114905917
"As3mt",34.0664199515509,-0.948129871067788,0.277790618369268,-3.41310976099069,0.000642260688485684,0.00485098440793996
"Plec",285.940625617106,0.683693246246539,0.20038646729432,3.41187334393373,0.000645180832787335,0.00487053479065112
"Aqp9",77.0144236260604,0.921306755705342,0.270078146589899,3.41125991620604,0.000646634192373465,0.00487899786568324
"Vac14",192.823034315888,0.423794601057089,0.124245621662928,3.41094193408941,0.000647388767130292,0.00488218246932413
"Dtx3l",112.731357170774,-0.750162792880347,0.219979832524735,-3.41014348574884,0.000649287104456617,0.00489147386081914
"Ogfrl1",361.533963786976,-0.42426656665945,0.12441231635231,-3.41016532043349,0.000649235122995151,0.00489147386081914
"Mt1",575.168710696341,0.714143989741065,0.209444249679568,3.40970922254321,0.000650321751839058,0.0048925379643195
"Psmb5",265.614537584827,0.591655650257129,0.173523119550433,3.40966467056379,0.000650427985176848,0.0048925379643195
"Sesn3",60.567096356195,-0.80733866124225,0.236768000122744,-3.40983013255048,0.00065003352556853,0.0048925379643195
"Setdb1",90.9202588809465,0.520430975156165,0.152691453428697,3.40838313782371,0.000653490693134883,0.0049130588055809
"Deaf1",57.0703921597072,0.611913627472596,0.179761389217743,3.40403259084403,0.000663988305733563,0.00498889532495929
"Ndufa6",1258.2479140612,-0.245176681475768,0.0720277038292571,-3.40392194171514,0.000664257328903863,0.00498889532495929
"Tatdn3",20.8129445657889,-1.12380395241607,0.330175365274668,-3.40365778495072,0.000664899987720581,0.0049911689773524
"Trmo",17.569533209958,1.14858943941497,0.337497333332525,3.40325485856003,0.000665881368386341,0.00499598167195536
"Rbfox2",4.13705593304644,2.31586248602903,0.680558954308066,3.40288298518325,0.000666788310254038,0.00500023123567929
"Fth1-ps",20.5600920056633,1.38228193905866,0.406436573513036,3.40097823163625,0.000671451744880791,0.0050326319398084
"Mpp2",2.07713298540684,4.11488118577991,1.21039810242777,3.39960974618718,0.000674820926128591,0.00505351756947957
"Mylk3",12.2982930264388,-1.57021372914142,0.46188640252056,-3.39956690773447,0.000674926646717254,0.00505351756947957
"Slc38a6",15.3014542700511,1.12496227722469,0.330969715778005,3.39898855875758,0.000676355456379071,0.00506163464118956
"Il18",30.8102880924631,-1.94709074471833,0.573127558348914,-3.39730783549753,0.000680523654327153,0.00509023373229016
"Gm49703",4.19476878312278,-2.37824625097924,0.700175120665471,-3.39664489752059,0.000682174299226671,0.00509738688831817
"Iqsec2",16.5184544300863,1.16996604963097,0.34443642413711,3.3967547205903,0.000681900594537383,0.00509738688831817
"Gm37760",19.7877349635782,-1.00594686831691,0.296238126242126,-3.39573734508,0.000684440043478402,0.00511171574689388
"Ly6a",2319.83513640159,-1.48678539510143,0.43786425077788,-3.39553958209675,0.000684934694701856,0.00511280941652636
"Alpl",60.5954232516925,0.85487395754477,0.251875559962803,3.39403298069498,0.000688713977895618,0.00513840819991939
"Stx1a",13.2822436886398,1.22740134216772,0.361821516157983,3.39228400566372,0.000693125557915057,0.00516869607255804
"Gm44187",1.56590783508842,-4.20157703058344,1.23865220593539,-3.39205550230345,0.000693703866173324,0.00517038267361569
"Lsm6",189.525489017586,-0.548529433139643,0.161720111805664,-3.39184426114422,0.000694238885227401,0.00517174507955044
"Ddx54",477.079592238461,0.413914177239478,0.122108990483129,3.38971090991589,0.000699663645394692,0.00520951384651636
"Tarbp1",14.0824139702038,1.10495583839766,0.32609847338774,3.38841156451486,0.000702986941951713,0.00523160530596908
"Wipi2",89.3696772463968,0.623436741084301,0.184088870761508,3.3866074494638,0.000707625600470622,0.00526345830380453
"Klhl36",27.7339799800293,-0.963537474742008,0.284649374960012,-3.38499768312285,0.000711788553085834,0.00528906443570815
"Polr2c",268.026993340009,0.35852332256605,0.105912465987699,3.38509087879882,0.000711546924237698,0.00528906443570815
"Rfc5",138.387435017583,-0.397981193659779,0.117586972628042,-3.38456875591734,0.000712901617813189,0.00529465576851343
"Calm3",456.162662310642,-0.488708778878468,0.144508494128601,-3.38186887784988,0.000719945003171908,0.00534426313527458
"Nemp2",27.4428918514692,-0.931947641381779,0.275592483270076,-3.38161487687778,0.000720610952101964,0.00534650359257864
"Psme1",2048.45421212264,-0.361456698098459,0.10692274919407,-3.3805406316517,0.000723433780435388,0.00536473646370344
"Ciita",900.786247118981,-1.0628770703845,0.314444160417004,-3.38017748198901,0.000724390361321846,0.00536911846304324
"Phactr4",93.7634246493194,0.506324961100551,0.149804140953592,3.37991298423057,0.000725087820401174,0.00537157642126662
"Npl",30.9820866851449,0.984683669456302,0.291376624869122,3.37941888749173,0.000726392384759471,0.00537852717368801
"Map2k6",6.32359719684328,-2.18556760989515,0.647046600522017,-3.3777592033277,0.000730790431300669,0.00540836487035671
"Sumo3",185.96962137849,0.558277895970089,0.165370717617003,3.37591747810551,0.000735699820624147,0.00544195489482335
"Tex261",345.560027989726,0.326886213860006,0.0968641630864658,3.37468681341118,0.000738997393546845,0.00546359452640903
"Mmadhc",76.8220268114752,0.664246196888838,0.196843665611241,3.37448601572326,0.000739536732960411,0.00546483032212265
"Ldha",2094.26748519738,-0.36276622157222,0.107514526794369,-3.37411354900945,0.000740538140822209,0.00546947762660588
"Ralgps1",21.3530300021672,0.826083419951354,0.245033908373454,3.37130246762552,0.00074813668695898,0.00552134999865109
"Slc22a13b",1.9200049652075,4.02512193843298,1.19395980638147,3.37123738748953,0.000748313457557425,0.00552134999865109
"Wrap73",74.7681434836683,0.53486072269672,0.158672007234646,3.37085748153271,0.000749346132065696,0.00552619249478685
"Slc25a27",5.27760460749722,1.8272865350945,0.542155112545295,3.37041280772177,0.000750556542008449,0.00553234021401108
"Gm12176",8.0067899412747,3.52444879856576,1.04635171426164,3.36832133070361,0.00075627397034797,0.00557168625520283
"Dnah2",20.4949867073768,-1.21657616908535,0.361219958863788,-3.36796497323148,0.000757252160614106,0.00557609502221511
"Atp6v1a",280.51424087342,0.360103839421098,0.107102600329288,3.36223246040671,0.000773150065750399,0.00568460811988638
"Mblac1",11.7508779153522,1.30972545318843,0.389527389285955,3.36234495753764,0.000772835120451654,0.00568460811988638
"Mrpl34",313.791911430636,-0.303223168846085,0.0901806389668135,-3.36239765342172,0.000772687634801915,0.00568460811988638
"Setbp1",7.66179839514598,-1.68392757822788,0.50088522574665,-3.36190307014489,0.000774072907158655,0.00568854479269796
"Tmed1",52.8781822130727,0.74918161513356,0.222872963796949,3.361473739884,0.000775277282112568,0.00569454543934909
"U2af2",380.887426177478,0.628537935850388,0.187056733844014,3.36014599920537,0.000779012932560517,0.00571912344439304
"Ern1",25.7065288730015,0.841215252288166,0.250383834950497,3.35970272383791,0.000780263820996867,0.0057254441197886
"Tbc1d25",31.8916850044221,0.740351732560595,0.220572877438602,3.35649487442841,0.000789371840659264,0.00578938398421577
"Fdps",415.612709042891,0.820234795455269,0.244397171689066,3.35615502334377,0.000790342536261101,0.00579357442183212
"Snord55",1.60730543420539,4.14396201445448,1.2347851554601,3.3560186532291,0.000790732353153413,0.00579357442183212
"Lrp10",23.013300961159,-1.06015962924775,0.315946592454155,-3.35550265319473,0.000792208965947943,0.00580149837756292
"Prkag2",25.8882699025862,-0.817000021029066,0.2435808172514,-3.35412299805957,0.000796169638146721,0.0058262375843144
"Uqcrq",913.565867875998,0.490776186451367,0.146323471714133,3.35404963197005,0.000796380769033508,0.0058262375843144
"Aif1",117.017293241684,-1.05068884660407,0.313287930620013,-3.35374824215124,0.000797248645540148,0.0058280381695463
"Cog7",41.7079780573131,-0.706844581032521,0.210774973274937,-3.35355080373089,0.000797817661294563,0.0058280381695463
"Tnfsf10",24.3280711489894,-2.07117937614994,0.617590768154483,-3.35364367951799,0.000797549947178952,0.0058280381695463
"Cd300lb",40.7457092221174,0.695768857493086,0.207548314138238,3.35232237554899,0.000801366456384283,0.00584814298165528
"Stfa1",7.80338913609025,2.52763314225955,0.753978775319243,3.35239296515916,0.000801162134641405,0.00584814298165528
"Rbm4b",36.7951634394518,0.811963557889219,0.242226674728113,3.35208151125637,0.00080206400254389,0.00585032575725382
"Polrmt",74.0933148809672,0.537818624183314,0.160481641582147,3.35127818285693,0.000804394527674129,0.00586441154411084
"Pofut2",54.3531101309389,0.661283071175912,0.197337700330027,3.35102248617462,0.000805137643245244,0.00586691613685852
"Anxa6",346.473424810183,-0.65506384615058,0.195493800629788,-3.35081646599675,0.000805736850411395,0.00586726770889044
"Setx",171.839125686187,-0.609119307783254,0.181794430482645,-3.35059388874625,0.000806384678644753,0.00586726770889044
"Vwa5a",66.8875552025283,-0.916771897022665,0.273604735084948,-3.350716487922,0.000806027784531017,0.00586726770889044
"Ctu2",205.793935088516,0.407994394999401,0.121892430018596,3.34716762096841,0.000816418277282986,0.00593733014628335
"Gm11690",3.4788083974397,-3.89061954050697,1.16242646131115,-3.34698122418734,0.000816967436262138,0.00593838260724603
"Phf11d",64.24071386709,-1.28739886500529,0.384700178682882,-3.34649926447404,0.000818388966811451,0.00594577199391021
"Garem1",2.40680300793364,3.03016820761423,0.905601159156751,3.34602951528437,0.000819776690777922,0.00595087325417516
"Gpr108",153.324603729886,0.520237435284737,0.155480998111883,3.34598723704087,0.000819901695375356,0.00595087325417516
"Flt3l",100.703698470285,-0.695637857424476,0.207969653056397,-3.34490079298173,0.00082312007055944,0.00597128063044677
"Ear2",21.9178515026668,-3.52845305688952,1.05506274623204,-3.34430636423354,0.000824885904569275,0.00598113567248922
"Myd88",287.403874787132,0.438523930338283,0.131185034389111,3.3427893080972,0.000829408475131423,0.00601095984222837
"Trdc",3.08463768741314,-4.01730841725368,1.20235589848009,-3.34119741278933,0.000834178876822436,0.00604254980186671
"Kctd9",22.6682716293962,0.814252848598681,0.243720412525694,3.34093004422778,0.000834982586916412,0.0060453892128667
"Fbxl6",90.1414407806948,0.58654672317641,0.175611435478589,3.34002578805823,0.000837706107384001,0.0060621186666926
"Adm",8.50056274332761,1.70853016791664,0.51159297555024,3.33962788695259,0.000838907150638913,0.0060678195531188
"Ppme1",109.94806863298,0.531279204480054,0.159100286588992,3.33927245431381,0.000839981355504486,0.00607259785468851
"Gm33104",8.40711249976403,-2.88439170888597,0.864154394436579,-3.33781987044869,0.000844384696305126,0.0061014274093741
"AI467606",165.708735031801,-0.469503956235934,0.140750901268685,-3.33570834718622,0.000850823727301378,0.00614493103195579
"Smim40",14.9006467088907,-1.62341000479796,0.486735870775431,-3.33529970209852,0.000852075126384235,0.00615094350083566
"Dnah8",19.5042164439357,-1.03377582526631,0.309982332087316,-3.33495079640577,0.000853144935406768,0.00615261644723849
"Tmem268",31.0122125463813,-1.10303207880193,0.330746415343648,-3.3349781815651,0.000853060922445187,0.00615261644723849
"Hdac9",8.64327480852767,1.67465587202633,0.502216532878277,3.334529555267,0.000854438197974646,0.00615891804656933
"Usp10",136.247025700331,0.454993482536047,0.136514486212799,3.33293187527954,0.000859359815934943,0.00619135435592383
"Gm19951",10.5480072723466,-1.7112678262138,0.513550166021579,-3.33223108361704,0.000861526872527853,0.00620088189672866
"Scrib",237.643265065728,0.495364698933733,0.148656043629212,3.33228765437417,0.000861351751053937,0.00620088189672866
"Bcl10",348.534362115434,0.336567267528245,0.101018471245846,3.33173986279352,0.000863048893321197,0.00620879318992412
"Pycr2",172.083809134904,-0.484003105705794,0.145348300486023,-3.32995366362979,0.000868604375267659,0.00624569933499267
"Scn4a",27.6451803756922,-1.08921037791059,0.327114279607178,-3.32975490773007,0.000869224596721704,0.00624709973258188
"Tnrc6b",204.021085979459,-0.733630510477398,0.220397154720736,-3.32867505212114,0.000872601488052787,0.00626830119817959
"Gm13205",16.8344921060839,1.18326948037972,0.355553262121849,3.32796687989382,0.000874822662207534,0.00627811395366238
"Gm49797",47.0372874622093,-0.640791052091494,0.192543219909524,-3.32803747850795,0.000874600995443661,0.00627811395366238
"Gm13436",158.703883352197,1.07800081453654,0.324076467702828,3.32637794461846,0.00087982542845538,0.00631093149292152
"Il17ra",442.958366367897,-0.374722779110978,0.112724072657968,-3.32424805345686,0.000886573005183729,0.00635622628667612
"Ms4a6b",221.223635702249,-0.701622046137054,0.211106962810002,-3.32353815714036,0.000888832621657218,0.00636931643913759
"Egf",13.2901560814257,-1.22565187544577,0.369063854529374,-3.32097511149854,0.000897035362575868,0.00642496108717145
"Aimp2",161.65179282414,0.473223322732905,0.142522141779323,3.32034950376785,0.000899048175637099,0.00643623810964384
"Pisd",125.671527352693,0.481122060422279,0.144916584717371,3.3199930936863,0.000900196750536887,0.00644132012092257
"Cbll1",72.6630141665048,-0.491403966237551,0.148037558559813,-3.31945467770603,0.000901934440960365,0.00644813290909418
"Pigl",9.48161584903522,1.35838405308606,0.409222577825748,3.31942597181056,0.000902027173961687,0.00644813290909418
"Dennd2d",67.1462784367679,-0.668356408255833,0.201561374641365,-3.31589526735978,0.00091350056512864,0.0065269726509897
"Ube2g2",133.815494851762,0.547801378718813,0.165257684305516,3.31483150705463,0.000916983785609032,0.0065486736012147
"Zfp768",30.0701771931133,0.863249880434867,0.260486777319667,3.31398733293666,0.00091975673860645,0.00656528351626568
"Zfp414",104.060478420821,-0.473953070300896,0.143035132822693,-3.31354305021279,0.000921219242529069,0.00657252776387479
"Pttg1",214.83424942159,-0.613936868516684,0.185396077459789,-3.31148790701811,0.000928012508410728,0.00661456682572559
"Vdac1",224.08726225385,-0.401748146712782,0.121318608358127,-3.31151298345626,0.000927929339383177,0.00661456682572559
"Tmem115",88.3638810903086,0.514767172965134,0.155475611101771,3.31091911662067,0.000929900826304579,0.00662481020506071
"Clspn",27.94795472818,-0.83100163963443,0.251025221301217,-3.31043086159566,0.000931524615075517,0.00663316000152949
"Plxdc2",25.47274505531,0.942513599088963,0.284727160304036,3.31023425402246,0.000932179214084774,0.00663460368415256
"Gpr155",27.3308236085871,-0.970605363314879,0.293353030544262,-3.30865974527041,0.000937436887186665,0.00666879157682258
"E2f6",38.0812467370167,0.708946221499931,0.214324064764081,3.3078237027667,0.000940239793192642,0.00668549195324337
"Gamt",8.19756185819256,-1.81853818009204,0.549843585197754,-3.30737364051995,0.000941751879177182,0.00668976431638054
"Tor1aip1",599.984801047305,-0.412159507171234,0.124615877536591,-3.30743975261268,0.00094152961957542,0.00668976431638054
"Tspyl3",16.8351833196768,-1.12670457271597,0.340685846133875,-3.30716578191281,0.000942450987394836,0.00669149315663364
"Trp53rka",29.9333753860466,0.898673114852599,0.271749150989013,3.30699511509765,0.000943025364752816,0.00669233515256916
"Egln3",69.8686780589587,0.755809394328939,0.228566345150119,3.30673964197368,0.000943885762894788,0.0066952051481083
"Nr2c2ap",149.308154074326,0.536241580581845,0.162186252857933,3.30633189393409,0.000945260508579455,0.00670171899926226
"Blvrb",358.421545163935,0.567072317925726,0.17155205413252,3.30554082137469,0.000947932946141781,0.00671418207824398
"Ripk1",109.515115643181,0.537636148266699,0.162646113283694,3.3055579221185,0.000947875101688826,0.00671418207824398
"Ldaf1",27.8351277342583,0.760206014008369,0.230023926327212,3.30489973867747,0.000950103813363302,0.00672631354465447
"Gm26510",12.0513388480108,-1.42076527775942,0.429955137395466,-3.30445005580344,0.000951629299675822,0.0067338665094651
"Ube2f",175.561501883958,0.356587568282992,0.107937637354462,3.30364437301862,0.000954368141162364,0.00674999393867389
"Arih1",34.4381617072935,0.696037909380974,0.210697692525588,3.30349089749259,0.000954890693679718,0.00675043815854565
"Gpbp1",141.804099410872,-0.492100410119903,0.149047653296998,-3.30163138589862,0.000961243039566735,0.00679207485561038
"Foxo3",33.0205179125075,-0.811139108845066,0.245736884852534,-3.30084394669456,0.000963944817377939,0.00680788925135174
"Prdx4",108.505880399157,-0.688329154609907,0.208554025137223,-3.30048367159063,0.000965183298624261,0.00681335883350963
"Pofut1",63.76652301947,0.577557083157987,0.175037807703692,3.29961332774282,0.000968181274252676,0.00683123769815091
"Zbtb7a",711.521380333797,0.622625925770813,0.188757669602429,3.29854636943876,0.000971868271472866,0.00685395861192895
"4933439C10Rik",17.4467745124624,1.06858469047362,0.324043351716619,3.29765966440231,0.000974942271340931,0.00687233671152131
"Prmt2",12.3984437828828,1.29194637384862,0.392128335632156,3.29470292363813,0.000985257791025568,0.00694171792016719
"Ppdpf",298.705996811881,-0.681573953898503,0.206966830319035,-3.29315549186249,0.000990696690478951,0.00697669041069661
"Tacc1",391.407794593109,-0.373108802634877,0.113306942775071,-3.29290327226943,0.000991585819900508,0.00697960431140899
"Fndc10",12.499975592386,-1.33618931911574,0.405949040756182,-3.29151983368836,0.000996475898522763,0.00700979979252323
"Marchf8",55.8162015942854,0.796022300903411,0.241847700376031,3.29141976403222,0.000996830481971566,0.00700979979252323
"Ltbr",122.473334854703,0.585547593318109,0.177918828985523,3.29109401549487,0.000997985537546363,0.00701456278017868
"Wdr59",23.9804948711893,0.978200182308369,0.297276132960997,3.29054395509346,0.000999938782497868,0.00702492877675416
"Armcx3",17.2359618218304,1.16124503201485,0.353014212582658,3.28951353975005,0.00100360727842347,0.00704732934915917
"Gm10180",33.8871669827869,1.43591254546388,0.436540703604891,3.28929818824756,0.00100437554752524,0.00704903961289039
"Gm7434",7.63566112376863,2.48461689446382,0.75539185097139,3.28917619546564,0.00100481099978067,0.00704903961289039
"Vamp5",60.8242501422175,-0.866126078837919,0.263340504859839,-3.28899680396264,0.00100545165377661,0.00705016553600861
"Spcs3",246.46429923367,-0.793760493078226,0.241403096425126,-3.28811231020983,0.00100861594434172,0.00706897752304035
"Cdc42se1",381.763186927584,-0.345569404738949,0.105113917992969,-3.28757039350453,0.00101055921157871,0.00707478707959924
"Cklf",171.645158126008,0.415761476491683,0.126462782493069,3.2876192370231,0.00101038392087109,0.00707478707959924
"Clcf1",83.2587505728849,-0.602179194743167,0.183173596621741,-3.2874781401311,0.00101089036933864,0.00707478707959924
"Slc16a6",284.64654270762,-0.752580131960876,0.228945814068877,-3.28715392776069,0.00101205497681735,0.00707956323230548
"H6pd",56.4996219449593,0.624441465454559,0.190013795650203,3.28629541511868,0.00101514485238704,0.00709779612742807
"Pirb",424.889994704271,-0.48108721215909,0.146411019761362,-3.28586750466749,0.00101668820487274,0.00710478024126719
"Snrpa1",244.751266573669,-0.331279455278109,0.100823078515104,-3.28575024842631,0.00101711149405051,0.00710478024126719
"Twf1",108.933688136717,-0.459026887464193,0.139734982517477,-3.28498189354109,0.00101988925584806,0.00712079597889544
"Tfdp1",198.015454053675,-0.449479155850134,0.136907879652585,-3.28307732900929,0.00102680495143837,0.00716567352755206
"Sp3os",51.2477559600517,-0.761517677550309,0.232010072402495,-3.28226128143788,0.00102978137575538,0.00718303085045903
"Bmp1",6.15254438211265,1.74532113726155,0.531978268344184,3.28081284728787,0.00103508401731695,0.00721316498636201
"Senp5",73.6053063296685,0.527533691214281,0.160790846616153,3.28086891956999,0.00103487827035226,0.00721316498636201
"Dennd1a",73.2804459304732,-0.572342348781965,0.174458797675092,-3.28067346794331,0.00103559560828467,0.00721330660172854
"Sox13",5.02798958650839,-2.33549706985524,0.71232158938512,-3.27871161657652,0.0010428214411829,0.00726019308719229
"Slc25a29",9.46247736366057,-1.47812390780741,0.451078417890628,-3.27686683552617,0.00104965861732299,0.00730433055836654
"Pi4k2a",157.29422087249,0.449765051749655,0.137330660908128,3.27505197146426,0.00105642536671786,0.00734793636168564
"Tuft1",7.43352138616375,1.77228617168298,0.54122752195114,3.27456771838549,0.00105823772088002,0.00735705703394001
"Pycr1",7.26173725796469,1.59037110207717,0.485839671935595,3.27344841095645,0.00106243782853474,0.00737926898598656
"Vwa8",19.4479915861533,-1.09653675461578,0.334977766839739,-3.27346129553841,0.00106238939260018,0.00737926898598656
"Car2",610.360625826119,0.671248375847311,0.205119139775182,3.27248045493475,0.0010660824320733,0.00740108196223745
"Clpb",59.7417122223154,0.537219411112878,0.164169571555165,3.27234460091382,0.00106659488199428,0.00740114019485917
"Kcnb1",11.0029126738464,-1.45491868881349,0.445021697340427,-3.26932079381407,0.00107806002077091,0.00747716357344319
"Tdrd7",158.336015072163,0.44330261710323,0.135689637907102,3.26703368024854,0.00108680749833842,0.00753427502271154
"Ahctf1",214.739974724683,0.336748901939111,0.103114749801118,3.2657685014861,0.00109167455783079,0.00756444432875389
"Phf11c",106.327753337396,-0.933592607088998,0.285924263261988,-3.26517447815739,0.00109396667371191,0.00757675125948678
