"","baseMean","lgFC_LcDC_vs_LMoDC","lfcSE","stat","pvalue","padj"
"H2-Ab1",4307.1625193751,-0.717045456320928,0.210194053352553,-3.4113498687722,0.000646420882506314,0.0102723981691547
"Tmem43",100.056545102584,0.457495480311522,0.134219584058891,3.40855981278252,0.000653067665843918,0.0103645978325656
"Scp2-ps2",7.59319097721636,-3.31258108474813,0.973084169973458,-3.40420817331607,0.000663561616904169,0.0105175373594061
"Klhdc4",76.931930919607,-0.580895038908253,0.170692508058139,-3.40316658016647,0.000666096561905777,0.0105440937051098
"Tspan2",19.5652719348091,-1.21652886425962,0.357514257842297,-3.40274223355938,0.000667131881297314,0.0105468736079323
"Plxdc2",25.47274505531,1.06299665083779,0.312754733708195,3.39881874283503,0.000676775519911345,0.0106855625202991
"Slc25a19",300.258865310194,-0.57135063484388,0.168150195126344,-3.39785888689919,0.000679154421606057,0.0107093399026518
"Ms4a4c",105.614340633266,-1.21868867391102,0.358725099451396,-3.39727740204067,0.000680599349009823,0.0107183476426861
"Mif4gd",416.631326624239,-0.560691266996673,0.165078341356774,-3.3965162382198,0.000682495078090512,0.0107344225871979
"Kcnab2",212.707810799415,0.590980104554454,0.174086380483208,3.3947520932659,0.000686907685330733,0.010789991656386
"Smpd5",17.9021439912686,-1.11590122453742,0.32893980247054,-3.39241774986277,0.000692787279013256,0.0108684326584842
"Gm10335",17.3418120581519,-1.15395715419823,0.340256127434677,-3.3914368064386,0.000695271945710588,0.0108934817751948
"Fastkd2",35.353356545212,1.72260072121406,0.507979016833136,3.39108637193947,0.000696161579768732,0.0108935079854628
"Ighd",1345.88419751569,-0.80706260644966,0.238045419115389,-3.39037234763357,0.000697977519475164,0.0109080104572246
"Itga6",67.658163324421,0.645526085424746,0.190481606704397,3.38891558399399,0.000701696088919683,0.010924375150846
"Sh3bgrl3",2100.0488311416,-0.433886823684354,0.128026633596433,-3.38903563653838,0.000701388945253543,0.010924375150846
"Wdr45b",159.761427928705,0.484890728569736,0.143070413931715,3.38917540841928,0.000701031508838913,0.010924375150846
"Mri1",47.0243987001011,-0.767507873304628,0.227152771707185,-3.37881799784506,0.000727981852778136,0.0113192412799521
"Gm11772",12.9009527939026,-2.23622263043334,0.662267364267719,-3.37661607847153,0.000733834003607034,0.0113957918433558
"Apol9b",5.09196065154449,-2.42584190413768,0.718659964201498,-3.37550722869755,0.000736797564509889,0.0114273483203632
"Dbf4",115.247923612158,0.463285620506764,0.137452515333157,3.3705139508277,0.00075028106927856,0.0115991369954974
"Noc2l",344.418514213086,-0.386399757269264,0.114636707731233,-3.37064597297387,0.000749921635851981,0.0115991369954974
"Pi4ka",174.96221451468,0.453096326521257,0.134435733269319,3.37035634427311,0.000750710366353518,0.0115991369954974
"Lgals8",130.674007467284,-0.582975195238176,0.173015207433314,-3.36950262284241,0.000753039744977002,0.0116204925677709
"S100a10",1202.94549671189,0.423615747964796,0.125799917587018,3.36737699109997,0.000758868722228052,0.0116957305079067
"Agap1",31.38902757158,1.10161760055558,0.327233623070144,3.36645602068661,0.000761407222709531,0.0117201302486832
"Atp13a3",129.476195012276,0.56141009512435,0.166909391500207,3.36356205051321,0.000769435371347615,0.0118288635785621
"Mpc2",340.658129141887,0.429958235537998,0.127879051850127,3.36222570716199,0.000773168975824672,0.0118565462442713
"Tnfrsf12a",35.3889593839599,-0.7823556746491,0.232678376979708,-3.3623909742044,0.000772706327201062,0.0118565462442713
"Pck2",266.025101005587,0.342139671683281,0.101774201304038,3.36175246083417,0.000774495204687936,0.0118620563933977
"Anp32a",273.980110286742,-0.437541351097502,0.130199334911426,-3.36054981690314,0.000777875011212971,0.0118926781951215
"Zmiz1",285.338020951091,0.50079727543596,0.149031213038636,3.36035160168849,0.000778433370613188,0.0118926781951215
"Sod1",1437.01237706207,0.243894586897285,0.0726023183988313,3.35932229543252,0.000781338846686335,0.0119222201133681
"Riok3",460.948104354806,0.395837105095506,0.117899502214844,3.35741116509709,0.000786760207240891,0.0119900300899767
"Gabpa",120.917996321212,0.589757164127905,0.175693289976479,3.35674267473082,0.000788664761698978,0.0120041430477954
"Nectin1",47.2220007398922,1.11347858055799,0.33175139923124,3.35636438350594,0.000789744422854294,0.0120056810155842
"Pnkp",192.832234909901,-0.676385003253827,0.201598036434205,-3.35511702007364,0.000793314184516475,0.0120450227916437
"Psap",738.736677954228,0.5731976291196,0.170946946788855,3.35307321883663,0.000799195615521966,0.0121193223871736
"Bcl10",348.534362115434,0.362569677437667,0.108165181988668,3.35199988361923,0.000802300525059213,0.0121504853497685
"Lck",383.097529899018,-0.691104900256358,0.206196636891224,-3.35167881821923,0.00080323146549252,0.0121504853497685
"Gfod1",82.718093099794,0.649609056807317,0.193912169201307,3.35001696635622,0.000808066106441767,0.0122085652633345
"Gm5075",3.99898931507529,-2.63011097337314,0.785700369939187,-3.34747325316483,0.000815518570135787,0.0123060046967107
"Gm17251",16.3486261847525,1.47222431786132,0.440592603554379,3.3414639873309,0.000833378268018602,0.0125600547813909
"Hook2",77.2254668339013,-0.645413507022483,0.19343515424311,-3.33658847869671,0.000848134275994204,0.0127667623287078
"Mndal",316.501633283915,-1.08156453626983,0.324673424554588,-3.33123826735621,0.000864605631857496,0.0129987523181713
"Hmgb2",302.223774550814,0.606758532364067,0.182284916747195,3.32862720180827,0.00087275140514479,0.0131051581864336
"B3gnt9",6.77592288776367,2.74741474216359,0.827220680711689,3.32125973905764,0.000896120992853941,0.0134396238879366
"Tpi1",481.366594369613,-0.737029365225674,0.222045709566044,-3.31926866169174,0.000902535513582044,0.0135192987553413
"Hamp",7.4425285041927,-1.53652654197591,0.463151056024132,-3.31754947331017,0.000908108316241999,0.0135861863703132
"Wbp1",123.426423435106,-0.598992228765242,0.180572448060931,-3.3171850700231,0.000909293629486478,0.0135873498739831
"Gbp3",435.655857707515,-0.770547935491136,0.23252730878277,-3.31379543987666,0.00092038815410295,0.0137252197331001
"Ifi207",54.7280499749155,-1.37504110058317,0.414994717611244,-3.31339422462547,0.000921709632922604,0.0137252197331001
"N6amt1",70.0536813340145,1.00868335485976,0.304461822147417,3.31300439492005,0.000922995295060935,0.0137252197331001
"Pim2",307.346610396447,0.707262154158111,0.213479248110094,3.31302531941356,0.000922926243698168,0.0137252197331001
"Arhgef11",69.0082081023127,0.656098720600127,0.198349301820233,3.30779445442545,0.000940337991240822,0.0139661821749908
"Hmox1",1257.09666936416,0.656415142977164,0.198625980163611,3.30477988043893,0.000950510194121341,0.0141001923355267
"Lrrfip2",207.746965725645,0.413161660865561,0.12505306726376,3.30389065942802,0.000953530140261662,0.0141128053845262
"Srebf2",639.223395797209,0.346326201641115,0.104824970480624,3.30385212658017,0.000953661205067836,0.0141128053845262
"Pithd1",139.617358424235,0.537792017218544,0.163139338586225,3.29651953893575,0.000978908052522449,0.0144689686606571
"Abcd1",112.305196026896,-0.630210721794971,0.191225774607003,-3.29563691448052,0.000981988401619844,0.0144970321432879
"Casp7",58.7542272426778,-0.717898889050629,0.217949195496176,-3.29388180312519,0.000988140405607012,0.0145703203076765
"Tbce",74.8450190978962,0.972119892178657,0.295309181996167,3.29187154157393,0.000995230594856785,0.0146572496250937
"Prpf40b",15.802071136257,-1.07856254119226,0.327879887708031,-3.28950503408948,0.00100363761214888,0.0147633407983722
"Smcr8",121.292847063444,0.470394565456774,0.143044958324952,3.28843862073201,0.00100744749166792,0.0148016357218946
"Ifi44",12.4111318845764,-2.46233719441017,0.749355091283491,-3.28594176919876,0.00101642019796561,0.0149156016610551
"E2f8",76.1436779574657,0.746592019440186,0.227339950581118,3.28403352570358,0.00102332748311139,0.0149990221777903
"Hcfc1",191.93855020716,0.485465112585098,0.147896873366186,3.28245690078321,0.00102906715364306,0.0150651501681302
"St3gal1",219.89916902871,0.443934610367336,0.135265405688951,3.28195230780726,0.00103091039814465,0.0150741463223344
"Pim3",166.489090348702,0.469643514934537,0.143133262083613,3.28116265987278,0.00103380106243755,0.0150984183737903
"B3gnt3",4.59221292709916,-2.03851269110533,0.621384289195683,-3.28059902149115,0.00103586895935677,0.0151106306699035
"Pkib",535.058303664534,-0.643082857032746,0.196117455029513,-3.27906996822884,0.00104149809825195,0.0151747015075474
"Gab2",44.7706877696143,0.721235095585458,0.220135598396279,3.27632196173524,0.00105168596329111,0.0153049625120467
"Pea15a",79.6039280776396,0.568248394545846,0.173471776831124,3.27573974813804,0.00105385624523996,0.0153183749011894
"Ltb",1053.10898019194,-0.358513579407291,0.109561646330063,-3.27225440120934,0.00106693524682301,0.0154901320805026
"Chmp4b",436.798762740304,-0.608963997579942,0.186147676202942,-3.27140263043648,0.0010701543263804,0.0155185026903484
"Cox8a",430.4064343503,-0.454306911504931,0.138940861835672,-3.26978619178459,0.001076288015895,0.0155890216989373
"Gm16433",12.6954107626979,-2.01691577647829,0.616996908525568,-3.26892363415255,0.00107957434162291,0.0156181816309314
"Rpp30",28.3502700669915,1.5522320045017,0.475115078570308,3.26706533746014,0.0010866859728943,0.0157025483103266
"Utp14b",18.5192371648042,1.24960882950856,0.382567257602737,3.26637683877842,0.00108933181372197,0.0157222619891073
"Fas",51.119530490736,0.898162076157148,0.275215381896395,3.26348792704931,0.0011004987290694,0.0158647689873365
"Atp13a2",222.378373544151,-0.504208224734309,0.154769183635524,-3.25780761318546,0.00112276496448207,0.0161667612491385
"Itpr3",146.078235916637,-0.626577482478814,0.192595210586536,-3.25333885806721,0.00114057395187752,0.0164039404942947
"Ffar1",16.6905766628269,-1.4462267475966,0.44492851792158,-3.25046988301051,0.00115214470967071,0.0165509499979394
"Ccl5",4015.70752222674,-0.576859717948103,0.177611232970789,-3.24787857332748,0.0011626887777542,0.0166828841233784
"Pde4dip",35.6367703129113,0.890218866629713,0.274204792948532,3.24654743287731,0.00116813980754566,0.0167415177090773
"Spen",216.214934222564,0.469161736704065,0.144527402348167,3.24617843454941,0.00116965503364055,0.01674367322369
"Syne2",36.7226414248978,0.891936166650957,0.274806527941527,3.24568769647547,0.00117167297636926,0.0167530117413731
"Pitrm1",166.159972111399,0.507475467896065,0.156398426416251,3.24476070203821,0.00117549361084389,0.0167880740603409
"Timeless",71.6916115331475,-0.582239103129238,0.179490534728986,-3.24384293583149,0.00117928754879496,0.0168226740100192
"H1f5",28.3731625417604,-1.14446577204929,0.352861795224015,-3.2433825014202,0.00118119518982028,0.0168277507275802
"Naprt",16.0656503246541,-1.2408327042855,0.382607543660602,-3.24309524170333,0.00118238678897735,0.0168277507275802
"Ilk",335.460265840038,-0.386004052846251,0.119047952953325,-3.24242494952928,0.00118517158883007,0.0168478389939366
"Hmgn1",106.890304308126,-0.624856500697295,0.192742951818679,-3.24191621432218,0.00118728922693921,0.0168504128829691
"Tmcc2",139.116276164071,-1.0762573899829,0.332001781656126,-3.24172172996844,0.00118809970197003,0.0168504128829691
"Arfgap3",72.6541290168655,0.535412212402513,0.165232514020038,3.24035626751755,0.00119380440502579,0.0169117695621898
"Gm16374",18.2262272657954,-1.61022272513705,0.497454894220008,-3.23692206840547,0.00120826403320113,0.017096866389056
"Fcer2a",173.364422495455,0.857342746241113,0.265005327195124,3.23519061037535,0.00121561549104175,0.0171810724010371
"Apeh",133.009583172092,-0.573557657616504,0.177320950914104,-3.234573549599,0.00121824538962474,0.0171984285844837
"Lad1",82.2892777049252,0.969571290742304,0.300016372560563,3.23172793027014,0.00123044148679458,0.0173504224830111
"Mapkapk5",177.706522286638,0.382873001364832,0.118485059762164,3.23140320082022,0.00123184039637289,0.0173504224830111
"Ly6k",16.2633655325504,-1.23188373751506,0.38131504768424,-3.2306192608878,0.0012352236048158,0.0173628228515758
"Taldo1",2465.41573365849,0.342310967803268,0.105960800947617,3.23054341550792,0.00123555138159648,0.0173628228515758
"Atp6v1b2",257.406158845613,0.496740801026097,0.153854042286158,3.22864965811034,0.00124376161487329,0.017442624450237
"Luzp1",18.1423095492801,-0.981614081747858,0.304039150733768,-3.2285778965598,0.00124407371975525,0.017442624450237
"Cd40",340.691248295067,-0.484551956604236,0.150105013967373,-3.22808641628427,0.00124621320721107,0.0174526753722208
"Nup62",317.278046345889,0.338770106405741,0.104987241573143,3.22677404729912,0.00125194280618512,0.0174943901778027
"Pkig",491.851079085568,-0.507490396817884,0.157285610644013,-3.22655324120205,0.00125290919836625,0.0174943901778027
"Pkmyt1",100.531271985495,0.583545258968088,0.180864338495496,3.22642519704137,0.00125346991899972,0.0174943901778027
"Tgtp1",3.90030447045376,-3.25114344433975,1.00792079158071,-3.22559418507582,0.0012571146546845,0.0175253211178062
"Cd247",157.896460231658,-0.534130768202574,0.165740785269963,-3.22268756801512,0.00126993989232679,0.0176439667033579
"Col27a1",18.1661708257781,-1.11902785393825,0.347207935759326,-3.22293282695567,0.00126885305663524,0.0176439667033579
"Wdr18",228.339396384602,-0.377283132657959,0.117065038892363,-3.22285061558691,0.00126921727077982,0.0176439667033579
"9530082P21Rik",5.80313807327957,-2.44253857372689,0.75851292604243,-3.22016736942233,0.00128115774664994,0.0177595968767248
"Phf3",191.264672936823,0.433459568262747,0.134602818449557,3.2202859736194,0.00128062777373663,0.0177595968767248
"Pstpip1",197.120360837677,-0.585633557899641,0.181935825709626,-3.21890180570773,0.00128682543149727,0.0178180297896258
"Slc2a3",97.5686071267579,0.615519570317362,0.191429974483286,3.21537717370956,0.00130273230881056,0.018017948099761
"Cstb",1194.46316948058,0.51455844589983,0.160103683424971,3.21390760594816,0.00130941800426149,0.0180900226084234
"Plin2",233.613843820179,0.527875294620704,0.164302198730108,3.21283159142515,0.00131433332125292,0.0181171249271133
"Rabggtb",134.798401551623,1.08176057263551,0.336667559975986,3.2131416900181,0.00131291502348625,0.0181171249271133
"Cd38",109.93991253957,-0.715998530577817,0.223136321676395,-3.20879418105761,0.00133292871760727,0.0183528277301975
"Ptpn12",131.034316428728,0.426921194515236,0.133093585725812,3.20767670498219,0.00133811828177979,0.0184036267722807
"Fosl1",28.9494576081927,1.14298184710751,0.356489805715296,3.20621187137208,0.00134494921009729,0.0184768610408439
"Fktn",21.5214817912454,0.985991491151602,0.307660888492619,3.20479959601773,0.00135156549039196,0.0185423750487797
"Ubr3",99.2153235242301,0.518509503314629,0.161804186743391,3.20454936148806,0.00135274092506177,0.0185423750487797
"Pabpc4",179.008433405837,0.559364173690101,0.1746262216915,3.20320836282131,0.00135905612457554,0.0185830693663975
"Rusc2",12.860187076899,1.37270765655258,0.428566175624406,3.20302379102268,0.00135992745927955,0.0185830693663975
"Ubr2",273.222689434216,0.384514997607066,0.120050091300669,3.20295464535747,0.00136025401785336,0.0185830693663975
"Gm20658",9.64479503032354,1.74536856834971,0.545568411198607,3.1991745352616,0.00137821703984697,0.0188075268574445
"Arhgap39",32.1465905673995,-0.904681810120291,0.28292826889534,-3.19756598961467,0.00138592697054855,0.0188871458316068
"Them6",81.6943065146923,-0.87636055600695,0.274092601932109,-3.19731561461123,0.00138713061577092,0.0188871458316068
"Dntt",17.0129492467084,-1.68736255683609,0.528212660886207,-3.19447578936317,0.00140085034478995,0.0190317076742891
"Erg28",235.191735470335,0.342085753354945,0.107077091389591,3.1947613529237,0.00139946509648621,0.0190317076742891
"Eng",34.8627091067579,-0.945531995776194,0.296122385807201,-3.19304463659093,0.00140781182980936,0.0190840171581228
"Zc3h4",208.069360678836,0.400394029633962,0.125383455619157,3.19335615418138,0.00140629382004889,0.0190840171581228
"Bank1",291.32374650783,-0.880611855749629,0.276145798500039,-3.18893809188086,0.00142796455263033,0.0193145194395467
"Lrp8",84.8159708199633,0.660707477237504,0.207178757871306,3.18906959393935,0.0014273151105325,0.0193145194395467
"Lonp1",244.12880041674,0.390102623434175,0.122541228090555,3.18343980644536,0.00145536369599756,0.0196418061853664
"Rpusd4",86.8481999553257,0.470229761495927,0.147708923764762,3.18348918610229,0.00145511548495459,0.0196418061853664
"Timm21",46.5963434441292,1.24007717930275,0.389664753855427,3.18242070147007,0.00146049503473488,0.0196893989957445
"Rcbtb2",142.836561207122,0.601227591530735,0.18894913462262,3.1819547241195,0.00146284684754472,0.0196994567790106
"Mras",17.7944449972919,1.14558943573493,0.360202909629096,3.18040028303646,0.00147071745888126,0.0197837300280211
"Bclaf1",306.798583805724,0.439164681928591,0.138141546280129,3.1790919803231,0.00147737202001037,0.0198297592357629
"Rfc3",193.877778397693,-0.44493873225887,0.139944057195236,-3.17940426464938,0.00147578109844818,0.0198297592357629
"Cbx6",76.0344266284276,-0.579830405341363,0.182417446673916,-3.17859073193724,0.00147992891676346,0.0198423693451958
"Gypa",82.6788929314012,-2.20037117940701,0.692390258553702,-3.17793491780669,0.00148328041985647,0.0198655940947589
"Gm45640",12.7810276018028,-1.4319044295373,0.450744147234438,-3.17675656649748,0.00148931989877149,0.0199247290274031
"Cfb",4.71281969442695,-2.93577487226251,0.924479428037973,-3.17559783725326,0.00149528089459396,0.0199826862907175
"Rbm43",90.7801350297967,-0.575874732070774,0.181490883313079,-3.17302291750582,0.00150860615637005,0.0201388251646874
"Ptpre",188.894169636461,0.537214943576993,0.169342617580735,3.17235525971997,0.00151207911386467,0.0201632462705345
"Smco4",31.9757154498048,1.29295432078908,0.408057120496795,3.1685620856584,0.0015319502534545,0.0203839107477005
"Tyro3",5.66351954398551,1.86789234329973,0.589498757174124,3.16861116426069,0.00153169161879922,0.0203839107477005
"Csrp1",322.191961918313,-0.42361186573054,0.133758111441637,-3.16699945270516,0.00154020608276436,0.0204494028391268
"Trio",149.718406845798,0.400535282038691,0.126464204903941,3.16718301706739,0.00153923414104048,0.0204494028391268
"Nelfe",165.27921964333,-0.482543358351293,0.152453498180301,-3.16518390270459,0.00154984959480988,0.0205551944098677
"Nipal3",74.5723784346914,0.648688545811366,0.205193117428699,3.16135625765701,0.00157036303659592,0.0208047664502795
"Erf",53.6445320683004,-0.70131621620228,0.221891769982401,-3.16062293007939,0.00157432157055555,0.0208347109251085
"Smim3",185.086555168877,0.472701669255418,0.149605560744746,3.15965306972735,0.00157957102945496,0.0208713844475671
"Zfp277",69.0972434395822,0.679866959261264,0.215183003581055,3.15948261687486,0.00158049528462584,0.0208713844475671
"Eaf1",68.9398153764147,0.642644907903314,0.20343570565203,3.15895828533924,0.00158334151660432,0.0208864878770988
"Fnip2",33.128603582918,1.07670334051678,0.341064033003937,3.15689500013726,0.00159458754065201,0.0210122448428774
"A630001G21Rik",272.052594711395,-0.450490225360952,0.142796370452559,-3.15477363978671,0.00160622673279561,0.0210830492662542
"Azin1",73.2035618471584,0.873263053957977,0.276817152736837,3.1546565858517,0.00160687123936902,0.0210830492662542
"Mir22hg",81.8321669220636,0.593478552071056,0.188087076567653,3.15533934016774,0.00160311530221194,0.0210830492662542
"Ndufaf3",126.705732674,-0.568725478659302,0.180250974585591,-3.15518670546353,0.00160395426728462,0.0210830492662542
"Nin",206.976680283545,0.433664827734564,0.137481463362164,3.15435126401128,0.00160855348167704,0.0210830492662542
"Nek6",87.4771513207802,0.543279716808234,0.172255413125872,3.15391956020124,0.00161093482165712,0.021091727206072
"A930015D03Rik",9.96576661867192,-1.61729048489044,0.512854074196792,-3.15351006506747,0.00161319665380557,0.0210988236128856
"4930599N23Rik",4.46769183610823,-2.36379613092837,0.750690138467774,-3.14883066900691,0.00163925150005344,0.021413926452354
"Cdk6",113.875564913178,0.561971768938853,0.17848542824452,3.14855825747841,0.00164078014877835,0.021413926452354
"Il15ra",141.526919070653,-0.626928414614607,0.199199073579513,-3.14724563397309,0.00164816439650931,0.0214874397623552
"Gvin3",35.8013231174932,-1.35972882701036,0.432088728632654,-3.14687409531192,0.00165026005690683,0.0214919218451518
"Ranbp1",743.943801219201,-0.406161390481888,0.129128386931573,-3.14540745171019,0.00165855661189123,0.0215770652329603
"Kat2a",64.4490323631804,-0.575718399736645,0.183065424345577,-3.14487785880225,0.00166156184820022,0.0215932635102969
"Golga3",43.3084919342604,0.694553688837477,0.220991622520959,3.14289601078251,0.00167285258461931,0.0217169899556717
"Unc93b1",511.669864790345,-0.635232479835376,0.202171277130476,-3.14205108090312,0.0016776876398848,0.0217567356935589
"Sec14l1",156.613247130901,0.500080156797485,0.159183441460243,3.1415337689026,0.00168065426535282,0.0217721927427121
"Ass1",320.354222819939,-0.800063421873865,0.254737288264338,-3.14073933708382,0.00168521948498021,0.0218083044744063
"Insig2",51.2515418120235,0.670934881613039,0.213653811685502,3.14028978149313,0.001687807917252,0.0218187855941491
"Mrpl51",160.993216800876,-0.558185750775222,0.17785145964345,-3.1384940663082,0.00169818373274286,0.0219298084560941
"Cdh17",20.880016007863,-1.12006152244309,0.357330996948018,-3.13452102395144,0.00172134918603304,0.0222055855039467
"Arf4",517.232851348411,-0.5107004993989,0.163139543554588,-3.1304519325691,0.00174537560378683,0.0224682769226199
"Snrpd2",446.641222986118,-0.38566104223417,0.12319251174289,-3.13055588183044,0.00174475800472348,0.0224682769226199
"Slc48a1",372.734987723603,0.532680776212598,0.170196347544203,3.12980145519428,0.00174924488500755,0.0224944824415856
"Ndfip2",99.9958277709423,0.588795276577758,0.188204440799548,3.12848769176956,0.00175708369894556,0.0225716259881299
"Sco2",89.1293678225415,0.565891163210783,0.180921811959734,3.12782166550891,0.0017610699932881,0.0225991701649147
"Tmem243",221.518234865908,-0.474943807845941,0.151914441268507,-3.12639011722713,0.00176966623950121,0.0226857527964481
"Ddhd1",52.9074660656834,0.764856850012511,0.244671336764808,3.12605824665002,0.00177166457570187,0.0226876628546039
"Cct3",727.162495784192,-0.299370347264901,0.095818173645783,-3.12435872939513,0.00178193065488902,0.022795333966818
"Slc39a4",104.814970202379,0.522713426973397,0.167372539134937,3.12305369611428,0.00178985090542783,0.0228728030289465
"Xrcc4",21.784413250768,2.43925115783239,0.781176167388549,3.1225365796639,0.00179299822795467,0.0228891802919333
"Asb13",25.770972980531,-0.991950642933413,0.317842799312302,-3.12088442802429,0.00180308782753184,0.0229940555802086
"C2",14.7444523465056,-1.41246607689306,0.452821947248443,-3.11925268966281,0.00181310395875284,0.0230738167696887
"Mogat2",24.374296827694,-0.895968619782948,0.287212459681182,-3.11953256059125,0.00181138239673597,0.0230738167696887
"Abhd11",117.809240423936,-0.534947272205801,0.171641850864694,-3.11664823882319,0.00182919689905792,0.0232063987152457
"Lmo2",230.809751956698,-0.443745063336339,0.142364943772574,-3.11695457868628,0.00182729723260451,0.0232063987152457
"Rab11fip2",13.2770699117659,1.61826721957595,0.51920215934084,3.11683453248815,0.00182804144371804,0.0232063987152457
"Neurl2",13.9080131587487,-1.39878723489475,0.448970023674323,-3.11554705467244,0.00183604052839575,0.0232691582668999
"Ctdsp2",272.572202459521,0.443210039031835,0.142288455807551,3.1148699767414,0.00184026009804526,0.0232762188701077
"Rapgef1",382.551101441921,0.387722752481111,0.124487773792208,3.11454483175424,0.00184228957636734,0.0232762188701077
"Urm1",122.409316881327,0.545584878889702,0.175158099123492,3.11481388311395,0.00184061007454785,0.0232762188701077
"BC005624",85.3384597754607,-0.661133470275695,0.212444030650162,-3.11203599485647,0.00185801843045662,0.0233973221920159
"Gm11427",49.9638616904874,-0.701760900695084,0.225500955539141,-3.11200854567234,0.00185819120008287,0.0233973221920159
"Mrgbp",80.3519843374272,-0.620558125561576,0.199420946290188,-3.1118001248403,0.00185950351623863,0.0233973221920159
"Rps13-ps2",210.614892196649,-1.11421115998623,0.358014636991264,-3.11219443246789,0.00185702148677462,0.0233973221920159
"Gm32899",7.45969007520452,-1.48520105072094,0.477524885015676,-3.11020660352011,0.00186956525624757,0.0234998222988168
"Cdc42bpa",12.0609315359619,1.44287645834298,0.464228543547054,3.10811663435928,0.00188283745897561,0.023642425738703
"Ulk2",38.6590396100417,0.799384962125199,0.257290312592661,3.10693766146873,0.00189036257002475,0.0237126462260364
"Dach1",30.7714792301394,0.894129736899636,0.288165349168617,3.10283571386803,0.0019167601198911,0.0240192167015567
"Fgfr1",61.6688368870468,0.929753308347969,0.299757937549246,3.10168036232643,0.00192425609782493,0.0240885447021594
"Slc50a1",238.178696439097,-0.411446222728539,0.132740097866854,-3.09963778346195,0.00193757434734925,0.0242305423988589
"Ell2",112.180251861145,0.5440083611926,0.175562728339453,3.09865520055461,0.00194401119695193,0.0242615761589078
"Mocos",51.348565258577,0.813064140441432,0.262388654128736,3.09870159264782,0.0019437068436926,0.0242615761589078
"Smim10l1",43.4037919023502,0.773014581231145,0.24949333023797,3.09833766094602,0.00194609557639097,0.0242629070438663
"Ly6c2",2248.44593461289,-0.903405359241723,0.291628342750886,-3.09779684210402,0.00194965031939688,0.0242825483435137
"Hbs1l",150.828731489136,0.41310509723184,0.133398909929155,3.09676516435727,0.00195644796187948,0.0243424985764072
"Sap18",114.033960316262,-0.629802160540787,0.203404376858659,-3.09630584290928,0.00195948138870988,0.0243555396926978
"Apbb1ip",592.695700211499,0.315887677661008,0.102036165156329,3.09584035402582,0.00196255995077168,0.0243691148543188
"Gm5431",12.4847131552287,-1.81918470793392,0.588401721238114,-3.09173926973904,0.00198987543234437,0.0246334932431894
"Gnptab",120.872081722364,-0.520035476781541,0.168185267933971,-3.09203941088173,0.00198786455388157,0.0246334932431894
"Rps16-ps2",407.281273457866,-0.694708377416419,0.224678439160599,-3.09201176584569,0.00198804969141827,0.0246334932431894
"Ifi30",1190.76703668034,-0.477580025144515,0.154563518436464,-3.08986253661683,0.00200249151794014,0.0247646834093646
"Clec4d",250.635609755495,0.966526961953077,0.313011901663959,3.08782815226851,0.00201625027997191,0.0248846664332952
"Nagk",117.989917200073,0.420189170657797,0.136077799140703,3.08785983688143,0.00201603533010463,0.0248846664332952
"Iars",307.163955693668,0.542146130643044,0.175724915614804,3.08519784315305,0.00203416793453933,0.0250805750964106
"Ly9",128.78522985177,-0.473972158163117,0.153720365588809,-3.08334003986797,0.00204691119396098,0.0251870677307055
"Pheta2",5.71316374332121,2.83277566466958,0.918720817777309,3.08339117809805,0.00204655944260605,0.0251870677307055
"Dhx29",73.8995615911336,0.582095484963896,0.188809524950459,3.08297732922441,0.00204940767048698,0.0251925183382106
"Insig1",24.9007159566526,1.30714393873122,0.424088318527384,3.08224462128593,0.00205445929966535,0.0252041066882945
"Zdhhc14",25.4815822321296,-1.02930003750592,0.33393091564585,-3.08237419561817,0.00205356512333054,0.0252041066882945
"Thop1",44.1239667582232,-0.647686491921436,0.210190961922865,-3.08141932458124,0.00206016295751792,0.0252488303324973
"Ralgps1",21.3530300021672,0.875214227022582,0.284096729941431,3.08069095762916,0.00206520879387808,0.0252602008806543
"Rnf122",39.8522482033256,-0.845674548721188,0.274494991091811,-3.08083781550073,0.00206419050941621,0.0252602008806543
"Gm31814",11.5559832821811,1.72687425642667,0.561014559045599,3.07812734729101,0.00208305877478197,0.0254531524392681
"Batf2",28.647315138972,-1.59406636359675,0.517935393154299,-3.07773205821805,0.00208582366354145,0.0254615768202254
"Srsf9",309.962347468938,-0.56640509777566,0.18405394840442,-3.077386291823,0.00208824492057314,0.025465793922059
"Slc23a2",79.6996710191988,0.559810295587732,0.182073240333766,3.07464344876557,0.00210754342944424,0.0256756134979364
"H2-Eb1",3140.38396040408,-0.611792686971964,0.199035467952293,-3.07378726649164,0.00211360089909343,0.0257238649107919
"Trim30a",130.982803386879,-1.6685358010854,0.542948854754203,-3.07309940241196,0.00211847908352841,0.0257576822564188
"Mtarc2",351.760972406459,-0.370026621971087,0.120475609634805,-3.07138202572903,0.00213070345233885,0.0258550642465806
"Rab10os",117.776036684132,0.677349020773723,0.220517332601855,3.07163619649201,0.00212889018405887,0.0258550642465806
"Ap1m1",354.140233225232,0.282547286125561,0.0920129370632329,3.07073434609951,0.00213533043877891,0.0258680262269829
"Tlr4",17.5363624978218,1.32729324808413,0.432252643190396,3.07064229448677,0.0021359887975166,0.0258680262269829
