"","baseMean","lgFC_LMoDC_vs_Naive","lfcSE","stat","pvalue","padj"
"Gm11427",49.9638616904874,1.61812769367262,0.249626477239943,6.48219576530443,9.03972393176201e-11,1.47249140397271e-09
"F2r",56.5452194072623,1.76516108729439,0.272358145657683,6.48102917220239,9.10990541612744e-11,1.48223844750547e-09
"Kel",16.8580083005864,-6.78424095027387,1.04680727672315,-6.48088822186138,9.11842088388444e-11,1.48223844750547e-09
"Igfbp7",31.9040642467609,-2.15810008868254,0.333069759680898,-6.47942368214435,9.20736237580508e-11,1.49515009488926e-09
"Crls1",79.472061463943,1.3652078407092,0.210744590220444,6.4780208084163,9.29335399671059e-11,1.50755656836216e-09
"Dmtn",16.774115396385,-5.6544593047781,0.873846022611578,-6.47077306351887,9.75027785118426e-11,1.58004760353366e-09
"Pnpt1",63.6359972132957,1.7855877184998,0.276104314242624,6.46707648664529,9.99170826165147e-11,1.61750424474665e-09
"Cth",20.5722646846765,5.78646028315539,0.894873014209212,6.46623620477462,1.00473985536725e-10,1.6248462743331e-09
"Mfsd13a",46.8441958298226,2.47608016140117,0.383382261186532,6.45851520030669,1.05735244472704e-10,1.70817297828e-09
"Ermap",20.4702676416689,-5.95764108708969,0.922842410091949,-6.45575129831331,1.07683327808747e-10,1.73785855218244e-09
"Vstm4",6.84792772056111,-6.97572065911946,1.08138432487319,-6.45073217603508,1.11311060174417e-10,1.79456262039145e-09
"Ccr9",50.4801970732287,-3.23275455902109,0.501214128523705,-6.44984723104867,1.11962954623115e-10,1.80322303659912e-09
"Tut1",120.895919114769,1.0371084824558,0.160803071113676,6.44955643740564,1.12177981200718e-10,1.80483693602261e-09
"Noct",55.3352971042576,1.63861141567401,0.254137073257693,6.44774646480824,1.1352546494597e-10,1.82464906286882e-09
"Cast",149.084227388994,-0.973149862929457,0.151038862458841,-6.44304285060837,1.1710161530467e-10,1.88020458730757e-09
"Gstt2",93.133584333813,1.05149883835307,0.163255625221536,6.44081229621455,1.18835765705643e-10,1.90610142972143e-09
"Cstdc4",33.7724707732805,9.23422926287342,1.43428745663613,6.43819983236184,1.20898764391322e-10,1.93721475786666e-09
"Atp5mc3",1908.67719019915,0.567952191733311,0.088250985315271,6.4356470322041,1.22948446443591e-10,1.96805155768514e-09
"Fam3c",170.475923278179,1.19159627020682,0.18522175483682,6.43334942624106,1.24822244346677e-10,1.99601308126695e-09
"Cyp4f16",36.3145745160015,-1.6357796436172,0.254558065308829,-6.42595881467231,1.31040881190957e-10,2.09332480837464e-09
"Pcmtd1",46.1361816715928,-2.36885218221546,0.368868968521172,-6.42193403178478,1.34553735170608e-10,2.14725904887999e-09
"H6pd",56.4996219449593,1.3573418491489,0.21142898515026,6.41984753502106,1.36410896259015e-10,2.17310574185552e-09
"Txnl1",314.024245495922,0.915796941087279,0.142651852460321,6.41980405646683,1.3644986113693e-10,2.17310574185552e-09
"Card11",152.876437887207,-1.03832987915584,0.16179016657983,-6.41775641317178,1.38297301651719e-10,2.20029887111677e-09
"Clec1b",14.0798956272368,-6.27038670390699,0.977103276015715,-6.4173223627654,1.38692042540853e-10,2.20434804519684e-09
"Reg1",26.1599324832108,-8.8521464148507,1.38273539175294,-6.40190919220527,1.53445926715659e-10,2.43638032529642e-09
"Rasgef1b",104.802813176882,-1.72576153124729,0.26957985941243,-6.40167086298182,1.5368569424108e-10,2.43772495234666e-09
"Yaf2",130.645897164029,0.92327114504729,0.144242216244771,6.40083859693716,1.54525857924497e-10,2.44858060555964e-09
"Or2v1",17.5828326210487,2.92639461099151,0.457225921347682,6.40032525357684,1.55046308731123e-10,2.45222113762553e-09
"Try4",109.183487909925,-8.6615414203124,1.35330150673916,-6.40030427600922,1.55067613130592e-10,2.45222113762553e-09
"Elane",572.43790790272,2.67217372009189,0.417621076156998,6.39856049575268,1.56848599646833e-10,2.47789260085283e-09
"Rab32",199.643862309595,1.16573105558346,0.182225215767076,6.39719948019444,1.58252528389475e-10,2.49756174071703e-09
"Cox6c",686.174945093333,-1.72843609076298,0.270206085377191,-6.39673265814942,1.58736891826007e-10,2.50269328246039e-09
"Bcl11b",109.568509633557,-1.51905002415518,0.237569983143735,-6.39411597397019,1.61478837346632e-10,2.54337258943057e-09
"Tacc1",391.407794593109,-0.779819359023197,0.121962687864107,-6.3939174568872,1.61688736003526e-10,2.54412937061003e-09
"Atf1",222.739550420608,0.905985137122203,0.141743259551813,6.39173347633528,1.64015603259326e-10,2.5777860311402e-09
"Tmem179b",259.406517249967,-0.889794643474597,0.139213066485161,-6.39160292880583,1.64155723466591e-10,2.5777860311402e-09
"Pltp",29.1989322276005,-2.37633272662719,0.37194496573338,-6.38893638993518,1.6704352198899e-10,2.620516089965e-09
"Cct3",727.162495784192,0.625547502309875,0.0979719919205336,6.38496258009396,1.71439385980122e-10,2.68679532225477e-09
"Rnf123",153.261031255711,-0.874998169993991,0.137054536549735,-6.38430651054348,1.7217592547842e-10,2.69565076951722e-09
"Atp6v1a",280.51424087342,0.757800316171219,0.118706196198048,6.38383117682346,1.72711491667125e-10,2.70134521145825e-09
"Parvb",30.385198486654,-1.91194821616009,0.299574263507435,-6.3822178640277,1.74541402942533e-10,2.72725279607721e-09
"Fam98a",47.1300917614136,1.44353894522907,0.226188680390554,6.38201232146787,1.74775897210042e-10,2.72820489398674e-09
"Ndufa6",1258.2479140612,-0.480599095502863,0.0753297212983355,-6.37993991242182,1.7715747977556e-10,2.76263732598415e-09
"Exoc6",183.10251146214,-1.07545271994719,0.168643290786101,-6.37708571111337,1.8048946124233e-10,2.81180757311019e-09
"Atg14",30.7264716267538,-1.94507900239474,0.305272870507573,-6.37160779849413,1.87056742142475e-10,2.91123260370055e-09
"Cisd2",113.543771061595,-0.96740327056068,0.151902428046998,-6.36858332680087,1.90782116181353e-10,2.96334395677341e-09
"Isg20",601.910199861709,1.24144828059183,0.194932722301599,6.36859869361016,1.907630062398e-10,2.96334395677341e-09
"Cpm",48.8299829817945,-1.47688345146158,0.231944887338628,-6.36738954847239,1.92272411858128e-10,2.98354397038293e-09
"Glul",46.601273953288,-1.81265674899145,0.284913736034639,-6.36212481089739,1.98981643511355e-10,3.08460794315087e-09
"Serf1",40.4190071838442,1.71380984343795,0.269398285732801,6.36162119137526,1.9963529997385e-10,3.09169190176252e-09
"Bcor",131.989796549792,-1.0795733706276,0.169949728857208,-6.35231005007754,2.12105260175409e-10,3.28157734714297e-09
"Gm26956",32.8649959239947,3.24825682905688,0.511375819778012,6.35199534946127,2.12539750835375e-10,3.28506621768069e-09
"Mtss1",177.272847136273,-1.28112486678981,0.201852064418998,-6.34685045445209,2.19767568989558e-10,3.39344441743306e-09
"Apol8",20.9371935853714,-6.63421899639123,1.04568471169977,-6.34437792019285,2.23325995372646e-10,3.44500620339806e-09
"Tbc1d2",43.4210008043726,1.91007298729332,0.301149984919988,6.34259698801183,2.25923886612332e-10,3.48166428790123e-09
"Arl14ep",87.396165543936,1.14240485228885,0.18018819407151,6.34006494252044,2.29668330923804e-10,3.53590254044199e-09
"Adcy3",31.202091828987,-1.8504765233913,0.292135981862809,-6.33429853998712,2.38423470745594e-10,3.66710228635028e-09
"Add2",14.240055221084,-6.73661562124081,1.0636126507793,-6.33371144683637,2.39332928833747e-10,3.673900691736e-09
"Vcam1",119.000299672425,-2.33049391384406,0.367950555413415,-6.33371489608329,2.39327575769593e-10,3.673900691736e-09
"Lbh",325.696041482393,-1.33090680398901,0.210191972738441,-6.3318631375384,2.42218301123084e-10,3.71456534180854e-09
"Cdc25a",115.028081286601,1.09241884943256,0.172551522885244,6.33097193908323,2.43621653055374e-10,3.73244518945169e-09
"Ccdc69",51.7313555585153,-1.80366265317392,0.285229095718811,-6.32355773042185,2.55608644218733e-10,3.91228069958545e-09
"Tmem134",467.605778641909,-0.933245842683863,0.147646080017816,-6.32083047901612,2.60161304337732e-10,3.97808904949883e-09
"Slc17a9",96.7164625038498,1.16903865637775,0.184985275703241,6.31963085674535,2.62188849344306e-10,4.00519584338498e-09
"Nckap1l",344.974280007392,-0.686922852828986,0.108753291710095,-6.31634079325274,2.67829088439775e-10,4.08738392348041e-09
"Pigq",109.316601215925,-1.67615664702215,0.265960714441471,-6.30227156120465,2.93314663274041e-10,4.47198175752149e-09
"Kmt5b",105.02258348757,-1.16754448491169,0.185337521137668,-6.29955811292223,2.98495376422624e-10,4.54655893603414e-09
"Lat",260.953731883749,-1.53690838632657,0.24398093617699,-6.2992970287304,2.98998544197789e-10,4.54981424612298e-09
"Dph3",234.151782952221,-0.698166743499613,0.110884420857515,-6.29634657511308,3.0474261242978e-10,4.63273609746974e-09
"Stfa2",31.3328784265975,8.38378215254634,1.33159674224364,6.29603684552451,3.05351820113715e-10,4.63751232885747e-09
"Tmem97",64.3415408687427,1.6274254739702,0.258498706549784,6.29568130414136,3.0605260123013e-10,4.64366876325909e-09
"Slco2b1",13.0047555512271,-3.56142401469799,0.565821597828426,-6.2942525141607,3.08884653110276e-10,4.6821194428548e-09
"Srxn1",121.723323870243,1.65469419895847,0.262904850668697,6.29388995581392,3.0960735279224e-10,4.68855296583933e-09
"Ints5",97.053593313449,1.12259807517121,0.178539875283391,6.28766024054486,3.22286286082669e-10,4.87585960628824e-09
"Fmnl1",839.431196257734,-0.921979947855192,0.146638321614854,-6.28744203903789,3.22739445452215e-10,4.87802052217631e-09
"Hhex",132.545665322588,-1.41103687742055,0.224459790068106,-6.28636815971541,3.2497875168024e-10,4.90714793243199e-09
"Kmt5a",418.774831908093,0.814835514680148,0.129703515379408,6.28229321538891,3.33614860435032e-10,5.03271784182175e-09
"Capn7",46.1667621458007,-2.01193356154972,0.32029055525881,-6.28158879029068,3.35130307708835e-10,5.05073183784773e-09
"Slamf8",31.4090692281075,-4.38495560185335,0.698445256885683,-6.27816648280432,3.42588974648877e-10,5.15819549090585e-09
"Bicdl1",70.2017385852955,-1.37012089006801,0.218480504537771,-6.27113569225187,3.58424083172456e-10,5.39145278793095e-09
"Dock2",636.400865290285,-0.817223355197593,0.130422643327643,-6.2659622159673,3.70530178274585e-10,5.56822549932906e-09
"Cpa1",83.3913161862508,-7.80352041186255,1.24541681453752,-6.26579015215909,3.7093959672554e-10,5.5690539836951e-09
"Gys1",65.4471138022911,1.59051870949064,0.253898850259579,6.26437933005424,3.7431328583742e-10,5.61434211839542e-09
"Eef1e1",19.810481977566,-2.54194722205124,0.405804983227877,-6.26396256110988,3.75315621202446e-10,5.62400977090681e-09
"Fnbp4",328.03011904601,1.09572274015326,0.175015813587118,6.26070706238117,3.83235834972082e-10,5.73722294278681e-09
"Rcn1",50.1973881400171,1.73460386197433,0.277169483829172,6.2582786460122,3.89249881463572e-10,5.82171159536241e-09
"Gbp7",247.033062055137,1.85615218351007,0.296857079033753,6.25267953707455,4.0346949756379e-10,6.02864736901636e-09
"Sit1",19.0630989270698,-2.38323740809875,0.381244157415974,-6.2512103116597,4.07283982229381e-10,6.07986411838902e-09
"Cd27",164.850744154809,-1.33169628729853,0.213250791130865,-6.24474254110178,4.24498748809292e-10,6.33083096065774e-09
"Isca1",76.3572703614847,-1.58125804056559,0.253226050767196,-6.24445247941463,4.25287198972312e-10,6.33435624196473e-09
"Psmc2",556.106801916797,0.659766559249694,0.105658008921782,6.2443591922891,4.25541077136889e-10,6.33435624196473e-09
"Ear2",21.9178515026668,-6.36409554199564,1.01938681297731,-6.24306245772213,4.29085459599625e-10,6.38107316882357e-09
"Hddc2",44.4239726447749,-2.02370018748526,0.324250108269952,-6.24117042946503,4.34308714254849e-10,6.45264525460488e-09
"Peli2",44.6397222069204,1.85727781916597,0.297641013927563,6.23999291850947,4.37590703489530e-10,6.49526748645129e-09
"Dok3",500.57176457942,-0.747063164735801,0.119749100725072,-6.23857014551582,4.41588600379417e-10,6.54842566921137e-09
"Caprin1",197.132473929774,0.935295123806493,0.150062747757598,6.23269357507241,4.58482455941948e-10,6.79254073982233e-09
"Faap20",113.911132911364,-0.956291440939522,0.153449228046999,-6.2319729666325,4.60596974036346e-10,6.81744240572253e-09
"Ssb",200.958382700142,-1.78402483760002,0.286478145563453,-6.22743781760788,4.74124819574828e-10,7.01107059162438e-09
"Mapkapk3",275.057104820054,1.06537945176073,0.171109204943839,6.22631290999455,4.77539858832453e-10,7.05493330919861e-09
"Ece1",48.4513867464837,-1.48885047215439,0.239128286591855,-6.22615790617679,4.78012303479509e-10,7.05528206422009e-09
"Dram1",72.3580731022647,1.74033852682054,0.279931794687421,6.21700914240146,5.0672025026401e-10,7.47198462842398e-09
"Gm37274",22.5345158134781,2.32630571381147,0.374283382694897,6.21535932763489,5.12073311282676e-10,7.54384290539118e-09
"Adrb2",33.2230643264795,-2.12402693327057,0.341792510666766,-6.2143752919777,5.15292389393214e-10,7.5841583041872e-09
"Sh3glb2",77.7846527449319,-1.33797254826269,0.21534185670746,-6.21324887191026,5.19001494734669e-10,7.63160383136975e-09
"Pnliprp1",47.8099724827465,-7.84662226645036,1.26435548704703,-6.2060253993729,5.43413993881929e-10,7.98310707460752e-09
"Exosc1",152.450043283823,0.795162009884978,0.128155411128006,6.20466980587141,5.48118624625815e-10,8.04470276423266e-09
"Tm9sf2",133.319871105602,1.20783755425992,0.19471700629405,6.20304090150153,5.5382438140903e-10,8.12086329418707e-09
"Ndufa2",698.023079918037,-0.915877271835831,0.14775483793231,-6.19862797491218,5.69574834016399e-10,8.34403244725422e-09
"Casz1",92.5753104698573,1.09560093175493,0.176803354914757,6.19672026180245,5.76518314216643e-10,8.43788769196594e-09
"Syk",706.689335478268,-0.809064044845809,0.13063537264682,-6.19329993441484,5.89174599093252e-10,8.6151028122296e-09
"Abl1",118.149565511174,-1.00867228165488,0.162870214053332,-6.19310466015958,5.8990529852693e-10,8.61777080626842e-09
"Rrs1",140.258817448619,0.965076012377058,0.155857962309003,6.19202251896315,5.93970633195581e-10,8.66910341987126e-09
"Dph2",66.5435317111403,1.31390769271068,0.212279427437891,6.18951967493463,6.03478205216036e-10,8.79154208321675e-09
"Znfx1",261.950794467931,1.11923846219015,0.18082495373526,6.18962393779339,6.0307919376069e-10,8.79154208321675e-09
"Stk38",301.797506436896,0.658333492424955,0.106378200390722,6.18861279855201,6.06959680689266e-10,8.83407335255053e-09
"Srsf1",256.998658980439,0.931771439353475,0.150876429168651,6.17572568815195,6.58602510509356e-10,9.57684816160645e-09
"Ubc",3116.67482322957,-0.654912978921449,0.106052304030103,-6.17537718686011,6.60056983387125e-10,9.5891272845307e-09
"Btbd2",29.0982340827655,-1.83686436281237,0.297546917300916,-6.1733604215254,6.68535712916941e-10,9.70333598461809e-09
"Drg1",127.058243557014,1.08673222561554,0.176096946730586,6.17121560476656,6.77669368966067e-10,9.8268310062524e-09
"Pdia3",409.149054806898,1.21782591952467,0.197358004861936,6.17064365023662,6.80125513780453e-10,9.85335755863128e-09
"Cpsf6",160.579435853737,0.788957837759299,0.127882869926748,6.16937857440342,6.85589018428184e-10,9.92336443892506e-09
"Rhag",20.2760384101307,-6.26321822303124,1.01527922386102,-6.16896128260435,6.87400556786199e-10,9.94043178668101e-09
"Ifitm10",10.2097082570881,-4.34414796068126,0.704643738578918,-6.16502740724308,7.04709334833873e-10,1.01813658403067e-08
"Psmc5",309.994051489157,0.969411760792553,0.157276387269827,6.16374636791096,7.10437045356088e-10,1.025469230115e-08
"Polr3b",67.9020904534071,-1.41317100688801,0.229319417193777,-6.16245682193529,7.16248649375096e-10,1.03290940546121e-08
"Cel",60.6950593569099,-6.90703162424134,1.1217313704514,-6.15747388919139,7.39144249033985e-10,1.06495036210497e-08
"Zfp296",79.2318755654522,1.40530485424195,0.228324994812531,6.15484456879453,7.51511628217788e-10,1.08177759010581e-08
"Abr",317.035914706867,0.726227339713862,0.118014199911233,6.15372845183132,7.56822260154729e-10,1.08842535291603e-08
"1700056E22Rik",12.1357130464297,-3.90245895624807,0.634226669146282,-6.15309816835845,7.59837386721145e-10,1.09176269486926e-08
"Gpr35",15.9306512796063,-5.33111828444549,0.867075428937677,-6.14839044738826,7.82731610592022e-10,1.12262041737481e-08
"Rtca",189.314768754193,0.815781699172076,0.132682200747641,6.14838836388972,7.82741890351037e-10,1.12262041737481e-08
"Rab5if",722.67347687364,0.891808710452005,0.145187880163955,6.14244597720498,8.12603190428041e-10,1.16438555609283e-08
"Poc1a",74.0457619324831,1.81061250359584,0.294858163349925,6.14062192826959,8.21990123732385e-10,1.17676345673491e-08
"Ppbp",20.978862572128,-5.99730541989405,0.976691817808248,-6.14042762572983,8.22996255879666e-10,1.17713176944244e-08
"Sla",206.949855489887,-0.939076228128815,0.153120668014119,-6.13291621769979,8.62825939792338e-10,1.23297826796325e-08
"Aimp1",440.076756197845,-0.538862355653786,0.0878672494953173,-6.13268719288299,8.64069428962527e-10,1.23363372877947e-08
"Dab2",26.6517432211901,2.72770218562757,0.444794960453167,6.13249345911772,8.65122669967782e-10,1.23401662878617e-08
"A630001G21Rik",272.052594711395,0.903599752038207,0.147451783171475,6.12810325248758,8.89328685790277e-10,1.26739416246032e-08
"Inhca",8.08861062444956,-6.74374331822682,1.10153027509533,-6.12215884637684,9.2315921719069e-10,1.31441483107069e-08
"Zfp710",200.589831156267,-0.926076276016317,0.15129747014172,-6.12089729688714,9.30498672682613e-10,1.32366593990027e-08
"Ftl1",1031.79138233439,1.62250337403113,0.265095883509894,6.1204397161851,9.33174828336088e-10,1.32521200395811e-08
"Mcpt8",614.515097622985,1.94413915254791,0.317653604111206,6.12031196053199,9.3392334523987e-10,1.32521200395811e-08
"Tbc1d14",112.484937766816,-0.926496490024907,0.151381406334394,-6.12027931606292,9.34114702198351e-10,1.32521200395811e-08
"Nod1",64.3813227187889,-1.32611697782938,0.216689724352334,-6.11988861859056,9.36407881247984e-10,1.32726740174365e-08
"Inka1",41.0877925278456,1.48926599597275,0.243391542084614,6.11880751162264,9.42782035237914e-10,1.33509827134277e-08
"Apba3",40.2831984939001,1.73698516957677,0.283906275195743,6.11816406093589,9.46595854304117e-10,1.33929255029761e-08
"Kpna1",67.412280260858,-1.67396868415431,0.273977925380959,-6.1098669968637,9.97142046706134e-10,1.4095391935408e-08
"Cdc20",123.022855331163,1.02064953565237,0.167146829809326,6.10630507809619,1.01964025190265e-09,1.44004718056224e-08
"Gucd1",209.240132002494,-0.807478258611731,0.132250423436523,-6.10567616820749,1.02366373127378e-09,1.44443179460435e-08
"Med17",85.5180035725152,1.08731173713736,0.17830414053841,6.09807340342239,1.07354451157223e-09,1.51345705626941e-08
"Zfp747",27.9082956473736,1.76848561443349,0.290083568725048,6.09646944915285,1.08436661804927e-09,1.52734398468785e-08
"Commd6",133.067359089719,-0.931774234533487,0.152842129116119,-6.09631807618689,1.08539342870724e-09,1.52742160303037e-08
"Tnfrsf23",35.6141411943776,1.664218405118,0.273060968561579,6.09467700156749,1.09658638525872e-09,1.54179261090178e-08
"Tmem184b",220.667311686183,1.06194080313932,0.174295086097411,6.09277534391199,1.10969745052872e-09,1.55883237040759e-08
"Rhoa",743.011497396135,-0.636905241471728,0.104607619816872,-6.0885167121354,1.13961559607301e-09,1.59943013880996e-08
"Gstk1",11.997349899819,-3.0967062972479,0.508667785490333,-6.08787579158922,1.14418580316013e-09,1.60441183228136e-08
"Col14a1",9.46667289298398,-6.6982219727546,1.10110027193637,-6.08320799065396,1.17801367968998e-09,1.65037406693822e-08
"Dock10",432.723313551003,-0.80924060197567,0.133039940740056,-6.08268913436175,1.18183354419961e-09,1.6542512449932e-08
"B4galt5",570.100195864007,0.594521953647769,0.0977484968200713,6.0821595522039,1.18574482540477e-09,1.6582493692649e-08
"Lgals9",785.265447010852,0.921311957464889,0.151567880328567,6.07854352431188,1.21279065510407e-09,1.69412412259208e-08
"Nolc1",379.413665156002,0.759405200661578,0.124934169954647,6.07844275859243,1.21355287361708e-09,1.69412412259208e-08
"Cdc45",81.210970968639,1.27996816003592,0.210600424983572,6.07770929301669,1.21911508960733e-09,1.70037889028727e-08
"Epb42",17.1309999637706,-6.58553655062117,1.08373812888869,-6.07668621696854,1.2269150885435e-09,1.70974098198717e-08
"Spta1",9.40081694398184,-6.69538888129567,1.10184366262019,-6.07653255033839,1.22809084761414e-09,1.70986359908297e-08
"Snx9",125.003549024815,-1.10253576295139,0.181522571175666,-6.07382187135523,1.24901272877741e-09,1.7374540781993e-08
"Pnpo",71.1488795295594,-1.45042593725124,0.238900212913406,-6.07126263958992,1.26908434471022e-09,1.76381404195402e-08
"Ybx1",1926.82998263878,0.606499413111523,0.0999731229992346,6.06662465787096,1.30626346761036e-09,1.81388299005011e-08
"Klhl6",156.362937506192,-0.861322204469067,0.141988037936021,-6.0661603399096,1.31004349074817e-09,1.81752635755255e-08
"Trub2",49.4011722229024,1.31865800338141,0.217406211211266,6.06541090079527,1.3161671970992e-09,1.82441200804253e-08
"Snhg15",170.175433798993,1.128191866944,0.186009270008978,6.06524538744515,1.31752337225918e-09,1.82468280956317e-08
"Ubl5",168.995023999651,-3.34754590348772,0.552140772327631,-6.0628485909049,1.33731547831611e-09,1.85046320454673e-08
"Ctsw",76.8051741886008,-1.79730693472428,0.296533915025281,-6.06105016544585,1.35235641666918e-09,1.8696297725262e-08
"Dmpk",9.70011273197456,-4.587077152569,0.757013978293877,-6.05943520740151,1.36600337460757e-09,1.88683717446892e-08
"Mapkap1",145.123403048077,-0.872117504759846,0.143943640861305,-6.058742849225,1.37189506770912e-09,1.89331155130111e-08
"Mvp",385.508924381827,0.643039898655029,0.106177357607266,6.05628086012026,1.39304693451347e-09,1.92081620733485e-08
"Dcxr",53.2479421835439,-1.30252958216484,0.215165125873348,-6.05362777484464,1.41619641335206e-09,1.95102466445934e-08
"Il10ra",156.70522919374,-1.47827530338673,0.24423622157211,-6.05264564719887,1.42486070266772e-09,1.96124215282258e-08
"Arhgef37",7.85612832260132,-6.7272287164607,1.11217771209769,-6.04869945089299,1.46019770348518e-09,2.00812315845e-08
"Spdl1",64.4390640107144,1.2656596880846,0.209313966698249,6.04670442230548,1.47838620131312e-09,2.03135950161197e-08
"Pold1",235.468603509465,-0.77721406998161,0.128542310166751,-6.0463676821536,1.48147793447697e-09,2.03382983860642e-08
"Cd300e",10.1078367282832,-6.74379334131723,1.11548799610104,-6.04559920401543,1.48855722927767e-09,2.04176536535914e-08
"Wdr41",37.3443786008265,-1.5997600111923,0.26468034606152,-6.04412089902765,1.50226835160534e-09,2.05877560757491e-08
"Hba-a1",7784.50709736582,-3.78477387805774,0.626231246090342,-6.04373209048042,1.50589490510482e-09,2.06194791056992e-08
"Nsun2",309.972398893696,0.655211040999346,0.108449611633571,6.04161721863208,1.52577098177551e-09,2.08734500109045e-08
"Vav2",139.857197204032,-0.951415633616347,0.157538891786126,-6.03924289951198,1.548390108886e-09,2.11644731491992e-08
"Adamdec1",9.26289818999805,-6.43930711252707,1.06714832303892,-6.03412569134704,1.59825631404926e-09,2.18270990447787e-08
"Prrc2a",509.52968121355,1.05280745446417,0.174483473376398,6.0338519980803,1.60096704044487e-09,2.1845139677737e-08
"Dusp2",697.173085749864,-0.912879923636359,0.151370000520203,-6.0307849672929,1.63165177054013e-09,2.22445222733047e-08
"Dguok",94.5741944050131,-1.2639165080214,0.209742475654449,-6.02603980942662,1.68025813025825e-09,2.28873288990723e-08
"Itgb2",882.672754285891,-0.732023331782687,0.121541566402213,-6.0228229193643,1.71400940355274e-09,2.33268517873988e-08
"Psmb8",2163.73667617027,0.527481424702607,0.0876084339148218,6.02089777355747,1.73452285055175e-09,2.35796657137249e-08
"Tnip2",52.4803820461369,1.26449785114993,0.210021615118195,6.02079862321932,1.73558580258157e-09,2.35796657137249e-08
"Gnb4",72.8930491721941,1.49205469338486,0.247904873233643,6.01865818094929,1.75868802148618e-09,2.38728989721427e-08
"Enpp1",25.3426367461501,-2.02717436092723,0.336824157963757,-6.01849455568254,1.76046633837416e-09,2.38764196487518e-08
"Sp110",438.164466596663,1.31017132776118,0.217724129550044,6.017575224523,1.77049046531693e-09,2.39916720899283e-08
"Rnf10",386.121585617493,-0.651054515508014,0.108226101026927,-6.01568853844258,1.79123685000984e-09,2.4251896679849e-08
"Snrnp25",194.590692351926,-0.722852109998254,0.120168329767092,-6.0153295914096,1.79521063713692e-09,2.42847814157963e-08
"Lsr",29.2173080363602,-2.32401140185831,0.386412080592865,-6.01433422654027,1.80627499107248e-09,2.4413445042707e-08
"Bbs9",27.6815541094554,-1.6517725216244,0.274663090537445,-6.01381320800077,1.81209303371992e-09,2.44515698365189e-08
"Pnn",151.537514262322,1.1169169472711,0.185725561798607,6.01380303526684,1.81220681083686e-09,2.44515698365189e-08
"2310039H08Rik",76.802519466346,-1.27923772684079,0.212741995264767,-6.01309452442013,1.82014831100347e-09,2.45376597775846e-08
"Sowaha",6.27554571682248,-6.52805711336404,1.08624939546212,-6.00972220618527,1.85841486604882e-09,2.50320679343799e-08
"Bscl2",135.310391863361,-1.42443199200833,0.237157313678417,-6.00627477986975,1.89834362638856e-09,2.55479995404124e-08
"Grap2",94.3717404378339,-1.45162115246535,0.241918049399171,-6.00046650537488,1.96751435253697e-09,2.64562515889894e-08
"Larp1",185.253950359043,1.22294834981724,0.203861797767619,5.99890888439662,1.9864777647055e-09,2.66884136610305e-08
"Acot9",107.077199807751,1.06078760079764,0.176897408204918,5.99662601935257,2.01459284583944e-09,2.70430272790352e-08
"S100a6",1038.13647585768,-1.27583279079454,0.212796260798625,-5.99556019455574,2.02785161055405e-09,2.71977811145896e-08
"Mrpl13",119.612737144987,-1.40842161711228,0.234960927149923,-5.99428013072828,2.04388787897632e-09,2.73894915342103e-08
"Stk11ip",59.8813221343584,-1.59190383421951,0.265750679789014,-5.99021547370399,2.09563201017481e-09,2.80589774854666e-08
"Fbxl3",88.6083709501967,-1.30931516160256,0.218611169237832,-5.98924184051241,2.1082148066601e-09,2.82034285496937e-08
"Sec23b",215.403750791637,0.758576552117684,0.126678078870658,5.98822273656528,2.12146407775408e-09,2.83565423794357e-08
"Mgst3",14.5802040953629,-2.62072750529787,0.437703606738312,-5.98744781846112,2.13159296812953e-09,2.8467722910814e-08
"Hes1",36.02287810194,-1.64497973721852,0.274887603713127,-5.9841903199652,2.17468915353466e-09,2.90186237728449e-08
"Gvin-ps7",368.336091992082,0.965222042630825,0.161446495023265,5.97858778223541,2.25080314755071e-09,3.00087995558521e-08
"Irf9",471.337793760403,0.818532335128546,0.136947180304431,5.97699297867225,2.27293991296437e-09,3.02782563490568e-08
"Fen1",193.423684786428,0.848028634474004,0.141924249770489,5.97522013218588,2.29779694492154e-09,3.05834633168685e-08
"Ces2g",11.9127881176432,-4.35531092601288,0.729205106306474,-5.97268297814471,2.33383149465425e-09,3.10367997161338e-08
"Cdk5r1",60.9891045351471,1.38320407651858,0.231697687974844,5.96986568406654,2.37448984577136e-09,3.15508080183263e-08
"Ccl2",108.496189956444,-1.7865183515193,0.299367136405009,-5.96765020026229,2.40694686345507e-09,3.19550656644006e-08
"Cd300lf",168.722575665041,1.11158852429833,0.186311403241491,5.96629355454707,2.42703472466048e-09,3.21945644193571e-08
"Sgsh",34.3212653961572,-2.07047861608822,0.347119838050593,-5.96473721500884,2.45028059941064e-09,3.24755149596424e-08
"Gga2",205.955693041027,-1.32385346477249,0.222004094585517,-5.96319390975258,2.47354586932828e-09,3.27286763636121e-08
"Pik3r6",49.8382517174435,1.61525530631577,0.270865915532095,5.96330218640734,2.47190660895101e-09,3.27286763636121e-08
"Timm8b",179.191510767608,-0.950987675686054,0.159606732005239,-5.95831807178934,2.54847139866006e-09,3.36916921072645e-08
"Csnk1g1",116.769150566874,0.966141193324019,0.162171621832522,5.95752316223227,2.56089427225084e-09,3.38274765256395e-08
"Itgal",426.824361215684,-0.874669910799382,0.146826605583509,-5.95716224129357,2.56655420656774e-09,3.38737746205192e-08
