"","baseMean","lgFC_LMoDC_vs_Naive","lfcSE","stat","pvalue","padj"
"Mpnd",117.949893184405,-0.661339788525436,0.179396089977124,-3.68647827614173,0.000227378841935516,0.00109738041645207
"Rps4x",49.0963396066947,-1.88488154901095,0.511386952127763,-3.68582252865153,0.000227965174736826,0.00109987249284474
"Nit2",52.3110086286729,0.837082589320165,0.227119671270135,3.68564547772941,0.000228123726918083,0.00110029974330327
"Ndufa7",570.691550418203,-0.396671115744936,0.107632269441604,-3.68542926580352,0.00022831748883182,0.00110089650519858
"Jpt1",842.36537205044,-0.331461772798976,0.0899461600735135,-3.68511310019317,0.000228601104004159,0.00110192602080386
"Tcof1",578.595221395477,0.607391553368327,0.164831586334476,3.68492208851166,0.000228772610509173,0.00110241467338862
"Synj1",34.225387485573,-1.12561483148775,0.305527650245557,-3.68416681954341,0.000229451938624175,0.00110534937886405
"Ampd3",62.6116807915131,-0.831082338702097,0.225635450768465,-3.68329682180532,0.000230236806090785,0.00110879054992066
"Aamp",394.321473198759,-0.430439702822163,0.116888504230493,-3.68248105881633,0.000230975034046118,0.00111200507202785
"Vamp3",86.5545312652192,-0.903949088812655,0.245521854086874,-3.6817459373405,0.000231642187484176,0.00111487554962149
"Arpc3",1252.63802484032,-0.317496833097123,0.0862645905692875,-3.68050008702134,0.000232776979861447,0.00111999429030979
"Tbl1xr1",143.041155849046,0.546080474053699,0.148411363844971,3.67950580000147,0.000233686374847779,0.00112402574242113
"Clec10a",8.60551060365977,-2.8937867246399,0.786671584051252,-3.67851945247252,0.000234591801470013,0.00112803564616309
"Erg",18.5281688368152,1.69827210995878,0.461698840909044,3.67831140016516,0.000234783204909771,0.00112861076390725
"Ubtd1",103.113076256237,0.836486113884885,0.227418080407627,3.67818650296212,0.000234898177905723,0.00112881823861206
"Aaas",77.0512719017975,0.725047631179978,0.197241779647017,3.67593332648652,0.000236981414531142,0.00113837308750297
"Mrpl38",138.855835796211,0.562700185380422,0.153079058022804,3.67587959220783,0.000237031307042257,0.00113837308750297
"Ecpas",30.5689144170314,1.07693867750886,0.292988101823506,3.67570788986373,0.000237190799486325,0.00113879113534684
"Igkc",7410.94847943037,-1.61123349954698,0.438362475327138,-3.67557350419778,0.00023731569911438,0.00113904289294013
"Rps16-ps2",407.281273457866,0.829889017470129,0.225814146732299,3.6750975502609,0.000237758552830598,0.00114082011353607
"Gm11837",1.8503958263742,-4.83076463329949,1.31449686960713,-3.67499135600322,0.000237857467554336,0.00114094645483266
"Ap3s2",22.2777788845235,-1.27681269825571,0.347551493454002,-3.67373676218917,0.000239028986314762,0.00114621617934159
"C1qtnf12",49.4010183846885,-0.910368459867222,0.247910491711286,-3.67216592401192,0.000240503441821859,0.00115293491979195
"Lmnb2",89.9514013310107,0.65490942730533,0.178410576756596,3.67079933942939,0.000241793112840589,0.00115876400632354
"Fads1",94.1943582203727,0.766223086449939,0.208761739184519,3.67032335255981,0.000242243831809132,0.00116057018963966
"Tbl3",104.382758850166,0.657208594824086,0.179086541513488,3.66978215822314,0.000242757254208364,0.00116267558772129
"Mif-ps4",6.38608018339008,3.00046734346744,0.817885363557108,3.66856710874242,0.000243913673308965,0.00116785837061944
"Dennd4a",190.085995541746,0.498247228665605,0.135818180713718,3.6684869878785,0.000243990109391654,0.00116786861435061
"Arsg",12.7203445978135,-1.70469284328808,0.464853468763529,-3.66716171403952,0.00024525769780976,0.00117357861548603
"Smim20",123.75034400184,-0.558519116168969,0.152307529089904,-3.66704863184595,0.000245366143412422,0.00117374023381006
"Abracl",341.459931152324,-0.658653379653452,0.179628770034439,-3.66674770153564,0.000245654954154415,0.00117440700254053
"Sqor",78.2432679859196,0.88734985035133,0.241994451970742,3.66681898334848,0.000245586514314888,0.00117440700254053
"Magohb",78.4871524859012,-0.91994230791309,0.25092064272274,-3.66626794005784,0.0002461160534008,0.00117625364652088
"Slc25a45",117.339163314259,-0.584132612490815,0.159399211923473,-3.66458908699784,0.000247735999944105,0.00118363592192139
"Sdhaf4",49.3207739151602,-0.887745999160112,0.242291209643406,-3.66396288361704,0.000248342788318805,0.0011861745030639
"Gas2l1",45.4984164916447,0.880336537468922,0.240277091040288,3.66383883564377,0.000248463155576719,0.00118638892542844
"Tff1",17.0386639381751,4.26673979391041,1.16469305058915,3.66340280965196,0.000248886678277096,0.00118805031759419
"Sdc1",38.4450231374002,-1.2659799772072,0.345620826231177,-3.66291577684158,0.000249360545678401,0.00118995094642343
"Prmt6",33.0942677258411,1.07488085565995,0.293467404429477,3.66269248112784,0.000249578088099725,0.00119062760753857
"Gm37795",1.68867719447187,4.72192617661656,1.29009814851095,3.66012941113564,0.000252087900525522,0.00120187130978486
"Zdhhc17",83.7770805795694,-1.01504083509293,0.277318923824426,-3.66019318514148,0.00025202516554221,0.00120187130978486
"Rab11fip1",64.1114132773115,0.707956042020385,0.193461679450381,3.65941226206485,0.000252794374689028,0.00120487409816156
"5031425F14Rik",2.21113093244332,-4.48608914661788,1.22596024700319,-3.65924519786341,0.000252959218552198,0.00120529431840618
"Ssbp3",126.727128769037,-0.747374738654121,0.204269851777014,-3.65876183955905,0.000253436720806796,0.00120720358010971
"Gba",213.277014275002,0.534977577751063,0.146248766802908,3.65799718825681,0.000254193834786679,0.001210443165408
"P2ry1",13.1749171836106,1.93695700274535,0.529742670124322,3.6564111444728,0.000255771012189608,0.00121758465796743
"2810001G20Rik",25.0797040282487,-1.19025150058569,0.325536088969062,-3.65628125703385,0.000255900579223867,0.00121783263845594
"Cplane1",34.0313698605838,-1.10907722981383,0.303496269447071,-3.65433562605042,0.000257848791775837,0.00122644800885931
"Zfp518b",9.28733619383076,2.26042809558576,0.618563675341591,3.6543175516045,0.000257866955231249,0.00122644800885931
"Fam78a",99.3514714152854,-0.712340164210965,0.194940945097067,-3.65413312147569,0.000258052362197175,0.00122695858480865
"Pdzd8",12.1956615589571,-2.12389929223007,0.581330699839295,-3.65351303968156,0.000258676645307216,0.00122955494030364
"Comt",81.6931546439755,-0.696727496605669,0.190709743484433,-3.65333980254942,0.000258851309109522,0.00122978054121743
"Selenof",637.511242384966,-0.512194577081014,0.140200110937139,-3.65331078311818,0.000258880578337584,0.00122978054121743
"Eny2",121.490766214246,-0.545888638662561,0.149430234172739,-3.65313379641447,0.000259059155716511,0.00123025706003258
"Gm16556",1.87950263557684,-4.57340894512746,1.25199388866174,-3.65290037479017,0.000259294851849943,0.00123100446276933
"Gm42602",4.09365128800426,4.10300997532706,1.12373112233431,3.65123817769142,0.000260979068615423,0.00123841642376675
"Prkcsh",305.96171122156,0.538790336976816,0.147565108578947,3.65120415093628,0.000261013653027498,0.00123841642376675
"Emc2",8.98185860842205,-2.35735995753252,0.646108628705919,-3.64855049568684,0.000263724072291863,0.00125089882086777
"Pnkd",56.4589695795786,0.839556069922415,0.230224071276723,3.64669109214601,0.000265638948026886,0.00125960139488224
"Gm2447",4.64163575850152,-3.93618882489238,1.07947000794427,-3.64640869679038,0.00026593090573607,0.0012606055208882
"Slx1b",29.9715567056603,1.0509909290015,0.288261310599324,3.64596597030793,0.000266389229182293,0.0012621205656646
"Stard3nl",75.6900087184797,-0.715826528544678,0.196334984532946,-3.64594486432223,0.000266411097199258,0.0012621205656646
"Aen",21.6468076550767,1.18831509803861,0.325945047914828,3.64575288270409,0.000266610087596712,0.00126268272580076
"Trappc9",60.0199231513032,-0.706399042058505,0.19385255320853,-3.64400174445275,0.000268431598250439,0.00127092659424658
"Cpne5",3.82746096769326,-3.81875358208365,1.04806584581114,-3.64361990932751,0.00026883032415944,0.00127243115491185
"Gigyf2",142.876601397214,0.794722768414645,0.218287724201471,3.6407121441293,0.000271884978306077,0.00128650209933571
"Cnn3",144.117553234139,-0.773590441682662,0.212488639798686,-3.64062023464205,0.000271982059049429,0.00128657417580438
"Dmwd",14.9165976933268,-1.37682876332232,0.378250760603921,-3.63998941105644,0.000272649252992079,0.00128934224060845
"Stx17",35.8429855680478,-0.917485871210454,0.25207973948448,-3.63966526261403,0.000272992686673364,0.00129057805768981
"Maff",32.3928153138137,-1.08382315940871,0.297792030978357,-3.6395304328593,0.000273135657499373,0.00129086572466405
"Anxa7",323.365438113584,0.394486655230453,0.108395978952775,3.6393107847877,0.000273368718298024,0.00129152137843424
"Pttg1ip",153.2169131755,-0.516500483175519,0.141925180703734,-3.63924485150878,0.000273438714131252,0.00129152137843424
"Ddit3",150.936615971072,0.653575958049066,0.179655946407007,3.6379311184524,0.000274836900981468,0.00129773543001733
"B3glct",18.2026505548844,-1.32488068748851,0.364241764107806,-3.63736621673175,0.000275440175256928,0.00130019342788698
"Troap",30.0149697048676,1.2401168306302,0.341079730194675,3.63585613815982,0.000277058928651961,0.00130744199924352
"Hs3st1",28.5521752613954,-1.06736256910539,0.293646028072314,-3.63486125152878,0.000278130280781396,0.00131210380660347
"Ly75",106.251856701629,0.825355534893314,0.227075484620233,3.63471880847754,0.000278283989125138,0.00131243505102252
"Clu",69.4113968681561,-1.08705942581086,0.29911010423864,-3.63431194869822,0.000278723464460368,0.00131411341867202
"Gm2606",1.9939394597275,5.52605659894427,1.52081172594297,3.63362308737978,0.000279469030845371,0.00131723349201151
"Cinp",82.0779324643576,0.72237853581336,0.19883314009179,3.63308920977599,0.000280048140720332,0.00131934166809521
"Spryd7",48.2954436168289,0.87695718852576,0.241382787019222,3.63305602423062,0.000280084174975107,0.00131934166809521
"Unc50",215.773063478777,0.636527520370458,0.175216766346144,3.63280029442495,0.000280362002885498,0.00132025474037062
"Fam110a",67.9178540306441,0.852548810398995,0.234781155377033,3.63124889231376,0.000282053007731134,0.00132782007443117
"Mettl23",139.052816929078,-0.473833252952977,0.130546896003556,-3.62960183243323,0.000283858734142998,0.0013359207910161
"Crlf3",384.8250001974,0.452572333112265,0.124705676201691,3.62912376482611,0.000284384880300547,0.00133799638834011
"mt-Co1",14.4396362677769,1.84862533929511,0.509429128701424,3.62881750403124,0.000284722421322988,0.00133918364475645
"Gm8292",5.86948685659765,-3.8274380464742,1.05477412870812,-3.62868024755408,0.000284873818395673,0.00133949493011115
"Arhgap1",134.818968806499,-0.716671869700173,0.197551852500585,-3.62776587831821,0.000285884315347893,0.00134384436392151
"Golm1",42.9552590438957,-0.91746761327781,0.252950127438251,-3.62706918778596,0.000286656502159889,0.00134707131762371
"Smurf1",94.1714291680975,0.771935238327827,0.21283102576894,3.62698641111602,0.0002867483786208,0.00134710034774069
"Tob1",72.4506551807335,-0.783656186261124,0.216072873167421,-3.62681430007143,0.000286939498471763,0.00134759545159177
"Gt(ROSA)26Sor",16.0143875536828,-1.52837449891651,0.421476057575413,-3.62624275198133,0.00028757502773906,0.001350176780475
"Mad2l2",120.857458829304,0.548250421895883,0.151206820430545,3.62583129738988,0.000288033358186545,0.00135192486035661
"M6pr",848.441160245979,0.416632791887358,0.114930463604322,3.62508580250511,0.000288865528922764,0.00135542604451849
"Itga1",8.28389231921694,-2.01893057344063,0.557112998198459,-3.62391575850727,0.000290176152474694,0.00136116948395993
"Rps6",1083.48246954148,0.848110834199533,0.234046141468345,3.62369073413775,0.000290428851124986,0.00136194842208641
"Ubd",4.67968696338996,-3.75071997223154,1.03535756755034,-3.62263249894021,0.000291619998537861,0.00136712638145441
"Bub1",18.8968541613273,1.47753175126692,0.407927620859523,3.62204390120408,0.000292284501989884,0.00136983306105515
"Mfsd5",201.137832848914,0.662144005038929,0.182826412462285,3.62170868049781,0.000292663586510421,0.00137120086925702
"Cab39",259.641560683875,-0.41911144204814,0.115737690880864,-3.621218281256,0.000293218984533064,0.00137339368828225
"Gm36955",3.43897278481603,-4.13892441825423,1.14305882501819,-3.62091987539519,0.000293557424878657,0.00137456930642467
"Gm8000",5.27048181179938,3.19781601044524,0.883242731593386,3.62054042004549,0.000293988316901642,0.00137617699624089
"Sipa1l1",307.803661384162,0.578892527437452,0.159913563705202,3.62003393598702,0.000294564380045462,0.00137846308125473
"Padi2",50.3892442355704,-1.32219897639413,0.365336827078457,-3.61912317180711,0.000295602922887177,0.00138291141216177
"Anxa1",88.7572826701798,-3.26611071857337,0.902592572769124,-3.61858807296968,0.000296214693584966,0.0013849490685491
"Fdxacb1",32.6423405889556,-0.968183404370604,0.267554156925397,-3.6186445970285,0.000296150014479448,0.0013849490685491
"Plac8",161.961284062808,0.818866658472379,0.226313025288109,3.61829221906214,0.00029655344793115,0.00138612062088307
"Naa80",49.5545017872294,0.952873906090399,0.26342929794198,3.61719031836872,0.000297818325312843,0.00139161898204298
"Gtf2a1",45.1743096571982,-1.44698953199326,0.400156779072464,-3.61605652501322,0.0002991250856494,0.0013973097240187
"C2cd3",119.976142949046,-0.567241344608908,0.15687475311393,-3.61588677176723,0.000299321197340277,0.00139781042810214
"Itm2a",36.4457730522691,-1.35657742300387,0.375224146918011,-3.61537879197389,0.000299908773293272,0.00139972268628175
"Slc25a1",151.53777234637,0.746138945273105,0.206375068010611,3.6154509964098,0.000299825189220605,0.00139972268628175
"Plrg1",83.708019758088,0.770683584908794,0.213223621412058,3.61443811808935,0.00030099969619848,0.00140398048206051
"Zfp740",187.80012907459,-0.43515049470967,0.120391950712821,-3.61444840899426,0.00030098774150022,0.00140398048206051
"Pnliprp2",4.38042878682219,-4.46674688466878,1.23588402171044,-3.61421201844401,0.000301262462989634,0.00140478927788017
"Gng2",102.823127497845,-0.6346789074698,0.175673637695313,-3.61282953888951,0.000302873821056356,0.00141188422099195
"Wdr73",81.9405081142373,0.611950834583667,0.169388681166315,3.61270204343122,0.000303022830002637,0.00141216005479142
"Dyrk3",4.79578897973219,-2.35020529588328,0.650599041528159,-3.61237128533575,0.000303409720106869,0.00141354398054531
"Gnptab",120.872081722364,0.624606325323947,0.172942037332303,3.61165125008782,0.000304253550614262,0.00141705527766091
"Med10",275.988323167264,-0.389668071142777,0.107911841343862,-3.61098528474827,0.000305035970833543,0.0014202785620653
"Gtf3c2",142.582447468635,0.495613143752355,0.137379084087599,3.60763173698502,0.000309004654295896,0.00143833111071282
"Ddc",2.25696163030116,-4.19751000098062,1.16376424873576,-3.60683876097803,0.00030995012616522,0.00144230492397605
"Otud7b",27.2523564779534,-1.32996096095103,0.368744033349193,-3.60673215203346,0.000310077443247206,0.00144247035525387
"Ncoa1",104.69245451831,-0.737938325946933,0.204644345817169,-3.60595511691397,0.000311006892836617,0.00144605149065419
"Wdr20",71.0832125371224,0.69488556022213,0.192706080583015,3.60593479001708,0.00031103124180303,0.00144605149065419
"Crcp",104.036433219711,0.575166188938514,0.15953849556412,3.60518749349337,0.000311927645343184,0.00144979025935822
"Jak2",498.813128983095,0.474047168876903,0.131496427847608,3.6050193654407,0.000312129652773252,0.00145030032868541
"Ints9",96.4067163435554,0.605338901256762,0.167921874772691,3.60488412886161,0.000312292229664743,0.00145062693797284
"Dis3",39.4108400919168,1.05037483587008,0.291396237912448,3.60462730540012,0.000312601192500737,0.00145163312996133
"Igbp1",302.837802360459,-0.475338089634172,0.131913841534951,-3.603398127923,0.000314083879642828,0.00145765707236658
"Tnfsf13b",2.92092544319729,-4.13283331170019,1.14690577973599,-3.60346367131531,0.000314004652479954,0.00145765707236658
"Trim33",61.8313124089592,-0.83728185819668,0.232441262807609,-3.60212230859241,0.00031562978963422,0.00146439925125747
"Rps6ka5",32.1348967078643,-1.04948924066464,0.291463621325311,-3.60075551073069,0.00031729383969225,0.00147168541343242
"Zfp385a",63.2534436776065,-0.788601209366034,0.219093350332937,-3.59938450056867,0.000318971265989731,0.00147902930091227
"Dcaf5",91.6965814513154,-0.707399128839684,0.196563207168785,-3.59883794647416,0.000319642284392009,0.00148170364740725
"Zswim8",297.170507172038,0.451913691401673,0.125608359454752,3.59779948853219,0.000320920867517363,0.00148719195651693
"C230096K16Rik",10.8121360885494,-1.61174607585758,0.448069926229206,-3.59708603838123,0.000321802063036894,0.00149083602383641
"Gdf15",129.654440949978,1.32249734384391,0.367721948653008,3.5964601751087,0.000322576942637477,0.00149398555136078
"Palb2",17.0795907896775,1.4186626820434,0.394506575573301,3.59604318377148,0.000323094187502648,0.00149594036328545
"Gm15706",7.45591197321357,-2.01785775864102,0.561221361051414,-3.59547568692091,0.000323799369786216,0.00149876392628667
"Ten1",183.53470946478,-0.488647973777277,0.135931307222077,-3.59481552677891,0.000324621509723561,0.00150212702718418
"Pex6",100.145046892273,-0.614081810208243,0.170859965685988,-3.59406492763099,0.000325558652535064,0.00150602014690956
"Gm10371",1.89389279960139,-4.56351184268198,1.26995288022694,-3.59344973639216,0.000326328622425272,0.00150913786875635
"Usp34",18.7109525658029,-1.83341347859807,0.510361699526628,-3.59238062005555,0.000327670778333984,0.00151489910724467
"Trim12c",93.5407711421325,1.07813032768985,0.300166088528948,3.5917792478609,0.000328428002258482,0.00151795347471364
"Tap2",530.445510230787,0.35117708917879,0.0977779258117063,3.59157842901129,0.000328681229877224,0.00151867732288068
"Map3k6",13.4083621463632,-1.8552660671796,0.516612749664769,-3.59121231209157,0.000329143364562023,0.00152036572070245
"Maml2",8.14582411763748,-2.71831100097824,0.757000515053872,-3.59089716178699,0.000329541653053697,0.00152175829740043
"Dctn6",260.361261264114,-0.422873211088267,0.117787297585826,-3.59014273827055,0.000330496930058468,0.00152572136375596
"Arhgef1",1171.59066224301,-0.542954103088064,0.151238181119239,-3.59005972612159,0.000330602201005153,0.00152575924768056
"Gm50394",5.10361327884489,-2.54520414385483,0.709063863848723,-3.58952736646278,0.000331278053281147,0.00152842962122875
"Ppme1",109.94806863298,0.608266208207534,0.169503006832875,3.5885275404422,0.000332550868806593,0.0015338518505783
"Eif2b4",154.136173768389,0.472633526477546,0.131713129798402,3.58835544490477,0.000332770413876349,0.00153441423752488
"Ercc5",34.6961083199905,-0.982661001219481,0.273943827407295,-3.58708940632007,0.000334389693572689,0.00154142861972701
"Fam72a",9.63621001282135,2.07014124538069,0.577240091059823,3.58627419931952,0.000335436252811538,0.00154579960655074
"2310009B15Rik",93.8419887061114,-0.638859711321423,0.178163459261905,-3.58580661808033,0.000336037913854551,0.00154811839621327
"Fndc3a",134.688487565237,0.666714789644118,0.185943528197894,3.58557673991511,0.000336334080117609,0.00154902883251354
"Adsl",196.261367367848,0.535236057090879,0.149286396090964,3.58529692661845,0.000336694910468391,0.00155012815898031
"Magee2",2.14317650657272,4.88883335922898,1.36361286405283,3.58520624739396,0.000336811922613391,0.00155012815898031
"Mmp8",121.513553213147,1.10509257183399,0.308240596234451,3.58516232233553,0.000336868617028867,0.00155012815898031
"Rpl6",1456.06309979899,0.77399921067696,0.215933279965218,3.58443687235999,0.000337806253416933,0.00155372844945724
"Scfd2",25.0281287213464,-1.10060733914538,0.307054483170745,-3.58440406985805,0.00033784870794865,0.00155372844945724
"Tmem119",15.8549613126974,1.54507601073747,0.431275667849068,3.58257171901984,0.000340228165617758,0.00156421366930258
"Gnb2",1142.03575150024,-0.353573375743983,0.0987019451311271,-3.58223310872197,0.000340669591592235,0.00156578517843226
"Gga1",123.594716188461,-0.653307855583118,0.182380724752529,-3.58211020638057,0.00034082994450794,0.00156606427878407
"Pno1",199.5414323915,0.694485610029684,0.194075333221097,3.57843317078581,0.0003456602261884,0.00158761129826153
"Sh3bp1",262.654444739744,-0.616319580619366,0.172233910371678,-3.57838696972831,0.000345721322854457,0.00158761129826153
"Vps50",52.3151851520257,0.760997502973923,0.212700283513025,3.57779261223845,0.000346508207605645,0.00159076008041855
"Hspa1b",103.540017944966,-1.78660458400685,0.49939153215414,-3.57756283191323,0.000346812868323074,0.00159169386194756
"Dennd6b",26.1406906202052,-1.15268468575656,0.322206716869606,-3.57746944866776,0.000346936754722001,0.00159179767877266
"Retnla",3.26778918151231,-3.80674050306743,1.06418103333359,-3.57715499884699,0.000347354222395616,0.0015932480367192
"Sntb2",11.2125576705669,1.66920147551037,0.466684440523297,3.57672407856297,0.000347927080988781,0.00159541008928315
"Fam120a",201.69733123566,0.699034150235307,0.195452514359016,3.57649095754936,0.000348237356601071,0.00159636716489129
"Cdyl2",52.293932636246,-0.908212372213292,0.253948735237905,-3.57636107682307,0.000348410335384121,0.00159669447868892
"Fblim1",15.5858733102947,-2.09944828324756,0.587202622340086,-3.57533873891938,0.000349774722358569,0.00160247999439066
"Spry1",49.8387287129207,-1.72319304253554,0.482339083663411,-3.57257601736879,0.000353486824247424,0.00161901497387682
"Pnpla6",56.186689781777,0.759684279035633,0.212731120868388,3.57110081465529,0.00035548402299127,0.00162768813207101
"Mpg",73.1473084327762,-0.600136903979119,0.16808154130907,-3.57051047548155,0.000356286204467617,0.00163088609435832
"Gm48690",39.0191631841388,1.65603555104965,0.463904274517541,3.56977859876786,0.000357283064385408,0.00163497306814388
"Eci2",138.124238367324,-0.532173084204681,0.149092651503691,-3.56941189815454,0.000357783512847604,0.00163678668173792
"Snrpb2",12.8552179505878,-1.74466641783771,0.488855954307636,-3.56887627626152,0.00035851567191659,0.00163965896038897
"Ube2i",37.2493112888152,1.22971991814301,0.344624060098128,3.56829386141194,0.000359313383724462,0.00164282928410844
"Ttc3",88.1626284897975,-0.753818340957884,0.211332059155925,-3.56698526465264,0.000361111777868083,0.00165057168837115
"Arpin",10.831465005974,-2.46920490644541,0.692442399052993,-3.5659354623899,0.000362560593659898,0.00165671220108719
"Swsap1",18.5458778318966,-1.4333426033476,0.40197819007524,-3.56572231712202,0.000362855415150063,0.00165757752709789
"Trim59",66.5935862207903,0.801789800875784,0.224901457637268,3.56507160646754,0.00036375686234443,0.00166121270168277
"Arfgef1",271.903758599774,0.616063202358342,0.172829116242871,3.56457994897463,0.000364439357175117,0.00166384613866851
"Ptprm",2.16299549609251,-4.38198741792959,1.22986537755842,-3.56298136193483,0.000366666721637401,0.00167352909332703
"Sh2d3c",240.877731669226,-0.481491648432532,0.135189630439552,-3.56160192809924,0.000368598956169825,0.00168185979449448
"Lrpprc",122.189279497297,0.563818266063044,0.158313249115775,3.56140922640481,0.000368869638609508,0.00168260645655916
"Gpr4",3.85609458182821,-2.9721321029726,0.834755041588588,-3.56048415989972,0.000370171641834088,0.00168805571163041
"Map3k5",79.6138916149646,-0.687592393952172,0.193151588749971,-3.5598588569843,0.000371054169139035,0.0016915894677194
"Zdhhc14",25.4815822321296,-1.01681381797723,0.285841003019224,-3.55727067578488,0.000374727985392443,0.00170784262174074
"F630028O10Rik",3.42020859574682,3.27914293391054,0.921860508276565,3.55709231979246,0.000374982402569271,0.00170850677854678
"Inppl1",49.6793539243546,-0.788821399376252,0.221772884562575,-3.55688839477435,0.000375273490710938,0.00170933758344979
"Fbxl4",14.8791895478135,-1.53178862143031,0.430742739293733,-3.55615656793637,0.000376319860419371,0.00171360715119701
"Ppcdc",105.486673668585,-0.745570319398897,0.209763895290059,-3.55433101758495,0.000378941940256049,0.00172504730926291
"Ildr1",14.5867715826136,-1.66107396791986,0.467496274571336,-3.55312771089557,0.000380679604412338,0.00173245590670456
"Rabggtb",134.798401551623,-1.19972229377711,0.337786569353375,-3.55171697937469,0.000382726288590917,0.00174126614482218
"Tbc1d8",177.392155151916,0.469063591882798,0.132101763270293,3.55077464729253,0.000384099144815292,0.00174700649807627
"mt-Cytb",668.066318994875,-1.37388533745137,0.386936334364991,-3.55067543529114,0.000384243951372053,0.00174715958102901
"Gm11353",6.12778229788977,2.13360394665512,0.600921067762172,3.55055607319719,0.000384418235954683,0.00174744657344467
"Rheb",361.077649820227,0.596133544063887,0.167955340329478,3.54935748333129,0.000386172437530984,0.0017549131383491
"Alpk1",6.68984827375151,2.59451092290408,0.731018802275827,3.54917125910684,0.0003864456573339,0.0017556471929571
"Gm867",1.83954830530352,-4.62753460900326,1.30491693950255,-3.54622924181468,0.00039078609449375,0.00177464370055017
"Strbp",151.868857151913,-0.627322433874615,0.176900690098123,-3.54618420949433,0.000390852884490406,0.00177464370055017
"Echdc2",5.22117966876709,3.03216381226502,0.85537109336856,3.54485186110741,0.000392833799378142,0.00178312286815623
"Gm11604",8.37540016102218,2.8580736481908,0.806315170635113,3.54461103086969,0.000393192861609423,0.00178400080307389
"Mtx2",45.0039521484361,0.88620497768209,0.250017632657078,3.54456990998551,0.000393254200817548,0.00178400080307389
"Cabin1",145.873341764376,-0.61246776594261,0.172802369907293,-3.54432503600034,0.000393619659687818,0.00178514351720508
"C230013L11Rik",2.14921631322869,4.36185252322904,1.2309671363547,3.54343539677747,0.000394950062213676,0.00179066052147008
"Cd28",7.29201670500486,-2.84135109479045,0.802103128200318,-3.54237627917696,0.000396539387673287,0.00179579447848931
"Hibadh",163.410364963348,-0.490272292489022,0.138400477256194,-3.54241764341228,0.000396477204002502,0.00179579447848931
"Setd7",94.2519877238636,0.654478913680476,0.184752715707197,3.54245896291841,0.000396415096670284,0.00179579447848931
"Snora57",36.5636171016799,1.1351359678757,0.320438386776852,3.54244689374931,0.000396433236893399,0.00179579447848931
"Gpi1",705.905300211274,0.831173360826325,0.234651447312607,3.54216166294947,0.000396862170799402,0.00179673861255639
"Hus1",24.2108804499812,1.26310770266661,0.356696284180235,3.54112941089225,0.000398418112197204,0.00180326354898585
"Gas6",3.03078413195637,-3.93085948318718,1.11070560353051,-3.53906514083704,0.000401546751843786,0.00181690080375143
"Atp1b2",7.2232273908457,-1.96405503984748,0.555016785868373,-3.53873088139945,0.000402055514627505,0.00181867931926036
"Pgap3",15.5180396589397,-1.37414570283707,0.388343188339614,-3.53848282678091,0.00040243345773685,0.00181986522501886
"Gm10335",17.3418120581519,1.24961893815876,0.353279285150081,3.53719844521283,0.00040439569222249,0.00182821279437599
"Dot1l",257.885923192011,0.53758674682078,0.152008390808236,3.5365596857016,0.000405374891713502,0.00183211268626927
"Pacs2",102.064601096874,-0.679804646753351,0.192245041140642,-3.53613618702406,0.000406025323246944,0.00183452487959721
"Ctnnd2",1.65243409066934,-4.680968215072,1.32409367966126,-3.53522434777388,0.00040742908455539,0.00184033844256499
"Gm1043",3.2517439024077,-4.00127867486276,1.13194593745897,-3.53486729573406,0.000407979994330066,0.00184229748086019
"Cep350",96.281419019591,0.656455749200114,0.185758562791902,3.53391918700143,0.000409446247786059,0.0018483875844196
"Tmem65",11.6583410982809,-1.78210980299352,0.50430500971336,-3.53379357465921,0.000409640876553808,0.00184873526803023
"Rpa3",102.791751076559,-1.38355458324609,0.391578980344892,-3.53327081557721,0.000410451788830826,0.0018518632803191
"Kcnn4",170.199466678026,-0.744874735145012,0.210969605016976,-3.53072062245684,0.000414429232210669,0.00186927205197116
"2010315B03Rik",18.6461532515742,-1.62597673304698,0.460560151239143,-3.53043294925163,0.000414880158044264,0.00187036901342964
"Hexa",449.357350906554,-0.440144886752704,0.124672327155137,-3.53041365952051,0.000414910410956751,0.00187036901342964
"Wdfy2",94.4579414351642,-0.840020212053424,0.237969440754344,-3.52994993554898,0.000415638309557259,0.00187311312727367
"Pelp1",161.251029965122,0.496806599480172,0.140752174403339,3.52965488161145,0.000416102070692443,0.00187466564895801
"Stag2",57.3076766208011,-1.17391802736767,0.33260325614192,-3.52948447043093,0.000416370140418063,0.00187533588459356
"Med27",96.6836030029715,-0.586878827920878,0.166315235900457,-3.52871355858304,0.000417584859736116,0.00188026823551762
"Tlr1",92.5356870020412,-0.701337400727087,0.198756074366211,-3.52863379377711,0.000417710733225691,0.00188029639621267
"Pdcd5",439.634676666996,0.356474494924323,0.101042358378013,3.52797084951942,0.000418758269635855,0.00188447215585629
"C230085N15Rik",37.0373383820839,-1.66084453977747,0.470907395267027,-3.52690264895009,0.000420451325301248,0.00189112510960112
"Twf1",108.933688136717,-0.564795163755363,0.160139883821553,-3.52688630887684,0.000420477273239768,0.00189112510960112
"Crebl2",35.1064335741489,-0.986436995426055,0.279900831079251,-3.5242374651855,0.000424703447527006,0.00190958623903805
"Tmem59",416.933864032955,0.510750018175565,0.144938772844658,3.52390190803517,0.00042524164346321,0.00191145936333949
