"","baseMean","lgFC_PcDC_vs_Naive","lfcSE","stat","pvalue","padj"
"Ciao2a",376.650101661472,0.270640317479338,0.102532541079942,2.63955535119652,0.00830148657570758,0.031698378976032
"Magoh",38.4103073811227,-0.750438469644166,0.28429591843762,-2.63963856311509,0.00829944879120271,0.031698378976032
"Tecpr1",249.265900904413,-0.416258092609773,0.157791434935492,-2.63802717035906,0.00833899002389723,0.0318340151482617
"Retn",0.900609761668433,-4.14940202652698,1.57309370785049,-2.63773353476622,0.00834621353986099,0.0318540209798829
"Fam131a",8.1856893418706,-1.39072729035745,0.527400148641638,-2.63694899203079,0.00836554097073632,0.0319202019367953
"Copb1",88.9444588913197,0.629157152111815,0.238656216837779,2.63624874494458,0.00838282555852824,0.0319709662327155
"Tbc1d9b",128.956768168954,0.445833697060238,0.169112197446833,2.63631898698735,0.00838109029486491,0.0319709662327155
"Ntmt1",65.3609281593638,0.498238431766478,0.189133166349397,2.63432607502617,0.00843044826994056,0.0321449610748457
"Spr",65.304789498825,-0.63780223263389,0.242132513501902,-2.6341040424911,0.00843596336063245,0.0321583567691504
"Plekhm2",132.331256125639,-0.489887510810653,0.185993089473278,-2.63390167988491,0.00844099267813448,0.0321698947524442
"Ccdc115",186.239933917488,0.33658383001369,0.127810663678091,2.63345655462225,0.00845206481302369,0.0321974567355904
"Wdr43",359.201871745233,-0.272378727631584,0.103430385875886,-2.63344978678154,0.00845223325784268,0.0321974567355904
"Epn2",2.77303340253848,-2.72072836975935,1.03331156982459,-2.63301839368857,0.00846297639911161,0.0322230985720144
"Suv39h1",81.7244893633515,0.487152585486524,0.185011373800408,2.633095336139,0.00846105937859354,0.0322230985720144
"Fam162a",295.155095629054,0.3134906814595,0.119065964754136,2.6329159815472,0.00846552859933038,0.0322251780615268
"Adissp",112.060476915812,-0.557722826975551,0.211851468139226,-2.63261251797898,0.00847309521909432,0.0322463401088679
"Prkab1",126.28150745933,-0.371125744079854,0.140988729184536,-2.63230788891003,0.00848069698197214,0.032267625845192
"Gm46203",4.53517618756341,-4.97963524062376,1.89181812052239,-2.6321955512556,0.00848350181272443,0.032270654302535
"F3",3.72044574535131,-3.18283085641365,1.2095615412322,-2.63139224249082,0.00850358289924559,0.0323393834501613
"Fam8a1",18.9633429681399,0.965168149567804,0.367013590224117,2.62978858351928,0.00854379827788861,0.0324846332629592
"Tgfbi",237.18795315933,-0.572646900419846,0.217814060683439,-2.62906305783493,0.00856204827967317,0.0325463188747444
"Gm12999",3.78682752825707,-1.97225123016,0.750428903493875,-2.62816533448741,0.00858467800889764,0.0326246197149117
"Socs4",20.0001496938899,0.867231609754536,0.330218160690447,2.62623838719608,0.00863343297529296,0.0328021445873004
"Myadm",200.880978748112,-0.398371957353717,0.151712578773162,-2.62583340534576,0.00864371110877332,0.0328334299482938
"Akt2",78.9135126034549,-0.46623326410127,0.1775764996,-2.62553471406117,0.00865129867455087,0.0328544827205639
"Zkscan7",3.50929573582358,-1.99023760759516,0.758289359237761,-2.62464135009855,0.00867402807648876,0.0329330151313438
"Cant1",108.448526367765,-0.423517513408195,0.161379983691574,-2.6243497100459,0.00868145967233642,0.0329534423857307
"Pla2g3",6.53740375887953,1.83436241620157,0.699033706782343,2.62414015004391,0.0086868032106321,0.0329645886435531
"Sirt6",26.6743917335436,0.742788783689396,0.283067051958225,2.62407361983978,0.00868850026872535,0.0329645886435531
"Igf1",67.0484663504506,-2.64664626024168,1.00896434098995,-2.62313161399235,0.00871256085316471,0.0330480702586158
"Sema6a",0.925903095344685,-4.72193747966463,1.80090333711719,-2.6219827474046,0.00874198562935706,0.0331518548512729
"Ddah2",28.5061758188863,-0.783708881614151,0.298934574366941,-2.62167359956213,0.00874991867320968,0.0331741075209913
"Bhlhe40",364.572317935639,0.421697164806697,0.160866311282262,2.62141377797102,0.00875659093042148,0.0331915707188038
"Tnfrsf17",2.52024365614262,-2.24663858780609,0.857546526868981,-2.61984454185696,0.0087969858846121,0.0333289578420775
"Vars",614.225956065207,-0.235519454994504,0.0898981938730022,-2.61984634894021,0.00879693927145097,0.0333289578420775
"As3mt",34.0664199515509,-0.66322608573407,0.253189712518765,-2.61948275518862,0.00880632250727656,0.0333564642199695
"Gm37248",11.0359433793245,-1.46246091141307,0.558435303451952,-2.61885468625087,0.00882255209994576,0.0334049662790698
"Parp1",322.202723070537,-0.33203860059521,0.126789089108606,-2.61882629593458,0.00882328634973189,0.0334049662790698
"Cib1",301.505239636192,-0.336659290320591,0.128559753761456,-2.6186989354792,0.00882658090481279,0.0334095654229295
"Adat2",22.4264297345641,0.803297667654479,0.306795328545941,2.61835038838993,0.00883560272686795,0.0334313151617021
"Garnl3",1.12092109484906,-3.43049367278521,1.31019077581497,-2.61831615373064,0.00883648930382142,0.0334313151617021
"Gm33142",1.64415190839278,-3.40489021739438,1.30106985515786,-2.61699262641149,0.00887082575424957,0.0335533187935637
"Btaf1",77.2222205137165,0.582992370781681,0.222899526499431,2.61549398483433,0.00890984905952214,0.0336929885339368
"Clec16a",30.5701689276475,-0.642651878906745,0.245758428867705,-2.614973906969,0.00892342722412615,0.0337363932521446
"Actg1",58.5827339049457,-0.75659128142863,0.289345076145803,-2.61484069992392,0.0089269079581453,0.0337416116328579
"Gm5805",99.3763312126225,-0.782189110746316,0.299157028804708,-2.61464393422939,0.00893205171448237,0.0337531119128311
"Zfr",123.748689062962,0.616409729431333,0.235813079806056,2.61397599292752,0.00894953247297298,0.0338112158151077
"Rpl19-ps9",10.8338660187438,2.0041969349049,0.766929896941401,2.61327266403077,0.00896797238287641,0.0338729152030394
"Rnf6",168.452214337021,0.422525266982212,0.161700676119499,2.61300865971617,0.00897490281419837,0.0338911233679555
"Ifi208",85.9239421615774,0.799460176816131,0.305982749374047,2.61276225032816,0.00898137567252946,0.0338996284782691
"Ogdh",212.280733470628,-0.322008707969997,0.123242624187923,-2.61280307922519,0.00898030286173784,0.0338996284782691
"Kxd1",183.388217413373,-0.495622252502908,0.18971207776463,-2.61249709740574,0.00898834555584243,0.0339179664103953
"Pot1b",14.8963438945119,-0.933600930746235,0.357393283996988,-2.61225090831339,0.00899482127459337,0.033934431412651
"Map3k6",13.4083621463632,0.791609302137964,0.303133955220666,2.61141745589574,0.00901677521260284,0.0340092690808293
"Angel1",9.17077635438678,-1.22375829350992,0.468637225223646,-2.61131260523725,0.00901954046531109,0.0340117131536989
"Tnfsf15",9.80809419251952,-1.79241491304258,0.686477929658979,-2.61103064731155,0.00902698036894159,0.034031779546275
"Tomm34",156.242312709564,-0.398584325029633,0.152664936177474,-2.6108439502197,0.00903190968052769,0.0340423737935234
"Tmem53",3.49473285434028,2.18730890332007,0.837816522440952,2.61072543299507,0.00903504010498068,0.0340461844350011
"Il1rap",15.2199659472673,0.826288862101498,0.316513985077603,2.6105919518814,0.00903856693425479,0.0340514866866485
"Lgals3",1798.75884101139,-0.448344539937765,0.171769833571043,-2.61014714060565,0.00905032858384687,0.0340878026660999
"Erc1",11.6023968621639,1.08811702773619,0.41690955732867,2.60995942311385,0.00905529628763185,0.0340985184164365
"Myo9b",157.077615641293,-0.554830014534738,0.212596090653961,-2.60978465233316,0.00905992356159965,0.0341079475260222
"Rpl22",3746.49432779572,-0.857304846134969,0.32864850460113,-2.60857674424976,0.00909196219050156,0.0342205437273236
"Osgin2",35.7770198672104,0.684208981715948,0.262325985089184,2.60823944483935,0.00910092678859246,0.0342462609351017
"Zfp1001",13.6985635732773,-1.01027330039856,0.387371201384148,-2.60802376838719,0.00910666307938422,0.0342598210087185
"Ccsap",11.2335463247641,-0.909360001946888,0.348705217632108,-2.60781874192168,0.00911211910759888,0.0342723206144857
"Ethe1",110.581450313478,-0.450790644880432,0.172884219889105,-2.60747131906884,0.00912137115629934,0.0342957966649935
"Zdhhc21",55.8100509582451,-0.557134699993723,0.213672455985202,-2.60742404735736,0.00912263067414823,0.0342957966649935
"Rpl30-ps1",5.3314691076423,-1.76862428861365,0.678508830345669,-2.60663415052774,0.0091436998429613,0.0343669616933389
"Mboat2",2.32668635984534,-2.55861579864395,0.981764733764048,-2.60613944527659,0.00915691738340892,0.0344085896718318
"Wnt10a",26.7779400813129,1.00223559826445,0.384618112561232,2.60579407347826,0.00916615513769717,0.0344352469906378
"Cop1",67.8826627851569,0.493036782452518,0.189221949544156,2.60560037374239,0.00917133971778592,0.0344466685121611
"Fpgs",26.066587647794,-0.785623636479731,0.301814985940458,-2.60299744239579,0.00924126431007444,0.0347004860062523
"Lpin1",60.9510080025784,-0.464994649019965,0.178643175977142,-2.60292421737656,0.00924323827320427,0.0347004860062523
"Sap30l",172.884204182149,-0.338276455745352,0.129968276986112,-2.60276171685725,0.00924762022436421,0.0347088250663987
"Jag2",7.37237484516553,1.38102792957819,0.530712200199753,2.60221628419017,0.00926234179169992,0.0347559585475047
"B2m",4114.97150823484,-1.94496170926946,0.747579421765362,-2.60167903588966,0.00927686289913562,0.0347941922978554
"Grhpr",77.7782394763303,0.387965115144515,0.149118657973779,2.60172080688074,0.00927573315688184,0.0347941922978554
"Calm1",1875.71648058694,0.292541522193542,0.112450473285864,2.60151437024068,0.00928131765829784,0.034802774711227
"Nfam1",249.502800974535,-0.455646663369721,0.175178117485825,-2.60104783582111,0.00929394934925155,0.0348183448434638
"Smcr8",121.292847063444,0.377545886381053,0.145149867815276,2.6010763362288,0.00929317724442172,0.0348183448434638
"Ttc21a",2.02455974567605,3.25961845754357,1.25312737291482,2.60118686096656,0.00929018355897052,0.0348183448434638
"Zfp68",35.5941282507467,0.558542795499069,0.214738190439533,2.60104080394748,0.00929413985861384,0.0348183448434638
"Rwdd4a",96.3347123547277,0.418825237517784,0.161052355456769,2.60055331901189,0.00930735542511958,0.0348597243061602
"Usp40",32.8207738209803,0.800608542156834,0.307886530207674,2.60033636943068,0.00931324225096461,0.0348736418460362
"Ilrun",384.202791966876,-0.417290897891396,0.160515377992112,-2.59969420445125,0.00933068657364969,0.0349308201163152
"Gm17590",2.97214494599008,2.95636020608411,1.13775564394119,2.59841401080047,0.00936554986836194,0.0350531670748756
"Itm2c",435.816773929824,-0.368758047647908,0.141927070665415,-2.59822207221647,0.00937078690483432,0.0350645983785834
"Pakap",7.85489703034444,-1.14164066184012,0.439465358218297,-2.59779443473911,0.00938246437162752,0.0351001182267872
"Wrn",47.0226325752659,0.507532388568556,0.195378807129419,2.5976839352508,0.00938548388325018,0.0351032393714857
"Thap4",90.2102156486998,0.46774826832735,0.180069895000745,2.59759283096942,0.00938797405295898,0.0351043796989602
"Btrc",31.288936238565,-0.671869454721041,0.258689200896717,-2.59720719841447,0.00939852114568227,0.0351274647939134
"St3gal1",219.89916902871,-0.326479979704357,0.125704033467931,-2.59721164625673,0.00939839943647809,0.0351274647939134
"Inpp5d",459.183298688163,-0.332501448710246,0.128051522697435,-2.59662237282326,0.00941453636048281,0.0351791374958818
"Selenot",78.148031737961,-0.84298748487815,0.324721671228685,-2.59603087680734,0.00943075899902366,0.0352315610605386
"Ipo7",203.180440289542,0.691072729222741,0.266326898178541,2.59482888866696,0.00946380211003135,0.0353467837934303
"Smad5",55.623378378853,-0.737343094585763,0.284228592218512,-2.59419043253362,0.00948139546946014,0.0354042623945624
"Spry1",49.8387287129207,-0.882643080082365,0.340373184568306,-2.59316279924289,0.009509774297249,0.0354937300908476
"Tsc1",91.3063763514141,0.522372393466687,0.201440330117922,2.59318674250033,0.00950911222612498,0.0354937300908476
"Mta3",141.660534529688,-0.427043830392777,0.164688912801789,-2.59303327180709,0.0095133566603207,0.0354962320542412
"Timm10",151.163400918772,-0.360998285421375,0.139221457434632,-2.5929787841136,0.00951486399561521,0.0354962320542412
"Ccnd2",916.427667979685,0.436294545976608,0.168271301777995,2.59280424746594,0.00951969377206584,0.0355060043544151
"Gm13532",3.77398999621993,-1.72013912315858,0.663650196741755,-2.5919364321803,0.00954374042281625,0.035587429468923
"Zbtb17",74.958488611656,-0.515697732508991,0.198985587887283,-2.59163358504694,0.00955214487907034,0.0356105025150582
"Dcbld1",11.1284655969557,1.40209833535552,0.541064144709806,2.59137174226823,0.00955941672287879,0.0356293434423028
"Wnk1",246.292691776748,0.587530933106672,0.226735569149119,2.59126053892438,0.0095625065323588,0.0356325921910953
"Nploc4",129.058672196537,-0.480841595472379,0.185581702136648,-2.59099679513838,0.00956983827261785,0.0356516423959492
"Gm9949",2.59290870540192,-2.30410272648182,0.889354017564708,-2.59075990097967,0.00957642790002073,0.0356679197277841
"Atpaf1",9.02089697772497,1.30013545034704,0.501869091239712,2.59058681445287,0.00958124516365286,0.0356775897795363
"Ube2e2",5.04238043660281,-1.58154707550209,0.610534725521076,-2.59042935543475,0.00958562936644621,0.0356856431384917
"BC004004",288.078614989617,-0.267827426715761,0.103399573264448,-2.59021791154576,0.00959151950816247,0.0356992978172201
"Chd4",884.430821343449,-0.419907622486505,0.162145035714282,-2.58970384530569,0.00960585319031862,0.0357360874593048
"F730016J06Rik",6.52586221475078,1.58559136764158,0.612252877657664,2.58976548008672,0.0096041336239032,0.0357360874593048
"4930453N24Rik",105.852274888027,0.434065107905291,0.167622728876611,2.58953610178254,0.00961053450514048,0.035745224887839
"Ptcd2",151.146343540146,-0.3070651932358,0.118592300118842,-2.58925067587093,0.00961850472514978,0.0357665879409273
"Gm5914",37.793828520712,-0.656182961329733,0.253451218390851,-2.58899114983864,0.00962575683273015,0.0357852714096221
"S100a9",3196.92501338941,-1.88634305856977,0.728727254486244,-2.5885446810956,0.00963824421140384,0.0358234046765366
"Uba52rt",52.2580784800156,-1.05094156125938,0.406012347088171,-2.58844729426703,0.00964096996211845,0.0358252466970786
"Tsnax",156.893804458027,-0.372477410783182,0.14391154289185,-2.58823860336971,0.00964681330616891,0.035838669970004
"Cd300lb",40.7457092221174,0.615226565475871,0.237734607448978,2.5878712909222,0.00965710572219767,0.0358686118662158
"Ttf2",37.9870173195638,0.542219467511595,0.209559326344438,2.58742704020906,0.00966956709475613,0.0359065940384102
"Tmem167",44.745559624511,-0.579134693029392,0.223834280770892,-2.58733689511202,0.00967209744185736,0.0359076896940136
"Adck1",42.9187984542554,-0.567570175713448,0.219406234468622,-2.5868461627266,0.00968588251505352,0.0359505583922874
"Atp6v1g1",264.888933289358,-0.498196828074536,0.192727939615679,-2.58497459718605,0.00973861722006037,0.0361314432434501
"Smad7",142.474118658711,-0.400390722005813,0.154892606743276,-2.58495696098287,0.00973911536629352,0.0361314432434501
"Rcl1",99.0363460008788,0.527690355512571,0.204152615947671,2.58478370734094,0.00974401023763191,0.036140211984615
"Rpl31-ps1",13.4338571653906,-0.917897758715227,0.35512545535466,-2.5847140633682,0.00974597848091087,0.036140211984615
"H1f5",28.3731625417604,0.910584825144831,0.352532599475548,2.58298048605854,0.00979508630391975,0.0363055529271266
"Osbpl1a",13.144434996927,0.886260403430481,0.343109930465732,2.58302172201045,0.00979391563912142,0.0363055529271266
"Coq2",158.651592503499,-0.301994565474752,0.11693021225383,-2.58269064644464,0.00980331820186001,0.0363276824901221
"Papolg",38.5304262384414,0.629579164801679,0.24378231949386,2.58254645418424,0.00980741578333192,0.0363344850423072
"Trim12a",312.147114606489,-0.329846411383089,0.127787643152383,-2.58120740977872,0.00984554101582376,0.0364673209311028
"Mapk4",1.32374109545661,3.07942079938423,1.19312680737013,2.58096690172594,0.00985240272650238,0.0364843239738438
"Txk",33.7040020967374,-0.666400650812297,0.258239104206636,-2.58055670096757,0.00986411561297725,0.03651927937471
"Ncoa6",107.642635182217,0.417527757005921,0.161847137886904,2.57976608333773,0.00988672594203554,0.036594554270244
"Sap30",88.9533643464224,-0.49664864497902,0.192531176676957,-2.57957518128263,0.0098921923343927,0.0366063528356794
"Ccp110",15.7753423672746,0.817011815802911,0.316764228922317,2.57924267074763,0.00990172005028498,0.036632280614362
"Treml1",14.4993507303554,-0.978258528316278,0.379291767818664,-2.57917152787765,0.00990375963073793,0.036632280614362
"Zcwpw1",23.859901763632,-0.839580122349791,0.325575545109219,-2.57875671241875,0.00991565934591756,0.0366678526088443
"Elovl1",308.836572392862,0.358919262419078,0.139200065139633,2.57844177054833,0.00992470251549603,0.0366928472287522
"Dusp7",43.7420896881123,-0.5834475541031,0.226317075373898,-2.57800942831728,0.00993712865833427,0.0367294439099963
"H3c8",4.81960798172449,1.82316007391345,0.707238138088414,2.57785882254774,0.00994146054037999,0.0367294439099963
"Slc41a3",17.0027635646847,-0.827127694153603,0.320849748662146,-2.57792844657817,0.00993945773151933,0.0367294439099963
"Cptp",33.512798828288,0.700768595744622,0.271878957830777,2.57750214042234,0.00995172651842001,0.0367589180942513
"Sgsh",34.3212653961572,-0.727297070429746,0.282183772191169,-2.57738800775911,0.00995501346347878,0.0367626060407639
"Abcg2",5.05000795314298,-1.43102901855105,0.555252750680038,-2.57725696414546,0.00995878862530447,0.0367680948004806
"Lefty1",5.54707693922902,-1.36633862530271,0.530435355488394,-2.57588151160223,0.0099984902714463,0.036906192031368
"Gpbp1l1",91.9025688524048,-0.528032097929272,0.20502080854106,-2.5755049045352,0.0100093853732344,0.0369379202011573
"Nt5c3",141.055062430956,0.486348092257139,0.188872064294611,2.57501337783079,0.0100236209630281,0.036981958463501
"Tmem68",30.4328340569856,0.791542962040144,0.307437496791592,2.57464678284419,0.0100342500188616,0.0370126733187123
"Hmgb1",84.7317719157643,0.986973377391345,0.383421095756565,2.57412382446995,0.0100494300486784,0.0370557735068193
"Lsm3",15.9774931452327,-0.961964367782573,0.373711141239948,-2.5740853339048,0.0100505481305535,0.0370557735068193
"Gabpa",120.917996321212,0.416163753407194,0.161733999253384,2.57313709750788,0.0100781277024015,0.0371404091331447
"Morn1",3.66694239504274,-1.96193781333707,0.762448766235752,-2.57320609622501,0.010076118595035,0.0371404091331447
"Parp6",39.8319308600617,-0.843554747319353,0.327846865863388,-2.57301452340514,0.0100816976997572,0.0371450440020413
"Kat7",129.510634614451,0.412215156108985,0.160228376849377,2.57267260777713,0.0100916620193648,0.0371732306074469
"Akr1c13",2.485790571655,-2.35383590939503,0.91500012947284,-2.57249789762451,0.0100967569168376,0.0371834715983674
"S1pr4",252.629916950789,0.444972865198502,0.173005176014124,2.57202053401094,0.010110689475586,0.0372262470171473
"Crim1",9.25011934636675,-1.32827665589661,0.516460152207811,-2.57188604042029,0.0101146179585634,0.037232177563328
"Gm16225",1.55940735214898,-3.47521580007789,1.35149845729099,-2.57137977578145,0.010129417857239,0.0372781141944301
"Gm10086",61.2809560038722,-0.66784189902186,0.259774774227422,-2.57084969473284,0.010144934654616,0.0373266674969653
"Dag1",138.530446160287,0.407850744519661,0.158717199204768,2.56966949116507,0.0101795582017218,0.0374454827003571
"Gatd1",71.2931501540523,-0.616611309890205,0.240048806249844,-2.56869142372836,0.0102083313724345,0.0375427278312245
"Usp31",40.1581844211305,0.841995160021649,0.327928437928653,2.56761861014579,0.0102399750640894,0.0376504828174712
"Gm42550",1.24482578206623,3.50424639670584,1.36497417976151,2.56726203957801,0.0102505117802249,0.0376805998255226
"Gm13135",1.33390404114733,3.2968166674948,1.28491395038987,2.56578790081194,0.0102941753081668,0.0378324484443815
"Efna2",7.12343268104242,1.80066706609727,0.702006682989403,2.56502838182305,0.0103167365763601,0.0379066917572389
"Agtr1a",0.759021210199942,-4.083413135414,1.59211215270881,-2.56477731701658,0.0103242040478069,0.0379192471559073
"Fanci",15.2133074820191,1.01141372797076,0.394351045566891,2.56475477709669,0.0103248746924762,0.0379192471559073
"Perm1",1.94589092562382,-3.25968818907173,1.27147210728902,-2.56371191344646,0.0103559461083716,0.0380246670365445
"Parvg",339.918056938128,-0.421673699501426,0.164507481173112,-2.56324938230437,0.0103697535275585,0.0380601102931852
"Spef1l",1.24642894837786,-3.14156374504518,1.22562702287347,-2.56322982964248,0.0103703375717923,0.0380601102931852
"Med22",79.8453740621777,0.411497223521203,0.160548374166507,2.56307312769442,0.0103750193663215,0.0380685955003628
"Ube2q2",11.0649545829007,1.28427058285999,0.501149516348473,2.56264955061231,0.0103876840217526,0.0381063612983407
"Dnttip2",182.130012476914,0.509259968682986,0.198822656537475,2.56137795134529,0.0104257866188362,0.0382374055353846
"Naga",35.4370370762565,-0.541535769122845,0.211449869594346,-2.56105983967618,0.0104353380407728,0.0382637001339819
"Csnk1g3",75.9414766252853,0.545624984464672,0.213069231967015,2.56078730573892,0.0104435271656429,0.0382849886784315
"Alg2",32.9345738514276,0.635620416398394,0.248227235532806,2.5606393071013,0.0104479766374853,0.0382859756078674
"Unc50",215.773063478777,0.437074729054582,0.170690989780373,2.56061980551501,0.0104485630642985,0.0382859756078674
"Rbak",10.6289587617235,1.02676239780547,0.401095709072601,2.55989374750358,0.0104704170060482,0.038348558774546
"Slc13a3",1.20526244617724,-4.20744806614849,1.64357860061862,-2.55993115544633,0.0104692900549727,0.038348558774546
"Lamtor1",199.85797098401,-0.401921543364636,0.157059117404054,-2.55904623690609,0.0104959780337613,0.0384334148927152
"Deaf1",57.0703921597072,-0.477379264921948,0.186576407976003,-2.55862608837097,0.0105086703366549,0.0384711213053838
"Arhgap23",24.111036624839,-0.754774840867453,0.295050582349974,-2.5581201530122,0.0105239722994254,0.0385183620455616
"Col7a1",5.37118254276558,-1.87425511524929,0.732799964828256,-2.55766267086073,0.0105378258606655,0.0385602812359294
"Cnot6l",162.357011692123,0.728672876040548,0.284949207200208,2.55720267903246,0.0105517717734846,0.0386025191913589
"Pusl1",44.9832123356052,0.556322971041119,0.217656260705584,2.55597045193033,0.0105892110387633,0.0387306662401396
"Edn1",8.75328753115285,-1.94444826729423,0.761114487956156,-2.55473821358428,0.0106267687494754,0.0388591880700142
"Ehd3",71.0063259330727,-0.528638277135446,0.206948608194673,-2.55444229244665,0.0106358058282612,0.038883382982519
"4930413G21Rik",1.32839645212732,-3.47595617614481,1.36085320561577,-2.55424770416143,0.0106417520465725,0.0388887576844183
"Xrcc6",86.4702156690206,0.472997551707285,0.185181635373827,2.55423574131659,0.010642117702982,0.0388887576844183
"Apod",2.286034665012,-3.29400764484606,1.28981184650027,-2.5538667936598,0.0106534004474758,0.0389211336793838
"Foxo1",3.72504135094548,1.68156790393454,0.65857528898186,2.55334193685615,0.0106694693607671,0.0389709767647484
"Zdhhc7",129.472930839011,-0.312763880090291,0.122526094454943,-2.55263078025639,0.010691276376672,0.0390417512422956
"Serpinb10",7.15127030026511,-7.10590889189534,2.78400298651259,-2.55240706505011,0.0106981446042332,0.0390579533914551
"Spred2",34.7869919486417,0.623665230483366,0.244374961127828,2.5520831905407,0.0107080947499842,0.039085397424164
"Kalrn",6.04946046274122,1.73267759858701,0.679082639814562,2.55149741283352,0.010726112046834,0.0391422680418769
"Zbtb24",47.0175200791144,0.500110869367585,0.196021451309648,2.551306839258,0.0107319794995758,0.0391547850740827
"Rhoc",42.5023524070078,-0.654144508896356,0.256487684365739,-2.55039344487035,0.0107601410720778,0.039248616299241
"Ss18l1",12.5410980974793,-1.06851509161844,0.419183769176611,-2.54903736782866,0.0108020725171482,0.0393926204121381
"Gm7932",1.46124955092371,3.35207763283752,1.3151609945561,2.5487964186232,0.0108095381196795,0.039410898854864
"Birc2",179.694636504708,0.56010556709488,0.219769200514748,2.54860811152331,0.0108153758447466,0.0394232352098953
"Gm23645",5.42956853936881,1.78202669487797,0.699388929030525,2.54797669924253,0.0108349707710952,0.0394857011041001
"Thyn1",99.8976816844959,0.452062975641875,0.177437053033942,2.54773717164588,0.0108424124003822,0.0395038586526967
"Cald1",2.59727791275219,-2.92747401473062,1.14908473839539,-2.54765720656826,0.0108448977620138,0.039503954115417
"Pigg",15.5385932586619,0.948352427356647,0.372405817780136,2.54655642333854,0.0108791622538138,0.0396197829166322
"Ppp6c",61.0307110624021,0.470157336898723,0.18468445453691,2.54573314293088,0.0109048516685874,0.0397043375349476
"Rtraf",209.848339466872,0.475412398145967,0.186787009559559,2.54521125032722,0.0109211645682348,0.039754721872677
"Slc25a20",76.0955127307892,-0.426307655439693,0.167539457075276,-2.54452093185518,0.0109427753012492,0.0398243639418365
"Gm15531",2.21124926825941,-2.52716730437054,0.993244144485777,-2.54435661000439,0.0109479250675411,0.0398340811517509
"Gm5586",76.4546781217632,-0.953034772918383,0.374643662966973,-2.54384330264889,0.0109640257428028,0.0398749788932156
"Rpl41",12311.8545798913,-0.370946881511412,0.145821625395194,-2.54383998605214,0.010964129841343,0.0398749788932156
"Sass6",22.3363928464975,0.754719552485129,0.296760918808766,2.54319051010714,0.0109845319780138,0.0399401361916735
"P2rx5",7.5794597941432,2.82674889067679,1.11158181376592,2.54299670583857,0.0109906265274172,0.0399532528935119
"Atp5if1",852.182432539714,-0.419138536139903,0.164857388906162,-2.54243100003531,0.0110084334272299,0.0400089308993261
"Ccdc66",20.6146829363797,0.795419098857994,0.312927212034933,2.54186618570327,0.0110262378348745,0.0400645746617109
"Pdha1",97.5102210924535,0.428297862398576,0.168517002680682,2.5415706165279,0.0110355651327618,0.0400893980761386
"Dcaf11",117.171335797562,-0.378336338215628,0.148903300068793,-2.54081902846235,0.0110593146357052,0.0401665906190297
"Slc12a9",35.5790217876892,-0.632966532158386,0.249163872253053,-2.54036239858859,0.0110737658907692,0.0402099853682902
"Socs3",443.844852464471,0.456440224435181,0.179693206489408,2.54010840672536,0.0110818113908869,0.0402301058041145
"Rrp1",413.943771786319,-0.289214590927281,0.113867389949347,-2.5399246531947,0.0110876352436012,0.0402421537625869
"Rpl27a",1123.14695560207,-0.427701795653382,0.168427234003653,-2.53938621140156,0.011104716184179,0.0402950442246786
"Klra13-ps",1.36961152292224,-4.56724722435303,1.79880393420277,-2.53904671738293,0.011115497934025,0.0403250584490014
"5830487J09Rik",1.14637215809487,3.38290660257484,1.33260002308617,2.5385761248453,0.0111304585268731,0.0403702157994333
"Fbrs",313.496438415796,-0.36648853571716,0.144406075565918,-2.53790246899872,0.0111519058266552,0.0404388747628417
"Man2a1",143.602294179055,-0.362072791363221,0.142686645779826,-2.53753803927749,0.011163523533164,0.040471866855506
"Gigyf1",78.2104433916702,-0.601855391852121,0.237196876714845,-2.53736642820835,0.0111689980686276,0.0404825778371916
"Flcn",149.820103969013,0.326032710688265,0.12852714472826,2.53668368170463,0.0111908018699605,0.0405524568551873
"Kctd11",18.9180302462946,0.763626466956609,0.30105806961763,2.53647566373651,0.0111974525219959,0.04056740579913
"Arl1",140.438516297182,0.436444757279561,0.172087176995711,2.5361840719279,0.011206781066266,0.0405831506480321
"Igkv19-93",1.20302508409391,-3.41322602003314,1.34582868767113,-2.53615192728542,0.011207809853208,0.0405831506480321
"Nsa2",115.540610938709,-0.622986972869114,0.245647351301817,-2.53610295233216,0.0112093774542654,0.0405831506480321
"Iglj3",4.67568557061916,-1.93637387212613,0.763669723230944,-2.53561692079882,0.0112249450163693,0.0406212022399092
"Map2k6",6.32359719684328,-1.11493299228016,0.439699330407236,-2.53567134443336,0.0112232008763958,0.0406212022399092
"Pdss1",28.7611540273564,0.756513103204359,0.298373490304688,2.53545682772231,0.0112300769905056,0.0406306208953787
"Il13",10.3196672823088,1.5968999200961,0.629882578085513,2.53523430501883,0.0112372136814989,0.0406472867776622
"Pola2",119.395200269858,0.355294518166262,0.140162268765156,2.53487990239058,0.0112485883071101,0.0406792711763657
"Trp53rka",29.9333753860466,-0.716414931671908,0.282642874832244,-2.53470013032212,0.0112543620364431,0.040690990716503
"H2ac8",45.1146973583869,1.02872542014619,0.405887744521547,2.53450722282543,0.0112605605625516,0.0407042405213386
"Fgl2",115.801897512356,0.795159624947445,0.313981106143471,2.53250787830559,0.0113249824834125,0.0409209217627595
"Tbcel",137.645910756956,-0.455670774651175,0.179930025507381,-2.53248880150069,0.0113255987398673,0.0409209217627595
"Gm13156",1.76212659706692,3.0598099835541,1.20830917060684,2.53230717599982,0.0113314674551462,0.0409329195411444
