"","baseMean","lgFC_PcDC_vs_Naive","lfcSE","stat","pvalue","padj"
"Yaf2",130.645897164029,0.959036005813965,0.134847596597694,7.11199924960597,1.14373883944631e-12,3.92585912753536e-11
"Srsf2",427.31834990846,1.00211552785993,0.140931659801694,7.11064873052672,1.15498760176318e-12,3.95601723554877e-11
"Zfp703",77.5008386364627,-1.22355574927426,0.172321395699614,-7.10042850051612,1.2437066593131e-12,4.25083059046929e-11
"Xpot",179.890670690456,1.09257672028882,0.154025150644653,7.09349554742179,1.30766164580242e-12,4.45993135417623e-11
"Ahrr",38.0723888904185,3.67162696307954,0.51807817505532,7.08701338883362,1.37037129834177e-12,4.66390774079708e-11
"Trappc1",24.0860763335504,-3.23354665920544,0.456342939034354,-7.08578216647287,1.38261147372321e-12,4.68923045843966e-11
"Trim7",65.9104739594916,-1.48661677107719,0.209805854642423,-7.08567820288364,1.38364992361828e-12,4.68923045843966e-11
"Ckb",54.1488452379807,-1.91741058393671,0.270805089542613,-7.08040822709495,1.43730423552245e-12,4.86081162935423e-11
"Add2",14.240055221084,-7.56215944811563,1.06915850624248,-7.07300124720758,1.51618124290411e-12,5.11679316933016e-11
"Cpd",31.4639181714286,2.62271141797222,0.371229346122363,7.06493558595912,1.6069051548403e-12,5.41159840825045e-11
"Cox16",165.819167360284,-0.856725287736506,0.121375211002209,-7.05848649540899,1.68325852387061e-12,5.6450657468596e-11
"Hba-a1",7784.50709736582,-4.419926762769,0.626179029942965,-7.05856720109517,1.68228137582025e-12,5.6450657468596e-11
"Etv6",274.746968141295,1.02388297288865,0.145090770512105,7.05684427255303,1.70326319166671e-12,5.70025414811124e-11
"Cmtm3",96.1567346503485,-1.26080135971996,0.178690237322386,-7.05579319056622,1.71618911797562e-12,5.73157213953437e-11
"Rps27",3856.64195991899,-1.79454505628601,0.254374872689865,-7.05472611075833,1.7294102105207e-12,5.76374390493871e-11
"Urod",123.911276987043,-1.46098801663958,0.207181104283569,-7.05174355398708,1.76689622593321e-12,5.87648467357992e-11
"9830107B12Rik",36.4379863935574,2.72688332858014,0.386843573146619,7.04905940765523,1.80131239904218e-12,5.97857073930032e-11
"Gm36738",27.8144164114169,-1.68009605032022,0.238556399964774,-7.04276242669785,1.88465418955644e-12,6.24228554660508e-11
"Aldoa",1762.3589506056,1.28132208274632,0.181985791299818,7.04078089610504,1.91165409109411e-12,6.31868545665347e-11
"Cd3e",100.051861750093,-2.07126552209075,0.294621054932759,-7.03026985821998,2.06134465814036e-12,6.79947445346341e-11
"Cdk6",113.875564913178,1.21176039263547,0.172386443582876,7.02932531961486,2.07534589640646e-12,6.83163042620358e-11
"Cd209a",10.0318167490575,-7.58578691987287,1.07928745257008,-7.02851395317259,2.08744752425788e-12,6.85741452549666e-11
"Sec24d",71.3655124329548,1.37392930804529,0.195582336778941,7.02481282651916,2.1435340415617e-12,7.02729200890757e-11
"Plppr3",30.3214500132352,2.10433484932424,0.299804554858437,7.01902227708939,2.2342616206601e-12,7.30981235728797e-11
"B4galt6",80.3348395047021,2.2618195536258,0.322305528465746,7.01762568080238,2.25670141691878e-12,7.35327617877957e-11
"Pde8a",57.0781977281201,1.38809812658768,0.197800326271218,7.01767359414948,2.25592792079289e-12,7.35327617877957e-11
"Lat",260.953731883749,-1.68218776558251,0.239879971359373,-7.01262283820422,2.33891348648735e-12,7.60573000950057e-11
"Rsad2",163.533633757344,-2.8394431645924,0.404981452170928,-7.01129187366826,2.36127551203652e-12,7.66293531825345e-11
"Reg1",26.1599324832108,-9.6773229938848,1.38273539175294,-6.99868033435995,2.58384633564465e-12,8.36832813221686e-11
"Trac",687.554729403781,-1.26987893789798,0.181466232807328,-6.997880091809,2.59864338309717e-12,8.39931736540702e-11
"Arhgap4",250.423212388197,-0.907392830278796,0.129690277560338,-6.99661414369811,2.62222153906277e-12,8.44607768847294e-11
"Bora",78.3732658202916,1.31875838468349,0.18848724601063,6.99653909001946,2.62362597519173e-12,8.44607768847294e-11
"C2",14.7444523465056,-2.70599299141229,0.38706804931929,-6.99100066815419,2.72932461630779e-12,8.76877412727368e-11
"Plk1",178.447420215407,1.30962943234918,0.187422700411861,6.98757103313137,2.79685980065549e-12,8.96781553647303e-11
"Rasa4",196.427488370366,-1.20185763340096,0.172065764102552,-6.98487371772948,2.8511231861459e-12,9.12359419566689e-11
"Tle3",242.443478984706,-1.02162160703451,0.146308179575779,-6.98266911663249,2.89623997421553e-12,9.24954253395593e-11
