"","baseMean","lgFC_MoDC_Tumor_vs_MoDC_LN","lfcSE","stat","pvalue","padj"
"Tmem88",360.035291894493,0.666589745277705,0.180246471623043,3.69821244918331,0.000217123131942369,0.00343938639332938
"Zc3h7b",3777.22796146225,-0.787861011906511,0.213092560083426,-3.69727132471478,0.000217929380650867,0.00344657220125948
"Sdcbp",47178.9436524277,0.761787334076435,0.206087400353641,3.69642847048983,0.000218653827746705,0.00345485105955294
"Gm8369",226.789862231893,-0.867833173491628,0.234834892630803,-3.69550352492122,0.000219451435500949,0.00346426963057558
"Sh2b2",2416.86839554106,0.489272693924825,0.132425665548241,3.69469688446904,0.000220149254350132,0.00347209709314966
"S1pr3",630.66615927534,0.829316536343274,0.224476852867997,3.69444121185605,0.000220370869319855,0.00347240661272009
"Tbkbp1",2201.58845239809,0.631975608979879,0.171077311127584,3.69409365166238,0.000220672467599047,0.00347397471657071
"Tjp3",576.047613675382,-0.921394864490762,0.249441800247316,-3.69382703130438,0.00022090409226166,0.00347443938707246
"Dalrd3",1190.90034674377,-0.729866533420555,0.197621693761741,-3.69325107748802,0.000221405227602226,0.00347913827030152
"Prr5",300.933351240611,-1.08151588316067,0.292857857062057,-3.69297205822105,0.000221648384833817,0.00347977843258279
"Slc6a12",56.0744808196185,-1.60883892111705,0.43568866882474,-3.6926342965422,0.000221943069803866,0.00348122565054585
"Rab37",225.356133831097,-1.01728043506927,0.275589982492249,-3.69128233860198,0.000223126291118611,0.00349659441259803
"Mthfr",3885.26531382232,0.580352373120234,0.157361902599197,3.68801065273339,0.000226014190351061,0.00353540486471801
"Stard7",5335.62190653787,-0.719148999153758,0.194988216803947,-3.68816644893386,0.00022587587806022,0.00353540486471801
"Nab2",1657.88929860137,0.636824837823461,0.17272020576061,3.68703149130159,0.000226885288908528,0.00353936932996961
"Tnfaip2",14593.8890222055,0.437250892279504,0.118579418216258,3.68740966060461,0.000226548482536855,0.00353936932996961
"Zfp862-ps",275.230029320098,-1.04300894706867,0.282873326352456,-3.68719440789232,0.000226740134023458,0.00353936932996961
"Pmel",9672.10413965189,0.960176761650362,0.260448096306886,3.68663382557032,0.000227239966174083,0.0035416883576597
"Tead1",299.991842813987,1.08233903635502,0.293620650805153,3.68618158629877,0.000227643949881128,0.00354477096232471
"Apol10b",419.151028362919,-1.69513280163795,0.459957724933657,-3.6854100056314,0.000228334756646124,0.00355084817008108
"Peg3",25.7492976341258,2.20295283877508,0.597770091695346,3.68528447538626,0.000228447331517054,0.00355084817008108
"Gm49172",763.031846124608,0.627874972959037,0.170392056155368,3.68488406752088,0.000228806763391219,0.00355322228496698
"Zfp296",211.182686721779,-1.52915356315625,0.415027252510744,-3.68446542704243,0.000229183129561443,0.00355585485585809
"Tmem41b",1105.99645851498,0.661854118453569,0.179693154819126,3.68324613767159,0.000230282608305603,0.00356969190205737
"Pkd1l2",135.567582588034,1.18199625151993,0.321042338895835,3.68174570240543,0.000231642400986347,0.00358753559942009
"Tyrp1",15991.7394549432,0.976493563218501,0.265434769805116,3.67884570636865,0.000234291950038838,0.00362530415222113
"Arid5b",3807.81719714335,0.642856677856771,0.1747794287752,3.6781026369162,0.000234975409685367,0.00363260995314851
"Nav1",8221.46549364743,-0.86232386548997,0.234548280198308,-3.67653032783223,0.000236427758696718,0.00365177861613233
"Grm8",73.0336938540507,-1.84632473029986,0.502400890691306,-3.67500290009301,0.000237846712932717,0.00367039752426063
"Flnb",4117.25021547307,-0.757550469264896,0.206184590424794,-3.67413717826413,0.000238654497560767,0.00367956006059833
"Rap2a",4918.20491214999,0.392979875560798,0.106974722868997,3.67357694435956,0.000239178609674821,0.00368103802947166
"Slc2a1",16598.4460277637,0.877288334124137,0.238800765019539,3.67372497342023,0.000239040020100264,0.00368103802947166
"Gm43912",90.3080547689669,1.0353463271934,0.281927190442925,3.6723890504027,0.000240293487211457,0.00369488849611106
"Mlkl",2192.67401727928,0.945710558893511,0.257574278061958,3.67160325949171,0.000241033655151921,0.00370295761011321
"Irf1",24361.2891068469,0.503178808346436,0.137060216267013,3.67122438626662,0.000241391294804431,0.00370514084730622
"Ifi203",8434.53470164599,0.508300979585822,0.138483130743709,3.67049023845753,0.000242085715443983,0.00371248486547503
"Sinhcaf",975.056361299491,-1.21672451503307,0.331599372346683,-3.66926060933854,0.00024325300505892,0.00372706097145088
"Ighv1-82",54.1128257020345,-2.61680392746322,0.713419809137796,-3.66797206069419,0.000244481891448026,0.00373881375175495
"Rbm10",1875.50623843611,-0.474135167946293,0.129263950042248,-3.6679613131993,0.000244492165760154,0.00373881375175495
"Zfp157",250.120021044727,-0.775864758119079,0.211535670090055,-3.66777271080937,0.000244672530435944,0.00373881375175495
"Plec",14031.8843684116,0.544672344485979,0.14854640423549,3.6666814473847,0.000245718582824862,0.00375146372765737
"Foxh1",55.8709786673608,-2.28543678985284,0.623539105687175,-3.66526617016933,0.000247081474133084,0.00376892424296526
"Atp1a1",45373.6465354937,0.55098052881757,0.150387497592971,3.66373892535147,0.000248560141142153,0.00378149617461203
"Klra4",189.958188831103,-1.6665588057442,0.454843036002441,-3.66403060799035,0.000248277096526778,0.00378149617461203
"Zcchc18",75.3060510093382,-1.64257192482818,0.448332827246361,-3.66373333605031,0.000248565567873398,0.00378149617461203
"Pgm1",4456.31622964023,0.700419628223644,0.191227220992979,3.66276110998529,0.000249511208549201,0.00379252624771822
"Gm49654",115.133847765982,-1.14663941939587,0.313116997030897,-3.66201589268156,0.000250238331297072,0.00380021833332859
"Vgll3",339.319189501018,0.910466180205932,0.248719069420498,3.66062072492981,0.000251604969302865,0.00381760020060507
"Nuggc",50.8940917699219,-2.18153883162161,0.596042411346285,-3.66003960472235,0.000252176268623167,0.00381952619726948
"Scn4a",36.912023772903,-1.88832917086929,0.515928509602407,-3.66005974805406,0.000252156445374765,0.00381952619726948
"Gm20559",1504.76294901782,0.578947861250337,0.15825615362506,3.65829604719182,0.000253897669616275,0.00383883451044273
"Phf12",3335.10941201433,-0.566934683297333,0.15496546915873,-3.65845814796731,0.000253737165328294,0.00383883451044273
"Ptk2",1757.04446279201,-0.600497335167882,0.164187093523704,-3.65739670689272,0.000254789883405669,0.00384893926680743
"Rps6ka5",1013.59471003279,-0.6780304165807,0.185399303840202,-3.65713572023498,0.00025504935186968,0.00384947621421568
"Fcer1g",23788.2217333131,0.657609225798127,0.179831091867491,3.65681606539257,0.000255367484838051,0.00385089687004467
"Mcub",3437.87908916543,0.644458911244247,0.176264374642799,3.65620626714984,0.000255975412146473,0.00385668125347065
"Trim43b",42.2298753068882,-2.37736272566674,0.650671041981273,-3.65370912839113,0.000258479075075237,0.00389099280176742
"Nfe2l3",100.546097250118,-1.48387342793863,0.406166476621924,-3.65336263169716,0.000258828285631055,0.00389284082089542
"Cdhr3",15.5054305060162,-2.65738002208204,0.727589757405676,-3.65230543040807,0.000259896503156214,0.00390549019734133
"Il18r1",606.633693351281,-1.18051264461779,0.323388033410984,-3.65045246778662,0.000261778752179578,0.00393033932639225
"Rabep2",1137.0111549171,-0.475193399645964,0.130190634651769,-3.6499814361993,0.00026225926182316,0.00393411777487081
"Asns",681.423431277764,0.863217236345528,0.236528884445421,3.64952144584571,0.000262729306037406,0.0039377327812459
"1700060J05Rik",17.8258940757746,-2.61641885235208,0.717064742896565,-3.64879026373982,0.000263478095252402,0.00394551562324393
"Irgm2",2251.00918689741,0.852187332437842,0.233571263606498,3.64851103376115,0.000263764576742368,0.00394636800589909
"Gnb4",1851.54612598822,-0.922385352075306,0.252848662383672,-3.64797402279977,0.00026431635475161,0.00395118474307385
"D130040H23Rik",231.773293443108,-1.36187637601239,0.373457010132157,-3.64667508993995,0.000265655484058508,0.0039677527597305
"Ppme1",2737.84598637044,0.573843981191607,0.157375251528141,3.64634194779345,0.00026599995890023,0.00396944903945648
"Igkv6-17",23.8334058368638,-2.26681192424605,0.621785619442623,-3.64564868238357,0.000266718150342647,0.00397671441677402
"Castor2",2699.02919732456,-0.897686125379031,0.246375829165818,-3.64356409643928,0.000268888652459727,0.00400560210089703
"Myo18b",26.5659282192372,-1.86228748862761,0.511343074968863,-3.64195308353596,0.000270577393482522,0.00402642808906837
"Sde2",5105.76063720584,0.465698983800076,0.127878667811574,3.64172533050055,0.000270816935637024,0.00402642808906837
"Trappc5",1240.21932255496,-0.566221610076327,0.155488683060548,-3.64156155246256,0.000270989314120883,0.00402642808906837
"Primpol",573.389838700009,-0.605000638680915,0.166181118528224,-3.64060998047839,0.00027199289217454,0.00403784957631478
"Hacd1",184.459296910795,0.798284191995331,0.219311243840583,3.63996016809608,0.000272680219138769,0.00404456052391248
"Ttn",150.317583193491,-1.57678493451877,0.433261867473407,-3.63933466777007,0.000273343367881919,0.00405090158384316
"Fam131a",268.847382922018,-1.01727914233168,0.279574788401811,-3.63866551825704,0.000274054466297502,0.00405444950957001
"Serpinh1",3712.61036013489,1.0338051317393,0.284113692897999,3.63870224343763,0.000274015393895994,0.00405444950957001
"Ltbp1",44.0985313819467,1.51874466201637,0.417524270015224,3.63750031096634,0.000275296860063149,0.00406932787733928
"Ccdc88c",2844.31430457808,-0.780135074892626,0.214561542476436,-3.63595016091154,0.000276957879720752,0.00409036332498234
"Klf8",414.807531847734,-1.27217669247185,0.349929944672029,-3.63551822826765,0.000277422375333742,0.00409370648443121
"Rasd1",239.68571955316,-1.71763642290287,0.472818660745443,-3.6327593758564,0.00028040648126515,0.00413419195491354
"Gm37267",43.060772161647,-1.80550209402146,0.497349958965386,-3.63024478332594,0.000283152560701827,0.00416841991063812
"Tpi1",40100.9806857298,0.837871549621506,0.230806546471409,3.63018970835516,0.000283212986773621,0.00416841991063812
"Gcsh",1822.27699749763,0.675674136510002,0.186198567312038,3.62878268218726,0.000284760823484974,0.00418106933503871
"Mical3",3224.34345991564,-1.34217209110108,0.369872223455955,-3.62874529630882,0.000284802058712718,0.00418106933503871
"Nprl3",704.313958627711,-0.519267967428003,0.143089887032872,-3.62896343127807,0.000284561542872795,0.00418106933503871
"Baiap2l1",180.012353599511,0.85978739010148,0.237251700346279,3.62394616707313,0.000290142019959464,0.00425582889515626
"1110002J07Rik",236.306969199613,0.754704212895869,0.208284075620978,3.62343693652909,0.000290714109017639,0.00426058503676234
"Col1a2",11697.9036298307,1.0142561204574,0.280115005307374,3.62085608139573,0.000293629825015243,0.00427778840833647
"D430019H16Rik",21.9319394509345,-2.58460150279059,0.713774378204923,-3.62103429558599,0.000293427610709147,0.00427778840833647
"Eps8l1",597.934611817242,-0.942298297199286,0.260211845668325,-3.62127363871195,0.000293156240459259,0.00427778840833647
"Jade2",1773.84129018875,-0.645637595528877,0.178298146859081,-3.62111220392639,0.000293339251431625,0.00427778840833647
"Lrrc18",26.805182115062,-1.84396655448465,0.509163849355009,-3.62155827995354,0.000292833816675825,0.00427778840833647
"Txk",173.547018760369,-0.952035184756981,0.262854756976036,-3.62190586051968,0.000292440549634265,0.00427778840833647
"Zfp251",351.481213627973,-0.714047941200517,0.197200403929044,-3.62092534788844,0.000293551214896861,0.00427778840833647
"Insig1",6041.42372085943,0.496528444862821,0.137150351519765,3.62032207253414,0.00029423653074052,0.00428299762909422
"Cttn",1226.5618013366,0.846604352829276,0.233923789564799,3.61914602360168,0.000295576823131336,0.0042988673151022
"Klf10",4113.29144016325,0.437056939073567,0.120809305000713,3.61774235081467,0.00029718401419114,0.00431858866268799
"Rbms1",14313.8392753765,0.647508221954505,0.178996697319573,3.61743111270076,0.000297541485589038,0.00432013148544017
"Col6a5",25.9029486420204,-1.91484230147844,0.529583659885404,-3.61575034602236,0.000299478893869225,0.00434459212194587
"Mitd1",587.289454752714,0.579058743987925,0.160166512756996,3.61535463325266,0.000299936744373742,0.00434756540685413
"Fam241a",1129.56339376422,0.553773712994588,0.153188069903324,3.61499242952843,0.0003003563985528,0.00434998049496309
"Cfb",760.993072730598,0.692642009414777,0.191691934264841,3.61330805112449,0.000302315176864253,0.00437466347262068
"Adgrl1",427.507817823671,-0.833764748582389,0.23076736844825,-3.61300973438697,0.000302663336528034,0.00437551707469145
"Lrrc1",310.074638261549,-0.861468174493405,0.23846731010744,-3.61252103739198,0.000303234496787471,0.00437551707469145
"Ms4a4c",12050.2209645389,0.803459988796703,0.222398978815512,3.61269639400279,0.000303029434299519,0.00437551707469145
"Pparg",1620.94301108592,0.824261168060514,0.228176369220658,3.61238620316292,0.000303392260661521,0.00437551707469145
"Fam167a",128.150134158687,-1.44116612847738,0.399033364822593,-3.61164317454536,0.000304263027030185,0.00438439706427151
"Ifi208",862.175646123185,0.636569259712836,0.176280671139968,3.61111207256181,0.000304886867051949,0.00438970697779737
"Derl3",73.6333626543366,-1.10301958784128,0.305523920915996,-3.61025606287815,0.000305894869890009,0.0043996386708126
"Trp53inp2",2819.82206692975,0.439909552804625,0.121855499463586,3.61009191001744,0.000306088525989871,0.0043996386708126
"Gm10134",579.003718997477,0.77474384390854,0.214627169632862,3.60971933438719,0.000306528490800012,0.00440228177555806
"Ubxn11",279.983719527414,-0.978655074836847,0.271170382940575,-3.60900428809482,0.00030737452951886,0.00441074752667673
"Crebl2",948.992983533117,-1.17686918167583,0.326269469124162,-3.60704660731825,0.000309702047661754,0.00443900603765668
"Eps8",10009.8013690404,0.745752402643723,0.20675635474194,3.60691405869737,0.000309860231818278,0.00443900603765668
"Mst1",35.8038326715265,-1.68871545072782,0.468235265154107,-3.60655332137792,0.000310291120631354,0.004441477647605
"Cryaa",74.6619828975051,-1.86722399411039,0.517811763396438,-3.60598991004543,0.000310965219353145,0.00444372658844548
"Slfn8",3080.46111760314,0.612175451628846,0.169759795803816,3.60612740331233,0.000310800587898749,0.00444372658844548
"Cpe",1418.06426413101,0.891008396925513,0.247253385762839,3.60362465483143,0.000313810139159357,0.00448065623113663
"Birc2",6984.55729445871,-1.25162629322173,0.34741509916996,-3.60268248620195,0.000314950147450074,0.00449320164714873
"Kdm5b",2033.42358118113,0.437705165423932,0.121508815879827,3.60225027504855,0.000315474411913213,0.00449322337630493
"Trim47",1236.17717285504,0.740553584680045,0.205575034526655,3.60235174657856,0.000315351255412283,0.00449322337630493
"Pias3",1283.59457676199,-0.924227040961812,0.256590565493165,-3.60195254718525,0.000315836025622785,0.004494649930862
"Foxo1",1600.94156665152,-0.785962510802514,0.218221171123525,-3.60167854821756,0.000316169161578744,0.00449566919495466
"Grpr",26.6651302752408,-1.76368701523948,0.489882028470275,-3.60022804009945,0.000317938218485228,0.0045170875322145
"Septin8",3354.18031400518,0.74626137280883,0.207338105790805,3.59924853158336,0.000319138075258183,0.00453039029873115
"Arl8a",6314.32889387768,0.437762646548349,0.121667229455242,3.59803250643912,0.000320633552425299,0.00454786419120736
"Creb5",1840.32100596254,1.02152605688911,0.283930565351561,3.59780235574239,0.000320917330733895,0.00454813671281648
"Ncf2",13744.9229115418,0.499708870682313,0.138926233466725,3.59693672111252,0.000321986773930735,0.00455953429212789
"Ethe1",891.823591851224,0.672622082092661,0.187025795835869,3.59641342033344,0.000322634899645956,0.00456319764943624
"Igkv1-117",74.7402201285846,-2.39110115015662,0.664878233244488,-3.59629933813364,0.000322776356332643,0.00456319764943624
"Cd177",947.907532071961,0.826953923083697,0.229964655131283,3.59600444951682,0.00032314227367332,0.00456461694882338
"Tnfrsf18",364.359247342013,-0.956211659363675,0.265940700616632,-3.59558223749327,0.000323666858290318,0.00456827336688741
"Dagla",280.845629327281,0.939048318136708,0.261226316933921,3.59476919920839,0.000324679277731139,0.00457880349751928
