"","baseMean","lgFC_Treatment_6H_vs_Naive","lfcSE","stat","pvalue","padj"
"Bcl10",334.372157086512,1.26488309927912,0.22147438895356,5.71119353915161,1.12186573350807e-08,1.52657239967755e-07
"Chst12",57.9613083972603,-1.868947412319,0.327664933348307,-5.70383712782691,1.17140012323026e-08,1.59015813135509e-07
"Msrb1",803.436029515485,-0.935138125244329,0.163943344537033,-5.70403225507635,1.17005921041539e-08,1.59015813135509e-07
"Camk2g",73.4664561337693,-1.90883035166081,0.334699443117859,-5.70311779989622,1.17635625002829e-08,1.59497584857305e-07
"Bnip3l",106.682535049448,-1.50935214271419,0.264845372601225,-5.6989938237917,1.20516591158391e-08,1.63208549675073e-07
"Agtrap",227.842248398956,1.16244999899534,0.204003590928194,5.69818400600855,1.21090319843829e-08,1.63789830003556e-07
"Arhgap18",12.8517634365036,-4.32562740921281,0.759222964670123,-5.69744015987749,1.21619647674593e-08,1.64309738544876e-07
"Peli2",56.27398894331,-2.21236531686404,0.388771217226129,-5.69066129084658,1.26548311435234e-08,1.70764894061711e-07
"N4bp3",17.7563115186312,-2.91895294307662,0.51306140018875,-5.68928580868249,1.27571794528706e-08,1.71941295003911e-07
"Dusp3",409.29159611252,-1.22907699007645,0.216081161018419,-5.68803399742784,1.28510242470469e-08,1.73000427363749e-07
"Kansl3",139.951167969784,1.53260537700084,0.2694553554372,5.68778963221622,1.28694217096283e-08,1.73042580164457e-07
"Myo1g",511.217463011332,1.01835847607153,0.179089775691364,5.68630158891107,1.29820052499377e-08,1.74349561028488e-07
"Pparg",14.3204795845983,-3.32583375459967,0.584924716073572,-5.68591762872497,1.30112101650603e-08,1.74534990794034e-07
"Xrn2",259.877618153714,1.1337717229256,0.199672589924933,5.67815403882847,1.36156077820031e-08,1.82426612540195e-07
"Lta",17.605263890858,4.60978248550765,0.811889127603047,5.67784729316081,1.3640039751657e-08,1.82538194315268e-07
"Ddi2",86.3791089769696,-1.62111858345325,0.285539064155373,-5.67739685022968,1.36759942665697e-08,1.82803531853263e-07
"Tbc1d2",19.1099775804627,-3.36520796112967,0.592913558751295,-5.67571429504321,1.38111124954959e-08,1.84392179194872e-07
"Hcls1",583.526715175675,1.14211120630426,0.201243575290549,5.67526791677856,1.38471761853299e-08,1.84656167130253e-07
"Dgkz",125.731082447964,-1.34986944559759,0.238048378612559,-5.67056769495837,1.42325117975299e-08,1.89571705317275e-07
"Marveld1",31.1774083569716,-2.30809613190044,0.407275506802724,-5.66716164696453,1.45182365316129e-08,1.93150482495108e-07
"AW112010",19.1527901960221,4.53627064512345,0.800481041380949,5.66693077114943,1.4537804478714e-08,1.93184072410578e-07
"Bin2",65.1836830939486,-2.19496918978506,0.387391784394049,-5.66601894569961,1.46153372111699e-08,1.93986940618982e-07
"Prkch",24.5628320646129,-2.74309496640734,0.484165222424271,-5.66561751930952,1.46495977928637e-08,1.94214258458608e-07
"Cdk2ap2",146.538785284487,-1.21079055927714,0.214229737246606,-5.65183234988221,1.5874638663784e-08,2.10209146324756e-07
"Zdhhc5",140.24986685155,1.28853205647198,0.228038346733643,5.65050604395512,1.59976181650417e-08,2.11590433956532e-07
"Cfb",30.1109749915534,5.60304101455754,0.99214498531912,5.64740143574413,1.6289116778192e-08,2.1519480032728e-07
"Psma5",282.349726241957,1.7612789128483,0.311916453945274,5.64663675343436,1.63617024901008e-08,2.15902092811749e-07
"Sort1",141.059109620668,-1.32085187340027,0.233991314760976,-5.64487564313883,1.65300686967959e-08,2.17870149625792e-07
"Bcl3",150.833856795991,2.34088270015556,0.414822401168169,5.64309616251068,1.67018997352415e-08,2.19879249127715e-07
"Matk",161.921065981378,-2.05127548675672,0.363769061489743,-5.63894982810285,1.71090372548647e-08,2.24977885480152e-07
"Hdac1",100.206712122549,1.51999494963908,0.269982074741042,5.62998469841752,1.80225609856762e-08,2.3669494153983e-07
"Tpx2",53.3665636742117,2.13943855089799,0.380020337391989,5.62980014590948,1.80418552704378e-08,2.3669494153983e-07
"Slc35f6",119.954277329783,-1.46609106219972,0.260430050018835,-5.62950036715689,1.80732387939412e-08,2.36832556912512e-07
"Coro2a",272.117476702171,1.50123391663604,0.266781689342529,5.6271999788882,1.83158345092169e-08,2.39734392796737e-07
"Ugcg",72.6103816340713,2.30315971236964,0.409347638793922,5.62641504212785,1.83993341029826e-08,2.40549541011889e-07
"Ciao2b",183.137083148703,1.14835530082676,0.204114970002608,5.62602194641621,1.84412894234359e-08,2.4082029448692e-07
"Dnaja1",221.743573705226,1.07522045165359,0.191181474046409,5.62408286167195,1.86496120758075e-08,2.43260475119997e-07
"Slc36a2",76.2237229163663,-1.73580756029346,0.309229345039922,-5.61333388352702,1.98465124277309e-08,2.58574963641758e-07
"Dr1",143.882681718597,1.67204206804113,0.297905190596232,5.61266510561525,1.9923395839795e-08,2.592786358715e-07
"Efr3b",24.524600847839,-2.94200140142159,0.524810613081202,-5.60583442501073,2.07254022179973e-08,2.69406461170871e-07
"Glul",48.4675822048874,-2.29043725305954,0.409199972092106,-5.59735437260487,2.17647537065633e-08,2.82592764334359e-07
"Aim2",170.159461146028,1.90466447959715,0.340623579517634,5.59169885506575,2.24858570575091e-08,2.91621498566208e-07
"Gna12",137.089903247977,-1.64628722036576,0.294636852932084,-5.58751291287124,2.30344635485154e-08,2.98395022082768e-07
"Myo1e",135.566513715436,-1.64452072892806,0.294563297609541,-5.58291118504505,2.36525548336634e-08,3.06052179268921e-07
"Pilrb1",54.8885976630358,2.37590269938757,0.426283961159948,5.57352121089093,2.49641242002663e-08,3.22654900581549e-07
"Fam117a",31.3138704511158,-2.31016070646942,0.41504147506169,-5.56609602962223,2.60509716282697e-08,3.35936022077858e-07
"Tpr",318.943969216326,1.04900819668284,0.188460856995904,5.56618606857785,2.60375213668385e-08,3.35936022077858e-07
"Vta1",198.936839705014,1.11452478809489,0.200493480555086,5.55890787575346,2.71467928467206e-08,3.49669201042702e-07
"Daam1",47.4135521879695,1.97002420706739,0.354414838657281,5.55852631489959,2.72061944884106e-08,3.50036565863944e-07
"Inf2",117.391281271178,-1.47549810492956,0.265513377815368,-5.55715164738549,2.7421251177068e-08,3.52403494435449e-07
"Ccnl1",300.311919009116,1.29007664707779,0.232191456171052,5.55609008338104,2.75884529765252e-08,3.54150752535576e-07
"Trp53i11",23.9286082146792,4.14205484435376,0.745588992650271,5.55541308305856,2.76956001880667e-08,3.55124013723683e-07
"Prkcb",513.383968047643,-1.01574085087913,0.182910969648169,-5.55319810962084,2.80489878578372e-08,3.59248900981451e-07
"Fbxw11",281.007331280026,1.38939522405832,0.250245152088132,5.55213642488066,2.82199216017487e-08,3.61030261123952e-07
"Tex2",46.2487407263243,-1.74054374680024,0.313821816260145,-5.54628026675303,2.91810943999707e-08,3.72906093600528e-07
"Prdm1",45.6875606227952,1.96937022681661,0.356093953998602,5.53047925892149,3.19357058639354e-08,4.07647776990662e-07
"Eif2s2",214.971466881606,1.08429159446273,0.196109771159291,5.52900341504149,3.22055076300902e-08,4.10629278950588e-07
"Spint1",104.857819254951,-1.658079332738,0.300101323686572,-5.52506504259778,3.29363570524566e-08,4.19475963134378e-07
"Slc35c2",90.0028825919992,-1.49060100555528,0.269879539747155,-5.52320863949817,3.32864069124153e-08,4.2345838647837e-07
"Ppm1k",19.0888392319625,3.41908072159468,0.619489191636313,5.51919350289801,3.40559023498486e-08,4.32761942977056e-07
"Pald1",13.7512455682315,-3.94740107463205,0.715258701959097,-5.51884383065889,3.41237274333288e-08,4.33138242392813e-07
"2310043P16Rik",16.0980429853544,4.43286340459783,0.803680090683862,5.51570638116199,3.47381816798342e-08,4.40444395235929e-07
"Itgb1",789.891800734709,0.910704621629441,0.165251499879055,5.51102182004988,3.56756488542874e-08,4.51526992152506e-07
"Mvp",627.359352773616,1.17587240906206,0.213370513753051,5.51094145287093,3.56919439760604e-08,4.51526992152506e-07
"Trim47",30.7975689325961,-2.51581677748377,0.456816281331603,-5.50728351920876,3.64413111411832e-08,4.60493045468575e-07
"Echdc3",22.9495030231811,-2.92631556015563,0.531427507333369,-5.50651880035244,3.65998893632653e-08,4.61981899702241e-07
"Trip10",110.253009775337,1.32165153637043,0.240090747901192,5.50479994720307,3.69587710667705e-08,4.65992958889704e-07
"Ndufb1",391.523347055335,1.15567782313942,0.210228056766251,5.49725779192449,3.85742593180205e-08,4.85821365966402e-07
"Prkcd",1477.04335072649,0.997238926671083,0.181459621027937,5.49565198594541,3.89269513508621e-08,4.89719193742532e-07
"Chpf2",499.449413536326,1.06894074378658,0.195010442031604,5.48145387831764,4.21844703526252e-08,5.30111941737258e-07
"Tec",162.711192633896,-1.17951236689593,0.215190664966352,-5.48124318998857,4.22347453714792e-08,5.30155967647527e-07
"Il1a",26.142226609822,5.27000981287491,0.961574399634094,5.48060536436942,4.23872994510421e-08,5.31482344333586e-07
"Gpx1",4142.45143373394,-0.934121192817477,0.170480075242284,-5.47935699517916,4.26874300037661e-08,5.34654164743303e-07
"Mxi1",79.7586860489259,-1.36496517558082,0.249146023903703,-5.47857499065845,4.28764865752786e-08,5.36429332594683e-07
"Eva1b",121.301941894843,1.777282267615,0.324566586852739,5.47586331929288,4.35383662097504e-08,5.44109571099802e-07
"B4galt5",1363.65419017161,1.50884165058981,0.275628341695427,5.4741890522169,4.39519654574293e-08,5.48619753443893e-07
"Rab5if",922.943241813878,1.14204864137826,0.208631028889094,5.47401145198477,4.39960613921922e-08,5.48619753443893e-07
"Rnd3",26.7560549435841,3.14597807008141,0.574759072364326,5.47355965542245,4.41084303027597e-08,5.49416546683276e-07
"Gcsh",44.9153100828279,-1.73846223998306,0.317623481592956,-5.47334293819923,4.41624299815198e-08,5.49485339012653e-07
"Plxdc1",16.9012184660749,-3.59543311861615,0.657375090066336,-5.46937840047048,4.51616639037001e-08,5.61302039855746e-07
"Ankle2",81.5661444277924,1.52813131798706,0.279508167032153,5.46721526677707,4.57160730487882e-08,5.66949330424523e-07
"Or2v1",17.0583190941814,4.5605553955344,0.834135389886774,5.46740427372761,4.56673688630378e-08,5.66949330424523e-07
"Kank3",16.9968342405877,-3.47490784379068,0.635633779309094,-5.46683948667384,4.58130554321166e-08,5.67531129314799e-07
"Slc16a6",30.5660051844089,-2.21252875715403,0.404830041218871,-5.46532750013439,4.62052928176583e-08,5.71765277388818e-07
"Sass6",26.1548869515062,2.8230610620591,0.516939037754479,5.46111021973139,4.73166154789244e-08,5.84878774758569e-07
"Mat2a",424.999554503999,1.33950614870082,0.245357889723242,5.45939708811383,4.7775416254722e-08,5.89906691990495e-07
"Syne2",18.8509855571383,3.43408807092561,0.629095407305809,5.45877148528644,4.79440340789591e-08,5.9134453349837e-07
"Prkra",31.4714932889748,-2.19743066598303,0.403126783126222,-5.45096668830113,5.00967545010429e-08,6.17224687249263e-07
"Dnase2a",264.724537200838,-1.37876192956639,0.253023910678396,-5.44913690516329,5.06148417440588e-08,6.22930761312602e-07
"Unc119",73.5409318069587,-1.67214075521739,0.306990401611202,-5.44688285510347,5.12601985514719e-08,6.3018910041316e-07
"Ctdsp1",92.9319096636978,-1.27151849782275,0.233462441915033,-5.44635140193346,5.1413516759879e-08,6.31389179277604e-07
"Mcl1",975.539387820874,1.08809054567602,0.199927990929174,5.44241224362368,5.25638573690574e-08,6.44817449435352e-07
"Ttc9c",36.2705367328781,2.23578258249884,0.410826645755281,5.44215572577695,5.26396264297321e-08,6.4504882765515e-07
"Slc16a10",277.343594453439,1.73140516194517,0.318380256771699,5.43816749035009,5.38313586310551e-08,6.58940010888779e-07
"Got1",100.962282711205,-1.40130993045655,0.257736757611092,-5.4369812961294,5.41908242606297e-08,6.61910552795515e-07
"Igsf6",686.068990526395,1.31169825220418,0.241253653728188,5.43700885741622,5.41824457211716e-08,6.61910552795515e-07
"Rnaset2b",687.592543331053,1.7952235482732,0.330383826282646,5.4337513082053,5.51814748330991e-08,6.73285271510418e-07
"Cyp4f16",28.7307486332924,-2.11054379003005,0.389161431153379,-5.42331182145906,5.85048019384237e-08,7.13066591367777e-07
"Nfic",92.7858434626075,-1.57470316148849,0.290592418912107,-5.41894095993183,5.99531103556258e-08,7.29933948314735e-07
"Cbr1",118.207122934388,-1.33607763564617,0.24658102643356,-5.41841217457245,6.01306642631495e-08,7.31310171054506e-07
"Svbp",180.580400305377,1.26720777331363,0.2339407540205,5.41678930043367,6.06787750635123e-08,7.37185332631203e-07
"Gpsm3",186.326078755017,-1.36886310453824,0.252763881799952,-5.41558032259379,6.10902394603254e-08,7.41389576319902e-07
"Nt5c3",47.4839124156704,1.97108823290543,0.364133267393988,5.41309572457365,6.19443533409336e-08,7.50951064298911e-07
"Fcgr1",50.1535874328323,2.86532943184554,0.52965020681155,5.40985237992181,6.3076721312869e-08,7.63861790685224e-07
"Srgap2",99.954004968999,1.58632748544675,0.293256973688956,5.40934275318987,6.32564637919497e-08,7.65220936053094e-07
"Ptpre",786.526260549455,0.870401289636803,0.160976081808533,5.40702245860393,6.40811108002415e-08,7.74370352793964e-07
"Ccdc25",38.3322271809068,2.07311255352594,0.383602831164782,5.40432026330747,6.50546189092514e-08,7.85297236779941e-07
"Adssl1",158.742479367445,-1.36878970406727,0.253325705553832,-5.40327994379708,6.54332172529381e-08,7.89027146342609e-07
"Gspt1",174.306046988409,1.39240751079705,0.257765082871277,5.40184688820862,6.59582392201801e-08,7.94512902827567e-07
"Ythdc1",103.044479608531,1.36948797747234,0.253716762191634,5.39770398156807,6.74991129262704e-08,8.12210663502415e-07
"Tsc22d3",73.6394055550613,-2.24692023964319,0.416879311783511,-5.38985787044774,7.05134289162904e-08,8.4758188416347e-07
"Tnfsf8",35.9001658892053,4.26442292372603,0.792384741837989,5.38175800033002,7.37618863036789e-08,8.8568959878411e-07
"Lrrc59",328.396875108772,1.30908033160799,0.243524958783075,5.37554892997264,7.63497137631418e-08,9.15792598418215e-07
"Creg2",24.138929562062,-2.43283533726911,0.453081921137077,-5.36952640079645,7.89436801626037e-08,9.45881566366996e-07
"Itga6",45.7174294583639,-1.74710341121282,0.325385108069275,-5.36934041505323,7.90251295412038e-08,9.45881566366996e-07
"Endod1",58.2523086706124,1.80478171613477,0.336278053500666,5.3669328026225,8.00868770692351e-08,9.57578851877405e-07
"Mtmr7",26.8071128303418,3.44665040071102,0.642388753186808,5.36536541714442,8.07854978829458e-08,9.64914244998093e-07
"Clcf1",42.3230194009798,2.17957682066972,0.40661497353663,5.36029650288659,8.30854714167209e-08,9.91340861587928e-07
"Snn",105.984800672702,1.84312874620152,0.343918352712688,5.3592043915763,8.35892446528741e-08,9.96302931798452e-07
"Trim12c",47.7398167213169,1.75948521377181,0.32836789769066,5.35827413747168,8.40206873626189e-08,1.00039337316732e-06
"Lrp11",31.3753568383252,2.31550615440213,0.432422255925856,5.35473399592815,8.56823728946837e-08,1.01910776155429e-06
"Srsf5",425.000166826314,-0.88837324355139,0.166243180241913,-5.34381766673768,9.1009116600045e-08,1.08132949335588e-06
"Furin",300.596656398811,1.39775494572346,0.261842609335837,5.33814931522743,9.39001154547029e-08,1.11451079442833e-06
"Txnl1",349.280744010867,1.53262008947806,0.287346460916978,5.33370094271275,9.62309623297297e-08,1.14098112762289e-06
"Camk2d",86.1669978073715,1.45202698977073,0.272265245813778,5.33313381746809,9.65321185900672e-08,1.14335586647692e-06
"Sowahc",93.9797937256544,1.42534131066007,0.267430320113997,5.32976705877067,9.83388163578277e-08,1.16353912673902e-06
"Ilrun",509.621701578956,1.0122820598142,0.190028754337107,5.32699413488986,9.98513866814714e-08,1.18020382485347e-06
"Gcnt2",46.2411548990585,2.12706925534632,0.399813758665627,5.32015021805499,1.03681607315999e-07,1.2241989780488e-06
"Maff",52.5640405996188,2.13144473410046,0.40082387696412,5.31765909317637,1.05110767890511e-07,1.23978205415082e-06
"Rdx",136.597646264144,1.44148517654889,0.271214118316845,5.3149341394716,1.06695910254336e-07,1.25717062654148e-06
"Il2rg",574.320580087281,1.18116701659141,0.222369685495342,5.31172679387613,1.08591318467345e-07,1.27817507251024e-06
"Ascc3",56.45208008804,1.88690411626374,0.355271517953116,5.31116067827524,1.08929235563296e-07,1.28082249492735e-06
"Nfe2l1",314.137267232053,1.16048130382913,0.218699578220124,5.30628048427734,1.11884753905235e-07,1.31421107307341e-06
"Zbtb38",34.0517994172249,-2.10823088116131,0.397430564439499,-5.30465210730475,1.12888079114778e-07,1.32462357843272e-06
"Trim34a",33.042515984361,2.25383085207854,0.425131348756955,5.3014929589844,1.14859478839292e-07,1.34636214337474e-06
"Gfod1",50.799308255625,-2.59992310365061,0.490989927979783,-5.29526769387755,1.18842186511998e-07,1.39160762821642e-06
"Tubb6",271.843404553272,1.26681640642143,0.239295800050112,5.29393497987069,1.19712011733241e-07,1.40034639112104e-06
"Ldlrad3",11.7772489003542,-3.29025708282218,0.622698931671621,-5.28386498751421,1.26486484850454e-07,1.47806629461845e-06
"Rnf214",59.6358623881184,1.53888803646758,0.291544221929486,5.27840348295356,1.30314274541418e-07,1.5212279113563e-06
"Pgap2",369.363642335765,1.26738690384389,0.240152468288244,5.27742609883445,1.31011011355248e-07,1.52778787418903e-06
"Plk2",396.087228785619,1.29753999256458,0.245917139070952,5.27633005762243,1.3179662057414e-07,1.53379332054197e-06
"Srsf3",361.251542683123,0.927389538422491,0.17576273277249,5.27637186674219,1.31766569633563e-07,1.53379332054197e-06
"Ncoa5",116.585370486989,1.41096799059266,0.267429231969805,5.27604248869837,1.32003494813773e-07,1.53462524483499e-06
"Ndst1",153.711474538907,-1.22306450106898,0.231872144439956,-5.27473666154708,1.32946852463067e-07,1.5440087834722e-06
"Abhd4",146.27031488938,-1.17527667847525,0.222973724915657,-5.27092005535548,1.35741588385972e-07,1.57484594227806e-06
"Tmed1",70.1307982374966,1.45427580379083,0.275915282365198,5.2707330718491,1.35879958672073e-07,1.57484594227806e-06
"Asph",29.314384747028,-1.89902639535256,0.360474327858179,-5.26813214864967,1.37818882694767e-07,1.59568645081224e-06
"Dusp28",48.1737784317391,2.06728765400793,0.392447993894223,5.26767287939082,1.3816402528976e-07,1.59805023128513e-06
"Setd1b",163.969540715703,1.10152593671283,0.209165315189004,5.26629348521519,1.39205679257678e-07,1.60845705849723e-06
"Txn1",6900.65843084098,1.3734185194261,0.260809555949801,5.26598235415289,1.39441678658037e-07,1.60954320528396e-06
"Shfl",34.3794656000691,2.14119761831268,0.407116775874716,5.25941878398938,1.44511437100161e-07,1.66636535048863e-06
"Hnrnpd",176.257904065562,1.25818406039303,0.239252122954035,5.25882088258314,1.44982021233455e-07,1.67009269378173e-06
"Trim30b",15.499940978633,4.09235918271611,0.778473891618745,5.25689971979218,1.46504144814429e-07,1.68591317915894e-06
"Hnrnpm",432.298346415754,1.02341952346596,0.194742986099514,5.25523174910644,1.4783819093327e-07,1.69953944647933e-06
"Mon1b",47.9288334278528,1.71679214504123,0.326963704874775,5.25071168281125,1.51512674441025e-07,1.74001637769911e-06
"Dhrs7",123.439198977748,-1.13880012462333,0.217061038258648,-5.2464511077587,1.55056972363737e-07,1.7789177952864e-06
"Atosa",20.1059013142816,-3.10346895681996,0.59184133969526,-5.24375157439651,1.57344020918149e-07,1.80261403765247e-06
"Polr2c",160.810727895964,1.16897633632727,0.222932287494359,5.24363854812573,1.57440484982439e-07,1.80261403765247e-06
"Osgin2",58.9502619298935,1.77483091084476,0.338509202935477,5.24308023372428,1.57917826853676e-07,1.80625486113665e-06
"Lztfl1",22.0625050284405,3.08485554262826,0.588597619595193,5.24102619502583,1.59686042380147e-07,1.82463839755944e-06
"Rilpl1",61.4551805118164,2.18990781575471,0.418939059096236,5.22727057362217,1.720306608879e-07,1.96371353591576e-06
"Haus8",42.0799804707813,-2.00988062788837,0.384640968001174,-5.2253420594611,1.73833448729506e-07,1.98229591685005e-06
"Mlec",72.8149536016379,-1.61658779867535,0.309853843067089,-5.21725915248798,1.81590112131948e-07,2.06866725730214e-06
"Slx4ip",26.1564633060899,2.45218316470342,0.470799757015478,5.20854806775698,1.90324049281635e-07,2.16598704679451e-06
"Cd93",49.9942950199471,-1.79649213356238,0.345279263444155,-5.20301194934907,1.96084256178543e-07,2.22930295264171e-06
"Alas1",4210.39738774621,0.853433638317062,0.164099259489988,5.20071596282329,1.98522293234494e-07,2.24800219162137e-06
"Hspa5",1111.45255657985,1.37431171522956,0.264232641536993,5.20114285364382,1.98066784751818e-07,2.24800219162137e-06
"Rab21",156.092741352329,1.23071176971336,0.236640840004107,5.20075811804926,1.98477267014475e-07,2.24800219162137e-06
"Rmnd5a",61.8599596270808,-1.62631811564981,0.312699947089859,-5.20089028087509,1.98336167172504e-07,2.24800219162137e-06
"Znrf2",65.9883269300432,-1.64355151250188,0.316056371397698,-5.20018471778814,1.99090565710625e-07,2.25218718795403e-06
"Def6",68.7246148779626,-1.33047999401153,0.255928897421943,-5.19863136759427,2.00761217493312e-07,2.26882193448324e-06
"Manba",71.1225904578513,-1.35888866503582,0.26169500955471,-5.19264263903256,2.07329912902351e-07,2.34072167604398e-06
"Dnmt3aos",26.169938476883,-2.17187447291397,0.418616910181451,-5.18821485728457,2.12319553214203e-07,2.39466879172437e-06
"Mtf2",65.8245677836643,1.57450343719927,0.303576644340626,5.18651044654349,2.14271009963761e-07,2.41427624049625e-06
"Stab1",61.842461887109,-1.98836486838079,0.383499246908458,-5.18479471448718,2.16252929588781e-07,2.4317727746913e-06
"Tbrg1",185.714245172773,1.39615881714972,0.269270285613769,5.18497172447878,2.16047640654992e-07,2.4317727746913e-06
"Sin3b",595.321207608363,0.864679492450267,0.166791571807774,5.18419176148064,2.16953625353441e-07,2.43723423526388e-06
"Adgrl2",74.6021404959162,1.43779919418074,0.277604839816897,5.1793016113447,2.22718126434016e-07,2.49951481497977e-06
"Zfp800",53.0089499083019,2.12286074923717,0.410069530066287,5.17683122882604,2.25686199218417e-07,2.53031955305713e-06
"Capza2",304.2879719077,1.1531718784676,0.222853769113118,5.17456753393415,2.28439474059121e-07,2.55865754788552e-06
"Gtf3a",79.7647262359202,-1.71200765848303,0.330907584298904,-5.17367307283171,2.29536305752713e-07,2.56840476377789e-06
"Cmtm6",592.291172169111,1.62931228954309,0.315055997817662,5.17150062474307,2.32221496048399e-07,2.59588822259231e-06
"Ccl12",13.755316733944,4.97992589407299,0.964934509409281,5.1608952167351,2.4577172138174e-07,2.74465267178525e-06
"Smarca2",33.0307627339535,-1.78625292972178,0.346194440126064,-5.15968115799701,2.47370760289849e-07,2.75979091327307e-06
"Abcb8",48.7772156367646,-1.55725767338079,0.301960165442838,-5.15716260486546,2.507200637532e-07,2.79440700358163e-06
"Tmbim6",2458.37632751596,1.07875508941939,0.209213557224652,5.15623893465485,2.51959353604085e-07,2.80546097554254e-06
"Ctdsp2",132.746881014807,-1.35337800506323,0.262544077566076,-5.15486015761533,2.53820276551905e-07,2.82340808117355e-06
"Tmt1a",78.6640992347012,-1.69932239907635,0.329706599083585,-5.15404424357776,2.54927754038642e-07,2.83294714904707e-06
"Phka2",53.8846121879428,-1.79380325707108,0.3482016190131,-5.1516223909447,2.58242604955366e-07,2.86697348400497e-06
"Syvn1",324.644311248615,1.09823525327079,0.21320426042674,5.15109431243358,2.58970908585968e-07,2.87224584033459e-06
"Xpo6",208.001987937062,1.04589685552052,0.203302011350034,5.14454750631932,2.68166388056961e-07,2.9713255216282e-06
"Cpd",69.017144668411,1.78950993729319,0.347954762765609,5.1429384758807,2.70474218215765e-07,2.99396998386298e-06
"Ptpn22",20.0148398619917,-2.27079160019042,0.441552793123691,-5.14274088071347,2.70758947712717e-07,2.99419772909624e-06
"Lrch3",117.266429834282,1.51868117810694,0.296031221677365,5.13013853573224,2.89529018795067e-07,3.19864661602542e-06
"Mvb12b",85.2703860829074,-1.61842338745843,0.315834963111522,-5.12426924338635,2.98693907266881e-07,3.29668494534576e-06
"Thbs4",14.527968833426,6.53368459084262,1.27548318121244,5.12251724450955,3.01483513971845e-07,3.32423699501057e-06
"Cmas",158.719168888669,-1.15045237022674,0.2246064865029,-5.1220799013384,3.02183784162315e-07,3.32872030464513e-06
"Rin3",123.151093328194,-1.12485037325771,0.219686286667043,-5.12025757421326,3.0511862258542e-07,3.35778600680168e-06
"Actn1",1200.15470131682,1.23190930831323,0.240695347741855,5.11812679335394,3.08585132084381e-07,3.39264061316824e-06
"Dusp16",72.462678827692,2.14463311564808,0.419364772800136,5.11400397636686,3.15400712219824e-07,3.4642122800501e-06
"Kdm5c",121.503834985912,1.38146015194406,0.270320464591779,5.11045345394124,3.21386487958203e-07,3.52654002033517e-06
"Ppip5k2",41.8652910864389,2.12686128442243,0.416411940190887,5.10758957451474,3.26294429008561e-07,3.57347570320004e-06
"Trip13",20.0187228182996,2.76114485435213,0.54059537354322,5.10759986023332,3.2627667318244e-07,3.57347570320004e-06
"Gmnn",45.7134351296912,-1.95173930826379,0.382287031980027,-5.10542902319994,3.30044853009342e-07,3.60757802204522e-06
"Pphln1",47.5787960130069,1.93258147734982,0.378532762090357,5.10545366450606,3.30001845372805e-07,3.60757802204522e-06
"Igf2bp2",93.9995269118295,1.45814820389173,0.285721618407804,5.10338773809739,3.33626456701643e-07,3.6432137636928e-06
"Mdp1",26.6244229607676,-2.55992427999943,0.501709064345352,-5.10240787325562,3.35359010607466e-07,3.65860864796499e-06
"Pcsk7",127.668365882522,1.29810140405483,0.254591969463054,5.09875235575019,3.41899500390432e-07,3.7263758047361e-06
"Apbb2",290.713535689558,1.0843380477654,0.21278528932795,5.09592580948673,3.47041027945467e-07,3.77878006893551e-06
"Serpina3g",132.434119114219,4.04246544084343,0.793419827526464,5.09498918554389,3.48761163578843e-07,3.79386544065852e-06
"Man2a2",48.4549089655691,-2.14331840741282,0.420723872049607,-5.09435891282182,3.49923305892065e-07,3.80285778742719e-06
"Mbp",78.5304525332821,-1.35084760808215,0.26531620940918,-5.09146279109856,3.55311605980454e-07,3.8577174844717e-06
"Ttc38",14.6355930767905,-2.65072227761524,0.520771930768745,-5.08998684645377,3.58088352980053e-07,3.8841449579224e-06
"Tmem128",162.214557442829,1.05971985861429,0.208335382598704,5.08660528708908,3.64529390203424e-07,3.95023005540709e-06
"Nav1",26.7933016762221,-2.57381567447097,0.506067519611746,-5.08591358806351,3.6586061286696e-07,3.96086919469626e-06
"Rragc",1022.97039286187,1.01019746088046,0.198713748894198,5.08368176083439,3.70187988651985e-07,4.00389394214718e-06
"Arhgap19",16.1217664536299,-3.02960400690008,0.596124509500893,-5.08216649142077,3.73154112501607e-07,4.03212761220754e-06
"Dio2",16.2630415148627,-2.63066876858245,0.51776392340017,-5.08082670439218,3.75795826351174e-07,4.05680542065767e-06
"Cdkn2b",15.6495425245416,3.60303800527533,0.710915707120034,5.06816486003871,4.01669445968444e-07,4.33199159852742e-06
"Hadh",124.797577894902,-1.16011534999774,0.229009256394345,-5.06580113076332,4.06686320742854e-07,4.38192913081773e-06
"Dock10",357.156465620727,1.27781727571172,0.252336395558701,5.06394360148678,4.10671187859393e-07,4.42066278669157e-06
"Cd200r4",418.770912245698,0.986956399006258,0.194924582944533,5.06327310848783,4.1211879632784e-07,4.43203658100197e-06
"Rasa3",142.427460987541,-1.46957182427587,0.290377878257567,-5.06089455951033,4.17293951208245e-07,4.4834378549246e-06
"Rab1a",577.930288071418,0.946393443941401,0.187079445754018,5.05877831809364,4.21951051506926e-07,4.52918103108997e-06
"Rbbp8",45.1249929906252,1.83001973457329,0.361782615547621,5.05834071602151,4.22920296289904e-07,4.53529002691208e-06
"Idnk",116.126834046796,1.47863917564066,0.292332463573143,5.05807380257205,4.23512537135447e-07,4.53734840116284e-06
"Alpk2",12.8416340400808,4.88063923819811,0.965190999384056,5.05665639372179,4.26670985382943e-07,4.56475172580605e-06
