"","baseMean","lgFC_Treatment_48H_Wash_vs_Treatment_6H","lfcSE","stat","pvalue","padj"
"Snrpb",575.813470066915,-0.733072503241196,0.190543714962633,-3.84726677227301,0.000119442890458935,0.000829514863935852
"Socs7",39.0921539804342,-0.926107973187492,0.240759577760498,-3.84660906038289,0.000119763834084848,0.000831323277039921
"Abcf1",287.992843492196,-0.677491446880227,0.176141874639183,-3.8462827097079,0.000119923385066869,0.000831589937862682
"Patl1",136.947344372263,-0.822670577365838,0.213884965874096,-3.84632259683976,0.000119903873730689,0.000831589937862682
"AW112010",23.1720113482417,-3.50117494489398,0.910439085214319,-3.84558945431237,0.0001202629789684,0.000833103280139316
"Actl6a",133.204776660909,-0.7245805431426,0.188413948213133,-3.84568419702641,0.000120216515444225,0.000833103280139316
"Pum3",142.088200733569,-0.840476965829699,0.218619795110702,-3.84446872893697,0.000120813889103282,0.00083649757810795
"Prkdc",14.637421729437,1.96398856955948,0.510891111103695,3.84424102685329,0.00012092611007244,0.000836852566176717
"1700088E04Rik",5.63199003888262,2.75180576424892,0.715880303010338,3.84394675014432,0.000121071287346573,0.000837435151268736
"Slc38a10",285.783471004686,0.630001118121217,0.163912412712478,3.84352293823113,0.000121280657762669,0.000838460942135674
"Pigx",88.2409343640323,0.816116144648412,0.212436643461229,3.84169195742992,0.000122189123259881,0.000844316387699128
"Shpk",7.41754203736067,2.69147812068939,0.700645804853935,3.84142472850528,0.000122322247709585,0.000844811097108954
"Igf2bp1",9.99761908550189,-2.08722121937959,0.543375218091064,-3.84121533313981,0.00012242665696528,0.00084510708905646
"Klrg2",3.70713160999991,-2.83605612314287,0.73837055845497,-3.84096588178879,0.000122551148702369,0.000845117880670308
"Sfmbt1",84.1616532833829,-0.680205379900935,0.177092289693629,-3.8409655275094,0.000122551325594653,0.000845117880670308
"Tmtc2",9.31880685869659,-2.49115774238374,0.648646007610306,-3.84055049002996,0.000122758719894618,0.000846123104494532
"Mettl23",53.2986524114408,0.796178029924734,0.20738955594811,3.83904592632399,0.000123513327828671,0.000850897135518143
"Klhl25",43.4226582368184,-0.919159092033955,0.239469564561963,-3.83831278816278,0.000123882612864822,0.000853013176847543
"Mcemp1",110.759483954397,3.36832084104406,0.877801972428866,3.8372217730657,0.000124434089560041,0.000856380977272861
"Pfdn2",202.539387794989,-0.537616925746816,0.140163645006459,-3.83563744879809,0.000125239041478558,0.000861488997745789
"Hibch",9.78369433532188,2.27703743646386,0.594050226069997,3.83307224967802,0.00012655276466559,0.000870089864225612
"Bace1",18.7788835350817,1.94012483219262,0.506278108862319,3.83213257344341,0.000127037246139026,0.000872983678422836
"Sptssa",288.614862603637,1.0564682284507,0.275727598430197,3.83156504631928,0.000127330699876463,0.000874562535919877
"Mapk1ip1",31.107116437145,1.11640186676264,0.2914765323827,3.83016038250667,0.000128059765507007,0.0008791302902056
"Hap1",2.83565595793029,-3.14709169496872,0.821939873658199,-3.82885877158142,0.000128738853723434,0.000883350555533609
"Hnrnpa2b1",1176.76520443056,-0.551011675925027,0.143947198713966,-3.82787355952601,0.00012925512256085,0.000886449966413823
"Ppp2r5c",424.186837899761,0.612134609491848,0.160029479717012,3.82513653468295,0.000130699631246139,0.000895909104847472
"Glg1",376.217415703786,0.669458376225816,0.175152472413179,3.82214631059609,0.000132295152465662,0.000906393434807157
"Rpl12",2477.17472656116,-0.607623658003002,0.159020760479041,-3.82103353155002,0.000132893580142118,0.000910039329352258
"Gm45193",3.26736490014734,-3.93287125235415,1.02962509370379,-3.81971192854939,0.000133607622075408,0.000914472906827193
"Aatk",14.0940581963624,3.581468159578,0.937911049317446,3.81855844665054,0.000134233783543475,0.000918300870977536
"Jaml",13.8017497824479,-1.86498445564701,0.488523328783386,-3.81759548779698,0.000134758637093138,0.000921432314386843
"Tpm3",1074.08981730757,-0.78160811494623,0.204746238411271,-3.81744798347026,0.000134839203787809,0.000921524274766855
"Xpc",42.8869271150643,1.12473134174004,0.294971395510584,3.8130183429928,0.000137279919665636,0.000937737958711037
"Actr10",180.921543475148,-0.672650960895694,0.176460331887294,-3.81191032398896,0.000137896908847487,0.000941484116596714
"Rest",51.3133463513967,-0.937254322773042,0.24592491862065,-3.81114011556835,0.000138327329574193,0.00094395339714397
"Smap2",163.200339762377,0.701048307705428,0.184021458282344,3.80960087073004,0.000139191310613916,0.000949377394301571
"Tbc1d16",8.88773799014408,3.16070409518963,0.829843510839526,3.80879533780056,0.000139645481385152,0.000952002214209601
"Rbbp9",22.8266673898429,1.38225421167219,0.363130447195254,3.80649494513183,0.000140950172050728,0.000960419782757563
"Mtbp",16.271277694342,-1.28044211158591,0.336451438270429,-3.80572637218668,0.000141388628532126,0.000962929498881987
"Hdac1",130.890457544294,-1.07428127834991,0.282355730153183,-3.80470861266775,0.000141971218349247,0.000966417862139395
"Nudt18",74.6408265859222,1.19526438289579,0.314178513588273,3.80441160423264,0.00014214165875443,0.000967098599949612
"Nfe2l2",1712.13679607883,-0.973273267867237,0.255867557839178,-3.80381661546547,0.000142483677166242,0.000968465785887381
"Vrk1",53.5572481695981,-0.987264547916407,0.259544252721201,-3.80383898917197,0.000142470802038036,0.000968465785887381
"Abhd5",203.598589899711,0.612054719544321,0.160961863897888,3.80248280383111,0.000143253212661775,0.000973214552125768
"2700049A03Rik",10.5828077000406,1.65393537740524,0.435288954627798,3.79962633974819,0.000144914420738503,0.000984013351503286
"Sltm",226.09530257704,-0.728128388877058,0.191729138769659,-3.79769289920935,0.000146049110918245,0.000991228024175733
"Nav2",20.7499999283832,2.94251168648642,0.774856037259117,3.79749468932954,0.000146165907184574,0.000991530585792587
"Edem2",350.982996414736,0.579268957549673,0.152569816001266,3.79674677948661,0.000146607409711308,0.000994034437203089
"Zfp369",39.1853767087394,0.953304406008654,0.251142049356531,3.79587730709049,0.000147122250842655,0.000997032825305848
"Fahd1",10.6717359841909,1.86413627555444,0.491164243246867,3.79534198831631,0.000147440075613739,0.000998693753417189
"Slc35a3",155.545114186828,-0.569532886226023,0.150130741832022,-3.79357937805477,0.000148491131785062,0.00100531717919571
"Syvn1",434.042311113388,-1.09442662185667,0.288555075697315,-3.7927824323031,0.00014896866809641,0.00100805313600971
"D8Ertd738e",341.5406331852,0.82109379756061,0.216533637822527,3.79199188549904,0.000149443798336632,0.0010102724525662
"Vapa",38.9474288478335,-1.15171998679612,0.3037179063256,-3.79207140181395,0.000149395943405993,0.0010102724525662
"Ccnl2",321.6480980901,-0.622734666903254,0.164319890393581,-3.78977046182099,0.000150786555286857,0.00101884813193334
"Zbtb7b",165.279388149232,0.839967821396722,0.221673713297868,3.78920806125549,0.000151128300003835,0.0010206549724804
"Igsf3",9.39579959773241,-1.70622226111964,0.450519003541144,-3.78723704817886,0.000152331757532827,0.00102827680969799
"Ttc3",62.6198033977282,0.960506551866434,0.253641123232636,3.78687233215519,0.000152555431932287,0.00102928062920408
"Praf2",55.6129045378206,1.0858165510901,0.286789617861908,3.78610829494159,0.000153025006119941,0.00103194171612317
"Gtf2h2",48.178812821443,1.23562975137761,0.326479888213846,3.78470403839476,0.000153891606884674,0.00103727627026341
"Cd70",6.3976594028101,-6.04054807026303,1.59642783916017,-3.78379023598132,0.000154458015392056,0.00104058319496218
"Trbv14",12.0027609105735,-3.94227611269134,1.04200340356465,-3.78336203049335,0.00015472410763922,0.00104186463849264
"Mbd2",726.791244050796,-0.753791095113881,0.199260301073722,-3.78294668356942,0.000154982621602686,0.00104309382088475
"Ppp1r15a",164.849774686254,-1.35056579317001,0.357028506571764,-3.78279540235688,0.000155076880734855,0.00104321684100419
"Ttc9",10.0920056672584,2.35828745030149,0.624529171673777,3.77610455566252,0.000159300143771894,0.00107110233789819
"Ctla2a",6.8870336804416,-2.84084466764784,0.753121654440528,-3.7720926637785,0.00016188411014348,0.00108794362813019
"Manba",110.570171081749,1.13589709783555,0.301152171136963,3.77183765120175,0.000162049683816844,0.00108852356105933
"Pip5k1a",134.246773834926,-0.824144133947374,0.218566595212927,-3.77067745940086,0.000162804982675148,0.00109252806066949
"Tbcb",334.820076125375,-0.584138431714076,0.154911705566818,-3.77078303783907,0.000162736113079705,0.00109252806066949
"Marf1",46.9940899044872,-0.983846489826789,0.260950495262494,-3.77024189525727,0.000163089394425765,0.00109390199583085
"Epb41l4aos",65.3592073409593,0.854183711891869,0.226668665122538,3.76842432733301,0.000164281270971792,0.00110135832541147
"Pcgf2",15.4816829140784,2.08581029860154,0.553546937966402,3.76808208218855,0.000164506614304002,0.00110233080253487
"G6pdx",907.943037038163,-0.440890850987425,0.117052641929599,-3.76660316007731,0.000165483723795012,0.00110833733058805
"Entpd5",45.5854560398687,0.910754888750967,0.241806570750871,3.76646046434074,0.000165578289760501,0.00110835272092712
"Stim1",206.968507359232,0.802926713243547,0.213183960168025,3.76635612083904,0.000165647471474323,0.00110835272092712
"Gm16124",7.44361108511719,2.43100836225881,0.64549507748647,3.76611448645751,0.000165807784055351,0.00110888498542619
"Psmd14",333.396980125205,-0.742181326990724,0.197174463903428,-3.76408441690618,0.000167160411968404,0.00111738678496893
"Psmb1",1108.84286296391,-0.47021152171771,0.124950614524568,-3.76317894479226,0.000167767066289919,0.00112089626285187
"Nfatc1",58.9976708498857,0.891202060179596,0.23684795320212,3.76276023554684,0.000168048295690438,0.00112222913415842
"Pip4k2a",173.423819724955,0.984581698329647,0.26167587018653,3.76260026431863,0.000168155858675561,0.00112240152630795
"Nol10",47.9071647011975,-0.90704049594673,0.241095501058603,-3.76216267812586,0.000168450418040713,0.00112382130208891
"Ttc30b",6.80048361172337,2.97606233039378,0.791099070761863,3.76193379613972,0.00016860468228626,0.00112430417085495
"Etv3",260.704536988466,-1.15474020371673,0.307130665995088,-3.75976850105615,0.000170070660089839,0.00113289360347445
"Gipc2",8.16817426998442,1.96322289475472,0.522180127242919,3.75966604688774,0.000170140321220999,0.00113289360347445
"Nubp1",233.896239325069,-0.665787089469691,0.177086374099771,-3.75967429935961,0.000170134709166929,0.00113289360347445
"Akap12",1.68733670373992,-5.12413560063237,1.3630599719896,-3.75928844359862,0.000170397294876134,0.00113405470608305
"Eci2",210.175242725886,-0.597021871574466,0.158926678102624,-3.7565868657303,0.000172246500596671,0.0011458064211203
"Gorasp1",7.3764138676424,3.25996616995739,0.867930170467025,3.75602356143839,0.000172634447947226,0.00114783097836097
"Pnpo",23.8049446267595,1.43971565722286,0.383354429507321,3.75557329303108,0.000172945138369512,0.00114934014995808
"Atp1a1",1091.88372608826,-1.06898850246927,0.28476387225564,-3.75394706499007,0.00017407163964893,0.00115626686617311
"Ldb1",175.044484041899,0.587912949907105,0.156641286039411,3.75324389100832,0.000174560867843256,0.00115895585855315
"Gda",31.3265293186657,-1.50094162974307,0.39991943587852,-3.75310998938046,0.000174654175369691,0.0011590148998675
"Map3k1",18.5128899984911,1.43061026471536,0.381247871352073,3.75244131761781,0.000175120832559078,0.0011615502565392
"Add1",306.445462309006,0.579646399283374,0.154521258968597,3.75124046459636,0.000175961837142887,0.00116656495604628
"Zc2hc1a",30.4329619640989,-0.989517142012117,0.263925236727295,-3.74923275349584,0.00017737640506046,0.00117537550264484
"Rtcb",222.880198645037,-0.548672977822641,0.146367242383589,-3.74860500811185,0.000177820883877455,0.00117775240503495
"Aaas",21.0538733079428,1.26526599730469,0.337773711873007,3.74589837168973,0.000179749353959434,0.00118995112336694
"Gstt3",31.2660182459576,2.20094128464417,0.587982519376616,3.74320870453365,0.000181685200469499,0.00120218689274517
"Asb13",13.0460370549957,-2.78152391691208,0.743319521182448,-3.74202995837823,0.000182539747484602,0.00120725950528111
"Bbs5",15.2438559703873,1.28614382264672,0.343767815476414,3.7413154016885,0.000183059612564771,0.00120895068807807
"Fibp",181.268348724884,-0.483734548860827,0.129287247096709,-3.74154883581815,0.000182889628151953,0.00120895068807807
"Mccc2",14.652075206837,1.63926483427332,0.438145396990741,3.74137180381689,0.000183018527492673,0.00120895068807807
"Cux1",265.881065386595,0.698087383493927,0.186641903199539,3.74025002706709,0.000183837295308208,0.00121350291566427
"Timp3",16.8390737967288,-2.36855066508116,0.633451094917119,-3.73912158979071,0.000184664397830058,0.00121837682950826
"Klhdc2",82.8739370859691,1.00141087413925,0.267856862805253,3.73860450559871,0.000185044568899691,0.00122029871805608
"Ap3b1",276.710647155518,-0.996621456683698,0.266670112750612,-3.73728216635859,0.000186020129498348,0.00122614324436501
"Psip1",36.7354686383343,-0.902026104124445,0.241469554469309,-3.73556867699897,0.000187291454797001,0.00123393074585548
"Slc31a2",708.754366007616,-1.69489989735381,0.453834058051885,-3.73462473184427,0.000187995300230309,0.00123797384755978
"Aar2",82.0058117257414,-0.86500889605714,0.231631598287423,-3.73441664458828,0.000188150792972416,0.00123840382910416
"Acin1",232.745699567233,-0.626140952854543,0.167680475832722,-3.73413153645377,0.000188364035683631,0.00123897469584879
"Mir9-3hg",1.8438635323554,-5.09139192312912,1.36350050580997,-3.73405943117318,0.000188418001815898,0.00123897469584879
"Mab21l3",6.10576991040815,-4.04260056305774,1.08294732422556,-3.73296140322309,0.000189241602360069,0.00124379473451591
"Mcur1",206.444309854325,-0.942154541249872,0.252481951256912,-3.7315718472533,0.000190288720891021,0.00125007853484867
"Gm13889",6.34951623813498,-3.66049150444459,0.981106185703451,-3.73098402373239,0.000190733320163327,0.00125240004105331
"Tmem59",782.425581622373,0.514459567307205,0.138056352829732,3.72644617043956,0.000194198522124609,0.00127454383784459
"Numa1",85.5618485615698,0.857550812526021,0.230168917754147,3.72574551287592,0.00019473880257104,0.00127747910143353
"Abhd11",44.5966650369953,1.27670493546021,0.342690529794024,3.72553316903031,0.000194902820636202,0.00127794447341693
"Klhl24",46.8724291975959,1.52435393300308,0.40920218404482,3.72518523223747,0.000195171853687123,0.00127909763776812
"Scaper",15.4713960061939,1.3662614272423,0.366780687993153,3.72500917296878,0.000195308119849683,0.00127938000264129
"Cep131",8.29764938433525,4.16556447425263,1.11862073658631,3.72383984849471,0.000196215423500527,0.00128413132301866
"Mgat5",31.7307391943527,1.26510636759086,0.339732275964907,3.72383331550619,0.000196220503692145,0.00128413132301866
"Paox",23.995693518702,2.34319537883944,0.630041686984783,3.71911165125179,0.000199924670957453,0.00130774927691559
"Elovl7",11.772332699675,1.68725091665328,0.453726062197561,3.71865549993162,0.000200285982689765,0.00130948882968118
"Pms2",11.4555943916602,1.63601108516772,0.440100455976003,3.7173583052523,0.000201316830061842,0.00131560213077063
"Pierce2",8.56283154611203,2.04177101724181,0.549435682892477,3.71612379904598,0.000202302487680777,0.00132134000308129
"Surf4",1331.85538704396,-1.14323200509808,0.30764976540705,-3.7160178022092,0.000202387328949742,0.00132134000308129
"Chchd6",49.6425468246396,0.9253296230789,0.249094249417706,3.7147771385409,0.000203382860979859,0.00132594809176328
"Lactb",138.948189092126,0.773622198380888,0.208251698437008,3.71484220386751,0.000203330537235457,0.00132594809176328
"Pcgf6",14.3049908899605,1.56004558837676,0.419931510984713,3.71500005969676,0.000203203646473365,0.00132594809176328
"Abcd1",144.941008031654,1.3503592272083,0.363662780104092,3.71321812702907,0.00020464036395383,0.00133332236709163
"Ciao1",148.921611980957,0.565038931440185,0.152173041563712,3.7131342426616,0.000204708231945066,0.00133332236709163
"Gm15459",120.792193382995,-0.905508039774684,0.243874104919087,-3.71301430332309,0.000204805307516115,0.00133332236709163
"Sdad1",70.3383306023729,-0.843363015297181,0.227150579810742,-3.71279270341224,0.000204984778095693,0.00133385829538098
"Ethe1",80.7644516788677,0.973495671912563,0.262275867719632,3.71172414899114,0.000205852260500209,0.00133886856308284
"Pradc1",12.9403792131239,1.62151543075459,0.436972475630288,3.71079535024654,0.000206609085461331,0.0013431547080417
"0610009L18Rik",6.94780530682306,2.15140158520053,0.579833992198165,3.7103750627736,0.000206952411885804,0.00134473207295643
"Snrpd3",145.357056189204,-0.485915461366574,0.130965387442701,-3.7102586481422,0.000207047603949737,0.00134473207295643
"Tubb4b",382.006813590405,-0.781650481789013,0.210689484702234,-3.7099643719463,0.000207288416548405,0.00134565955518184
"Lta4h",138.185799036841,0.880219160272525,0.237305882754349,3.70921761422871,0.000207900685927012,0.00134899641671922
"Aldh3a2",233.910708280351,0.602357739065993,0.162415885358405,3.70873660379195,0.000208295967130681,0.00135063810799554
"Map3k20",37.1675338118141,1.17508584198423,0.316848282408867,3.7086703865034,0.00020835043792677,0.00135063810799554
"Cd33",171.68551394191,1.14003939182856,0.307538798023857,3.7069774583047,0.000209747604096063,0.00135863414181099
"Eef1a1",338.422564431291,-1.47436587351158,0.397731663184121,-3.70693613304066,0.000209781819420197,0.00135863414181099
"Mblac2",6.70670212127401,2.91524072580982,0.786552994112242,3.70635004587346,0.000210267635997816,0.00136113844519096
"Klf4",90.118691276182,-0.882714112935459,0.238186984885021,-3.7059712282834,0.000210582205632352,0.00136253236726305
"Sft2d2",189.103969142161,0.863992625110762,0.233218310214116,3.70465176733995,0.000211681338403324,0.00136879927408132
"Zfand4",4.04045510627307,4.15864187394732,1.12257092830771,3.70456936758244,0.000211750157184904,0.00136879927408132
"Ptbp3",234.013649633567,-1.140922285795,0.307987436496801,-3.70444424218209,0.000211854699826129,0.00136883060170012
"Polr1g",92.9508228839818,0.67233961989172,0.181523056599743,3.70388000558091,0.000212326723548813,0.0013712351431445
"Nudcd2",90.5611843342797,0.714161562356467,0.192840893113974,3.70337199140837,0.000212752557992378,0.00137333926715343
"Pla2g7",7085.03406084915,0.479919130107682,0.129641204159513,3.70190274935413,0.000213988644046486,0.00138066921182249
"Slc35e3",14.2085027142823,1.61016301096663,0.435042275779453,3.70116446288293,0.000214612313569691,0.00138404277374911
"Kif21b",55.275607635235,1.167544232679,0.315498416764481,3.70063420492715,0.000215061303173065,0.00138628717960854
"Or10aa1",1.70472947117241,-5.91517032832142,1.59877248883827,-3.69981993661877,0.000215752492667388,0.00139008996918031
"Cideb",16.9312472784886,1.59409632001543,0.430951007807452,3.69901982159342,0.000216433699543443,0.0013938249037202
"Ubac2",170.421481546108,0.571111021510518,0.154410759749219,3.69864783022937,0.000216751095098157,0.00139521450337445
"0610009B22Rik",112.221582567196,1.20628323628454,0.326169370217072,3.69833389162734,0.000217019298079278,0.00139563230099695
"Nabp2",123.022243734285,0.867248942281907,0.234494748952493,3.69837254845142,0.000216986256095867,0.00139563230099695
"Gm48857",1.32936292084784,-5.39545269102831,1.45916706053647,-3.69762506086496,0.000217626010487856,0.00139887880336998
"Gm17251",8.52836861960859,2.10270460591649,0.569378143538812,3.69298440724774,0.000221637617713647,0.00142399835807598
"Dcstamp",229.320690285647,-1.52018962251565,0.41172578331405,-3.69223809662682,0.00022228920879288,0.00142751676179899
"Gtpbp8",51.4724945307895,0.986840497937271,0.267399956737123,3.69050358114837,0.000223810537778153,0.00143661462538291
"Brpf1",220.762407298795,-0.529349798493819,0.143508871261176,-3.68862073711414,0.000225473024895028,0.00144627512106874
"Camp",36.7286848394865,-2.16259927738541,0.586298952635506,-3.68856070382557,0.000225526222447792,0.00144627512106874
"Polr2i",164.133972855826,0.582712206815854,0.158019508957767,3.68759661803273,0.000226382147312267,0.00145108631307069
"Ezr",260.559074586824,-1.14221147817836,0.309781834069296,-3.6871480266427,0.000226781449758008,0.00145296747791762
"Arl14ep",85.8053318106708,-0.675688515372566,0.183266910604123,-3.68690950889725,0.000226994029484386,0.00145365113097976
"Tmem119",131.206396731049,2.47151512434452,0.670584805413315,3.68561158021051,0.000228154094538511,0.00146039893613695
"2610507I01Rik",7.59381555974085,2.11478261345532,0.574145052192197,3.68335946705571,0.000230180206673758,0.00147268137820629
"Crtc3",84.5548495439857,0.656501912878379,0.17824357844036,3.68317287289002,0.00023034883130483,0.00147307380242912
"Parp4",82.5861319347579,-0.700703110084854,0.190264574488751,-3.68278284051391,0.000230701676990696,0.00147464340087628
"E2f5",53.4928205397415,-0.986099746025729,0.267832543485801,-3.68177717760428,0.000231613798885423,0.00147978476440059
"Trim46",8.74020098065591,2.02722238379198,0.550889052548657,3.67991045458817,0.000233315868013111,0.00148996598503257
"Sh3glb2",124.282406980589,0.671152437592017,0.182397310046041,3.67961806795619,0.000233583525591323,0.00149098177887906
"Pak1ip1",208.27202973952,-0.60248397073364,0.163753802339012,-3.67920599172619,0.000233961239075132,0.00149269879763084
"Mycbp2",200.083141652938,-0.69888504748195,0.190015313570029,-3.678045912991,0.000235027659943176,0.00149880621041329
"9130015A21Rik",3.10197998327741,-2.99595846498989,0.814654906835818,-3.6775798437481,0.000235457384513169,0.00150049729118043
"Pou6f1",13.9018679448438,1.84829276415471,0.502591993563449,3.67752130520434,0.000235511410232617,0.00150049729118043
"Smpd2",38.9131732285281,1.33578333599138,0.363262837062695,3.67718136760806,0.000235825371498538,0.00150180071923698
"Gm17435",2.87232582271567,-3.14604636721985,0.855760487402458,-3.67631646182828,0.000236625957211897,0.00150620046013878
"Phf1",23.5915435968174,1.42173096810522,0.386796165922664,3.67565941279129,0.000237235847537695,0.00150938284832834
"Gm6545",1.2745168154032,-5.39591454310018,1.46881108183063,-3.67366137813657,0.000239099550819252,0.00152053581878107
"Uqcc5",127.902011666028,1.18581943123963,0.322853806549415,3.67292999860644,0.000239785186298927,0.00152419009624272
"Mpp7",10.8412318679233,1.6410579993609,0.446877705238214,3.67227539016767,0.00024040041626555,0.00152737866762505
"Mpzl1",20.0650947808483,1.43980049137795,0.392085477851249,3.67215970167654,0.000240509299301192,0.00152737866762505
"Mrpl30",400.520426432447,-0.532331797767467,0.14502735854304,-3.67056121765801,0.000242018495415099,0.00153625240039266
"Sobp",8.02894720329946,3.22767995187356,0.879599772260593,3.66948702542105,0.000243037671938416,0.00154200888896232
"Pip4p1",271.595339770676,-0.816146163262594,0.222474075837667,-3.66850007215273,0.000243977625331969,0.00154725764240551
"Txndc12",235.376772264683,0.782412403586558,0.213324207275608,3.6677150407769,0.000244727706488549,0.00155129797326306
"Rom1",9.24472391860575,1.78276586077267,0.486091400307145,3.66755276815472,0.000244883024155712,0.00155156618442913
"9930111J21Rik1",3.90171413524829,-3.30300590337601,0.90063700048644,-3.66741084542611,0.000245018939915436,0.00155171127538696
"Tle2",18.2644353881905,1.49537549970467,0.407785503502682,3.6670639021253,0.00024535149661791,0.0015531009905781
"Slc9a4",16.1493874564921,1.82666067670399,0.498642450305776,3.66326748872634,0.000249018256419282,0.00157558555789711
"Fam234a",285.591087989521,0.657492288833096,0.179495227601697,3.66300707611059,0.000249271650002103,0.00157646234662776
"Snx33",22.5421820574125,1.48537185680266,0.405546784193792,3.66263995843416,0.000249629283380008,0.00157799726556516
"Gm12764",2.23253755709106,-4.22291132607007,1.15314820516679,-3.66207162891023,0.00025018387970787,0.00157934309688874
"Lima1",82.1977393985403,1.18581306519036,0.323809665571687,3.66206815691187,0.000250187271357102,0.00157934309688874
"Oas1g",26.5472715257263,-2.78036537690053,0.759196894603386,-3.66224545524917,0.000250014131179498,0.00157934309688874
"Snx30",73.2437902910113,1.45650435345303,0.397851255547344,3.66092687441503,0.000251304482130616,0.00158566660829658
"Invs",18.1020567902777,1.42374976312177,0.388973922391013,3.66027047358345,0.000251949155928399,0.00158900409320024
"1110065P20Rik",61.3487542668824,0.769103804491627,0.210174726461636,3.65935437357171,0.000252851482415527,0.00159323123155814
"Etfbkmt",8.66091871091759,2.3781918144437,0.649889354050942,3.65937955379599,0.00025282664032099,0.00159323123155814
"Zbed3",18.1346838631281,1.67329716641187,0.457429635118168,3.65804276318829,0.000254148649718917,0.00160067016543153
"Spaca9",17.174212643775,3.23045040246488,0.884083715274489,3.6540096222244,0.000258176585432576,0.00162529322237014
"Ormdl3",127.036061376934,0.793303606994356,0.217181524729351,3.65272141809927,0.000259475688483466,0.00163272282441704
"Acadm",154.20821444042,0.88116813865137,0.241252340169075,3.6524749896056,0.000259724899253163,0.00163279435290565
"Gpr137",111.749447553898,0.936464439678028,0.256391497616696,3.65247852749797,0.000259721319829264,0.00163279435290565
"Xrcc1",57.2133459089869,1.21005762325264,0.331442208629428,3.65088571023117,0.000261337520930006,0.00164218039467688
"Tmem128",218.621663658391,-0.852925428184537,0.233663764710108,-3.65022548208409,0.000262010202133382,0.00164565419729704
"Rgl3",6.54847087688511,2.18494588919823,0.59862167079454,3.64996122893144,0.000262279894186877,0.0016465948546803
"Tmem120a",101.405402879048,1.05410443079809,0.288844428840621,3.64938467059623,0.000262869223009167,0.00164954041678056
"Zfp41",9.99531994695413,1.81857803307114,0.498610168622724,3.64729431430264,0.000265016305991269,0.00166225394301513
"Msrb2",31.564701789243,1.77710785371762,0.487284912270992,3.64695850202996,0.000265362760234989,0.00166366698540018
"Cct2",746.84580683756,-0.510132218172578,0.139892105173,-3.64661191953408,0.000265720771221581,0.0016651511587733
"R3hdm2",156.806720116299,0.661148387214989,0.181321618844774,3.6462744565555,0.000266069797017777,0.00166657769756117
"Ccsap",7.36827649059362,4.49337595989126,1.23336113856342,3.64319567026816,0.000269273980818354,0.00168543539215535
"Commd6",184.729252287972,0.555639572597412,0.152531135850505,3.64279443340665,0.000269694213879484,0.00168543539215535
"Csf1r",2705.62733704576,0.76099882582439,0.208894555437496,3.64298066184923,0.000269499092229957,0.00168543539215535
"Il10",37.8155344720987,-5.94971911754241,1.63326759840557,-3.642831782955,0.000269655070117406,0.00168543539215535
"Phospho2",61.4663353829919,0.901171556831323,0.247364031064777,3.64309860634239,0.000269375583830879,0.00168543539215535
"Unk",58.1980278638132,-0.71518840057067,0.196357850544305,-3.64227046990057,0.000270243909535843,0.00168810231024892
"Mrpl49",71.2767933287891,0.772748587133322,0.212176364360778,3.64201068983991,0.000270516836795507,0.00168903873087873
"Rita1",13.7865716214355,1.62599243646543,0.446509276895995,3.64156473471024,0.00027098596378492,0.00169119876489407
"Acyp1",70.1960877043157,1.11495268210738,0.306241151992801,3.64076700617164,0.000271827044950174,0.00169567711366011
"Sdhd",642.870907448551,0.70966670240825,0.194952124457696,3.64021015099143,0.000272415611936494,0.00169857690821438
"Fnbp1l",12.462644537106,-1.88522816021639,0.518236614193328,-3.63777492478195,0.000275003580571978,0.00171393516171278
"Fra10ac1",31.6039161397585,1.14760991808843,0.315488666105876,3.63756306130914,0.000275229818713669,0.001714566883366
"1810034E14Rik",12.5042130339173,1.74821379207989,0.48083662294535,3.63577504011915,0.000277146114779634,0.00172572161266412
"Stx17",39.3620076986534,1.0253771367471,0.28206063308416,3.63530750652875,0.000277649248036836,0.00172807079580497
"Fyn",51.0584897848244,-1.19743113904368,0.329628006929689,-3.632674147434,0.00028049914557295,0.00174501733969942
"Creb3",136.631811302591,-0.595313883031068,0.163885071223182,-3.63250830956016,0.000280679534472113,0.00174534873564407
"Gucy1b1",4.13457515559462,-2.76322040466389,0.760821300351891,-3.63189148803518,0.000281351431963747,0.00174873479441478
"Supt3",28.7826509814397,1.23473804497599,0.340099734243679,3.63051752369587,0.000282853498788193,0.00175727535672484
"Prr12",49.6133767434052,0.992549104214904,0.27352091648544,3.62878684734057,0.000284756229822746,0.00176829626208336
"Josd1",82.0227510935448,0.857209392857951,0.236303432245583,3.62757910332457,0.000286091138635057,0.00177578270047891
"Cd83",49.5970125582166,-2.12033403637931,0.584842009315141,-3.62548175850475,0.000288423256579246,0.00178944930539225
"Usp48",101.046680360517,0.711547733749045,0.196342713377455,3.62400886444481,0.000290071656299319,0.00179886352348223
"Nckipsd",47.6243288795976,1.1542485129943,0.31859697793498,3.62291105356893,0.000291306015021874,0.00180570274774281
"Zfp74",17.301822589513,1.20420689743263,0.332397972060703,3.62278653496935,0.000291446331768098,0.0018057572812166
"Fkbp4",131.467592944708,0.654671992910694,0.180770890576478,3.621556495202,0.000292835837295403,0.00181283778349469
"Mrpl14",395.447577572111,0.75260336148562,0.207813007000964,3.62154117466829,0.000292853183087489,0.00181283778349469
