"","baseMean","lgFC_Treatment_6H_vs_Control","lfcSE","stat","pvalue","padj"
"B3gnt8",76.4213274786432,-2.26546012089748,0.298185595057935,-7.59748344133563,3.01944840016871e-14,2.05472629529713e-12
"Stau1",224.069896728578,1.61993486804917,0.213852936000008,7.57499475269823,3.59142149090212e-14,2.43052409359568e-12
"Luc7l3",263.068221278237,1.61131181686095,0.212840154506555,7.57052549880253,3.71717457870446e-14,2.50188192819142e-12
"Slamf8",300.824427606786,2.53871052885345,0.335394177695325,7.56933392910488,3.75142698622028e-14,2.51121337985191e-12
"Chst12",136.46243026609,-2.17425003537029,0.287848050162024,-7.55346452458668,4.2382999359676e-14,2.82179136817908e-12
"Bfar",304.60535589329,1.75409796770973,0.232258303878082,7.55235846650503,4.27446050215216e-14,2.83056612930151e-12
"Vcam1",41.1202623358507,3.97281224425463,0.527049385346794,7.53783678476459,4.77831375158409e-14,3.14729895605675e-12
"Def6",134.327815389282,-1.30836826185084,0.174237275083074,-7.50911801867322,5.95270430910266e-14,3.89997122208604e-12
"Eeig2",274.55690024109,2.83342049080552,0.377476478256857,7.50621735131664,6.08603376247158e-14,3.96622634139483e-12
"Dnaja1",284.223809379544,1.07272966091959,0.142983311306104,7.50248159117713,6.2620811026508e-14,4.05947647059736e-12
"Zfp704",100.138608395462,-1.56170326834285,0.208260944263252,-7.49878127109989,6.44139087211273e-14,4.15385399852421e-12
"Stx3",345.809446882345,1.50714988727887,0.201404434033908,7.48320112468392,7.25337451760681e-14,4.65311530902933e-12
"Cemip2",83.2380848758939,2.19264082400364,0.293991052818978,7.45818895840256,8.77198102035794e-14,5.5981601154274e-12
"Slc11a2",408.445330639916,1.6864558758914,0.226556564978849,7.44386231336464,9.77834161199534e-14,6.2082388471622e-12
"Daxx",628.6714516815,3.21423105384431,0.43332222558296,7.4176464166363,1.19219861674264e-13,7.53041557047133e-12
"Gm12216",28.9090464151174,3.26294196604009,0.441159107360333,7.39629288300052,1.40038952848506e-13,8.8003050114033e-12
"Agfg2",50.0807342755507,-2.73154080835179,0.370893851981973,-7.36475084112356,1.77478035637972e-13,1.10964312941772e-11
"Mtss1",235.303358394572,-2.69050743610973,0.367624553503367,-7.31862823217299,2.50518563030532e-13,1.55840259638741e-11
"6430548M08Rik",47.9641774674746,-3.4794573095256,0.475525485112121,-7.31707851305847,2.53427593135799e-13,1.56857671590635e-11
"Cyp4f16",58.7561732110017,-2.02833890052967,0.278183436653899,-7.29137192683843,3.0681447082219e-13,1.88951691855845e-11
"Tlk2",179.850659939543,1.98969340782071,0.273275416397451,7.28090888690444,3.31578579505318e-13,2.03186734515771e-11
"Rdx",166.059895319863,1.34515256860607,0.184989593737072,7.27150398804571,3.55506879060806e-13,2.16771199474849e-11
"Klf3",142.910215755843,1.31596835968051,0.181063690843318,7.26798594213611,3.64886752486221e-13,2.21394587703093e-11
"Peli2",112.117542043524,-2.18087539445553,0.300703837235077,-7.25256922062693,4.08939127417491e-13,2.46907021196139e-11
"Ppp6r1",517.758990694386,1.29191665720904,0.178243498490081,7.24804364901382,4.22834362221057e-13,2.54051260462281e-11
"Zyx",2189.17945239254,2.10326333864634,0.290305124697282,7.2450093357447,4.32409419821162e-13,2.58543049705692e-11
"Tnfrsf1a",763.457605178171,1.14008641590552,0.157611882122513,7.23350549814081,4.70683385492626e-13,2.80067983532014e-11
"Gpr180",58.3774146980051,-1.74078495629414,0.241298910517302,-7.21422634094041,5.42414705428756e-13,3.21198169556057e-11
"Usb1",410.373435891956,2.34046878333934,0.324463095476007,7.21335897971921,5.4588253645672e-13,3.21705033566384e-11
"Pik3r2",80.8847741686099,-1.96660726151784,0.272735961014708,-7.21066358173348,5.56798625042908e-13,3.26575650697786e-11
"Ccdc25",41.2453350491797,2.16764910185704,0.301242503629298,7.19569475004928,6.21435165343555e-13,3.62759096281354e-11
"Il6ra",39.7905936651889,-3.05434881799968,0.424654630649959,-7.19254800854241,6.35931951335384e-13,3.69470464367827e-11
"Arhgef3",112.565331929169,2.23816330552415,0.311482657779947,7.18551498653689,6.69543299920077e-13,3.87172057517164e-11
"Tpra1",270.919856918764,-1.90239695308533,0.265153892120007,-7.17468990507714,7.24712609721781e-13,4.17116131492672e-11
"Kpna3",124.571124936215,2.87684838685122,0.401754234458948,7.16071702573474,8.02561630046495e-13,4.59774492896869e-11
"Pi4k2a",907.760299661182,1.28885128844855,0.180122375130758,7.15542023867339,8.34169800340979e-13,4.75669881055548e-11
"Rcn1",30.022834085276,3.65284782297876,0.510872129143373,7.15021942791014,8.66392947258049e-13,4.9176783093905e-11
"Slc25a12",185.543940748925,1.48994259405595,0.209073740911276,7.12639754548723,1.03029863925082e-12,5.82118731176716e-11
"Casp7",239.659072717481,2.76390657980117,0.388141356984135,7.12087627372865,1.07243031134441e-12,6.03156353645166e-11
"Ext1",77.6237577773483,2.1063094360128,0.297132156778807,7.08879664472259,1.35283139688926e-12,7.57401105249321e-11
"Eepd1",62.7315751029074,-3.47043952475001,0.489839717682821,-7.08484714381037,1.39197858882719e-12,7.75791867809256e-11
"Map3k8",149.775189814062,2.15510119203895,0.3043505567191,7.08098324271505,1.43135212228828e-12,7.94142526586699e-11
"Traf5",147.50932755823,2.24173688222287,0.316692215779979,7.07859799048649,1.45620140024206e-12,8.04306396716659e-11
"Ttc38",31.1072608572628,-2.62785320203081,0.371350071104618,-7.07648498413908,1.47856766724045e-12,8.13014194526815e-11
"Psmb6",1662.57507852202,1.14686491783015,0.162454732547445,7.05959684797242,1.66986360829956e-12,9.14120447263363e-11
"Acot9",176.547263318405,1.42985158821239,0.202574635735535,7.05839397425395,1.68437941335086e-12,9.1798678027622e-11
"Csf1",365.760195205643,2.24266345293394,0.31781094322734,7.05659606985178,1.70630688161554e-12,9.2584061061051e-11
"Aim2",182.616581105939,2.03775512833064,0.288857547520866,7.05453309362964,1.73181233629017e-12,9.31582327989414e-11
