"","baseMean","lgFC_Treatment_6H_vs_Control","lfcSE","stat","pvalue","padj"
"Ugcg",78.490313007272,2.2453991417439,0.38968295882572,5.76211787271951,8.30649517188682e-09,2.16302539179979e-07
"Sass6",29.4357412683073,2.29951083676366,0.399184025133122,5.76052820750231,8.38511152452052e-09,2.17889068876623e-07
"Morrbid",218.311646382182,3.00682253120513,0.522289945238133,5.75699869128095,8.56225743744248e-09,2.22023841804166e-07
"Nod1",103.782454201714,3.19368453755027,0.55491120217073,5.75530738081527,8.64842838443057e-09,2.23787168930738e-07
"Camk2g",140.014897965833,-1.75332699868677,0.305158024750196,-5.74563621625895,9.15760005655300e-09,2.36465744017952e-07
"Shisa3",11.1975410153593,4.84772775967395,0.843797106296359,5.74513437353663,9.18480177681537e-09,2.36671973818065e-07
"Gm15753",43.1857339829032,2.83309388231263,0.493683982217926,5.73867896135635,9.54178999593509e-09,2.45357468434097e-07
"Camk2d",93.73607167953,1.48996316712127,0.259735273811535,5.73646830966206,9.66711278593435e-09,2.48062142050736e-07
"Hvcn1",4802.49253874198,1.12612665402541,0.196441892409688,5.73261965770939,9.88912219344236e-09,2.53231430471163e-07
"Pdxk",214.426104283893,-2.978300654469,0.519822186226325,-5.72946044509973,1.00750578189181e-08,2.57457442231564e-07
"Axl",1083.22421715177,2.14755521996054,0.375098775779882,5.72530586242378,1.03247553839787e-08,2.63291950444027e-07
"Ldlr",392.966765785113,0.852495039046,0.149014224367969,5.72089706644977,1.05963081975987e-08,2.69658529069884e-07
"Fam53c",249.014921546608,0.88754861906267,0.155250320455357,5.71688751726533,1.08492880906896e-08,2.75527178171183e-07
"Whamm",185.954314788733,2.08416094985159,0.364783304615007,5.71342197815553,1.10726652502996e-08,2.80621435983417e-07
"Glul",82.744406503102,-2.32189102898254,0.406502395828392,-5.71187538575478,1.1173789930713e-08,2.82602814325651e-07
"Zfp800",55.419262532753,2.05204349804853,0.359406852807383,5.70952802379727,1.13289902845939e-08,2.85940928965867e-07
"Ube2e1",377.581773868895,1.53601113887454,0.269205796420722,5.70571347012907,1.15856753731505e-08,2.91821602394875e-07
"Actn1",1317.33907279491,1.31186352934677,0.229964473250292,5.7046356369966,1.16592220552343e-08,2.92590461525731e-07
"Aph1c",21.2114843217789,-4.60049177322314,0.806457228039849,-5.70457007919063,1.16637100437715e-08,2.92590461525731e-07
"Elavl1",214.685105250807,1.06925449204036,0.187580970853844,5.70022901136111,1.19646585896508e-08,2.9952987774132e-07
"Enpp4",72.5220466972498,3.17601975265268,0.557265491617538,5.69929378442913,1.20304750236653e-08,3.00566654901594e-07
"Psma3",340.325271613798,1.49517226247193,0.262690106045133,5.69177227487603,1.25727467424338e-08,3.13478788717726e-07
"Ica1",21.0193483208651,-2.64522491364243,0.464773930595496,-5.69142273159171,1.25985166051182e-08,3.13486725303516e-07
"Tnfsf8",33.4184487717197,4.19037332513961,0.736398345187538,5.6903622238212,1.2677016334774e-08,3.1480405281333e-07
"Phlpp2",16.1150516385621,2.47633526747798,0.435280637531945,5.68905449486308,1.27744701061303e-08,3.16416687121193e-07
"Tnfrsf21",57.8319099087864,-2.10311726158966,0.369694197460372,-5.68880246440736,1.27933352428639e-08,3.16416687121193e-07
"Cnn2",191.964784017028,-1.26103413401124,0.222180958395863,-5.67570750939168,1.38116600366765e-08,3.40918269883256e-07
"Cgas",74.3595259523397,1.8203217536532,0.321061331109588,5.6697010112123,1.43046932073756e-08,3.5238181247049e-07
"Zer1",48.4629479168333,-1.649723009258,0.29120888470905,-5.66508474116871,1.46951893682899e-08,3.61278737423607e-07
"Mxd4",116.57628834138,-2.78830487162561,0.492474793327961,-5.66182251234278,1.49773694410331e-08,3.67482588456583e-07
"U2surp",199.732083802822,0.815959924799645,0.144149087787698,5.6605278418507,1.50908101912835e-08,3.69529839216777e-07
"Cd44",550.460740801716,1.63469067344424,0.288997505525741,5.65641793506291,1.54564829930197e-08,3.77733136954411e-07
"Tbc1d1",83.6875834380826,1.40140517328263,0.247785192123369,5.65572607980902,1.55188802496292e-08,3.78507025811254e-07
"Dok7",253.857257183902,1.92930573608879,0.341156910186723,5.65518586457133,1.55677713852226e-08,3.78949091209065e-07
"Mndal",361.359618846879,3.33231644056613,0.589800361206406,5.64990573038994,1.60535849569546e-08,3.90003956439468e-07
"Slfn3",11.8904533724941,3.86117496151276,0.683857817659358,5.64616629627546,1.64065155360224e-08,3.97793409167692e-07
"Ccl9",248.952905919227,1.73326967889419,0.307047259988642,5.64496058019962,1.65219100404509e-08,3.9798857836948e-07
"Lox",141.578229788069,2.90753695372726,0.515066953517261,5.64496893825635,1.6521107416043e-08,3.9798857836948e-07
"Per1",55.5055003176627,-1.74906571089331,0.30984194084858,-5.64502567374532,1.6515660106419e-08,3.9798857836948e-07
"Rps6ka1",319.548362368612,-1.37268422181147,0.243179670142489,-5.64473264153684,1.65438136011345e-08,3.9798857836948e-07
"Rnf11",133.691025458026,1.17020778053506,0.207566464909325,5.63774972535312,1.72286655515169e-08,4.13655893953282e-07
"Gbp5",474.862162987201,4.08915297798902,0.725821434660642,5.63382780215206,1.76253014988267e-08,4.22355717044842e-07
"Cpeb4",372.854357770522,2.31311546546215,0.411276068582521,5.62424036349694,1.86326061925162e-08,4.45626816452857e-07
"Kif5b",498.131832535538,0.855160241665212,0.152166295584977,5.61990576413586,1.91061644139409e-08,4.56067106756802e-07
"Nlgn2",50.0345927144703,2.28013827812494,0.405821834546229,5.61856973682671,1.92544679104308e-08,4.58718145556626e-07
"Lims1",596.026808198644,1.14061420749049,0.203450925268258,5.60633580794258,2.06654831669795e-08,4.91383699165419e-07
"Dglucy",46.5432977144253,-1.77446657148665,0.316748814221036,-5.60212538080216,2.11739300583872e-08,5.0250346152053e-07
"D630033A02Rik",28.9535227398309,2.61131826511052,0.466236691451358,5.60084247548533,2.13312517583795e-08,5.05263515207615e-07
"Alcam",502.798654767163,1.13647295307397,0.203031265761178,5.59752680855952,2.17431238512563e-08,5.14030818571831e-07
"Arid1a",187.495802376086,1.05112998271783,0.187881436694385,5.5946452252632,2.21073356333888e-08,5.21639948269061e-07
"Rars",314.711613136665,1.77501688353414,0.31733166346097,5.59357003387234,2.22447436250615e-08,5.2387859890991e-07
"Usp47",203.779699395243,1.44721157595073,0.259066810590783,5.58624847640836,2.3202719289209e-08,5.45396743292343e-07
"Snx24",94.2407570389828,-2.91960230694837,0.522673176735671,-5.5859042263898,2.32487340873819e-08,5.45437443341492e-07
"Plk2",449.036757371364,1.5036568713976,0.269483032572483,5.5797831019033,2.4081869102156e-08,5.63909470971968e-07
"Nfic",160.911280020997,-1.46935011203841,0.263639126138343,-5.57333857671557,2.49903211758102e-08,5.84071700042608e-07
"Slc45a4",88.092694285698,-2.38540914040315,0.42817937755273,-5.57105097876741,2.5320721840035e-08,5.90672975196423e-07
"Plaat3",90.6929587769258,3.02126201953627,0.542614342037319,5.56797302517389,2.57719708531421e-08,6.00063071830152e-07
"Tle4",95.0630008792049,1.34573159969949,0.241951337841005,5.56199280279996,2.667112949038e-08,6.19826984779266e-07
"Eif2s2",263.507813629433,0.978755170541684,0.176004267949386,5.56097407151027,2.68273056794602e-08,6.22282342851057e-07
"Ttc9c",44.5642986417435,1.84365714588767,0.331568378336397,5.56041307418394,2.69136876717705e-08,6.23112577167664e-07
"Itpripl2",273.634737593307,1.18183020683288,0.212601091312012,5.55890940888178,2.71465544223542e-08,6.27324785778868e-07
"Syncrip",278.351322147912,0.932161428725662,0.167698555184199,5.55855372577172,2.72019229444086e-08,6.2742712529266e-07
"Bloc1s4",164.592213071452,1.15642492552996,0.208369791295613,5.54986842545398,2.85884674214801e-08,6.58175987346487e-07
"E2f1",60.6556152171432,-1.71508895507595,0.309086504885567,-5.54889627326475,2.87478664249242e-08,6.60610952902595e-07
"Paqr7",86.4228862783176,-2.09562102177948,0.37813491074247,-5.54199298251704,2.99048293903966e-08,6.85917660338017e-07
"Fam174a",567.815896468326,0.866395565225936,0.15636585128389,5.54082338382792,3.01052733171398e-08,6.89231694139798e-07
"Arf6",528.318062491706,1.08165588386481,0.195351124135953,5.53698315609406,3.07726133263567e-08,7.03202742747189e-07
"Mier3",67.890968811019,1.96449061688745,0.355446812446626,5.52682018264671,3.26086873651448e-08,7.43780004215721e-07
"Tap2",484.442811992615,1.72715770433738,0.313252937221908,5.51362014241502,3.5152687565819e-08,8.00324681604792e-07
"Mrgpre",39.1736381738448,-3.51937677714364,0.638659573065139,-5.51056764130691,3.57678323402461e-08,8.12827289547621e-07
"Abcg1",71.8702740302102,-2.21443376218339,0.402023533033901,-5.50821924645058,3.62481776423241e-08,8.22226158417137e-07
"Tmem104",204.876194265863,-1.36042887679666,0.247124200167401,-5.50504109219216,3.69082170360629e-08,8.3565902432571e-07
"Ell",91.4369683245829,-1.14123013168971,0.207454706846729,-5.50110503172561,3.77418282859839e-08,8.52965319263236e-07
"Mmp13",378.940559343201,2.58545534288516,0.470157584648793,5.49912503233675,3.81680429458482e-08,8.61017921179511e-07
"Gm6548",48.8950213038584,2.28321782887516,0.415340382232491,5.49722089771926,3.85823277043152e-08,8.67187099149728e-07
"Pim1",835.367740711378,2.11693617040807,0.38509174342288,5.49722554836344,3.85813105657403e-08,8.67187099149728e-07
"Cfap410",29.3600623534128,-2.24999816528038,0.40938675578828,-5.496020898253,3.88456494628742e-08,8.71515235763609e-07
"Tmem171",162.55251089367,2.59354224040114,0.472006956951621,5.49471189397526,3.91348780718943e-08,8.7640780583913e-07
"Shfl",37.1684774177873,2.19772794537767,0.400293473136557,5.49029173060719,4.01270404746203e-08,8.96995930174045e-07
"Immt",340.33578358724,0.789238344623545,0.143782884270778,5.48909801487373,4.03991411760958e-08,9.01442430916616e-07
"Tcp11l2",74.2279244077411,-2.1962874340018,0.400425618087111,-5.4848824220932,4.13744512311949e-08,9.21535471635856e-07
"C2cd2l",131.346940774791,-1.8493004467788,0.337275503896317,-5.48305591546102,4.18040814154421e-08,9.29423954501806e-07
"Pdlim2",41.7056541355009,-1.90265204779001,0.347214676135946,-5.47975698770594,4.25910409301019e-08,9.45214146191108e-07
"Creg2",47.8537071226515,-2.2197100254756,0.405339102358001,-5.47618034520421,4.34604763882809e-08,9.62774618119525e-07
"Slc35c2",144.67099241876,-1.31767881845939,0.240893138802717,-5.46997239111287,4.50105689111929e-08,9.95323478059539e-07
"Vamp8",1053.40340679572,0.840429070023646,0.153747686904114,5.4662875711931,4.59558570077836e-08,1.01440553900515e-06
"Asph",40.8872008029456,-1.69211762091153,0.309945013312443,-5.4594123093885,4.77713208584938e-08,1.05259277104485e-06
"Zfp513",154.593746325557,1.25321627867717,0.229651315714468,5.45703940244493,4.84138950313243e-08,1.06484633053718e-06
"Rcan3",33.7132887539101,-1.91432248195306,0.350890277212501,-5.45561563335576,4.88034595772824e-08,1.07150126847306e-06
"Tm2d2",496.779337276348,-0.750122951643566,0.137566327186201,-5.45280932468486,4.9580223920798e-08,1.08661853742432e-06
"Utp11",198.80057576272,0.914485115527481,0.167901453903332,5.44655864656174,5.13536762433381e-08,1.12348708754742e-06
"Lrch1",131.016295456728,1.74643924893119,0.320776843395851,5.44440561994063,5.19786544437384e-08,1.13514377089278e-06
"Tex261",510.840905109703,-0.72172240317825,0.132625423731377,-5.44181034731352,5.27418099560083e-08,1.14977145704098e-06
"Pfkfb4",108.843881030744,-1.34471518774661,0.247350098209684,-5.43648536014189,5.4341801896393e-08,1.1825582578761e-06
"Tmem164",189.190759677696,-0.926933977383416,0.17051249467882,-5.43616454107602,5.44396858029949e-08,1.18259895949822e-06
"Mgat4a",229.122167054659,1.49920871654269,0.276082571739658,5.43029104334923,5.62622208231659e-08,1.2200383342939e-06
"Atxn1",63.5621674822208,-1.14969858924475,0.211833590903047,-5.4273667568188,5.71915319108657e-08,1.23801071800726e-06
"Hyal1",27.4729455276462,-1.84640858853696,0.340508637714388,-5.42250146995005,5.8770731070857e-08,1.2699633238592e-06
"Ripk2",193.731436522997,2.71153091200353,0.50019017547307,5.42099994155026,5.92665795114356e-08,1.27843513107242e-06
"Hectd4",57.1169184864542,1.26753240876333,0.234145277046693,5.41344427165431,6.18238416668522e-08,1.3312661849836e-06
"Pmm1",45.5658497773218,-1.5866197932233,0.293225015711873,-5.41092917796048,6.26985665572485e-08,1.34774562702553e-06
"Poldip3",326.106255841888,0.89830682034442,0.166118058013766,5.40764099391277,6.38602669847073e-08,1.37032562447847e-06
"Dek",223.574246878363,1.05697999386951,0.195651241498286,5.4023679368207,6.57668745991764e-08,1.40878364250097e-06
"Parp4",82.5861319347579,1.21131587404077,0.224466614643674,5.39641886595764,6.79841324268326e-08,1.45375097066197e-06
"Cenpa",90.9897160882577,-2.01673350067172,0.373787446547252,-5.3954019036773,6.83703385723373e-08,1.45947566758315e-06
"Cfap68",34.2793887929592,-1.58093125926676,0.293120307404645,-5.39345524458777,6.91155468273293e-08,1.47283077901767e-06
"Tsc22d3",139.392497413109,-2.12239439244129,0.394136972075471,-5.3849157597803,7.24785853995852e-08,1.54182856021881e-06
"Htra4",46.0742149390392,2.83724899266475,0.527176963027537,5.3819669516108,7.36762937303219e-08,1.56460501702823e-06
"Polr3c",156.782697456969,0.896190593599957,0.16653693764746,5.38133225132967,7.3936583718179e-08,1.56743012333358e-06
"Med28",437.303591483706,0.827364966350096,0.153777924330347,5.38025838203373,7.43790060809694e-08,1.57410003075481e-06
"Pcgf5",187.119358503948,2.36277643716008,0.439594651259926,5.37489805753575,7.66260226975482e-08,1.61887259273705e-06
"Ptpn11",157.474380830278,0.851548068544557,0.15849993632944,5.37254517739759,7.76329705154769e-08,1.63733783876563e-06
"Kansl3",173.069646094749,1.26657270062783,0.235763700694186,5.37221250302108,7.77763731494031e-08,1.63755827022427e-06
"Epb41",142.375527766638,-1.08001006819669,0.201197364641365,-5.36791359132269,7.96526960785718e-08,1.67134967223129e-06
"Zfp36",275.047517605907,1.50231034606837,0.279864940172127,5.36798337492505,7.96218909000061e-08,1.67134967223129e-06
"Adgrg6",31.0433024619563,2.41170357526275,0.449336110778623,5.36725964686809,7.99419338418471e-08,1.67329871457537e-06
"Rbms1",735.433484435501,0.620192094281372,0.115554636591847,5.36708965190176,8.0017288534943e-08,1.67329871457537e-06
"Galnt9",62.3095153634161,-4.29341210204482,0.80035716410148,-5.36437017698818,8.12321594481328e-08,1.69582458969941e-06
"Comt",189.132286033383,-2.26981382602765,0.423165094906827,-5.36389662887346,8.1445525534366e-08,1.6974019255614e-06
"Ralgds",665.318429892217,2.65091650487877,0.494512468930559,5.36066665945084,8.29153922465741e-08,1.72511636199502e-06
"Impact",165.763369924439,-1.51511265857713,0.282780131375647,-5.35791765569427,8.41865909228091e-08,1.74861086070192e-06
"Hscb",90.0210508109558,-1.34100303606335,0.250421180761548,-5.35499046839914,8.55609273644137e-08,1.77416488610687e-06
"Cdca7l",39.9064684699013,-3.28286959153453,0.613154721904312,-5.35406394871872,8.600044360491e-08,1.78028145190198e-06
"Clcf1",47.6647080023402,1.82892438146545,0.341647436569751,5.35325070730351,8.63880244981858e-08,1.7853041908459e-06
"Gtf2i",188.041094480986,-1.72379990450953,0.322488356243205,-5.34530897360375,9.02629481912377e-08,1.85967483032021e-06
"Mtmr10",61.0728309031926,-1.46303542824541,0.273707200187215,-5.34525736715987,9.02886700114871e-08,1.85967483032021e-06
"Cirbp",40.1149613025476,-1.78861651525614,0.334636558432775,-5.3449525169422,9.04407590999857e-08,1.85969754563359e-06
"Micall2",177.648496396813,1.49663872343021,0.28029735495191,5.33946787934187,9.32197832536206e-08,1.91364678389141e-06
"Gm20559",161.828897850521,2.56004922003806,0.479799870462137,5.33566050689479,9.51973740928835e-08,1.94775092475423e-06
"Ilf3",99.8779927339642,0.918557789069907,0.172150055781187,5.33579722005694,9.5125666044045e-08,1.94775092475423e-06
"Il12a",422.890606187299,5.50411814912016,1.03256011793864,5.33055466068973,9.79132566330813e-08,1.99999598996627e-06
"Irf2",304.272297574759,1.15730628733169,0.217135063130479,5.32989131578557,9.82715586409151e-08,2.00399137049694e-06
"Nicn1",31.8128140248616,-2.98625236246212,0.560577874990668,-5.32709636910274,9.97952224533199e-08,2.03169876852486e-06
"Mapk1ip1l",120.011845516279,1.23211274208266,0.231488675589175,5.32256162832474,1.02316103927106e-07,2.07958325424119e-06
"Pdcl3",322.313002850569,0.581002057181554,0.10917640610164,5.32168146880249,1.02812480255089e-07,2.08452579804277e-06
"Plod3",736.96853389534,0.850637446471184,0.159848265294167,5.32153067101331,1.0289775799383e-07,2.08452579804277e-06
"Araf",169.493957278979,-0.838378984017055,0.157629269032512,-5.31867583452497,1.04525174409997e-07,2.11401736158939e-06
"Aldh9a1",100.424039200713,-1.51146828233146,0.284277508831635,-5.31687606432009,1.05563917438438e-07,2.13152585424465e-06
"Eif3c",992.981655967688,0.846544114709045,0.159402196507646,5.31074309674548,1.09179143908975e-07,2.20091573735981e-06
"Snx2",486.081125061346,1.33361960425451,0.251203917841301,5.30891243940324,1.10281293718855e-07,2.21950113518813e-06
"Usf2",514.302025057213,-0.806819258947254,0.151987101937024,-5.30847189442142,1.10548127445867e-07,2.2212419017141e-06
"Hsd17b12",304.992974554667,0.933596222244971,0.175975805202964,5.30525330552229,1.12516640840202e-07,2.25711313555175e-06
"Coro1c",411.950137554325,-1.46921681896366,0.277050824761594,-5.30305881683602,1.13878210184254e-07,2.27908235013158e-06
"Rnf135",82.9630805885036,1.80292888039295,0.340008670581868,5.3025967758632,1.14166908340601e-07,2.27908235013158e-06
"Sntb1",24.8609584343379,2.41472853876751,0.455373015764888,5.30274841760551,1.14072079681232e-07,2.27908235013158e-06
"Amz1",143.470767725609,-2.94754075489155,0.556187203062131,-5.29954795555101,1.16089742690603e-07,2.31371741216853e-06
"Tfec",72.1873038188102,1.58250048027449,0.299158747568697,5.2898352233912,1.22426603905584e-07,2.43607185832808e-06
"Pstk",31.3693772037071,-1.94116127855527,0.367204808594452,-5.28631769824979,1.24803069729105e-07,2.4793538868603e-06
"Ntpcr",79.1629769761932,-1.29980488888661,0.245939476365078,-5.28505999970967,1.25663563563929e-07,2.49242852241049e-06
"Pacc1",127.815208827645,-1.99065387238605,0.37680006873069,-5.28305071464525,1.27050201677948e-07,2.51587995830753e-06
"Atg2a",67.4401569295655,-1.43902360241705,0.272403219795505,-5.2826967445441,1.27296010570359e-07,2.51670138394079e-06
"Ulk1",97.7010575019155,-1.12185274332343,0.212519767397138,-5.27881597586642,1.30021302236301e-07,2.56646214686621e-06
"Ppfia3",128.510013795015,3.6495458988724,0.691658994090173,5.2765104336901,1.31667019914523e-07,2.59478829485949e-06
"Rexo4",112.074450535288,0.868362420504557,0.16464392282572,5.27418446791832,1.3334772807444e-07,2.62371240685764e-06
"Bcl10",423.25063526954,1.1010008887326,0.208846621193545,5.27181566280769,1.35080714682107e-07,2.65357123243941e-06
"Echs1",158.670768494374,-0.919398374920146,0.174498887636978,-5.26879218183232,1.37324325400088e-07,2.69334986616702e-06
"Kcnab2",193.344040119162,-1.27753911418174,0.242487323924125,-5.26847792910398,1.37559577844958e-07,2.69367459509753e-06
"Hivep1",109.396680378443,1.22548648599963,0.232745194831242,5.26535676445739,1.39917373426092e-07,2.73549569601455e-06
"Phf23",325.394378267538,0.699376975322088,0.132847911086858,5.26449358217475,1.40576310065324e-07,2.74402283847004e-06
"Bin2",127.203080446714,-1.98615675854017,0.377585742514499,-5.2601476563006,1.43939768990736e-07,2.80523122572611e-06
"Wdr19",17.3979283570369,-2.45728562648366,0.467273001715155,-5.25877938049927,1.45014740805597e-07,2.82171652844002e-06
"Sipa1l2",26.9534093114346,-2.08845523864159,0.397184339401192,-5.2581510182154,1.45511004983976e-07,2.82690701638428e-06
"Stard9",43.0673752151941,-3.05115736775775,0.582187033415918,-5.24085421459049,1.5983495695897e-07,3.10029474781674e-06
"Marveld1",53.0934413607967,-2.04551123504497,0.390418366285779,-5.23928024827523,1.61204077222978e-07,3.12193493577896e-06
"Dock10",413.933491368535,1.42566615616167,0.272176659259938,5.23801769056216,1.62310507696243e-07,3.13842782306848e-06
"Ppp2r2a",151.509446526067,1.46958302495167,0.281055962964692,5.22879148141855,1.70621668371021e-07,3.29396095505621e-06
"Sgsh",53.0166759802724,-3.07309796832729,0.587987845004919,-5.22646512922658,1.72781386572326e-07,3.3304355843683e-06
"Acer3",105.528286124339,1.61670006570291,0.309761895293202,5.21917024097698,1.79726505134871e-07,3.45889275585344e-06
"Atp2a2",418.773922698371,0.88877600531674,0.170341587740802,5.21761019786393,1.81246393794184e-07,3.48270176655689e-06
"Rnaset2b",757.70146541821,1.71090767662275,0.328051695812144,5.21535995229997,1.83460626236063e-07,3.5197578401084e-06
"Mib2",65.622106829898,-1.41784231155543,0.271978638419249,-5.21306496641056,1.85745808672126e-07,3.55805773781427e-06
"Batf3",52.0023321932975,-2.87456344020948,0.551638479586255,-5.21095526614728,1.87870752171818e-07,3.59317399767124e-06
"Ranbp1",417.535945282523,1.16641840891413,0.223876542467131,5.21009658296548,1.88742351502631e-07,3.60424735419829e-06
"Tifa",179.996033980304,1.29832785691549,0.249285308180471,5.20820046071692,1.90680861892766e-07,3.63562875531455e-06
"B4galt5",1514.63649201845,1.64533031400448,0.316184348982493,5.20370574729358,1.95353244929666e-07,3.71863572445989e-06
"Tdrd7",284.649671644789,1.57157229544735,0.30202593112566,5.20343498185752,1.95638219489325e-07,3.71863572445989e-06
"Pml",286.230921924032,2.01458060268244,0.387238198177288,5.20243253936459,1.96696769389826e-07,3.7329955447989e-06
"Serpinb8",61.0214840019511,-1.3642279928209,0.262315797641148,-5.20070847843937,1.98530288376523e-07,3.76199624912867e-06
"Rnf115",296.989914494081,1.0862970768024,0.209058356536389,5.19614281294383,2.03465973520155e-07,3.84960122250039e-06
"Il17ra",286.766003846201,1.76324629143812,0.339472984249549,5.1940695526509,2.05746216765155e-07,3.88677323910493e-06
"Cep350",95.3215276327588,1.33958470378581,0.258026283262469,5.19165988382338,2.08427492813268e-07,3.93139575647936e-06
"Arrb2",538.81869568605,-1.22068108801503,0.235391015910437,-5.18575903712263,2.1513682708089e-07,4.0517435766901e-06
"Hlcs",13.6801562178536,-2.67157357222089,0.515859865831704,-5.17887463083332,2.23228417300652e-07,4.19771666548417e-06
"Sumo1",203.508162594638,1.08994821693056,0.210664638863322,5.17385462890957,2.29313262073461e-07,4.30556623316893e-06
"Ccdc181",17.4463487520887,-2.52661473616399,0.488395556687475,-5.17329591059482,2.30000324008812e-07,4.31189344112106e-06
"Washc4",185.892809121022,0.798716379991111,0.154518200152917,5.16907638841684,2.35253732479878e-07,4.40367815038702e-06
"Psme2",1908.49203766209,2.06629711889098,0.400116177522622,5.1642428748689,2.41414072589537e-07,4.51213525354374e-06
"Cask",39.3516677956992,1.68507048740744,0.326540376897918,5.16037405057024,2.46456923261449e-07,4.59245071680978e-06
"Synpo",18.4634594489956,-3.97421878242866,0.770130202384617,-5.16045049281662,2.46356305649535e-07,4.59245071680978e-06
"Gm12250",83.2496081596,3.63915858550832,0.70538475788527,5.15911145630429,2.48124575533017e-07,4.61654138495495e-06
"Vav2",53.8648902997938,-2.15901174070086,0.418627741877507,-5.15735467271684,2.50463106532863e-07,4.6530227498722e-06
"Plekhf2",58.0289777231946,1.30682002052308,0.253649761532099,5.15206484969513,2.57633908135951e-07,4.77903139534716e-06
"Dgkz",209.02593551115,-1.22615465144122,0.238066277112059,-5.15047602002052,2.59826152923941e-07,4.8124492113747e-06
"Igsf6",825.420635861892,1.1882815966752,0.231011555392625,5.14381886505898,2.69209111179519e-07,4.97875168528248e-06
"Nedd9",45.7025022524504,-1.41773886514261,0.275762187204761,-5.14116485480985,2.73040346181952e-07,5.04203589793569e-06
"Kars",225.140889826256,1.20161035092439,0.233806158342058,5.13934431601427,2.75698805133715e-07,5.08350626172451e-06
"Pigyl",54.3819514021756,-1.66550909350721,0.324676957789106,-5.12974220544792,2.90139241013316e-07,5.34177134762484e-06
"Samd1",81.8866618747671,-1.643068585094,0.320423826201593,-5.12779778136808,2.93151072012637e-07,5.38916679698455e-06
"Cep19",27.1855491165056,-2.2465131497753,0.438281757645654,-5.12572816592466,2.96389983256998e-07,5.440589305181e-06
"Snrpd1",195.354446769076,0.784347291135742,0.153051956799034,5.12471259786397,2.97991940937021e-07,5.46185526268048e-06
"Irf5",757.564761933781,1.06534811250909,0.207946495293518,5.12318378343112,3.00419270454668e-07,5.49816367635979e-06
"Rcbtb2",591.73541143516,-1.67977334744468,0.328241215547623,-5.11749673069611,3.09617427620825e-07,5.65809770920727e-06
"Hsp90aa1",355.584001220955,1.02754003696521,0.20089173741243,5.11489447102383,3.13916407546171e-07,5.72816058036471e-06
"Abcd4",50.9046717705816,-1.83783892557867,0.359379423335412,-5.1139236312464,3.15534966777303e-07,5.74068565110198e-06
"Gramd1a",118.533512952126,1.1274976601139,0.220470689921311,5.11404786058555,3.1532740614862e-07,5.74068565110198e-06
"Prkag2",23.6776054226273,-3.11673827347043,0.609985112167709,-5.10953171036331,3.22958285334668e-07,5.86707551691314e-06
"Arl8a",692.30227823157,1.03849765974736,0.20343590669301,5.10479038154496,3.31161393795898e-07,6.00723842030055e-06
"Ptpn6",609.768951285024,1.1380153248467,0.223108994665545,5.10071468231326,3.38373327815381e-07,6.1290357039736e-06
"Myo18a",53.769115746912,-1.63420894246099,0.320475139332914,-5.09933140480937,3.40855314601831e-07,6.16492644633004e-06
"Bnip3l",178.371995332763,-1.3320548668331,0.261492691097521,-5.09404244241888,3.50508245589789e-07,6.33022003068832e-06
"Rora",51.9283026687223,-1.40407387263103,0.275836916062957,-5.0902319119264,3.57625856969221e-07,6.44930846308916e-06
"Trim26",154.50252235905,1.51408528752303,0.297625776442921,5.08721155008362,3.63366440582857e-07,6.5432521179226e-06
"Rnf181",357.948515510571,-0.73074439971412,0.143729486418539,-5.08416482882431,3.69247180894562e-07,6.63944164536982e-06
"Cerk",349.157362041749,-2.06345923299038,0.406144681799059,-5.08060138532425,3.76241866573419e-07,6.75535141484664e-06
"Kxd1",123.340036462407,-0.954271070175627,0.187903719594546,-5.07851080454784,3.80404802479054e-07,6.82015422435882e-06
"Inf2",170.553100482301,-1.3202963762536,0.26124579286602,-5.05384741996866,4.32997570165199e-07,7.75178934843714e-06
"Snu13",148.021789081461,1.19997001048609,0.237608067856324,5.05020734906897,4.41330753669489e-07,7.88950782720914e-06
"Tmem11",147.759059062456,0.865928612381856,0.171502616093256,5.04906940842814,4.43967423841219e-07,7.92514023109028e-06
"Kiz",20.6820532495794,-2.35786567174217,0.467031691676957,-5.04862028372389,4.45012246931229e-07,7.93229500065405e-06
"Eif4e3",87.7624287451799,1.02848362381919,0.204030205772526,5.04084000663045,4.63492850108763e-07,8.24977085952259e-06
"Pcsk7",162.286846037239,1.16888891318302,0.231952259233616,5.03935127446097,4.67112452889257e-07,8.29342129200631e-06
"Peg13",31.761704822203,-2.00546575866687,0.397968517934515,-5.03925729873151,4.67341851676848e-07,8.29342129200631e-06
"Scarf1",184.294098263828,1.39299198140391,0.276442029715614,5.03900214752775,4.67965234874108e-07,8.29342129200631e-06
"Bin1",332.359679460086,-1.04447255882651,0.207291059294241,-5.03867635383116,4.68762377139977e-07,8.29561235521997e-06
"Elp3",59.2320678673371,-1.17759109398072,0.233765440739502,-5.03749010228153,4.71675942980527e-07,8.33519740271327e-06
"Ogfr",452.676155755582,1.96662630539311,0.39115429197673,5.02775080251481,4.96266198908976e-07,8.75717875639235e-06
"Tspan32",36.4081298265463,-2.42825808674342,0.483263203675997,-5.0247113131573,5.04190378148875e-07,8.88428167047167e-06
"Slc6a4",71.0822864915863,2.02631343075519,0.403725915026791,5.01903235669359,5.19324030272875e-07,9.13787725838714e-06
