"","baseMean","lgFC_LMoDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Dlgap5",59.2514999657616,1.21637622418701,0.214175018809045,5.67935621507524,1.35202648766078e-08,1.65132124005748e-07
"Ssr2",435.98398301353,0.95701402836268,0.168520083651606,5.67893160046839,1.35538661386694e-08,1.65413992106944e-07
"Cops7a",235.807455894898,-0.818309914483309,0.144356875939765,-5.66865907256652,1.43919414814584e-08,1.75505762720749e-07
"Wbp1",123.426423435106,1.08155231234424,0.190856659871261,5.66683034835558,1.45463238350537e-08,1.77250902607139e-07
"Mapkapk5",177.706522286638,-0.670944903078837,0.118409826089601,-5.66629413483923,1.45918955934952e-08,1.77668479344811e-07
"Zc3h7b",158.030589644656,-0.91416097589595,0.16142557166141,-5.66304933281205,1.48706384056441e-08,1.80922264007987e-07
"Gm12286",14.8487598843449,3.34929739517786,0.591483355557976,5.66253870663579,1.49149718461555e-08,1.81321301198545e-07
"Fbxw4",67.7917651169908,-1.28036961906067,0.226195715954384,-5.66045034786988,1.5097626724953e-08,1.83399995741528e-07
"Gm54786",20.1326718205274,3.52828727162797,0.623450267434693,5.6592922578184,1.51998517771606e-08,1.84499204698987e-07
"Mrps6",117.602725563598,-0.933284049277594,0.164936271612836,-5.65845244439829,1.52744026479813e-08,1.85261061129335e-07
"Ly86",878.800322985991,-1.00732237827989,0.178111170367492,-5.65558227595444,1.55318803540814e-08,1.8823872574079e-07
"Sbno2",350.092430293867,0.995659459656383,0.176053754005753,5.65542873697454,1.55457722055701e-08,1.88261936286099e-07
"Gsto1",307.973438396275,0.699728272584918,0.123774509065757,5.65325023598498,1.57441831021027e-08,1.90517947792111e-07
"Stat1",2132.98513068461,-0.854138259201359,0.151111397739435,-5.65237481737922,1.58246042874938e-08,1.91343811380858e-07
"H1f5",28.3731625417604,2.19316045566384,0.38848687584475,5.64539136848547,1.64805907155153e-08,1.99122525332194e-07
"Cdca5",38.9735182780132,1.56249038673689,0.276802109489289,5.64479219331002,1.65380883071054e-08,1.99663755836704e-07
"Nudt22",36.3710501089455,1.39905297311315,0.247903380229332,5.6435413338007,1.66587509034965e-08,2.00934437859984e-07
"Prr12",95.3109803081521,0.980476264026128,0.173737450157209,5.64343647923305,1.66689043176677e-08,2.00934437859984e-07
"Bcr",61.6644748040736,1.27767425588845,0.226435176603846,5.64256082050262,1.67539322439848e-08,2.01804644400917e-07
"N6amt1",70.0536813340145,-1.70439999699731,0.302071771442162,-5.64236766931282,1.67727441717595e-08,2.01876543365918e-07
"Cacybp",411.12227476459,-0.864881176248195,0.153354614387974,-5.639746672768,1.70300524543215e-08,2.04816675232961e-07
"Slc43a1",34.8886312846511,-2.06154456496045,0.365871138488792,-5.63461926369904,1.7544551019828e-08,2.10843117339966e-07
"Mier1",210.057115393885,-0.81496202813077,0.14466471599095,-5.63345403575638,1.7663561131921e-08,2.12111166869875e-07
"Cse1l",178.376830962138,-1.40923662736166,0.250168071358833,-5.63315941841473,1.76937757044817e-08,2.12311801754769e-07
"Ermap",20.4702676416689,-5.20975028106361,0.925037788767399,-5.63193238624936,1.78201550573645e-08,2.13665154345319e-07
"Id1",145.504793792039,1.37637880705925,0.244436212230747,5.63083020514145,1.79344222421207e-08,2.14610649384783e-07
"Nop58",510.508910454365,-1.38012303869469,0.245094023678118,-5.63099425266772,1.79173698728351e-08,2.14610649384783e-07
"Stat3",668.323978642007,-0.606750266998325,0.107756048878192,-5.63077686417582,1.79399703092821e-08,2.14610649384783e-07
"Atp6v0b",302.927202151159,1.397327603595,0.248429057221184,5.62465445558135,1.85879673910846e-08,2.22193353171452e-07
"Mrpl13",119.612737144987,-1.32031337169421,0.234784173664702,-5.62351946933086,1.87105664790653e-08,2.23488901583911e-07
"Guk1",219.965818429537,-0.668750503115408,0.118942095753341,-5.62248797517615,1.88226673162418e-08,2.24657181126808e-07
"Inf2",146.750687810732,0.981842569442537,0.174723825696188,5.61939715737324,1.91624902547588e-08,2.28539593561876e-07
"Rpl29",3431.51186936982,0.702212812926994,0.125008575636583,5.61731712685394,1.93945266122366e-08,2.31131587428163e-07
"Zfp358",52.0056283244159,1.18926686939951,0.211725385631979,5.61702540226655,1.94272870941487e-08,2.31346610479488e-07
"Tonsl",41.9723146837267,1.46952368375577,0.261645678776433,5.6164645662328,1.94904196189002e-08,2.31922714602189e-07
"Tfeb",73.4765635714153,1.32398432235901,0.235809395649158,5.61463769801973,1.96974518761985e-08,2.34208960697401e-07
"Krr1",91.8807797602626,-0.891091418653397,0.158763419027853,-5.61269985308813,1.99193941218856e-08,2.36668901135238e-07
"Dennd5a",297.885202802026,0.650903068592769,0.115977881818693,5.61230347015923,1.99650902097861e-08,2.37032668434764e-07
"Ubald1",234.687042626307,0.852000168886727,0.151819449074155,5.61193031645487,2.00082013648143e-08,2.37365220568691e-07
"Manba",50.9006893646428,1.26539774373754,0.225489416817825,5.61178330049905,2.00252112037447e-08,2.37387854382853e-07
"Hspa1a",105.112879196549,-2.821353215192,0.502782153462065,-5.61148241990031,2.00600670593289e-08,2.37621849363671e-07
"Aqr",194.295764500128,-0.961394072138301,0.171377754003814,-5.60979502693742,2.02566391760655e-08,2.39769662054648e-07
"Gm12216",35.0629106125746,-1.44635675135115,0.257869101997925,-5.6088796220448,2.03640600083098e-08,2.40859788766458e-07
"Enah",22.687720670352,3.48386808649432,0.621245213684695,5.60787915906989,2.04820947412314e-08,2.42073719727381e-07
"Atp11b",146.388737760238,-1.04534783013916,0.186437048201156,-5.60697479511304,2.0589363073942e-08,2.43158676303001e-07
"Agpat2",130.116127340415,1.06394491684604,0.189776134788792,5.60631566255757,2.06678874465683e-08,2.4390279487433e-07
"Abhd14b",18.7113750107544,2.27327767324672,0.405513728894059,5.60592037030789,2.07151191410392e-08,2.44276787530379e-07
"Mrpl3",192.899977443181,-0.918841855309812,0.164169406235771,-5.5969128254641,2.18202353366995e-08,2.57115651617376e-07
"St3gal4",49.8272784666493,1.45225963530792,0.259743666107237,5.59112627103809,2.25601437545236e-08,2.65635130844462e-07
"Ptgs2",75.4348006178929,-2.6297060058581,0.470587052088733,-5.58813931277108,2.29515491816517e-08,2.69874597025269e-07
"Samd4b",195.463294694205,0.892673716509355,0.159745002061548,5.58811671720045,2.29545350354848e-08,2.69874597025269e-07
"Pik3cb",56.954216384828,1.76507550234075,0.315874033617597,5.58790946544717,2.29819395663223e-08,2.69994849060553e-07
"Dock5",58.4707152018113,1.41432619183267,0.253173734889117,5.58638593553991,2.31843702738522e-08,2.72169616381391e-07
"Ankrd37",59.2647996472062,1.74338452689432,0.312180115842247,5.58454699201693,2.34310157939912e-08,2.74778736345291e-07
"Rfxank",54.5723484673318,1.22054994146885,0.218561519050738,5.58446860531519,2.34415856885957e-08,2.74778736345291e-07
"Pimreg",55.9329410802409,1.39168991685128,0.249213305050639,5.58433233156829,2.34599722610498e-08,2.7478934722164e-07
"Spen",216.214934222564,0.847816111976551,0.151865009507126,5.58269554473488,2.3681910463561e-08,2.77182390600682e-07
"Marcksl1",586.557095488386,1.12564635143125,0.201751331880744,5.57937506998282,2.41384240918653e-08,2.8231539308038e-07
"Cdk1",184.956042237147,1.12666387856816,0.201961343565682,5.57861152375302,2.42446014097254e-08,2.83346386289571e-07
"Rbmx",79.9750995623554,0.898824318923862,0.161160009941521,5.57721682475703,2.44397170238422e-08,2.85414496209343e-07
"Trim35",258.963813674737,0.726085964373276,0.130273074426293,5.57356896327866,2.4957279012703e-08,2.91242367335322e-07
"Cd177",125.256306503132,1.94207934973678,0.348533529198819,5.57214496464969,2.51621905792967e-08,2.93415781688402e-07
"Clic5",7.65565383893509,-6.29507491164699,1.13012143125306,-5.57026416591986,2.54353389965721e-08,2.96381092429293e-07
"Zfp771",99.3386488730658,1.07178030137663,0.192472105480333,5.56849678919393,2.56946363045864e-08,2.99180731905032e-07
"Dhx9",304.316171675703,-0.800393418567716,0.143830249444153,-5.56484760098047,2.62381615716484e-08,3.05283243334376e-07
"Bad",54.7257644354117,1.69439360629475,0.304567745124113,5.56327330592502,2.64760735583379e-08,3.07823520904965e-07
"Pknox1",222.147189684601,-0.794009236457316,0.142751675554732,-5.5621710454312,2.66438949155751e-08,3.09545738490705e-07
