"","baseMean","lgFC_LMoDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Gm45222",16.5669471919059,-1.72852645167744,0.486092517958753,-3.55596185461986,0.000376598721487132,0.00180866339842842
"Zfp652",83.8138697147972,0.663377386663464,0.18656843667225,3.55567854078575,0.000377004817884653,0.00181006070016153
"Frat2",49.9455069498103,1.07145759481285,0.301585408277113,3.55275011789807,0.000381226410052699,0.00182977036324225
"Ing5",42.1717715228904,-0.984531648075746,0.277135494661623,-3.55252815695024,0.000381548181977195,0.00183075576083624
"Echdc2",5.22117966876709,2.83246049910047,0.797486434619929,3.55173502161248,0.000382700048178326,0.00183572232447822
"Inpp5d",459.183298688163,0.477599025738245,0.134528395801293,3.55017260774958,0.000384978646729688,0.00184608887978766
"P2ry13",9.74694201407354,-2.67848710841973,0.754645899832987,-3.54932970418644,0.000386213182383259,0.00185144404205015
"Suox",35.3353028214651,1.06351527692138,0.299813042719461,3.54726154431023,0.000389257949253368,0.00186547125131515
"Adsl",196.261367367848,-0.502644191848132,0.141721306223417,-3.54670871474848,0.000390075621898091,0.00186768160238078
"H3c11",4.71008310695582,2.71922816999496,0.766678120117579,3.54676636601803,0.000389990276834869,0.00186768160238078
"Wnt10a",26.7779400813129,-1.37376766591646,0.387328883116388,-3.54677310626396,0.0003899802999335,0.00186768160238078
"Dhx15",371.839592570406,-0.629630961872504,0.177574380945375,-3.54573085667233,0.000391525872350561,0.0018740545637876
"Clpx",81.2504248417011,-0.615280620614767,0.173645576042088,-3.54331296332961,0.000395133482697556,0.00189069369042993
"Tnfsf15",9.80809419251952,-3.93341231168507,1.11011734774044,-3.54324010852659,0.000395242665993558,0.00189069369042993
"Ear2",21.9178515026668,-3.65682681319314,1.03255833214864,-3.54152080259107,0.000397827487320216,0.00190247954766854
"Golga3",43.3084919342604,-0.790755107967328,0.223298144966294,-3.54125247250348,0.000398232319332033,0.00190383632225676
"Cables1",32.709539114401,-1.0087845406436,0.284933953078108,-3.54041534799845,0.000399497771375806,0.00190930540232785
"Izumo1r",21.1124253640968,-1.58698185702087,0.448423660880525,-3.53902346255475,0.000401610155835942,0.0019188176412113
"Cox7a2l",392.867253405528,0.790712767510196,0.223435249390201,3.53888999013453,0.000401813266595892,0.00191920472124607
"Abcb7",9.74448268529586,-3.24309181391504,0.916647084613571,-3.53799392192714,0.000403179339088624,0.00192487867218887
"Rev1",52.4073248552566,-0.970151761635469,0.274212949919449,-3.53795020228059,0.000403246101375275,0.00192487867218887
"Tmem215",2.33932204232601,4.35065838565685,1.22983998162958,3.53758086470084,0.000403810512303804,0.00192698768758454
"Itfg2",53.3502265206625,-0.699172496084249,0.197656172786815,-3.53731677703965,0.000404214535776767,0.00192774523297179
"Plxdc2",25.47274505531,1.31820460971158,0.372650660744479,3.53737360099691,0.000404127569844887,0.00192774523297179
"C5ar1",15.1403917010329,1.56573489541606,0.442707251786923,3.53672746289156,0.000405117479973789,0.00193111304093785
"Tcerg1",210.859988661294,-0.679693953756646,0.192183336581373,-3.53669556293116,0.000405166410650361,0.00193111304093785
"Gm10762",13.6098563803793,-1.84638105935748,0.522103443958764,-3.53642765762584,0.000405577562877721,0.00193248672654589
"Prkd3",105.218868682981,-0.864236537960915,0.244454378503873,-3.53536943478073,0.000407205422665499,0.00193965516329666
"Gm20161",3.7103678039586,-3.8760191154399,1.096444038973,-3.53508157066585,0.000407649297595671,0.00194118125080471
"Med11",166.542519512519,-0.442097387057359,0.125098331789225,-3.53399906085268,0.000409322532986213,0.0019485587207784
"Supt20",206.292129319624,-0.404560521344727,0.114505723227697,-3.53310306193386,0.000410712328586433,0.00195458283168336
"Mfsd5",201.137832848914,0.643008259500392,0.182016457142757,3.53269297509772,0.00041134988880618,0.00195702448612117
"Ipo11",89.9652459244262,-0.592210607690659,0.167702347045145,-3.53131973478725,0.000413491596545053,0.0019654292126071
"Ndrg4",14.3163532745687,1.51381292752631,0.428673980794145,3.53138514430448,0.000413389347988951,0.0019654292126071
"Pdgfrb",5.85637826281693,3.23436130681764,0.915894411368477,3.53136919132964,0.000413414283598837,0.0019654292126071
"Ankrd40",185.684729622919,-0.462148749126924,0.130898025622505,-3.53060137407809,0.000414616097676723,0.00197017848832539
"Cdkn2d",252.4712348461,0.605017246727678,0.171401537415368,3.52982392019916,0.000415836319410962,0.00197537960254485
"Hif1a",137.813671223218,-0.799280733650274,0.226449616389994,-3.52961840427118,0.000416159438756005,0.00197631728634611
"Xpo5",115.558174336032,-0.541286162206438,0.153359159728359,-3.52953265501195,0.000416294326063085,0.00197636077057857
"Ifnar2",187.874567048219,0.486106848709239,0.13774520486038,3.52902918981434,0.000417087122684572,0.00197952671542234
"Arl2bp",293.226309342768,-0.475846385604517,0.134889138187554,-3.52768497151258,0.000419210749947726,0.00198900506442146
"H2bc27",12.3936434622764,-3.83436996575191,1.08698858713428,-3.52751630618386,0.00041947792317903,0.00198967214075171
"Skil",133.80815312929,-0.551084646435299,0.156240024532165,-3.52716692208306,0.000420031868756052,0.00199169862593556
"Pmm2",107.802552161096,0.646278248264407,0.18332963614886,3.52522517275736,0.000423122964758148,0.00200575086943104
"Cyb5b",207.072781658534,-0.529600942867143,0.150238368189807,-3.5250711868626,0.00042336900376764,0.00200631214055578
"Mthfd2",425.284682759813,0.470426910958694,0.133469436028578,3.52460402138784,0.00042411625951545,0.00200924758388287
"Rps8-ps4",13.4020208767887,2.15466054302112,0.61143045054585,3.52396669334602,0.000425137685528453,0.002013034359251
"Sowahc",26.0277603713424,-1.19291078526614,0.338515674775981,-3.52394548954217,0.000425171707660367,0.002013034359251
"Gm15361",15.3151509362081,1.6522576697341,0.469032482704732,3.52269348213615,0.000427185103482296,0.00202195803722921
"Apol7c",10.6140791777833,-1.67394019043677,0.475415907029971,-3.52100164442172,0.000429919950501912,0.00203429009691136
"Gm20257",13.5548446333422,-1.56173450015164,0.443647306839975,-3.52021634319299,0.000431194933025543,0.00203970904370404
"Retreg2",143.553179650769,0.732465996351583,0.208083475519907,3.5200584502036,0.000431451707408905,0.00204030968374265
"Eps15",79.1661913604844,-0.751955085951134,0.213630849111546,-3.51988062154125,0.000431741073225857,0.00204106403910895
"Flvcr1",26.3793047595239,-1.23259125399213,0.350204472855271,-3.5196330987512,0.000432144148140434,0.00204235534113634
"Dnlz",36.5198177036383,-0.812006971779107,0.230715632531529,-3.51951431669087,0.000432337701798972,0.00204265594667209
"Trp53bp1",52.1110162526206,-0.841302188016754,0.239057782995527,-3.51924199026181,0.000432781759326942,0.00204413956576328
"Angel1",9.17077635438678,-2.1054678929257,0.59846384589341,-3.51812044682928,0.000434615048224094,0.00205218201953576
"Ccnk",333.182985635059,-0.423261852928025,0.120319840717707,-3.51780596120532,0.000435130410336843,0.00205399847449995
"Trim30a",130.982803386879,-1.86891865250211,0.53134151893919,-3.51735858367207,0.000435864531678863,0.00205684616435306
"Rhod",3.34819223664223,3.44339023432593,0.979731167830592,3.51462763193559,0.000440371000408233,0.00207748852203392
"Ppp1r16a",42.4366253007687,0.86217047566471,0.245356670148417,3.51394757331512,0.000441499940465521,0.00208218948820208
"Aspscr1",95.73020771549,0.832469826537236,0.236942606551784,3.5133817368355,0.000442441322979899,0.00208579758441497
"Mlx",146.632925462875,0.51411781994262,0.146336873923754,3.5132486170949,0.000442663066455139,0.00208579758441497
"Ntng2",3.50203366053851,3.96351532204931,1.12815774767089,3.51326339798852,0.000442638440144375,0.00208579758441497
"2310001H17Rik",21.7563611213935,-1.35436838976751,0.385618244158258,-3.51219998090048,0.000444413456949987,0.00209341777938174
"Sys1",456.21630611173,0.383545636935834,0.109226396073273,3.51147388108034,0.000445629250608057,0.00209851593478371
"Dctn2",258.163195351124,0.495932775464345,0.141259714153217,3.51078705232571,0.000446782144591482,0.00210331492387945
"Cfap298",76.0257824487468,-0.691857921191088,0.197094655426976,-3.51028250711457,0.00044763083484097,0.00210667936912132
"Tph1",3.79397129448196,2.61078812420818,0.743777252929114,3.51017473837291,0.000447812306426922,0.00210690261739742
"F730016J06Rik",6.52586221475078,2.23844947645306,0.637759921002173,3.50986225809796,0.000448338879646513,0.00210874890758933
"Kcnc3",11.8102132653773,1.38409893441543,0.394561391131157,3.50794316303327,0.000451585518624591,0.00212338401653005
"Map4k1",396.870882510437,-0.464246476738306,0.132349351096232,-3.50773519396216,0.000451938666001323,0.00212440905827595
"Ddx11",22.6901346233457,1.01410197219801,0.289129897629295,3.5074268711506,0.000452462696006636,0.00212623650778126
"Scarb1",137.947988967227,0.708345760988085,0.202048476330038,3.50582084979957,0.000455201495274437,0.00213846751470976
"Itgb5",54.0809385256176,1.38051328309056,0.393897990571786,3.50474822449995,0.000457039285377232,0.00214510423684863
"Mphosph8",102.661902779557,-0.767405737755113,0.218966126625569,-3.50467786767482,0.000457160073378898,0.00214510423684863
"Rpia",215.754750654835,-0.651886663348924,0.185992898042449,-3.50490083336485,0.000456777390115988,0.00214510423684863
"Rpl18a-ps1",6.31163891771399,3.85927668227815,1.1011463426799,3.50478091121448,0.000456983179234599,0.00214510423684863
"Mcl1",876.69949838711,-0.280239377090433,0.0799654724357994,-3.50450473878491,0.000457457426438165,0.00214585893350687
"Art2b",19.3581252089364,-2.07107696741779,0.591039689569638,-3.50412502572515,0.000458110224907389,0.00214824879677732
"Hipk3",60.2706168160597,-0.795384768195554,0.226990343905739,-3.50404671189823,0.000458244969249069,0.00214824879677732
"Trp53inp1",14.5713904711744,-1.61571141906089,0.46110879763074,-3.50397005514253,0.000458376898300854,0.00214824879677732
"Iqcc",33.6327547544897,0.856871359715149,0.244620444450334,3.50286077535569,0.000460289980546417,0.00215657174492075
"Mark4",90.1909450670828,0.745135940467862,0.212822411531177,3.50120992947543,0.000463150854658996,0.00216932904779045
"Dock4",5.88832282398961,-3.04389594583036,0.869413305152507,-3.50109197523314,0.000463355900118729,0.00216964295322201
"Arfrp1",147.863959528231,-0.520632373592191,0.148732620545352,-3.50045855228805,0.000464458458709593,0.00217415798465041
"Ctdsp2",272.572202459521,0.521254786310896,0.14891384856071,3.50037818073305,0.000464598531172244,0.0021741662136042
"Rabgef1",52.9040843104052,0.816917801937839,0.233467125912481,3.49906993862628,0.000466884099728099,0.00218421165584107
"Htatip2",94.0014310393545,0.797781691396575,0.228014438056459,3.49882094395722,0.000467320293179867,0.00218560181151275
"Cwc15",549.519553527059,-0.302165689514431,0.0863929185119922,-3.497574740139,0.000469509135027953,0.00219518563161939
"Ubr5",167.554291672078,0.420301645520518,0.120187070288486,3.49706207590938,0.000470412355910778,0.0021987546305565
"Slc25a26",18.3572138417625,-1.27049194872452,0.363589200896966,-3.4943060618694,0.00047529579337329,0.00222091990964172
"Trappc3",156.539235006082,0.481476843388087,0.137792291494004,3.49422190579534,0.00047544565264044,0.00222095994468204
"Sumf2",16.3891084661097,1.23994385435124,0.354908229306658,3.49370274330796,0.000476371116055649,0.00222462197661282
"Slc52a3",7.36860932588166,-2.79924630885818,0.80147541733032,-3.49261655233588,0.000478312807301589,0.00223302614136432
"Azin2",7.21036887681698,3.01462274978681,0.863272264329982,3.49208804029697,0.000479260250854381,0.00223669148687097
"Bbs12",9.19973212587388,-1.91565307558258,0.548580226641256,-3.49201991349813,0.000479382506474221,0.00223669148687097
"Tmem181a",18.2474388242738,1.26276602768989,0.361772837512097,3.49049430126899,0.000482127895283671,0.00224816623730763
"Vti1a",66.4467793342694,0.609319188564503,0.174563264163919,3.49053503028184,0.000482054411974379,0.00224816623730763
"Adgra3",6.80474826223568,2.24906969795679,0.644566037380963,3.48927738590656,0.000484328280142772,0.00225775689073672
"Simc1",22.9721483027721,-1.05467634949589,0.302322398664556,-3.48858157435471,0.000485590627890351,0.00226297037646262
"Ager",10.1011160479854,1.70957001878574,0.490082403624976,3.48833177061779,0.000486044572204595,0.00226374359421749
"Gm16409",9.60122917957429,2.17122180074407,0.622414405173934,3.48838616634735,0.000485945690381484,0.00226374359421749
"Rusc2",12.860187076899,1.98773349563202,0.569907508190616,3.48781770210894,0.00048697998498511,0.00226742843127398
"Mocs2",46.0965899765247,-1.75275427754704,0.502799890927273,-3.48598778395631,0.000490323395352229,0.00228231964807275
"Mzt2",46.7166866290773,0.772649460627048,0.22166223137334,3.48570640943199,0.000490839384421161,0.00228404508102908
"Xrn1",63.3688448994331,-1.227280558648,0.352322015124377,-3.48340582184381,0.000495077273495393,0.00230308365258186
"Aspm",37.4575116421424,0.954430506283053,0.274099632503058,3.48205686219738,0.000497578020859678,0.00231403222186192
"Fnbp4",328.03011904601,-0.586496388956089,0.168447870844196,-3.48176789660085,0.00049811524462022,0.00231516071265087
"Skic3",37.0805357565134,-1.24729604229014,0.358234552838735,-3.48178597627246,0.000498081616359695,0.00231516071265087
"Pigr",13.2023835370393,-1.5291355941707,0.439285208003023,-3.48096308801771,0.000499614338081361,0.00232144185051756
"Qsox2",28.678568289538,-0.976797336981023,0.280648119872197,-3.48050554347502,0.000500468467371489,0.00232472335656396
"Cst3",1724.68408178024,0.634633365676211,0.182419014687071,3.47898691792018,0.000503313156420703,0.0023372465305102
"Tra2a",221.376397708922,-0.673186112047824,0.193523226885541,-3.47858044164373,0.000504077121151468,0.00234010285510335
"Cdip1",118.862466999511,-0.544542236307648,0.156551111555531,-3.47836710258357,0.000504478520489655,0.00234127483424177
"Vash1",1.58641159197648,4.9640583516507,1.42735255114554,3.4778081614572,0.000505531586745132,0.00234546960213894
"Naxd",75.9238468564338,0.836015277497998,0.240397640159303,3.47763512546962,0.000505858008286915,0.00234559941954632
"Zfp277",69.0972434395822,-0.754999647818858,0.217097797941472,-3.47769371673866,0.000505747457535091,0.00234559941954632
"Aamp",394.321473198759,-0.405214652371809,0.116574209773681,-3.47602315433662,0.000508908346363234,0.0023590475660524
"4931414P19Rik",19.8913261734133,-1.06351095034785,0.306051291939544,-3.47494350900479,0.000510960941393047,0.00236786410311241
"Btg1",57.4082078183438,-0.998823089135181,0.287619108499041,-3.47272854834856,0.000515196149440383,0.00238678699471069
"Gpd2",65.0982419514491,-0.764075380738357,0.220107949058121,-3.47136659083856,0.000517816559006445,0.00239821994432007
"Ccz1",244.170080340884,-0.469744227325791,0.135324947593478,-3.47123154805811,0.000518077057464091,0.00239871966606128
"Zfp217",133.769239476076,0.513065780351666,0.147876890847122,3.46954671154185,0.000521337403750436,0.00241310443155274
"Scml4",39.6494047889977,-1.0604436724021,0.305656516257664,-3.46939658079516,0.000521628849460177,0.0024137426802074
"Arpc1a",284.047976178488,0.507821194822216,0.146387605665259,3.46901769801084,0.00052236504207199,0.00241643793299871
"BC031181",286.487395142133,-0.331118949669028,0.0954776908067348,-3.46802427741237,0.000524299920153692,0.00242467503527387
"Snrpa",146.658990285073,0.496693222603051,0.143268953237606,3.46685873930624,0.000526578544986247,0.00243449651430553
"Chpf2",184.050935998753,0.591742350974875,0.170720298236725,3.46615110848945,0.000527966460784274,0.00244019547105793
"Rab3d",36.4952187035243,1.20218492855648,0.34684684483751,3.46603968422916,0.000528185313804468,0.00244048940261388
"Sae1",280.343013390293,0.438062435011777,0.126414599521326,3.46528357223388,0.000529672659555179,0.00244664253175077
"Rbbp5",57.2777839087026,-0.682977417627538,0.19710442377573,-3.46505372403333,0.000530125566264223,0.0024480152103723
"Rps18-ps1",5.86090800813282,2.43356845097485,0.702535886805414,3.46397742333253,0.000532251179328677,0.00245710904195814
"Zbtb4",35.955243420126,1.06083549738764,0.306260002854598,3.46383950728063,0.000532524126478892,0.00245764731183843
"Lax1",136.735253045281,-0.736711850189678,0.212709570435613,-3.46346357938173,0.000533268780977856,0.0024603615991168
"Zswim4",48.551379623186,0.781254290997156,0.225622139665869,3.46266679393318,0.000534850297385396,0.00246693422083364
"Gm5845",7.72994460656165,2.41962712127028,0.698917577739602,3.4619634679896,0.000536249939080461,0.00247266435682187
"9330175E14Rik",35.1446140791062,-0.762954797543915,0.220390878218857,-3.46182566043532,0.000536524580172617,0.00247319634447327
"Tnfrsf26",28.0055602878076,1.1187645244406,0.323179104353966,3.46174771007243,0.000536679987976228,0.00247319634447327
"Nemp1",32.4805765857569,-0.934056822398812,0.26986109971395,-3.46125033726203,0.000537672576459536,0.00247704432279233
"Pdcd4",59.2028897055773,-0.959848329757042,0.277366484148384,-3.46057791626888,0.000539017221650904,0.00248251148758586
"Mast3",252.981009508671,0.481408505434234,0.139222857537159,3.45782663817072,0.000544551674754402,0.002507266483733
"Spcs2-ps",15.0417984908059,1.5056070687764,0.435718692690225,3.45545668348641,0.000549361455679183,0.0025286713680296
"Prc1",58.2795316582843,0.927677767537802,0.268507060749366,3.45494738555025,0.000550400219526123,0.0025327110804248
"Asf1a",194.244950504916,-0.533712446207449,0.154505768212838,-3.45432052395764,0.000551681278061003,0.00253637847611609
"Haus7",49.9833971202587,-0.701346803225034,0.203033275127525,-3.45434413538628,0.000551632975293175,0.00253637847611609
"Thoc2l",20.4089633463442,-1.36111717018869,0.394026974772417,-3.45437560708844,0.000551568598599714,0.00253637847611609
"Tmed2",280.616833048761,0.410688751293998,0.118927505084565,3.45326971251915,0.000553834955319702,0.00254553557388023
"Taf1a",29.0575150253403,-0.865837227693338,0.250750281835663,-3.4529860598952,0.000554417652828065,0.00254746889354117
"Nxpe2",12.9615779269113,-1.96026630225623,0.567727164681243,-3.45283161385601,0.000554735165901521,0.00254818295523261
"Pik3ap1",575.423178604955,-0.537383102749422,0.155676634284591,-3.45191881375747,0.000556615178775103,0.00255607186537127
"Gls",91.1740959495502,-0.609030809587683,0.176437636698367,-3.45181912988818,0.00055682084777974,0.00255613262700168
"Naa25",134.225348509615,-0.505135237600458,0.146341576616723,-3.45175478683981,0.00055695363874806,0.00255613262700168
"Ankhd1",44.0213155812426,-0.863240954809106,0.250187310184678,-3.45037865498413,0.000559800766248315,0.00256844957520644
"Mpl",4.0657218765962,2.59202640449716,0.751264209156896,3.45021947392656,0.000560130974790848,0.00256921470462134
"Rps16-ps2",407.281273457866,0.7776160355338,0.225388851727413,3.45010868804751,0.000560360898409258,0.00256951953386672
"Qrsl1",65.4757295631358,-0.751389358319998,0.217847880333002,-3.44914697894432,0.000562360514065052,0.00257793669308503
"Traj18",8.70848096830672,-2.07338678334483,0.601244811062059,-3.44849010785197,0.000563730118498371,0.00258346172964312
"Rcc1",144.801151228735,-0.593098287491476,0.172031341673169,-3.44761763596697,0.000565554063376711,0.00259106508954198
"Isyna1",198.058300167193,0.644861470680543,0.18711692950584,3.44630211912716,0.000568314608406396,0.00260295376734853
"Extl3",59.8862592162464,-0.780921140746163,0.226628501365912,-3.44582052142371,0.00056932835053957,0.00260683726831678
"Gm13226",18.841680543154,1.98102247127449,0.575010449161491,3.44519386415206,0.000570649957899156,0.00261212774846151
"Noa1",103.335773721594,-0.523795475781806,0.152125987563831,-3.44316894286078,0.000574940031303249,0.00263099922912832
"Alox12e",10.1337252842903,2.46341844843069,0.715732057844611,3.44181655890774,0.000577821947760885,0.00264264858797013
"Slc24a5",4.65099499253456,3.04474919647708,0.884619470775481,3.44187449752601,0.000577698205884704,0.00264264858797013
"Tmed4",62.1486004967663,0.720337866456717,0.209294900426375,3.44173634899488,0.000577993296083444,0.002642663356933
"Acap3",53.4125314832385,0.783574287295528,0.227760943996038,3.44033649293778,0.000580991365042947,0.00265559850744696
"Mettl22",40.6435078059007,-0.781076525078433,0.227090683368428,-3.43949171975156,0.00058280761263952,0.00266312583229088
"Gmfb",56.5433400555176,-0.724526806808642,0.210655232180279,-3.43939620824889,0.00058301329298172,0.00266329147119432
"Ing4",139.957956260035,0.473233938642498,0.13760175750316,3.43915620868165,0.000583530421099315,0.00266487934028475
"Dvl3",61.0024239748103,0.718642781412703,0.208983217920747,3.43875832979678,0.000584388673386718,0.00266802368776236
"Synpo",4.38084368263721,-2.80279089733854,0.815259828097641,-3.43791120418465,0.000586219898075831,0.00267560702028281
"Itgav",21.3401867473597,-1.2022679723624,0.349742464832952,-3.43758077228809,0.000586935637245162,0.00267809616309338
"Slc16a13",8.88568840768017,1.55599239322424,0.452665562918672,3.43739953000092,0.000587328566432543,0.00267911135686394
"Rrbp1",276.204167157651,0.578728021274814,0.168419431229145,3.43623070717665,0.000589868435601193,0.00268991643145203
"Samd11",9.81040823017802,-2.18209370919686,0.635098637528156,-3.43583434171691,0.000590732062552587,0.00269307346034342
"Dnajc12",38.1016290650701,0.936023124473733,0.272603867400478,3.43363846375163,0.000595537946397543,0.00271419570293505
"Mtus1",20.2316600786382,1.83360723950942,0.534036117195154,3.4334891975843,0.000595865946761155,0.00271490342525757
"Cdc42",753.588919880671,-1.09789591747461,0.319773451283481,-3.43335543669422,0.000596160018378498,0.00271545619498453
"Gm2296",12.1141161336858,1.49351928113499,0.435186721087991,3.43190453376221,0.000599358501390853,0.00272923414929398
"Hp1bp3",300.879179067789,0.389987385394872,0.113679130852966,3.43059788079562,0.000602252650496884,0.00274161871218086
"Zdhhc4",107.655784392949,-0.756499262419915,0.220541276835051,-3.43019353690295,0.000603150877097243,0.00274491274959223
"Abca2",61.1292248712899,0.995421197474004,0.290232774953653,3.42973393557279,0.000604173368873656,0.00274877024177279
"Tceal9",165.595824994977,0.576951866428028,0.168242986550807,3.42927736992946,0.00060519070413142,0.00275260204810237
"Nrn1",5.17238250132359,-2.82005565798126,0.822375843764409,-3.4291567284765,0.000605459787726997,0.00275302933273956
"Mybl2",16.3294728910997,1.50887537813144,0.44010996344004,3.42840540654338,0.000607138074220208,0.00275986217139024
"Cd226",7.04143627303146,-2.43981318944798,0.711867281488853,-3.42734278269563,0.000609519132883899,0.0027698847209604
"Dock11",23.9685318348573,-1.68168830651244,0.490718244307016,-3.42699364864106,0.00061030334453781,0.00277264689965024
"Rpsa-ps1",20.8172414860735,1.64642082710908,0.480828086748452,3.42413613614551,0.000616757160978399,0.00280115741503018
"Armc6",34.0246275677421,-0.851000592625828,0.248558308434206,-3.42374631524775,0.000617642494675542,0.00280436810335206
"Eif4e",21.5639113759612,-1.97628792473012,0.577472218302566,-3.42230822902487,0.000620918812622614,0.00281842992076664
"Ak2",613.037811250465,0.311566778240681,0.0910526665103748,3.42183035578843,0.000622011101224501,0.0028225728926524
"Jmjd8",31.1492470761059,0.889437850205288,0.259937711774484,3.42173455376473,0.000622230293684233,0.00282275266563419
"Mrnip",17.8487155286825,1.21625419953311,0.355484784912575,3.42139593916018,0.000623005610864537,0.00282545447120013
"Agap3",116.717317379209,0.533131510480978,0.155833588097184,3.4211591800639,0.000623548245936043,0.00282709976286953
"H2az2",455.973348480021,0.338969178186394,0.0991556887881649,3.41855502522466,0.000629545872581676,0.00285346931116245
"Parp8",38.8976901345315,-0.883857405320931,0.258599240359825,-3.41786543568766,0.000631143029010211,0.00285988390689291
"Epx",173.65354475432,1.13796808883876,0.33315114599839,3.4157711972699,0.000636016625369446,0.00288030692428185
"Slc37a1",64.9394249504162,-0.713521566968301,0.208889170584585,-3.41579012914591,0.000635972411778923,0.00288030692428185
"Coro2a",311.399146182962,-0.474086884976511,0.138821094218568,-3.41509255236154,0.000637603425408683,0.00288666136059882
"Cyb5r4",110.965779046964,0.674066537517979,0.197503200414018,3.41293982125332,0.000642661318648649,0.00290872250729574
"Cfap210",7.47469065104666,-1.93731640865504,0.567753830440801,-3.41224718316901,0.000644296607199386,0.00291528450448104
"Galnt7",58.5503918342152,-1.16708270869654,0.342099073189582,-3.41153426057302,0.000645983827828934,0.00292207763730734
"Iglj3",4.67568557061916,-4.00402677850273,1.17379543915112,-3.41117936307404,0.000646825268364134,0.00292504211548211
"Tox",5.65548641970411,-2.60121657945909,0.762623222931193,-3.4108803682389,0.000647534958107398,0.00292740926272367
"B230307C23Rik",22.3018622969207,-1.17540456944638,0.344637514557201,-3.41055317485262,0.00064831240933892,0.00292839734551681
"E2f6",38.0812467370167,0.784630040011237,0.230055651896949,3.410609709179,0.000648178014901155,0.00292839734551681
"Ralgps2",252.567770998573,-0.676872339973699,0.198463075361971,-3.41057065017848,0.000648270863906654,0.00292839734551681
"Cnot6l",162.357011692123,-0.973596016593386,0.285509389779918,-3.4100315136531,0.000649553735341731,0.00293316149550033
"Nup188",142.608089107662,-0.532306910186138,0.156115152826845,-3.40970687692658,0.000650327344514332,0.00293581146709385
"Efna2",7.12343268104242,2.43989697355914,0.715771682503744,3.40876432136078,0.000652578312250449,0.00294512732996406
"Pgd",978.404024328917,0.589666434869897,0.173013046961664,3.40821946798356,0.000653882808572963,0.00295016758552193
"Nek7",220.468698324958,-0.442228240842836,0.129780737996797,-3.4075028981092,0.000655602123163058,0.00295707597532285
"Maf1",361.953977172949,0.376878485721456,0.110613068391641,3.40717865620602,0.000656381479397884,0.00295974196060107
"Fam78a",99.3514714152854,0.707902193209054,0.207785264180438,3.40689315000857,0.000657068442701953,0.0029614402639091
"Spint2",47.7050829516305,0.929547021838756,0.27284523287261,3.40686554077622,0.000657134909378138,0.0029614402639091
"Hes6",115.28492146219,0.536381402952313,0.157500397031685,3.40558762429283,0.000660218226133946,0.00297448274479779
"Gm14165",15.1036246980865,2.12084019222876,0.622897789701737,3.40479646467245,0.000662133847871106,0.0029814041692025
"Ydjc",50.0864284728971,-0.779759134144125,0.229015888033867,-3.40482549415443,0.000662063468024151,0.0029814041692025
"Melk",27.9068059713379,1.01464507285936,0.298026548680057,3.40454592838513,0.000662741543864102,0.00298328589003431
"Mink1",92.6337052896901,1.01687435932059,0.298716568305301,3.40414448749727,0.000663716352464403,0.00298681859272486
"Elp3",121.378235435891,-0.549658927665785,0.161485579442674,-3.40376477926259,0.000664639614944494,0.00299011737473168
"Adssl1",89.1938837774306,0.727132228631459,0.213714087450271,3.40235984116234,0.000668066122366175,0.00300467278325434
"I730030J21Rik",12.0213164315717,1.58317527654575,0.465333086697001,3.40224093623633,0.000668356872484331,0.00300512061744314
"Egfl8",8.33778118090723,2.00656137594168,0.590094459255028,3.4004070780039,0.000672856006682326,0.00302448486389462
"Zmiz1",285.338020951091,0.531224918954939,0.15622891778246,3.40029827060979,0.000673123834437515,0.00302482377173336
"Acp3",47.0979849551876,1.41664392104159,0.416804022890219,3.39882497106971,0.000676760109214738,0.00304029498620933
"Rgcc",202.736250098171,0.641308014053008,0.188690969690041,3.39872128012523,0.000677016717140339,0.00304057879335114
"Gch1",12.6761325910391,-1.63726610931311,0.481785885742865,-3.39832726064321,0.000677992637262693,0.00304409204945223
"Msh3",57.7699461143414,-0.771522659901782,0.227107873289047,-3.39716386194961,0.000680881817193634,0.00305619111492482
"Nap1l1",926.66035134651,-0.336766025375971,0.0991351524976666,-3.39703946472365,0.000681191421161663,0.00305670795011138
"Palld",20.137280113535,1.52904604729482,0.45017003167338,3.39659670727308,0.000682294432790603,0.00306078372974757
"Gnl1",228.946131091754,-0.387306152776307,0.11403105157689,-3.39649724720069,0.000682542439184443,0.00306102271085314
"Dedd2",98.6482611325729,0.767805584999497,0.226249148531997,3.39362861686488,0.000689731611581059,0.00309238197445598
"Dicer1",152.503882704849,-0.448017290325823,0.132172054073814,-3.38965217318648,0.00069981355892999,0.00313668928794426
"Elovl5",118.385203059786,0.653444497858251,0.192791257942965,3.38938863115652,0.000700486563782615,0.0031388108027648
"Gm4691",3.87168189088827,2.61253262928826,0.77085219569642,3.38914858629674,0.000701100087499715,0.00314066465528869
"Knop1",108.349202271041,-0.569258942679157,0.167995443044762,-3.38853800056635,0.000702662917197119,0.00314676877362436
"Gm7172",2.85578070803834,4.17384035415043,1.23179748988461,3.38841440125149,0.000702979670565328,0.00314729064130344
"Cfap410",20.7991199531022,1.24720974939721,0.368097477468635,3.38825943055664,0.000703377008223095,0.00314817289073429
"Trpc4ap",387.564385826215,0.399514898707377,0.117925290912893,3.38786443191804,0.000704390710458752,0.00315181257549135
