"","baseMean","lgFC_LMoDC_vs_PcDC","lfcSE","stat","pvalue","padj"
"Gtpbp6",69.2835324762548,1.08309918260291,0.218702201500818,4.95239268361391,7.3306485647187e-07,1.72702181842885e-05
"Mmp8",121.513553213147,-1.43750455534053,0.290708743353605,-4.94482738550458,7.62113632084614e-07,1.79244002813313e-05
"Oaz2",93.2810689195929,0.935168642058348,0.189186269826713,4.9431105276029,7.68858644846042e-07,1.80526977784824e-05
"Hnrnpf",423.900726095397,0.512803598894938,0.103748529461707,4.9427553484911,7.70261196569251e-07,1.80553353179064e-05
"Fam167a",73.9671150563896,0.975369629478513,0.197367918674118,4.94188536835606,7.73707043716565e-07,1.81057798825579e-05
"Ifrd2",111.643237037163,1.03668663783183,0.210108904723545,4.93404427192587,8.05441705042437e-07,1.88169469455156e-05
"Scaper",26.9618206766595,-1.72533084614998,0.350204381543611,-4.92663980543351,8.36557623617479e-07,1.95113123081717e-05
"Xpo1",47.7786346477957,-1.42864016348575,0.290125809074653,-4.92420914927339,8.47022065637264e-07,1.97225071323259e-05
"Timp2",105.385183073764,-1.1744011469173,0.238711622247334,-4.91974850600481,8.66554837380667e-07,2.01438013194436e-05
"Gm6967",43.5690803363482,3.29034529813582,0.668893056985797,4.91909022492019,8.69473871904201e-07,2.01447307341513e-05
"Rnf157",104.58376644869,0.848919419319116,0.172568454161471,4.91931983423106,8.68454635083768e-07,2.01447307341513e-05
"Serpine1",11.8841877877656,3.14423299891082,0.639276428574251,4.91842473517013,8.7243449578434e-07,2.01799146016629e-05
"H1f2",174.798659095849,-1.18101406017966,0.24018847329917,-4.91703054670999,8.7866845104561e-07,2.02905714586341e-05
"Gvin-ps7",368.336091992082,0.787373127263033,0.160157279739882,4.9162493802457,8.82180074734449e-07,2.03381020853936e-05
"Rbl2",124.763123062424,-0.660338592859411,0.134636109229955,-4.90461731727236,9.36096598802489e-07,2.15456180980954e-05
"Zbtb17",74.958488611656,0.992813793810963,0.202633381571644,4.89955695409415,9.60530043794045e-07,2.20716870818618e-05
"Hamp",7.4425285041927,2.6652630465558,0.544286337612905,4.89680313903329,9.74083340691656e-07,2.23098564151212e-05
"Ube2m",459.099661082859,0.947197721832125,0.193419303682447,4.89712093776957,9.72509901647248e-07,2.23098564151212e-05
"Trim7",65.9104739594916,-1.38347969627288,0.282622528194604,-4.89515009688212,9.82307249475408e-07,2.24614504071223e-05
"Inka1",41.0877925278456,1.133190775945,0.231542039639158,4.89410379951303,9.87547091701697e-07,2.25444274082766e-05
"Prdx5",1269.17204601134,1.0965669622922,0.224077162057309,4.8937024738458,9.8956405560017e-07,2.25536797949003e-05
"Tnfrsf12a",35.3889593839599,1.223008467008,0.250230488520698,4.88752779182954,1.02110084589129e-06,2.32346101421182e-05
"Pfkl",130.769546240491,0.986187278951761,0.201813075462317,4.88663718489294,1.02572863962966e-06,2.33020236736646e-05
"Pold1",235.468603509465,-0.628743220578316,0.128744322901521,-4.88365782978451,1.04135722211261e-06,2.35900101223554e-05
"Rrm1",269.919244828749,-0.57427487369733,0.117593048560407,-4.88357841494624,1.04177692265368e-06,2.35900101223554e-05
"Nfkbid",262.540940099231,0.794286906689485,0.162790637111536,4.8791928134373,1.06520889742514e-06,2.40816370122251e-05
"Mlkl",84.6549550201656,1.19856696460171,0.24570574008425,4.87805846208857,1.07135173855403e-06,2.41814455311696e-05
"Cd63",1024.93686995306,0.701534190138519,0.143903882049863,4.87501921522477,1.08797864399735e-06,2.45171870275346e-05
"Slc38a2",553.088415048794,0.548287288803632,0.112478177445024,4.87461035783246,1.09023425503097e-06,2.45285179500054e-05
"Pigbos1",83.239955245201,-0.938516234543136,0.192565890266193,-4.87374079202594,1.09504650570285e-06,2.45972404507315e-05
"Irf4",382.871423460351,0.898938446454078,0.184656480221278,4.86816625864882,1.12638549926387e-06,2.52606389049657e-05
"Naa20",80.5418429085909,1.31391442449497,0.270249666961822,4.86185400065853,1.16291384349856e-06,2.60381061214701e-05
"Tapbp",1527.079466929,0.684842339896335,0.141061123876572,4.85493324507727,1.20427304690378e-06,2.6921081498996e-05
"Parp9",420.570540052819,0.694906494277748,0.143215119218432,4.85218668301266,1.22107599082277e-06,2.72531697218084e-05
"Tmem259",250.68486343259,1.11197010139537,0.229368449506667,4.847964503344,1.24734712585647e-06,2.77625558382709e-05
"Ube2k",258.348745185462,0.633253539509765,0.130624788024947,4.84788185370165,1.24786677306506e-06,2.77625558382709e-05
"Fry",24.5849603316368,-1.93610454574235,0.399436742653372,-4.84708675742051,1.25287647133786e-06,2.78297672061938e-05
"Mfsd5",201.137832848914,0.889051119816952,0.183545280009841,4.84376999380906,1.27398402413079e-06,2.82537756476804e-05
"Rell2",14.7252209887433,1.93059489039046,0.398631857069094,4.84305219503776,1.27859683848928e-06,2.8311209110473e-05
"Mcm3ap",156.880548506985,-0.801700295904931,0.165574019277894,-4.8419450068394,1.28574351659959e-06,2.8424478311682e-05
"Hook2",77.2254668339013,0.976534057791021,0.201751379166791,4.84028442246091,1.2965343338585e-06,2.8617825659331e-05
"Rmnd5b",194.419848888334,-0.70432384211464,0.145531880538798,-4.83965327395649,1.30065846867083e-06,2.86636450560308e-05
"Bin1",314.864116779642,-0.564829807001209,0.11672446681774,-4.83900096012576,1.30493416354375e-06,2.87126551645146e-05
"B3gnt5",65.7207717645995,-1.09608819317846,0.226557740616302,-4.83800813954441,1.31146772158905e-06,2.88111134943755e-05
"D030028A08Rik",15.7382682781735,1.89061904393478,0.391226248112238,4.83254652022322,1.34797599549049e-06,2.95667336691128e-05
"Lgals3",1798.75884101139,0.831581224088887,0.172096995945727,4.83204962131434,1.35134561029553e-06,2.95942573872857e-05
"Cntrl",209.127487071585,-0.683343233466622,0.14146176221678,-4.83058617931995,1.36131676169329e-06,2.97196049346895e-05
"Mapkap1",145.123403048077,-0.698410171043549,0.144571710164403,-4.83089098309299,1.35923416693688e-06,2.97196049346895e-05
"Pax5",514.514839934737,-1.1634065716405,0.241240348350837,-4.82260359676049,1.41696393505807e-06,3.08729658488123e-05
"Ttc7b",80.2610145499053,-0.960654078792067,0.199207493316728,-4.82237923281673,1.41855917112951e-06,3.08729658488123e-05
"Ptpn18",851.315375258657,-0.555608110944799,0.115287494483146,-4.81932679199673,1.44043445688953e-06,3.13003723442733e-05
"Rps6",1083.48246954148,1.12755181526594,0.234185122419055,4.81478841874626,1.47355934501652e-06,3.19705263165289e-05
"Desi2",29.3543068812662,1.45991513318066,0.303317292052876,4.81316156853386,1.48561085294333e-06,3.21821025945649e-05
"Yeats4",311.969837661794,-0.574973600837676,0.119525017242283,-4.81048749545189,1.50562623241059e-06,3.25652758830817e-05
"Raf1",397.977997716665,0.541962749496976,0.112713456232295,4.808323403552,1.5220139800853e-06,3.28689253662248e-05
"Crat",61.2600367051883,0.951828695021374,0.19806808697198,4.80556312514912,1.54316537793086e-06,3.32743548517172e-05
"Rps10-ps1",432.916712197093,1.47717807391501,0.307595221635733,4.80234402231498,1.56818965575337e-06,3.3761916988635e-05
"Lrrc61",80.2469692137982,-1.07231228359495,0.223440604746107,-4.79909318547276,1.59385628844412e-06,3.42617894016697e-05
"Camkk2",246.60868425963,0.654573238067138,0.136404569087255,4.79876328518309,1.5964834352132e-06,3.42656275956649e-05
"Cd247",157.896460231658,0.821221856599331,0.171244547628288,4.79560878272117,1.6218152775671e-06,3.47028791961377e-05
"Gm5281",53.3869180668599,-2.29053823788355,0.477603869250428,-4.7958954802406,1.6194971205772e-06,3.47028791961377e-05
"E2f2",129.648003255342,-1.01157296553729,0.211064595101886,-4.79271743822775,1.64537287824052e-06,3.51532031421342e-05
"Ptgir",91.7461092834767,1.25414232308097,0.261788716809633,4.79066606981748,1.6622857539927e-06,3.5460406770387e-05
"Eif2b2",178.075761402471,0.762807953691292,0.159240120601352,4.79030002496,1.66532119287943e-06,3.54710879347864e-05
"Mafg",134.562815987541,0.921718277642794,0.192515664700126,4.78775729278195,1.68655440425644e-06,3.5868757345235e-05
"Morf4l2",57.4379467710075,0.873051493383335,0.182595705526602,4.78133640035769,1.74133684196782e-06,3.69776445622119e-05
"Gstt2",93.133584333813,0.753292679957609,0.157609245069658,4.77949551515636,1.75735592129781e-06,3.72612708524872e-05
"Ftl1",1031.79138233439,1.26402735535884,0.26457062581166,4.7776556882723,1.77350723478273e-06,3.7490121213821e-05
"Zfp444",57.2200202416901,0.941762639636628,0.197111390246965,4.77781947789355,1.77206360799266e-06,3.7490121213821e-05
"Vegfb",109.995690517843,0.705252383124401,0.147631003773301,4.77712922827086,1.77815506358446e-06,3.75316771641039e-05
"Nfe2l1",263.447068452731,0.904984807912443,0.189652324365232,4.77180973627103,1.82577937117167e-06,3.84788501809884e-05
"Dok1",139.911043033784,0.816284146975951,0.171096004705163,4.77091296423077,1.83392777274772e-06,3.85564985649483e-05
"Osgep",121.02009934979,-0.77205440716828,0.161829193672378,-4.77079808437591,1.83497413493323e-06,3.85564985649483e-05
"B3gnt7",21.9422549984824,-1.53863627672309,0.322562099886432,-4.77004668950511,1.84183223791465e-06,3.86425792164583e-05
"Dclk2",23.7476786238558,-2.02244588499841,0.424068508976353,-4.76914895161711,1.85005833040359e-06,3.8757060292916e-05
"Sri",793.667968571901,-0.416088601643009,0.0874475604544115,-4.75814990699399,1.9537538618148e-06,4.08682085833129e-05
"Ifi204",185.463061273633,1.66029413598215,0.349010466616154,4.75714711962539,1.96348074889394e-06,4.10103725373461e-05
"Rpsa-ps10",173.840270718918,1.74872083854342,0.367754367614473,4.75513275311159,1.9831605753707e-06,4.13596856806818e-05
"Rhov",11.9247997820857,2.23221291760096,0.469477304907034,4.75467694448613,1.98763992154822e-06,4.13914182472408e-05
"Mgat4b",120.909332791333,1.00628179985992,0.211660243961294,4.75423150340855,1.99202677228659e-06,4.1421133211558e-05
"Cpsf3",252.017824694795,-0.578557254001446,0.121806442940568,-4.74980830269986,2.03609564924079e-06,4.22746624858688e-05
"Ssu72",554.555284215994,-0.479514605802901,0.10096700967792,-4.74922063486411,2.04202065864983e-06,4.23348697735493e-05
"Sgpp1",112.655352596831,-1.09286275675104,0.23043193094148,-4.74267065456559,2.10919018660157e-06,4.36627329457135e-05
"Cdk6",113.875564913178,-0.846458987828034,0.178553985082581,-4.74063341367905,2.13051107567682e-06,4.40389541994409e-05
"Smpdl3b",62.0477723648234,1.24853832082732,0.263402976754052,4.74003117281821,2.13685340810675e-06,4.41049064794186e-05
"Luc7l2",152.280379903973,-0.829019321666448,0.174942043073709,-4.73882268150462,2.14963504401072e-06,4.42714049243267e-05
"Rrp9",129.478428861401,0.696604099617342,0.147004115552088,4.7386707304158,2.15124734518666e-06,4.42714049243267e-05
"Jhy",29.2925560539813,-2.0581242217577,0.434500044648651,-4.7367641202936,2.17157670449339e-06,4.46241474341858e-05
"Mrpl36",276.541713723549,-0.54429309519053,0.114922200174735,-4.7361875630901,2.17776052993853e-06,4.46856024280936e-05
"Aen",21.6468076550767,1.61665780187566,0.341696693942406,4.7312655654437,2.23124394977008e-06,4.57159997556113e-05
"Suds3",273.319110585893,0.595822902734899,0.1259652282174,4.73005853414232,2.24455111545521e-06,4.59214156574272e-05
"Dock8",331.360440962305,-0.599971766694485,0.126958662302088,-4.72572533307652,2.29295409574433e-06,4.68432111180236e-05
"Fth1-ps",20.5600920056633,1.95815273290443,0.414665848566147,4.72224259527383,2.33258211562474e-06,4.75833150525548e-05
"Cxcr4",327.866845816013,0.937401876849879,0.19855706594435,4.7210703501864,2.34606769998257e-06,4.77887502089608e-05
"Hmgn3",144.342395630379,0.83636195675056,0.177374064159228,4.71524380249732,2.41421495254071e-06,4.9105412857347e-05
"Sap30",88.9533643464224,0.927098270654078,0.196712247656751,4.71296668965827,2.44136117760853e-06,4.95854982865802e-05
"Chmp7",120.612868097001,0.660936508200718,0.140270516875541,4.7118704837108,2.45453367174841e-06,4.97807886991989e-05
"Bmp2k",172.016518324907,-0.80221079280413,0.170367431634529,-4.70870978747292,2.49289706773111e-06,5.04856752038048e-05
"Tbc1d10c",414.230544942243,-0.491183473929513,0.10432885995105,-4.70803068451023,2.50121456955595e-06,5.05809200670029e-05
"Atg4b",110.574317027493,0.813442186998807,0.172959365926587,4.70308261504655,2.56262665052982e-06,5.17480481205113e-05
"Cables1",32.709539114401,-1.32376379787741,0.28148963190263,-4.70270890238441,2.56732324192076e-06,5.17681865236876e-05
"Nus1",19.3774839915033,1.85413334396861,0.394433446359006,4.70075081381667,2.59206666017991e-06,5.21919148813779e-05
"Tpt1",8497.75822513648,0.730706530692734,0.155474612527496,4.69984468083821,2.60359434204734e-06,5.23487057796128e-05
"Islr2",7.18179456317528,-5.19011781457437,1.10523012049161,-4.69596124675448,2.65355851222307e-06,5.32767544046623e-05
"Vti1a",66.4467793342694,0.839836255120675,0.178927421881726,4.69372579277324,2.68273578509926e-06,5.37853933763311e-05
"Gm31718",21.1284185978481,1.6946539743845,0.36145249963259,4.68845554009749,2.75274703928592e-06,5.51100744889373e-05
"Csf2",19.2024726925846,3.16048986289907,0.674717833568433,4.684165299417,2.81103091262641e-06,5.61965237018486e-05
"Gm15361",15.3151509362081,2.31767475748988,0.494998712992907,4.68218340099623,2.83835358418703e-06,5.66617975137137e-05
"Sfpq",519.424447443534,-0.576257829552079,0.123226942200347,-4.67639478236162,2.91962292736156e-06,5.82011442243557e-05
"Srpk3",54.6090833431312,-1.60822497090443,0.344100659612355,-4.67370499294064,2.95814158257341e-06,5.88851113890929e-05
"Ndufa5",173.764390632214,-1.00014509531037,0.214103189251804,-4.6713227337035,2.9926630207233e-06,5.94569165491308e-05
"Vat1",69.0369000284811,1.10553730942175,0.236674112487843,4.67113744634211,2.99536416801038e-06,5.94569165491308e-05
"Mvp",385.508924381827,0.48887232008305,0.104666030738409,4.67078302897419,3.00053743544823e-06,5.94752420278506e-05
"Cct3",727.162495784192,0.453117721253053,0.0970216990587692,4.67027196646582,3.00801227390328e-06,5.95390717977404e-05
"Sytl1",25.1047451145632,-1.42015183728062,0.304434253827185,-4.66488845925591,3.08784486607425e-06,6.10329110958236e-05
"Hsh2d",167.493080509455,0.751354272375687,0.161094719372756,4.66405277156933,3.10041817756607e-06,6.11596026086346e-05
"Socs1",57.674476556106,1.60576452469711,0.344297854714194,4.66388187643537,3.10299541604477e-06,6.11596026086346e-05
"Taf6",140.156878866166,0.554507146792307,0.1190000122411,4.6597234432955,3.16634513547909e-06,6.23204413866306e-05
"Tbl3",104.382758850166,0.838866149616728,0.180073987925527,4.65845266870892,3.18595036743367e-06,6.26182435981274e-05
"Prkce",121.354864040074,-0.933468271230292,0.200498154793437,-4.65574494783754,3.22811358185095e-06,6.32692177372859e-05
"Smad7",142.474118658711,-0.821354377302448,0.176408948405207,-4.65596776539826,3.22462387377911e-06,6.32692177372859e-05
"Psmb9",603.856498188777,0.631203035329589,0.135833677378563,4.64688174178227,3.36990220595931e-06,6.59558202380344e-05
"Hibadh",163.410364963348,-0.634677702441084,0.136602886888278,-4.64615146062149,3.38184748012672e-06,6.60971698839292e-05
"Gemin7",158.724123750171,0.773736456540367,0.166624737738323,4.64358694298735,3.42411801619884e-06,6.68299965393118e-05
"Arfip2",71.4478696215206,0.978286067391366,0.210734006924752,4.64227905912066,3.4458702772062e-06,6.70674668417575e-05
"Plac8",161.961284062808,1.05448570249636,0.227140254707557,4.64244307489223,3.44313517610068e-06,6.70674668417575e-05
"Tk2",102.456400191055,-0.798053614277345,0.171950974233482,-4.64116948353962,3.46442818021474e-06,6.73350110471182e-05
"Ckb",54.1488452379807,-1.64662751590763,0.355554363975983,-4.6311554089626,3.63630796087262e-06,7.05776610325262e-05
"Atf3",350.030636299729,1.0875978289844,0.234864339565963,4.63074909964756,3.64345157912032e-06,7.06183675875481e-05
"Rasgrp1",101.681960181694,-1.04141885900008,0.225137955233369,-4.62569209141386,3.73349599641855e-06,7.20641972053534e-05
"Sgsm3",45.9728098389267,0.930601101833549,0.201163502362016,4.62609315758894,3.7262774816921e-06,7.20641972053534e-05
"Stk24",545.38507753965,-0.473953492434682,0.102459882764326,-4.62574697186461,3.73250744979058e-06,7.20641972053534e-05
"Lilra6",56.455457534155,-1.31677752742325,0.284856343527798,-4.62260208467061,3.78956215752017e-06,7.30456375101064e-05
"Clk3",270.577446423114,0.615258883149667,0.133142439071737,4.62105762399445,3.81788703270355e-06,7.34903867065385e-05
"Por",231.700583830496,0.777914084888013,0.168358599648899,4.62057825682979,3.82671965308095e-06,7.35592236610093e-05
"Cpm",48.8299829817945,-1.08632604294106,0.235215404610496,-4.61843068798982,3.86653087215752e-06,7.41208671574963e-05
"Fam43a",170.569088347608,-0.850486022549368,0.184148674686798,-4.61847484917219,3.86570823732827e-06,7.41208671574963e-05
"Mgst1",196.536227460203,-1.48851133127158,0.322659114211332,-4.61326293202632,3.9639633359006e-06,7.5884682520647e-05
"Kat2a",64.4490323631804,0.888935551302678,0.192780884773153,4.61111874420899,4.00507663983793e-06,7.65669979479399e-05
"Gm28580",9.80806428914876,2.62528056035244,0.569576673403311,4.60917850561887,4.04263132570123e-06,7.71523186452663e-05
"Ppp1r35",40.1347165508388,1.67428330361,0.363266395799217,4.60896830252198,4.04672015761223e-06,7.71523186452663e-05
"Gm11427",49.9638616904874,1.08637647282648,0.235733351028401,4.60849713494969,4.05589962595064e-06,7.72221215857868e-05
"Ppp2r5b",26.4493900864677,1.47721746390969,0.320640964442371,4.60707653645793,4.08369721802176e-06,7.76457321589627e-05
"Bicral",84.0772486030205,-0.887094893613749,0.192765182627238,-4.60194564974516,4.18562439978659e-06,7.94757501365178e-05
"Edf1",671.449857654463,0.671664797332783,0.145985884633022,4.60088863400189,4.20692318180299e-06,7.97368417007923e-05
"Rassf5",265.06766697457,-0.538101092411974,0.116960744893283,-4.60069823343675,4.21077076010329e-06,7.97368417007923e-05
"Irf8",2613.06190928762,0.790740870646257,0.17191171558732,4.5996915797435,4.23116913268859e-06,8.00148389768163e-05
"Gm7990",6.85641176335329,5.35654032521837,1.16643892989946,4.59221669297345,4.38562645262672e-06,8.28238280405646e-05
"Acadl",443.770581960789,0.544437423967099,0.118643327345523,4.58885835510616,4.45676699764714e-06,8.40539048046821e-05
"Cat",190.297038191744,0.746890088486452,0.16281098626108,4.58746737943567,4.48655503839021e-06,8.43882408699363e-05
"Susd6",195.415583790171,0.632825806842083,0.137939559515037,4.58770354977897,4.48148399236114e-06,8.43882408699363e-05
"Mvk",54.5064425753808,-1.08247679202203,0.23599953351161,-4.58677513431938,4.50145060642007e-06,8.45547648137482e-05
"B3galnt2",75.3949083081534,0.922077501680372,0.201134348180869,4.58438605847272,4.55322293873503e-06,8.54126029553057e-05
"Klhdc2",139.636199719676,-0.748193961835004,0.163238433248249,-4.58344243415501,4.5738284356027e-06,8.56842772795505e-05
"Snhg15",170.175433798993,0.833456850174394,0.181870276829296,4.58269962912455,4.590111538653e-06,8.58743594544252e-05
"Hmgxb3",87.0319090411752,0.719770056016178,0.157088025139503,4.58195368728445,4.60651927945459e-06,8.60662627459113e-05
"Samd9l",11.0195730957188,4.62541461412053,1.00960923391421,4.58139095676451,4.61893426705566e-06,8.61831548442359e-05
"Slc39a8",15.5282847559241,-2.31213782154071,0.504999582180835,-4.57849452380885,4.68334423484296e-06,8.72686008287515e-05
"Btg1",57.4082078183438,-1.30193170213367,0.284492120431988,-4.57633659644683,4.73188988900214e-06,8.80559403014574e-05
"Slc45a4",72.133273421266,-0.951159720434665,0.208120104414618,-4.57024429768572,4.87155992044596e-06,9.05346740062693e-05
"9430038I01Rik",72.0757306785824,-0.976126297498843,0.213609689984043,-4.56967236632272,4.88487268889765e-06,9.06616822393021e-05
"Psmd8",705.411427771639,0.503487788621752,0.110276037241106,4.5657044015912,4.97819852195912e-06,9.22714041275442e-05
"Psmb6",709.224308683708,0.576055241597807,0.126226916870935,4.56364819705463,5.02722937071188e-06,9.30569415525688e-05
"Ccdc22",76.3129076254379,0.854816826613387,0.187365508366247,4.5622955583824,5.05973527667296e-06,9.35349213497509e-05
"Smco4",31.9757154498048,-1.83812071283675,0.40333377436151,-4.55731909817508,5.18106805795544e-06,9.5651538790275e-05
"Psrc1",29.0123947870243,1.23540697635471,0.271609100198176,4.54847416913981,5.40362743751984e-06,9.96289359165383e-05
"Gm7669",8.07219876688704,2.57597623554587,0.566421313885222,4.54780950574868,5.42071665889253e-06,9.98125117428185e-05
"Trim33",61.8313124089592,-1.04188259312457,0.22918829683802,-4.54596769337191,5.46834243321093e-06,0.000100557140618073
"Mtf1",80.5439189604194,-0.864827215579696,0.190271275781459,-4.5452326528415,5.48746080111303e-06,0.000100720102437235
"Odr4",85.3605368302632,-0.988885524538835,0.217573036824902,-4.54507387022716,5.49159912531157e-06,0.000100720102437235
"Tmem161a",95.3556437669137,0.880895887965871,0.193900471258763,4.54303118629506,5.54510441531897e-06,0.000101435544036567
"Uap1l1",102.200976293682,0.830568407900327,0.182821257867019,4.54306253873644,5.54427942310601e-06,0.000101435544036567
"Cebpb",1055.08798342246,1.30574043444728,0.287641120200826,4.53947764330647,5.6393759071864e-06,0.000103025360894473
"Entrep3",108.325403308171,-0.801573794610447,0.17663936597397,-4.53791141170971,5.6814116249119e-06,0.000103657984718406
"Lman1",187.163985640501,-0.57725848625224,0.127217674891305,-4.53756513586223,5.69074564134406e-06,0.000103693091803345
"Ppp1r21",116.487862896803,-0.652942223132567,0.143910855840161,-4.53712973438069,5.70250291118425e-06,0.000103772205122383
"Pfdn6",411.76181012022,0.607484145272625,0.133900308763209,4.53683901765237,5.71036615902241e-06,0.000103780342895272
"Cmpk2",341.768356757644,1.91959258714826,0.423296093004432,4.53486960752119,5.76390831298713e-06,0.00010461755244091
"Il12a",86.8022799453954,0.904033948613337,0.19939160132513,4.53396202550783,5.78874408749103e-06,0.00010493223414553
"Gm45828",10.9063131191578,2.33285633147264,0.514587916638689,4.53344560966561,5.8029213766252e-06,0.00010505314585316
"Rrad",44.0045547029747,1.45894486941403,0.321917336755286,4.53204814664297,5.84145310945396e-06,0.000105614075986691
"Faap20",113.911132911364,-0.701771347406533,0.15485908121966,-4.53167706975548,5.85172574866679e-06,0.000105663290486249
"Ephx1",217.934216789092,-0.921809385940209,0.203895484167716,-4.5209897105027,6.15511803226716e-06,0.000110984147375055
"Ifrd1",250.047116271807,0.830770643763107,0.183768557875687,4.52074420872962,6.16226114837913e-06,0.000110984147375055
"Mrpl45",123.404176897943,0.913293189771696,0.202300058156091,4.51454734168696,6.34521472374085e-06,0.000114132306997467
"Rhof",147.81658352916,0.636243134583886,0.140951165860248,4.51392601615454,6.36384248470141e-06,0.000114320425841992
"Dnajb9",139.691243888645,-0.711156219435372,0.157570667581653,-4.5132525637543,6.38409213393016e-06,0.000114537160669511
"Rps6-ps3",21.4637639013068,1.64717632121688,0.365108071345881,4.51147605459657,6.43780519599476e-06,0.000115352939709028
"Smarca2",92.9153402765272,-0.882379205437763,0.195637183382024,-4.51028373126148,6.47409749003386e-06,0.000115854885262831
"Gbf1",179.37853751023,-0.633936362976395,0.140569513069308,-4.50977135179966,6.48975350853966e-06,0.000115986731288
"Rars2",57.7153043021501,-1.19141206498193,0.26425026875379,-4.50865034348181,6.52413290852836e-06,0.000116452443777992
"Tnf",320.405176478378,2.06775032228631,0.458845631605045,4.5064182371167,6.59310736393207e-06,0.000117533687198555
"Git1",121.403355310427,0.744033543760031,0.165335657020896,4.50013963815439,6.7908837714521e-06,0.000120905378495802
"Zfp513",177.555044083106,0.64666089496436,0.143722812072461,4.49936155325384,6.81578512957326e-06,0.000121194532532717
"Pgm1",85.8849307598115,0.937977895188315,0.20865353805199,4.49538456881858,6.94443229473863e-06,0.00012332536235098
"Zfp746",130.341031626933,-0.734404143112408,0.163561453599568,-4.49008080418739,7.11961598308476e-06,0.000126276180059934
"Gmnn",153.430040759807,-0.805880076171054,0.179675581878502,-4.48519530447936,7.28471776771067e-06,0.0001288778008108
"Wdr74",181.245221191392,0.675154324115538,0.150520545018855,4.48546292488485,7.27557973677109e-06,0.0001288778008108
"Mcm3",354.339991907517,-0.602473077550058,0.134398168439,-4.48274767839195,7.36880396386857e-06,0.000130200811452496
"Dera",181.078248464342,-0.535539317453089,0.119475202853771,-4.48243070244918,7.37976105635152e-06,0.000130229982626208
"Dpm3",309.839069438037,-0.557485253522305,0.124452444887458,-4.47950423172834,7.48166070149727e-06,0.00013186191417727
"Eif4g1",361.466780192431,0.617223392465139,0.137811393343221,4.47875445920451,7.50798347257721e-06,0.000132159397126095
"Sirt2",318.417970408209,0.624598771669815,0.139469107660482,4.47840229386362,7.52037772277321e-06,0.000132211263633779
"Fcer2a",173.364422495455,-1.18576955729352,0.264816792772266,-4.47769775050953,7.54523245554608e-06,0.000132315768149012
"Hpn",8.25854134098004,2.37106992148659,0.529516268397204,4.47780372955035,7.54148873679149e-06,0.000132315768149012
"Rpl6",1456.06309979899,0.966786319627003,0.215980308488544,4.47627066741727,7.59581768284533e-06,0.000133036135987156
"Lrrfip2",207.746965725645,0.589023189469603,0.131650411141535,4.47414622075395,7.6717231603529e-06,0.000134197617382473
"Clip1",145.141794753674,-0.697093331521213,0.155897297429944,-4.47149080204207,7.76762013367034e-06,0.00013570546335903
"Csf2rb2",982.953798593642,0.573741377002841,0.128367620447456,4.46951789713738,7.8396099552515e-06,0.000136792396151857
"Dpy30",230.252118732605,-0.64913279613696,0.145285742461093,-4.46797314823095,7.89642147940645e-06,0.000137612107326045
"Auh",200.563308273675,-0.635109756713405,0.142250480286313,-4.46472838218257,8.01703919756968e-06,0.000139460532380954
"Lifr",5.43688999203818,-4.96901509944454,1.11298482910866,-4.46458475397548,8.02241879138686e-06,0.000139460532380954
"Mrpl33",204.486732739716,-1.0336928534442,0.231545941227167,-4.46430996788694,8.03272052096951e-06,0.000139466365968297
"Fosl1",28.9494576081927,1.86053581940517,0.417210831977221,4.45946192381399,8.21656679943386e-06,0.000142481580906168
"Dxo",76.8971283772812,1.03352147661207,0.231824429443661,4.45820778721356,8.26477666482998e-06,0.00014314020377182
"Stk26",51.2206592938524,-1.06634681693579,0.239262290801499,-4.45681103095547,8.3187871535337e-06,0.000143897536992028
"Chd4",884.430821343449,0.725204489632696,0.162783427123337,4.45502654937487,8.38828136888887e-06,0.000144920505526211
"Rtf2",211.71913073427,0.50925967168484,0.114561012714543,4.44531398263548,8.77635923429614e-06,0.000151438188809791
"Plagl2",228.285523819226,0.690098198827227,0.155364900160616,4.44178960700778,8.92137695169554e-06,0.000153750922490182
"Sp110",438.164466596663,0.960037673227999,0.21626868823417,4.439096944947,9.03371211524285e-06,0.000155495408783159
"Hip1r",30.843404452465,-1.27218298883333,0.286660179985067,-4.43794805717208,9.08205280092413e-06,0.000156135438447337
"Lcn2",2798.37083315059,1.69885085916057,0.382831784796583,4.43759093844115,9.09712924112807e-06,0.000156202732024965
"Adgre1",387.886405450818,-0.734624554587575,0.165658076152667,-4.43458340003031,9.22505031956807e-06,0.00015819587056544
"Fau",3209.68364438984,0.624340135249599,0.140796882994989,4.43433208156903,9.23581722537976e-06,0.00015819587056544
"Usb1",156.585717163909,0.784180613217019,0.176908659320368,4.43268642829366,9.3066170544874e-06,0.000159213690783003
"Atp6v1g1",264.888933289358,0.860239057728259,0.194410632537612,4.42485601995987,9.65066263173674e-06,0.000164897891170359
"Anapc16",204.495382342584,0.825467846898796,0.186629410622644,4.42303195485011,9.73253398602869e-06,0.000166094000732299
"Gm5121",16.334863759049,1.67759863591438,0.379416300613273,4.42152494029058,9.80067492609536e-06,0.000167053160676953
"Idh3a",171.615386558527,-0.712970786695401,0.161515449013328,-4.4142575280001,1.01357245868919e-05,0.00017255392928098
"Drap1",485.020199235732,0.580646443711895,0.131556634695038,4.41366142466243,1.01636869409621e-05,0.000172819726672932
