"","baseMean","lgFC_CD3_CD28_vs_Naive","lfcSE","stat","pvalue","padj"
"Dnajb9",139.691243888645,-2.02345229829282,0.142939356541509,-14.1560193584978,1.7143370407822e-45,2.52652387368122e-43
"Gpr171",152.336772598812,2.18106598015607,0.154122075938685,14.1515481599389,1.82690566402735e-45,2.6679465988123e-43
"Shmt1",99.7713961312246,2.22564745271736,0.157296428613542,14.1493832525944,1.88402338685628e-45,2.72657222400534e-43
"Lif",56.9465176340736,4.65008117806952,0.329134044421716,14.1282290813752,2.54463160382797e-45,3.6497287574904e-43
"Ifit3",566.478251216407,4.35216564835464,0.309898261901629,14.0438530427646,8.40176147445567e-45,1.1943884630589e-42
"Nlrc5",389.11784857478,2.17897411869533,0.155544780432801,14.0086611240337,1.37981759421461e-44,1.94433244153189e-42
"Rasgrp2",240.885106348039,-3.05327311548405,0.218870462138024,-13.9501378379628,3.13997965360748e-44,4.38614201352614e-42
"Kif21b",251.960987825007,-1.98095732201473,0.142126461128004,-13.9379909011498,3.72272664718014e-44,5.15533455692256e-42
"Mov10",144.596328792858,2.5077581262005,0.180223150903652,13.9147391088571,5.15476819978605e-44,7.07745268045838e-42
"Psme2",1758.21237216882,1.63313354704119,0.117812387710672,13.8621547256296,1.07401116899203e-43,1.46211147615999e-41
"Parp12",123.082381870911,2.8229396712406,0.203734177132717,13.8559946640748,1.17024498420222e-43,1.57973238875836e-41
"Marchf5",412.972174165612,1.62043083771796,0.117030087093627,13.8462755857096,1.33981016060477e-43,1.79355920166292e-41
"Rnf114",1022.6723870674,1.38143389533412,0.100134654238476,13.7957623745737,2.70280330592531e-43,3.5882506038334e-41
