"","baseMean","lgFC_CD3_CD28_vs_Naive","lfcSE","stat","pvalue","padj"
"Cldnd1",222.403515700938,1.81497191030847,0.195155781867155,9.30011856653035,1.4028915470179e-20,3.97461195966411e-19
"Nifk",173.667743878898,1.24789895265844,0.134233291975782,9.2964936960913,1.45153549418981e-20,4.10518770751145e-19
"Cited2",306.203152133666,1.18322360107798,0.127330240254461,9.29255767297211,1.50624473483829e-20,4.25242801765241e-19
"Pdcd11",107.138254809889,1.35933274061775,0.146288277197687,9.29215085895646,1.51201424989687e-20,4.26122752813039e-19
"6430548M08Rik",40.4301164915119,-2.39609179270103,0.258056002018075,-9.28516203445331,1.61461314237856e-20,4.54240727130809e-19
"Gnl2",238.395879425727,0.958510428459235,0.103247850891827,9.28358721445415,1.6386660095676e-20,4.6020158702262e-19
"Tnip3",69.563955299377,3.28699993587209,0.35414317369159,9.28155666988689,1.67020290753752e-20,4.6823978196654e-19
"Cxxc5",132.527204698652,-1.47813287835696,0.159391547569672,-9.27359637882209,1.79972967973174e-20,5.03673476920046e-19
"Psap",738.736677954228,-1.53193218073501,0.165225771079203,-9.27175083359521,1.83115014415617e-20,5.11575581143038e-19
"Snhg15",170.175433798993,1.6467219415224,0.177682627554636,9.26777121762256,1.90076076397878e-20,5.30101057509639e-19
"Rgs10",268.46414534283,-1.27094571621511,0.137199547204099,-9.26348331401156,1.97869373727468e-20,5.50879310148708e-19
"Tnfsf12",40.8069746474536,-2.04877080098551,0.221426021532148,-9.25261984480926,2.19056380716088e-20,6.0880998266838e-19
"Dusp10",66.0084697209534,-2.41586659024027,0.261379843828818,-9.24274249632828,2.40258678362776e-20,6.6658297223137e-19
"Smyd2",64.428975422996,1.77801873731656,0.192459422677622,9.23840834904105,2.50191049945277e-20,6.92942935572574e-19
"Sh3bgrl3",2100.0488311416,-1.17270500736976,0.127050688081297,-9.23021374444957,2.70092386682955e-20,7.46775232302063e-19
"Pik3ap1",575.423178604955,1.44043986275059,0.156154815654134,9.22443446086869,2.85061174046908e-20,7.86808024036001e-19
"Psmd7",439.247573487225,1.18497087013585,0.128633551232165,9.21198908671299,3.2013664823918e-20,8.82105508973274e-19
"Cxcl11",22.7634819017209,6.65275798274051,0.722321192527445,9.21024891912988,3.25369522876881e-20,8.9498904374901e-19
"Ehbp1l1",328.303335052676,-1.18235783706293,0.128379670069666,-9.20985259131223,3.26573096220324e-20,8.96764139774919e-19
"Dap",240.085280767012,-1.1356749153119,0.123398987612075,-9.20327579090099,3.47200338301169e-20,9.51025993456131e-19
"Nfkb1",976.662255850665,1.41893564760215,0.15417888216684,9.20317768335286,3.47517590985277e-20,9.51025993456131e-19
"Sesn1",152.272700416842,-1.38514894772914,0.150542372038618,-9.20105701120354,3.54445737698395e-20,9.68336110610036e-19
"Kdm7a",149.625099002725,-1.48783284812834,0.16172135325323,-9.19997772834997,3.58023960791642e-20,9.76451087632757e-19
"Arhgdib",2132.55511747682,-0.871796064088442,0.0948157697898571,-9.19463150508221,3.76282068433387e-20,1.02450765208711e-18
"Anxa4",124.332578029584,1.72284865711843,0.187473211567826,9.1898391386714,3.93429262174363e-20,1.0693820080489e-18
"Atox1",488.551745653262,-1.36570964801382,0.148647900332732,-9.18754751972167,4.01899509038419e-20,1.0905597488502e-18
"Dnajc21",163.270749301263,1.4020449645853,0.152637153912768,9.18547633157887,4.09709955007004e-20,1.1098787044237e-18
"I830077J02Rik",70.1407128220175,-2.27580340388029,0.247871076187252,-9.18139961663397,4.25524152521447e-20,1.15077777543847e-18
"Trim56",157.305922616098,1.16787584416852,0.127280384469614,9.17561530816503,4.49002782828178e-20,1.21223205098351e-18
"5430405H02Rik",39.4384705113677,2.12293388526226,0.231555933282572,9.16812562376284,4.81314904027397e-20,1.29728902991545e-18
"Hspa9",473.666807961707,1.10193773589438,0.120215728679212,9.16633578651622,4.89370780240911e-20,1.31679266562646e-18
"Aimp2",161.65179282414,1.31849082459588,0.143889825034516,9.16319707998537,5.03820837469069e-20,1.35340768112092e-18
"Tubb6",104.078480482277,-1.68290099455715,0.183751031167733,-9.15859347216916,5.25781171155387e-20,1.41004152478133e-18
"Cdc25b",106.756379357652,-1.77318800395537,0.193613893730014,-9.15837169427524,5.26862666968207e-20,1.41058698036288e-18
"Yars2",73.956485819743,1.98160244377615,0.216513779686499,9.1523156015539,5.57260099416792e-20,1.48948855857427e-18
"Dll1",17.2159640346542,4.54625105056256,0.496861625218223,9.14993394502109,5.69683712339167e-20,1.52016597259408e-18
"Ndst1",194.104129236007,-1.20172605897066,0.131475324981179,-9.14031632279814,6.22699199260936e-20,1.65887892818038e-18
"Crybg1",186.309287937886,1.21053488193197,0.132622904190807,9.12764570583031,7.00050535597055e-20,1.86185625891243e-18
"Polr1g",108.305457897292,1.29039601299618,0.141582954827999,9.11406330348038,7.93529708682883e-20,2.1069853289722e-18
"Zfp213",58.7179294190845,1.50559614313148,0.165272517651991,9.10977919693679,8.25498038820752e-20,2.18825090686742e-18
"Psmb8",2163.73667617027,0.787587871103674,0.0864719955752439,9.1080108174253,8.39061989201911e-20,2.22054230552545e-18
"Zbtb32",105.415059376031,2.41467052563133,0.265372566924794,9.0991716047109,9.10234259986244e-20,2.40493472901629e-18
"Rnf166",266.740992881591,-1.27547563305228,0.140183154910393,-9.0986369501213,9.14725651178438e-20,2.4128329820247e-18
"Slc9a9",19.2170271909312,-2.83257453828191,0.311527860480161,-9.09252396853378,9.67661212967617e-20,2.54828028280521e-18
"Hcst",202.702966132333,-1.3791135321965,0.151823818566188,-9.08364408971356,1.04999204972176e-19,2.76056829570055e-18
"Tnni2",21.3326271628666,-2.8628695249653,0.315392739240892,-9.07715736213789,1.11447415343597e-19,2.92531254914957e-18
"Als2",103.278776305595,1.52862719024775,0.168563445936471,9.06855683778474,1.20603751574902e-19,3.16048721908519e-18
"Snx2",598.441510047883,1.38302294592968,0.152702982465431,9.05694783166899,1.34151726952227e-19,3.50979371622244e-18
"Hsph1",225.72108053026,1.15861855992364,0.127935395772244,9.05627838902579,1.34977290968874e-19,3.52565073516096e-18
"Ssh1",157.28377144521,-1.53683371500825,0.169764451479955,-9.05274161704993,1.39422919549851e-19,3.63586003189742e-18
"Smad7",142.474118658711,-1.49900780853227,0.165661668044666,-9.04860989404085,1.44799897905236e-19,3.76996038889742e-18
"Rab3il1",27.4767033817243,-2.22266400271523,0.245741619699628,-9.04471943105125,1.50050006267702e-19,3.90032896550867e-18
"Ppat",56.6341957578872,1.93963525659571,0.214835217292478,9.02847904100882,1.74074287814274e-19,4.51749492641115e-18
"Trem1",36.0150951128912,-4.59040595091108,0.50885587334059,-9.0210336392022,1.8632285860529e-19,4.82756516231512e-18
"Zfpm1",315.594057215941,1.01676146871415,0.112743571659465,9.01835425069927,1.90936020620206e-19,4.93912437237197e-18
"Ltv1",183.692773689984,1.17647166905373,0.130544104354151,9.01206281872445,2.02216445943479e-19,5.22251605729269e-18
"Csrp1",322.191961918313,1.14022739472479,0.126543129907841,9.01058315497017,2.04963671517179e-19,5.2849701753643e-18
"Marveld1",29.8054213462082,-3.03194871341041,0.336799750411038,-9.00222969200585,2.21179228560594e-19,5.6939473198676e-18
"Sipa1l1",307.803661384162,1.37625501393825,0.152893271377377,9.00140994786699,2.22837207764244e-19,5.72745104883972e-18
"Smyd5",93.3199114969817,1.6633244207967,0.184793487570454,9.00099047139062,2.23690366609744e-19,5.7401949668034e-18
"Trim7",65.9104739594916,-1.95406493075411,0.217280084619233,-8.99329975031285,2.39916803486144e-19,6.14676799234677e-18
"Riox2",147.175829161461,1.08401356985669,0.120599294082059,8.98855650945269,2.50498666201416e-19,6.40766014945788e-18
"Zmiz1",285.338020951091,-1.31488281517095,0.146356482503939,-8.98411052708623,2.60835481316177e-19,6.66146450216705e-18
"Apbb1ip",592.695700211499,-0.886117676953848,0.0986672722552082,-8.98086727949525,2.6864073430382e-19,6.84991231088343e-18
"Lrp8",84.8159708199633,2.25345130251004,0.250997077603561,8.97799816645382,2.75737680353147e-19,7.01973074040088e-18
"D16Ertd472e",183.763124923252,1.15972098900279,0.129266429195656,8.97155584956599,2.92355156920674e-19,7.43100196324954e-18
"Rbpj",179.261639141751,1.21071838552446,0.135057202224649,8.96448590361441,3.11731625036405e-19,7.91099024420981e-18
"Asb2",119.730557683453,-1.21185360656428,0.135209823490419,-8.96276302476024,3.16642563277629e-19,8.02294343295242e-18
"Epn1",619.248770662547,-1.05075542358728,0.117317308568636,-8.95652514029963,3.35071072872108e-19,8.47650663719299e-18
"Nbeal2",249.135686748131,-1.37125565394993,0.153176669406428,-8.95211822573016,3.48725185833038e-19,8.80805249248731e-18
"Capn2",170.103277277059,-1.32030867216859,0.147493801211824,-8.95162143304191,3.50298480520763e-19,8.83390077093492e-18
"Mindy1",138.225836115065,-1.68656446642015,0.188557094287518,-8.9445823971408,3.73358741359205e-19,9.40068153792205e-18
"Mad2l2",120.857458829304,1.21848179871892,0.136268605035997,8.94176467424054,3.83004507535219e-19,9.62845760414046e-18
"Mycbp2",411.031103598314,1.02311146661048,0.114554837869202,8.9311938774568,4.21435787671579e-19,1.05780382705566e-17
"Tmem141",15.7285015501862,-4.23853186765182,0.474601293777815,-8.93072126692536,4.23240237688711e-19,1.06067569083174e-17
"Qtrt2",27.7536199620846,2.61127202298962,0.292441652194064,8.9292069149465,4.29073673288358e-19,1.07361985789785e-17
"Adamts10",68.3397515552085,-1.93221101372885,0.216849903895012,-8.91036140216288,5.08664808715083e-19,1.27079183315694e-17
"Ahrr",38.0723888904185,4.54382164968998,0.510305427683869,8.90412173414084,5.38103746249534e-19,1.34225133225971e-17
"Igsf8",90.0710017503827,-1.50253885014868,0.169256182783025,-8.87730554620169,6.84994450807791e-19,1.70600788492657e-17
"H2bc4",110.460946866953,-1.81869782836044,0.205153435488226,-8.86506152837402,7.64618359746646e-19,1.90136676950002e-17
"Aebp2",479.42092870693,0.962946175001373,0.108630143294986,8.86444725002788,7.68845388101257e-19,1.90892307796887e-17
"Bfsp2",21.5244728123714,-3.34997242755577,0.378015396803488,-8.86199994995776,7.859163483475e-19,1.94829633022442e-17
"Ppp2r5a",683.964642536814,-0.582275958477176,0.0657534439182436,-8.8554442745412,8.33511527347773e-19,2.06310156784509e-17
"Asf1a",194.244950504916,1.37683228012149,0.15554400162861,8.85172212175004,8.61790527303638e-19,2.12981585086241e-17
"Hadh",91.2401880643151,-1.68901357828348,0.190998014157895,-8.84309497001993,9.3103029495785e-19,2.29739948666711e-17
"Mast3",252.981009508671,-1.14379140518872,0.129356075481547,-8.84219315506276,9.38577822270622e-19,2.31247149339805e-17
"Ppp1r21",116.487862896803,-1.21973520816727,0.138053034377146,-8.83526547366638,9.98608262770598e-19,2.45660691166109e-17
"Tnfrsf13b",333.131784786196,-1.41775335562872,0.160580992627471,-8.82889894022354,1.0571118127377e-18,2.59655109477345e-17
"Nrm",73.4719442165046,-1.6693854982878,0.18933429756269,-8.81713202403303,1.17428749859418e-18,2.87996250036899e-17
"Dcxr",53.2479421835439,-1.81007408217884,0.205482032201939,-8.80891658887221,1.26361165245304e-18,3.09430755868989e-17
"Ubr4",316.248520709785,1.13626869570108,0.129010393704931,8.80757482455194,1.27882442320481e-18,3.1267938408466e-17
"Klf6",556.307408457095,-1.69888590246166,0.192899591954564,-8.80709951352214,1.28425671522365e-18,3.13530393212046e-17
"Psmc4",452.367576226485,0.93801491156748,0.106541225815289,8.804243656758,1.31737919468149e-18,3.2112867046075e-17
"Cacna1i",36.4840243027799,-2.89074676726561,0.328348741149343,-8.803891731538,1.32151879882334e-18,3.21649666428759e-17
"Mmp9",98.5828236153263,-2.7627004936064,0.314152407804733,-8.79414075770383,1.44146781548192e-18,3.50313751708042e-17
"Plekhg3",44.6193484241354,-2.41059727344081,0.274356515181393,-8.78636788285135,1.5447316170216e-18,3.74842427429531e-17
"Slfn5",148.861450258259,3.17228131545122,0.361163587369906,8.7835026187237,1.5846119476365e-18,3.83939763602303e-17
"Rgcc",202.736250098171,-1.5786354487466,0.179963497937839,-8.77197579973618,1.75558139897714e-18,4.24723789053746e-17
"Mthfd1l",94.3607992310807,1.53698393037636,0.175250870011995,8.77019286849285,1.78360505345356e-18,4.30854610205685e-17
"Ldlr",241.155970850058,1.76337242522685,0.201097192076423,8.76875707223554,1.80649323737959e-18,4.35728338817803e-17
"Fmnl1",839.431196257734,-1.27138292013875,0.145155928136256,-8.75873921556496,1.97446328547297e-18,4.7552890881316e-17
"Arhgef18",188.876413921538,-1.21564724651415,0.138828259608473,-8.75648264944437,2.01437724003558e-18,4.84415508741491e-17
"Itgae",47.2079817340906,-2.68385652740097,0.307054470551121,-8.74065283134885,2.3176721096002e-18,5.56518456930009e-17
"Pmepa1",24.1101149810554,3.47408878363598,0.397584851071388,8.73798077133524,2.37313883971383e-18,5.68986601808403e-17
"Pygb",101.416506691063,-1.17312586348568,0.134261046460953,-8.73764874033555,2.38012206141365e-18,5.69810444032026e-17
"Amz1",27.3650255940022,-2.21900318270277,0.254428111572363,-8.72153304518652,2.74460111722576e-18,6.56090362308254e-17
"Nr1h3",18.0742912757866,-2.86688758267182,0.328817913270181,-8.7187694677576,2.8124152921914e-18,6.7130221773793e-17
"Eif4enif1",150.491838786908,1.11051962734141,0.127521943400452,8.7084590912647,3.08033466367518e-18,7.34161662274155e-17
"Lef1",53.0891470084949,-2.37486489290376,0.273046300775201,-8.69766367887542,3.38786869913236e-18,8.06262559746106e-17
"Uba7",382.127821044995,1.30167405951374,0.149693601827995,8.69558914755374,3.45034788515781e-18,8.19916988567678e-17
"Sco1",46.1876673298412,2.10688720199588,0.242538519385793,8.686814809175,3.72743026662701e-18,8.84452582025055e-17
"Cops7a",235.807455894898,1.22693074262665,0.14135109762141,8.68002274671272,3.95689678710804e-18,9.37516076520701e-17
"Galnt6",115.44858358181,-2.04091253246739,0.235262324775619,-8.67505043322985,4.13367244283275e-18,9.77957498109945e-17
"Nub1",297.465057300159,0.881648102654794,0.10167923548467,8.67087659001647,4.28806267979393e-18,1.01299174835602e-16
"Capn5",56.30165719207,1.42057005250606,0.16387073034502,8.66884555597658,4.36523590699529e-18,1.02970851115965e-16
"Tcn2",220.537816266181,-1.61860970864393,0.18684102403783,-8.66303167079733,4.59380709474976e-18,1.08203690865191e-16
"Axl",206.738186688655,-1.21217979472699,0.139949084814094,-8.66157714669753,4.65281472611019e-18,1.09433112386873e-16
"Eef1g",2781.26375933307,0.649569218457084,0.0749994119484154,8.66099082088614,4.67681203287144e-18,1.09836708327554e-16
"Nsun5",97.2905775793047,1.51543704528222,0.175070810075868,8.6561377343573,4.88018877606314e-18,1.14445770071063e-16
"Batf2",28.647315138972,4.1050167148318,0.474437983812481,8.65237787633439,5.04373177782197e-18,1.18108611193779e-16
"Tcf7",382.57045745821,-1.42047195879194,0.164215716948738,-8.65003658106219,5.14829252776104e-18,1.2038161741769e-16
"Acyp1",87.7787688538351,-1.39969308846625,0.16194131069422,-8.64321205297126,5.46543484311536e-18,1.27611548429949e-16
"Atp5mc3",1908.67719019915,0.750655277821498,0.086917401341031,8.63642108760488,5.80014325962256e-18,1.35230045460924e-16
"Ddx24",550.801688368396,0.766587509701679,0.0888485109075446,8.62802878597916,6.24183719265409e-18,1.45317206757674e-16
"Mmp25",340.954889306214,2.41032637237332,0.27972532515071,8.61676135714452,6.8874474768552e-18,1.60115710952535e-16
"Khk",49.6529804712858,-2.29902751146861,0.266874148925088,-8.61465046625384,7.01552936624666e-18,1.62857606559807e-16
"Clta",1253.8056132804,-0.63345303464853,0.0735774457920357,-8.60933711179598,7.34842573489906e-18,1.70339265520085e-16
"Gm34084",19.0641093518004,-2.80495069326354,0.325832848093869,-8.60855714723845,7.39858734703688e-18,1.71254909427666e-16
"Slc66a2",86.9586898952486,-1.47087652146781,0.170889839528279,-8.60716193266957,7.48916174015374e-18,1.73102006034287e-16
"Tnfrsf18",160.811499746502,1.25234017950417,0.14563338738627,8.59926560784119,8.02278167778636e-18,1.85169489758563e-16
"Sit1",19.0630989270698,-3.5159843916147,0.409695452508707,-8.58194634596287,9.32811506043757e-18,2.14988293157632e-16
"Fam234a",50.9022200704691,-2.04776720935336,0.239167680509443,-8.5620565663031,1.10871775224408e-17,2.55163925100988e-16
"Zfp553",90.0484860615759,1.54062167641147,0.1800240927295,8.55786385618052,1.14978028471952e-17,2.64235629381035e-16
"Arhgef2",276.149078259214,-0.911372217435175,0.106721227997823,-8.53974635162335,1.34516784862693e-17,3.08696804576329e-16
"Atp5f1b",2369.07327538915,0.557046939038642,0.0652541342757157,8.53657695748401,1.38256608502614e-17,3.16826556203422e-16
"Coro7",189.284381880484,-1.27120793856694,0.14892758980596,-8.53574505720002,1.39255116755997e-17,3.18660141818852e-16
"Serbp1",3391.34567162416,0.845568390862118,0.099126607452873,8.53018591667348,1.46112707091198e-17,3.33876888579374e-16
"Grhpr",77.7782394763303,-1.63725452666098,0.192033812094644,-8.52586588165034,1.51670919523704e-17,3.4608546182227e-16
"Lpin1",60.9510080025784,-1.75663145313638,0.206112237870204,-8.52269361241223,1.55884761271381e-17,3.55196142562193e-16
"Tlcd1",19.043943587514,3.18994569247737,0.37444825866628,8.51905602082222,1.60859026191108e-17,3.66011245996311e-16
"Mvp",385.508924381827,0.858026852912927,0.100819476417243,8.51052676927197,1.73144925692651e-17,3.93408781658663e-16
"Rflnb",186.537695189382,-1.56979402454906,0.184459297287894,-8.51024614985391,1.73564495908307e-17,3.93805093541108e-16
"Irf2",547.809600600364,1.32041783293017,0.15518482185378,8.50867898778342,1.75926161721673e-17,3.98600544696326e-16
"Sp110",438.164466596663,1.83168084288866,0.215489635832677,8.50008788501974,1.89447212088025e-17,4.28630988025638e-16
"Fgr",180.712934168175,-1.40703740432534,0.165541874662489,-8.49958602434607,1.90268011939553e-17,4.29882608128971e-16
"Gpx4",164.882999383433,-1.58078354927297,0.186045645854665,-8.49675111723842,1.94970861550727e-17,4.39889314599842e-16
"Grwd1",74.8575741383598,1.571695106657,0.185114666211564,8.4903867360825,2.05950589327842e-17,4.64009855113949e-16
"Tspan32",210.831420763394,-1.14121735698862,0.134439911836186,-8.48867974846032,2.08997784710099e-17,4.70215744199305e-16
"Tbk1",268.111412983736,1.35243324303212,0.159390609639343,8.48502459518979,2.15673109141915e-17,4.84555639895906e-16
"Arl11",66.7517154844848,-2.65714115906715,0.313260695184712,-8.48220411916146,2.20967474176796e-17,4.95757193460343e-16
"Irf8",2613.06190928762,1.44539029957099,0.170407444841374,8.4819668584107,2.2141864360113e-17,4.96076581702727e-16
"Pglyrp2",23.9183650904084,-3.65073521122503,0.430947458187774,-8.47141604356398,2.42427684682179e-17,5.42389739099516e-16
"Bbs9",27.6815541094554,-2.20902137729847,0.260859194464789,-8.46825193120285,2.4910307927928e-17,5.56549633594207e-16
"Rcsd1",243.387063298647,-1.24068478625642,0.146524162463574,-8.4674415836696,2.50841653990633e-17,5.59655601347989e-16
"Utp11",194.78987227478,0.921206136468807,0.108796376455796,8.46725016474328,2.51254081940779e-17,5.59798276324089e-16
"Mtch1",223.028047111577,-1.46935883606989,0.173577404910635,-8.46515038536485,2.5582238517293e-17,5.6918709077811e-16
"Adrb2",33.2230643264795,-2.85144650269229,0.336931114850403,-8.46299548190535,2.6059581178468e-17,5.7900568748397e-16
"Pnpt1",63.6359972132957,2.24105940181942,0.264935868146666,8.45887503831228,2.69969139299409e-17,5.99003349959351e-16
"Thyn1",99.8976816844959,1.43088222477202,0.169308780695138,8.45131728488735,2.88034319147072e-17,6.38204593486699e-16
"Hes1",36.02287810194,-2.24961459367428,0.266227380850176,-8.44997455367029,2.9136631993118e-17,6.44698149225133e-16
"Pfkfb3",179.297781269166,1.5600265491326,0.18477142703692,8.44300752637949,3.0927518037138e-17,6.8338328713698e-16
"Metrnl",69.298121517838,-2.14667859389855,0.254376870037718,-8.43896928828572,3.20148191799398e-17,7.06436889157352e-16
"Klhl6",156.362937506192,-1.12208289093866,0.133040197313717,-8.43416436231463,3.33577632686542e-17,7.35060506375393e-16
"Bscl2",135.310391863361,-1.96726523897678,0.233297021860296,-8.43244900123424,3.38505328700003e-17,7.44897205511896e-16
"Gmppb",68.868744626889,1.64151211483609,0.194854574638096,8.42429343978646,3.62933660377379e-17,7.97560372134367e-16
"Morc3",225.773698713593,1.8858903472483,0.22406214612131,8.41681819037497,3.86847330304227e-17,8.48950206831571e-16
"Lamtor4",268.041021402356,-1.57227767754382,0.186936909103472,-8.41073967192614,4.07433111764894e-17,8.92906617652286e-16
"Krr1",91.8807797602626,1.27017703492985,0.151105687066201,8.40588504371363,4.24646935126905e-17,9.2936353758564e-16
"Wdfy1",112.493369639197,1.24940347724805,0.148647537867941,8.40514074547284,4.27348779846591e-17,9.34004190402128e-16
"Txnip",358.827924149776,-1.95905055733066,0.233113371146468,-8.40385323113776,4.32062623414283e-17,9.43023638930304e-16
"Chn2",25.2467750295246,-2.21556560700742,0.263809139155951,-8.39836562939423,4.52735632205264e-17,9.86803961430849e-16
"Marco",18.8055803399416,-2.93455161589916,0.349872831279354,-8.38748068882229,4.96670733778914e-17,1.08110009043692e-15
"Als2cl",68.3905647164683,-2.42375064327574,0.289250174312806,-8.37942673339448,5.31861110127301e-17,1.15613218850947e-15
"Gpr18",261.374685303335,1.34771656735105,0.160858475447959,8.37827514899619,5.37089697515259e-17,1.16592012174123e-15
"Usp10",136.247025700331,1.19681717665331,0.142984819167952,8.37023946750257,5.75012599230039e-17,1.24655902753459e-15
"1110032F04Rik",23.5840446483454,3.74674742444273,0.447761845042162,8.36772374852515,5.87419097655338e-17,1.27173859632552e-15
"Cables1",32.709539114401,3.13959421958647,0.375282904462692,8.36593988762039,5.96375978187202e-17,1.28939215526234e-15
"Arid5a",289.45269613724,1.06733368953461,0.127587068419883,8.36553188934532,5.98443415450981e-17,1.29212298733932e-15
"Nol11",76.5953051250298,1.30657955995612,0.156272591371613,8.36090032479918,6.22414173089575e-17,1.34207533912898e-15
"Paqr7",50.6503138593422,-2.18425371066379,0.261314262416241,-8.35872367036954,6.34004193857892e-17,1.36523369572831e-15
"Mettl13",41.9282852554995,1.86178695575332,0.222859113628269,8.35409836036053,6.59343894411425e-17,1.4178983025201e-15
"Matk",43.8064677568884,-2.07824768465154,0.248900843713968,-8.34970124504611,6.84358480092947e-17,1.46972388024239e-15
"Ranbp1",743.943801219201,1.0591180071359,0.126870793285901,8.34800492457863,6.94256808855316e-17,1.48899083811105e-15
"Pcbd2",124.81723065113,-1.15474478291603,0.138330277741431,-8.347737037545,6.95832833263605e-17,1.49038115113954e-15
"Itm2a",36.4457730522691,2.2098789008859,0.264733148704295,8.3475715515865,6.96808177479994e-17,1.49048289787465e-15
"Snhg17",64.1769212726688,1.5198266399359,0.182236227157928,8.33987107634092,7.43715745563416e-17,1.58870342243759e-15
"Naa20",80.5418429085909,2.10686864488929,0.252918617827889,8.33022362285329,8.06897937946702e-17,1.72138226761963e-15
"Dhx33",88.1821618825448,1.28318959486818,0.154059315360028,8.329191856198,8.13960657532707e-17,1.73414641944369e-15
"Sh3bp5",361.171821693814,-1.31920634727441,0.158457088678786,-8.32532238395857,8.40995468360847e-17,1.78937102036406e-15
"Rcl1",99.0363460008788,1.62921199184606,0.195768524002013,8.32213452163181,8.63931794463294e-17,1.83574078654211e-15
"Plcb2",129.658224605586,-1.57817611131774,0.189827903703609,-8.31372037791587,9.27475427879686e-17,1.96815921710162e-15
"Serpinb2",537.880406018892,1.97876860468853,0.238072567016617,8.31161955989,9.44046664479678e-17,2.00068147997382e-15
"Cd82",477.224295341426,-1.04377983303313,0.125600159009455,-8.31033846823837,9.54294856189313e-17,2.019735516446e-15
"Rfx1",93.4562523034526,-1.52165500522323,0.183120011174995,-8.30960524444865,9.6020961792958e-17,2.02957990821326e-15
"Itprid2",128.35379514921,1.56674401526697,0.188571756007682,8.30847656317708,9.69385176861859e-17,2.04628166637436e-15
"H2-Oa",371.332270357782,-1.35055222278143,0.162587766605696,-8.30660418662834,9.84797617791926e-17,2.0760877863792e-15
"Dbnl",668.592815408583,0.800607337787534,0.0964050814128869,8.30461762029603,1.00141422719323e-16,2.10835100204877e-15
"Ppt2",129.241989630137,-1.66992793236689,0.201211569192676,-8.29936339678264,1.0467074445859e-16,2.20082570547485e-15
"Scd1",221.834631510325,-2.06713453236163,0.249333961836379,-8.2906256217039,1.12654343957004e-16,2.36559396251674e-15
"Ifih1",178.004215976905,2.31176684410144,0.279033772019329,8.28489980754483,1.18208557558013e-16,2.47898468487196e-15
"Usb1",156.585717163909,1.39211431766839,0.16809944794462,8.28149250155193,1.21640994297258e-16,2.54764137208756e-15
"Apobec1",126.144281576977,1.25741292624866,0.151894516234338,8.27819830117343,1.25052859472276e-16,2.6156889772951e-15
"Skic8",125.030521269585,1.26859159612519,0.153451427156276,8.26705635545019,1.37307065929324e-16,2.86827140063545e-15
"Stim1",255.13422237255,-1.17920394826727,0.142645491134839,-8.26667523022229,1.3774653987549e-16,2.87371482670112e-15
"Ddx27",200.817729433521,1.31354589884803,0.158937919042523,8.26452181305205,1.40255816592554e-16,2.92226905025005e-15
"Ppp2r2a",130.869780977746,1.30943897686496,0.158446056236054,8.26425729974714,1.40567132887415e-16,2.92496168743969e-15
"Rgs2",291.554590081015,-2.16147018870773,0.261972059383475,-8.25076610763199,1.5738230844972e-16,3.27062018491113e-15
"Cx3cr1",15.3079696229748,-3.36891541053418,0.408417850640769,-8.24869776198243,1.60129852890164e-16,3.32341854887285e-15
"Ankfy1",257.614291483048,0.824772761514724,0.100022426077611,8.24587838806024,1.63951348203598e-16,3.39396192982295e-15
"Uck2",385.876862510989,1.14608145004224,0.138986018222323,8.24601974141713,1.63757628954461e-16,3.39396192982295e-15
"Psmc2",556.106801916797,0.83980000875342,0.101870415419051,8.24380665671038,1.66816632480663e-16,3.44883189725788e-15
"Arap1",358.012812127752,-1.13514944574075,0.137763316191899,-8.23985279331929,1.72422664719802e-16,3.5601512674279e-15
"Rps14",6657.3351797609,-0.906458160871556,0.110041778955011,-8.23740009912186,1.7599316613126e-16,3.62920952597249e-15
"Add1",445.560057185397,-0.915302589021662,0.111141163584409,-8.23549582802873,1.78815479578361e-16,3.68268187685485e-15
"S100a13",150.173735922917,-1.65299267023379,0.200910410121349,-8.22751130334852,1.91143097996483e-16,3.93152717825288e-15
"Il15",67.1783372512152,1.70630210769019,0.207431211606963,8.22586964840792,1.93779669182898e-16,3.98066062116889e-15
"Fndc3a",134.688487565237,1.41606630746417,0.172314175976958,8.21793273499171,2.07041031294557e-16,4.24764639427301e-15
"Tes",284.430948390711,0.812651964235842,0.099094414852307,8.2007847308755,2.3882286166358e-16,4.88719802517675e-15
"Tnfaip8l2",233.737794056046,-1.41021341587604,0.171958482955176,-8.20089472552298,2.38604417452051e-16,4.88719802517675e-15
"Fes",226.228056210774,-1.80003026799403,0.219580923191832,-8.19757127271696,2.45292377344305e-16,5.01320197157622e-15
"Sirpa",447.602612889416,-1.95373365214313,0.238359978909214,-8.19656748202373,2.47348450974194e-16,5.04879989383666e-15
"Coro2a",311.399146182962,1.13042052766644,0.138050219879044,8.18847321400054,2.64560796014406e-16,5.38803812736938e-15
"Fas",51.119530490736,2.23808536493174,0.273322637808776,8.18843760207513,2.64639073860461e-16,5.38803812736938e-15
"Bmp2k",172.016518324907,-1.29574633107167,0.158606432197791,-8.16956987882941,3.09490880614141e-16,6.29324241289311e-15
"Cars",216.221664299573,1.29284019041729,0.158259357269368,8.16912322104776,3.10638754567912e-16,6.3085979183046e-15
"Man2a2",77.2156679251516,-2.2423312893815,0.274600287203773,-8.16580096188147,3.19309387372022e-16,6.47649747316182e-15
"Ctrl",50.1602222941,-3.02692077251523,0.370714353282323,-8.16510271510862,3.21161823904402e-16,6.50585566103444e-15
