"","baseMean","lgFC_LMoDC_vs_PMoDC","lfcSE","stat","pvalue","padj"
"Spo11",3.3873745049071,-5.14122222004065,1.16043362583897,-4.43043195712607,9.40445183504899e-06,8.7242192947418e-05
"Zzef1",238.350129521466,-0.722654669697208,0.163114080780939,-4.43036349919862,9.40743794426322e-06,8.7242192947418e-05
"Ranbp2",56.30886180541,-1.43983330017342,0.325315768006587,-4.42595607644898,9.60160614970235e-06,8.89319955470961e-05
"Synrg",72.9550256907319,-0.837173668004807,0.189149399900405,-4.42599166820309,9.60002293792692e-06,8.89319955470961e-05
"Ttc7b",80.2610145499053,-0.866236824641953,0.195722434318108,-4.42584330028337,9.60662436789676e-06,8.89319955470961e-05
"Psen1",138.185703732575,0.676216723479085,0.152795972335947,4.42561877215136,9.61662269082632e-06,8.89721554308999e-05
"C5ar1",15.1403917010329,1.91381731685996,0.432453341721834,4.42548856077745,9.62242560592943e-06,8.89734753527087e-05
"Phf12",217.130461408197,-0.563894454043265,0.127439551919679,-4.42479940920278,9.65319362747711e-06,8.92054971371621e-05
"Cdk17",84.8401205292236,-0.82183384482898,0.185843439109873,-4.42218379494744,9.77082837784036e-06,9.02395130853541e-05
"Bcl2",47.1462658325832,-1.20275814369544,0.272047103018484,-4.42113931870733,9.81818421747361e-06,9.06110856920532e-05
"Opa3",97.7065414588257,0.660822160367921,0.149472025287552,4.42104239302733,9.822589860631e-06,9.06110856920532e-05
"Psmd8",705.411427771639,0.48120681807388,0.1088651825634,4.42020861714571,9.86056623254044e-06,9.09080590083889e-05
"Ncf1",1994.36970036984,0.295564418091416,0.0668797664083082,4.41933986860785,9.90028469162732e-06,9.1220735678599e-05
"Gbf1",179.37853751023,-0.608511425087272,0.137705140144895,-4.41894488794672,9.91839336782883e-06,9.13340511710026e-05
"Immp1l",47.6620826498043,-1.3937975057111,0.315452721727706,-4.41840380414977,9.94325179517441e-06,9.1509353025964e-05
"Flot1",249.866732881364,0.624973026171466,0.141474675333102,4.41756112675268,9.9820845521405e-06,9.17875285692536e-05
"Trem2",29.0773596415123,-3.7249444808541,0.843225587783313,-4.41749460028401,9.98515642556293e-06,9.17875285692536e-05
"Slamf1",25.6584725589135,-1.29598960666132,0.293484254298987,-4.41587440442726,1.0060248669281e-05,9.24237573538441e-05
"Dok3",500.57176457942,-0.524216164205997,0.118768443317476,-4.41376639756683,1.01587574735426e-05,9.32355820797897e-05
"Tfe3",168.511858892101,0.739079198973249,0.167450034301361,4.41372975560651,1.01604778995279e-05,9.32355820797897e-05
"Tmem192",129.314062825889,0.785045656967327,0.177983387100114,4.41078052147501,1.02998676144863e-05,9.44595210222351e-05
"Slc39a6",52.1089278878571,0.991021989693509,0.224743646498126,4.4095662108151,1.03577887490769e-05,9.49353244004316e-05
"Rps16-ps2",407.281273457866,0.990597288301273,0.224741494029648,4.40771871068274,1.04465092597835e-05,9.56927034117349e-05
"Uhrf1",91.488626735867,0.88565985064529,0.200951283268395,4.40733612764434,1.04649721131421e-05,9.58059968820504e-05
"Klhl18",120.406336928905,-0.624804268045712,0.141773454925405,-4.40706102827541,1.04782672285554e-05,9.58718757658104e-05
"Iglv1",34.3325404257252,-1.66909962749037,0.378987206556405,-4.40410546481588,1.06221261845544e-05,9.71315890023331e-05
"Ccdc28a",31.5357549140318,-1.30435294059353,0.296250795813723,-4.40286729698332,1.06829515537991e-05,9.76309973687022e-05
"Trappc8",55.4476905276144,-1.01102421659193,0.229644866119745,-4.4025552744765,1.06983321386585e-05,9.77147489178224e-05
"Tmem63b",42.536277554373,0.970751057441472,0.220545685929207,4.40158715121308,1.07461887166718e-05,9.80948550739626e-05
"Slc46a3",26.32430661018,-1.86244453228076,0.42314255967897,-4.40145877477737,1.07525499901768e-05,9.8095956642826e-05
"Polr1e",57.0555470606327,0.987278198321947,0.22432694064531,4.40106834908858,1.07719183582917e-05,9.81587157530361e-05
"Slc38a7",47.9397497593041,1.09723668798371,0.249304711655748,4.40118712837976,1.07660223926595e-05,9.81587157530361e-05
"Ccdc82",75.637022402732,-0.806172265878874,0.183186624213679,-4.40082494745091,1.07840099605094e-05,9.82119655673507e-05
"Adam30",6.39256666380698,-4.37787482148314,0.994914734307195,-4.40025126829753,1.08125602373441e-05,9.84149591029598e-05
"Hscb",132.100539248947,-0.691035161932336,0.157138235235232,-4.397625828608,1.09441438756244e-05,9.95549754519327e-05
"Slc24a3",29.0174929851356,1.25159722554551,0.284703959419303,4.39613564945963,1.10195084351316e-05,0.000100182563962888
