"","baseMean","lgFC_LcDC_vs_Naive","lfcSE","stat","pvalue","padj"
"Osgin2",35.7770198672104,1.5121976984227,0.246966852100278,6.12307961802375,9.17838014070974e-10,1.03978200985525e-08
"Atp6v0a2",115.18113646898,-0.742554963149429,0.121319770708736,-6.12064265215399,9.31987034604285e-10,1.05509748410776e-08
"Gem",91.6593588278066,-1.05659671511285,0.172633438078407,-6.12046383872027,9.33033560734075e-10,1.05556902836593e-08
"Rnd1",30.0418550564401,2.35261328884358,0.38443914909013,6.11959862675696,9.38113522416579e-10,1.06060000459445e-08
"Nemp2",27.4428918514692,-1.61182352019284,0.263419392980431,-6.11884911720446,9.42535949783111e-10,1.06488131076305e-08
"Rragc",348.653748265956,0.638218864150222,0.104313956343104,6.11825000722845,9.46085569792746e-10,1.06817140983002e-08
"Dnaja4",11.8313691479699,-2.3492376782966,0.383993803284547,-6.11790518024523,9.48134515676054e-10,1.06976389293955e-08
"Acot9",107.077199807751,1.02107039972977,0.167043471382644,6.11260285288742,9.8019092444261e-10,1.10518835390551e-08
"Nrm",73.4719442165046,-1.04763444647062,0.171468758602012,-6.10976865413855,9.97756661759043e-10,1.12423758357584e-08
"Slc50a1",238.178696439097,-0.7597532704015,0.1244767365176,-6.10357639231711,1.03720958843702e-09,1.16790636117354e-08
"Cd163",19.3321567470715,-9.554781105911,1.56548848772059,-6.1033863748325,1.03844399810262e-09,1.16851102674341e-08
"Pimreg",55.9329410802409,1.33848676868139,0.219404740128782,6.10053715291541,1.05712606365062e-09,1.18873471117223e-08
"Wasf2",348.609840189601,-0.570792850660051,0.0935783700883915,-6.09962377118661,1.06318408683311e-09,1.19474509556598e-08
"Cited4",19.3256813052312,-2.24436753905118,0.368009078510101,-6.09867438090818,1.06951681292247e-09,1.20105591156274e-08
"Micos13",290.527372476938,-0.95903609089476,0.157287035323742,-6.09736262700093,1.07832716448082e-09,1.21013875692406e-08
"Zfp296",79.2318755654522,1.32617305306591,0.217516818748166,6.09687591377158,1.08161412394331e-09,1.21301503659104e-08
"4930523C07Rik",135.145752843222,-1.96181738279626,0.321798369406649,-6.09641803472646,1.08471527208926e-09,1.21567922300037e-08
"Xpc",104.552644506748,0.949086118608312,0.155770391087099,6.09285315382966,1.10915800022919e-09,1.24224213194118e-08
"Txk",33.7040020967374,-1.68382663239943,0.276552395644233,-6.08863513359535,1.13877311931347e-09,1.27455869165646e-08
"Eaf1",68.9398153764147,1.2192259636173,0.200387774334042,6.08433307705128,1.16977199925249e-09,1.3083798296045e-08
"Iglc3",775.78904219573,-2.74282221717679,0.450812200452542,-6.08417920904412,1.17089581293214e-09,1.30876313179973e-08
"Pmepa1",24.1101149810554,2.47048316742953,0.406114058730984,6.08322493229916,1.17788915698984e-09,1.31570218835765e-08
"Ppp1r14a",7.04013791445569,-6.51778334889525,1.07162715693031,-6.08213715632733,1.18591051018084e-09,1.32377952019187e-08
"Gbe1",32.3745784686754,1.72918775592682,0.284696554518427,6.07379235358784,1.24924245779554e-09,1.3935457643385e-08
"Pfkfb4",68.6070269614237,-0.914874153091242,0.150634158944264,-6.07348399262981,1.25164481411874e-09,1.39529666404255e-08
"Abcc3",5.70663080306776,-4.38571307621863,0.722195004575377,-6.07275465550646,1.25734481830823e-09,1.4007189116193e-08
"Lonp1",244.12880041674,0.720587221669376,0.118695918374703,6.07086773948372,1.2722093500994e-09,1.41633672165551e-08
"Zwilch",35.2534735745077,1.68846263050319,0.278135859833562,6.07063983591894,1.27401625627128e-09,1.41740653212651e-08
"Mapk9",68.9243708258135,-1.02791504191128,0.169333082669054,-6.07037340671491,1.27613178029896e-09,1.41881804770465e-08
"Tln1",1103.58441448555,-0.731855444076263,0.120567145101032,-6.07010677297689,1.27825235658813e-09,1.42023330468396e-08
"Slc6a13",32.0893000545405,1.68267744978859,0.277217651858928,6.0698784457091,1.28007100597283e-09,1.42131144500164e-08
"Pfkl",130.769546240491,1.25394179324752,0.206685913335715,6.06689528575069,1.30406518642299e-09,1.44699418533227e-08
"Slamf9",18.3825475073598,-2.61814077620135,0.431799675138838,-6.06332270944745,1.33337747776653e-09,1.47854001588208e-08
"Bmp2k",172.016518324907,-0.922312758629209,0.152133699675477,-6.06251448953544,1.34009731139379e-09,1.48500862780443e-08
"Vps37a",48.6438862903695,1.18848067174036,0.196070158559578,6.06150716902301,1.34851876285587e-09,1.49335306488103e-08
"Grk2",1265.94214649581,-0.668827622303164,0.110348053603084,-6.06107312693434,1.35216334552479e-09,1.49640005642457e-08
"Myl6",289.653790785895,-1.0353809199353,0.170850236214833,-6.06016674529717,1.359805074428e-09,1.50316066422769e-08
"Slc39a14",39.0574155071148,1.54013962867233,0.254142757787288,6.06013581532547,1.36006658726899e-09,1.50316066422769e-08
"Sema4f",9.93946563531276,-3.24559346229383,0.535641349986239,-6.05926607864986,1.36744031253369e-09,1.51031393780501e-08
"Ppp2ca",25.3766652799567,-1.78121535967491,0.294106961017425,-6.0563522655602,1.39242901179835e-09,1.53690040136241e-08
"Immp2l",13.8054261576459,-2.33615965276808,0.385747628605879,-6.05618668664572,1.39386229415505e-09,1.53746956804265e-08
"Ezh2",263.304316934726,0.981416696402808,0.162101187716083,6.0543461169559,1.40989176663976e-09,1.55310562459232e-08
"Rhbdd1",27.9065448233292,1.50252185617006,0.248168313066709,6.05444682926208,1.40901003815231e-09,1.55310562459232e-08
"Try5",38.1873423333077,-6.53938336063103,1.08037465155554,-6.05288484991345,1.42274571901378e-09,1.56623551393403e-08
"Zc3h12c",19.6220858759806,1.98614935189341,0.328146367917156,6.0526324411271,1.42497755739208e-09,1.5676624408473e-08
"Cd59a",7.34385984546735,-3.65440219700063,0.604508974833426,-6.04524059879775,1.49187200715099e-09,1.64017818109021e-08
"Ncapg",27.8062153413921,2.0493657738565,0.339033552684621,6.04472848669016,1.4966182061829e-09,1.64431724882587e-08
"Me1",6.54652978811589,4.07097122431488,0.673630892833162,6.04332620078209,1.50968988315071e-09,1.65759200473068e-08
"Rapgef4",25.953278136372,-1.88862363997275,0.312601806279844,-6.04162740595951,1.52567462873593e-09,1.67404573703147e-08
"Cpb1",43.9287781804973,-7.92586442241103,1.31193267926201,-6.04136519174861,1.52815657319996e-09,1.67567168743228e-08
"Fam162a",295.155095629054,0.699005419685151,0.115725347232828,6.04021017347928,1.53913612598574e-09,1.68660731137286e-08
"Ifit3",566.478251216407,-2.01733111023154,0.334141045725713,-6.03736396960795,1.56652119502735e-09,1.71549428906426e-08
"Ggta1",167.123071963788,0.88514835864883,0.146623318154155,6.03688669573155,1.57115959229932e-09,1.71944996531516e-08
"Sik1",7.67115677512016,-3.70526645771964,0.613890524872107,-6.03571208154999,1.58263218680014e-09,1.73087482309636e-08
"Rara",196.477233138858,-0.730483296415506,0.121056916907757,-6.03421361682391,1.59738642785621e-09,1.74587146762758e-08
"Hdgf",721.31624348391,0.595867307520568,0.0988462620448911,6.02822297164818,1.65772245802113e-09,1.81063492725841e-08
"Jakmip1",63.2126552483396,-1.40788252506173,0.233626392138121,-6.02621352911779,1.67845403186372e-09,1.83208451491053e-08
"Surf4",758.602391894451,0.671381703762412,0.111435405756366,6.02485089191733,1.69265599133383e-09,1.84638353742177e-08
"Art4",10.4498769907867,-2.92963045522446,0.486408738914048,-6.02298071733894,1.71233850479739e-09,1.8666383635576e-08
"Tbk1",268.111412983736,0.961782520708787,0.159705701347216,6.02221782062608,1.72043144203749e-09,1.8742411450805e-08
"Gm30054",14.4755063898583,-2.49942548337539,0.415127686438787,-6.02085952111977,1.7349328648088e-09,1.88881092591758e-08
"Gm10134",4.93845141781202,-6.70319042400251,1.11351794035212,-6.01983154567118,1.74598680728441e-09,1.8996109711721e-08
"Cdk2ap2",374.535901861932,-1.10071105572161,0.182856648069209,-6.01952987405199,1.74924372247448e-09,1.90191943997793e-08
"Klhl14",8.53165266511627,-2.68913465665606,0.446744011898309,-6.01940839728184,1.75055688443826e-09,1.90211287929721e-08
"Rnf24",29.5209010534115,1.66971732272184,0.277425212385432,6.01862140922533,1.75908751246108e-09,1.91014330986943e-08
"Senp5",73.6053063296685,1.03312077515122,0.171736363189835,6.0157368885774,1.79070223666148e-09,1.94321346990046e-08
"Fosl1",28.9494576081927,2.19503533441414,0.364897400230818,6.01548636144203,1.79347403110872e-09,1.94496164344508e-08
"Slc25a39",272.817792764382,-1.23988959414449,0.206311132991051,-6.0098045906145,1.85747075585012e-09,2.01306096470044e-08
"Smad3",49.0732232971833,-1.22661801134583,0.204286339241689,-6.00440546293516,1.92034264164312e-09,2.07985397289789e-08
"P2ry6",14.4421700508637,-2.50653633607189,0.417483049767304,-6.00392360233301,1.92605355256548e-09,2.08469168431748e-08
"Hbs1l",150.828731489136,0.770520287384145,0.128346871620598,6.00342086764571,1.93202949605823e-09,2.08980982611075e-08
"Cacna1s",11.0906007429195,-2.74725816014633,0.457879359113337,-5.99996070027325,1.97365290745523e-09,2.13345512673629e-08
"Selenbp1",19.0968750863567,-2.20366335350291,0.367435656095438,-5.99741292644316,2.00485802714497e-09,2.16578957090999e-08
"Acp2",54.5779363871334,-1.3460550346146,0.224445349378597,-5.99725072647445,2.00686084411398e-09,2.16655627855217e-08
"Hdac5",157.619121259829,-0.733128485765576,0.122250975612833,-5.99691317055318,2.01103517722633e-09,2.16826862255001e-08
"Mthfd1l",94.3607992310807,1.05898493223207,0.176586083235306,5.99698975610069,2.01008735263943e-09,2.16826862255001e-08
"Serpina3g",671.745598383982,0.916490981230014,0.152851566291457,5.99595413685491,2.02294112962436e-09,2.1797028055856e-08
"Zbtb8os",70.9127452816545,-1.73731350018992,0.28976151531027,-5.99566681009947,2.0265215055334e-09,2.182157315245e-08
"Arl6ip5",205.060763887342,-0.698931814265954,0.116657163090008,-5.991332171576,2.08129037579787e-09,2.23969301518904e-08
"Agtrap",75.4517009678154,1.22779732846489,0.20494348050603,5.99090698290723,2.08673972163015e-09,2.24411579177876e-08
"Trpm7",165.965031125254,1.02281432122093,0.170740782299283,5.99045118247197,2.09259683359412e-09,2.24897113193518e-08
"Clec5a",116.201710306133,1.82376725823978,0.304468425815113,5.99000455747504,2.09835157344768e-09,2.25371029571256e-08
"Bscl2",135.310391863361,-1.35286425857638,0.225927889874037,-5.98803564858968,2.12390518715047e-09,2.27969451702153e-08
"Rab5if",722.67347687364,0.85664369252279,0.143068882763092,5.98763110453099,2.12919300587905e-09,2.28390709433441e-08
"Adamts14",6.92859872007333,-4.06764739709454,0.679486508065327,-5.98635491479614,2.14595833596745e-09,2.3004179090937e-08
"As3mt",34.0664199515509,-1.61135595680186,0.269226608401354,-5.98512890820844,2.16218548589456e-09,2.31633106241453e-08
"Rps24",3207.53591906432,-3.30852296104028,0.553163367564907,-5.98109555881259,2.21641792397598e-09,2.37291260806501e-08
"Vmac",28.8920006541892,-1.43843725448715,0.240508835442216,-5.98080836341143,2.22032969010968e-09,2.37558262821122e-08
"Tmem63b",42.536277554373,1.35693603243543,0.226889487876205,5.9806033551268,2.22312613343792e-09,2.3770566921348e-08
"Rps27a",2723.63031647361,-1.56234737608739,0.261441529331546,-5.97589594920901,2.28829025949233e-09,2.44517240419605e-08
"Stk38",301.797506436896,0.59983047974759,0.100427147067036,5.97279219081266,2.33226910081181e-09,2.49057799771204e-08
"Mical1",236.333368385179,-0.735825709831493,0.123205350590488,-5.97235190115437,2.338574106602e-09,2.49572032841507e-08
"Sfxn3",61.6457984062125,-1.13462855353195,0.189991982631377,-5.97198122687821,2.3438950806842e-09,2.49980662487993e-08
"Pphln1",43.9120528888971,1.32629565460282,0.222117555855093,5.97114284594454,2.35597345026604e-09,2.51109002285034e-08
"Cmtm6",441.744967994397,-0.789605617526893,0.132288999656275,-5.96879271578526,2.39015532473761e-09,2.54590289039916e-08
"Rims3",5.52963759003734,-3.33559489179757,0.559035796041575,-5.96669285833981,2.42110533456888e-09,2.57559491306042e-08
"Rnpepl1",240.527337919206,-0.613925120006887,0.102891967373661,-5.9666962900745,2.42105443684083e-09,2.57559491306042e-08
"Fam107b",505.033858383448,-1.17454743763801,0.196972811121364,-5.96299271433112,2.47659469051995e-09,2.632953302009e-08
"Fas",51.119530490736,1.64278333479304,0.275507420270898,5.96275531591032,2.48019682239041e-09,2.63511082810091e-08
"Trim8",194.462589571577,-0.915119027943211,0.153488825766992,-5.96212149887989,2.48983897342318e-09,2.64367883394838e-08
"Adap2",40.7841122168054,-3.34440224419274,0.56111343074919,-5.96029619131972,2.51781148588464e-09,2.67168660202641e-08
"Mvk",54.5064425753808,1.29767205192983,0.217775355586066,5.958764472856,2.54152078296166e-09,2.69513802015966e-08
"Hmgcr",165.987045893568,1.21804654620574,0.204416859601989,5.95864034198227,2.54345168733364e-09,2.69547963448925e-08
"Ndst2",96.3387303549562,0.931158910174389,0.156279106309569,5.9583071093962,2.54864231951814e-09,2.69927320249851e-08
"Tubb2a",198.538574666965,-0.740904811616502,0.124359169599215,-5.9577819151116,2.55684401301398e-09,2.70624898534739e-08
"Rack1",9387.05726531929,-0.322798910942758,0.0541884278111038,-5.95697133100091,2.56955297162443e-09,2.71798358835652e-08
"Smim11",93.6078844583156,-0.970971010156655,0.163019836571124,-5.95615251848834,2.58245339747071e-09,2.7299057838878e-08
"Tmem41b",32.0821958132873,1.64817319939114,0.276762355749652,5.95519284017805,2.59765346896266e-09,2.74424236270299e-08
"Kcmf1",321.986476110117,0.601784143448027,0.101117167712356,5.95135481998365,2.6593185383674e-09,2.80706291544743e-08
"Thap11",108.820386990252,0.925663112152764,0.155540066003506,5.95128403849267,2.66046905982126e-09,2.80706291544743e-08
"Celsr1",26.69507649564,-1.55092429798566,0.260616364701678,-5.95098584757321,2.66532134482325e-09,2.81041278366983e-08
"Cep20",105.943210767041,-0.824676010925718,0.138609201748067,-5.94964836767929,2.68719159721636e-09,2.83169152272705e-08
"Rpl37a",6649.91657026276,-0.742901107037155,0.124878983516449,-5.94896824203649,2.69837983205131e-09,2.84169416002638e-08
"Scaper",26.9618206766595,-1.5075987837314,0.253531988046551,-5.94638489346988,2.74129143339836e-09,2.88507148031341e-08
"Relch",60.3658018043601,-1.39378774270704,0.234398362684552,-5.94623497683205,2.74380197299018e-09,2.88590094522602e-08
"Ctcf",269.739322879408,0.814794695793262,0.137031043270057,5.94605920198307,2.74674839204722e-09,2.8871875350534e-08
"Mpzl1",11.349098308768,-2.56787008343762,0.43194103942751,-5.94495509581828,2.7653265150753e-09,2.90489315110261e-08
"Use1",566.906678154351,-0.914306143237797,0.153799796245041,-5.94478123872857,2.76826303189472e-09,2.90615583329549e-08
"Pnpla7",172.451685017601,0.70755352642843,0.119043648088734,5.94364787864219,2.78748050091802e-09,2.92449817112595e-08
"Nod1",64.3813227187889,-1.07526336094027,0.181019329641853,-5.94004719312399,2.84940037498592e-09,2.9875909438604e-08
"Tmem109",179.430986662266,-0.721401069781107,0.121476618602527,-5.9386001856171,2.87465961845154e-09,3.01219023809603e-08
"Arhgap21",42.3008293991908,1.32882168423446,0.224079751414243,5.93012833978894,3.02697992996407e-09,3.16981554540925e-08
"Hpse",55.0260837556206,-1.35685773509463,0.228904735091109,-5.92760885682236,3.07377583957135e-09,3.21680913129407e-08
"Gm20069",3.6733365709639,-6.57085290812098,1.10873591116758,-5.92643644166029,3.09579126930336e-09,3.23782663652795e-08
"Dennd2b",9.1559406236103,-3.31190877639461,0.558916833947558,-5.92558422870004,3.11189027384494e-09,3.25263390756531e-08
"Lta",70.6469294489365,-1.24008828100026,0.209294652565519,-5.92508344479587,3.12138848709824e-09,3.2605276871154e-08
"Nlgn2",25.6338809057854,2.15333265417163,0.363457512539154,5.92457874684779,3.1309894936102e-09,3.26851893865663e-08
"Exoc3",162.482503974384,0.765032865528687,0.129155410146075,5.92335129177656,3.15445986485843e-09,3.2909698029703e-08
"Nrp2",144.340179080558,1.67741226898243,0.283201801407533,5.92302824574412,3.1606653007431e-09,3.29539185525518e-08
"Mmp14",101.278461004058,1.95607803544053,0.330351848210944,5.92119597948031,3.19608708159882e-09,3.33025118483758e-08
"Peg13",24.7170999343988,-1.57032104823809,0.265249832212677,-5.92015849789116,3.21631497992504e-09,3.34924533801393e-08
"Mocos",51.348565258577,1.55060802063573,0.262290862487841,5.91178818022156,3.38413553702044e-09,3.52181310079363e-08
"Hook2",77.2254668339013,1.29898857623129,0.219737722165862,5.9115411019451,3.38921667410719e-09,3.52491156888057e-08
"Hip1",12.5395131602859,-2.3740739080535,0.401960457840731,-5.90623744635643,3.50009398943962e-09,3.63796990031395e-08
"Septin3",3.49985087371397,-6.92371965035767,1.17269057414067,-5.90413174884713,3.54508780042503e-09,3.68245171085688e-08
"Ndufa2",698.023079918037,-0.853431040800902,0.144573392524216,-5.90309894441989,3.56736172639964e-09,3.7032927959e-08
"Cd79b",2847.27508954326,-1.01017844399634,0.171133041520031,-5.90288371563883,3.57202057115001e-09,3.70583310647792e-08
"Gimap4",152.815408257595,-3.45217159290333,0.585032823280313,-5.90081693800837,3.61706064212891e-09,3.74900275870289e-08
"Ints15",145.208386009749,0.979747847926964,0.166037309279781,5.90076924383328,3.61810651198005e-09,3.74900275870289e-08
"Lyl1",300.581192926973,-0.661302309604454,0.112116454254103,-5.89835197700477,3.67150126637282e-09,3.80197798010363e-08
"Fam168a",71.3973619916251,-1.08104762746788,0.183316994644598,-5.89714897717879,3.69835928626434e-09,3.82742494387641e-08
"Siglecf",70.1595010403929,1.46761802175679,0.248878139126583,5.89693424624306,3.70317341541789e-09,3.83004139353868e-08
"Abl1",118.149565511174,-0.845707616661574,0.143483205799832,-5.89412267412945,3.76677265337617e-09,3.8934161509758e-08
"Akap1",25.038790809813,1.84018172299927,0.3124715005957,5.88911858998699,3.88260770711907e-09,4.0106715248323e-08
"Il1rn",342.734268057313,1.78700870489873,0.303470126287326,5.8885819397155,3.8952340774122e-09,4.02123517973145e-08
"Rtl8b",24.6462115826769,-1.64194360509529,0.278849550355188,-5.88827775767916,3.90240864590592e-09,4.02616113683213e-08
"Rfc1",142.458370492085,-0.906550258675718,0.15396421978617,-5.88805801721179,3.90759953968364e-09,4.02903570999381e-08
"Stim2",85.5987119779349,1.01652661324117,0.172698728899537,5.88612678112129,3.9535108507871e-09,4.07386680842177e-08
"Hacd1",29.029480750744,1.94105094845805,0.329796722387213,5.88559805691176,3.96617149552107e-09,4.08440094698559e-08
"Mrpl45",123.404176897943,1.16957569352452,0.198844306107816,5.8818666544586,4.05665114218449e-09,4.17501166383914e-08
"Tyms",114.7463237739,0.973219142111461,0.165517878242013,5.87984302631322,4.10655734998306e-09,4.22377952111517e-08
"Churc1",60.1186511673123,-1.39797915425276,0.237826838973459,-5.87813873441245,4.14905128573364e-09,4.26486836150105e-08
"Mapre1",24.9488566352222,-2.18833583155919,0.372316332792941,-5.87762512362359,4.16194109921546e-09,4.27549497960484e-08
"Polr1c",253.666870063602,0.93132954579216,0.158464772220299,5.87720243902169,4.17257821480042e-09,4.28379583265815e-08
"Dlgap5",59.2514999657616,1.14809561336503,0.195357665487248,5.87689052539368,4.18044467345241e-09,4.28924375405359e-08
"Herc3",56.7786792018104,-1.23957473176635,0.210932363892695,-5.87664552224402,4.18663377018584e-09,4.29296504403083e-08
"Sparc",9.99510588778698,-3.79580555329445,0.646007841224748,-5.87578866859896,4.20834921354371e-09,4.31259272617277e-08
"Prss57",67.9376846457279,2.05121744826609,0.34914474797004,5.87497724136497,4.22901443998192e-09,4.33112083996926e-08
"Kif18b",52.0048899998213,1.25280089543779,0.213260190741018,5.87451831063579,4.240746063559e-09,4.3404826081204e-08
"Scnn1a",8.85471991074798,-3.40154162933226,0.579154189267771,-5.87329193566373,4.27225144991492e-09,4.37005940435436e-08
"Aicda",24.7663486077343,3.44588563163289,0.586825066806813,5.87208322640944,4.30352584983306e-09,4.39936397888669e-08
"Cmc1",54.3885578565926,-1.23077498166671,0.20968896335088,-5.86952676000981,4.37040812292435e-09,4.46501146948765e-08
"Arhgap24",94.7189848907772,1.41631462838221,0.241420558299311,5.86658666668424,4.44857789723195e-09,4.5400903147514e-08
"Gm8113",8.4492820538178,-3.36755808172352,0.574028421222047,-5.8665354488099,4.44995163931833e-09,4.5400903147514e-08
"Lrr1",21.2988391189387,2.04323513049542,0.348291093725816,5.86645816474396,4.45202529820146e-09,4.5400903147514e-08
"Dap",240.085280767012,-0.691803629624315,0.117993268060728,-5.86307711443558,4.54367072377168e-09,4.63073010807753e-08
"Tirap",71.6622448031469,0.989805218705109,0.168832251113651,5.86265486704204,4.55524415457991e-09,4.63970308875297e-08
"Abitram",39.3604851902231,1.31833455953711,0.224972399281946,5.85998355240419,4.62913017842722e-09,4.71209454067728e-08
"Mfsd6",69.5824176252047,0.940396085476735,0.160567753345433,5.85669330163474,4.72173940122105e-09,4.80344527428408e-08
"Tma7",195.795879449582,-0.743190280245393,0.126910636947587,-5.85601253070949,4.74112462235482e-09,4.82023926259436e-08
"Fhdc1",10.2938274356383,-2.87568195909541,0.491198316600112,-5.85442144631071,4.78673388387443e-09,4.86365835199006e-08
"Fdx1",115.363592464428,0.792561823657069,0.135405509058754,5.85324651239386,4.82068773130472e-09,4.89518926897034e-08
"Psmd12",265.546651548924,0.603165734028147,0.103063709225909,5.8523581050828,4.84651686809901e-09,4.91843671259836e-08
"Slc45a4",72.133273421266,-1.06608289854323,0.182232768984983,-5.85011633462629,4.91229312123283e-09,4.98217138294528e-08
"Cflar",303.586251775364,0.841135202918194,0.143823088090841,5.84840176972781,4.96318595726928e-09,5.03074293490906e-08
"Cyp4b1-ps2",3.7255988866926,-6.84137476897764,1.17172434580059,-5.83872375230306,5.26022038215686e-09,5.32859688651984e-08
"Tec",266.723735674701,0.538439408393163,0.0922439602654617,5.83712371892567,5.31096602361299e-09,5.37675140336167e-08
"Ccm2",364.450996583336,-0.50370636325545,0.0863071474818403,-5.83620682587654,5.34025995711188e-09,5.40314345298367e-08
"Med31",47.1354939398307,-1.03654316510319,0.177734833224537,-5.83196409110023,5.4778709413926e-09,5.53903003156506e-08
"Aamdc",31.7536149930263,-1.56308423753754,0.268029267469127,-5.83176700177932,5.48434658767439e-09,5.54223323742366e-08
"Chst15",98.6613861935591,-1.03737254946195,0.177897938357427,-5.83127921009233,5.50040571082738e-09,5.55511137341246e-08
"Cd300lb",40.7457092221174,1.31099542296896,0.224852755628494,5.83046189184804,5.52741613790788e-09,5.57902755365341e-08
"Gnb4",72.8930491721941,1.36120130857921,0.233505787154585,5.82941144699798,5.56232040044253e-09,5.60926811394546e-08
"Nxt1",163.456585088077,0.668484130259551,0.114675411743237,5.82935888432922,5.56407257856005e-09,5.60926811394546e-08
"Dse",16.0752289274849,-2.22203229189335,0.381210487972512,-5.82888551600807,5.57987653755733e-09,5.62181788254799e-08
"Sergef",31.4852899994642,-1.3667249843438,0.234629039849195,-5.82504614613028,5.70968209058826e-09,5.74914203292105e-08
"Slc40a1",79.0553985219427,-1.68607624167864,0.289584177878093,-5.82240457345854,5.80069214332451e-09,5.8372730847689e-08
"Sox6",7.85009632018471,-5.40293904101325,0.928699065275571,-5.81775005815263,5.96449964357247e-09,5.99851089604182e-08
"Gab2",44.7706877696143,1.24821265933776,0.214578425825725,5.81704639939679,5.98965201852573e-09,6.0201931355968e-08
"Ildr1",14.5867715826136,-2.70767565825899,0.46564109754987,-5.81494131962654,6.06551596972612e-09,6.09278897318712e-08
"Samd3",7.37011352105436,-5.24618345613103,0.902690199216774,-5.81172085471064,6.18338866926834e-09,6.20747017097609e-08
"Prc1",58.2795316582843,1.49862457152928,0.257937001304056,5.81004107186118,6.24575178962143e-09,6.26632163084474e-08
"Laptm4b",39.5227043514745,-1.33512140558126,0.229835496873481,-5.80903047502804,6.28356520737836e-09,6.30048683720074e-08
"Vamp2",150.304472243335,-1.36360381490385,0.234764977991947,-5.80837834743231,6.30808391882838e-09,6.32128863995033e-08
"Hccs",61.7312655736405,1.28475654879944,0.221250412932779,5.80679842251767,6.36787244587364e-09,6.37738809507548e-08
"Ndufa6",1258.2479140612,-0.417565162497371,0.0719177975811678,-5.80614502308832,6.39275959271889e-09,6.39848787192383e-08
"Cipc",81.2299425246682,1.23377004663306,0.2126220539912,5.80264381550997,6.52773624612634e-09,6.52968482411026e-08
"Il27ra",79.6767359353709,-1.05577573728905,0.181976344158875,-5.80171968048385,6.56382286190076e-09,6.56186468085604e-08
"Zfp747",27.9082956473736,1.57832653255915,0.272103853288429,5.80045638268169,6.61346753449863e-09,6.60755208947671e-08
"Sh3tc2",3.233022907392,-6.63512713280393,1.14410420958503,-5.7994080235143,6.65494272556629e-09,6.6450277334245e-08
"Spc25",52.3519533955334,1.36328101826723,0.235099722285231,5.79873512829271,6.68169698999757e-09,6.66776849716553e-08
"Sco2",89.1293678225415,1.01946856781522,0.175843158141951,5.79760155918176,6.72700434221689e-09,6.70898558058595e-08
"Aimp1",440.076756197845,-0.457982755529321,0.0790083374398457,-5.79663830893814,6.76573896855395e-09,6.74360240440936e-08
"Cxcl9",50.7265803110075,-4.60027952309554,0.793687460416882,-5.79608441927413,6.78811035149561e-09,6.76187805822289e-08
"H2-Eb2",40.3302078248453,-1.69624941096018,0.292660703218516,-5.79595891182451,6.79318953625994e-09,6.76291685561707e-08
"Hmmr",57.430730610343,1.61162078107998,0.278066301948596,5.79581477434077,6.79902722337759e-09,6.76470909309332e-08
"Stat2",621.782638371567,0.922382496577575,0.15916369061288,5.79518163361144,6.82472778262174e-09,6.78222502952712e-08
"Zfp831",19.1417257627343,-2.0633055076828,0.356037127882403,-5.79519759625827,6.82407866458945e-09,6.78222502952712e-08
"Borcs5",56.5945982435454,-1.24232772361802,0.214411420070793,-5.79413038357674,6.8676091249583e-09,6.8207937693347e-08
"Rchy1",134.70155211656,-0.889989537689383,0.153634187765227,-5.79291335239395,6.91758013874146e-09,6.86635398250078e-08
"Mir451a",5.36850577620093,-6.46974563171953,1.11692984345282,-5.79243689265145,6.93723962944943e-09,6.88179100008439e-08
"Cisd2",113.543771061595,-0.749367727519144,0.129375484730633,-5.79219261732137,6.94733987935759e-09,6.8877325253631e-08
"Dab2ip",8.34944720820255,-2.8995623451624,0.500678373769206,-5.79126740253214,6.98572531192063e-09,6.92169293916205e-08
"Rsu1",253.054399720422,0.918939581818868,0.15874291151618,5.78885427413371,7.08681459491754e-09,7.01770558734299e-08
"Thbd",7.91519440904916,-3.42981419262835,0.592837778448953,-5.78541772692321,7.23323561593983e-09,7.15846797076621e-08
"Ptpn11",125.554628669566,0.887582919584712,0.153477601430365,5.78314302095358,7.33176773332257e-09,7.25169825099289e-08
"Osbpl3",89.5825330179048,1.2626633873211,0.218537278596761,5.777794046987,7.56863730292934e-09,7.48156448440006e-08
"Atxn2",86.7551886488325,0.968023070371903,0.167637863319402,5.77448943337771,7.71867732384185e-09,7.62537963213268e-08
"Degs1",357.637352302717,0.586568002794942,0.101634484946139,5.7713482102634,7.86397784599227e-09,7.76434583439013e-08
"Rpl36al",474.643917921672,-1.0591404969123,0.183557823054943,-5.77006460027192,7.92411494313767e-09,7.81911342003956e-08
"Marveld1",29.8054213462082,-1.39126196134855,0.241198575384082,-5.76811848549733,8.01614414381579e-09,7.90526751793017e-08
"Epb41",435.846271863787,-0.913245502861826,0.158376300865965,-5.76630151019068,8.10300404952469e-09,7.98622546175213e-08
"Caprin1",197.132473929774,0.824949257970682,0.143124034112295,5.76387650814418,8.22035735734164e-09,8.09712448690531e-08
"Gm11346",43.719458592729,-1.60675271416467,0.278831936480779,-5.76244147081562,8.29057975683448e-09,8.1614961119719e-08
"Hapstr1",46.4553233075279,1.28089007105055,0.222293208200259,5.76216467170075,8.30419163752557e-09,8.1700957655162e-08
"Gm9530",3.48259516444612,-6.51457815913079,1.13106981799308,-5.75966050503406,8.42832816406059e-09,8.28736140779549e-08
