"","baseMean","lgFC_MoDC_Treatment_48H_Wash_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Ier2",183.460888434534,-2.04792882222606,0.23051586330481,-8.88411232470409,6.44331637554727e-19,1.18355900452105e-17
"Mir142",28.6918814860979,-3.50768730230317,0.394939916077218,-8.88157200503722,6.59220429802377e-19,1.20950963153926e-17
"Gbp9",159.504228953454,-2.91595869125496,0.328480790620854,-8.87710567714958,6.86225981484651e-19,1.25760606918219e-17
"Adam11",25.0921954538693,-7.99018793464661,0.90052188607965,-8.87284146910771,7.13028014755769e-19,1.30521913899244e-17
"Pacc1",84.9886849429733,1.89458266485636,0.213554811662452,8.87164587914305,7.20726555532168e-19,1.31779335337752e-17
"Syngr1",126.442202447789,4.93333449745894,0.556430625281417,8.86603697444562,7.57953151287713e-19,1.38426639319661e-17
"Cd4",20.3005382591953,-6.17493217331671,0.6965312042883,-8.86526279842138,7.63238360977702e-19,1.3923185209615e-17
"Lysmd2",23.5323705034775,-6.16264458041866,0.695207201562708,-8.86447172377686,7.68676536471608e-19,1.40063090458686e-17
"Galk2",224.121366691884,1.76770498051947,0.199421568277635,8.86416146351066,7.70819827541560e-19,1.40292740433079e-17
"Egr3",27.3112236451227,-4.41358787587228,0.498164860186568,-8.85969330357693,8.0234867809726e-19,1.45864052017018e-17
"Trim59",43.5279681173389,-4.01868446564762,0.453740520736834,-8.85678990961979,8.23515304885385e-19,1.49540967763702e-17
"Rab5if",918.509817239586,1.09937567294712,0.124139849626402,8.85594493835527,8.29778359300458e-19,1.50506259713755e-17
"Chst10",16.2780552991704,-6.35007320814102,0.717076930314007,-8.85549784088066,8.33111322162321e-19,1.50938492563707e-17
"Mical2",50.6606988178341,3.42965494846141,0.387422164616264,8.85250060966037,8.55798662746411e-19,1.54872265972411e-17
"Xist",50.6030504325997,6.28406958621163,0.71051376242374,8.84440234454445,9.20194861820838e-19,1.66336475079309e-17
"Fmnl1",394.505385517612,-1.32505198324949,0.149823473696886,-8.84408798270329,9.22788842884761e-19,1.66615817324954e-17
"Tspan32",107.628426189017,-3.57617300103084,0.404402915355535,-8.84309401648801,9.31038243573898e-19,1.67914490943765e-17
"Adgrg6",43.0969240711956,-3.18924459027626,0.36069716697677,-8.84188976865919,9.4113050277184e-19,1.69542205879158e-17
"Chd3",173.109164988851,-1.95801823161848,0.221503030753891,-8.83969047716558,9.59841400739517e-19,1.72717100977918e-17
"Atg4c",39.3585905117092,2.20185770404214,0.249110892920655,8.83886560811077,9.66953473464103e-19,1.73800042306235e-17
"Lonrf3",35.1508729504274,3.32108142891449,0.375807942825461,8.83717731973781,9.81672676928792e-19,1.76246295635272e-17
"Add3",196.0964764031,-2.09840579956153,0.237573555922003,-8.83265728552066,1.02217841351357e-18,1.83311431290261e-17
"Scarb2",190.31167470923,1.57789067581487,0.178678109262441,8.83091209285903,1.03825565423595e-18,1.85984713530496e-17
"4930581F22Rik",15.5440028177295,-3.37167227536819,0.381862908871035,-8.82953593303009,1.05110914235194e-18,1.88075148230067e-17
"Srsf3",568.757838677457,-1.40367435040493,0.159025477874616,-8.8267261898226,1.07784243498598e-18,1.92641602356494e-17
"Lrp1",501.868457744711,2.3347167991335,0.264654307699383,8.82176005155175,1.1267449346392e-18,2.01155620971712e-17
"Slc16a3",329.169616419386,2.32265061645281,0.263606484611843,8.8110526562838,1.23976111283917e-18,2.21083774656584e-17
"Sf3b1",182.086111832098,-1.49865852207288,0.170099074476979,-8.81050368252121,1.24584796266799e-18,2.21920160076589e-17
"Eml4",64.1291406105837,-1.56236317756851,0.177334558332779,-8.8102578101931,1.24858367867881e-18,2.22158410644207e-17
"Tmem106a",443.956144328182,2.08416469131491,0.236657735517747,8.80666202080942,1.28927692277794e-18,2.29142293355915e-17
"Hcar2",63.6099780446114,-3.31077697057745,0.376013527859506,-8.80494111322102,1.30921299901709e-18,2.32425534540587e-17
"Rnf24",71.7037116480233,-2.36579491677265,0.268883492246139,-8.79858743655033,1.38549030168069e-18,2.45692582627282e-17
"Ndufa1",786.368585048189,1.61400323881086,0.183444987768566,8.7982956549736,1.38909667985781e-18,2.46057493269351e-17
"Saa3",8709.78460537256,6.37873069236049,0.725327042857324,8.7942821864636,1.4396535085778e-18,2.54728893071188e-17
"Arhgef3",136.761360576285,-2.19316683557112,0.249530299227642,-8.78918048172712,1.50654875300008e-18,2.66268666700983e-17
"Cxcl14",48.764371909109,4.89607452297167,0.557395914237358,8.78383640409456,1.57991431570611e-18,2.78925095136161e-17
"Mr1",34.6817520552801,3.30961780417919,0.377209618601396,8.77394859773319,1.72507999825487e-18,3.03878005457557e-17
"P2ry2",77.4912086680235,2.15798375670177,0.245951190090286,8.7740325871552,1.72379311853196e-18,3.03878005457557e-17
"Gtpbp2",363.979512260659,-1.25368467932151,0.142957826103067,-8.76961208417962,1.79282870348529e-18,3.15462406087241e-17
"Etv3",353.455397385451,-1.66491820025052,0.189981872877199,-8.76356346548229,1.89173325648228e-18,3.32497231330165e-17
"Mcee",106.284941473698,2.24530185199909,0.256641136908159,8.74879950677038,2.15634386955557e-18,3.78587267882524e-17
"Npc1",187.304390819672,1.49298570384353,0.170671930308847,8.74769331513287,2.17758118289632e-18,3.81893900828252e-17
"Vipr1",16.2831282632815,-4.54075720406573,0.519661954435112,-8.73790579685916,2.3747139202083e-18,4.16006940222598e-17
"Mcm5",45.7645011875315,-2.52914664940848,0.289454555834682,-8.73762944278191,2.38052854770653e-18,4.16566278573888e-17
"Usp11",17.85803221427,-3.28135062815953,0.375672135134646,-8.73461276808154,2.4449223910717e-18,4.27363826971819e-17
"S1pr3",17.7018156211282,-5.24020523490606,0.599997488572498,-8.7337119483174,2.46448258806681e-18,4.30309492766961e-17
"Srpk3",17.6296353212382,-7.63423832464406,0.874310913959551,-8.73172026421399,2.50827970659367e-18,4.37475919407978e-17
"Fnbp1",207.101096043726,-1.48387708688689,0.170183354658387,-8.71928450267954,2.79965287372536e-18,4.87759698581384e-17
"Cass4",17.0260158069474,-3.32697661093868,0.381643341189195,-8.71750205459334,2.84406654436567e-18,4.94954800913757e-17
"Nap1l1",525.286627924051,-1.74234451511485,0.199937351973827,-8.71445229175057,2.92167715587196e-18,5.07905123956778e-17
"Tm6sf1",232.575661400863,1.65140818106476,0.189634776291857,8.70836147966428,3.08298789048966e-18,5.35361689529948e-17
"Cd24a",328.445485218714,-4.13199912480581,0.474641004871521,-8.7055249807679,3.16108130266985e-18,5.48323371376869e-17
"Fam107b",176.393756263995,-1.95021927981558,0.224064156055416,-8.70384319450561,3.20830250908844e-18,5.55907508908465e-17
"Ncf2",647.825720812772,1.5182799954497,0.174705304152474,8.69052031828764,3.60783280892608e-18,6.24453763627739e-17
"Vdr",30.9080665339476,-3.06795008116757,0.3530647949943,-8.68948171741987,3.64096678797504e-18,6.29502952058056e-17
"Pou2f1",66.6700962150619,-1.53127546448458,0.1762633286589,-8.68743076699673,3.70728209508819e-18,6.40271795748438e-17
"Ctse",21.519853804308,-4.96212125191743,0.571247632741369,-8.68646269587959,3.73899652390981e-18,6.4504794536811e-17
"Pde7a",24.1316463396828,-2.83871916195452,0.326817385646685,-8.68594905481373,3.75593223224832e-18,6.47266889785179e-17
"Kmt2c",88.2990174671332,-1.57639004876773,0.181519723980061,-8.68440086952145,3.80743827619195e-18,6.55432142691374e-17
"Scarb1",145.622614309165,1.84724405051662,0.212716156406123,8.68407967559277,3.81821098405787e-18,6.56575263265104e-17
"Tmem256",471.980882505963,1.71547505388481,0.197778561921232,8.67371588316038,4.18243088971202e-18,7.1842858817983e-17
"C3ar1",58.8007287919417,4.26870214126201,0.492498126524943,8.66744848631585,4.41911469752834e-18,7.58264723855591e-17
"Lrrc25",183.579699583032,2.32659975483714,0.26846294303842,8.66637208288437,4.46107408923462e-18,7.64638686125662e-17
"Hexb",274.660499675329,2.00372903275153,0.231427790402062,8.65811763259039,4.79618447665149e-18,8.21191542559434e-17
"Mocs2",133.139822706006,1.73371246420058,0.200260802082348,8.65727314668238,4.83183880526806e-18,8.26405670364953e-17
"Timp2",639.347221876167,3.77719210056985,0.436339263225257,8.65654874294432,4.86263163900452e-18,8.30778001205837e-17
"Atrx",167.883653208444,-1.22243780484685,0.141324594344706,-8.649858933012,5.15631295254808e-18,8.80007051590079e-17
"Ndufb9",679.585766597952,0.963323250761674,0.111466788903496,8.64224456663663,5.51192836080618e-18,9.39689160137869e-17
"Arap1",443.519161175883,1.16242343448199,0.13464305806871,8.63337071480346,5.95699782511091e-18,1.01447736809418e-16
"Tmem181a",61.0108847724426,2.55356336865486,0.295848616410218,8.6313175962741,6.06492215095019e-18,1.0317510498549e-16
"Plac8",47.6371247752562,-7.48658842881545,0.86783031999094,-8.62678827457147,6.30988290880984e-18,1.07112958908205e-16
"Spryd7",296.118099333944,1.93532075667357,0.224337327451408,8.62683343275881,6.30739305525418e-18,1.07112958908205e-16
"Cbr1",126.759768707546,1.93213012193143,0.224027596417116,8.62451837555763,6.43629457592694e-18,1.09142246015905e-16
"Zmiz1",563.105246814746,1.68285564384464,0.195172252500471,8.62241236797007,6.55581298216947e-18,1.1105043973741e-16
"Tmem106c",65.8933308931967,2.14741796145058,0.249130680223301,8.61964475642181,6.71621474383287e-18,1.1364636428622e-16
"Gm2962",11.0857048311309,-5.25515640989159,0.609787075691865,-8.61801868124063,6.81225693087168e-18,1.15148883377255e-16
"Tmem170b",80.4232196277076,1.84396663460314,0.21398772912525,8.61716062944826,6.86348184498955e-18,1.15891459123315e-16
"Atp6v1h",392.108245069197,1.69182950061576,0.196459582188232,8.61159064766199,7.20537316786291e-18,1.21535216840949e-16
"Trim25",273.603898849444,1.07629985277256,0.125013989971166,8.6094352561726,7.34213763171658e-18,1.23710736829634e-16
"Mrpl27",180.49799881917,1.33562757302962,0.155218039229744,8.6048476044251,7.64182232523858e-18,1.28623850556902e-16
"Ttc28",12.5261639629396,-4.7965130026596,0.557444769202077,-8.60446320004994,7.66747462572432e-18,1.28919052199083e-16
"Klhl6",58.7727844878177,-3.21177805461387,0.373767343224964,-8.5929873565245,8.47368649766395e-18,1.42323895096599e-16
"Cyp4v3",49.7039842606844,3.0951685387745,0.360773363330352,8.57926014881627,9.54853016451759e-18,1.60207598504773e-16
"Mpv17",101.239750468969,1.79257219288466,0.209033546126246,8.57552400609437,9.86366759340509e-18,1.65320479316048e-16
"Cgrrf1",97.6557460595594,1.60453267853836,0.187113198354114,8.57519775543447,9.89166870551528e-18,1.6561509384819e-16
"Rasal3",135.785992796633,-2.28407864890139,0.266493828203404,-8.57085008046806,1.02723905651992e-17,1.71808435463632e-16
"Mctp1",30.1285059523129,3.68725244504815,0.430417913663832,8.56667979652909,1.06511535502732e-17,1.77956023933009e-16
"Kctd17",78.6562188523354,2.44864153465561,0.285844215282557,8.56634979383835,1.06817076327971e-17,1.78279046825119e-16
"Itgax",1136.08780870903,3.25688268727566,0.380221766551043,8.56574497777586,1.07379306718436e-17,1.7902936038292e-16
"Slc39a1",138.797498820714,1.9914326798906,0.232538953892381,8.56386702768188,1.09143706634783e-17,1.81780330683445e-16
"Gpc1",580.832172960849,1.90121725252061,0.222102901718868,8.56007390181296,1.12795194831387e-17,1.87665219966064e-16
"Adam8",1755.79210715311,2.16942768647559,0.253446213862727,8.55971629408759,1.13145605260772e-17,1.88051309831424e-16
"Cbr3",139.148930438969,3.42689720874671,0.400845882530851,8.54916405055739,1.23983189897428e-17,2.05848370353211e-16
"Creld1",65.5888887221523,2.43944041769878,0.285363333713005,8.54854190956488,1.24653201080595e-17,2.06744750727513e-16
"Rasgrp3",18.5672881174868,-5.05955053854961,0.592301769463839,-8.542183730313,1.31708794136364e-17,2.18219085509143e-16
"N4bp2l1",143.322511557611,-1.67678945925766,0.196351069669645,-8.53975209851828,1.34510095146713e-17,2.22628218936055e-16
"Rnf167",62.1905130314931,-2.47748669965302,0.290132888088948,-8.53914465185856,1.35219017732882e-17,2.23568675625158e-16
"Ift22",51.8068302264978,1.96577964487629,0.230231396581932,8.53827789806563,1.36236953632576e-17,2.25017563021622e-16
"Tmem108",11.7665539360373,-6.24255124488003,0.731137106517974,-8.53814036960872,1.36399163899943e-17,2.2505153844301e-16
"Pla2g15",146.577934562113,2.51117100904686,0.294195676471058,8.53571690505079,1.39289031238895e-17,2.29581267360456e-16
"Nxf1",267.352024920968,-1.03255864059318,0.120981614207486,-8.53483934197078,1.40350315432045e-17,2.3109079397925e-16
"Fgd6",54.8680079119009,2.35172388160434,0.275616913117465,8.53258189058252,1.43117176301934e-17,2.35402568764123e-16
"Plxnb2",157.148496340038,2.18859624632062,0.256589785436438,8.52955328131241,1.46913920910022e-17,2.41397651431162e-16
"Sltm",307.291915778311,-1.16879014007755,0.137041492426954,-8.52873184156647,1.47960722117491e-17,2.42866520012894e-16
"St3gal1",601.506164699423,1.65072674695834,0.193588810130712,8.52697398079857,1.50225641871382e-17,2.46329744447305e-16
"Acod1",3399.09813182282,2.73222568574504,0.320506067763569,8.52472374332879,1.53174952930889e-17,2.509068893937e-16
"Dusp11",190.045269065949,-1.31073402279244,0.153760682243861,-8.52450706945778,1.53461937855375e-17,2.51118097897431e-16
"Ythdc1",185.54763815875,-1.22139359375628,0.143306466638959,-8.52294821303087,1.55542344614827e-17,2.5426052608899e-16
"Arrb1",146.87928092311,1.58595882232673,0.18618744994285,8.51807585749491,1.62225938093156e-17,2.64913456357878e-16
"Plbd2",217.245368577333,1.71488697527147,0.201366918818592,8.5162299017764,1.64831454398236e-17,2.68891886954166e-16
"Tnfsf14",13.9482516232406,-4.92832575654374,0.578841104170191,-8.51412541548658,1.67852277808247e-17,2.73538958163614e-16
"Tpra1",183.584695620675,1.92922965401554,0.226607135141299,8.51354328632495,1.68697479948179e-17,2.74634657673834e-16
"Gpr183",24.3777439859265,-5.72335676322035,0.672414131025594,-8.51165449853179,1.71468861775665e-17,2.78860669882655e-16
"Tmem150c",18.1221711215778,-5.24837212955257,0.616858048821037,-8.50823319819439,1.76603726559997e-17,2.86917853917361e-16
"Cd7",17.3656645399956,-5.92150368265787,0.696061592503786,-8.50715474956429,1.78253550819175e-17,2.89302417667607e-16
"G0s2",16.0756138835511,-4.68960737406694,0.552234793381761,-8.49205343500513,2.03017623698234e-17,3.291578594838e-16
"Apol7c",44.2072475956678,-5.3554590477692,0.631026810404593,-8.48689621338823,2.12229149349998e-17,3.43741993274425e-16
"Sh3bp5",239.087278701632,-1.57186897595172,0.18525930716445,-8.48469639669122,2.16282683073312e-17,3.49950667143774e-16
"Ipcef1",21.793691279338,-4.56429303875179,0.53805730917861,-8.48291243495895,2.1962594664532e-17,3.5499864356536e-16
"Tnrc6a",253.877682808181,-1.18241405825946,0.139438657067459,-8.47981530464268,2.25551700535917e-17,3.64206399371461e-16
"Phlda3",64.7476427025029,2.80776818376417,0.331186147485389,8.47791553204394,2.29264312264213e-17,3.69825447468638e-16
"Dram2",95.6374181910935,1.76808101337068,0.208655355887523,8.47369100999151,2.37737513587467e-17,3.83104599735422e-16
"Hes1",12.3639822093023,-5.2647479565707,0.621589167123269,-8.46981935180128,2.45773898159006e-17,3.9565364415891e-16
"Setd1b",242.097982760289,-1.13061085165318,0.133512012048178,-8.46823318972375,2.49143153902891e-17,4.00671616635934e-16
"Timeless",30.4923818874594,-2.87793893618124,0.340006586239672,-8.46436231724221,2.57557981705751e-17,4.1378551782838e-16
"Ifi211",362.965154386127,2.76474927731448,0.326645766929973,8.46405971612422,2.58227495543217e-17,4.14442088554159e-16
"Ptpn22",85.728463300942,-2.12123142535645,0.250717534340258,-8.46064249530171,2.65908412758441e-17,4.26338927378291e-16
"Hcfc1r1",336.9789762303,1.09340451561528,0.129249866156419,8.45961816542264,2.68254406868445e-17,4.29666761162573e-16
"Fth1-ps",113.803090564766,3.33989609459442,0.394915160277394,8.45724963368949,2.7375746988684e-17,4.3803952054703e-16
"Gm45620",10.8262781012938,-4.42350352365827,0.523188764571815,-8.45489013373313,2.793502542747e-17,4.4653885212985e-16
"Rhoj",45.7976738268626,4.67544265332062,0.553091694308233,8.45328668181922,2.83215135817731e-17,4.52261838493259e-16
"Fgfr1",98.9005321211308,2.53026158609912,0.299336111849071,8.45291124572004,2.84127662918822e-17,4.53263497602125e-16
"Prkca",23.713258634868,-3.24191264578475,0.383551850031854,-8.45234521881595,2.85508921903537e-17,4.55010156481976e-16
"Ndufc1",300.833743936564,1.7023105226777,0.201616467164845,8.44331093891186,3.0847311119141e-17,4.91115156685402e-16
"Rexo1",117.630942503846,-1.21507214764639,0.143949333188912,-8.44097100506736,3.14712216101874e-17,5.00546786951218e-16
"Ccr6",19.0961787198135,-7.54719586595004,0.894696322820036,-8.43548327343257,3.2983699805087e-17,5.24078006203028e-16
"Ighg2c",43.8451317023177,-4.7727430317568,0.565906528106117,-8.4338009807546,3.34615571464306e-17,5.31139541957679e-16
"Rac2",101.614467510967,-1.50663253955545,0.178677989014403,-8.43211045672782,3.39486311887367e-17,5.38333134688461e-16
"Zfp687",61.6660847159537,-1.50246589743551,0.17822497343455,-8.43016479947617,3.4517875870486e-17,5.46814087443821e-16
"Fabp5",2919.29417384235,2.7088358198862,0.321341944224967,8.42976109583062,3.46371624616456e-17,5.48157245371601e-16
"Wdr6",44.3244046135837,-1.72824056632295,0.205021424751724,-8.42956080524665,3.46964952763577e-17,5.48549864125421e-16
"Slc12a7",51.7059916676186,-2.66312017984483,0.316155890932199,-8.42344000610745,3.65588328194633e-17,5.77418781976593e-16
"Creb5",96.3640344409276,1.96535503533866,0.233515752900757,8.416370248794,3.88328673344436e-17,6.12118481227158e-16
"Rsrc2",213.421633029625,-1.10162497113913,0.130890342959651,-8.41639609332158,3.8824305357775e-17,6.12118481227158e-16
"Ahctf1",127.464333729599,-1.44392793186242,0.17168663983207,-8.41025215051534,4.09130225524336e-17,6.44268597954032e-16
"Zap70",26.1482311044119,-7.51334843780672,0.893381617291912,-8.410010114806,4.09975365906015e-17,6.44960256324818e-16
"Setd2",117.866009453488,-1.13332989149563,0.134810604872523,-8.40683040156452,4.21239513432271e-17,6.62025185848205e-16
"Slc2a1",477.291023097202,2.21471795286772,0.263544588020007,8.40357971114772,4.33070619733978e-17,6.79946549106045e-16
"Bag3",102.926346065489,2.1353894319053,0.254222977229974,8.39967124597711,4.47730343357766e-17,7.02269242409827e-16
"Fgd4",23.7610873090236,3.51212517849694,0.418215803356068,8.39787772320675,4.54620230797006e-17,7.1237286460884e-16
"Slc17a9",34.8495885074399,-2.43483743590952,0.289983486946055,-8.39646926641194,4.6010409041657e-17,7.20255555924028e-16
"Mcoln2",207.421639287508,1.63293792276291,0.194672379032601,8.38813359592964,4.93920745572007e-17,7.7243176440882e-16
"E2f1",34.7517690801341,2.44567588177656,0.291596297276233,8.3871980015567,4.97866067797157e-17,7.77836180061852e-16
"Lox",78.8361305915575,8.73813272712177,1.04201490306955,8.38580398551032,5.03802243560883e-17,7.86337313157059e-16
"Zbtb46",22.8758794301153,-3.1350712602759,0.373996691863778,-8.38261762330722,5.17634232295711e-17,8.07133495284254e-16
"Nsg2",32.4464727758223,-7.2988061500372,0.870805341624234,-8.3816736085052,5.21803651351892e-17,8.12837080032373e-16
"Irf3",205.289084087028,-1.26402321721537,0.150837281045132,-8.38004509533136,5.29074285263073e-17,8.23355662932906e-16
"Ndufs8",195.174560092517,-1.52653800747846,0.182205778405094,-8.37809876745258,5.37894994698891e-17,8.36263558783824e-16
"Zfp740",138.625630017988,-1.15689637417011,0.138115921666887,-8.37627089047965,5.46310889075853e-17,8.48517469846161e-16
"Ppp3cc",87.7860907611057,-2.08972978905925,0.249510538832536,-8.37531672544626,5.50755503717018e-17,8.54585370953096e-16
"Ell2",285.598051625153,1.91277974953461,0.228412772351229,8.37422412873365,5.55888763481786e-17,8.60869060717554e-16
"Nedd9",68.6920971036415,-1.59814419796189,0.190840337674792,-8.37424738099796,5.55779029354582e-17,8.60869060717554e-16
"Mef2b",19.4829965879121,-4.92450703415151,0.588584516169793,-8.36669483967685,5.92568992849471e-17,9.16552903020714e-16
"Sdf2",201.732828905514,1.08038406881308,0.129130455481764,8.3666092927679,5.92999171946185e-17,9.16552903020714e-16
"Kcnj2",44.2185421196724,4.98948173443087,0.596391355748292,8.36612014298995,5.95464820763609e-17,9.19469439952671e-16
"Mcm2",40.1987918982639,-2.14046925330239,0.255875398379177,-8.3652796121121,5.99725307265232e-17,9.25149068654104e-16
"P2rx7",79.9615967283318,2.78792320317576,0.333365178620063,8.36297064593289,6.11584350864965e-17,9.42528006876181e-16
"Sord",43.4179427279437,2.23399004192925,0.267210041986535,8.36042697093628,6.24916723601155e-17,9.62141649350655e-16
"Chd6",45.3627142446141,-1.69775120401693,0.203216858688241,-8.35438169340805,6.5776334119134e-17,1.01173298433584e-15
"H2-Ab1",2672.77149641196,-1.97191350883273,0.23605870723986,-8.35348770604364,6.62763133156625e-17,1.01843746834871e-15
"Axin2",10.8178379280462,-4.89512740914365,0.586123582172593,-8.35169844386539,6.72882763281507e-17,1.03298881408501e-15
"Ezr",445.844242253919,-1.9049036093596,0.228107882383581,-8.35088901555957,6.77510608925516e-17,1.03908938853451e-15
"Fam43a",50.6075474766795,-3.01212530090288,0.360814108807943,-8.34813613817467,6.93486142231451e-17,1.06256521831394e-15
"Tpcn2",66.3647979894449,1.86598898923506,0.223570254514395,8.34632045881091,7.04225648727739e-17,1.07798086056214e-15
"Ilf3",128.17425351535,-1.13530827336379,0.1362057381109,-8.33524555653756,7.73375190680093e-17,1.18269089554533e-15
"Zfp704",61.8409373831297,2.12709954322143,0.255542287011272,8.32386517354601,8.51404452775899e-17,1.30076589905349e-15
"Ptpra",298.887751694742,1.20259674688071,0.144539801440662,8.32017710619598,8.78319714062948e-17,1.34059768844824e-15
"Vamp2",88.7139897393864,-1.46852147656283,0.176517054985382,-8.31943109794376,8.8386519278942e-17,1.34776718313158e-15
"Snx24",58.9208031688057,3.0765340040588,0.369943135982258,8.31623486104185,9.0801799898259e-17,1.38326922203589e-15
"Eea1",260.612160717704,1.42970929191824,0.172207876380887,8.30222938674432,1.02175687046425e-16,1.55504740563281e-15
"Kmt5b",98.6590268239546,-1.44266668226849,0.173802276712294,-8.30062016193621,1.03569326037692e-16,1.57474930278746e-15
"Rapgef4",14.2675978368968,-6.25631340440981,0.753815395573333,-8.29952988642719,1.04524173311703e-16,1.58774817375683e-15
"Fth-ps3",139.673138818897,7.5215588707685,0.906853091470996,8.29413158703343,1.09381320422132e-16,1.65994250256662e-15
"H2-T22",697.360386663623,1.15158891872396,0.139016343836998,8.28383833827655,1.19267485265825e-16,1.80824529903502e-15
"Gng11",70.634480767318,4.12556768319664,0.498695672449977,8.27271602925423,1.30941313578085e-16,1.98334273731382e-15
"Sigmar1",165.867812178796,1.54414628490535,0.186856976749237,8.2637871583334,1.41122143641745e-16,2.13551403840352e-15
"Sdcbp",1295.23455922088,1.65748959980023,0.200654625506568,8.26041062156315,1.45172190782768e-16,2.19471069395567e-15
"H6pd",71.2268877744818,2.2007053780645,0.266511695632231,8.25744391008392,1.48825100350344e-16,2.24779659645116e-15
"Snx21",27.2900501163401,2.69163521941062,0.326147134557444,8.25282498055043,1.54693519876572e-16,2.33421209621923e-15
"Phf14",73.3262851306652,-1.52001758958733,0.184237233722453,-8.25032789993572,1.57960506026413e-16,2.38124713496554e-15
"Ddx6",387.549810131038,-0.957375593495937,0.116058685201641,-8.24906461616887,1.5963910553713e-16,2.40363396890601e-15
"Galnt6",195.802624597781,1.46033729251488,0.177032403179882,8.24898304651625,1.59748094352366e-16,2.40363396890601e-15
"4931406C07Rik",59.5171367944036,2.03314311759963,0.246545823463804,8.24651210487092,1.63084624430012e-16,2.45151522948767e-15
"Iftap",26.601423940399,3.23745018677448,0.392780670733424,8.24238672623404,1.68808907166434e-16,2.53516514741728e-15
"Fryl",92.6052971345185,-1.51400565655092,0.18373720111651,-8.24006051768944,1.72123571774892e-16,2.58250371287183e-15
"Ifi207",224.189649875829,3.32535690464464,0.403836411605765,8.23441574131987,1.80436054904997e-16,2.70466837394859e-15
"Pan2",49.7179828789246,-2.08582747809799,0.253382029314409,-8.23194716587335,1.8419449806233e-16,2.75840375090703e-15
"Sema7a",274.338888432743,-4.97423070738113,0.604576359657491,-8.22763018752365,1.90953543872789e-16,2.85693112862029e-15
"Bag1",427.205992838419,0.979275475248456,0.119089336159276,8.22303244632017,1.9842112590185e-16,2.96586384708795e-15
"E130307A14Rik",20.2716997373106,-2.6642735006889,0.324141570757544,-8.21947488704484,2.04396154858954e-16,3.05230310578376e-15
"Pkp3",44.1850058610536,-3.89934954048234,0.474719603127641,-8.21400573052362,2.13929366767105e-16,3.19166545404932e-15
"Spn",86.6326772435087,-2.34770119218582,0.285890323180137,-8.21189456876632,2.17725415408817e-16,3.24281017359782e-15
"Zdhhc9",112.750076395553,1.64049484839221,0.199771108380041,8.21187238582753,2.17765652667183e-16,3.24281017359782e-15
"Atp5mf",778.649540176107,1.15357151257983,0.140507996222323,8.21000614623072,2.21177174104975e-16,3.29052820164227e-15
"Slc6a6",1231.55620857749,1.89248990347354,0.230544797048393,8.20877299207187,2.23460255327108e-16,3.32138446856166e-15
"Batf3",147.762919426951,-3.05859339493888,0.373001807349353,-8.19994255972655,2.40501919831346e-16,3.5713411254208e-15
"Ptk6",14.4179100114498,-8.77070477998866,1.06992843133994,-8.19746865592172,2.45501792757929e-16,3.64218299265241e-15
"Entpd1",78.310989763686,2.41849200374144,0.295059163773647,8.19663410148067,2.47211468983025e-16,3.66412596144709e-15
"Ifi208",95.7841756994111,-2.54145207693483,0.31019615292768,-8.19304834359875,2.54691814685415e-16,3.77148018968924e-15
"Ttc7b",111.611377899864,1.58568874191883,0.193599601399353,8.19055788574641,2.60018076059388e-16,3.84676649023055e-15
"Aqp9",41.6042956321863,-3.40818250642678,0.416119460189714,-8.19039442393045,2.60371481062138e-16,3.84841159311285e-15
"Ampd3",318.473499516808,2.48701212939899,0.303939057684198,8.18260130286736,2.77781048267664e-16,4.10191735680754e-15
"Atp13a2",434.176657511992,2.28455350599178,0.279209161434558,8.18222974580738,2.78639152831222e-16,4.11076833735866e-15
"Kctd12",117.058202155953,2.53071366106414,0.309393936930563,8.17958388639046,2.84825730415881e-16,4.19814103022072e-15
"Sowahc",102.081710868313,1.63894069952344,0.200439377010539,8.17674013942512,2.91626003857492e-16,4.29438885569202e-15
"Zfand6",297.45952613993,-1.08778115578783,0.133056125872184,-8.17535569037058,2.94994319511915e-16,4.33996735437483e-15
"C1ra",28.811707765778,3.67464729416071,0.449598375726095,8.17317742357546,3.00371750211387e-16,4.41499235810243e-15
"Dhrs1",197.003252957878,1.5051961613304,0.184208285598384,8.17116426897364,3.05427422943157e-16,4.48515371824752e-15
"Gm12216",44.9640904813597,-2.96489108377492,0.362890044205878,-8.17021886137181,3.07830495246021e-16,4.5162684570305e-15
"Gimap7",14.9354241512063,-5.94735651242195,0.728153368507501,-8.16772505579734,3.14259119333409e-16,4.60633131650234e-15
"Hivep2",59.0215767107737,-2.46725092035187,0.302118649317992,-8.16649659304874,3.17474363028534e-16,4.64917064899574e-15
"Nbdy",74.1821969634706,2.33598503638618,0.286052134164854,8.16629123640776,3.1801499488069e-16,4.65279949692384e-15
"Brd9",103.964240874065,-1.44651838250697,0.177163969118614,-8.16485648692202,3.21817585931439e-16,4.7041026889279e-15
"Man1a",181.553225669561,-1.8167958065671,0.222743057295762,-8.1564643523534,3.44974263585645e-16,5.03795595047087e-15
"Nr2c2",69.2561018517856,-1.4643552706844,0.179562869885307,-8.15511175344734,3.48857148888768e-16,5.08998277198681e-15
"Hjurp",49.7598394435912,-1.6766882825929,0.205666868513563,-8.15244718175078,3.56632728021041e-16,5.19865817938195e-15
