"","baseMean","lgFC_MoDC_Treatment_48H_Wash_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Gm12992",0.917178833117309,-4.37383240792449,1.81331702005136,-2.41206163045919,0.0158625999143826,0.034342669306394
"Gm10243",1.16336348458093,-3.37866086824206,1.4012807286295,-2.41112348097908,0.0159034630690574,0.0344264475073913
"Rock1",60.2116835005528,-0.526696038867643,0.218465777830624,-2.41088578768611,0.0159138310068837,0.0344441984563923
"Ubl7",21.7050372473776,-1.35887052494666,0.563658056294445,-2.41080653380533,0.015917289300952,0.0344469912425533
"1600010M07Rik",5.33446949235372,1.48599692698274,0.616532849276765,2.41024777305202,0.0159416899448757,0.0344949036912364
"Pomgnt1",67.9629252856328,0.43830639678081,0.181854770451716,2.41020015967733,0.0159437707035332,0.0344949036912364
"Lrrc75aos2",0.603618814866168,-4.24007023746354,1.75939136465137,-2.40996421981628,0.01595408506792,0.0345125197609505
"Pole2",5.51167899155574,-1.55653205615302,0.645919790136887,-2.40979155604312,0.0159616369675002,0.0345241559728574
"Med26",31.584264270083,-0.612103879159306,0.254133157842292,-2.40859510170319,0.0160140534152918,0.0346328153961578
"Aph1a",38.4122821089207,0.614585344333039,0.255217070936105,2.40808869907806,0.0160362843638837,0.034676173415589
"Xkr8",43.859765926933,1.01151129068016,0.420118833759903,2.40767899317325,0.0160542902006418,0.0347103846779151
"Zfp105",5.63191006854027,1.45969427941955,0.606463918581794,2.40689385583404,0.0160888452422829,0.0347803621843037
"Cpt1a",183.136034613883,0.459764156659707,0.191047891141464,2.40653876843513,0.0161044946163782,0.0348094565310343
"Ociad1",370.233011983524,0.480378688253133,0.199680162910197,2.40574066673401,0.0161397173120605,0.03488084444659
"Gm14719",3.64418058000701,-2.04988970428811,0.852223404224648,-2.40534312262064,0.0161572874135824,0.0349140676886183
"Gm28809",2.71006329723422,-2.30066917602684,0.956533373206041,-2.40521579327193,0.0161629184923916,0.0349205609632434
"Polr2e",266.664705333773,-0.337530827373565,0.140335200658197,-2.40517579189316,0.016164687890028,0.0349205609632434
"Elfn2",0.972760809763095,-4.82290724421387,2.00547239608023,-2.40487341218977,0.0161780686857105,0.0349447163332319
"Hnrnph3",136.830149556998,-0.515832353409634,0.214501010069207,-2.40480151232484,0.0161812518043634,0.0349468410927729
"Fcgrt",37.5398528522791,-0.763694224307999,0.317580547962418,-2.4047260740868,0.0161845921640112,0.0349493048238616
"Zfp87",16.0665941475523,-0.730042040170417,0.303648296402933,-2.40423558708748,0.0162063254159836,0.0349914804368206
"Cep78",15.3236938153268,0.752819457121536,0.313130274144269,2.40417334024588,0.016209085377933,0.0349926844524426
"D330023K18Rik",16.6465852415152,0.866914592457531,0.360697959101444,2.40343636713985,0.0162417934293588,0.0350562271844453
"Hyal3",3.20662519065066,-2.04117190037032,0.849281342935466,-2.40341073938489,0.0162429318731126,0.0350562271844453
"Noc4l",61.5094200831391,-0.676297888833624,0.281399450485827,-2.40333763149153,0.0162461798790556,0.0350584750914456
"Afg2b",30.4445919719473,-0.899311295384511,0.374274520282452,-2.40281196461312,0.0162695507907921,0.0351041407543312
"Pdia4",52.9922717654851,-0.725852936968756,0.30212584318413,-2.40248543229182,0.016284083141122,0.0351307260053343
"Rnaseh2c",178.84061715575,0.459010243670926,0.191084099082294,2.40213730956883,0.0162995889354222,0.0351594038277115
"Henmt1",1.39095549924521,-3.62877722997224,1.51070189315929,-2.40204718508923,0.016303605298909,0.0351632936873035
"Mfn2",64.3592055958695,0.611887803917053,0.254745274261345,2.40195939136171,0.0163075186294341,0.0351669603017208
"Fam161a",1.83454342769398,2.66923778674064,1.11161949226797,2.40121534869342,0.01634071684719,0.0352337698446195
"Gm44836",4.28879232114541,-1.56684617426465,0.652639819428597,-2.40078237278943,0.0163600629887575,0.0352706975343783
"Rad51c",3.57720053805944,-1.7662688255887,0.735742784140292,-2.40066075218471,0.0163655008348411,0.0352776343460576
"Smarcc2",176.04543217151,-0.323452530342657,0.134758785300218,-2.40023334747389,0.0163846233611677,0.0353140641054793
"Vps54",124.273961247723,-0.511023535459879,0.212925013411617,-2.40001645307868,0.0163943349458039,0.0353302031674865
"Gm38305",5.13555670840639,1.85928049559222,0.774736263719225,2.39988830091223,0.0164000754170344,0.0353377811637184
"Ints11",110.305854554568,-0.435318427932118,0.18145106044932,-2.39909552941799,0.0164356262317356,0.035408613400405
"Prrt2",0.859580525987498,-4.32527749595924,1.80290817798975,-2.39905589689095,0.0164374052766937,0.035408613400405
"Wdr74",116.352434685523,-0.488323478782879,0.203570283977091,-2.39879548843107,0.0164490988315049,0.0354289997741333
"Gm49839",1.86907098783119,-2.53406143647649,1.05650209270899,-2.39853896548267,0.0164606250528361,0.0354490202581339
"Exoc2",116.074606018381,0.406545573993097,0.169514429870113,2.39829479003413,0.016471603059945,0.0354678548610199
"Grpr",1.00889470219995,-4.51430912384016,1.8825754614717,-2.39794325179991,0.0164874193390447,0.0354971010674907
"Rasl10a",0.819373238100356,-3.77957052409429,1.57663222106067,-2.39724298007281,0.0165189654656331,0.0355602008242033
"Gm44663",1.71988179246664,-3.95024619302104,1.64827865523125,-2.39658881736039,0.0165484823347818,0.0356189157162486
"Elof1",152.539514617125,0.524201971115767,0.218736381295379,2.39650106676991,0.0165524453034599,0.0356226199954862
"Gpam",14.5941714098833,0.93041703091569,0.388367911887277,2.395710362358,0.0165881924940801,0.0356947170284993
"Runx3",168.302438332379,-0.668788669619751,0.279203264601408,-2.39534688311943,0.0166046478689271,0.0357252877439922
"Ubxn11",11.0068873988145,-1.34716260235275,0.562525771085512,-2.39484601701557,0.0166273464860266,0.0357692808443645
"4930453N24Rik",124.224877866269,0.543694936545608,0.227076316806166,2.3943269126111,0.0166509003895017,0.035815101704182
"Cdan1",29.8586988638195,-0.680243710128641,0.284128173152515,-2.39414382101242,0.0166592149954826,0.0358232869215352
"Myo1b",6.85569769602172,1.65726614129998,0.69221076478314,2.39416406911727,0.0166582953037213,0.0358232869215352
"Cep350",100.231338689878,-0.47891645597416,0.200070897161759,-2.39373373523163,0.0166778511521953,0.0358585083839284
"Tubb3",1.30884116844142,-3.24233473936778,1.35455192413611,-2.39365850920453,0.0166812717501004,0.0358610102607692
"Rpl36a",792.019257217218,-0.526062354986872,0.219827651565504,-2.39306725628244,0.0167081780284155,0.0359139936003104
"Bag5",83.3210689890843,0.503189173287346,0.210371619202148,2.39190616679062,0.0167611268936362,0.0360229332088444
"Eps15",69.9449901493492,-0.544382396393454,0.227618508917224,-2.39164380341066,0.0167731117677056,0.036043815644722
"Hsf4",5.05035699608904,1.66066828219804,0.694479523301909,2.39124153625491,0.0167915021181017,0.0360784553285352
"Atat1",32.9293903645457,-0.55486051183803,0.232109858920104,-2.39050816031481,0.0168250752443226,0.0361457031580642
"Gbp11",22.3940086053704,-3.17801566802099,1.32958323614374,-2.39023445966299,0.0168376200433535,0.0361628744077919
"Sema6c",1.46031027016013,-2.54801445160573,1.0659883303896,-2.39028362597035,0.0168353659494375,0.0361628744077919
"Gm43573",1.94949099139953,2.82657321163625,1.18286888573895,2.38959131118784,0.0168671304372336,0.0362213590373299
"B4galt4",7.78793215979525,1.16848058151402,0.489262407653027,2.38824925691548,0.0169288558484287,0.0363489987264437
"Cyfip1",374.606273428637,0.353898727054332,0.148213030894929,2.38777066306145,0.0169509158313923,0.0363914473240091
"Polr2h",25.1069035444254,-0.681362611901396,0.285363682491832,-2.38769911416775,0.0169542159247001,0.0363936148105323
"Tasl",2.64259047627199,-2.58362841204079,1.08278544945844,-2.38609450591805,0.0170283745129833,0.0365464360842037
