"","baseMean","lgFC_cDC_Treatment_6H_vs_MoDC_Treatment_48H_Wash","lfcSE","stat","pvalue","padj"
"Gm45193",3.85273682907605,4.35208658991021,0.94743531756316,4.59354481433514,4.35779381611855e-06,1.74533442737132e-05
"D830025C05Rik",12.0979450555599,2.37597283822264,0.517372668573774,4.59238182173869,4.38215670007875e-06,1.75466691020591e-05
"St3gal1",601.506164699423,-0.862485436086348,0.187893550583644,-4.59028760384406,4.42635674547014e-06,1.77193598239365e-05
"Pnrc1",1057.16295208992,0.736162963123956,0.160410650854094,4.58923992393468,4.44862879544821e-06,1.78042071835258e-05
"Ttll3",20.0401899405698,2.1099742859429,0.459796463066095,4.58893109327723,4.45521451892087e-06,1.78262491871536e-05
"Sptb",6.56901299256577,6.18771664851888,1.34864966102575,4.58808304879762,4.47334689444784e-06,1.7894469926423e-05
"Vps13a",43.0283482726696,1.25669732493901,0.27400223287728,4.58644921153564,4.50848012973486e-06,1.80306487626769e-05
"Cpt1a",183.136034613883,-0.875652227167012,0.19100182501634,-4.58452282899444,4.55024373171017e-06,1.81932719749369e-05
"Tmem147",110.395321892002,-0.799328436090804,0.174376777727974,-4.58391562515134,4.56348443712502e-06,1.82418008218056e-05
"Taf1b",31.6945776198979,1.13458728708562,0.247521181861626,4.58379876240206,4.56603698164962e-06,1.8247592317528e-05
"Sumo2",5.81773104964433,2.87786156169387,0.627918844510545,4.58317438129624,4.57969805739617e-06,1.82977641331394e-05
"Gsto1",471.42097361614,-0.914550039786527,0.199606696817463,-4.58176030347753,4.61078211280731e-06,1.84130581331022e-05
"Tmem250-ps",34.9673913537961,-1.33634764360225,0.291664135497455,-4.58180311172988,4.60983814855728e-06,1.84130581331022e-05
"Ccdc115",153.574007941406,-0.828044137507439,0.180745483503068,-4.58127152866523,4.6215732153676e-06,1.84516952353713e-05
"Acsl1",846.121473823225,-1.06044110783785,0.231607946721438,-4.57860415779808,4.68089063970939e-06,1.86749915410993e-05
"Armc5",91.4043379380826,0.840510672441048,0.183571961569707,4.57864406554202,4.67999781504479e-06,1.86749915410993e-05
"Vps53",156.337080751154,-0.677218317383353,0.147907617200689,-4.57865747687942,4.67969781033112e-06,1.86749915410993e-05
"Idnk",179.450927633143,0.97270097192066,0.212472908849014,4.57799997745536,4.69442744173977e-06,1.87244798297427e-05
"Gipc3",4.09583375316122,3.34493059501782,0.730698173720018,4.57771856468264,4.7007453537339e-06,1.8745157485114e-05
"Atp5pf",434.600008987243,-0.79384117954376,0.17341723811903,-4.57763708010897,4.70257625901036e-06,1.87479366506434e-05
"Trim29",6.68723847722143,-5.06737739000559,1.10712141131383,-4.57707468957005,4.71523144712484e-06,1.87938576459294e-05
"Sgcb",26.3604545359384,1.71960878973112,0.375885643108944,4.57481902077522,4.76631819537572e-06,1.89928991863453e-05
"A930006K02Rik",6.50319154505438,2.70261253399037,0.59078328263905,4.5746259472978,4.77071550050552e-06,1.90058408120139e-05
"Rsl24d1",23.1985535178701,1.2016196091426,0.262737441786795,4.5734616313943,4.79731562096739e-06,1.91072076996998e-05
"Mcm10",8.43730621750495,2.71018286749775,0.59259869866876,4.57338646471216,4.79903776190084e-06,1.91094632267598e-05
"Osbpl9",336.864566249243,-0.879228965104413,0.192270418049334,-4.57287696164895,4.81072658592296e-06,1.91513948097916e-05
"6530402F18Rik",70.051663816059,1.34167369991016,0.293410684637731,4.57268180798085,4.81521094506707e-06,1.91600198687831e-05
"Slc22a15",7.25578266860442,2.56613956818245,0.561188222709724,4.57268963306414,4.81503105854189e-06,1.91600198687831e-05
"Fosl1",21.1688541461256,2.43405278262554,0.532341307112839,4.57235377022809,4.82275781766052e-06,1.91854319055297e-05
"Fut7",8.50277728305701,-3.20068285946697,0.700374146645006,-4.56996146245427,4.87813908870186e-06,1.93964101860288e-05
"Tspan9",5.01952530744182,4.55249251429941,0.996166623780827,4.57001108611829,4.87698415323224e-06,1.93964101860288e-05
"Hsd17b12",226.080217573594,-0.676172743576278,0.147974602762935,-4.5695188968309,4.88845090229449e-06,1.94327383427831e-05
"Snx8",189.283051718882,-0.856100867122518,0.187410360544174,-4.56805517387994,4.92270467287951e-06,1.95642010472877e-05
"Ppp1r8",68.5989732858336,1.15631209258753,0.253168893524968,4.56735452957018,4.93918225636576e-06,1.96249700179032e-05
"Dcp2",129.259261548367,1.07855655961328,0.23620149941289,4.56625619352196,4.9651190081147e-06,1.97232850939837e-05
"Gm37881",1.69257603830673,6.1220426810545,1.34106545334913,4.56505882376249,4.99354299597811e-06,1.98314307836911e-05
"Slc39a13",45.712998087889,-1.06497859212087,0.233460751380895,-4.56170292360338,5.07404048945608e-06,2.01462803583519e-05
"Nipal3",54.6204295688018,-0.947481061339528,0.207713374192511,-4.5614831737382,5.07935472046624e-06,2.01625381977115e-05
"Cdca2",6.51870310030558,2.68478462077299,0.588591391319866,4.56137255890302,5.08203174535124e-06,2.01683223345876e-05
"Prdm1",46.1308978950199,1.31590216608936,0.288532805661451,4.56066741898795,5.09912884624979e-06,2.02313168262654e-05
"Yipf3",227.243607632011,-0.644420831292424,0.141355857621767,-4.55885480895128,5.14333124342234e-06,2.04017983319341e-05
"Cdc42bpb",92.6904690149315,-0.874419562128793,0.191846217519755,-4.5579192200584,5.16628989231758e-06,2.04830385586778e-05
"Coq7",45.9512213406357,-0.940270791571884,0.20629381770255,-4.55792035865873,5.16626189237292e-06,2.04830385586778e-05
"Pdxdc1",101.374239267263,-0.838019059012851,0.183916709118777,-4.55651399499348,5.20095753298836e-06,2.06155432493159e-05
"Gpank1",87.1262089183268,0.700594849890707,0.153763628769353,4.55631058851768,5.20599409543442e-06,2.06305609731105e-05
"Ppfibp1",61.1925232014339,-1.03231037349874,0.226592820225497,-4.555794717906,5.21878855508583e-06,2.06763074961021e-05
"Gtf2f1",210.478424965646,0.632314716513801,0.138806496359942,4.55536832277745,5.22938659457254e-06,2.07083709145073e-05
"Pum1",178.949603319415,0.802457165528893,0.176154615984574,4.55541378262359,5.22825571067127e-06,2.07083709145073e-05
"Cxcl2",15834.1253891574,3.97266145080451,0.872154774674634,4.55499593209996,5.23865920968668e-06,2.07401227762811e-05
"Hacl1",10.4485194692628,-2.33239967820313,0.51215045976461,-4.5541298142642,5.2602866745599e-06,2.08207612139092e-05
"Calr",1958.66518278812,-1.02604642411391,0.225376813803997,-4.55258199277867,5.2991497519353e-06,2.09695650667177e-05
"Zmym1",23.1604547395487,1.38500043696311,0.304241312611343,4.55230890596504,5.30603495032244e-06,2.09917865120079e-05
"Map3k8",144.449894240219,1.29103515263018,0.283620687405812,4.55197808184891,5.31438732327685e-06,2.10198003865398e-05
"Tspan32",107.628426189017,1.85813723421148,0.408219960474718,4.55180396384992,5.31878836484889e-06,2.10321760430631e-05
"Kalrn",5.61030094769536,4.0862207154351,0.897746279908084,4.55164316119858,5.32285594431913e-06,2.1043227481451e-05
"Rbfa",123.250833744754,-0.679509122424572,0.149302039934542,-4.55123803212929,5.33311708503684e-06,2.10787532313923e-05
"Tuba8",16.767090886875,2.14925899184597,0.472252768759627,4.55107758815476,5.33718605568053e-06,2.10897937520474e-05
"Phf21a",98.0365553599777,1.05118573693166,0.230983322016485,4.55091617764783,5.34128253739166e-06,2.11009376799752e-05
"Atp5if1",948.249892612635,-1.02577550188858,0.22542609231583,-4.55038496808715,5.3547855178551e-06,2.11492281334683e-05
"Phf1",52.4046674042783,1.3870656532504,0.305033493641323,4.54725688216191,5.43496459692182e-06,2.1460776135875e-05
"Fkbp11",63.2083115677405,-1.97090075883422,0.433448392476434,-4.54702518925911,5.44094884664124e-06,2.14792758551861e-05
"AI467606",137.070484633943,-0.83267858654401,0.183153599171975,-4.54634028655998,5.45867567350817e-06,2.15441119384365e-05
"Agtpbp1",51.0400938056906,-0.931182976991113,0.204830318350517,-4.54611887776115,5.46441804927236e-06,2.156162854621e-05
"1110065P20Rik",52.100699408538,-0.879302133733922,0.193443459159362,-4.54552527935068,5.47984194602932e-06,2.1617329251659e-05
"Dusp6",35.2090425353754,-1.96260473798564,0.431804609221497,-4.54512225222429,5.49033783718733e-06,2.1653567619804e-05
"Fam91a1",59.2169579649951,-1.22926664017223,0.270494206173614,-4.54452114727823,5.50602796353317e-06,2.17102695733589e-05
"Mdfic",152.357643794046,-1.02851510263821,0.22632317086673,-4.54445339688109,5.50779908327414e-06,2.17120749269841e-05
"Rabep1",116.02036251275,-0.801261613365017,0.176378712810271,-4.54284760671163,5.54993739430301e-06,2.18729713802173e-05
"Amn",3.44378103019175,4.03838981943051,0.88940258956001,4.54056449445275,5.61038131963344e-06,2.21006515028591e-05
"Hras",138.608819998917,-0.72906278034569,0.160565609924026,-4.54059110597007,5.6096731809678e-06,2.21006515028591e-05
"Egfl7",5.7881506156236,3.77951431598607,0.832500129246887,4.53995643148449,5.62658535220664e-06,2.2159203341599e-05
"Hfe",5.79688917958592,-5.13342911074808,1.13079085572415,-4.53968042345078,5.6339553564673e-06,2.21829444888006e-05
"Tomm40l",43.7824637563741,-1.14243176839339,0.251669042847737,-4.53942112015969,5.64088772657119e-06,2.22049516150956e-05
"Ankrd40",256.192531520899,-0.726566592141803,0.160064701334558,-4.53920562175151,5.64665520255653e-06,2.22223638333414e-05
"Eif5a",1323.39840478649,0.669473325895824,0.147499055049478,4.53883128723268,5.65668709847333e-06,2.22565463586529e-05
"Rnpc3",14.0626817558237,1.66838238138029,0.36772400968279,4.53705044394433,5.70464651451723e-06,2.2439905026056e-05
"Idh2",107.455245161974,-1.03538029142708,0.228212261002198,-4.53691789775094,5.70823160054889e-06,2.24486662825582e-05
"Med11",150.536486008852,0.773619124744461,0.170552059663973,4.53597057853579,5.73391738262892e-06,2.25443177376941e-05
"Stxbp3",490.464754182625,1.15365660807823,0.254435506178213,4.53418088303359,5.78274574643734e-06,2.2730892873478e-05
"Gm10275",25.3828317556865,1.48798542144686,0.328299962833512,4.53239594852301,5.83184047148341e-06,2.29184260791622e-05
"Il33",4.7419996105602,4.15612120964223,0.917094375868648,4.53183589279529,5.84732688535503e-06,2.29738249514198e-05
"Ap1m2",5.08885200961104,3.21746402355512,0.710397494231772,4.52910384633959,5.92343825091273e-06,2.32608834900646e-05
"Gm5586",43.8854993423955,1.05259941313754,0.232409494496429,4.52907234025978,5.92432147616296e-06,2.32608834900646e-05
"Kif5a",4.81411897027279,-5.37806425034872,1.18745651976905,-4.52906204211563,5.92461019637465e-06,2.32608834900646e-05
"Hsph1",149.53438664777,-0.866605073710663,0.191440004779487,-4.52677106182104,5.98917627160742e-06,2.35087966045787e-05
"Erg",4.42266489927068,3.7992384057536,0.839627914426821,4.52490721243729,6.04220087326991e-06,2.37113000327015e-05
"Csnk2a2",167.425461585348,0.573332735423431,0.12673151701503,4.52399489035892,6.0683189854568e-06,2.38081437557089e-05
"Coq2",94.6437827040389,0.842539486934681,0.186292686888114,4.5226653875077,6.10657374335223e-06,2.3947223859102e-05
"Rexo4",115.619857453671,0.582595294876178,0.128816892955593,4.52266221851057,6.10666520232105e-06,2.3947223859102e-05
