"","baseMean","lgFC_cDC_Treatment_6H_vs_MoDC_Naive","lfcSE","stat","pvalue","padj"
"Dph2",40.2350663115216,1.86496793905755,0.288571320362688,6.4627626082647,1.0280851234291e-10,9.44838082954393e-10
"Dock10",541.90663865374,1.75771911694314,0.272090788794585,6.46004638646599,1.04670891602293e-10,9.61361881331826e-10
"Znfx1",769.757635725282,2.07815182060655,0.322299346927927,6.44789336501904,1.13415513682161e-10,1.04103723352168e-09
"Rcan1",45.7091071096724,-1.81048891875668,0.280855247747147,-6.44634178381689,1.14582110240924e-10,1.05109895227154e-09
"Pnpla7",213.026844045517,-1.59662873667297,0.247691051098383,-6.44604934087337,1.1480330102325e-10,1.05248112271007e-09
"Cdc42ep4",66.6237985416386,-1.44682389349213,0.224534538105068,-6.44365853780193,1.16627320029145e-10,1.06854680873848e-09
"Carmil2",33.3826101705764,4.67966004551207,0.726485627310376,6.44150396042561,1.18295361781254e-10,1.0831645856351e-09
"Ikbip",35.5200486445291,-2.62433011040858,0.407422667751994,-6.44129627074666,1.18457378878798e-10,1.08398306546049e-09
"Flnb",249.194970559584,1.60229741419906,0.248758331893879,6.44118089231521,1.18547478387229e-10,1.08414284003026e-09
"Gnas",3346.69218176608,-0.922086736565932,0.143181242291323,-6.43999676081742,1.19476051856512e-10,1.09196575257712e-09
"Tmem144",14.9126348514212,-4.09173342497425,0.635510018264186,-6.43850341832579,1.20657244067478e-10,1.10208651634462e-09
"Id1",82.5166932347733,2.29081201990666,0.355966809575075,6.43546521272938,1.23095720846762e-10,1.12367194717916e-09
"Galnt2",170.919714860853,-1.46075508420109,0.227061496033046,-6.43330159327627,1.24861549316623e-10,1.13909451317274e-09
"Haus8",45.0520857432995,-2.6226108565814,0.407670581751814,-6.43316190565356,1.24976401714728e-10,1.13944581282365e-09
"Idnk",179.450927633143,1.68542074366095,0.262311598702936,6.4252619861071,1.31642593963946e-10,1.19949066844438e-09
"Plpp2",62.789272427339,-1.82656147394615,0.284876945049513,-6.41175604304759,1.43852905585856e-10,1.30994790474003e-09
"P2ry2",77.4912086680235,-1.70444053047003,0.265907480590446,-6.4099006417019,1.45614503406427e-10,1.32518077032983e-09
"Plekho1",564.196680924103,-1.63832593161553,0.255650793811226,-6.40845235483711,1.47004203104664e-10,1.33660381127547e-09
"Zfp687",61.6660847159537,1.56217341266981,0.243769416351652,6.408406091502,1.47048807913857e-10,1.33660381127547e-09
"Fmr1",57.6624481178646,2.04912992685197,0.319936826057679,6.4047954469691,1.50571113691059e-10,1.36778689704142e-09
"Ado",29.1507402682807,-2.46137747874265,0.384323111480902,-6.40444824995896,1.50914129503253e-10,1.37006896766184e-09
"Bcl2l14",24.9304314995831,5.7632104844034,0.900369592706534,6.40093860464461,1.54424664445438e-10,1.4010870011235e-09
"Kansl3",184.923863104579,1.13630161234781,0.177539214085395,6.40028524515862,1.55086942957756e-10,1.40624096211696e-09
"Nt5c3",91.2779890528254,2.78138312269179,0.434640644831818,6.39927065212236,1.56120891371428e-10,1.41475671142596e-09
"Card19",715.267466848008,-1.54728084300872,0.241795533150025,-6.39912914374925,1.56265633500647e-10,1.4152090898041e-09
"Chi3l1",65.0004002183589,6.48912437393881,1.0143684461628,6.39720645736388,1.58245300009926e-10,1.43226870991398e-09
"Lcmt1",65.2311745301788,-1.81823023682516,0.28450134841255,-6.39093715010651,1.64872143184678e-10,1.49134347698867e-09
"Asph",30.4780973662046,-1.90792001666347,0.298656659026801,-6.38833911448885,1.67697129674843e-10,1.51531664529236e-09
"Ighg3",25.801768987858,5.14103507051213,0.804756259940507,6.38831324020044,1.67725500705057e-10,1.51531664529236e-09
"Etfb",112.784394360919,-1.78670766335511,0.279772154335518,-6.38629554681268,1.69952394058577e-10,1.53450664326937e-09
"Wars1",253.206077651857,1.42293677438298,0.222915130271884,6.38331176823869,1.7329857888196e-10,1.56377345212409e-09
"Psmb10",1092.50095293606,1.54243167789998,0.24164826514972,6.38296193413314,1.73695094612764e-10,1.56545850670018e-09
"Smyd2",61.0855026475133,-1.51908791767905,0.237989493788125,-6.38300411291033,1.73647240573362e-10,1.56545850670018e-09
"Cers2",602.190613754674,-1.25818442927827,0.197319974641626,-6.37636626278402,1.8133895695352e-10,1.63336386996457e-09
"Clta",1322.0362734254,-1.01168371292884,0.158780123882946,-6.37160173571006,1.8706413836901e-10,1.68391572084287e-09
"Snhg17",38.1567540725716,2.42409028457411,0.380519831337207,6.37047030125991,1.8844943303771e-10,1.69536334423618e-09
"5330406M23Rik",71.0605655197305,1.85468051923801,0.291149409762851,6.37020188620235,1.88779540463533e-10,1.69628816461061e-09
"Metrnl",267.864470835443,-2.16204599509944,0.339397555090828,-6.37024622796957,1.88724968280842e-10,1.69628816461061e-09
"Arhgef3",136.761360576285,1.97646238704981,0.310324468978143,6.36901883231456,1.90241251750097e-10,1.70839391237677e-09
"Cd52",4159.13599954727,-1.41031238664631,0.221497319933656,-6.36717585146735,1.92540385658609e-10,1.72800075523436e-09
"Mcf2l",17.2740356265074,-3.04945550749683,0.479147600138869,-6.36433430244254,1.96138530050673e-10,1.75923531310475e-09
"Tnfaip8l2",273.711795098162,-1.49135449178034,0.234434524348052,-6.36149686539429,1.99796987378272e-10,1.7909729949674e-09
"Ccm2",264.075224538833,0.936719666630157,0.147294917789258,6.35948395701178,2.02432671145756e-10,1.81350997409988e-09
"Rnase4",31.4939110055573,-5.03094931024937,0.791118279985623,-6.3592884117667,2.02690519080602e-10,1.81473065223635e-09
"Nedd8",522.396063480572,-0.739901245746639,0.116381438439845,-6.35755371015695,2.04992006572722e-10,1.8342360300347e-09
"Dpep2",28.5258082243516,-6.62387612474436,1.04190952342807,-6.35743889061558,2.05145239105797e-10,1.83450730596407e-09
"Ak8",21.7465377509098,-7.09219297218311,1.11602092076894,-6.35489249367885,2.0857243831416e-10,1.86403810888553e-09
"Ap2s1",443.59403223486,-1.3790780948855,0.217050694605672,-6.35371426657236,2.1017708226609e-10,1.87725490892962e-09
"Osm",56.4133004438402,3.65694832156078,0.575619423372535,6.35306623278076,2.11064782563676e-10,1.88405614818354e-09
"Il12b",378.784308751054,5.73339642169709,0.902716140351544,6.3512727483352,2.13540701179465e-10,1.90501791100031e-09
"Il15",330.451964070649,2.91857773513148,0.459602350456913,6.3502236927857,2.15002057644636e-10,1.91690902649116e-09
"Prpf38a",184.631726259756,1.59021948200599,0.250423606410468,6.35011812504398,2.15149655600785e-10,1.91707976706968e-09
"Rapgef2",96.0020124878005,1.94715442460341,0.306668445312066,6.34937977600528,2.16184737854834e-10,1.92515346806885e-09
"Cxcl5",221.800334080843,6.81369018118148,1.07378103468308,6.34551175807692,2.21687264118196e-10,1.97297699282295e-09
"Tdrp",22.3488397177768,5.34678249925237,0.842798203623503,6.34408388184094,2.23752896301886e-10,1.99017400316189e-09
"Mctp1",30.1285059523129,-2.7462078050304,0.432885913448732,-6.343952805375,2.2394345704453e-10,1.99068260654533e-09
"Mob3a",222.420828496657,1.34791334854602,0.212486636621202,6.34352056194918,2.24572982411208e-10,1.99509033481385e-09
"Aldoa",2183.97219986213,-1.2502367703244,0.197103494645918,-6.34304720253874,2.25264372780525e-10,2.00004209622209e-09
"Sf3a2",130.143372565178,1.37561147023378,0.216913897818626,6.3417396675247,2.27184984486553e-10,2.01589529932331e-09
"Hbp1",331.242112397005,-1.10904119582554,0.174887426851884,-6.34145756381224,2.2760145384561e-10,2.01839078945082e-09
"Ewsr1",519.271271937194,0.949906626954889,0.14980068929095,6.34113655585346,2.28076264626516e-10,2.02140038571897e-09
"Hs6st1",95.8529925283889,-1.31973423925717,0.208280542388194,-6.33632995249955,2.35302608625541e-10,2.08420856601554e-09
"Lyz1",26.8817393688372,-6.21906206588028,0.981976587410891,-6.33320808826781,2.40115372055495e-10,2.12557646970835e-09
"Slc25a13",27.219802424395,-2.19348441314463,0.346366903197826,-6.33283490106395,2.40697083349385e-10,2.12946293360378e-09
"Epc1",75.8996859974084,1.49702537904185,0.236407111242131,6.33240417843682,2.4137019013988e-10,2.13342974488088e-09
"Zc3h12c",60.8961915651466,2.36316552172729,0.373188450659309,6.33236510281147,2.41431346003606e-10,2.13342974488088e-09
"Arhgap45",673.55193277374,1.48167789767526,0.234195685198903,6.32666608019215,2.50514652019891e-10,2.21238531443602e-09
"Dph5",60.8738672945537,1.63739317715869,0.259022580158518,6.32143026355706,2.59153326990778e-10,2.28732312556911e-09
"Ddx39a",251.415496750762,1.38718904470108,0.219517835210245,6.31925439394248,2.62828304447152e-10,2.31838796919252e-09
"Cxcl2",15834.1253891574,5.96981747008107,0.945115564590794,6.31649471635336,2.67562591961922e-10,2.35875468696496e-09
"Wipi1",91.9613948405789,-2.52493495666648,0.399752123602449,-6.31625151584562,2.67983778638243e-10,2.36107313823836e-09
"St3gal6",24.1505683463452,3.56274608006471,0.564136786090694,6.31539401065035,2.69474021417956e-10,2.37280222398997e-09
"Rab13",32.8857377512607,-2.46569544246238,0.390432825571985,-6.31528724269054,2.69660137163327e-10,2.37304100658176e-09
"Trbc2",377.340308754951,3.36902821291585,0.533660257066845,6.31305810822981,2.73574715503446e-10,2.40607108361163e-09
"Rnf123",89.8645156397709,1.24656724179261,0.197463272050725,6.31290684513923,2.73842349747753e-10,2.40700651942592e-09
"Mefv",57.9684735044023,3.08862401374062,0.489279589860885,6.31259524767588,2.74394474448417e-10,2.41043998301508e-09
"Zfp532",12.7726372215061,-4.790545206771,0.759172303627119,-6.31022125528431,2.78636834101382e-10,2.44626749939008e-09
"Msh3",26.6285202918435,2.52433953560807,0.400092928036677,6.3093830425732,2.80149979700775e-10,2.45810608291245e-09
"Grk2",737.306963016849,0.854439436936091,0.135450560366297,6.30812773771804,2.8243108065497e-10,2.47666502865771e-09
"Cox6c",824.454251541447,-1.33105642667678,0.211037631846789,-6.30719940812789,2.84129669058083e-10,2.49009707028297e-09
"Gm55175",31.6720695360007,-5.17894777068469,0.821927160667208,-6.30098142331813,2.95766844798244e-10,2.5905634733649e-09
"Tgfbr1",232.353812493516,-1.97748360362534,0.313905118750311,-6.29962203705982,2.98372306340746e-10,2.61185142060741e-09
"Abcd1",110.810014308386,-2.27377236638375,0.361133119500944,-6.29621666804172,3.04997982242749e-10,2.66828539564656e-09
"Suz12",169.410999734349,1.68875329062939,0.268399813265536,6.29193168982817,3.13539464927778e-10,2.74140393324375e-09
"Ift43",42.6501575456246,-1.79609099069097,0.28548656654189,-6.29133276723699,3.14751782761303e-10,2.75039248109628e-09
"Slc38a10",224.050046110377,-1.02090441312567,0.162311824393107,-6.28977227594407,3.17932012971953e-10,2.77493292023766e-09
"Traf4",22.9262166520561,4.08796166682239,0.649931172540358,6.28983781597049,3.17797815581451e-10,2.77493292023766e-09
"Atp6v1d",564.359767936655,-1.08811794831056,0.17300752492902,-6.28942555392885,3.18642869607774e-10,2.77951188129517e-09
"Ncbp2as2",209.369476612547,-1.50456698764717,0.239333350086445,-6.28649115179199,3.24721515272794e-10,2.83088120061125e-09
"Ctbs",34.3512689096678,-2.55044710701556,0.405720570749903,-6.2862159103777,3.25297454893314e-10,2.83424665165365e-09
"Gm4707",23.6238061955654,2.63069739510973,0.41855972686824,6.2851182907472,3.27604147740065e-10,2.85267905777157e-09
"Aff3",33.9009293349767,4.60901804051109,0.733412528938008,6.28434592900262,3.29236862844167e-10,2.86355488225477e-09
"Rcn1",34.6065181218239,3.15084214801877,0.501374491297417,6.28440856627004,3.29104156835226e-10,2.86355488225477e-09
"Atxn10",147.389558250002,-1.07486028851951,0.17104204424609,-6.28418757070652,3.29572600609651e-10,2.86480551199711e-09
"Pparg",14.0061672124872,-3.0870729280811,0.491272587531725,-6.28382899113367,3.30334066401398e-10,2.8697531670785e-09
"Morrbid",149.812561922,1.91302934780452,0.30444689991301,6.28362236025766,3.30773639648279e-10,2.87190027443314e-09
"Ndufs6",490.625196066761,-0.681821274721084,0.10854185281114,-6.28164396555342,3.35011365582258e-10,2.90700269262512e-09
"Ttc39b",52.4239198122369,2.99102954442607,0.476276296181226,6.28003024380613,3.38507173259107e-10,2.93563019226738e-09
"Oxr1",46.413915845657,-1.72245839453912,0.274482353459773,-6.2752973837043,3.489666511817e-10,3.02458029552083e-09
"Tns4",17.2601066894123,-4.66564266168007,0.743760961482925,-6.27304053761791,3.5406467436986e-10,3.06698506382482e-09
"Fnbp1l",25.5957257001026,3.3582539340472,0.535399115837249,6.27243085524266,3.55454323604132e-10,3.07723653120167e-09
"Tmem119",57.9552135926315,-3.73485454659899,0.595534708718823,-6.27143051768352,3.5774593747636e-10,3.09528006773025e-09
"Tbc1d1",109.452574266344,1.74598188914666,0.278541585085152,6.26829882013094,3.65013811834553e-10,3.15633322226577e-09
"Pik3r5",746.323987603183,1.29333184355222,0.206441570502293,6.26488085905087,3.73110565521769e-10,3.22447897534013e-09
"Slc36a1",51.416466948226,-2.78571619073119,0.444724203624389,-6.26391855452956,3.75421610487758e-10,3.24257380586215e-09
"Rpl9",3278.60097301291,0.990957760375418,0.15821043863584,6.26354220947677,3.76329227027987e-10,3.24853309045269e-09
"Gpatch4",77.7389104176336,2.14270744707491,0.342230540410939,6.26100594208225,3.82501948966641e-10,3.29990843255902e-09
"Nle1",56.7990207121067,2.27994391686823,0.36421856954099,6.25982337952058,3.85413729011472e-10,3.32310797544554e-09
"Itgb2l",23.5399543564972,5.31462161121201,0.84945158716611,6.25653267532566,3.93630663247427e-10,3.39199633312232e-09
"Tmem43",134.452571057717,-1.46456154091395,0.23411911756032,-6.25562558143766,3.95925595772448e-10,3.40980352966173e-09
"Ubp1",141.000292690957,1.023288856968,0.163758447324655,6.24876990277822,4.13697842775508e-10,3.56080755676151e-09
"Cd320",39.5360874039867,-2.16568008730065,0.347119245425943,-6.23900897411549,4.40351734297657e-10,3.78804013509656e-09
"Aco1",113.542784103943,-1.30161407502012,0.208694462375755,-6.23693633363669,4.46223487395786e-10,3.83633960217863e-09
"Mpdu1",243.873843690656,-1.0126999436413,0.162400532618608,-6.23581663995888,4.49427281506696e-10,3.8616592841033e-09
"Extl3",85.678858742617,-1.5267177345642,0.244864449868802,-6.23495054256431,4.51920846700789e-10,3.88085076928037e-09
"C2cd3",57.5291744526427,1.62527829788462,0.260915045697311,6.22914747419401,4.68980171482682e-10,4.02503108647443e-09
"Tespa1",19.9356118768352,5.03063336243479,0.807675239804237,6.22853482998205,4.70817427402045e-10,4.0384770712503e-09
"Il18",28.1972790427611,3.28312494807461,0.527169261436289,6.22783835903034,4.72914603925422e-10,4.05413582055538e-09
"Nol7",367.40618044767,1.11826489343485,0.179622166600894,6.22565084586439,4.79560989613648e-10,4.10875302524897e-09
"Hgh1",25.933927470598,2.88450112761352,0.463359275333611,6.22519345390622,4.80962176652267e-10,4.11839385343379e-09
"Cables2",81.2441165069618,1.74594397517074,0.280659608499908,6.2208594407389,4.94438965616761e-10,4.2313655744439e-09
"Zfyve26",105.278216696136,1.8243414549253,0.293328337718981,6.21945178945884,4.98894879670621e-10,4.26705219431749e-09
"Gpr84",135.844470121758,4.08527089359249,0.656869541962629,6.21930327502521,4.9936728068157e-10,4.26864642850654e-09
"Blvrb",1191.24955117887,-1.63358887950125,0.262712355582513,-6.21816539948832,5.03001197564569e-10,4.29724835354962e-09
"Ikbkb",242.513593626629,1.08370860936204,0.174348726334459,6.21575294609911,5.10791168819322e-10,4.36130331500479e-09
"Pbx1",29.623712460129,-2.3248041121277,0.3740891831628,-6.21457186351195,5.14647770017343e-10,4.39171982133153e-09
"Mef2b",19.4829965879121,6.54207130523253,1.05305017944503,6.21249721326699,5.21491056402304e-10,4.44757372388822e-09
"Rad21",258.897045647228,1.47299218068801,0.237141437007239,6.21145000754568,5.24978934417352e-10,4.47476333305481e-09
"Larp1b",125.121114224905,1.5825312262684,0.254789756109537,6.21112579419423,5.26063383898289e-10,4.48144749125683e-09
"Slamf6",42.171677621742,4.34521279605572,0.699672347027876,6.21035376703633,5.28654517736281e-10,4.50095189801141e-09
"Timm8b",192.989049533759,-1.07173276909676,0.172602803643168,-6.20924310889191,5.32404049080691e-10,4.53029101056403e-09
"Slain1",19.2619531584291,4.66910202690241,0.752620637084332,6.20379218538387,5.51185605161186e-10,4.68743313790923e-09
"Eif3c",1025.8622676211,0.890598403938508,0.143584550763902,6.20260605476235,5.55357346143613e-10,4.72022117949511e-09
"Flvcr1",76.0170008478911,-2.10335560434521,0.339182202809517,-6.20125580564863,5.60143814301306e-10,4.75819375551906e-09
"Gabbr1",23.5295259371287,4.29719612277943,0.693234169039747,6.19876560431494,5.69077073955949e-10,4.83132840090588e-09
"Rilp",21.6148768854052,-3.58700416083486,0.578741725399471,-6.19793597629231,5.72084009454837e-10,4.85409541848405e-09
"Map3k8",144.449894240219,2.15569490761012,0.347814693416736,6.19782587800929,5.7248421727335e-10,4.8547312175027e-09
"Fubp1",177.812136711268,1.12590860543519,0.181689111404979,6.19689642779733,5.75873679126592e-10,4.88070111355161e-09
"Vrk1",109.490535433604,1.68460184375704,0.271856479270335,6.19665879687154,5.76743395300894e-10,4.88529805611001e-09
"Tut7",253.379784499845,1.2463247120597,0.201479741086092,6.18585623220127,6.17662815198788e-10,5.22893789951328e-09
"Mettl27",27.70119881909,-2.09926115519538,0.33952693920896,-6.18290012594081,6.2934534171016e-10,5.32481815477559e-09
"Fam107b",176.393756263995,1.6222112008904,0.262389302725268,6.18245936111551,6.31105610569509e-10,5.33668625368267e-09
"Setd1b",242.097982760289,1.03080688275299,0.166781174129297,6.18059495104561,6.3860472974019e-10,5.39704167121876e-09
"Dhcr7",52.9365345874982,-2.97187588244593,0.480912558277535,-6.17965954786079,6.42399833689705e-10,5.42604273787145e-09
"Mmp8",721.741102325775,-2.72523783615129,0.441082510195232,-6.1785216442725,6.47046192237813e-10,5.46219706965462e-09
"Gsta3",65.5875465503441,-4.39350243634288,0.711119961510561,-6.17828590693784,6.48012861255718e-10,5.46726509567077e-09
"Rasgrp3",18.5672881174868,5.18044561084021,0.838592946044926,6.17754494033472,6.51060466507985e-10,5.48987427267326e-09
"Txndc15",108.840927903083,-1.45879935284028,0.236237317375789,-6.17514357615113,6.61033713401307e-10,5.57082336110361e-09
"Cebpz",139.693822267177,1.4191131939681,0.229974885122552,6.17073117880617,6.79749077737028e-10,5.72531319707965e-09
"Slco4a1",278.078664055725,-2.44206738011475,0.395844764042003,-6.1692552281824,6.86124001015734e-10,5.77574772428643e-09
"Mef2a",215.428994975765,-1.12515528265944,0.182484415399085,-6.16576095114083,7.01449864247113e-10,5.9014313550666e-09
"Pcbd2",143.2140713748,-1.27947297570882,0.207529169136001,-6.16526814536772,7.03637999907299e-10,5.91650543584025e-09
"Galnt7",153.126186841276,-1.54444339613738,0.250537421680137,-6.16452179391065,7.06964602970618e-10,5.94112989827504e-09
"Slc11a2",253.484796111687,-1.08340435563619,0.175866263509263,-6.16038763784351,7.25670895496456e-10,6.09490045879832e-09
"Tmed4",135.568942486424,-1.07839816384261,0.175086606139537,-6.1592270683639,7.31008484530632e-10,6.13627763308194e-09
"Adap1",267.757200025648,1.25923995298671,0.204518897245851,6.15708362378361,7.4096728939889e-10,6.21637818677821e-09
"Alkbh1",93.9038115471189,1.95294836131154,0.31721170855295,6.15660868957347,7.43191759083368e-10,6.23153764287600e-09
"Ighg2c",43.8451317023177,4.33063571114131,0.70349424450414,6.15589359113204,7.46553389682163e-10,6.25620962437186e-09
"1110038F14Rik",188.666076613764,1.38998859330833,0.225925830349467,6.15241113049476,7.6313736025177e-10,6.39159657786626e-09
"Plekhm3",106.427658917866,-1.32900956960112,0.216021912167939,-6.15219797039816,7.64164047284279e-10,6.39660594824333e-09
"Rnf167",62.1905130314931,2.30624182269484,0.375148580577663,6.14754244609864,7.86926457097229e-10,6.58345144180277e-09
"Atp7a",23.7512694842532,-3.04499085529021,0.495418633645162,-6.14629860182277,7.93119135540333e-10,6.63154235178682e-09
"Emc10",334.456678214304,-0.825736767611043,0.134351815529662,-6.14607822272963,7.94221274162459e-10,6.63703948313253e-09
"Capn2",268.910392838755,-1.35553101039996,0.220569528072526,-6.14559509758865,7.96642662690145e-10,6.65354881961411e-09
"Usb1",300.799308608596,1.19625249015415,0.1946657743207,6.14516082412821,7.98825354264125e-10,6.6680472105101e-09
"Isg20l2",78.3645499238821,1.48653021016854,0.242003979239742,6.14258581548327,8.11887884483504e-10,6.7696994554195e-09
"Scml4",24.9275536978994,6.44271898451138,1.04886179650474,6.14258142109981,8.11910353447297e-10,6.7696994554195e-09
"Pmaip1",63.5936600627556,2.37711200785125,0.387168373597484,6.13973704970695,8.2658190829666e-10,6.88818256913883e-09
"Sh3glb2",93.8860691323207,-1.87837706212591,0.305978041085016,-6.13892766770149,8.30803829566966e-10,6.91950176132085e-09
"5430416N02Rik",48.1150769400964,3.13732387229578,0.51110233515147,6.1383477564547,8.33841704720338e-10,6.94092997375965e-09
"Cox5a",1140.5922924241,-0.890496642255087,0.145083731504343,-6.13781182095135,8.36658843414131e-10,6.96049790298545e-09
"Ino80",106.974052302987,1.46432913671436,0.238672731003665,6.13530138343232,8.49978990302524e-10,7.06737405585803e-09
"Rtkn",12.7286458938932,-6.96185341887986,1.13475720680814,-6.13510394744462,8.51035296191293e-10,7.07221703544268e-09
"Gm8369",48.1767600133462,4.57365678671928,0.745518842262502,6.13486410730967,8.52320191678428e-10,7.07895317796357e-09
"Lsm14a",253.876519358365,1.10061469934651,0.17941030854798,6.13462352444576,8.53610966957156e-10,7.0857306350587e-09
"Mpc1",124.480152822436,-1.57328364711704,0.256801506552767,-6.12645801123355,8.98569053381826e-10,7.45477661018552e-09
"Tnfrsf21",36.1573685519142,-2.62399714921116,0.428426972691216,-6.12472443723188,9.08406835674363e-10,7.53220667913326e-09
"Serinc2",15.9020127278267,-6.74488665038563,1.10138755232322,-6.12399026678507,9.1260473716647e-10,7.5628127163851e-09
"Slc25a28",120.487667665795,1.61438694852477,0.263768247341967,6.12047494265589,9.32968540318345e-10,7.72727828204844e-09
"Cd72",254.881331295298,1.23211717309598,0.201528837453966,6.11385044771783,9.72554539117269e-10,8.0506802530922e-09
"Gpr171",42.8811943204048,4.4112953325049,0.721767727867124,6.11179353438342,9.85175904280846e-10,8.15063767815501e-09
"C1qc",1018.49325528147,-3.75388115192259,0.614446286003209,-6.1093723526925,1.00023718302014e-09,8.27065925572056e-09
"Synj2",33.1796204837386,-2.11740936245078,0.34659336583937,-6.10920338109442,1.0012966339363e-09,8.27483513925766e-09
"Hspa1a",60.9571365434688,2.36155047994376,0.386720467436684,6.10660846475731,1.01770483976449e-09,8.4011309366621e-09
"Ugcg",101.842222531888,2.27788497565008,0.373016027431827,6.10666783229947,1.01732653224826e-09,8.4011309366621e-09
"Dio2",15.9155405316981,-6.46403482134048,1.05864692151414,-6.10594022423948,1.02197253899739e-09,8.43169715010283e-09
"Tnfsf10",42.6147757775359,4.30433562815592,0.705026935170567,6.10520735227594,1.02667306955678e-09,8.46579865366573e-09
"Ext2",74.7671388197305,-1.55883093405218,0.255371279594031,-6.10417481766269,1.0333313818495e-09,8.51599716957687e-09
"Flnc",11.3576217112081,-6.99265578851759,1.14557349796982,-6.10406560636218,1.03403808963432e-09,8.5171183707463e-09
"Lrch1",125.158471576705,1.67235035468653,0.273978196074324,6.10395417828382,1.03475962793814e-09,8.51836042304288e-09
"Tspan13",84.6508532673266,1.9283248422715,0.315958926810408,6.10308707444306,1.04039124747434e-09,8.55999965190436e-09
"Rab3gap2",88.1726369267646,-1.27596345592437,0.209141212235106,-6.10096614764764,1.05429237641558e-09,8.6673664300135e-09
"Sdhaf1",69.6606169654574,1.93182853886538,0.316645488641383,6.10091919248302,1.05460217332694e-09,8.6673664300135e-09
"Tmx4",24.8513666914196,-2.43611143166403,0.399386678095133,-6.09963117268462,1.06313486047322e-09,8.73268453085461e-09
"Pgd",1761.02348227398,-1.32660328593695,0.21751626027845,-6.09886950170401,1.06821230160761e-09,8.76956468729018e-09
"Pcf11",94.6222289916667,1.68222310654472,0.275928867955112,6.09658249610323,1.08360040270491e-09,8.89100385396961e-09
"Gapt",38.4857648741353,2.89698065367135,0.475253334647679,6.09565560611789,1.0898983366698e-09,8.93776520593228e-09
"Tm9sf4",183.776765096734,-1.03523080584618,0.169904392294145,-6.09301967929085,1.10800435075115e-09,9.08125476933605e-09
"Srrm1",439.624483087924,0.984745842294526,0.161625575479026,6.09276000642805,1.10980381432683e-09,9.09101093788582e-09
"Ralgds",559.29606263911,2.09467607258355,0.343847847366989,6.09186908867835,1.11599932061771e-09,9.1367470434555e-09
"Gtf3a",88.8097424410516,-1.66050385170233,0.272726496751773,-6.08853144626305,1.13951074110218e-09,9.32088301898420e-09
"Ms4a7",429.673484012307,-2.78782885063867,0.45788439969173,-6.08849930793791,1.13973946463291e-09,9.32088301898420e-09
"Tkt",932.570367609623,-1.27395487442492,0.209267605030842,-6.08768315687065,1.14556291101594e-09,9.36337702459635e-09
"Ing3",64.7030085301881,1.74368207574417,0.286568821668888,6.0846887166214,1.16717851889045e-09,9.53483272821016e-09
"Ppp1r1a",11.0848261549289,-4.1633285337432,0.684523731494512,-6.08208063824678,1.18632873150103e-09,9.68597172738123e-09
"Pip5k1c",348.321321845326,-1.68971354528517,0.277823862399048,-6.08195973770669,1.18722385164432e-09,9.68798030934468e-09
"Rfc3",86.000105127949,1.95009173402491,0.320818282656103,6.07849315157416,1.21317162943732e-09,9.89430960073884e-09
"Gbp11",22.3940086053704,7.19582401511831,1.18399361555822,6.07758683878179,1.22004613577728e-09,9.94494187683006e-09
"Ost4",391.997513327958,-1.04008400362645,0.171180305848072,-6.07595598380082,1.23251216744506e-09,1.00410721065052e-08
"Kifap3",19.3210160597558,-2.77849486753244,0.457587103340039,-6.0720567674472,1.26282272527318e-09,1.02823945306614e-08
"Cystm1",66.494315086086,1.95768801287639,0.322465041568769,6.07100851413964,1.2710944834597e-09,1.03384660303193e-08
"Slc4a8",28.7543299892668,6.38831598232255,1.05225275266981,6.07108507543827,1.27048855519138e-09,1.03384660303193e-08
"Mki67",58.8599339510114,2.76990295863318,0.456277333732425,6.07065649300375,1.2738841078683e-09,1.03555121513804e-08
"Tspan14",94.8910892450307,-1.43210105522696,0.235954380670112,-6.06939803855214,1.28390573717939e-09,1.04312972930879e-08
"Phka2",57.0409269651143,-1.87372786243738,0.308741391074511,-6.0689234310834,1.28770516928595e-09,1.04564742391691e-08
"Tceal9",162.38154008159,-1.32300184133154,0.218044562551315,-6.06757548021948,1.29855594996221e-09,1.05388513067895e-08
"Aktip",34.5520552270096,-1.80836136391173,0.298070426388843,-6.06689293473436,1.30408426793918e-09,1.05779661407567e-08
"Slc1a4",18.5279963618576,7.32703111921044,1.20843733948893,6.06322800511045,1.33416318187167e-09,1.08160703364664e-08
"Chd3",173.109164988851,1.66725730377468,0.275177858877781,6.05883522233227,1.37110757973755e-09,1.11095443146487e-08
"Ipcef1",21.793691279338,5.2185903231458,0.861436391995007,6.05801005348755,1.37815784903408e-09,1.11606109044132e-08
"Pdp1",21.3101544694162,-2.97442393929538,0.491056053648899,-6.05719839353018,1.38512716584552e-09,1.12109668927573e-08
"Dusp16",120.272988234462,2.84665502337327,0.470005730861402,6.05663896513786,1.38995068251285e-09,1.12439099926852e-08
"Emc3",176.13687900586,-1.21196625619775,0.200122370212387,-6.05612583396604,1.39438940772131e-09,1.12737063435756e-08
"Gvin3",16.0326527491083,5.13197268000967,0.847546843271699,6.05509031241181,1.40338906707404e-09,1.13403258397835e-08
"Sumo1",203.846372213032,1.16708558533833,0.192799983972153,6.05334897489874,1.4186507414909e-09,1.14574471410994e-08
"Cgrrf1",97.6557460595594,-1.34647332544636,0.222532229350493,-6.05068905918177,1.44227590354187e-09,1.16419512495199e-08
