"","baseMean","lgFC_MoDC_Treatment_6H_vs_MoDC_Treatment_48H_Wash","lfcSE","stat","pvalue","padj"
"Pstpip1",128.79120961819,-1.54622004202028,0.171909683666691,-8.99437430772189,2.37581595928765e-19,8.32682531386194e-18
"Clcn7",857.522058909759,1.7632118144046,0.196329220536783,8.98089346855147,2.68576792343654e-19,9.39156370658565e-18
"H2az2",159.535450064254,-1.68880401250855,0.188269244624431,-8.97015344103314,2.96101654556073e-19,1.03303565797755e-17
"Dhrs3",451.114902749448,-2.67438221339721,0.298272768313668,-8.96622989928731,3.068371448648e-19,1.06804545904309e-17
"Plaat3",135.105517532255,3.05776847755941,0.341202485963731,8.96174149764092,3.19590364832572e-19,1.10990312123859e-17
"Acp6",45.0560397569093,-2.45621742726428,0.274104610199421,-8.96087601546467,3.22109075128334e-19,1.11610794531968e-17
"Clcn6",49.8438555226245,1.9146548533962,0.213727883225917,8.95837653233269,3.29493650654199e-19,1.13910662083309e-17
"Fndc3a",273.424107114543,2.01313487358652,0.224734139532517,8.95785071985126,3.31068297049559e-19,1.14196091783203e-17
"Clec4e",2575.56035859486,3.86211587584834,0.431180678943145,8.95707081614758,3.33417569772197e-19,1.14746823222278e-17
"Mtfr2",23.6301279293692,2.5870329314435,0.289050131250811,8.95011851490465,3.5510089959624e-19,1.2193397106406e-17
"Rras2",93.2857815860631,1.87588704538654,0.209639210285796,8.94816882218352,3.61427977030341e-19,1.23827661523698e-17
"Spred1",111.689826363124,2.25065571763136,0.251663414186208,8.9431184302621,3.78339922577661e-19,1.29331176224642e-17
"Snx24",58.9208031688057,-3.2633100636614,0.365339338403863,-8.93227123560942,4.17350742485331e-19,1.42347414316138e-17
"Myo1g",1137.95222964173,1.19772251587421,0.134156774175285,8.92778261282064,4.34632680638476e-19,1.47910934129781e-17
"Gpsm2",65.5889722856861,2.28306554529136,0.256178327694792,8.91201674175722,5.01125653645019e-19,1.70159503685344e-17
"Golga3",61.8624664109166,1.95144090099615,0.219878350247588,8.87509342688257,6.98747334745262e-19,2.36735597011695e-17
"Asns",107.819357096517,2.76460504977644,0.311555421533956,8.87355782853914,7.08454267942363e-19,2.39492101309296e-17
"Adam17",583.481863543729,0.946781772773187,0.106743727342591,8.86967128039777,7.33621383958966e-19,2.47451142031823e-17
"Oas1a",48.1951567919846,2.61508702850961,0.294868079488047,8.86866775491588,7.40261828402435e-19,2.49139775625243e-17
"Cd44",399.877508009795,1.9641824501948,0.221876368161352,8.85259870833298,8.55046542317976e-19,2.87137435774887e-17
"Mrpl42",170.600110881005,-1.74397551839723,0.197014239459427,-8.85202776805573,8.59433104728782e-19,2.87976200322967e-17
"Parp9",494.903688188224,2.52905274594879,0.286227485038814,8.83581374306464,9.93722269034411e-19,3.32243195475847e-17
"Alox5ap",612.88095308652,-1.17449959082861,0.13296916484979,-8.83287183276958,1.02021899000801e-18,3.40355770714706e-17
"Cd69",344.523775138635,6.79351549095001,0.769782455037507,8.82524075015323,1.09224586087115e-18,3.63589091590428e-17
"Il12b",378.784308751054,6.79751086847897,0.771857227854409,8.8066945844046,1.2889025904749e-18,4.28117840836173e-17
"Xrn1",75.7195875810491,1.74547732445221,0.1982068638629,8.80634146786942,1.29296754964262e-18,4.285344187359e-17
"Dcakd",89.5518079803174,1.49945118474067,0.170481578387231,8.7953853954521,1.4255782762143e-18,4.71461310177076e-17
"Mknk2",406.11727599338,-1.94361403967963,0.221046447105348,-8.79278570242447,1.45896588604815e-18,4.8145874239589e-17
"Agtrap",185.111649996776,1.05185506213972,0.119679830945391,8.78890832173441,1.51020239556022e-18,4.97290404378211e-17
"Wdr43",232.755339802233,2.10655864705648,0.239789861771205,8.78501964802183,1.56337208331814e-18,5.13689025479923e-17
"Gm12250",83.0748954233817,4.52423936649928,0.515292505301985,8.7799440510936,1.63555998467199e-18,5.36252634974391e-17
"Tpr",371.571924863929,1.04610149171461,0.119255905990209,8.77190511470772,1.7566840851238e-18,5.74729733085784e-17
"Lmo4",498.728212302793,1.66114868109293,0.189384820209693,8.77128736745451,1.76635009253255e-18,5.76654679031075e-17
"Vasp",822.538941702672,1.33764570130019,0.152628560239664,8.76405896248886,1.8834324420607e-18,6.13564337855927e-17
"Rela",465.944861854577,1.51489458713792,0.172994929139933,8.75687278621069,2.00742001595499e-18,6.52561312649249e-17
"Mtss1",176.212156636054,-2.67030357733403,0.306061968323113,-8.7247154292459,2.66850826000402e-18,8.65618658128113e-17
"Egln1",96.6782825764992,-1.28906134468412,0.147911990749797,-8.7150564207107,2.90613894632442e-18,9.40700517529982e-17
"Pdcl3",304.595975299426,0.795734352876676,0.0913285729575404,8.71287404486897,2.96265779975122e-18,9.56963576589134e-17
"Syncrip",281.072933929208,1.34676934204351,0.154594327259656,8.71163493458262,2.99522968750086e-18,9.65439150436322e-17
"Mef2d",300.341174354277,-1.18651583168503,0.136224504944591,-8.7100028894775,3.03867050377985e-18,9.7737490507653e-17
"Soat1",384.945834373439,-1.45183669161422,0.166771149756745,-8.7055626451691,3.16003165569834e-18,1.01427037100583e-16
"Ndrg3",154.813925581309,-1.47214669597639,0.169197558908503,-8.70075611890171,3.29680091804507e-18,1.05594594110326e-16
"Olr1",241.840572888534,3.61247505210485,0.415303689072939,8.69839384323504,3.36614499120089e-18,1.07589615379138e-16
"Zcchc2",327.662085582436,1.917486512049,0.220721585284088,8.68735384253892,3.70979243057677e-18,1.18325304176932e-16
"Igf2bp2",63.7732648693546,1.6686911648214,0.192223420316183,8.68099819510349,3.9231037686905e-18,1.24867724545836e-16
"Map4",404.018259433775,1.34640208908187,0.155113528849152,8.68010739663627,3.95395285998675e-18,1.25587427715329e-16
"Srsf3",568.757838677457,1.36719919586957,0.15752416908973,8.67929793739,3.98219271575872e-18,1.26221434811762e-16
"Pdlim2",72.9544971367857,-2.11884701650945,0.244219456643054,-8.67599594903002,4.09946760512252e-18,1.2966905209066e-16
"Cacybp",407.599187107016,1.61995053066914,0.186825806479004,8.67091415902007,4.28664793227002e-18,1.35308973862088e-16
"Abr",631.522274164796,1.02713934799991,0.118531372435494,8.66554842734897,4.49344648147251e-18,1.41543564166384e-16
"Psat1",105.544865347638,1.86503423545081,0.215390676594717,8.65884385033104,4.76573124309959e-18,1.49811007283085e-16
"Tnip3",215.572799470776,2.3286542637515,0.268979739068764,8.65735936771127,4.82818657950765e-18,1.51462001216407e-16
"Igsf8",576.226052141909,1.71189626365049,0.197892266370243,8.65064762282148,5.12079923011067e-18,1.60311509368105e-16
"Nfkbiz",251.297768685815,3.10329474392608,0.359386862315703,8.63496991495475,5.87424954381153e-18,1.83522148657686e-16
"Sgsh",42.5832724465745,-3.24796267047253,0.376196430609256,-8.63368816448472,5.94048083788738e-18,1.85211801338305e-16
"Sin3b",625.409553082155,1.00058133241443,0.115930028831263,8.63090730246243,6.08671992851101e-18,1.89383942918528e-16
"Mxi1",152.953258839009,-1.67595019010187,0.194236104572317,-8.62841742935534,6.22066834482364e-18,1.93157453330308e-16
"Jpt2",47.686293960166,1.77044728856135,0.205293467635578,8.62398257943655,6.46649607279351e-18,2.00382518548394e-16
"Pdxk",146.839665676135,-2.53269182466931,0.293689737969519,-8.62369874473507,6.48255176494178e-18,2.00472584601019e-16
"Mir22hg",278.998522742932,1.85088871239735,0.214697771372806,8.62090323789818,6.6428026210451e-18,2.05012487369339e-16
"Ifi206",224.611619679185,3.09157416502261,0.358834819010522,8.61559135634481,6.95815142575509e-18,2.14311063913257e-16
"Znfx1",769.757635725282,2.43597170646698,0.282781385514293,8.61432835134002,7.03527988641698e-18,2.16249752315148e-16
"Lpin1",71.9391180421899,-2.96455329642439,0.344307655211877,-8.61018699860183,7.29414935766273e-18,2.23755736633654e-16
"Alpk2",17.3209487380404,5.52373369732189,0.641960812056073,8.60447178953256,7.66690050000824e-18,2.34718002054469e-16
"Cyp4f16",42.9139328886512,-2.39658101623422,0.278640305236055,-8.600984750587,7.90349871369922e-18,2.41476435649416e-16
"Dusp2",258.815797232299,2.48197000655928,0.288796611725676,8.59417979916217,8.38616284065045e-18,2.55710877337113e-16
"Chac1",56.442519766659,2.72016104310985,0.31686685335512,8.58455535600405,9.11884319421907e-18,2.77496773131864e-16
"Trim30b",38.0136984251068,3.45015833232593,0.402081089286313,8.58075255031241,9.42544467559596e-18,2.86255636502263e-16
"Fads1",115.103282828651,-2.20695876658502,0.257262532446327,-8.57862489962647,9.60140228583946e-18,2.91019839463039e-16
"Mki67",58.8599339510114,3.30028991535873,0.384900760975523,8.57439176528051,9.96118116021065e-18,3.01325730096372e-16
"Ep400",160.918406270345,1.58884943870841,0.185417780032938,8.5690241703151,1.04365630800574e-17,3.1508087271001e-16
"Cd72",254.881331295298,-1.50484553779123,0.175734130072808,-8.56319450961382,1.09782493505912e-17,3.30779426085204e-16
"Luc7l3",288.583411454563,1.51610490559771,0.177126435479582,8.55945021132925,1.13407029624182e-17,3.41026345887629e-16
"Lpar1",12.7712847108368,3.26303975098555,0.381503148896423,8.55311354683328,1.19811931859625e-17,3.59577305734616e-16
"Top1",339.365528021316,1.30266624393892,0.152389144599322,8.54828765765456,1.24928043584778e-17,3.74195079075348e-16
"Mvp",726.457521892879,1.23124653170625,0.144045252528322,8.54763701055796,1.25634109625157e-17,3.75572085361794e-16
"Tmem134",366.348388178453,-0.989565944280068,0.115841206784997,-8.54243469784218,1.31422971766181e-17,3.92108537680468e-16
"Sdc4",154.824729326252,2.58886958709763,0.303133262867105,8.54036789830153,1.33795167912554e-17,3.9840647070211e-16
"Ccdc50",227.165990519912,1.21429379597124,0.142343210672246,8.53074614684103,1.45406793084092e-17,4.32138785060442e-16
"Tmcc3",157.443848216445,2.57492808978797,0.301867531819246,8.52999351824893,1.46355916613062e-17,4.34113288848784e-16
"Slc31a2",427.55237381574,1.67461158633899,0.196489741393131,8.52264130669536,1.55955200159918e-17,4.61687957599632e-16
"Psmc4",377.95378691803,0.717997471506989,0.08425334083742,8.52188725539653,1.5697416038129e-17,4.63803885498671e-16
"Tcof1",373.799147984996,1.30682900530885,0.153440450686584,8.51684806360589,1.6395436981352e-17,4.8349097140753e-16
"Parp8",37.3512340894719,2.08149012984396,0.244508285754779,8.51296357265992,1.69543348066874e-17,4.99007313634664e-16
"Lhx2",12.8949451790223,9.43163225546602,1.10877013426831,8.50639096776364,1.79431183833215e-17,5.27092067190982e-16
"Ubald1",173.672269465154,-1.92033430203546,0.22590206067807,-8.50073831230829,1.88388625932456e-17,5.52340959801196e-16
"Ppp1r15b",443.120215841185,1.86811587326313,0.219841103776335,8.49757320707295,1.93595407172883e-17,5.66517385366176e-16
"Stab1",81.8904609288909,-2.2910464188883,0.270101684678462,-8.48216264039832,2.21046283732985e-17,6.45607594213236e-16
"Dlgap4",392.118711463994,1.21633815128243,0.143527782281756,8.47458333115375,2.35922409294358e-17,6.87738633289061e-16
"Atraid",166.330696258724,-1.17266531960365,0.138410748099118,-8.4723573545307,2.4047606643746e-17,6.99675211623191e-16
"Ccdc86",36.1204325859697,2.00963841004953,0.237286077002075,8.46926391737663,2.4694858144822e-17,7.17138680525632e-16
"Gm15753",63.2916160977724,3.55989427430136,0.420607473421628,8.46369715055639,2.59031943914678e-17,7.50798672418854e-16
"Lrch1",125.158471576705,1.81130234896914,0.214025767724491,8.46301063758252,2.60561934831575e-17,7.53800238793584e-16
"Peli2",68.4810263169043,-2.31629795826266,0.273934902553936,-8.45565109326145,2.77534327135953e-17,8.01380369605064e-16
"2310043P16Rik",11.396178489766,3.92779437390223,0.464542249100265,8.45519300237959,2.78626099137482e-17,8.03012005189046e-16
"Rbl2",87.6367352685621,-1.59321873628941,0.188499619938282,-8.45210582817653,2.86095091314872e-17,8.2298221928048e-16
"Dcp2",129.259261548367,1.96275022039522,0.232248166066963,8.4510902868844,2.88594964642887e-17,8.28609949330593e-16
"Capza2",276.472669893652,1.3449020339675,0.159183971965618,8.44872770392982,2.94494425615653e-17,8.43959024988017e-16
"Trim34a",46.2287650615413,1.8577299689845,0.220150911056012,8.43843870585595,3.21604534701948e-17,9.19921714083658e-16
"E230032D23Rik",27.979164174103,-3.67693275964249,0.435773305301158,-8.43771914184004,3.23590040920128e-17,9.23867746042748e-16
"Arl8a",524.061153538911,1.11666730454672,0.132361203718234,8.43651518101819,3.26939229771921e-17,9.31685139645365e-16
"Chmp2a",557.57964051402,0.87623385279211,0.103880241394187,8.43503866598776,3.31093326285094e-17,9.41762845623609e-16
"Tapbp",2059.97191754461,1.42107111396151,0.168533167637143,8.43199670358724,3.39816557629587e-17,9.64775277024335e-16
"Got1",155.565670396794,-1.27355538560091,0.15108783791116,-8.42923827098355,3.47922515773024e-17,9.85761391334632e-16
"Prkch",64.3872550220306,-2.64732942006565,0.314072333900503,-8.42904367662107,3.48501501986991e-17,9.85761391334632e-16
"Mdp1",52.9100276515689,-2.83719945588897,0.336616809434823,-8.42857331056225,3.49904933658497e-17,9.87898262695823e-16
"Camk2d",119.03943885479,1.89559326313741,0.225025700670757,8.42389672596076,3.64165294091725e-17,1.02625953303557e-15
"Ldlr",323.013700154393,1.17499267697278,0.139770428457642,8.40658993421397,4.22103681008099e-17,1.18734183037813e-15
"Mvb12b",113.193483601228,-1.85086603553869,0.220280689654097,-8.40230724919681,4.37790572696195e-17,1.22919982897352e-15
"Zfp800",53.9623366571375,2.35273548226779,0.280047727153733,8.40119470413074,4.41958897503919e-17,1.23862230723249e-15
"Mbnl2",258.421899458906,1.22030849956386,0.145289361281486,8.39915936583692,4.49686178669282e-17,1.25796614311778e-15
"Rab3ip",62.0541040345485,1.82723723222391,0.217559219897621,8.39880393524012,4.51049193239484e-17,1.25946813189179e-15
"Tbc1d2",33.8688257059066,-3.23727469453069,0.386357182208752,-8.3789685907316,5.33935193604224e-17,1.48818573339854e-15
"Phlda3",64.7476427025029,-2.65735938244072,0.317328939652281,-8.3741476127345,5.56250015386342e-17,1.54755250631025e-15
"Tpx2",42.2775228444612,2.4831772988082,0.29658020983493,8.37270059317271,5.63125530233009e-17,1.56382729215527e-15
"Nono",171.9592567841,1.3992708500945,0.167278294138681,8.36492778276686,6.0151757466303e-17,1.66740671696592e-15
"Acot13",107.700771959939,-1.71533852078735,0.205135876828955,-8.36196255527563,6.16834241968928e-17,1.70676131634452e-15
"Mat2a",518.787138443865,1.59018399330892,0.190199878643295,8.3605941531182,6.24031725132978e-17,1.72354849300315e-15
"Atg7",212.492760464283,-1.22210046962484,0.146405725225918,-8.34735436567815,6.98090278014707e-17,1.92460838672915e-15
"Stx3",213.531954932573,1.38360886700709,0.165792048326339,8.34544769169899,7.09446159724128e-17,1.95238558685091e-15
"Oas1g",13.7879228047388,2.75907814143079,0.330988229625816,8.33587993310199,7.69239494833274e-17,2.11312168256362e-15
"Dnajb6",107.181091143611,1.16483167717132,0.139838916029227,8.32981054378213,8.09718290986568e-17,2.22031745762252e-15
"Dhx58",390.529252694448,2.72068757863146,0.326892752560123,8.32287518558879,8.58548395670728e-17,2.34934854637751e-15
"Rhoh",123.964696932848,1.77941415306563,0.213802642453206,8.32269485843742,8.59856020515971e-17,2.34934854637751e-15
"Rnf19b",938.980222065969,1.86998375000242,0.224702787665509,8.32203182448302,8.64680855408983e-17,2.35830488757878e-15
"Gspt1",173.424726623303,1.46421753733392,0.176009570494695,8.31896545863142,8.87344025474965e-17,2.41579410935559e-15
"Adi1",64.2002442027526,-2.21251923648392,0.266215843901166,-8.31099758775187,9.49008551652201e-17,2.57907029919598e-15
"Abhd4",170.422629670525,-1.19054509841263,0.143300348722782,-8.3080404829703,9.72953378546623e-17,2.6394390052174e-15
"Scd2",128.679905093056,-2.3258293156415,0.279990017371248,-8.30682942727064,9.82930842878764e-17,2.66176973899283e-15
"Max",376.673990092197,2.07918987035013,0.250443566668396,8.30202946719379,1.02347812515556e-16,2.76665735746838e-15
"Zfp414",90.8858320870766,-1.58530999618388,0.190977601818675,-8.30102578044239,1.03216290902125e-16,2.78519570105097e-15
"Ddhd1",274.432809341864,2.2668957043611,0.273135327291292,8.29953315392088,1.04521298760531e-16,2.81542706873331e-15
"Stip1",286.357034982931,1.12823701452536,0.136221099561309,8.28239544504318,1.20721936214459e-16,3.24607872932212e-15
"C2cd2l",89.2738051323803,-2.20553245056194,0.266737481538668,-8.2685509281987,1.35596980786349e-16,3.63963304413499e-15
"Mtdh",567.324386875098,1.09106020765272,0.131961793061257,8.26800077766633,1.36224004924477e-16,3.65003722157923e-15
"Isg15",3586.27909403631,5.82329482709531,0.704924918802944,8.26087243019304,1.44611574314485e-16,3.86797905613796e-15
"Dync1i2",563.942029658199,1.20116684195536,0.145474279219291,8.25690182760554,1.49502290521239e-16,3.99178970453031e-15
"Cd274",1408.16705669282,2.34522211946893,0.284381248184567,8.24675373091707,1.6275534746645e-16,4.33805599208652e-15
"Snx10",200.803504494008,1.4744359623576,0.178942482197383,8.23972007234831,1.72614031867828e-16,4.59279848142566e-15
"Prkcd",1488.27019278321,1.08425364033854,0.131922489832245,8.2188688351569,2.05431570929804e-16,5.4564629449404e-15
"Man2a1",229.022781057114,1.77477026853603,0.216194699082732,8.20912943779842,2.22797949543751e-16,5.90573542373863e-15
"Mrpl34",216.838737908595,-0.970180485793405,0.118185620053253,-8.20895541569484,2.23121054970055e-16,5.90573542373863e-15
"Tef",79.8116389616658,-2.03415765578401,0.24783898261239,-8.20757749383337,2.25695792667323e-16,5.96353215772272e-15
"Ifit3",1250.66440969779,5.15930253572798,0.629068854441986,8.20149098035466,2.37423706469183e-16,6.25174754547352e-15
"Kctd10",249.487925729117,1.32576641153066,0.161645914136864,8.20166979542801,2.37070738659152e-16,6.25174754547352e-15
"Tnfrsf1a",485.632249048611,1.07322836348228,0.130862020214368,8.20122111613592,2.37957379669521e-16,6.25499691455434e-15
"Kdelr1",291.577205671454,-0.745991467224085,0.0909946053148356,-8.19819443848349,2.44024426944032e-16,6.40343616727833e-15
"Arf4",679.066439041177,1.40994297367045,0.172200473417279,8.18779963661225,2.66045246775566e-16,6.9692883717187e-15
"Dnaja2",123.530793858821,1.6746269119664,0.20476616665911,8.17824027909004,2.88019003967899e-16,7.53196866980203e-15
"Pcyox1",78.0435954611995,-1.72202134214237,0.21063735037794,-8.17528961056811,2.95156044611012e-16,7.69222060878544e-15
"Tab2",292.382338503179,1.1875821600997,0.145264784216039,8.17529290742285,2.95147973748435e-16,7.69222060878544e-15
"Cdca7l",27.8137438093872,-3.53798048396917,0.433255435796273,-8.16603830363208,3.18682125218901e-16,8.29117351721393e-15
"Pik3r2",62.6642268859175,-2.07241284406844,0.253841891745301,-8.16418767532607,3.2360545237956e-16,8.4049211703216e-15
"Nfkbia",2385.4736934583,3.05964426460348,0.37497304004446,8.15963799488278,3.36030172786755e-16,8.71278233725658e-15
"Ntpcr",55.6217896358968,-1.87297393811099,0.229639887344846,-8.15613506767829,3.45915595223726e-16,8.95386954971293e-15
"Cd83",344.096072326003,2.08842150393433,0.256182977711618,8.15206975338243,3.57747836720851e-16,9.24444664177303e-15
"Hcar2",63.6099780446114,3.03785675793281,0.373101608429767,8.14217009333709,3.88255285641763e-16,1.00158038661494e-14
"Surf4",970.390710258542,1.12093074688497,0.137717936090617,8.13932287038785,3.97494663610871e-16,1.0236830475357e-14
"Hvcn1",3167.15181138569,1.24517430226665,0.153121015863654,8.13196212971454,4.22396793079966e-16,1.08598001809396e-14
"Akna",151.069529636642,1.16505861897218,0.143292135284623,8.13065292563344,4.26984260075428e-16,1.09592626752693e-14
"Sav1",109.265097545917,1.44438753875822,0.177974685370554,8.11569092396997,4.83028637273732e-16,1.23768984939081e-14
"Foxred2",24.2059889961467,-3.3919254258038,0.418015279059319,-8.11435752644452,4.88361621501977e-16,1.24925524856026e-14
"Rassf3",199.298431734431,-1.96722060465881,0.242521264017876,-8.11153864229328,4.99827600571172e-16,1.27644415382045e-14
"Nr3c1",383.528523137801,1.19244781893974,0.147053677946559,8.10892889991562,5.10679162476053e-16,1.30197567075416e-14
"Rp9",238.032646320262,-0.979702074801546,0.120949817401375,-8.10007072230938,5.49272473539441e-16,1.39803140760974e-14
"Nlgn2",37.9235654072384,2.59558234511034,0.320467066200073,8.09937313024818,5.52431038898149e-16,1.4037272698402e-14
"Hnrnpd",306.26125436812,1.34180959608022,0.165817176355447,8.0921025527772,5.86435009969394e-16,1.48765194043151e-14
"Rps6ka1",289.737373117117,-1.38949256414763,0.171762376230153,-8.08962122348482,5.98505612512213e-16,1.51575026052512e-14
"Cgnl1",29.5634589480237,-2.68958997710995,0.332724686270447,-8.08352998167316,6.29184787091071e-16,1.59080452139145e-14
"Hscb",84.1088704802359,-2.17799919121186,0.269965925935019,-8.0676818145417,7.16454678248503e-16,1.8084549709564e-14
"Elavl1",212.436615473785,1.18117833890373,0.146492546295685,8.06306101417341,7.44073622648409e-16,1.87506552907399e-14
"Smim14",407.731819572774,-1.17548595727632,0.145952475789216,-8.05389528968285,8.01998370156062e-16,2.01770085006589e-14
"Tpm4",927.197739087169,1.5689307682382,0.194832263101531,8.05272567932243,8.09702484142863e-16,2.0337271949328e-14
"Wdr1",870.252237448349,0.924626400880629,0.114907470033438,8.04670401856003,8.50535458502791e-16,2.13277361847591e-14
"Rdx",141.243886449188,1.27080716988777,0.157948433329236,8.04570924257812,8.57473568401876e-16,2.14664072641297e-14
"Klf3",180.490621015241,1.16175494786301,0.144733708238507,8.02684434747261,1.00011843631772e-15,2.49964027542622e-14
"Gng12",786.461453530045,1.18018315620714,0.147272468072203,8.01360343624126,1.11395494859072e-15,2.77960018759641e-14
"Nherf1",300.863156092473,0.943981797545137,0.117876628592343,8.00821849774602,1.16381998076889e-15,2.89753787856063e-14
"Trip13",17.5277381408288,2.7025651061361,0.337479293073588,8.00809164177906,1.16502080516704e-15,2.89753787856063e-14
"Cdyl2",39.2466495803717,1.81765449891499,0.227183264792774,8.00082920092274,1.23584114926112e-15,3.06867005889822e-14
"Mgat4a",184.194935646069,1.5480609417526,0.19361658825908,7.99549747091468,1.29051726750368e-15,3.19922378217254e-14
"Mr1",34.6817520552801,-2.74722621276359,0.343666517333369,-7.99387218190558,1.30765332522131e-15,3.23644197992274e-14
"Rasa4",547.090219333602,1.91396887916926,0.239744770549408,7.98336028261694,1.42402480386086e-15,3.5187491344672e-14
"Trip10",110.30556912775,1.20166899875728,0.150531392877613,7.98284647332185,1.42996720246355e-15,3.52771520530086e-14
"Brd9",103.964240874065,1.3863551713836,0.17380949577633,7.97629131360957,1.50795792444198e-15,3.71410767625889e-14
"Ilf3",128.17425351535,1.06536096111311,0.13364949086072,7.97130579586981,1.57006472017517e-15,3.86083979415979e-14
"Klhl21",82.8969677716933,-1.68330069862584,0.211226677823506,-7.96916713348279,1.59747293795667e-15,3.91560649712017e-14
"Mafb",243.528997624193,-3.69964409229331,0.464240422962161,-7.96924160263152,1.59651070088604e-15,3.91560649712017e-14
"Pygl",187.933466130428,-1.61656675134639,0.202915707598323,-7.96669104861229,1.62979443774011e-15,3.98841829819996e-14
"Lyl1",94.8729532085947,-2.5319674572715,0.317866603230749,-7.96550323795252,1.64552725334448e-15,4.02046610648878e-14
"Chek2",32.1129798150137,-2.60964776162863,0.327685270558534,-7.96388484957086,1.66720415120386e-15,4.06691111828065e-14
"Mir155hg",17.2750419791335,3.51483055672643,0.441623852157624,7.95887844271581,1.73605687573012e-15,4.22810273600343e-14
"Cggbp1",233.697123981642,1.61485727294546,0.202921086354294,7.95805552768417,1.74763926870531e-15,4.24952285337817e-14
"Chtop",243.883066504246,0.916968215829544,0.115244294108124,7.95673419604818,1.76639619572501e-15,4.28829242038591e-14
"Aldoc",88.0368719891913,-1.44697723560904,0.182140952924977,-7.94427179814442,1.95334869676934e-15,4.73461911461769e-14
"Ilrun",557.629611493131,1.10212245492615,0.138739473526977,7.94382757054251,1.96036056817916e-15,4.74407257499357e-14
"Bin2",173.117816022238,-2.49016958679305,0.313518802556446,-7.94264830845264,1.97909499904893e-15,4.77674679230117e-14
"Rbbp8",71.3067268101033,1.74845552361238,0.220136874597259,7.94258357129483,1.98012854042656e-15,4.77674679230117e-14
"Pdgfrb",15.6722800539607,3.36269393483831,0.423697155977991,7.93655064093229,2.07881512935161e-15,5.00689027837198e-14
"Kpna3",99.7130624795612,2.77999446105471,0.350395142564628,7.93388413066247,2.12396270231145e-15,5.10756078224613e-14
"Stard9",29.5109827190906,-3.67917916264251,0.463788330817609,-7.93288428830563,2.14113912138368e-15,5.1407570149001e-14
"Il18",28.1972790427611,2.13499741511733,0.269299263036818,7.92797347843259,2.22750865272571e-15,5.33971649676983e-14
"Dram1",196.737484744442,1.13747060874574,0.143529940829208,7.92497093062458,2.28199709770184e-15,5.4617468997743e-14
"Slc49a3",51.4150162069424,2.77342353440855,0.350072944798714,7.92241610103067,2.32939262698962e-15,5.5664451396683e-14
"Tshz1",87.1425436728531,1.53964653187607,0.194609377799823,7.91147142693074,2.54364326483101e-15,6.06891787411794e-14
"Rinl",127.595635356033,-1.12341392123413,0.142044851366457,-7.90886758954657,2.59740693079878e-15,6.18751032296222e-14
"Gcsh",58.0838537878281,-1.60659052623192,0.203188493910692,-7.9068971638624,2.63883434157526e-15,6.27639132163127e-14
"Pde4b",269.15643812163,2.55170316873083,0.322741598081518,7.90633492521259,2.65077403390006e-15,6.2949689907851e-14
"Rnf214",56.2219270930172,1.49594003225013,0.18927162692585,7.90366763654539,2.70814527320403e-15,6.4212103942875e-14
"Ttc38",34.0280338820191,-2.75321623541184,0.348549844926238,-7.8990602792966,2.8101396423308e-15,6.65270015325704e-14
"Rnf145",217.146452999062,1.5198283235829,0.192424521166884,7.89830898040689,2.82712625132964e-15,6.68253749267779e-14
"Tmed1",58.9269036684945,1.49434135431183,0.189257396743127,7.89581480051771,2.88424701402965e-15,6.80700154425636e-14
"Hnrnpm",627.009340719384,1.00764481317968,0.127663626292125,7.89296718607967,2.95085222303973e-15,6.95343013793875e-14
"Prpf38b",390.738617854119,1.15787363672258,0.146895581826778,7.88229041556855,3.21433872167883e-15,7.56262471461659e-14
"Rars",243.151064012058,1.84247507122487,0.233757329136661,7.88199915711609,3.22184198314893e-15,7.568598285838e-14
"Slc37a2",162.916841153767,-1.98620943423504,0.252011403226955,-7.88142682752459,3.23663633957048e-15,7.59165502047562e-14
"N4bp2l1",143.322511557611,-1.8416668235156,0.23388910950701,-7.87410250694209,3.43197481808208e-15,8.03746360621802e-14
"Nfatc2",38.265944623757,-3.19763210579458,0.406288754688099,-7.87034361374177,3.53668512274825e-15,8.26998487445088e-14
"Tmem38b",68.7298683400738,-1.56939065644737,0.199533612217981,-7.86529466891468,3.68229631251998e-15,8.59728783777637e-14
"Tagap",50.0892662333794,2.57009677386197,0.326906848867358,7.86186273786139,3.78462632197782e-15,8.82269310472076e-14
"H3f3b",1345.52310732676,1.53394174838712,0.195184029918494,7.85895110900041,3.87363382621279e-15,9.00265568817686e-14
"Psma5",245.377294823598,1.78606519521459,0.227260963878582,7.85909363725497,3.8692292073066e-15,9.00265568817686e-14
"Stk40",265.511281322809,1.47326933380478,0.187713431002027,7.84850250693504,4.2103420886555e-15,9.77030068244168e-14
"Palld",124.034519699849,2.16578014410882,0.276351865989082,7.83703824961466,4.61297566633304e-15,1.06883627673121e-13
"Pmm1",44.2042675361714,-2.11300809815952,0.269625662009268,-7.83682117797411,4.6209539527387e-15,1.0690601511905e-13
"Camk2g",122.412817190657,-2.00262138429378,0.255908556509736,-7.82553507239836,5.05502236664345e-15,1.16771016669464e-13
"Vamp4",181.213514581937,-1.07836609149609,0.137954829922462,-7.81680563197526,5.41806653934676e-15,1.24967991617066e-13
"Coro1c",319.871591931336,-1.24722000898447,0.15962475006277,-7.81345003512313,5.56434782093808e-15,1.28100574454821e-13
