"","baseMean","lgFC_MoDC_Naive_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Klrb1a",21.9800283028752,5.71802119485876,0.974599066629439,5.86704973423996,4.43617643289413e-09,4.57313240373762e-08
"Slc12a7",51.7059916676186,-2.29633259852287,0.391521854996682,-5.86514537877415,4.48739350289281e-09,4.62125580555316e-08
"Slc25a13",27.219802424395,2.02758023842506,0.345765205990841,5.86403780164846,4.51744564042981e-09,4.64892591171223e-08
"Adam23",19.5045551960446,-7.24800409828729,1.23650700875856,-5.86167651857003,4.58217017574064e-09,4.71221345608033e-08
"Snx12",158.159871737634,1.19991574214835,0.204757874062778,5.86016898075657,4.62396396041604e-09,4.75184698901868e-08
"Ctps",37.1617726110928,-3.10765419772738,0.530396314997394,-5.85911724847231,4.65334077973099e-09,4.77867337597832e-08
"Etv3",353.455397385451,-1.30095932743365,0.222193381589742,-5.85507686199108,4.76789457409054e-09,4.8928717122589e-08
"Hspbap1",30.6613546103922,-2.0985361859108,0.358454340251621,-5.85440305852543,4.78726346675304e-09,4.90929834304738e-08
"Cables2",81.2441165069618,-1.66009039504828,0.283717755979924,-5.85120374054329,4.8802795584185e-09,4.99904855279074e-08
"Rab2a",223.070551132927,1.2100534464327,0.206805814710547,5.85115775456476,4.88162927910675e-09,4.99904855279074e-08
"Plxdc1",19.8562872650611,4.06576833299508,0.695047828059402,5.8496238227905,4.92685996635881e-09,5.04183154090664e-08
"Gm5281",14.7370271716042,-5.526488977589,0.945270461907535,-5.84646320846275,5.02134564164806e-09,5.13133032925029e-08
"Msh6",38.0487819632623,-2.07889956421258,0.355577981745195,-5.84653626191709,5.01914195642519e-09,5.13133032925029e-08
"Ccnd3",171.934755706573,-1.52760525511558,0.261403298530609,-5.84386372973293,5.10037558168144e-09,5.20844647687371e-08
"Gpsm2",65.5889722856861,2.31225501733467,0.395770743292831,5.84241017437672,5.14509309433186e-09,5.24677335590281e-08
"Tmem256",471.980882505963,1.28727123278202,0.220328895131116,5.84249847037075,5.14236588817223e-09,5.24677335590281e-08
"Khnyn",76.5398838327351,-1.51646285858625,0.259610395226639,-5.8413025305184,5.17942477167215e-09,5.27809769300268e-08
"Pnn",90.0734690748382,-1.45619817830572,0.249313969117896,-5.84082064658441,5.19443035823568e-09,5.28969780483373e-08
"Pck2",122.530435561932,-1.53385394731859,0.262774343805101,-5.83715261203827,5.31004545940431e-09,5.40366507621472e-08
"Rab8b",232.18406223395,1.35760006064464,0.232587107828251,5.83695318851092,5.31640246101357e-09,5.40636665307668e-08
"Chst10",16.2780552991704,-5.43182414936936,0.930741605284262,-5.83601734201019,5.34633337186684e-09,5.43302061443086e-08
"Dnajb12",141.568254116695,1.21174536986717,0.207653263793792,5.83542655544523,5.36531267666914e-09,5.44851606518772e-08
"Tm2d2",337.385947523305,1.2635875841111,0.216565207670049,5.83467491249221,5.38955434208111e-09,5.46933023331553e-08
"Nfkbib",657.388866522757,-1.49703367261521,0.256607133723147,-5.83395188939042,5.41297350625804e-09,5.48928139665877e-08
"Slc17a9",34.8495885074399,-2.24021855065977,0.384224125492151,-5.83049944557824,5.52617225295827e-09,5.60018691255723e-08
"Vdr",30.9080665339476,-2.59134206256312,0.444588068985914,-5.82863608660002,5.58822159126393e-09,5.65914007609065e-08
"Mrfap1",357.347063286035,0.79612564642509,0.136594239448016,5.82839839836783,5.59618512251607e-09,5.66327729342357e-08
"Nlrx1",28.3878879274932,2.27984513277011,0.39146701639705,5.82384987055398,5.75072393700545e-09,5.81563861856583e-08
"Mef2c",88.4044944664251,-2.24511331301437,0.38570391543759,-5.82082064286861,5.8559384071891e-09,5.91794246091228e-08
"Slc66a3",241.851789319229,1.67395424825778,0.287597821321562,5.82046915573166,5.86826721926774e-09,5.92630056728678e-08
"Naa38",220.49160023959,1.06327403935477,0.182712680281806,5.8193773837417,5.90672360415994e-09,5.96101484392174e-08
"Dcxr",95.0522287204423,2.08786100085334,0.35897063613164,5.81624453563297,6.01844053460741e-09,6.06956402809889e-08
"Emp3",1431.33221212482,1.25188884869155,0.215289196310421,5.81491719113706,6.06639091963753e-09,6.11369955827928e-08
"Tex2",62.8759639176259,1.78319578780293,0.30670414925278,5.81405824520899,6.09761821219746e-09,6.14093232777375e-08
"E130307A14Rik",20.2716997373106,-3.11939488574545,0.536699078824401,-5.81218602532027,6.16622624519463e-09,6.2057478882548e-08
"Atp5if1",948.249892612635,1.43474289045116,0.246917362284492,5.81061970359983,6.22420091717919e-09,6.25978002710522e-08
"2700038G22Rik",23.9960177319441,-3.41012165700345,0.58695875450454,-5.80981479675174,6.25419902768597e-09,6.28562067455596e-08
"Ddb2",23.2799132257644,-2.8326192698885,0.487600510495252,-5.80930333114589,6.27333388467272e-09,6.2982141007519e-08
"Tmem123",498.478877102501,-1.86366847786795,0.320810547851818,-5.80924938518159,6.27535541778677e-09,6.2982141007519e-08
"N4bp2",39.2898802515028,-1.61985629714888,0.278902496523899,-5.80796628692091,6.32362453220214e-09,6.34230007168598e-08
"Mtmr10",42.5951543161119,1.6549182621072,0.284955383800148,5.80763991905436,6.33595972128952e-09,6.35031021345167e-08
"Cav1",522.461866366897,2.59738810546774,0.447424544308353,5.80519807978547,6.42899542846247e-09,6.43913719079818e-08
"Socs1",39.5471764842502,-5.66037528311219,0.975738346809063,-5.80112004578194,6.58734175641665e-09,6.5932112178857e-08
"Npdc1",26.0921269594767,3.24375749589186,0.559260556098836,5.80008273517255,6.62822086392554e-09,6.62958282711675e-08
"Ms4a4b",28.3075639064469,-4.33204452757949,0.747295297687229,-5.796964788868,6.75258618086546e-09,6.74935085552213e-08
"Prune2",12.239309345341,5.799085612564,1.00173672793884,5.78903163957672,7.0793363268535e-09,7.07110454042693e-08
"Pnp2",52.9953503751232,-3.61008586997576,0.623706470924287,-5.78811674765194,7.11799343562234e-09,7.10485701574798e-08
"Nek8",16.7015863050138,-3.04923846622888,0.526886228291585,-5.78728063573793,7.15350131235135e-09,7.13542210821494e-08
"Mpzl2",12.9911564039422,-7.04097607724159,1.21665946423725,-5.78713788385788,7.15958086881473e-09,7.13661156500352e-08
"Hint1",1246.33290773335,1.16253329893305,0.200967289863649,5.78468913882354,7.26465442926986e-09,7.23640850140708e-08
"Zfp598",134.736768169618,-1.20833218432378,0.209079821507118,-5.7792864735282,7.50180964289841e-09,7.46754779926691e-08
"Cyb561a3",163.936589369041,-1.34195622304911,0.232311017859905,-5.77655005522974,7.62478263172087e-09,7.58478888085967e-08
"Sdhb",837.765910207508,1.21057649853387,0.209697068175901,5.77297770094906,7.78827521086601e-09,7.742149959447e-08
"Tmem59",553.957363733932,0.970657456630607,0.168210835478238,5.77048115759574,7.90455039862846e-09,7.85239112048785e-08
"Usp11",17.85803221427,-3.42398703549379,0.593433157402669,-5.76979394019682,7.93685232482882e-09,7.87911995237765e-08
"Iqsec1",78.3468355195601,1.85132363946606,0.321058345914532,5.7663152602141,8.10234331058463e-09,8.03794289160784e-08
"Pde8b",13.7538741073851,6.00451204681271,1.04166989846677,5.76431368099502,8.19907981877548e-09,8.1283884992246e-08
"Dync1i2",563.942029658199,1.00341514810834,0.174094002115529,5.76363996412968,8.23189250943074e-09,8.15538170388175e-08
"Papolg",26.7726791438213,-2.28800662191482,0.397106745241956,-5.76169165930622,8.32750281593369e-09,8.2445100760054e-08
"Whrn",15.8111685797592,-3.4685968556986,0.60221012196789,-5.75977840485974,8.42244337760912e-09,8.33285505712913e-08
"Aifm2",58.0795736616084,1.94087209177642,0.337001871997067,5.75923237540149,8.44973122254626e-09,8.35419262307671e-08
"Mob3a",222.420828496657,-1.23309543569983,0.21439766256145,-5.7514406685586,8.84861354648605e-09,8.74264571172773e-08
"Slco4a1",278.078664055725,2.29648270015398,0.39934448144003,5.7506308635414,8.89110518814425e-09,8.76683383271239e-08
"Vcan",57.7966079405036,-4.53172862580033,0.788038730570536,-5.75064200527223,8.89051922178678e-09,8.76683383271239e-08
"Zfp950",46.3921451973555,-1.65510725102733,0.287807983444962,-5.75073433063347,8.8856650869393e-09,8.76683383271239e-08
"Icam2",55.4336421624824,-2.45703516294284,0.427306499577469,-5.75005333495375,8.92153006116568e-09,8.79089767093133e-08
"Tifab",26.4094663261224,2.30652794835648,0.401320473881062,5.74734681749642,9.06546634380223e-09,8.9267029682093e-08
"Sh3bp1",186.642676916291,-1.1982503961347,0.208500762342687,-5.74698328519914,9.08497063420154e-09,8.93988046976045e-08
"Twf1",223.422503195885,1.2608798774468,0.219493303197873,5.74450272093319,9.21915133759415e-09,9.06580922443686e-08
"Gimap8",32.4233310449233,-3.39636740317729,0.59130728216098,-5.7438281341048,9.25597357647258e-09,9.09589381811771e-08
"Tmem184b",360.511087870417,0.986128082532435,0.171738899637738,5.74201933640283,9.35541360172041e-09,9.18743139380788e-08
"Ctse",21.519853804308,-4.430551700135,0.772342750007139,-5.73650972977224,9.66475002083149e-09,9.48483498348133e-08
"Rab3d",46.0174203671996,1.86408123710508,0.324994698118606,5.73572814540126,9.70942943617126e-09,9.52228328115574e-08
"Rtn4",1281.18610175156,1.44501949634606,0.251976765450308,5.73473309637759,9.76660218636388e-09,9.5719256192934e-08
"Rab27a",36.1387575708618,-3.10980665944814,0.543026143259846,-5.72680836465741,1.02337658658377e-08,1.00230504989153e-07
"Creb3l1",30.2926307778065,3.20515501712297,0.560066261640913,5.72281395371386,1.04773982149643e-08,1.02547886148206e-07
"Eaf1",135.35234690487,1.78965490057181,0.312735484059253,5.7225834348645,1.04916290591952e-08,1.02618391929958e-07
"Gpr176",12.1397235923863,6.29818844847729,1.10110085587161,5.71990151028608,1.0658581826601e-08,1.04181573235511e-07
"Ldha",2166.6900090946,1.12403079577822,0.196587362364058,5.71771645064668,1.07965103820702e-08,1.0545915793269e-07
"Rfx5",39.6047937205289,-2.26332838479045,0.39587665324723,-5.717256539948,1.08257617374385e-08,1.05674196959769e-07
"Resf1",238.9669337281,-1.36557643152247,0.238880945437091,-5.71655654252293,1.08704310304419e-08,1.06039348254872e-07
"Rnd2",17.6227615226441,3.61817176932481,0.632983841894142,5.71605707737782,1.09024131050681e-08,1.06280332825975e-07
"S100a8",947.589579818256,-5.74826128254788,1.00610456825248,-5.71338354275851,1.10751675557525e-08,1.07892376128521e-07
"Mefv",57.9684735044023,-2.82485707585869,0.494465950188004,-5.71294560279555,1.11037181163187e-08,1.08098397101734e-07
"Carns1",37.8017748891353,-2.64780571444441,0.463704876975565,-5.71010969674131,1.12903377527348e-08,1.09841973486467e-07
"Tsku",11.6645207329802,6.08598523465893,1.0658644442818,5.70990548311217,1.13038932554495e-08,1.09900634626718e-07
"Arsb",67.7932068856301,1.90767612036429,0.334237840975164,5.70754081823441,1.14620138739205e-08,1.11363798137632e-07
"Lrig1",18.5364859861069,-5.37909017836576,0.942782477473909,-5.7055474692089,1.15969731169821e-08,1.12600131933039e-07
"Ttll11",15.0701368636503,5.08437691107208,0.891175874550817,5.70524523415176,1.1617570223591e-08,1.12725168089767e-07
"Vgll4",70.3973864413102,-2.32091233769271,0.406852608458822,-5.70455317094916,1.16648678287781e-08,1.13108940839075e-07
"Prelid2",26.0625778495132,2.63217960372666,0.461454869874146,5.70408890569201,1.16967018732572e-08,1.13342360620554e-07
"Hs1bp3",92.6499746300881,2.25320536022911,0.395329595761518,5.69956154152535,1.20115958070172e-08,1.16316534197528e-07
"Hbp1",331.242112397005,1.00702681094738,0.176711334889546,5.69871090372798,1.20716729666762e-08,1.1682083521032e-07
"Spns2",10.8283117881271,-5.44918763040045,0.956255545322147,-5.69846382283169,1.20891779589891e-08,1.16912758764979e-07
"Hjurp",49.7598394435912,-1.57430012559241,0.276330222700225,-5.69716953219512,1.21812786097794e-08,1.17725487451097e-07
"Slamf6",42.171677621742,-4.00746071213953,0.703570005857941,-5.69589476352504,1.22726563663164e-08,1.1853015933685e-07
"Rnf122",15.9742647811945,-4.27492618986046,0.750793022176233,-5.69388108785195,1.24183589282783e-08,1.19858093476304e-07
"Pdp1",21.3101544694162,2.7858209826043,0.489310367310368,5.69336185929873,1.24562002235782e-08,1.20143918008529e-07
"Chek2",32.1129798150137,2.01570637758194,0.354112669787297,5.69227409680852,1.25358397547474e-08,1.20832256065067e-07
"Cd86",71.246134946935,-3.67785007711453,0.646390426145538,-5.68982758461593,1.27167707816618e-08,1.22495385042617e-07
"Rnf130",698.280226586894,0.994259038216793,0.174747083961998,5.68970317371941,1.27260390259052e-08,1.22503854907906e-07
"Flot2",154.855892040096,1.330148151046,0.233881650505809,5.68727024189082,1.29086099549585e-08,1.24179467175401e-07
"Ppcdc",73.3874230777307,-1.66861043536643,0.293603026957437,-5.68321945675416,1.32182474133354e-08,1.26990833537459e-07
"Sidt1",32.3494119085802,-6.86390228331977,1.20774665941242,-5.68323019552719,1.32174170917225e-08,1.26990833537459e-07
"Atg13",136.891359323309,1.16707515541155,0.205429484606388,5.68114726884369,1.33794208785194e-08,1.2845475548259e-07
"Gpr171",42.8811943204048,-4.11705544295854,0.724955105986769,-5.67904882517467,1.35445816329056e-08,1.29955010240027e-07
"Pmaip1",63.5936600627556,-2.21770223356503,0.390553265630513,-5.67836049196707,1.35991879490644e-08,1.30393264359939e-07
"Cttn",23.2105360670668,2.73397321262794,0.481840839197843,5.6740172069669,1.39487111942949e-08,1.33656843550058e-07
"Arl6ip5",301.016968560238,1.17337668708921,0.206803947854379,5.67386019108031,1.39615090296784e-08,1.33691748433045e-07
"Rps6ka3",117.661032843252,1.40774797869154,0.248233747827011,5.67105798874927,1.41918347024963e-08,1.35808232084242e-07
"Ywhag",507.541817680361,0.735145125153762,0.129714639408699,5.66740291230739,1.44978153556923e-08,1.38645447045956e-07
"H6pd",71.2268877744818,1.73432929837751,0.306238462991071,5.66332942452128,1.48463747538369e-08,1.4188587076589e-07
"Akip1",64.7380634512098,1.39091918152922,0.245722543022821,5.66052737538223,1.5090851213887e-08,1.441279923325e-07
"Coro2a",455.820072160006,-1.46301712791304,0.258498247820723,-5.65967908969228,1.51656314264446e-08,1.44747526614621e-07
"Arap2",39.4364231576676,-2.17640690100758,0.384755213116595,-5.65660146194835,1.5439971949923e-08,1.47269699794073e-07
"Clec4a2",26.4351089034513,3.40449969398236,0.602026988302429,5.65506158383734,1.5579040322733e-08,1.48499168298218e-07
"Samd8",62.0961656681278,2.30630369594278,0.408102567171722,5.65128445999785,1.59253291232101e-08,1.51700966201068e-07
"Mertk",124.497757266782,2.34470846176848,0.414976509168591,5.6502197352475,1.60242868370856e-08,1.52544107354603e-07
"Stat3",598.461522324396,-1.30483919412989,0.230959816236797,-5.64963730656968,1.6078671393989e-08,1.52962109684965e-07
"Cd4",20.3005382591953,-6.34130679140786,1.12256062153625,-5.64896600660162,1.61415767471267e-08,1.53460576327012e-07
"Pianp",26.8049879268457,4.84667376808389,0.858138837063402,5.64789001354311,1.62429035021584e-08,1.54323435160715e-07
"Vezf1",44.6546508317242,-1.64716875015453,0.291720884822102,-5.64638610348042,1.63855631480161e-08,1.55577619408634e-07
"Txndc17",737.8959272493,0.920828173170049,0.163149307425913,5.6440826363189,1.66064302589408e-08,1.5757225540696e-07
"Plcg2",256.937615183066,-0.948212958498773,0.168144402558323,-5.63927757375017,1.70765074897705e-08,1.61927427839688e-07
"Frrs1",138.933774703586,1.48433352277064,0.263324144134865,5.63690628387808,1.73132268855791e-08,1.64065575736608e-07
"Dyrk1a",116.702697550397,-1.00359132410225,0.178044430674662,-5.6367465148972,1.73292902666213e-08,1.6411130075452e-07
"Clta",1322.0362734254,0.899253184067937,0.159549343063023,5.63620737512362,1.73836029760836e-08,1.64518959338787e-07
"Fam193b",67.191522654252,-1.70193490153506,0.302001528221589,-5.63551751395871,1.74533404232461e-08,1.65071975518564e-07
"Arpc5l",253.460506441974,-1.16527095243416,0.206849403101402,-5.63342671026669,1.76663613966064e-08,1.66978560177763e-07
"Kdm2a",204.355093928685,-1.0970858114305,0.194933505219624,-5.62800022599737,1.82310850696361e-08,1.72117153913163e-07
"Srsf1",165.332776681036,-1.25074950560371,0.222242274331095,-5.62786494769375,1.82453848015871e-08,1.72117153913163e-07
"Vipr1",16.2831282632815,-4.00580851958544,0.71177779807575,-5.62789192134808,1.8242532654731e-08,1.72117153913163e-07
"Gga3",161.176701352899,-1.16592707496679,0.207268771231649,-5.62519412856324,1.85299468967687e-08,1.74662998479046e-07
"Ptger4",112.72606923006,-2.07970891416678,0.3697189216056,-5.62510813656791,1.85391801439787e-08,1.74662998479046e-07
"Psme1",1367.49510610001,-1.11813003407758,0.198808970255881,-5.62414277705106,1.86431410805314e-08,1.75529199999355e-07
"Mamdc2",385.781533922479,6.92850006101064,1.23357112194072,5.61661985902389,1.94729186134651e-08,1.83223602134299e-07
"Ehmt1",88.4377231565457,-1.21257538621666,0.215896733294517,-5.61646009049389,1.94909242468368e-08,1.83274930313302e-07
"Uri1",74.5489117492989,-1.48314612545854,0.26407664641105,-5.61634716895769,1.95036600549586e-08,1.83276671674749e-07
"Ttpal",44.8993747257913,-1.61679498020599,0.287953637818587,-5.6147753244381,1.96817811009778e-08,1.84831543033812e-07
"Bltp1",66.0979494418247,-1.85670062936667,0.330704386542917,-5.61438161971801,1.97266423728097e-08,1.85133778001376e-07
"Ifi27l2a",1269.32010708981,-2.40140682037617,0.427780231771657,-5.61364607810583,1.98107209042777e-08,1.85803440825412e-07
"Phgdh",52.0865164931975,-2.2740351995482,0.405128178810159,-5.61312522428563,1.98704691447749e-08,1.86244198280583e-07
"Adgre1",1423.54736282811,1.94929744924588,0.347292924162488,5.61283375970499,1.99039799662467e-08,1.86438626970559e-07
"Atp6v1f",1152.07585079419,0.899350615048987,0.160280996203328,5.61108700564912,2.01059638544972e-08,1.88209865491809e-07
"Slc45a4",66.8617844291871,2.00318467087333,0.357085632967548,5.60981592629738,2.02541931150105e-08,1.89475965444266e-07
"Bvht",16.6595882237441,5.07469581371191,0.904973319647885,5.60756400607083,2.05194139020541e-08,1.91834187715554e-07
"Cuedc2",158.851853155399,1.15247158249935,0.205588823562071,5.60571125672788,2.07401475451058e-08,1.93773752144069e-07
"Trim27",162.354197380257,-1.07870679993389,0.192512453058974,-5.60330920308538,2.10297584725212e-08,1.96353940520606e-07
"Ppp3cb",158.934471855426,-1.31667644714113,0.234990112298926,-5.60311425131888,2.10534349158208e-08,1.96449399409413e-07
"Ifitm6",66.944915089549,-4.02779348514157,0.718897200125226,-5.60273914606978,2.10990634029354e-08,1.967494398934e-07
"Cdk13",113.271972203313,-1.06999053061408,0.190994134949363,-5.60221669056884,2.11627758505115e-08,1.97217623321646e-07
"Ifi208",95.7841756994111,-2.97620610157255,0.531330578103209,-5.60142070534935,2.12602039107683e-08,1.97999207722544e-07
"Atp5po",473.59410893742,0.924997187175926,0.165159281547778,5.6006370244977,2.13565512395306e-08,1.98769737253579e-07
"Prss46",11.8470858074818,5.50490330642711,0.982932899613513,5.60048738687211,2.13749961276551e-08,1.98814693281623e-07
"Phf12",139.133564198077,-1.1647544101472,0.208035381971665,-5.59882842576191,2.15805247284069e-08,2.00598601278756e-07
"Uqcc2",170.225496069103,1.37412190040348,0.245449841942748,5.59838168779099,2.16361981239633e-08,2.00988168704984e-07
"Hnrnpm",627.009340719384,-0.852478795683392,0.152280564814996,-5.59808007488716,2.16738645536958e-08,2.01210072522326e-07
"Ncoa2",55.1942862132027,-1.48771214295662,0.265776146561121,-5.59761348866756,2.1732258837785e-08,2.01623999878129e-07
"Akr1b8",164.44458976967,2.85292290452806,0.509744243390692,5.59677316913111,2.18378121059668e-08,2.02474647735513e-07
"Kctd14",27.384546193863,-7.18078219696048,1.28327917213836,-5.59565085514088,2.19795634252539e-08,2.03659622270928e-07
"Ndufb9",679.585766597952,0.716146366490803,0.128011693005667,5.59438243238531,2.21408439272922e-08,2.0502393396972e-07
"Clba1",17.7201184487875,3.20873918413448,0.574060451533467,5.58954928102622,2.27659751506565e-08,2.10679046340328e-07
"Galnt7",153.126186841276,1.41368991575049,0.252951123640122,5.58878685892605,2.28661403103e-08,2.11471974003363e-07
"Arhgap22",108.957860892923,-1.74829527431177,0.312940234831144,-5.58667464174148,2.31458775764775e-08,2.13851353162009e-07
"Bcar3",190.736508382563,-1.80222826087871,0.322597056958071,-5.58662338048841,2.31527076182384e-08,2.13851353162009e-07
"Gypc",174.570551342371,-1.54515942513871,0.276727322008209,-5.58368943812811,2.35469028464862e-08,2.17354881332009e-07
"Postn",12.6371441905241,7.36119036029335,1.31838923651941,5.5834727380869,2.3576274924021e-08,2.17488529826581e-07
"Rnase6",30.2276610242723,-3.52921937609213,0.632179795710128,-5.58261969148786,2.36922449519107e-08,2.18374795996684e-07
"Slfn4",119.682432637212,-4.2409043368103,0.759672048399666,-5.58254623918866,2.37022564989896e-08,2.18374795996684e-07
"Ppa2",76.4227743845868,1.35680630354526,0.243059084809461,5.58220773606916,2.37484475575302e-08,2.18662408374914e-07
"Trim29",6.68723847722143,6.40770190372531,1.14791406805391,5.58203970318831,2.37714092276636e-08,2.18735909862364e-07
"Terf2",71.1681186294849,-1.32893326722815,0.23815292739133,-5.58016767538808,2.40286832932689e-08,2.20964018974563e-07
"Lrp8",74.112561654747,-2.23711649264612,0.400940742667739,-5.57966865068645,2.40977195455293e-08,2.2145940750369e-07
"Gm5914",15.2180670499488,-3.91722381837911,0.702695590395763,-5.57456724066377,2.48145947794076e-08,2.27904105385968e-07
"Slc46a1",15.2572377364238,3.60327738701004,0.646413445011067,5.57426120205212,2.4858252652858e-08,2.28161573532172e-07
"Stap2",50.9028117800796,-2.22108371676326,0.398590245995542,-5.57234839306154,2.51328178434892e-08,2.3053677070884e-07
"Ddx17",279.940093233954,-0.991644597080052,0.178024499463408,-5.5702703845202,2.5434431145288e-08,2.33156935351312e-07
"Nr2c2",69.2561018517856,-1.29462871615359,0.232426807338544,-5.57004904459183,2.5466763851721e-08,2.33306871095785e-07
"Gadd45g",220.724836557859,1.60794605192667,0.288835124241987,5.56700316883734,2.59157684135124e-08,2.37271452126973e-07
"Ifi27",497.20844012665,1.02787927986422,0.184682003851663,5.56567103684782,2.61145492688652e-08,2.389415808103e-07
"Eeig2",168.036477780994,2.22337423862098,0.39983109584235,5.56078369526724,2.68565894838859e-08,2.45577192381456e-07
"U2af1",73.1966639037361,-1.97017681876176,0.354447553567507,-5.55844383444594,2.72190516681634e-08,2.48735801946302e-07
"Map4k3",79.7149748296678,2.01774756095685,0.363127814992115,5.55657671390627,2.7511683720972e-08,2.5125273131792e-07
"Nfe2l2",1090.02797834204,1.32336698362817,0.238178514257183,5.55619799609301,2.75714111006391e-08,2.51640822689146e-07
"Aldoa",2183.97219986213,1.09715998913618,0.19754935647766,5.55385250905768,2.7944128921677e-08,2.54883269608526e-07
"Pnpla2",334.35875541139,1.16459065757427,0.209741965039147,5.55249235581875,2.81625035619575e-08,2.56714756251727e-07
"Ninj1",1252.3112453152,1.25147977910075,0.225422864341535,5.55169850563452,2.82907216864431e-08,2.57722650522226e-07
"Chmp5",250.688769443018,1.22215383259876,0.220260163952361,5.54868302405827,2.87829469959258e-08,2.62043251235352e-07
"Atp7a",23.7512694842532,2.65222374093548,0.478232969588232,5.54588225738408,2.92475601158536e-08,2.66107240107047e-07
"Mcm2",40.1987918982639,-1.85278184127452,0.334203420816684,-5.5438745562416,2.95850824098175e-08,2.69010559421273e-07
"Tmem178",58.3845748177615,6.60765378161924,1.19206501276343,5.54303138744209,2.97279547970827e-08,2.70141458557435e-07
"Pgap6",58.7089981867864,-1.46340742082206,0.264093584545826,-5.54124562828267,3.00327598607295e-08,2.72741537466563e-07
"Il4i1",684.048821453265,-4.46510526057983,0.805831050924549,-5.54099430079904,3.00759007328653e-08,2.72963566440045e-07
"Ipcef1",21.793691279338,-4.79899616624658,0.866253137500576,-5.53994664895906,3.02563808500933e-08,2.74431012145287e-07
"Rapgef4",14.2675978368968,-5.24313855023762,0.946500735825308,-5.53949759549403,3.03340610824718e-08,2.74964800737018e-07
"Rasgrp4",45.2857819507232,-3.30836266352634,0.597757855309908,-5.53462013779997,3.11903583204728e-08,2.82551366348551e-07
"Eea1",260.612160717704,1.10208825234661,0.199167242386586,5.5334815059971,3.1393609835764e-08,2.84216295369908e-07
"Clec7a",1029.67697401194,2.10265539825552,0.380035803226203,5.53278238630583,3.1519042265036e-08,2.85175076949393e-07
"Sh2b1",130.254825837888,-0.987324320680024,0.178477061074779,-5.53193959343801,3.16708981946443e-08,2.86371595254731e-07
"Cck",34.2568972896698,4.81922145374812,0.871219951029932,5.53157838964887,3.17361975985634e-08,2.86784463819196e-07
"Lox",78.8361305915575,5.9685335463396,1.07933209731752,5.52983976032331,3.20523435042348e-08,2.89462196779432e-07
"Zfp553",46.6427175775196,-1.46290738492047,0.264566022051232,-5.52946056178438,3.21217002801499e-08,2.89909264024122e-07
"Fnbp1",207.101096043726,-1.13617115616138,0.205495020265858,-5.528947390995,3.22157929302377e-08,2.90578890772243e-07
"Grtp1",10.8429762657954,3.3704154273226,0.6099241382035,5.52595842041927,3.27691739182433e-08,2.95387806622288e-07
"Rab44",34.9272397428198,-2.81674031003388,0.510030870917483,-5.52268592088731,3.33856219410985e-08,3.00758937202876e-07
"Nfatc1",114.071933679268,-1.1984598682684,0.217143131759707,-5.51921609749382,3.40515242309936e-08,3.06568685786189e-07
"Gpr183",24.3777439859265,-4.79767327104634,0.869781717724467,-5.5159509257082,3.4689905711009e-08,3.12123655636392e-07
"Vps29",346.62274086886,0.978024241745592,0.177376214398211,5.51384099082146,3.51085821136463e-08,3.15696197417227e-07
"D16Ertd472e",94.9393655102259,-2.7897246212915,0.506044204034048,-5.51280816784891,3.53153088145901e-08,3.17359664381206e-07
"Sart3",104.26570653928,-1.29288824349098,0.234535594124303,-5.51254596692796,3.53679777672608e-08,3.17637502666242e-07
"Rsbn1l",122.916589161377,-1.35633928983301,0.246062614104917,-5.51217134210679,3.54433617979046e-08,3.1811887666552e-07
"Slc6a4",41.5726696117031,3.30209584073062,0.59907082668677,5.5120291184821,3.54720215965376e-08,3.18180547527174e-07
"Luc7l3",288.583411454563,-1.1905129849684,0.216085478240722,-5.50945391916689,3.59948605512839e-08,3.22672159994107e-07
"Vdac2",1018.8183938601,1.23672987760441,0.224504825753735,5.5087006412994,3.61492051618101e-08,3.23856958882155e-07
"Traf3",116.530793963878,-1.28162730747534,0.232708500172813,-5.50743658492743,3.64096503442621e-08,3.25990266080478e-07
"Sash3",177.812297036832,-1.34621282505114,0.244524500613952,-5.50543124174089,3.6826567438708e-08,3.29521056560939e-07
"Klf2",217.978507213547,-2.27829855656228,0.414080754700066,-5.50206337943074,3.75371955990593e-08,3.35674015513204e-07
"Eci2",154.617326607991,0.994210848103493,0.180747743217206,5.50054363283939,3.78622039158019e-08,3.38373172449483e-07
"Cd320",39.5360874039867,1.89929533255355,0.345325397842242,5.50001634522469,3.7975604407069e-08,3.39179052695063e-07
"Ppp1r1a",11.0848261549289,3.4163134431331,0.62123269242082,5.499249290665,3.81411583844418e-08,3.40449471814183e-07
"Acox1",86.1265743183216,1.36171453478152,0.247650221062758,5.49853954879548,3.82949657950303e-08,3.41613552538074e-07
"Gramd1b",197.544801686574,1.48006312792753,0.269249887195645,5.49698699354356,3.8633518252196e-08,3.44423239949217e-07
"Shisa5",1708.61379817105,-0.896954423699927,0.163385815032641,-5.48979373466867,4.02403390761353e-08,3.58529390804639e-07
"Cenpx",157.438908306641,1.15974755907738,0.211271083995837,5.48938140110189,4.03343834025635e-08,3.59148171236362e-07
"Dnajc9",79.453084802321,-1.50376755299403,0.274211026840211,-5.48397914672598,4.15863814647329e-08,3.69845267070337e-07
"Uhrf1",18.1733138342225,-3.22579908803992,0.588218065396924,-5.48401907014395,4.15769922734415e-08,3.69845267070337e-07
