"","baseMean","lgFC_cDC_Treatment_6H_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Tra2a",173.190513495936,0.973648769706402,0.18467210136734,5.27231109895517,1.34716467825968e-07,3.24728155050465e-06
"Rnf130",698.280226586894,-0.859165775228667,0.162976759718105,-5.2717073079299,1.3516050453861e-07,3.25180272684067e-06
"Jun",317.10548616671,1.25614361507463,0.238595743676396,5.26473605823549,1.40390905986118e-07,3.37036297760734e-06
"Slc37a2",162.916841153767,-1.59443562086916,0.302869197241226,-5.26443638175342,1.40620081643212e-07,3.37036297760734e-06
"Unc119b",69.9542839798178,-0.977552095181225,0.185778260162813,-5.26192943310221,1.42551482120566e-07,3.41020800340878e-06
"Zfp692",40.4083184024439,-1.17139160077012,0.222736061562869,-5.25910170338305,1.44760814193463e-07,3.4565392903181e-06
"Rassf4",686.582071188148,1.17109535033994,0.222833391446448,5.25547514552541,1.47642792482548e-07,3.5187273794854e-06
"Manba",76.8414510810748,-1.44409815937061,0.274902908995996,-5.25312069139162,1.49543471031397e-07,3.55733896661742e-06
"Fndc3a",273.424107114543,1.26801480195529,0.241430754340511,5.25208482829364,1.50387167492824e-07,3.5707095442725e-06
"Sowahc",102.081710868313,1.10850044929363,0.211275535961168,5.2467051816987,1.54843383389006e-07,3.66964347287701e-06
"Tbrg1",239.605204246467,1.03633319545027,0.197544211896711,5.24608230987869,1.5536751180208e-07,3.67519530249734e-06
"Sp140l2",75.9128170222367,1.79752521496558,0.343018697347393,5.24031263854148,1.60304775107257e-07,3.78492410351008e-06
"Ralgps2",78.193642450007,-1.22175251575937,0.233575941290431,-5.23064365708892,1.68920847447271e-07,3.98094316874341e-06
"Ifi27l2a",1269.32010708981,1.99352327043742,0.381172252640609,5.2299800329827,1.69528348905068e-07,3.98784774724928e-06
"Dcp2",129.259261548367,1.3243444033756,0.25341027012199,5.22608812475544,1.73133866161452e-07,4.05869424791516e-06
"Rab7b",375.219301964797,-2.23725478866685,0.428097650334074,-5.22603846790788,1.73180344516295e-07,4.05869424791516e-06
"Il18bp",130.914784606051,1.63922024184004,0.314477215156301,5.21252466899808,1.86287786108208e-07,4.3498026520552e-06
"Rnf115",264.893629593018,0.719685688374786,0.138065810926251,5.21262782977613,1.86184186622846e-07,4.3498026520552e-06
"Cd69",344.523775138635,4.066426076579,0.780329827905164,5.21116319171795,1.87660284872992e-07,4.37379549982475e-06
"Rapgef6",174.989920347189,0.799417610180304,0.153656906608479,5.2026142385987,1.96504490437372e-07,4.57152373257878e-06
"Fam53c",206.6103027679,1.04367544836835,0.200658451400317,5.20125337898776,1.9794901480155e-07,4.59669516239717e-06
"Ly75",206.4577740405,1.05082542126365,0.202105844724654,5.19938165417868,1.99952588096438e-07,4.63473284181853e-06
"Gm16181",43.0045407719466,2.30461467117232,0.443865882083858,5.19214196043327,2.07888390751365e-07,4.80988486557765e-06
"Sh3bp2",306.419687269432,1.14112812522213,0.220694089111847,5.17063293273709,2.33302441134924e-07,5.38805400938014e-06
"Lap3",371.951707055756,1.13169474349225,0.218889160754789,5.17017260968911,2.3387786995993e-07,5.39152275131264e-06
"Tmc6",142.635618808713,-0.942763660099228,0.182391465476296,-5.16890227093301,2.35472985007226e-07,5.41844278930422e-06
"Smg7",114.096404794941,1.2569468101988,0.243302523781612,5.16618895136098,2.38915272048061e-07,5.48769335923437e-06
"Bmyc",71.7052881971901,-1.13887376355466,0.220586160226581,-5.1629429624453,2.43097230930057e-07,5.57365242488644e-06
"Calhm2",47.7994908700703,-1.81179769935471,0.351079058101548,-5.16065443821104,2.46088055306938e-07,5.63204052930805e-06
"Adam15",146.825855537993,-1.3742144811767,0.266608462489217,-5.15442933936231,2.54404465502434e-07,5.81188147406372e-06
"Mpzl2",12.9911564039422,-2.02706878241619,0.393384181565042,-5.15289855924476,2.56490725808506e-07,5.84900343979505e-06
"Tm6sf1",232.575661400863,-1.09322295722188,0.212536820123871,-5.14368736948605,2.69397704762109e-07,6.13230430642509e-06
"Batf",173.204718608209,1.81940416682764,0.353819914244954,5.14217570458185,2.71574950946642e-07,6.1707863853987e-06
"Zc3h7b",131.562443572765,1.14181907894135,0.222175259446633,5.13927195037492,2.75804992671899e-07,6.25569141697139e-06
"Dhrs1",197.003252957878,-1.06659967350225,0.207575000346603,-5.13838213523433,2.77113918484631e-07,6.26297214343429e-06
"Itga1",17.5733142820051,-3.31058207155386,0.644244685417782,-5.13870295943071,2.76641293203446e-07,6.26297214343429e-06
"Smyd4",21.2949016119489,-1.59770935775025,0.311067089400523,-5.13622113104056,2.80317800259681e-07,6.32410923397241e-06
"Tmem192",140.084159242107,0.87438343341847,0.170415592670746,5.13088866878419,2.88377444219576e-07,6.49438297559503e-06
"Npc2",3860.55706049703,0.731797230027134,0.142687352314529,5.12867621521222,2.91786694917738e-07,6.55950976039361e-06
"Ppan",108.190785022951,1.2493123514832,0.243960379394506,5.12096412779775,3.03977473469121e-07,6.82146970993802e-06
"Cd47",833.293634766024,0.929332360473999,0.181813285884508,5.11146562228863,3.19669002143557e-07,7.1609245197494e-06
"Itgam",2546.38897694244,-0.864843431981176,0.169209440424371,-5.11108263115924,3.20317831395281e-07,7.16280385231176e-06
"Cd55",32.5663575620248,-1.71616130001882,0.335986018915915,-5.10783545564231,3.25870229493868e-07,7.27413492914217e-06
"Flt3l",34.4950253118403,-1.23245528994271,0.241324807451739,-5.10703935893198,3.27245605053314e-07,7.29199828905266e-06
"Dalrd3",111.745388483473,-0.705394936669294,0.138381442718377,-5.09746771541368,3.44227098174309e-07,7.65693925921414e-06
"Tent5a",130.464013892985,1.7139139499117,0.336261968547787,5.09696043627406,3.45150426815738e-07,7.66403198178063e-06
"Cct3",639.718151836982,0.897456903568709,0.176365706201362,5.08861344361389,3.60690988684992e-07,7.99510672296681e-06
"Def6",136.728662245099,-0.812476074968031,0.159685143327044,-5.08798788691342,3.61882478507964e-07,8.00189484802981e-06
"Hivep3",229.060020554675,1.33287050336947,0.261974335389248,5.0877903798823,3.62259456011445e-07,8.00189484802981e-06
"Chst3",92.7000871316895,-1.03054098640715,0.202682205579225,-5.08451634154105,3.68564036923684e-07,8.11288788915865e-06
"Iffo2",102.33426957176,1.33599282050108,0.262750979289292,5.08463498067553,3.68333744295758e-07,8.11288788915865e-06
"Naa20",96.4606045155508,1.26678515271894,0.249451026215196,5.07829200761079,3.80843049578674e-07,8.36864649152168e-06
"Etv6",241.570451239427,0.994639906795933,0.195995310087736,5.07481483281763,3.87873526142296e-07,8.5083883009657e-06
"Dcbld2",159.197837700152,2.47172694172275,0.487802048981336,5.06706961744911,4.03986563758417e-07,8.83128558947063e-06
"Ski",63.187836620258,-1.19268135665838,0.235378718904957,-5.06707387229842,4.03977537205858e-07,8.83128558947063e-06
"Ly6e",3947.69325238168,0.915126765841946,0.180650718083808,5.06572448506625,4.06850004501391e-07,8.87857350614997e-06
"Gm12216",44.9640904813597,1.49069282208072,0.294432260042279,5.06293984859765,4.12840141922552e-07,8.99381470693477e-06
"Itpr1",88.7767255271582,1.65092701686167,0.326206604038817,5.06098587956612,4.17094108281128e-07,9.07090257100586e-06
"Frrs1",138.933774703586,-1.34436986998477,0.26588306404068,-5.05624483768955,4.27592315256339e-07,9.28329274851905e-06
"Itpr3",61.6783676769006,-1.51217968277557,0.300031172540579,-5.04007523608583,4.65348869072642e-07,1.00857407025163e-05
"Fcgr2b",779.604518248463,-1.06282510695267,0.210997946418417,-5.03713483943132,4.72551901561303e-07,1.02243780885593e-05
"Pacc1",84.9886849429733,-1.39282485312443,0.27660467322063,-5.03543500153906,4.76764889531024e-07,1.02979591726812e-05
"Gga2",110.90298440667,-1.10317264140225,0.219324046618257,-5.02987546697224,4.90798505270009e-07,1.05830514427184e-05
"Kpna3",99.7130624795612,1.91227205631626,0.380430394743626,5.02660166679098,4.99247858958531e-07,1.07469670691599e-05
"Zfp513",171.841946071972,0.956326533333687,0.190341072379302,5.02427837239442,5.05328968331894e-07,1.08594338804747e-05
"Erap1",88.2109245007528,0.877735415553019,0.174907791286893,5.01827510995958,5.21374791375147e-07,1.1185297766236e-05
"Rgs14",122.357678067728,-1.02150728213011,0.203637880015597,-5.01629304946542,5.26779607068205e-07,1.12821598615165e-05
"Atf7ip",41.1312292013352,-1.09070890427474,0.217552853395467,-5.01353527315983,5.34389655255139e-07,1.14255905820627e-05
"Samd1",84.8412513985994,-1.29080532944559,0.257480518720799,-5.01321550794793,5.3527887102652e-07,1.14255905820627e-05
"Ccpg1",78.2872384592002,-1.3208358148393,0.263551624689889,-5.01167775532965,5.39575079900261e-07,1.14979368706814e-05
"Rsad2",1558.38712774388,3.53056207104314,0.705108539052522,5.00711858600843,5.52508898748757e-07,1.17537924953616e-05
"Rac2",101.614467510967,-0.925729482809648,0.184933950232315,-5.00573032505251,5.56506242491787e-07,1.18189994113122e-05
"Tmem106a",443.956144328182,1.20243743672896,0.240268960496965,5.00454754639081,5.5993390722216e-07,1.18719097151668e-05
"Pxdc1",36.5541588853416,-1.87762026554102,0.375275847560543,-5.00330697471307,5.63550921991307e-07,1.19286513187442e-05
"Hspa1b",79.3365918347565,1.55642550612905,0.311113570596116,5.00275672046972,5.65162446817096e-07,1.19428244386566e-05
"Nop58",206.424644478269,1.09597315836058,0.219154182309135,5.00092285172373,5.70565421949399e-07,1.20369367469159e-05
"Ms4a4b",28.3075639064469,1.42433931268489,0.285277554954695,4.99281940673912,5.95041923120428e-07,1.2532452729641e-05
"Gm12185",6.00186107681898,5.32993112023238,1.06810101426869,4.99010023305868,6.03479701478887e-07,1.26890864594541e-05
"Mier3",73.8012703998896,0.92352409028054,0.185295397522983,4.98406383874694,6.22625220531089e-07,1.30699754488637e-05
"Il1rn",1806.29416174525,1.78897411718462,0.35915864916318,4.98101360318854,6.3252092933073e-07,1.32557567983212e-05
"Casp7",149.775787832332,1.50741690752226,0.302685458295053,4.98014313608966,6.35372626151196e-07,1.32935470742096e-05
"Slc2a8",36.0411829101248,-1.9782862692689,0.397418543951184,-4.97784086671077,6.42974837009556e-07,1.34304414471897e-05
"AA467197",844.50759611743,1.3749773477601,0.276825865044015,4.96693958688247,6.80177657960391e-07,1.41841653376312e-05
"Egln1",96.6782825764992,-1.0094735898299,0.203271303681924,-4.96613920186937,6.82989389945767e-07,1.42194129312354e-05
"Asb13",25.8029149949272,2.71193525367028,0.547249781205372,4.95557119766585,7.2118107713137e-07,1.49899260277847e-05
"Acadm",181.898274419785,-0.930015499851626,0.187924145987228,-4.94888772789651,7.46387830311864e-07,1.54631557198106e-05
"Ifitm3",1205.7139562487,2.1497848845607,0.434394482469306,4.94892309022964,7.46252254083868e-07,1.54631557198106e-05
"Rab9",194.104424776175,0.86065105871143,0.174492706661145,4.93230390644788,8.12653471982883e-07,1.68085373103931e-05
"Fabp3",129.765281778639,3.32852911306462,0.675238073800179,4.92941562719051,8.24759447812467e-07,1.70311482716845e-05
"Cmah",62.509702916396,-1.4137273393501,0.287045569663916,-4.92509722761216,8.43184185618657e-07,1.73833045357056e-05
"Cyp4f16",42.9139328886512,-1.51927008797913,0.308812626426849,-4.91971492732671,8.66703507577642e-07,1.78391782022353e-05
"Cpeb4",266.47814819228,1.79271428704948,0.364552396490693,4.91757646995813,8.76222324645096e-07,1.80058717247572e-05
"Fam98c",50.4762095779521,-0.992463173578711,0.201852101742725,-4.91678394730652,8.79775547430975e-07,1.80496345726171e-05
"Stab1",81.8904609288909,-1.56998818010558,0.319789616950266,-4.90944076007869,9.13364850909536e-07,1.87084861788078e-05
"Ythdf1",157.791453645285,0.901068480232075,0.183603541195798,4.90768573614362,9.21573661862312e-07,1.88461813850843e-05
"Cyth4",464.853680192666,-0.992782481305581,0.202309244973816,-4.90725216948969,9.23612507711845e-07,1.88574605237979e-05
"Ccnd2",961.419718488379,1.64761530872636,0.335845943355917,4.90586633937775,9.30158536095058e-07,1.89605789053846e-05
"Gnl3",145.603464850344,1.33194220801378,0.271600225821749,4.90405412581628,9.38786029220319e-07,1.91057272303121e-05
"Psmb9",313.438127637076,1.1007478415371,0.224944498887166,4.8934196967815,9.90987604221756e-07,2.01357881953969e-05
"Retreg2",152.501788179205,-0.863262465850417,0.176489512595327,-4.89129610681058,1.00174129081048e-06,2.03217245218978e-05
"Mir155hg",17.2750419791335,2.36953183409477,0.484631288379579,4.88934967863419,1.01169643890357e-06,2.04908932090388e-05
"Ubr4",278.168328562143,1.11118205562039,0.227314316432388,4.88830652226382,1.01707086198309e-06,2.05668922792402e-05
"Slamf9",45.0978372357625,1.74687707873837,0.357563646187408,4.8854996791894,1.03166873959937e-06,2.07957519068052e-05
"Tgm2",1088.05488809169,1.75215483291095,0.358633258151706,4.88564513492436,1.03090732184145e-06,2.07957519068052e-05
"Ldlrap1",25.5422485005003,-1.86990497787571,0.383035055043911,-4.88181160771654,1.05115655889483e-06,2.11549428733771e-05
"H2-K1",8247.83977615739,0.745584776501597,0.153216907510362,4.86620431528534,1.13761913006909e-06,2.28587526943677e-05
"Chchd10",642.860736867263,-0.808810305041277,0.166265178555764,-4.86458025707413,1.14699958942038e-06,2.30107718263623e-05
"Cd300lb",233.147508463041,-1.35387648054155,0.279121166310993,-4.85049736082386,1.2315227265075e-06,2.46674196672806e-05
"Gpsm3",264.960367753974,-1.13172835234473,0.233504899622879,-4.84670066526453,1.25531611217005e-06,2.51043422495332e-05
"Lars",131.554865508883,0.808121687455089,0.166763379372022,4.84591815360315,1.26027467466464e-06,2.51638151182252e-05
"Cxcr4",261.622732451376,-1.25491046545249,0.259153603081471,-4.84234234265298,1.28317438436051e-06,2.55807673259542e-05
"Slfn1",317.184233627522,1.37097711958164,0.2834100930376,4.83743223428445,1.31527204857883e-06,2.61794887031885e-05
"Dync1h1",459.246702372982,0.557648140491489,0.115545924242169,4.82620346973668,1.39160337870599e-06,2.76553906561337e-05
"Zfp414",90.8858320870766,-0.999211265446073,0.207081451491367,-4.82520891296596,1.39856590167096e-06,2.77502614511519e-05
"Carmil1",33.7700178717955,2.85883366925089,0.593218956696695,4.81918798611922,1.44143687926431e-06,2.85562159253004e-05
"Gm55531",163.8079079237,-7.47298059877762,1.55126167971209,-4.81735654049329,1.45472611179259e-06,2.87745278805276e-05
"Habp4",38.6690332485352,-1.59091506453687,0.330380336329114,-4.8154048216479,1.46901770875349e-06,2.90119556530927e-05
"C130050O18Rik",17.1556427328679,-2.23289477555084,0.463824473437148,-4.81409434695001,1.47868940250288e-06,2.91122716371646e-05
"Casp6",67.9541770118482,-1.2074438334626,0.250813220652975,-4.81411558098533,1.47853220213224e-06,2.91122716371646e-05
"Ampd3",318.473499516808,1.48929095220954,0.309517348722541,4.81165581947579,1.49684966406773e-06,2.94241192104104e-05
"Stk39",30.6428481473721,1.52198838608478,0.316572825375604,4.80770383332488,1.52673720994625e-06,2.99651719580626e-05
"Baz1a",130.147710692745,1.12282975024129,0.23381301888311,4.80225504809305,1.56888682310601e-06,3.07448470327064e-05
"Psmb6",1205.11031831862,0.524697990824051,0.109348569864864,4.79839829155964,1.59939489657343e-06,3.12943331692198e-05
"Rflnb",78.7063075550911,-1.24887719043502,0.260430833339085,-4.7954275399064,1.62328240210582e-06,3.1712785171494e-05
"Slc43a2",207.679166695121,-1.1342077735944,0.236538328924955,-4.79502742219104,1.62652579369064e-06,3.17272623664671e-05
"Slc45a3",29.9962829184045,1.50346075299316,0.314247011607697,4.78432792503392,1.71560398139531e-06,3.34134299233658e-05
"Inpp5d",306.248486259158,-0.932132415264094,0.194969792223222,-4.78090685041554,1.74506211486615e-06,3.39350345926196e-05
"Lat2",170.221390847268,-1.35595561505243,0.283880726471463,-4.77649762245743,1.78374661356021e-06,3.46341857784532e-05
"Il12a",331.434423891953,3.82920318455189,0.802823000523148,4.76967299399325,1.84525218105169e-06,3.57736275283707e-05
"Pigs",157.82545947475,-0.762357686586034,0.159891735265432,-4.76796180440761,1.86099053967986e-06,3.60236626757267e-05
"Kcnk13",48.8353230295726,-2.31127348108131,0.484857724717917,-4.76691071061305,1.87072164318007e-06,3.61568288321343e-05
"Lage3",71.7560265109427,-1.06782549389559,0.224724683702145,-4.75170540371483,2.01708110752104e-06,3.88671297298773e-05
"Ncl",1110.56284252078,1.00529857388854,0.211565238195648,4.75171905584447,2.01694489311276e-06,3.88671297298773e-05
"Milr1",330.271388649669,0.849425755941794,0.178832216605512,4.74984749428875,2.03570109807539e-06,3.91663948748071e-05
"Trim34a",46.2287650615413,1.06528321556315,0.224526515947,4.74457643040528,2.08943078332222e-06,4.01392316693066e-05
"Arhgef18",89.5458163363311,-1.3271425621605,0.279895873434136,-4.74155815831563,2.12080756547562e-06,4.06803617589491e-05
"Mplkip",63.9776384376918,-1.00944858500741,0.213003847169121,-4.73910963779881,2.14659341330512e-06,4.10507660441864e-05
"Mthfd2",391.088314270387,0.846763391743947,0.178666639704938,4.73934805704272,2.14406940156498e-06,4.10507660441864e-05
"Azi2",227.544617340016,0.838468923454066,0.177092732928041,4.73463201787488,2.19452890253084e-06,4.19042649927537e-05
"Apol9b",17.0808942841777,2.85424365336482,0.603453167613559,4.72985114097973,2.24684522302618e-06,4.28387226808254e-05
"Diaph1",583.773590795753,-0.680632220001279,0.14405246448704,-4.72489118756115,2.30238605018733e-06,4.3831760856344e-05
"Mvb12b",113.193483601228,-1.23894670519326,0.262313267806145,-4.72315684050289,2.32211626961763e-06,4.41410977248606e-05
"Aff1",243.336881505006,0.705431716553289,0.149431922814727,4.72075647067675,2.34969127634796e-06,4.45984067257722e-05
"Slfn3",11.8742282890507,2.8797877129566,0.610141126619129,4.71987149745811,2.35993679033343e-06,4.4725917136977e-05
"H2az2",159.535450064254,-0.730064554984388,0.154735160006472,-4.71815555659007,2.37992492881903e-06,4.50374151828306e-05
"Mapkbp1",60.3188601806501,1.02443220340265,0.217200491313093,4.7165280207674,2.39903340242853e-06,4.53313629052032e-05
"Mcub",209.454440974644,-0.967406479164353,0.205203231142242,-4.71438229203014,2.42445105321307e-06,4.57434745590603e-05
"Rab20",120.524279004116,1.50448104206571,0.319292017281221,4.71192814300966,2.45383911548561e-06,4.61605729157894e-05
"Whamm",154.617802531513,0.795972243061282,0.168916374319786,4.71222666403185,2.45024618689576e-06,4.61605729157894e-05
"H2-DMa",417.11428750837,-0.971407600912979,0.20619525746432,-4.71110544858709,2.46376706636629e-06,4.62786705695676e-05
"Isg15",3586.27909403631,3.31875107657176,0.704633158403363,4.70989909712986,2.47839459298713e-06,4.64845636752719e-05
"Tfg",338.766554121995,0.696185051780411,0.147883211411237,4.70766793023208,2.50566841192479e-06,4.6926690981971e-05
"Zdhhc14",63.6727849874034,1.59558875054459,0.339013601132325,4.70656264295955,2.51928594825157e-06,4.71121335366986e-05
"Sec23b",192.82708556598,0.817457311940296,0.173848913473237,4.70211343636691,2.57482376796266e-06,4.80798093578771e-05
"Cdkn1a",4561.01669720716,0.926245510379216,0.197040414812477,4.70078948656661,2.59157576313553e-06,4.83214545599932e-05
"Arhgap27os3",18.6377614575501,-1.33948987352364,0.285014486134202,-4.69972558830898,2.60511307215585e-06,4.85025383874655e-05
"Ppp1r15b",443.120215841185,1.06544382721599,0.226741915561586,4.69892752108557,2.61531240474569e-06,4.8621035160954e-05
"Cars2",49.3331346248132,-1.14703189758836,0.244434795150642,-4.6925884544443,2.69769831663378e-06,5.00792341970712e-05
"Kif21b",128.664875201275,-1.06037877208964,0.226362417470069,-4.68442943815903,2.80740858224431e-06,5.20396687343212e-05
"Mapk6",86.8887725871415,0.936320595718209,0.200122029333765,4.67874825592841,2.88631555662214e-06,5.34242261933023e-05
"Mtss1",176.212156636054,-1.45265866867926,0.310608876740207,-4.67680989649971,2.91372139010131e-06,5.38528768295838e-05
"Plekhg3",19.7724104505572,-1.81703398163934,0.388548266341671,-4.67646915207575,2.91856479572072e-06,5.38638763390728e-05
"A630023P12Rik",11.8960465246139,-2.25102684956595,0.481680776392491,-4.6732752476128,2.96434066885307e-06,5.46291792738199e-05
"Slfn4",119.682432637212,2.35839186839444,0.504874392570097,4.6712447751388,2.99379922762807e-06,5.50919889798204e-05
"H2-M2",1446.5947781176,2.19138589830534,0.469269325565362,4.66978295601406,3.01518129954986e-06,5.54050488362212e-05
"Pfkfb4",75.8929890504682,-1.1685968949178,0.250414354376571,-4.66665298731427,3.0614571937354e-06,5.61739736025631e-05
"Scube3",5.08699835339626,3.72760472111669,0.799041605359297,4.66509465353877,3.08475010812062e-06,5.65195760417072e-05
"Pik3cg",130.259818665958,-0.908756616302353,0.195047916216228,-4.6591454752837,3.17524750962044e-06,5.8093741954513e-05
"Rnf181",295.080561230898,-0.731861421474044,0.157148260302153,-4.6571398249454,3.20632688930297e-06,5.8577836641891e-05
"Dnajb14",73.465487172601,-1.31268119020077,0.282048899870781,-4.65409080057453,3.25413388128806e-06,5.93657028501458e-05
"Svil",76.3824220781945,-1.2476293790705,0.268165725520097,-4.65245652348289,3.2800390931234e-06,5.97523213530338e-05
"Irf2",360.211110020048,0.809637769158722,0.174134746718699,4.64949003237491,3.32756763268529e-06,6.05311764918461e-05
"Vmac",16.4389529424181,-2.06736669285857,0.444934535420026,-4.64645139516297,3.37693651846777e-06,6.13412293949181e-05
"Ltk",7.29566561169497,-2.74247212553843,0.590460618714641,-4.6446317309162,3.40683614058531e-06,6.17958160607742e-05
"Tbc1d1",109.452574266344,1.07750503073676,0.232635063593047,4.63173957568867,3.62606083040554e-06,6.56783218124455e-05
"Psme2b",168.516069950974,1.34214614804024,0.289852670862814,4.63044257637866,3.64884968845724e-06,6.59968119828093e-05
"Il1b",2223.90692521246,5.21352420070972,1.1262314087721,4.62917670391904,3.67122399997597e-06,6.63069075437256e-05
"Tcirg1",833.948923214143,1.11790997428281,0.241822483629773,4.62285374586721,3.7849659063153e-06,6.82639868082101e-05
"Rab11fip5",139.76112629662,-1.87193403297723,0.405151414085928,-4.62033197440653,3.83126516420335e-06,6.90008679217816e-05
"Irf2bpl",109.886253622886,-1.39820434709101,0.302755315055838,-4.61826523783119,3.86961437115217e-06,6.95926817189196e-05
"Ppp1r21",86.5415738470165,-1.04913584510774,0.227224348236565,-4.61718056735484,3.88988785933141e-06,6.98581985388994e-05
"Bcl11a",84.6303039437941,1.223356908967,0.265781981037035,4.60285871974343,4.16730932941684e-06,7.47103776162517e-05
"Slamf8",193.375457701602,1.64232132186509,0.356822229135315,4.60263175263748,4.17185482706098e-06,7.47103776162517e-05
"Echs1",116.640869454886,-0.903125151921253,0.196281900384165,-4.60116368424009,4.201370967083e-06,7.51328384931529e-05
"Nudt16",77.0059250056232,-0.922241627719563,0.200453523747375,-4.60077533424573,4.20921231557372e-06,7.51670464072664e-05
"Fcer1g",2755.99274615809,0.792254148781514,0.172382792518904,4.5959004214103,4.30884455064593e-06,7.68380310234033e-05
"Itgb7",139.212729931598,-1.33294120778435,0.290061800426776,-4.59536969646868,4.3198267668008e-06,7.6925574804026e-05
"Tasor2",27.1828029100042,1.52618426791042,0.332134620934189,4.59507733225084,4.32588806966406e-06,7.6925574804026e-05
"Sfmbt1",71.3264931105685,1.02638697655586,0.22339885649078,4.59441463881539,4.33965723163496e-06,7.70623445936969e-05
"Rela",465.944861854577,0.813326971195247,0.177306405351161,4.58712684172028,4.49387673821131e-06,7.96463241274558e-05
"Sulf2",65.8924810720502,-1.65944710827499,0.361775898197125,-4.58694765611719,4.49773389662105e-06,7.96463241274558e-05
"Dlgap4",392.118711463994,0.716186669184791,0.156188187830272,4.5854086607565,4.53099324800613e-06,8.01233799044208e-05
"Nt5c",176.578751355935,-0.591906901330376,0.129121978042027,-4.58409103009343,4.5596557653278e-06,8.05179323796534e-05
"Eif2s2",287.581783855805,0.717434255530719,0.156684198012812,4.57885520447986,4.6752768830185e-06,8.23303272219327e-05
"Slc7a1",129.191134954115,0.938309335670081,0.20491877433586,4.57893298801505,4.67353884285101e-06,8.23303272219327e-05
"C2",5.98274792143033,2.7156015119098,0.593700395120399,4.57402678898182,4.78438626025284e-06,8.40297552040996e-05
"Smpd2",34.6417907459093,-1.45533773969863,0.318176273861812,-4.57399831242825,4.78503693172647e-06,8.40297552040996e-05
"Zer1",70.3369179543198,-1.08907844080342,0.238652788574783,-4.56344318165028,5.03214330278633e-06,8.82469501189874e-05
"Shfl",69.5413659677514,1.23279808485526,0.270787593323758,4.55263872957912,5.29772034958992e-06,9.27759617575285e-05
"Rfng",52.7685179447228,-1.19271219918466,0.26203777120216,-4.55168044558161,5.32191255299571e-06,9.30710748405967e-05
"Lif",34.5559133743203,4.90460404144577,1.07778850578412,4.55061824757309,5.34885169437175e-06,9.34133479792554e-05
"Abhd12",281.327873794998,-0.965132445427701,0.212166950476502,-4.54892924303304,5.39195675068572e-06,9.40366157385754e-05
"Nipal3",54.6204295688018,-1.00036283620545,0.220344098504906,-4.54000285459505,5.62534666296634e-06,9.79722120051514e-05
"Washc1",146.048198972424,0.763778747990636,0.168480763807728,4.53332909187348,5.80612475977241e-06,0.000100981969587317
"Pakap",13.6020615781549,1.827483404972,0.403152156850465,4.53298679895155,5.81554509250707e-06,0.000101007255106708
"Myo10",86.7811693985866,1.35145371890346,0.298385162258591,4.52922561119926,5.9200259419633e-06,0.000102681270749867
"Pstk",32.5535527952229,-1.1394087589217,0.251861970109684,-4.52394126205515,6.06985762303517e-06,0.000105136236068938
"Map3k5",45.8399479215723,1.006190635774,0.222449210878616,4.52323760466404,6.09008071715087e-06,0.000105342610385752
"Stat3",598.461522324396,0.895885651179512,0.198082629252758,4.52278755870278,6.10304881587328e-06,0.000105423100730868
"Rrs1",155.358401618602,1.0835983881298,0.239714730951066,4.52036628633807,6.17327267975045e-06,0.000106346364546951
"Sgcb",26.3604545359384,1.89407804337212,0.419009298358382,4.52037234207653,6.17309608524665e-06,0.000106346364546951
"Tmem171",94.213036233584,3.82170802575826,0.845517110741718,4.51996532915309,6.1849759609012e-06,0.000106403405981365
"E330020D12Rik",15.5994474880217,-1.71823613261394,0.380331302855138,-4.51773524744133,6.25045679511097e-06,0.000107384202852591
"N4bp1",284.399666473048,0.970327078768688,0.214856647549678,4.51616037872105,6.29709799899611e-06,0.000108039114383318
"Mapk3",532.556257347188,-1.06975192170787,0.236990625611426,-4.51389973315592,6.36463161920178e-06,0.000109050222026837
"Acss1",118.077987669624,-0.958839401141342,0.212478491945501,-4.51264216138768,6.40249921875704e-06,0.000109550995404346
"Nlrc3",16.1409478365661,-1.95875084585898,0.434155818946483,-4.51163098680115,6.43310363776508e-06,0.000109926308656635
"Thap3",63.5106603197372,-1.32661569325257,0.294286628230957,-4.50790340433489,6.54713690379709e-06,0.000111724291794406
"Zfp213",35.5935263830842,1.02761598039071,0.227986767885177,4.50734921996987,6.56425462250461e-06,0.000111865839191849
"Tnk2",25.7585383861032,-1.26642006016692,0.280998578362685,-4.50685575544925,6.57953284835687e-06,0.00011197570065009
"Anxa5",2386.79143019223,0.864661844122824,0.192037033583097,4.50257863282747,6.71339036292087e-06,0.000114100638621278
"Nfkbia",2385.4736934583,1.68942850805453,0.375294569801428,4.5016065885217,6.74417288712204e-06,0.00011447037220324
"Csk",492.675348159686,-0.569218512980871,0.126600462853686,-4.49618034681852,6.91850607681754e-06,0.000117272377737927
"P2ry6",150.786766874985,-2.20929273143015,0.491466848045525,-4.49530368165445,6.94707277198922e-06,0.000117599380074835
"Rnf128",1005.1238259898,-1.80990488171938,0.402647049350728,-4.49501588211777,6.95647547728086e-06,0.000117601536768592
"Casz1",56.4950284015844,1.05419536516694,0.234600809404063,4.49357087831376,7.00386951034227e-06,0.000118132329123856
"Ing4",121.325010947246,-0.891448375700806,0.198386606756693,-4.49349071630679,7.00650772940606e-06,0.000118132329123856
