"","baseMean","lgFC_MoDC_Treatment_6H_vs_MoDC_Naive","lfcSE","stat","pvalue","padj"
"Mid1ip1",104.832025573267,-0.75508698735248,0.194765470535542,-3.87690377188644,0.000105794175413591,0.000709641248201702
"Frat1",6.56007360072042,-4.72752631174798,1.220312969403,-3.87402775376612,0.00010705121328673,0.00071771643046086
"Dhx15",290.836734928285,0.791186309026944,0.204237178854033,3.87386034935588,0.00010712481403472,0.000717853272200885
"Pip5k1a",98.1763731822603,0.854746083145446,0.220727366540017,3.87240647385011,0.000107766033629597,0.000721791756756844
"Ctdspl",16.5701389800325,-2.12530775184527,0.549160175327251,-3.87010538515248,0.000108788316397082,0.000728277340324911
"Pik3cd",244.207489603129,0.684379340750655,0.176877777770685,3.86922172686909,0.000109183316803296,0.000730559268010551
"Cbfa2t3",59.7023505902866,-2.55774107932224,0.661271457848478,-3.86791392394909,0.000109770396311822,0.000734123522608699
"Dchs1",2.01025998398177,-5.5712361451936,1.44052653920614,-3.86749982979407,0.000109956905249084,0.000735006633601604
"Nxn",30.6796870010911,-1.70434395870154,0.440797049326213,-3.8665049171875,0.000110406238906591,0.00073764485162542
"Med10",221.180849767196,0.698935423893748,0.18078699872642,3.8660712817708,0.000110602623771213,0.000738591296593906
"Tanc1",18.1524843241393,1.66580822446302,0.430931481441393,3.86559881606044,0.000110816969210733,0.000739656684702298
"Slc25a24",61.5533517436652,-0.951930624550524,0.246282397401769,-3.86519960254248,0.000110998387417695,0.000740501352738116
"Mbd5",15.113017208667,-1.8082717161727,0.467929069815647,-3.86441414482994,0.000111356148294129,0.000742521036253735
"Gpr160",12.1760868258289,-1.83138777899154,0.473988787217281,-3.8637786976847,0.000111646377942679,0.000744088650229331
"Tbc1d5",42.5111666589197,-1.17564562848825,0.304341797224115,-3.86291215735482,0.000112043305610577,0.000746365475084081
"Tmem35b",26.5846670243137,-1.33460953298378,0.345625140319733,-3.86143650241747,0.000112722309670848,0.000750518150625439
"Rel",80.2351409180024,1.66508386693866,0.431600193906319,3.85793122998476,0.000114350809941435,0.000760985468919923
"Coq9",48.9883661217259,-0.921705323805942,0.23897945526879,-3.85683916958159,0.00011486268255646,0.000763744823211171
