"","baseMean","lgFC_cDC_Treatment_6H_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Stat1",1780.01200562217,2.63833941449996,0.195090617188797,13.5236612222449,1.13389115141883e-41,4.09634853319926e-39
"Rasa4",486.63851607842,2.75253778074372,0.206675911601649,13.3181354295851,1.81586062136371e-40,6.37263314634585e-38
"Ifi35",747.90100065903,2.37738200437304,0.179385944103707,13.2528889944611,4.34162546377519e-40,1.48133848809863e-37
"Ifi47",834.774951125216,3.28170257262163,0.247688590630405,13.2493085945913,4.55379178040215e-40,1.51173579563999e-37
"H2-T22",585.272301138222,1.84227749824611,0.139329587274825,13.2224428011277,6.51143447155175e-40,2.10473551615974e-37
"Eif2ak2",299.019373034786,3.54796322210026,0.268980421187083,13.1904144042981,9.96360232312032e-40,3.13802377781761e-37
"Tnfrsf1b",1492.63997379098,1.7700532315923,0.134491404319189,13.1610881792224,1.46954007803319e-39,4.51259019462042e-37
"Phf11c",122.727200891929,3.55203260176742,0.27042212653716,13.1351404090054,2.07106926715447e-39,6.20462044108739e-37
"Tmem184b",301.233454178609,2.12770258662775,0.162628889708613,13.083177229089,4.10899161955344e-39,1.20168438245178e-36
"Cxcl2",15672.2413749317,5.36439709335797,0.41043311446593,13.0700884121845,4.8808767043329e-39,1.39422810603072e-36
