"","baseMean","lgFC_MoDC_Naive_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Sema4f",3.16991677831756,-4.71037657106319,1.32231645157535,-3.56221581108779,0.000367737890261735,0.00153688193997985
"Adora2b",76.1092871026085,-2.28470710750922,0.641574297684027,-3.56109513076914,0.000369311237925638,0.00154300977191321
"Msh2",32.665910789588,-1.04094201865168,0.292353103940586,-3.56056427867866,0.000370058707352489,0.00154568447031602
"Sirt7",242.478275935483,-0.520217295916467,0.146120522406682,-3.56019323876081,0.000370581991799861,0.00154742149967211
"Itm2a",6.35706586039157,-3.52694922888503,0.99075661742398,-3.55985432431962,0.000371060573533879,0.0015489709134538
"Cdh17",5.69537542125012,-4.86877045529636,1.36788739255882,-3.5593357185555,0.000371794016388411,0.00155158302436021
"Rtl5",20.8546505174582,2.19759368499778,0.617546729746331,3.55858687147526,0.000372855471769729,0.00155511173315423
"Utf1",4.23706110851979,-4.5709433147481,1.28446065951506,-3.5586479670571,0.000372768765645955,0.00155511173315423
"Olfm1",115.476549142204,0.875601454411671,0.246062659336063,3.55844912338287,0.000373051031403728,0.00155547703571696
"Hfe",3.50714776300203,3.66661550454451,1.03085943051975,3.55685304512938,0.00037532397123585,0.0015645014842661
"E230014E18Rik",3.16544399692095,-5.03086327569859,1.41451521039905,-3.55659892429106,0.000375687051523477,0.00156556195089592
"Afg3l2",150.502607697555,0.721739580361137,0.202937757157954,3.55645785421478,0.000375888749942362,0.00156594948862628
"Hyi",53.1659486910739,1.08528633507012,0.305225759942713,3.55568394775663,0.000376997063810542,0.00156965887319499
"Il13",8.40862972389883,-4.5758405124925,1.28690059346929,-3.55570627266302,0.000376965049500181,0.00156965887319499
"Arhgef40",70.3195565940767,-1.99159787176682,0.560434955179353,-3.55366461952655,0.000379903350366388,0.00158130241704079
"Chmp2b",107.081713993152,0.857490761135512,0.241314863701434,3.5534104612654,0.000380270623785001,0.0015823739475005
"Ovgp1",4.5411125508634,-4.42455893450442,1.24563194824234,-3.55205961178799,0.000382228255290962,0.00159006071201894
"Naca",773.544419896323,-0.502520476361219,0.141507100259313,-3.55120326429096,0.000383474135548974,0.00159478302445685
"Ppil4",88.0705582811257,-0.782844729491043,0.220532635822879,-3.54979083512967,0.000385537341938641,0.00160290070648429
"Snapc3",25.6345310591949,-1.44390801365851,0.406768181589092,-3.54970737390939,0.000385659581981172,0.00160294631795175
"Gab1",7.19918476373075,3.09615485120568,0.872414502515806,3.54894931512166,0.00038677151951036,0.00160710427172375
"Foxf2",3.84618379675686,4.38785319061956,1.23651287108919,3.54857057553674,0.000387328184875541,0.00160864613470456
"Tubgcp3",87.736780794158,-0.874187849766005,0.246351073310949,-3.54854492012944,0.000387365919845211,0.00160864613470456
"Gng5",355.534027211887,1.2485809381524,0.351875626989376,3.54835868808299,0.00038763994017441,0.00160932016661457
"Ube2o",164.410031495174,-2.73732221260866,0.771616632052032,-3.54751582444385,0.000388882389621149,0.0016140131676411
"Acta2",56.7446036429305,-1.87880830630743,0.529645036542705,-3.54729710783562,0.000389205403243549,0.00161478533455187
"Pgpep1l",4.65798399594671,-4.08052481898002,1.15033858018271,-3.54723808214091,0.000389292618832336,0.00161478533455187
"Rnf19b",852.185748456071,-0.905780963770969,0.255463951469629,-3.54563122726399,0.000391673914094983,0.00162419528107436
"Emc10",238.76811512957,0.543477497702916,0.153337667205854,3.54431828529975,0.000393629739173125,0.00163183597770591
"Slfn14",6.56154013870334,-5.40558814394142,1.52608213427843,-3.54213447790429,0.000396903074660535,0.00164493259308391
"Gm15590",2.88728921633964,5.6357267207361,1.59132119316554,3.54153941073656,0.000397799427305679,0.00164817329587737
"Batf",161.54239190149,-1.57410562133529,0.444678527497903,-3.53987324324472,0.000400319255412972,0.00165813662837242
"Uhmk1",143.892502443446,0.62344866996412,0.176128582297338,3.53973592379017,0.000400527594230974,0.00165852271413953
"Usp42",39.8433980744443,-1.29706205720138,0.36652966925028,-3.53876416022328,0.0004020048352946,0.00166416139576265
"Tmbim6",2110.59478036245,0.613448522292063,0.173389174685545,3.53798628665602,0.000403190997820138,0.00166859221907409
"Gnpda1",9.13604403451277,1.88488658849863,0.532924456946418,3.53687387382964,0.0004048929741237,0.00167515456209822
"Yipf1",73.2759411402708,0.770744482949941,0.217927750131906,3.53669728836015,0.000405163763909982,0.00167579362127109
"2210406H18Rik",20.1552457666346,1.86349585859649,0.526987783623236,3.53612724337606,0.000406039069877342,0.00167893192900488
"Helz",52.4918399634572,-0.979834217339757,0.277129725048896,-3.53565182214531,0.000406770431368415,0.00168147341012723
"Tnik",8.34176218609661,-2.40646391703804,0.681027663584841,-3.53357733571457,0.000409976128230042,0.00169423869858921
"E2f3",32.4795726957082,1.09721428677859,0.31056199544149,3.5329959972044,0.000410878692567061,0.00169748163037599
"Ifnlr1",3.36328364234868,-4.79475919618781,1.35762411934265,-3.53172805924322,0.000412853687581984,0.00170515201356252
"Mxd4",72.6270107828945,1.02128595383591,0.289289155146872,3.53032920752734,0.00041504288489653,0.00171370243617639
"Rela",416.470538765792,-0.693358690403832,0.196494209938464,-3.52864692868545,0.000417690003141842,0.00172413816196601
"Chmp1b",72.9595592743244,1.10545348603551,0.313320656297972,3.52818578607918,0.000418418374021505,0.00172664998457571
"Olfm4",4.9422944753833,-4.56286267344357,1.29335284749212,-3.52793337277698,0.000418817560866665,0.00172780234302554
"Rdh5",6.92905307013727,-2.90170119750896,0.822692205393704,-3.52707996804265,0.000420169839786591,0.00173258237620858
"Rpl9-ps6",27.3877463362137,-1.73734752445887,0.49257802684526,-3.52705039562118,0.000420216772349908,0.00173258237620858
"Sdf2",140.098928902357,0.636318379672828,0.180435908281628,3.5265617899052,0.000420992917296498,0.00173528582734574
"Rcn3",10.5017883418625,-2.63807374431251,0.748338834964486,-3.52523966558237,0.000423099814965532,0.00174347137711483
"Epb41l4aos",75.1618692421773,-1.01036883623689,0.286646285441139,-3.52479305525262,0.000423813741682364,0.00174591385835749
"Lgi3",2.57351033561943,4.96941017278107,1.41006769358392,3.52423518061781,0.000424707109565323,0.00174909394522528
"Nit2",42.5600207553239,1.1032217848255,0.313288762253788,3.52142150547935,0.000429239726353649,0.00176725564385558
"Acot11",13.0240040910138,1.43328183125947,0.407050472855667,3.52114031757357,0.000429695172502128,0.00176862533001876
"Acy1",9.49872931223018,-2.96101813952061,0.840957044734759,-3.52100997079408,0.000429906451026209,0.00176883025290968
"Htr2b",2.43034053392585,5.02675368151066,1.4276664234006,3.52095811676881,0.000429990527952916,0.00176883025290968
"Irs2",54.5040946053869,-1.12839731991007,0.320500525747339,-3.52073469233438,0.000430352967431132,0.0017698158289503
"Zeb2os",33.1347646386427,1.58680756097247,0.450725006971722,3.52056694531712,0.000430625274358751,0.00177043028036877
"Sgf29",41.9841474332404,-1.00321824331708,0.284970732722481,-3.5204255318881,0.00043085495843281,0.00177086919577263
"Arhgap18",9.51107075835302,1.92418378852241,0.546611194479087,3.52020560127044,0.000431212397614857,0.00177183280092402
"Gsr",382.645441948503,-0.672035131035282,0.190996291930083,-3.51857684902747,0.000433868134370562,0.00178223676753416
"Ccna2",17.5268976120334,-2.62058339865486,0.744920417533849,-3.51793740240149,0.000434914942225387,0.00178602755350597
"Cnih1",115.45032053449,1.11831189056409,0.317987285317851,3.51684467335308,0.000436709256477615,0.00179288502388615
"Utp18",38.9199891930912,-1.02832609010161,0.292414301994184,-3.51667508425104,0.00043698834873027,0.00179351970136988
"E2f8",38.990503961747,1.61274855059156,0.458628592818915,3.51645879878304,0.000437344530634621,0.00179447032421599
"Ido2",11.9825983327664,-3.002880187872,0.854417764093732,-3.51453388970337,0.000440526458124497,0.00180701143386717
"Itpr3",54.4287327938967,-1.35696951134456,0.38612331709745,-3.51434231308567,0.000440844319124544,0.00180780052983438
"Lrch3",136.321414808067,-1.02777034108804,0.292474095181672,-3.51405597288758,0.000441319809558803,0.0018078758882182
"Rnf138",17.4195546890878,-1.56004813282585,0.44392688371792,-3.51420062637418,0.00044107954125825,0.0018078758882182
"Xaf1",285.893533564758,-1.28060390706639,0.364426109725162,-3.51402897018598,0.000441364674362307,0.0018078758882182
"mt-Nd4",480.616742033798,1.32913159556615,0.378233960754117,3.51404615523194,0.000441336121033785,0.0018078758882182
"Epor",9.44904578101681,-5.20553399598787,1.4817673017872,-3.51305767761869,0.000442981303944044,0.00181385220696908
"Rnf141",36.7212862809851,1.22175248391223,0.347780266283304,3.51300117447429,0.000443075518278786,0.00181385220696908
"Tmbim4",349.924849881407,0.598637824341078,0.170477833808812,3.51152880680336,0.000445537173637335,0.00182341151233507
"Cecr2",2.5050947340748,-4.73296796436446,1.34788794379139,-3.51139572556112,0.000445760300409938,0.00182380655714444
"Sspn",3.84057281447497,-4.93826748667384,1.40731582144769,-3.50899734900578,0.000449799388102624,0.00183980976292061
"Lpin1",57.0262136445812,1.08126988423665,0.308174230836887,3.50863172855279,0.000450418118750494,0.00184181760395107
"Slc12a9",25.5619334769274,1.13298452238982,0.322992283144211,3.50777582473686,0.000451869651589676,0.00184722877434758
"St6galnac3",3.55493472338345,-4.81218286386745,1.37210726939804,-3.50714770717496,0.000452937656312601,0.0018510694686069
"Cryzl2",10.849905802397,1.84221755747354,0.525328669792961,3.50679044073414,0.000453546176312752,0.00185303069085692
"Ecsit",35.4168475195934,-1.18954452215445,0.339222963367377,-3.50667451974996,0.000453743784531407,0.00185331243548609
"Ndufa5",113.374673993132,1.47021661400341,0.419315051073601,3.50623382165537,0.000454495767473544,0.00185585771718364
"Dnajc13",214.17714176831,0.688694017075984,0.196445715065801,3.50577266012293,0.000455283913228682,0.0018585491793631
"Tnfrsf12a",33.9486541440498,0.975117441114341,0.278192008694468,3.5051957304255,0.0004562717078261,0.00186205388751921
"Myadm",267.018816455436,1.08878818107403,0.31068776128745,3.50444503047765,0.000457560018748331,0.00186678267632072
"Sbf1",168.92062489642,-0.730526153479828,0.208492507466112,-3.50384847090281,0.00045858622186844,0.00187043972600134
"Klf10",57.9933127436783,1.06781750333137,0.304776618504033,3.50360703052829,0.000459002158293564,0.00187160630975858
"Rpl17",2680.62437388186,-0.66407960867124,0.189557425471711,-3.50331624845974,0.000459503564376551,0.00187312064188132
"Dock10",495.495735752042,-0.930952133364852,0.265838496753976,-3.50194627464514,0.000461872743554079,0.0018822457549194
"Rragd",13.5249042626516,-1.76336989641456,0.504048717733033,-3.49841163041808,0.000468038162469084,0.00190683194811358
"Csnk1g1",72.7419734353818,-0.782589218178679,0.223727278819064,-3.49796065240478,0.000468830295597315,0.00190951915136413
"Ccdc90b",39.6215754430377,1.2673875349356,0.362334619049811,3.49783727058486,0.000469047230893595,0.00190986274964758
"Tmem42",22.4352072960282,-1.3209241826619,0.377931509318675,-3.49514171243152,0.000473810114253097,0.00192871107825095
"Wdfy2",89.1130492650487,1.00894077347509,0.288713036422703,3.49461453482102,0.000474746862925359,0.00193197833539625
"Gm37760",11.7741787097681,-2.00551420671585,0.574072495654552,-3.49348596544272,0.000476758043177083,0.00193961490257246
"Gm37248",5.3462435911117,-4.75673287588923,1.36184172624605,-3.49286762493413,0.00047786333131037,0.00194356271904494
"Coq10b",77.0155658144897,0.84213751584375,0.241151396402933,3.49215276546293,0.000479144126508538,0.0019482219267519
