"","baseMean","lgFC_MoDC_Naive_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Tuba1a",318.991616620608,-1.95968789124712,0.313479794426192,-6.25140097094368,4.06787001419694e-10,4.83512668519151e-09
"Ezr",418.640126179917,-1.7194986198679,0.275074103225762,-6.25103781018839,4.07734142773919e-10,4.84238916801407e-09
"E330020D12Rik",15.439386364192,-4.94812100071922,0.791696625692515,-6.25002158672962,4.10395958866617e-10,4.86998697152594e-09
"Add3",176.19815648789,-1.45472478158861,0.232766767380331,-6.24970994769049,4.11215634896275e-10,4.87569747844916e-09
"Cd1d1",78.3694383055981,-1.83098354189892,0.293034460662507,-6.24835569768602,4.14796196215904e-10,4.91410691010388e-09
"Il18bp",91.3480230387524,2.06831236758711,0.331108577782063,6.24662876885202,4.19406271549317e-10,4.96463989148682e-09
"Pros1",14.391835233377,4.28550683062879,0.686317056901131,6.24420854404927,4.25951374260431e-10,5.0379765990113e-09
"Npl",17.5777706899237,2.66236428233039,0.426520401648015,6.24205611746444,4.31855946551766e-10,5.10362326991365e-09
"Nod2",34.6498108791723,-3.41068664677802,0.546466761426763,-6.24134327561497,4.33828979731755e-10,5.12273793607841e-09
"Pacsin1",34.4389552584425,-2.04226034988531,0.327247421688289,-6.24072250699232,4.3555433410592e-10,5.13889904760842e-09
"Ak3",88.5081484811746,1.4312716251266,0.229354221822791,6.2404415918381,4.36337304694493e-10,5.1439240682724e-09
"Prkx",130.110070764228,1.46369226572224,0.234555377609592,6.24028440805351,4.36776008753724e-10,5.14488567629285e-09
"Tcf3",114.643865707918,-1.31656653457754,0.211011507766692,-6.23931153571595,4.39500915497305e-10,5.17275342210309e-09
"Neurl2",17.7756925377474,2.65186442738666,0.425224582628135,6.23638551420662,4.47796758545598e-10,5.26608988049623e-09
"Csde1",578.293670850927,0.774783414838033,0.124290312839538,6.23365890017749,4.55664694903968e-10,5.35424599901025e-09
"Eef1g",1138.70253404284,-0.956148759917669,0.153503981966003,-6.2288205665533,4.6995966084429e-10,5.51771709382465e-09
"Mpv17",65.3220693997917,1.64233766334863,0.263775898518861,6.22626127925481,4.77697176358618e-10,5.60399472526242e-09
"Slc14a1",21.3125790062298,-3.53226908648671,0.567372346298818,-6.22566311088129,4.79523471526743e-10,5.62084225452746e-09
"Rnf167",58.4003662864182,-2.48778831592698,0.399634436424019,-6.22516001921164,4.81064757978044e-10,5.63432431173309e-09
"Mfsd13a",22.8449347345861,2.4978109574618,0.401304138395093,6.2242342365347,4.83913657831439e-10,5.66308704688847e-09
"Ankrd10",86.9476530757378,-1.60855028826912,0.258486866283076,-6.22294784798681,4.87899597445982e-10,5.70509870195358e-09
"Med12",88.1773781566256,-1.22395007731777,0.196732140822525,-6.22140374318357,4.92726412024668e-10,5.75686674097921e-09
"H2-Ab1",2463.68783362688,-1.68259825487694,0.270547986625548,-6.21922297727444,4.99622876966688e-10,5.83271245184936e-09
"Rab8b",184.14411055972,1.36520455927617,0.219988241651805,6.20580695143243,5.44169452116408e-10,6.3476154876024e-09
"Mideas",68.2208067626604,-1.56891419930188,0.252866155777451,-6.20452426493441,5.48626085560755e-10,6.39442345355035e-09
"Naa20",76.2366895125504,1.79962305750423,0.290086164420225,6.20375349889924,5.51321185728026e-10,6.4206410683896e-09
"Atrx",147.083098847786,-1.16733316945596,0.188182777392581,-6.20318812183704,5.53306321939698e-10,6.43793958358367e-09
"St14",61.2180573112726,-1.92892196457,0.310962161620165,-6.20307613800985,5.53700343194514e-10,6.43793958358367e-09
"Nfe2l2",819.532712292732,1.32980486799034,0.214394456940533,6.20260843944855,5.55348928131591e-10,6.4519005311804e-09
"Wdfy3",39.6013989890638,2.16098865569647,0.348467608511474,6.20140467266793,5.59614130847626e-10,6.49621367364294e-09
"Manba",51.2584467544631,1.63158235979944,0.263115036769611,6.20102286753035,5.60973612771729e-10,6.50534419994794e-09
"Plxdc2",79.5185674817695,2.48358911669928,0.400518794772302,6.20093026623437,5.6130382066745e-10,6.50534419994794e-09
"Tespa1",20.1173506202334,-5.01980319127321,0.810715015739102,-6.19182214936135,5.94726365425856e-10,6.88716078804251e-09
"H2-Eb1",1476.45896682973,-1.96218674831361,0.316921779868218,-6.19139129260706,5.96354603149244e-10,6.90046940800643e-09
"Sigirr",19.9328555675382,-4.75728941481342,0.768782786887742,-6.18808003502826,6.09014076129013e-10,7.04129757681747e-09
"Tmem219",166.897466206256,1.12066673273161,0.181239762220614,6.18333813176977,6.27600837071708e-10,7.25037502714918e-09
"Gpbp1",131.814759299451,-1.97214176940016,0.319044402733484,-6.1814021888596,6.35347207464016e-10,7.33398387077453e-09
"Iqsec1",53.6907293747821,1.85167436886744,0.299730585029961,6.17779586518456,6.50026846727262e-10,7.49368999051797e-09
"Pear1",16.6485779149802,-4.87357713418634,0.788892159853143,-6.17774821731475,6.5022299653946e-10,7.49368999051797e-09
"Hdac10",23.122014730436,-2.92405193713552,0.473386675645744,-6.17687841160048,6.53813851605127e-10,7.52905063646959e-09
"Rsrc2",190.186630271465,-1.09558026783589,0.17740284452208,-6.17566347815537,6.58861914952851e-10,7.58112200224502e-09
"Coro2a",418.550121894789,-1.44057795047302,0.233295773246927,-6.17489948670553,6.62055761525739e-10,7.61179193977637e-09
"Plek2",27.0690395096107,-6.71959254325513,1.08878882101423,-6.17162154273009,6.75931401682486e-10,7.76512581550072e-09
"Tanc2",24.4025994149279,3.01752099493298,0.489115314366097,6.16934474612342,6.85735699401311e-10,7.87148086500023e-09
"Trappc2b",43.7738647357903,2.33905973919088,0.379155061992655,6.1691375736827,6.86634676715331e-10,7.87552480315371e-09
"Arhgap27os3",18.6380800945001,-6.4876842042951,1.05171834031129,-6.16865177265511,6.88747210255663e-10,7.89347041443364e-09
"B4galt6",65.3545266097928,1.67179986150766,0.27119321619233,6.16460796837197,7.06579728099926e-10,8.0914050580346e-09
"Nxf1",240.327183237092,-0.974884413647071,0.158145975925135,-6.16445918363785,7.07244363046522e-10,8.09258323593979e-09
"Septin1",47.2947096297692,-4.19462479685948,0.680581430892418,-6.16329597967321,7.12461565789308e-10,8.13960359366177e-09
"Tmem50b",242.754387625625,1.53506019155566,0.249065016694256,6.16329106323287,7.12483696488095e-10,8.13960359366177e-09
"Flnc",8.7868773740367,5.01323377874352,0.813567832364068,6.16203539436416,7.18157934433303e-10,8.19792646865782e-09
"Gpx4",178.343650263159,1.82302447366387,0.296051335534745,6.15779851278501,7.376311741713e-10,8.41355082748357e-09
"Ehd3",33.9930000759427,-4.5057493405104,0.731830968289192,-6.15681699155684,7.42215325317041e-10,8.45914080420672e-09
"Nsun4",29.209189689953,-2.77554399251282,0.451473499195,-6.14774510012605,7.85921989633385e-10,8.95019144874193e-09
"Vps18",120.172926788522,1.52075383027069,0.247437557693338,6.14601051047974,7.94560210034146e-10,9.04141736631272e-09
"Baz2a",133.969995613316,-1.48907911249395,0.242343882909141,-6.14448813239586,8.02217874707582e-10,9.12135019971383e-09
"C5ar1",39.0358648573183,1.78216718250572,0.290153230815346,6.14215867077453,8.14074760283866e-10,9.24886513931339e-09
"Bcl3",324.781231416724,-2.20422591760139,0.359061935263349,-6.138845979273,8.31231101705269e-10,9.43633983543428e-09
"Acvrl1",55.6257440004376,2.19906413003435,0.358235510892573,6.13859894725456,8.32524509602291e-10,9.44358116955166e-09
"Nptn",273.551155439604,1.63102262611951,0.265708299260938,6.13839549105603,8.33591237533329e-10,9.44824183155401e-09
"Cox7a2",300.20057728721,2.02054212783357,0.329345647292305,6.13501998415746,8.51484897621063e-10,9.64183469189616e-09
"Ctps",35.9095905836009,-3.09484917822676,0.504464308952701,-6.13492198219505,8.52009965485479e-10,9.64183469189616e-09
"Plac8",48.3036742849471,-4.57479670165244,0.746156953374145,-6.1311453052405,8.72486711817313e-10,9.86581127978039e-09
"Sgpl1",882.266470309654,1.45146339709884,0.236791873821237,6.12970104791095,8.80443526326019e-10,9.94797603157069e-09
"Cxxc1",123.093861667764,-1.04268409799543,0.17020601271457,-6.12601212710372,9.01089410402226e-10,1.01732711961242e-08
"Prr5",20.555815059561,-5.6931598670148,0.92969891119204,-6.12365981983904,9.14500362756811e-10,1.03165953217499e-08
"Itgb2l",23.7056981294905,-5.20431676064256,0.850172017665345,-6.12148677268175,9.27062159223039e-10,1.04501232126503e-08
"Atg13",94.2528518891023,1.1677608620135,0.190806333432765,6.12013679527563,9.34950585538143e-10,1.05308038586884e-08
"Gm20658",34.2759522117829,3.23049916930526,0.527875489448695,6.11981278516861,9.36853617451347e-10,1.05439946976595e-08
"Gm19951",17.6118194653172,-7.43484372488677,1.21533307335516,-6.11753591495826,9.50333470975347e-10,1.06873567391654e-08
"Mir142",27.8416037100567,-3.35663992079803,0.548740058179555,-6.11699450543794,9.53566530098125e-10,1.07153505714459e-08
"Sh3bgrl3",2224.10192549052,1.0870847980763,0.17788811482129,6.11105918553583,9.89720497079579e-10,1.11129489329138e-08
"Socs1",39.4532352124546,-5.59251731543669,0.915436899612762,-6.1091237613454,1.0017962284962e-09,1.12397791804644e-08
"Stat2",709.448608792896,-1.4292169651316,0.234030081637226,-6.10697973155028,1.0153412695992e-09,1.13828843033821e-08
"Zfp687",55.1657607089631,-1.57299595378872,0.257706897329165,-6.10381782595273,1.03564322801141e-09,1.16014590534467e-08
"Dvl1",106.872460446992,-1.21116504019161,0.198526352467461,-6.10077717712627,1.05553969082812e-09,1.18151552339315e-08
"Ighg3",25.9572338296699,-4.85797068077044,0.796780941847746,-6.09699658416119,1.08079828132222e-09,1.20884938204409e-08
"Itgb7",125.137744002187,-2.22260103719542,0.364557662584928,-6.09670640698065,1.08276115970083e-09,1.21010529609388e-08
"Srsf11",322.548652921508,-1.0684029275443,0.175323630244906,-6.09389005949667,1.10199357175103e-09,1.2306449143136e-08
"Sestd1",34.1303765731015,2.03736629860164,0.334357469534031,6.09337755020387,1.10552906198617e-09,1.23363684484684e-08
"Cpm",15.2672365264106,-5.25376491519262,0.862765585007946,-6.08944655012431,1.13301683299972e-09,1.26333130775495e-08
"Sdhaf1",62.5048400888314,-2.07306559333565,0.340576603321229,-6.08692897022157,1.15097000821492e-09,1.28235683977912e-08
"Cox6a1",1749.6474791325,0.881418067507168,0.144866657489343,6.08434047408052,1.16971799968969e-09,1.30184737788375e-08
"Mdm2",534.486527174752,1.00460097489509,0.165114605852849,6.08426474269874,1.17027096651357e-09,1.30184737788375e-08
"Arhgap31",117.685649541311,1.10920033596648,0.18238734661354,6.0815640808502,1.1901578108953e-09,1.32294856664797e-08
"Atp5mf",559.254747610663,0.944018917077732,0.155282859109952,6.07935043499742,1.20670377910739e-09,1.34030644886824e-08
"Ncor1",265.145634314387,-0.969613916512788,0.159520401941798,-6.07830662855625,1.21458333881901e-09,1.34801907388496e-08
"Scml4",25.2240136264222,-6.3831619650261,1.05037260507764,-6.07704535911263,1.2241714396425e-09,1.35761460812085e-08
"Actn4",641.070958960571,1.11661572212026,0.183760840836873,6.07646175885479,1.22863286840607e-09,1.36046772500061e-08
"Atp6v1f",924.966226238674,0.906962173983797,0.149256619206678,6.07652899284764,1.22811808026976e-09,1.36046772500061e-08
"S100a13",83.4625757353284,1.12850578188139,0.185766768044628,6.07485285856018,1.24101461563121e-09,1.37312262310162e-08
"Asph",23.5304528655394,1.9773243358989,0.32567336741736,6.07149535001707,1.26724631770661e-09,1.40107064104999e-08
"Hsbp1",300.795968894871,1.18629299516184,0.195487965544041,6.06836841265601,1.29216222911897e-09,1.42752216815091e-08
"Wnk1",239.183928427752,-1.2546222777318,0.206886097125494,-6.06431410889232,1.32517946855142e-09,1.46287627769746e-08
"Slain1",19.3601905648584,-4.60387668590186,0.759202889043072,-6.0640926850328,1.32700617874311e-09,1.46377113407146e-08
"Shfl",66.7926966089373,-2.0225599664597,0.333645484501567,-6.06200311531626,1.34436610111925e-09,1.48178561994827e-08
"H2-T10",61.0431682993628,-2.5264352938219,0.416947012809868,-6.05936777624541,1.36657610119287e-09,1.50511432062573e-08
"Fth1-ps",62.2747909071446,2.65258050086221,0.437862859621974,6.05801666565713,1.37810121424871e-09,1.51664828819457e-08
"Ifi27l2a",1122.59146638614,-2.40488675145294,0.396985897811395,-6.05786443476006,1.37940568292438e-09,1.51692505864188e-08
"P4ha1",154.619495859689,1.46829880291165,0.242405249690706,6.0572071140584,1.38505210480206e-09,1.52197258747357e-08
"Tmem106c",41.3152888117213,1.99787873834212,0.32984910745776,6.05694753501179,1.3872881029237e-09,1.52326771423162e-08
"Cacna1i",16.4767308136339,-6.54943333033194,1.08182960324496,-6.05403412024118,1.41262668890117e-09,1.54872907764918e-08
"Thap3",52.0618349835423,-2.45628999404735,0.405720484064242,-6.05414340789955,1.41166809972625e-09,1.54872907764918e-08
"Eif2s3y",15.7833941926453,-4.88494653149549,0.80720558914765,-6.05167580250979,1.43346732397309e-09,1.57038252997386e-08
"Hibadh",125.760821361295,1.03958307464293,0.171802427478283,6.05103833456802,1.43915193447349e-09,1.57541206443959e-08
"Echdc3",13.7476611874293,3.67964336704324,0.608123326383533,6.0508176670772,1.44112484809163e-09,1.57637392267335e-08
"Rcan1",33.8116916171847,1.90844620749198,0.315541477363761,6.0481627437267,1.46506925705578e-09,1.60134959917645e-08
"Zfp532",7.66126179786957,4.30767120239832,0.712453419330683,6.04624960105488,1.48256357135263e-09,1.61924266936361e-08
"Rnase6",29.2884873596677,-3.51288075617263,0.581263040767001,-6.04353022606983,1.50778112866582e-09,1.6455374954212e-08
"Slc45a4",44.9131743345155,2.0156050511524,0.333913703366893,6.03630528136104,1.5768281677615e-09,1.71959020323786e-08
"Patj",32.3279684892792,-6.30818715426083,1.04513324375235,-6.03577313416279,1.58203387257683e-09,1.72396217612268e-08
"Itprip",61.9557636206277,-1.92104775569823,0.318390752692509,-6.03361667841374,1.60330128691401e-09,1.74581695686193e-08
"H2az2",138.048372211858,-1.22630744740189,0.20346577471892,-6.02709447864628,1.66933429052589e-09,1.81634666082446e-08
"Txk",28.1634339610361,-6.30263024746328,1.04619730476936,-6.02432277232134,1.69819169745707e-09,1.846350912722e-08
"Ubash3b",137.306868512557,1.69427112026637,0.281257904503647,6.02390579299933,1.70257490007615e-09,1.84972051361215e-08
"Uri1",68.5759588274459,-1.47943739691458,0.245700275918358,-6.02130946489522,1.73011604991969e-09,1.87822545705675e-08
"Naa38",159.480588318361,1.06869316813858,0.177641989862318,6.0159941293546,1.78786050696755e-09,1.93945169151917e-08
"Bicdl1",22.2780761647662,-2.75449924912007,0.457877955543635,-6.01579354448213,1.79007598322954e-09,1.94039387617793e-08
"Slc35e4",15.7956285238513,2.98027874764423,0.495772075040536,6.01138889761097,1.83940553421264e-09,1.99236662600506e-08
"Lysmd2",23.7944901578341,-3.87933509273706,0.645386918333737,-6.01086725270594,1.84533465735213e-09,1.99728708293124e-08
"Taldo1",2923.83224723818,1.45799261429459,0.242704518013821,6.00727430303363,1.88668170678520e-09,2.04050575585192e-08
"Trim39",35.0008698657942,-1.84993726125106,0.307990704377252,-6.00647108811797,1.89604767462486e-09,2.0490969842945e-08
"Map3k1",37.8426709038239,-1.9496586197878,0.324674666000029,-6.00496073132982,1.91378217524301e-09,2.06671259494383e-08
"Jun",230.554564774442,1.62576385227538,0.270818746081579,6.00314371068556,1.93533174648845e-09,2.08841866216574e-08
"Tbxa2r",16.755721067216,-5.79035439154596,0.964715239944142,-6.00213840498801,1.94735590453719e-09,2.09982104496727e-08
"Txnip",345.12222545481,1.00173067864505,0.166920350073734,6.00124956724901,1.95804762554779e-09,2.10977068763212e-08
"Arl2bp",155.762254179296,-1.16749058731553,0.194615364170825,-5.99896412233289,1.9858022297717e-09,2.13807675052998e-08
"Pepd",149.817285316816,1.24642742512008,0.207783835242632,5.99867368731841,1.98935662542887e-09,2.14030407363169e-08
"Dcxr",74.2700070154635,2.08485284417806,0.347593327299984,5.99796566974591,1.99804746342017e-09,2.14805013119634e-08
"Mt1",761.00872530433,2.91909076624855,0.487031615493368,5.99363711386885,2.05198995856438e-09,2.2043972664488e-08
"Tnfrsf23",46.876448873876,1.82545765850806,0.304841355770876,5.98822182079554,2.1214760199874e-09,2.27734601668692e-08
"Usp7",208.407482795412,-0.930342286772723,0.155507340043641,-5.98262619958414,2.19568268656555e-09,2.35524979766666e-08
"Acp3",167.070202616988,2.21407149206206,0.37013408827155,5.98180919353125,2.20672685330646e-09,2.3635767322478e-08
"Lrp8",72.8532696809698,-2.21279093183869,0.369916096948543,-5.98187251134005,2.20586900170365e-09,2.3635767322478e-08
"Uimc1",102.568937434506,-1.29640776098413,0.216747820844287,-5.9811801379792,2.21526718742819e-09,2.3709613003039e-08
"Atp6v0b",451.535746029327,1.74163044478635,0.291285986163904,5.97910825619446,2.2436242370174e-09,2.39952863834244e-08
"Panx1",134.764801497875,1.52679833390037,0.25551025967595,5.97548738683422,2.2940328969144e-09,2.45162002321579e-08
"Rtcb",204.741673028823,-0.883136564637681,0.1477976995524,-5.97530656642309,2.29657893656435e-09,2.45252158340594e-08
"Pkig",171.262752026982,-1.52439732770642,0.255122148119245,-5.97516655823201,2.29855221072647e-09,2.45281060353522e-08
"Adam8",978.364851705114,1.70494577792657,0.285353602793188,5.97485281853001,2.30298005403237e-09,2.4539001966265e-08
"Gm10851",31.5548265983082,-7.23146268288591,1.21030652189935,-5.97490185505859,2.30228744865601e-09,2.4539001966265e-08
"Pnrc1",900.597479228433,-0.906831127062348,0.151817579794023,-5.97316284644166,2.32697410285801e-09,2.47763406694549e-08
"Med13l",170.435108916569,-0.898196953283487,0.150464610757413,-5.96948976082891,2.37996695978087e-09,2.53218641230452e-08
"Slamf8",180.069510951225,2.33894101676816,0.391999532517211,5.96669338289445,2.42109755457608e-09,2.57404659566221e-08
"Ccr7",1587.02248800997,-4.9160272843256,0.824037605812717,-5.96578026251255,2.43467754232467e-09,2.58657556598298e-08
"Plekhm3",74.741922043286,1.37796114448783,0.230982437884179,5.96565330728209,2.43657149376923e-09,2.5866800986912e-08
"Mycbp2",288.10859420718,-1.26494161273276,0.212122259813375,-5.9632667210205,2.47244342256697e-09,2.62282915651691e-08
"Egr3",27.1129200602152,-4.19521317204792,0.703528959996523,-5.96309947506447,2.47497643286042e-09,2.62358428931473e-08
"Dcaf1",46.33386386222,-2.33640330947977,0.391891861432347,-5.96185718412298,2.493870727378e-09,2.64166924254467e-08
"Csk",412.858146247443,-0.944920206683459,0.158513991034551,-5.96111548587213,2.50521828832474e-09,2.65150274535148e-08
"Dctn3",285.832042689766,0.822694755895709,0.138015419667603,5.96089015181849,2.50867571977931e-09,2.65150274535148e-08
"Ndufa1",550.875475309367,1.20845922529738,0.202730032248769,5.96092849141602,2.5080871251235e-09,2.65150274535148e-08
"Mex3b",21.8018218484101,-3.55975028074684,0.597312339687764,-5.95961282602608,2.52836248499521e-09,2.67035117000301e-08
"Arl6ip5",235.901535301971,1.17784337984099,0.197739675516442,5.95653541336498,2.57641304012311e-09,2.71910668542223e-08
"Stat5b",154.140653704778,-1.14335927958018,0.191975869184865,-5.95574477373075,2.58890093765369e-09,2.73028601082277e-08
"Chtop",219.057986498808,-0.972723894169656,0.163344134984982,-5.95505859000745,2.59978675406702e-09,2.73976064221576e-08
"Nedd8",400.714072616216,0.771354987586751,0.129669806921301,5.94860905480411,2.70430684276021e-09,2.84782488134529e-08
"Ap1g2",78.3096600413299,-1.39724640386376,0.234913474842713,-5.94791935541069,2.71572325740445e-09,2.85693744226495e-08
"Zfp809",31.4065260641396,-2.30561066978061,0.387637868951796,-5.94784682934917,2.71692648611896e-09,2.85693744226495e-08
"Mapk3",361.806764450768,1.61887968397262,0.272194810753196,5.94750384657587,2.72262370780901e-09,2.86084005358838e-08
"Cog7",49.7148565597123,2.01036083223542,0.338056898802952,5.94681202884496,2.73415078318809e-09,2.87085832234749e-08
"Pnpla7",150.947539614692,1.26949304310147,0.213537142257555,5.94506899212076,2.76340440509745e-09,2.8994613153557e-08
"Prickle3",21.3499572995167,-2.34505434810398,0.394542171805597,-5.94373558946052,2.78598863333057e-09,2.92103000376712e-08
"Cck",18.828195186733,4.83230383357232,0.813596690571169,5.93943398439822,2.86007816610751e-09,2.99652989534144e-08
"Ngdn",185.245625883064,-0.89600901463984,0.150907302370482,-5.9374795027487,2.89437217626354e-09,3.03025621884103e-08
"Tmem131",144.421964904803,-1.62224949285562,0.273247599083932,-5.9369213061496,2.90423977522116e-09,3.0383789543817e-08
"Mtmr10",29.3846456495425,1.66507066540237,0.280709936602569,5.93164134321256,2.99921213373855e-09,3.13546081267326e-08
"Plxdc1",12.8372454369391,4.07898077452106,0.687796426954727,5.93050590940269,3.02002713474774e-09,3.15493190015779e-08
"Sh3bp1",150.945946947873,-1.1954170157258,0.201621586782446,-5.92901303279437,3.04760900915021e-09,3.18143879607376e-08
"Gm11346",21.5633618582532,-7.30191142941761,1.23186302270792,-5.92753520059913,3.07515444547243e-09,3.20786929337262e-08
"Supt20",116.312077555089,-1.21475259816639,0.204959342944045,-5.92679787472792,3.08898801689053e-09,3.2199682613115e-08
"Isg20",795.92705661001,-4.88315016197825,0.823953272901201,-5.92648918643689,3.09479754630836e-09,3.22369150051469e-08
"Tdrp",22.5171324219035,-4.99291108523317,0.842592939130529,-5.92565027946395,3.11063961199999e-09,3.23785218572773e-08
"Gpsm2",57.4552837955987,2.32337789589531,0.392128243395167,5.92504604049631,3.12209905466697e-09,3.24743386148249e-08
"Stxbp1",109.908176928152,1.47841309140106,0.24953630809682,5.92464119821569,3.12979990720544e-09,3.25309505506505e-08
"Kri1",136.19861247463,-1.20830287121309,0.204013511133509,-5.92266102622175,3.16773370627549e-09,3.29014937077179e-08
"Hbb-bs",27327.735317052,-6.09237407234443,1.02933883440951,-5.91872556313235,3.24445815960611e-09,3.36741096882461e-08
"Ift43",30.7200008317806,1.94969711379747,0.329508802400487,5.91698036469388,3.2790582127493e-09,3.40087203836332e-08
"Sphk2",235.917745743794,1.22496865774387,0.207175070411679,5.91272229477093,3.36499251014004e-09,3.48748792094082e-08
"Atp6v1d",424.065582866315,1.14150115089193,0.193112304227798,5.91107415685639,3.39883963725412e-09,3.52003478176009e-08
"Ttc14",69.0133008976136,-1.6541048607631,0.279922071685405,-5.90916197070052,3.43852486658794e-09,3.55857681236105e-08
"Pwwp2a",50.2749884145614,-1.59464271998631,0.269944333941554,-5.9073020600298,3.47755777352331e-09,3.5963888934226e-08
"Pik3r1",113.388736097969,-1.86897072232656,0.316465540678007,-5.90576376284891,3.51016677556551e-09,3.6275080752365e-08
"Hbb-bt",11136.7164919861,-5.9897502647997,1.01457995045989,-5.90367497611661,3.55492201907347e-09,3.66587019375608e-08
"Kansl3",164.637879772191,-1.15926598133572,0.196358637949329,-5.90381963046046,3.5518047722455e-09,3.66587019375608e-08
"Ndrg4",24.4333179488289,-2.92824684943393,0.49600317535537,-5.90368569180214,3.55469100876235e-09,3.66587019375608e-08
"Socs6",52.1058755529952,1.43216523848712,0.242701102320178,5.90094245471439,3.61430963383338e-09,3.72444524928495e-08
"Mllt10",97.3645582173744,-1.42818548430249,0.242049684343721,-5.90038151949995,3.62661972224418e-09,3.73445916502142e-08
"Vdr",28.7919368975063,-2.58309584855584,0.438061007569235,-5.89665778036084,3.70938058571508e-09,3.81695262270082e-08
"Msantd3",54.494469693034,2.52867779948358,0.429019440127405,5.89408675451314,3.76759201280931e-09,3.87408497762533e-08
"Rptoros",12.9581413798804,5.40894618918639,0.917893115509084,5.89278435342275,3.79741844860533e-09,3.90196934169817e-08
"H3f3a",1188.49727777292,-0.744369773704653,0.126324029370924,-5.89254298973451,3.80297113357893e-09,3.90488967571903e-08
"Igtp",919.168488181593,-1.57237295437042,0.267044399981352,-5.88805814493853,3.90759652046424e-09,4.00946121608318e-08
"Atox1",981.052636529276,1.27312966991832,0.216257026679024,5.88711354016693,3.92998739611963e-09,4.02669974598146e-08
"Rab3d",30.6370599090998,1.87416137033383,0.318349380600865,5.88712114594493,3.92980661131465e-09,4.02669974598146e-08
"Ffar2",31.5390307831249,-4.34531979771785,0.738460957709682,-5.88429185368817,3.9976187895235e-09,4.09308431285541e-08
"Slc25a1",115.780716394245,1.41611971539955,0.240716814007934,5.88292812546478,4.03070994777522e-09,4.12403462412286e-08
"Setx",106.281896889091,-1.49310299337089,0.253931176600836,-5.87995146306102,4.10386802439573e-09,4.19590651238075e-08
"Serpina3g",219.401930211645,-3.10713757515282,0.528926873669424,-5.8744180525317,4.24331316883633e-09,4.33540209292597e-08
"Ndufa3",396.395888287961,0.773708612546629,0.13182879757673,5.8690409589475,4.38323153060581e-09,4.47518309212667e-08
"Bcl11b",65.6741745288739,-5.75606838170547,0.980780297602808,-5.86886624433042,4.38785231716708e-09,4.47672807939865e-08
"Qdpr",166.47770882489,1.62139706571316,0.276307358244747,5.86809224341019,4.4083798856071e-09,4.49448836744911e-08
"Neurl3",236.06801253361,-1.19499907220228,0.203703087743948,-5.86637682048481,4.45420891454837e-09,4.53800096343592e-08
"Mrpl27",135.888142546761,1.12941129967653,0.19256279991333,5.86515827659788,4.48704469193822e-09,4.56822373371462e-08
"Prr5l",30.1354448474497,-2.59824359707277,0.443086522896975,-5.86396440154624,4.51944412680442e-09,4.59795989341416e-08
"Sec11c",470.433637418353,0.683309841050977,0.116554258305651,5.86259010167668,4.55702185208285e-09,4.63291861687407e-08
"Snx21",15.3516568533595,2.48497727757192,0.42392117042787,5.86188530066521,4.5764111250468e-09,4.64934969445869e-08
"Fgd2",35.3158575169101,-2.52580902717849,0.430918555642762,-5.86145338626918,4.58833285915374e-09,4.65817640373283e-08
"Srsf1",148.235421044613,-1.24790429759234,0.212983587436367,-5.85915709568549,4.65222447098816e-09,4.71971448796165e-08
"Slc8b1",52.6254131217426,1.93720414357481,0.330722071366616,5.85749882240956,4.69890148928188e-09,4.7637139236168e-08
"Pmaip1",58.9412284214644,-2.20760377450237,0.376899351601803,-5.85727665786678,4.70518948262017e-09,4.76673415517765e-08
"Adam23",19.6494508543825,-7.24255186241263,1.23684763457713,-5.85565405142958,4.75136356624866e-09,4.81012955273213e-08
"Gm5281",14.940262941873,-5.51909597230971,0.943794132101564,-5.84777525583915,4.98191023702525e-09,5.03644904383058e-08
"Sh3pxd2b",157.951470107184,1.36601300440511,0.233594273147771,5.84780177183958,4.98111637666698e-09,5.03644904383058e-08
"Fam43a",48.5762883227805,-2.85260605401705,0.487894451504844,-5.84676879439513,5.01213378865371e-09,5.06345016545199e-08
"Amdhd2",90.9381216749873,1.35642014569824,0.232043753438923,5.84553613530159,5.04939306578187e-09,5.09751622324132e-08
"Slc28a2",63.5583824275745,-3.74247822543121,0.640656320746482,-5.84163162718904,5.16920113789093e-09,5.21481173616643e-08
"Pitpnm2",15.4398957565611,-3.78227712514775,0.647666781857531,-5.83985041551775,5.22477121470338e-09,5.26718363324121e-08
"Cdca7l",15.9645548203325,2.49008908586199,0.426727808742567,5.83531008489814,5.36906207707077e-09,5.4058761607621e-08
"H6pd",40.750016138775,1.74727989220788,0.299433485320875,5.83528555710956,5.36985199642549e-09,5.4058761607621e-08
"Gnas",2546.22807383774,0.792316200944429,0.135787446085718,5.83497387854445,5.37989948131938e-09,5.41220893351166e-08
"Prcp",139.336168605176,1.10144290398866,0.188774212292409,5.83471063453595,5.38839984214288e-09,5.41697753844454e-08
"Rigi",613.865502819972,-1.57303402138984,0.269703133226925,-5.83246476438337,5.46145405039856e-09,5.4865904497937e-08
"N4bp1",249.958437499636,-1.35469909799663,0.232421147236797,-5.82863957992784,5.58810463269036e-09,5.60991187028135e-08
"Pctp",23.1966018688331,1.97145400986119,0.338253367990487,5.82833519610846,5.59830451503363e-09,5.61623780247733e-08
"Tap2",480.775143578365,-1.09163207310688,0.187302346654009,-5.82818150764216,5.60346148472083e-09,5.61749938405625e-08
