"","baseMean","lgFC_MoDC_Treatment_6H_vs_cDC_Treatment_6H","lfcSE","stat","pvalue","padj"
"Fmnl1",338.111019522957,-2.86224782917027,0.165034409038353,-17.3433397668307,2.21485472139455e-67,4.26302742721748e-65
"Cd200r1",167.113901196111,3.01930599954729,0.174394701405505,17.3130604038637,3.74945174202342e-67,7.12538215227818e-65
"Mrtfa",226.882935990752,-2.11336580698737,0.122325523219596,-17.27657279825,7.06216697148349e-67,1.32530390928602e-64
"Atp1a1",638.950312751421,1.90663069239035,0.111483006867411,17.1024333301123,1.4233537620892e-65,2.63812469509199e-63
"Mif4gd",245.44394097682,-2.70292921393888,0.158094951710814,-17.0968723839016,1.56585055472879e-65,2.86684321684675e-63
"Swap70",170.362625506101,-4.02623937120217,0.236024120612732,-17.0585928283509,3.01736384723397e-65,5.45779318536428e-63
"Sell",280.951044277611,-5.42001477436624,0.318413720019292,-17.0219259837103,5.64817962154416e-65,1.00947762688384e-62
"Snhg15",107.932343058995,-3.35008301888851,0.197119372489444,-16.9951992875176,8.91269509537287e-65,1.57419166431568e-62
"Dram1",152.544505217013,2.98171124224091,0.175522410890287,16.9876383711746,1.01389995114331e-64,1.76996278680402e-62
"Dap",401.280225409949,2.71506688753402,0.160039177579227,16.9650139959632,1.49064157664995e-64,2.57229907933858e-62
"P2rx4",548.8840053952,2.14930967610214,0.127414158139635,16.8686879659533,7.6476215979679e-64,1.3047016255715e-61
"Cxcr5",138.752864308232,-6.00986407471133,0.357710278724579,-16.8009264260999,2.40261862830926e-63,4.05286668166371e-61
"F10",1584.12271678118,3.24639174030338,0.193390007389348,16.7867605163667,3.05047387710763e-63,5.08852936855742e-61
"Gpr132",362.849260180383,-2.29675268598757,0.137362984147625,-16.7203173419648,9.32215114930158e-63,1.53795005719192e-60
"Plod3",344.855576796765,3.06094024714003,0.183901688585053,16.6444379640613,3.32069176665066e-62,5.41886364051374e-60
"Pi4k2a",492.641343373674,2.35792169857796,0.142199369444773,16.5818013665224,9.43575209647622e-62,1.52321447553116e-59
"Slc6a8",363.790815427485,5.16606351947833,0.311839982190359,16.5663924272699,1.21924656667996e-61,1.94729241548576e-59
"Aldh1b1",168.87340349972,3.99145395002719,0.241248442342881,16.5449936640595,1.73983054973945e-61,2.74948168876193e-59
"Tcn2",173.865960523594,2.34300701672383,0.141843752329671,16.5182250063312,2.71264539103028e-61,4.24218179745184e-59
"Rapgef6",165.12870270888,-3.02632215123633,0.183300102267483,-16.5102043795924,3.0983225488555e-61,4.79537282741934e-59
"Il11ra1",156.417537986894,3.77246711187747,0.230255843079038,16.3838062106529,2.49621735617787e-60,3.82405216003044e-58
"Fam174a",265.72257343942,2.61601725928455,0.159732156249895,16.3775242299483,2.76782065802982e-60,4.19730217565673e-58
"Calcrl",87.2374499302565,3.99598019714127,0.244279180953403,16.358251167968,3.79881212975997e-60,5.70315665040865e-58
"Milr1",247.175105897629,2.58108888189242,0.15787042413474,16.3494137425607,4.39185028710829e-60,6.52820280795612e-58
"Mcoln2",186.584403870423,2.94571782967008,0.180226585140693,16.3445244627507,4.75868999000062e-60,7.00413851175287e-58
"Tpp1",435.999387276816,2.14573562100658,0.131633833187924,16.3007911343223,9.74228929521699e-60,1.4200096037776e-57
