"","baseMean","lgFC_MoDC_Treatment_6H_vs_cDC_Treatment_6H","lfcSE","stat","pvalue","padj"
"Cacna1a",12.8963940832716,-2.30033114439945,0.517634232232542,-4.44393164354334,8.83296788324556e-06,3.98226266760257e-05
"Gna12",93.3964553224062,1.13791141778349,0.256216726038668,4.44120661198269,8.94558512016446e-06,4.0318243593224e-05
"Slc30a6",47.0195694490894,0.99890883693886,0.22492620598992,4.4410513774621,8.95204162149079e-06,4.03352343527735e-05
"Trim14",23.6143087151582,-1.56442564616659,0.352618018855254,-4.43660154193304,9.1390234806425e-06,4.11653643909048e-05
"Cyp2d22",6.94801254270497,-5.18946177208899,1.1701069678666,-4.43503193690976,9.2058640391662e-06,4.14540002459515e-05
"Snapin",91.0056581711026,0.977582094447063,0.220443785909964,4.43460944209305,9.22393531974461e-06,4.15229208261847e-05
"Mrgbp",64.6273852416881,-0.865520755609278,0.195281330561068,-4.43217358834318,9.32878638999237e-06,4.19823351537636e-05
"Bloc1s4",115.075487071164,0.952140183434264,0.214850410755911,4.4316423696112,9.35180340762773e-06,4.20733067302113e-05
"Dctn6",191.165570297032,0.635240655610688,0.143351562772876,4.4313479624715,9.36458304314269e-06,4.21055661056308e-05
"Hdac4",44.1057603229834,-1.38746245878741,0.313097549834544,-4.4314063125713,9.3620488549894e-06,4.21055661056308e-05
"Poldip3",253.590319919316,0.644136093442775,0.145375134654047,4.43085466421506,9.3860335583585e-06,4.2189377787915e-05
"Prmt7",7.87556063403386,-2.27544819245643,0.51355708955936,-4.43075996557423,9.39015678841382e-06,4.21952780198913e-05
"Atic",121.039610666599,-0.900003267813587,0.203169335170807,-4.42981844212339,9.43124546830947e-06,4.23672316623968e-05
"Cables2",73.9128179581128,-0.990161728151183,0.223571964834907,-4.42882777758988,9.47466411716142e-06,4.25495460337853e-05
"Bspry",3.28271592691652,-5.35955371261997,1.21028707978944,-4.42833258498668,9.4964388377241e-06,4.26345802245072e-05
"Myo10",76.1024184302375,1.16673250543742,0.263518530692729,4.4275159791243,9.53245127207243e-06,4.27834651562402e-05
"Col5a3",4.45886052087989,5.10426825445726,1.15287142437925,4.4274393020068,9.53583943589147e-06,4.27858808879374e-05
"Vps37a",56.5484170673471,0.896060905269619,0.20239855939569,4.4272098968739,9.54598312746565e-06,4.28185971594389e-05
"Srpk1",131.348638541801,-0.840020858654169,0.189747497042002,-4.42704579374886,9.55324565932671e-06,4.28383742782174e-05
"Doc2g",8.03986121150743,-3.4423429996102,0.777606695552235,-4.42684331204935,9.56221394401887e-06,4.28657861873859e-05
"Tex14",6.77190068210441,-3.96301116527715,0.895496445733292,-4.42549066962736,9.62233159765796e-06,4.31224072464594e-05
"Cenpa",80.6779385445837,-1.20032263594636,0.271321403921057,-4.42398800315658,9.6895403197992e-06,4.34106442319145e-05
"Tmem143",17.2330993615827,1.82155582556279,0.411757216484997,4.42385889702837,9.69533563205227e-06,4.34236497147973e-05
"Ankrd16",61.4649071185184,-0.860907617352412,0.194616355159095,-4.42361391800108,9.7063413469625e-06,4.3459976928705e-05
"Zfp704",41.3318647880777,1.38722434871002,0.313602230728465,4.42351556456613,9.71076324442304e-06,4.34668123400486e-05
"2310015A10Rik",13.2914411139593,-2.5124241550957,0.568294722285297,-4.42098801303737,9.82506246617438e-06,4.39653242338826e-05
"Rhot2",44.4102358152276,-1.14362989718799,0.258690487444926,-4.42084248432778,9.83168244061242e-06,4.39818380455644e-05
"Syn3",2.97138738765587,-5.39224695948605,1.21979799730673,-4.4206065032013,9.84242607332971e-06,4.40167836279115e-05
"Homer1",17.3696450438294,1.68253795963667,0.380796651589568,4.41846836786305,9.9402824906889e-06,4.44411736249888e-05
"BC035044",20.3075998795129,-2.27188822178657,0.514422946538083,-4.41638196172181,1.00366667647568e-05,4.485873121146e-05
"Timm10b",110.255601768574,0.99610284943893,0.225559129181782,4.41614956154646,1.00474578797399e-05,4.48935967703974e-05
"Tmem163",14.3972804491079,-2.50345920588728,0.566973396289652,-4.41547914288438,1.00786497802532e-05,4.50195683281586e-05
"Tmem71",11.3635180745453,-2.40246423310646,0.544168612470414,-4.41492614246853,1.01044482641769e-05,4.51213806633219e-05
"Wdr75",32.9139935721335,-1.2368302552762,0.280194755571699,-4.41418060360414,1.01393288668599e-05,4.5263676562048e-05
"Ttc39c",148.791786923051,1.00601389987294,0.227927641187995,4.41374242557612,1.01598829832643e-05,4.53419510189496e-05
"Hipk3",73.8760199060064,1.05780102876736,0.239711852479937,4.41280236176848,1.02041139765864e-05,4.55258137089129e-05
"Pou2f1",59.5557335788718,-0.920531260582029,0.208650007683993,-4.41184388536522,1.02494006092241e-05,4.57142755039458e-05
"Gmfb",65.4610176853641,0.990838697567424,0.224629208756037,4.41099669564142,1.02895888587798e-05,4.58798923483402e-05
"Casp2",25.2657891189411,-1.40379472456246,0.318301577003723,-4.41026631968599,1.03243565519123e-05,4.6021248489863e-05
"Gm48670",4.72847369067425,-5.38186815696748,1.22037901740285,-4.4099972879089,1.03371913774508e-05,4.60647830660936e-05
"Asf1a",128.823793873334,0.958729327977999,0.217412938082763,4.40971607500671,1.03506236210203e-05,4.60992669929447e-05
"Ccbe1",3.13734709988202,5.40864231239431,1.22653107391316,4.40970671467656,1.03510710073414e-05,4.60992669929447e-05
"Haao",25.5262883319414,-3.43629743432255,0.77929396208051,-4.40950090919291,1.03609123538141e-05,4.61294119714743e-05
"Mavs",36.6913823751785,1.38223184211402,0.313597111381895,4.40766764726589,1.04489716996555e-05,4.65076822196644e-05
"Fam234b",7.65618479767585,-3.1765288370803,0.720825271523213,-4.40679449316172,1.04911638300985e-05,4.66816368053553e-05
"C87436",27.7462598191088,-1.26732902402653,0.287596703488886,-4.40661874302572,1.04996759893847e-05,4.67056698158909e-05
"Zmym3",39.2412370829727,-0.986677712251226,0.223919009636524,-4.40640441315299,1.05100656184901e-05,4.67380376571066e-05
"Exosc5",66.9492672805788,-0.98573708146477,0.223722717310491,-4.40606610412624,1.05264851109725e-05,4.67971930621944e-05
"Nipsnap1",12.2635133802824,-2.27290944567651,0.515925716434508,-4.40549748398718,1.05541377227832e-05,4.69062373096932e-05
"Ppm1a",130.014703940595,0.711157305095167,0.161497852993865,4.40350934648143,1.06513692819912e-05,4.73243583990926e-05
"Gtf2ird2",17.2238250811505,-1.78324788080557,0.405243510818952,-4.40043537576165,1.08033899106904e-05,4.79855895648506e-05
"Unc5cl",5.62795623822614,-5.35068262101865,1.21649276162196,-4.3984500276718,1.09026723227261e-05,4.84122506894666e-05
"Prickle3",21.3499572995167,-1.46595633683621,0.333308055241591,-4.39820254501094,1.09151092174397e-05,4.84531444948023e-05
"Wdfy3",39.6013989890638,1.28543914627385,0.292329719772751,4.3972236119992,1.09644370123377e-05,4.86577277168862e-05
"Taf4b",5.71150964220018,-3.39600756625943,0.773313114500608,-4.39150391035656,1.1256931077209e-05,4.99409888481495e-05
"Gltp",492.345335735058,0.955469960856138,0.217687122909067,4.3891891632711,1.1377407293691e-05,5.04605659380155e-05
"Il2",3.90787256123562,-5.51118045881417,1.25566057635809,-4.38906864050696,1.1383713765187e-05,5.04736251496613e-05
"Lrg1",14.8607448896011,-3.39438360403719,0.773534845049808,-4.38814569991172,1.1432118275571e-05,5.06732777298929e-05
"Skap2",374.74722741697,0.781735838704108,0.178161946110586,4.38778232821323,1.14512295071988e-05,5.07430072584343e-05
"Napg",101.448623085714,0.71833476657601,0.163732195576002,4.38725422357493,1.14790591090907e-05,5.08513173221537e-05
"Erg",4.3356312143493,-5.11712657860005,1.16678448377716,-4.38566560470078,1.15631645146606e-05,5.1198930340751e-05
"Xpa",67.0196402107982,-0.857623766841684,0.195552557841635,-4.38564330892679,1.15643490831604e-05,5.1198930340751e-05
"Tbc1d10a",52.5016198043599,-1.18511705408898,0.270240239184869,-4.38542038618555,1.15761992794351e-05,5.12362853131365e-05
"Tor1aip1",1017.24665660973,0.870062916710873,0.19841593417118,4.3850455879226,1.15961490526065e-05,5.1309456447622e-05
"Rad9a",65.5997324073749,-0.829297442570131,0.189142035620948,-4.38452213886548,1.16240661436522e-05,5.14026818894407e-05
"Steap3",13.5246377900998,3.45881358676057,0.788866416848629,4.3845364853759,1.16233001473842e-05,5.14026818894407e-05
"Vps41",107.576314893006,0.885653430362344,0.202013338489055,4.38413342894351,1.16448386924617e-05,5.14793767049256e-05
"Ccdc93",37.5641418839116,1.1001779264347,0.250979038530278,4.38354506765703,1.16763479723992e-05,5.16034772180244e-05
"Stk24",382.774446682165,-0.621341835872895,0.14180383927296,-4.38169967088737,1.17757056931598e-05,5.20272717985311e-05
"Pygb",62.3840754748983,-1.00269502768597,0.228853570104282,-4.38138250248432,1.17928633704388e-05,5.20877486850243e-05
"Slc4a1",204.382459246402,-5.25239986991867,1.19893346065998,-4.38089355436571,1.18193604701582e-05,5.21894290407308e-05
"Nlgn2",34.8006741495514,1.44828849892532,0.330748540839597,4.37882052404184,1.19323347386849e-05,5.26727848961705e-05
"Crat",50.8986039916243,1.04525143361495,0.238788832260294,4.37730451512728,1.20156045771112e-05,5.30247711687744e-05
"Creg2",12.8087507322862,4.55481797796798,1.0406214634826,4.37701713620685,1.20314518458657e-05,5.30791027217109e-05
"Bad",36.3831363579003,1.23735109109305,0.282714173131803,4.37668574371823,1.20497509697737e-05,5.31442160132823e-05
"Msrb3",5.97657641365427,-5.18993778003768,1.18681780752702,-4.37298610378286,1.22558528004767e-05,5.40373327734383e-05
