"","Input-node Gene Symbol","Input-node GeneID","Output-node Gene Symbol","Output-node GeneID","Edge direction score"
"66","Hspb2",69253,"Cd36",12491,0.53175538634326
"67","Hspb2",69253,"Crip2",68337,0.53175538634326
"68","Hspb2",69253,"Ndufb6",230075,0.53175538634326
"69","Hspb2",69253,"Mccc1",72039,0.53175538634326
"70","Hspb2",69253,"Cpt1b",12895,0.53175538634326
"71","Hspb2",69253,"Ogdh",18293,0.53175538634326
"72","Hspb2",69253,"Timmdc1",76916,0.53175538634326
"73","Hspb2",69253,"Slc25a20",57279,0.53175538634326
"74","Hspb2",69253,"Ndufb8",67264,0.53175538634326
"75","Hspb2",69253,"Nnt",18115,0.53175538634326
"76","Hspb2",69253,"Cisd1",52637,0.53175538634326
"77","Hspb2",69253,"Ndufc2",68197,0.53175538634326
"78","Hspb2",69253,"Plin4",57435,0.53175538634326
"79","Hspb2",69253,"Atp5mg",27425,0.53175538634326
"80","Hspb2",69253,"Cpt2",12896,0.53175538634326
"81","Hspb2",69253,"Mtfp1",67900,0.53175538634326
"82","Hspb2",69253,"Ndufb3",66495,0.53175538634326
"83","Hspb2",69253,"Ndufb9",66218,0.53175538634326
"84","Hspb2",69253,"Ndufb11",104130,0.53175538634326
"85","Hspb2",69253,"Mtx2",53375,0.53175538634326
"86","Hspb2",69253,"Apoo",68316,0.53175538634326
"87","Hspb2",69253,"Auh",11992,0.53175538634326
"88","Hspb2",69253,"Gatd3a",28295,0.53175538634326
"89","Cav3",12391,"Cav3",12391,0.350745893077119
"90","Cav3",12391,"ND1",17716,0.53175538634326
"91","Cav3",12391,"Ywhab",54401,0.53175538634326
"92","Cav3",12391,"Ywhae",22627,0.53175538634326
"93","Cav3",12391,"Ryr2",20191,0.53175538634326
"94","Cav3",12391,"Vcl",22330,0.53175538634326
"95","Cav3",12391,"Ywhaz",22631,0.53175538634326
"96","Cav3",12391,"Atp1a2",98660,0.53175538634326
"97","Cav3",12391,"Uqcrc1",22273,0.53175538634326
"98","Cav3",12391,"Cacna1c",12288,0.842757285004766
"99","Cav3",12391,"Snta1",20648,0.53175538634326
"100","Cav3",12391,"Sod2",20656,0.53175538634326
"101","Cav3",12391,"Dmd",13405,0.876932974151509
"102","Cav3",12391,"Dag1",13138,0.414260788315847
"103","Cav3",12391,"Nid1",18073,0.53175538634326
"104","Cav3",12391,"Rack1",14694,0.53175538634326
"105","Cav3",12391,"Ankrd1",107765,0.53175538634326
"106","Cav3",12391,"Mybpc3",17868,0.53175538634326
"107","Cav3",12391,"Atp1b1",11931,0.53175538634326
"108","Cav3",12391,"Vdac1",22333,0.53175538634326
"109","Cav3",12391,"Ptpn11",19247,0.53175538634326
"110","Cav3",12391,"Hspd1",15510,0.53175538634326
"111","Cav3",12391,"Acaa2",52538,0.53175538634326
"112","Cav3",12391,"Myo18a",360013,0.53175538634326
"113","Cav3",12391,"Cltc",67300,0.53175538634326
"114","Cav3",12391,"Hsp90ab1",15516,0.53175538634326
"115","Cav3",12391,"Ppp2r1a",51792,0.53175538634326
"116","Cav3",12391,"Adrb2",11555,0.816455678257617
"117","Cav3",12391,"Dlst",78920,0.53175538634326
"118","Cav3",12391,"Pdha1",18597,0.53175538634326
"119","Cav3",12391,"Src",20779,0.825501613736106
"120","Cav3",12391,"Cav1",12389,0.53175538634326
"121","Cav3",12391,"Actr1a",54130,0.53175538634326
"122","Cav3",12391,"Ttn",22138,0.53175538634326
"123","Cav3",12391,"Actn1",109711,0.53175538634326
"124","Cav3",12391,"Capn2",12334,0.53175538634326
"125","Cav3",12391,"Hspa8",15481,0.53175538634326
"126","Cav3",12391,"Atp5mk",66477,0.53175538634326
"127","Cav3",12391,"Apoa1",11806,0.53175538634326
"128","Cav3",12391,"Sptbn1",20742,0.53175538634326
"129","Cav3",12391,"Lmna",16905,0.53175538634326
"130","Cav3",12391,"Fgb",110135,0.53175538634326
"131","Cav3",12391,"Thbs1",21825,0.53175538634326
"132","Cav3",12391,"Dnm1l",74006,0.53175538634326
"133","Cav3",12391,"Insr",16337,0.792015864905647
"134","Cav3",12391,"Vcp",269523,0.53175538634326
"135","Cav3",12391,"Hsp90aa1",15519,0.53175538634326
"136","Cav3",12391,"Iars1",105148,0.53175538634326
"137","Cav3",12391,"Aldoa",11674,0.53175538634326
"138","Cav3",12391,"Pgk1",18655,0.53175538634326
"139","Cav3",12391,"Ugp2",216558,0.53175538634326
"140","Cav3",12391,"Pkm",18746,0.53175538634326
"141","Cav3",12391,"Csnk1d",104318,0.53175538634326
"142","Cav3",12391,"Kif5b",16573,0.53175538634326
