"","baseMean","lgFC_MoDC_Treatment_6H_vs_cDC_Treatment_6H","lfcSE","stat","pvalue","padj"
"Sec24b",230.987319041359,1.27001085563111,0.147732491156868,8.59669288513224,8.20461703182101e-18,1.40981763743256e-16
"Scml4",24.9275536978994,-5.09003746853659,0.592375453232434,-8.59258674673574,8.50329254760025e-18,1.45952875833562e-16
"Npc1",187.304390819672,1.51837512944376,0.176731551748569,8.59142079849962,8.59004118611416e-18,1.47279472671173e-16
"Ramp3",167.853787970375,-6.32331799404457,0.736735409875103,-8.58288865892376,9.25198980458443e-18,1.58454320437591e-16
"Myo5a",262.689907859119,1.6960839979386,0.19763582943694,8.58186495217345,9.33471943175529e-18,1.59695507817106e-16
"Urgcp",108.730616162989,1.72669817205623,0.201281417346687,8.5785274906037,9.60953519870776e-18,1.64216513692077e-16
"Nsmce4a",178.865250945093,-1.47501085415813,0.171970455951253,-8.57711777292864,9.72799992335622e-18,1.66058665358344e-16
"Iars",218.331655298004,-1.71484480312697,0.199965444392169,-8.5757057092517,9.84810649044825e-18,1.67924777484445e-16
"Cox6b1",1009.28522489352,1.26352806895096,0.147360647110741,8.57439278209349,9.9610931623858e-18,1.69650210750099e-16
"Septin8",80.9017543182215,2.45182133080089,0.285950785194876,8.57427731534281,9.9710908810599e-18,1.69650210750099e-16
"Hadh",125.834911772176,1.78414882821735,0.208149204519724,8.57149001522262,1.02154576009821e-17,1.73618170231539e-16
"Slc8a1",36.3682192292348,3.24527608118179,0.378709700077919,8.5692974870041,1.04118246534e-17,1.76762580375279e-16
"Frrs1",138.933774703586,2.18689775795111,0.255455279044694,8.56078514458293,1.12101446910523e-17,1.90108423257411e-16
"Tcof1",373.799147984996,-1.28666368408475,0.150331697717214,-8.55883159455214,1.14017122237181e-17,1.93146742000918e-16
"Chst15",49.8651027919048,-2.43863441151156,0.284964758498539,-8.55767016370924,1.15171311165691e-17,1.94889888285595e-16
"Ass1",731.75207968545,2.28411375508319,0.266937487365414,8.55673655141752,1.16107455205973e-17,1.96260679983343e-16
"Rmdn3",141.830060621346,2.10348494379892,0.245866354604594,8.55539972999467,1.17460989573477e-17,1.98333263088926e-16
"Relt",57.3854967621177,-3.84356110916592,0.449959277814404,-8.54201990863558,1.31895698483267e-17,2.22465030767877e-16
"Cdc42se1",379.483138980256,1.29016716063671,0.151072631724824,8.54004557878305,1.34168903374108e-17,2.26054273563649e-16
"Trib3",83.0132665753023,-2.49635290429609,0.292499364904162,-8.53455837455929,1.40691787799389e-17,2.36788081347122e-16
"Snrpd3",201.041521616059,-1.15739792437611,0.13566484376235,-8.5313032638255,1.44708139489985e-17,2.43284699306704e-16
"Cemip2",58.3349445110968,2.23256537248577,0.261714530775419,8.5305365577946,1.45670489372286e-17,2.4463842271281e-16
"Pik3cg",130.259818665958,1.59121203621338,0.18659154562348,8.52778206481156,1.49180246807809e-17,2.50262724386204e-16
"Rtn3",360.659554368521,1.42904496913231,0.167604372000656,8.52629887916476,1.51104541181398e-17,2.53218029829065e-16
"Psen1",163.657210927059,1.11703658279364,0.131035142828498,8.52470992652444,1.53193237493592e-17,2.56442185086047e-16
"Map4k1",186.197812279667,-2.56329807318586,0.300719730046083,-8.52387727533889,1.54299117096083e-17,2.58015967234353e-16
"Fzd7",35.2763295745384,3.21054796709962,0.376690043092556,8.52304972210472,1.55406030395438e-17,2.59588098840791e-16
"Vamp3",146.246288266455,1.64467253646734,0.19297950077529,8.5225245679459,1.56112522801999e-17,2.60488719719348e-16
"Map3k1",41.5227804866556,-2.90536753774064,0.341088110673385,-8.51793846465299,1.62418456443426e-17,2.70720613480862e-16
"Sgpl1",1135.16337750685,1.62781376833492,0.191140956369208,8.51630021768143,1.64731453128377e-17,2.74282274043056e-16
"Clec4d",2573.17046396262,2.86978314877574,0.33699634748033,8.51576929611453,1.65487997576905e-17,2.75247558362955e-16
"P2rx7",79.9615967283318,3.00920040571164,0.353522496572957,8.51204784669377,1.7088803037209e-17,2.83925811828464e-16
"Cxcl14",48.764371909109,5.7474827509982,0.675312313246967,8.51085140646074,1.72660790452126e-17,2.86565371616067e-16
"Cdc42ep3",86.9837304905485,-3.89478525289605,0.45781198023578,-8.50739041579948,1.77891732050028e-17,2.94932745958982e-16
"Snx1",458.755371070048,0.967836592479085,0.113770613069736,8.50691199040871,1.7862701860598e-17,2.95836747410415e-16
"Inka1",22.5904009041329,-3.91040032538959,0.460023445742778,-8.50043701376058,1.88878269014828e-17,3.12482135177773e-16
"Nedd9",68.6920971036415,-2.00427851310992,0.235824264540015,-8.49903430005113,1.91174413904869e-17,3.15945146037261e-16
"Gde1",322.507463005319,2.12377477326403,0.250093118506709,8.49193606743343,2.03222804878992e-17,3.3531958004049e-16
"Numa1",129.569533197931,-1.7938730321522,0.21124579488153,-8.49187569938721,2.03328419551787e-17,3.3531958004049e-16
"Gamt",52.4880376180542,5.66390250817833,0.667406246309526,8.4864391657964,2.13065120448894e-17,3.5100505768766e-16
"Tceal8",84.4113622293437,2.13923183822888,0.252126425393045,8.48475852895618,2.16167152464518e-17,3.55738924901439e-16
"Gm43814",45.0851589153024,2.00875019834138,0.236780253445511,8.48360523781449,2.18321574889199e-17,3.58904992383849e-16
"Mgat4b",304.904865268408,1.58869083263298,0.187315439190612,8.48136618902154,2.22564929537005e-17,3.65109675767344e-16
"Tpcn2",66.3647979894449,2.18363402570384,0.257459652326457,8.48146109874725,2.22383420100025e-17,3.65109675767344e-16
"Txnrd1",1519.13567321557,1.78601236339455,0.210820517217975,8.47171986371672,2.41796073154126e-17,3.96240133354045e-16
"Uap1",111.442958747638,-2.03827235320678,0.24096112424937,-8.45892614236554,2.69850873531932e-17,4.41749568784976e-16
"Atad3a",112.412279687697,-1.83675987492912,0.217321420293068,-8.45181240050876,2.86815194932103e-17,4.69027201124262e-16
"Vpreb3",51.1886528581198,-3.37181507912451,0.399352805290968,-8.44319868159635,3.08769623275333e-17,5.04399317434458e-16
"Slc1a4",18.5279963618576,-4.13343943354127,0.489788434313629,-8.43923446116835,3.1942278535153e-17,5.21255128129205e-16
"Htr7",25.9802720405688,-5.28454954486074,0.626291337025346,-8.43784550806724,3.23240483039967e-17,5.26932758111645e-16
"Creb3",99.590768804113,1.50663227671772,0.178637149327489,8.43403671850849,3.33941863525762e-17,5.43808256419359e-16
"Rasal3",135.785992796633,-2.38551965006038,0.282869064956221,-8.43329987473031,3.36052125026521e-17,5.46672882174805e-16
"Rapgef2",96.0020124878005,1.73612596089689,0.205919807172951,8.43107802368289,3.42495290617153e-17,5.56572722789961e-16
"Bcl11b",64.7430253838488,-5.43710408251512,0.645337897112517,-8.4252050078614,3.60119162666007e-17,5.8460220275124e-16
"Pcgf6",29.714838837615,-3.22890592033171,0.383359587019526,-8.42265598582056,3.68043956783399e-17,5.96844616583745e-16
"Tmed1",58.9269036684945,1.79084665281546,0.212656375100616,8.42131655807705,3.72276874174605e-17,6.03080788465167e-16
"Ctsw",42.4980225413231,-6.67169656591164,0.792383764308817,-8.41977948870677,3.7719358662881e-17,6.10410577613026e-16
"B3gnt5",29.6634894853181,-3.82149272188219,0.45388000363425,-8.41961023020011,3.77738903274376e-17,6.10658281015108e-16
"Gpx3",276.369810968124,6.76672708088772,0.80401114555175,8.41621054425069,3.88858168329559e-17,6.27981739061677e-16
"Gabpb2",64.6907479778317,-1.85426619156826,0.220476923614586,-8.41025065648,4.09135437122444e-17,6.60043573587793e-16
"Camkk2",270.084579806748,1.40770609330431,0.167471491765499,8.40564611005818,4.25512436321888e-17,6.85753375637593e-16
"Gaa",232.541753208385,1.20865598762999,0.143816874865704,8.40413191260507,4.31037985861591e-17,6.9393995490106e-16
"Aim2",144.054113933611,1.83807717591172,0.218742345720448,8.40293254540104,4.35464849866482e-17,7.00112270966854e-16
"Golph3l",139.26981301652,1.79586930911265,0.213721453767036,8.40284995941593,4.35771319737206e-17,7.00112270966854e-16
"Lrmda",40.6548487797703,3.22375829725863,0.383882389843909,8.39777594009834,4.55014355190611e-17,7.30274585732724e-16
"Rnf123",89.8645156397709,-1.39444103986492,0.16607596682848,-8.39640476881927,4.60356769629727e-17,7.38087970092234e-16
"2210406H18Rik",23.5184462866278,3.48168965393523,0.414702181802583,8.39563862143525,4.63368759545629e-17,7.421527622023e-16
"Uqcr11",427.007153690925,1.23422903637056,0.147012708790886,8.39539007560331,4.64350048521473e-17,7.42960077634357e-16
"Cmc2",85.4428303373767,-2.2954373044861,0.273421975687388,-8.39521877755189,4.6502754682094e-17,7.43280169292443e-16
"Bex3",50.2038789656583,-2.19308013349254,0.261642867867521,-8.38196030859504,5.20533896291053e-17,8.31145815124012e-16
"Sqor",119.656323111457,1.60329094488666,0.191297273692234,8.38114895179373,5.24135199044446e-17,8.36038604377452e-16
"Agpat2",150.627597175531,1.81902709140628,0.217077032815069,8.37963863710968,5.30904478635709e-17,8.45969388270289e-16
"Smim30",250.765063853785,1.5738630495275,0.187860441338028,8.37783110865558,5.39119307655656e-17,8.58180918362295e-16
"Arrdc4",167.068634143227,1.75952670667936,0.210048079485272,8.37678073987215,5.43950471334189e-17,8.64986816928565e-16
"Trp53i11",105.348049036771,-2.46749717696067,0.294601325310034,-8.37571648519883,5.48889050673068e-17,8.71949463354932e-16
"Hgfac",56.7469865650161,6.11953685756078,0.730870629690095,8.37294126890226,5.61976175873329e-17,8.91829266666258e-16
"Git2",231.221027851214,-0.936533026306407,0.111937072279517,-8.36660283527697,5.93031656426986e-17,9.40154463060623e-16
"Septin11",142.829863722406,1.65791527166797,0.19821787108681,8.36410593342456,6.05724797447533e-17,9.59300472702258e-16
"Gcnt1",101.421365114624,-2.41896495082182,0.289374299160324,-8.35929437355329,6.30944945862763e-17,9.98226719226778e-16
"Susd3",132.201613587387,-2.40682595458321,0.288114668773962,-8.35370848983555,6.61524884124887e-17,1.04554511635089e-15
"Slc25a25",87.5523400929619,1.69978891293932,0.203506239413388,8.35251497860217,6.68245877544684e-17,1.05509653363242e-15
"Klk1b1",78.3835462183224,9.40771427224388,1.12655156337508,8.35089540336612,6.77473964521311e-17,1.06858304758539e-15
"Mlkl",183.022120858778,2.08898019905627,0.250174339221687,8.35009779802061,6.82064670680992e-17,1.07473510052244e-15
"Ctbp2",67.1508840228469,1.89141309301059,0.226563260189152,8.34827805457733,6.92653563739964e-17,1.09031655008127e-15
"Gpr85",28.8088298946837,3.4783342344986,0.416790517848833,8.34552151630322,7.09003099556357e-17,1.11492527817105e-15
"Emd",168.645620666432,-1.26547307653264,0.151660876717028,-8.3440970666007,7.17600332907245e-17,1.12730595183653e-15
"Slc16a10",208.313472141152,2.32426437550382,0.278739035707227,8.33849614786324,7.52412810364226e-17,1.18080268465225e-15
"Washc1",146.048198972424,-1.42112104241895,0.170487832052456,-8.33561565837556,7.70959725845013e-17,1.20869093775983e-15
"Lpxn",182.342645427668,-1.66457906332577,0.199731862069894,-8.33406871630361,7.81105527033422e-17,1.22336527614249e-15
"Atmin",85.1137186929599,-1.57255430495996,0.188750991599032,-8.33136976732062,7.99123114387777e-17,1.25032649696371e-15
"Gpnmb",1115.11545563525,4.7797776405992,0.573791186604908,8.33016914895623,8.07269310543895e-17,1.26180407897062e-15
"Galnt7",153.126186841276,1.84122500261917,0.221179515064251,8.32457292477699,8.46333150946576e-17,1.32153605756633e-15
"Adap2",172.200047111318,2.36453350745956,0.284434953930096,8.31309047917044,9.32413723016378e-17,1.45449066532254e-15
"4833407H14Rik",21.7795949541278,-4.94277113898917,0.594728354208321,-8.31097273908992,9.49207319360854e-17,1.47920515994092e-15
"Cln8",99.6403229072158,2.64161080215648,0.317906661222057,8.30939116532483,9.61943357127056e-17,1.4975534183754e-15
"Zbtb46",22.8758794301153,-3.06721906870086,0.369329537179501,-8.30483013117399,9.99623559012499e-17,1.55465929737328e-15
"Kif3c",46.0885390677876,2.1880554816086,0.263538962786017,8.30258819598231,1.01867477340721e-16,1.58270747229575e-15
"Cd6",27.0508586329525,-4.74635428512394,0.571826197081138,-8.30034424682096,1.03810152381827e-16,1.60967774131502e-15
"Pan2",49.7179828789246,-2.28851422106931,0.275710546372359,-8.30042321985962,1.03741166180011e-16,1.60967774131502e-15
"Bmf",77.0718467584644,-3.60002455804797,0.433787770497774,-8.29904576128764,1.04950941055464e-16,1.62574751278753e-15
"Cpq",56.0550105416456,3.34625021452402,0.40381192659257,8.28665523269759,1.16477642416468e-16,1.80250888383656e-15
"Ccny",146.444554497922,1.62642236735069,0.196358590317718,8.2829193503531,1.20191823319452e-16,1.85813933012634e-15
"Bag3",102.926346065489,2.11284020934257,0.255135721920923,8.28124024905231,1.21898979252175e-16,1.8826620128947e-15
"Wdfy1",88.2100618807966,1.59786860095579,0.193012461289604,8.27857740520846,1.24655459448909e-16,1.92332625639307e-15
"Ldlr",323.013700154393,1.19726790619289,0.144714085678819,8.27333359138322,1.30264567566416e-16,2.00787998799402e-15
"Tmem106c",65.8933308931967,2.43638696647961,0.294496010020849,8.2730729231514,1.30549795213033e-16,2.01028606515974e-15
"Vkorc1",61.4485879339636,2.00982142811522,0.243238281644392,8.26276774580049,1.42333011503824e-16,2.18956553665171e-15
"Vma21",71.2346657755649,1.71371288368939,0.207752221972594,8.24883058971787,1.59951995341117e-16,2.45817637065203e-15
"Ddx28",84.5944582843018,1.50870090562249,0.182957017711383,8.24620407839447,1.63505341330134e-16,2.51030685781807e-15
"Mtmr6",196.271612723293,1.13065508404238,0.137115240770033,8.246020483884,1.63756612028641e-16,2.51168762173585e-15
"Ly75",206.4577740405,-1.66487826440101,0.202105137938375,-8.23768401627006,1.75576152815085e-16,2.69032435730831e-15
"Ighg2b",94.9925080963274,-3.85685828496421,0.468352068416719,-8.23495516525091,1.79624894865416e-16,2.74965620773333e-15
"Oas1g",13.7879228047388,4.18585181601563,0.508579174296428,8.23048215021066,1.86461389703672e-16,2.85150384568444e-15
"Pa2g4",160.872402150525,-1.42736097967011,0.173450879400447,-8.22919425144428,1.88476921894873e-16,2.87949825324768e-15
"Pigo",39.29570551674,-2.92684485671905,0.355917398155922,-8.22338236872827,1.97842806226494e-16,3.01962432091575e-15
"Slc35f5",53.8577170186172,2.4894675866405,0.302747578500717,8.22291494111687,1.9861570125597e-16,3.02845175039466e-15
"Mtmr4",39.4832299505904,-2.20637490596985,0.268370980487887,-8.22136172084911,2.01205403066985e-16,3.0649370987738e-15
"Cox6c",824.454251541447,1.57395926231806,0.191516692804332,8.21839203293959,2.06249801635415e-16,3.13870665870982e-15
"Zap70",26.1482311044119,-4.92528659476643,0.599352026341546,-8.21768573108938,2.07467779881938e-16,3.15415859101759e-15
"S1pr4",66.9082896114633,-3.01192419423746,0.366711958872857,-8.21332416727027,2.15147688356423e-16,3.26772606081249e-15
"Pxn",272.029275970942,-0.991124274456262,0.120688510119728,-8.21225047415888,2.17080845820993e-16,3.29387388668734e-15
"Dnajb11",269.452512294015,1.03663364720971,0.126249133341692,8.21101594736548,2.19324749359104e-16,3.3246813028457e-15
"Sbds",745.817085663516,1.92758024060554,0.23479396437861,8.2096669124649,2.21802934089188e-16,3.35897672947518e-15
"Cops9",597.860632248007,1.66564132175749,0.202925638564322,8.20813640672382,2.24647915472009e-16,3.39875485720917e-15
"Ipo13",133.021122684964,2.01628374246505,0.245654560521431,8.20780097949435,2.25276213958833e-16,3.40495155234088e-15
"Selenop",840.03615452535,2.96142910918344,0.36090999780469,8.20545046465034,2.29727895199176e-16,3.46886893546146e-15
"Marco",88.7468003848891,-3.48115893738768,0.424511262520819,-8.20039241530596,2.39603588662004e-16,3.61448514369194e-15
"Batf2",124.382793238609,3.31981829163631,0.405209708432034,8.1928399605291,2.55133322751412e-16,3.84502959205613e-15
"1600020E01Rik",39.2252592628349,-2.869116358743,0.350304117500916,-8.1903586495397,2.60448888543498e-16,3.9213426468522e-15
"Ttc7b",111.611377899864,1.62047513209443,0.197869861508621,8.18960057756865,2.62094524056955e-16,3.94230681209534e-15
"Gpr183",24.3777439859265,-4.95870779456672,0.605518065678159,-8.18919876323285,2.62970941172268e-16,3.9516714403184e-15
"Aldh2",423.804035102295,2.20720127461797,0.269594158974547,8.18712572636395,2.67538646733964e-16,4.01256421228743e-15
"Rgs12",38.2089217580948,-2.31205150848304,0.282397647780542,-8.18721942854065,2.67330507119185e-16,4.01256421228743e-15
"Dennd1a",163.517235745166,2.31292387012367,0.282672382203333,8.18234824391132,2.78365200136886e-16,4.1709234222628e-15
"Psat1",105.544865347638,-1.59384625220282,0.194870003043217,-8.17902307852557,2.86154304510536e-16,4.28350981982695e-15
"Clic4",2232.31981984752,1.26085536056648,0.154209373134336,8.17625631269585,2.92798805708556e-16,4.3787625430075e-15
"Slc14a1",21.1355400891719,-3.43234739558432,0.41995837311842,-8.17306574958197,3.0065002545152e-16,4.49186141672674e-15
"Plcg2",256.937615183066,-1.19596935829362,0.146380503489772,-8.17027766527104,3.07680483308286e-16,4.59249258307133e-15
"Npy",285.755063596267,6.65123692418676,0.815583452384097,8.15518866247714,3.48635216918756e-16,5.19880561014483e-15
"Zfp703",187.22511874706,1.51303121256005,0.185600361133414,8.15209196426321,3.57682119817502e-16,5.32860788642954e-15
"Slc41a1",60.8492186617971,-2.65260327411353,0.3256130578725,-8.14648924537972,3.74642056684345e-16,5.57593454919874e-15
"C77080",159.724477195859,4.10851525516185,0.504605356237327,8.14203655267885,3.88683861526856e-16,5.77939862106026e-15
"Zfp809",34.5727106118584,-2.58211155743136,0.317361251682364,-8.13619036269654,4.07910258558553e-16,6.05949132179346e-15
"Cyp4v3",49.7039842606844,2.79535280677062,0.343748635609211,8.13196771477081,4.22377327402176e-16,6.2684177626283e-15
"Mcee",106.284941473698,2.17021486775943,0.266880152570755,8.13179566503756,4.22977380888479e-16,6.27134463397318e-15
"Sting1",131.516375603491,-1.66762788529738,0.205078732888853,-8.13164710843609,4.23496173798745e-16,6.27306225851462e-15
"Cd36",449.330744936499,4.99565624184213,0.614507214723163,8.12953228562612,4.30949972502025e-16,6.37740415580944e-15
"Lgals1",1455.16686507769,2.31816870211471,0.28526878753126,8.12626127862196,4.42734163499426e-16,6.54557023490889e-15
"Gle1",37.8827895437349,-2.17763509431552,0.268042881042637,-8.12420417899154,4.50307169648297e-16,6.65121633499496e-15
"Eef1akmt4",80.6397029195713,1.49089417807407,0.183562837268816,8.12198264232945,4.58628933824041e-16,6.76771112964234e-15
"Grk6",106.665960862038,-1.98250851836002,0.244213275356921,-8.11793918845138,4.74166269642415e-16,6.99036030851621e-15
"Als2cl",81.156658404979,-3.50922568793544,0.432484018837683,-8.11411644149675,4.89332026623191e-16,7.20711541198661e-15
"Mreg",205.557278494563,-3.85692922619136,0.475356322778469,-8.11376443600775,4.90752318141967e-16,7.22120235239522e-15
"Epha4",37.6246290537108,4.76261579538233,0.587659539456506,8.10437928019855,5.30154798330774e-16,7.79362596828469e-15
"Eif4e3",61.3545422190767,2.01554914379518,0.248736082163409,8.10316350673663,5.35481936125571e-16,7.86451205811593e-15
"Glipr1",582.101364565949,3.14339632140545,0.387988884647276,8.10176900882906,5.41657159024969e-16,7.9477084370412e-15
"Cdk5r1",32.0977407627026,-3.80010205914784,0.469234884121352,-8.09850713947573,5.5637699144047e-16,8.1560047106829e-15
"Ppfia1",111.636497865034,1.32977160887705,0.164224498377977,8.09727916365113,5.62020012072669e-16,8.23097605639446e-15
"Pdcd1lg2",76.6156202824836,-2.76394837439345,0.341943978018067,-8.08304445194066,6.31695846670844e-16,9.2427076512892e-15
"Rit1",158.672129212232,1.53533877182104,0.189986978000553,8.08128424368415,6.40882348397645e-16,9.36831586840801e-15
"Mocos",115.518264347085,2.1872531930329,0.270846526445573,8.07561840182,6.71355273851124e-16,9.80455807065131e-15
"Arhgap26",29.7582024796176,-3.3534607774846,0.415381245353959,-8.07321181443088,6.84726707146476e-16,9.99046427071821e-15
"Canx",287.800196710039,1.03080987530838,0.127686052763755,8.07300290827834,6.85899729664226e-16,9.99820879345756e-15
"Tdrp",22.3488397177768,-4.41621404068132,0.547147820826111,-8.07133625061962,6.95329312214346e-16,1.01261802923788e-14
"Tln1",1200.08918090201,1.21512455073697,0.150718238854303,8.06222631032478,7.49173401614708e-16,1.09001229124652e-14
"Mpp1",547.532435192064,2.09002326860161,0.259402254870044,8.0570744061137,7.81420891956305e-16,1.13586932268681e-14
"Nectin1",37.4142565071856,-4.93175373816747,0.612268157480173,-8.05489176256431,7.95491706727974e-16,1.15436843171948e-14
"Nfatc3",204.811980455082,-1.37419711388635,0.170604496128565,-8.05487044638482,7.95630348943349e-16,1.15436843171948e-14
"Mmp12",1111.27737266182,5.86194620224975,0.727927314461164,8.05292793084563,8.08365077787104e-16,1.1717530289562e-14
"Snf8",360.799092866655,0.908545361330693,0.112914193576403,8.04633441158951,8.53106817588029e-16,1.23545738941492e-14
"Atox1",1246.48514663823,1.52561539472429,0.189733405075456,8.04083705827952,8.92268401876832e-16,1.29096974725079e-14
"Ifi205",113.774985499008,3.80132011161692,0.473033083019452,8.03605550663061,9.27767292057743e-16,1.34108460564113e-14
"Maged1",51.7629593544656,2.55222289036184,0.31784788333625,8.02969918683352,9.7711949047183e-16,1.41111282260347e-14
"Carmil2",33.3826101705764,-4.13743145691626,0.515405668205631,-8.02752416619825,9.94593820990676e-16,1.43501729427088e-14
"Tmem170b",80.4232196277076,1.63446117986058,0.203612239794212,8.02732282456352,9.96226902985444e-16,1.43604263200717e-14
"Pgs1",174.195494812245,1.45154285694523,0.180961117175668,8.02129694820651,1.04634435506655e-15,1.50689074187567e-14
"Ncf4",634.777925202856,1.00023390621863,0.124715779079331,8.02010710755685,1.05652998257038e-15,1.52015330579073e-14
"Myd88",331.676915315493,0.985058903131908,0.122841638969427,8.01893324931192,1.06667449284876e-15,1.53333227189931e-14
"Hibadh",181.181374342275,1.03238870027603,0.128751793566219,8.01844131006267,1.07095432070633e-15,1.53806428641662e-14
"Surf4",970.390710258542,1.11504696983175,0.139181952617076,8.01143358650475,1.13378956892269e-15,1.62680516211875e-14
"Mpc1",124.480152822436,1.81340352932218,0.226515314007794,8.00565532297647,1.18832136486665e-15,1.70347946668914e-14
"Adam9",157.318951672736,1.82411202795759,0.227919395440565,8.00332075482915,1.2110792551125e-15,1.73450614936444e-14
"Suox",35.3187557188904,-2.64241618017188,0.330173974279437,-8.00310256415159,1.21322803632452e-15,1.73598658727023e-14
"Rnf13",387.450353269246,2.48264372962651,0.310452037774279,7.99686723728827,1.27624720177265e-15,1.82448268477471e-14
"Nr2c2",69.2561018517856,-1.67580720242963,0.209646408113411,-7.99349350895185,1.31167790432977e-15,1.87341299216567e-14
"Mtfr2",23.6301279293692,2.69815339145789,0.337937247130259,7.98418468035245,1.41454111724609e-15,2.01847627069543e-14
"Cnih4",140.003945772101,1.5337208029283,0.192100365235209,7.98395568405301,1.41716918112391e-15,2.02037452488435e-14
"Mrps6",118.724872762756,-1.37439141314732,0.172225359675858,-7.98019185870209,1.46106008223152e-15,2.08104147851605e-14
"Map4",404.018259433775,1.26352048052131,0.158338403816088,7.97987380237142,1.4648297864691e-15,2.08450366688766e-14
"Mcm5",45.7645011875315,-2.46144716868591,0.308642002582928,-7.97508812179428,1.52272135853414e-15,2.16490649403282e-14
"Arhgef40",72.0946577254437,-3.62003245450881,0.453972507418009,-7.97412265138682,1.53467077098518e-15,2.17990461338479e-14
"Rnf41",74.6105141473928,1.82768603660189,0.229239814305727,7.97281241104298,1.55103516489741e-15,2.20114087940956e-14
"Ccnl2",483.463539278222,-0.93158878510785,0.116859797288718,-7.97185008635802,1.56316358311238e-15,2.21633248286826e-14
"Traf4",22.9262166520561,-4.72324407581118,0.592966326155595,-7.96545076418352,1.64622571936327e-15,2.33197834386236e-14
"Slc19a1",28.0506308985433,-2.8774657670308,0.361321922877696,-7.96371762918132,1.66945988964134e-15,2.36274105108513e-14
"Vdac1",245.806624764211,1.13766854821642,0.142896957055724,7.96146098319485,1.70019678351359e-15,2.40405663267389e-14
"Rpsa",3279.20034080837,-1.39950116109675,0.175828364092384,-7.95947325291287,1.727732126172e-15,2.44077438659217e-14
"Pkig",215.903985217512,-1.63979766315604,0.206284962529509,-7.94918661568203,1.87740063721363e-15,2.64980717317695e-14
"Prkx",155.140391680262,1.60323166283296,0.20174808654749,7.94670071111464,1.91544425797965e-15,2.70105400436841e-14
"H2-Oa",89.8285002939764,-3.62768685138436,0.456611388493725,-7.94480151568584,1.94501969955284e-15,2.7402775278406e-14
"Acss2",57.5779966639722,2.20749926489868,0.27790153538666,7.94345832536429,1.96620774726157e-15,2.76762406956312e-14
"Bcl2l2",62.422204818798,1.88548002377208,0.237423422453611,7.94142382536197,1.99873442874172e-15,2.81086699066405e-14
"Ptprs",131.422288901203,1.97499607287596,0.248699438027053,7.94129688648962,2.00078134276439e-15,2.81120613214405e-14
"Tmem39a",117.962790932898,-2.54297036721134,0.320391476335378,-7.93707247239443,2.07009105570671e-15,2.90596731787575e-14
"5031425E22Rik",56.5303916375314,-1.78428083093489,0.224926244054426,-7.93273741103838,2.14367384131959e-15,3.00655084339309e-14
"Eef1g",1282.55193591207,-0.960566467331097,0.121125845181949,-7.93031797539311,2.18585479043905e-15,3.06295115909587e-14
"Tfec",56.5040917949944,1.84324825076039,0.232537207257086,7.92668094926654,2.25080582198412e-15,3.15112815077777e-14
"Gpd2",103.883108687485,1.77506201473041,0.223941509177764,7.9264537478908,2.25492573344276e-15,3.1540596422495e-14
"Rp9",238.032646320262,-1.00231278958013,0.12651746936751,-7.92232720580736,2.33105908743978e-15,3.25762368700741e-14
"Lair1",108.557417894873,2.9676779066897,0.374651555468451,7.92116798495343,2.35289801661634e-15,3.28519428902988e-14
"Cd22",255.105749982754,-1.98981904165929,0.251207631333231,-7.92101351021365,2.35582338698765e-15,3.28633140579065e-14
"Gna13",540.450860007868,1.70496637262587,0.215255802409633,7.92065232871777,2.3626772581134e-15,3.29294176851472e-14
"Cyria",77.7738056416594,-2.48985596152355,0.314401475869514,-7.91935201524598,2.38751532810325e-15,3.32458306153054e-14
"Sh3bgrl3",2910.67107269453,1.25216525587265,0.158238532748156,7.91315006608115,2.50956550264539e-15,3.49141338205392e-14
"Cd44",399.877508009795,1.77204881496544,0.224306155611364,7.90013457337176,2.78602469142775e-15,3.87257432108457e-14
"Them6",23.07065092256,-3.31882543513869,0.420187308425228,-7.8984428339279,2.82409248488413e-15,3.92198678007816e-14
"Mocs1",90.482325557907,2.49921251422863,0.316434914287132,7.89803021534106,2.83345471710226e-15,3.93148155399715e-14
"Dennd2d",37.7246513627021,-2.54995365530975,0.323022498191712,-7.89404350961451,2.92550103073143e-15,4.05558326326152e-14
"Cpsf7",107.840250979916,-1.13965367903976,0.144374950270695,-7.8937078551575,2.93338377133449e-15,4.06230184190392e-14
"Taok3",310.8208339761,1.34610835965237,0.170531289674088,7.89361507923262,2.93556627193082e-15,4.06230184190392e-14
"Bend5",21.5768945185603,-3.87471141033351,0.491039222838368,-7.89083891901018,3.00161877840482e-15,4.15001786342861e-14
"Gfpt1",146.08357965115,-1.84688192837296,0.234380669235634,-7.8798389576924,3.27803288598401e-15,4.52415035186162e-14
"Spn",86.6326772435087,-2.42502752562102,0.307746765995048,-7.87994479090655,3.27525762103416e-15,4.52415035186162e-14
"Scarb1",145.622614309165,1.75455664421748,0.222851920664136,7.8731950749565,3.45696986871764e-15,4.76688280922907e-14
"Mapk3",532.556257347188,1.83610234617969,0.233318434114948,7.86951255328203,3.56025689828929e-15,4.90496277810333e-14
"Unc50",353.858862817997,1.47174085726354,0.187063838593015,7.86758610500625,3.61549418587248e-15,4.97665901729998e-14
"Angel2",127.458207998956,-1.23837428812759,0.157406156169797,-7.86738154505049,3.62140888195703e-15,4.98039695002713e-14
