"","baseMean","lgFC_MoDC_Treatment_6H_vs_MoDC_Naive","lfcSE","stat","pvalue","padj"
"Hif1a",158.48912767449,1.5219920120112,0.378045333718985,4.02595105999258,5.67454911998015e-05,0.000406606479222107
"Smyd3",31.2862079024269,-1.33513084950357,0.331750424214729,-4.0245038198938,5.70955674270703e-05,0.00040890017134253
"Runx3",168.302438332379,-1.39969328836217,0.347816958943547,-4.02422381189684,5.71635349561741e-05,0.000409172144494797
"Casp9",42.3312202738731,-1.41929287449146,0.352908039824235,-4.02170739776382,5.77778033817887e-05,0.000413352161267825
"Dchs1",2.96428153107723,-5.5576154368353,1.38200459698613,-4.02141602781591,5.7849330627323e-05,0.000413646969469899
"Abcb1a",24.3048560895477,2.48453167381876,0.617941243767574,4.02066005284034,5.80353031808602e-05,0.000414759372077776
"Snu13",140.282506830722,1.07615432756574,0.267699155765906,4.02001390137668,5.81947074303894e-05,0.000415680834278954
"Map3k4",30.4532269544843,-1.24646288351908,0.3101799720737,-4.01851504204443,5.85660709985252e-05,0.000418114550828299
"Atg3",220.094052297124,0.772183970518584,0.192202872696957,4.01754645850727,5.88072438003439e-05,0.000419616750610927
"Igf2bp1",5.59091150702978,3.35430627170489,0.83508843975065,4.01670782642669,5.90168187058166e-05,0.000420892032202538
"Trappc13",96.2440719886707,0.700020195494992,0.174340972103249,4.01523627550053,5.93862710320328e-05,0.000423305588134808
"Mir22hg",278.998522742932,0.978225434220279,0.243639185516407,4.01505789040821,5.94312055175231e-05,0.000423404666775753
"Spns1",181.07274975543,-0.850992508322857,0.212052560516671,-4.01312064447321,5.99212678481523e-05,0.000426673203158842
"Camk1",103.612781112234,-1.37651592635441,0.343210249853864,-4.01070750929063,6.05370679467117e-05,0.000430833186226911
"Prkx",155.140391680262,0.90767598173671,0.226528542670421,4.00689454422218,6.15223151901925e-05,0.000437616760239727
"Stk32c",9.26901445781332,-2.18238731775216,0.544699452546709,-4.00658988649345,6.16016884346556e-05,0.000437953014754563
"Arl4c",123.418438719554,-1.11883573178814,0.279336919032961,-4.00532709983859,6.19317203590589e-05,0.000440070031697208
"Med10",273.021638628342,0.709580709002616,0.177182059649813,4.00481126816704,6.20670150104748e-05,0.000440801814569447
"Lcmt1",65.2311745301788,-1.08542794438819,0.27120364897203,-4.00226157908416,6.27398786894323e-05,0.000445348681040544
"Nherf1",300.863156092473,0.566569752813994,0.141567344848727,4.00212177052134,6.27769731970522e-05,0.000445380262780751
"Smcr8",167.026426453672,0.980668123592947,0.245104934515374,4.00101338445895,6.30717897753767e-05,0.000447239307643173
"Prr5l",32.1698604737326,1.97707324282949,0.49423554836983,4.00026515565424,6.32715496087155e-05,0.000448422727954133
"Mrpl27",180.49799881917,0.66824141167929,0.167244382181204,3.99559855442721,6.45310044746972e-05,0.000457111367626321
"Ube2d1",88.179978666969,1.20526809448259,0.301764767872628,3.99406498969197,6.49500481474305e-05,0.000459840948041201
"2300009A05Rik",86.9401183420961,-0.992839555776079,0.248588825858955,-3.99390259133932,6.49945736878793e-05,0.000459917514950072
"Tmem71",15.2418617352366,-2.18687233053234,0.547624474379884,-3.99337946502244,6.51381982553125e-05,0.000460694887919766
"Cnnm2",16.7216382367431,-1.9052359512355,0.477307473459416,-3.99163234848761,6.56200498309848e-05,0.000463862352250842
"Gba2",36.2978435375871,-1.45898754672992,0.365839291605757,-3.98805590379882,6.66169675960842e-05,0.000470567076765535
"Tm6sf1",232.575661400863,-0.810990686207865,0.203358625405611,-3.987982730461,6.66375131797269e-05,0.000470567076765535
"Hnrnpa2b1",1230.42818252128,0.621499258120862,0.155956157479535,3.98508958007904,6.7454673369688e-05,0.000476021144639046
"Resf1",238.9669337281,0.948720319614964,0.23807275354858,3.98500166639763,6.74796521096471e-05,0.000476021144639046
"H1f2",191.180366656912,-1.48699138252329,0.373168612947379,-3.98477077366894,6.75452968900264e-05,0.000476237976987406
"Dcaf8",136.733280613506,-0.741669967789757,0.186144039110594,-3.98438742026601,6.76544210170366e-05,0.000476514850766872
"Uimc1",120.347154648706,0.786028543585626,0.197276877076828,3.98439267304253,6.76529246522353e-05,0.000476514850766872
"Alg10b",54.9734590926541,-0.969257692367788,0.243283844177428,-3.98406106926238,6.77474504639455e-05,0.000476923873415691
"Tmem106b",32.957674575356,-1.44056799742201,0.361717997674209,-3.98257207737697,6.81734398459366e-05,0.000479675213934045
"Mob2",81.3342777491707,-0.976603810908324,0.245300617884552,-3.9812529594522,6.85529456553007e-05,0.000482096823492406
"Tm2d2",337.385947523305,-0.845872983526917,0.212505602823303,-3.98047379593212,6.87780465269249e-05,0.000483430648514599
"Nol7",367.40618044767,0.717595179606407,0.18031951395217,3.97957583113689,6.90383365625105e-05,0.000484760692600273
"Ptgs1",117.44282819161,-1.33254931528433,0.334846574597076,-3.97958174393093,6.90366195965665e-05,0.000484760692600273
"Nts",7.5678758781404,4.83321922632474,1.21479260936406,3.9786373320586,6.93113720426894e-05,0.000486246436070576
"Rassf2",78.4969014827443,-1.69898914112258,0.427031522911711,-3.97860356897785,6.93212136742118e-05,0.000486246436070576
"Rel",83.8528388873359,1.66989024295399,0.419902569401964,3.97685169045831,6.98336883028078e-05,0.000489589419072563
"Slc25a24",87.4421546948524,-0.945980062252839,0.237890612213334,-3.97653380875959,6.99270611579928e-05,0.000489992242105031
"Lta4h",134.603249750658,-0.9654959948726,0.242815758524318,-3.97624932063832,7.00107253052922e-05,0.000490326655718738
"Aatk",9.48328702436441,-3.68087634679823,0.925755461917941,-3.97607845507316,7.00610200901756e-05,0.000490427140631229
"Zfyve1",62.9747425365108,-0.855420446317836,0.21523039782451,-3.97444066899561,7.05448444481335e-05,0.000493560673233787
"Pard6b",5.30684398470337,-3.25406895440165,0.819051404580125,-3.97297280268971,7.09811565318653e-05,0.000496358748623392
"Insl6",229.762411216221,1.1548285649143,0.290740223165574,3.97202888661413,7.12630756610562e-05,0.000498074867440466
