from	to
PCDHB15	DERL1
PTPRT	CDH1
AMIGO2	AMIGO1
CRTAM	CADM1
CDH6	CDH10
CDH6	CDH19
CDH6	CDH9
CDH6	CDH7
CDH6	CDH18
CDH12	CDH7
CDH12	CDH18
CRTAM	NECTIN2
FAT4	DCHS1
PCDH15	CDH23
PCDHB16	PCDHA4
PCDHA7	PCDHGB1
PCDHA12	PCDHGB1
