from	to
EDN2	CCKBR
EDN2	TRHR
EDN2	HRH1
EDN2	AVPR1A
EDN2	HTR2B
EDN2	XCR1
EDN2	BDKRB1
EDN2	GCGR
EDN2	AVPR1B
EDN2	F2RL1
EDN2	NPSR1
EDN2	PROKR2
EDN2	PROKR1
EDN2	LPAR1
EDN2	GHSR
EDN2	KISS1R
EDN2	QRFPR
EDN2	F2RL3
EDN2	LPAR4
EDN2	MCHR1
EDN2	NMUR2
EDN2	NPFFR1
EDN2	NMUR1
EDN2	LPAR2
EDN2	UTS2R
EDN2	NPFFR2
EFNA1	EPHB2
EFNA1	TGFBR1
EFNA1	EPHB3
EFNA1	EPHB4
FGF7	DDR1
IL10	IL22RA1
GAL	CXCR1
GAL	CXCR2
GAL	FPR2
GAL	ACKR3
GAL	NPY1R
GAL	HTR1D
GAL	HTR1B
GAL	BDKRB2
GAL	SSTR1
GAL	SSTR2
GAL	HTR1F
GAL	SSTR4
GAL	CCR1
GAL	CCR7
GAL	CXCR5
GAL	SSTR3
GAL	SSTR5
GAL	OPRM1
GAL	APLNR
GAL	OPRD1
GAL	OPRK1
GAL	OPRL1
GAL	CCR2
GAL	CCR10
GAL	BDKRB1
GAL	HTR5A
GAL	MTNR1A
GAL	NPBWR1
GAL	NPY2R
GAL	MTNR1B
GAL	CXCR3
GAL	AGTR2
GAL	NPY4R
GAL	CCR3
GAL	CCR4
GAL	CCR5
GAL	CCR6
GAL	CCR8
GAL	CCR9
GAL	CXCR4
GAL	GRM4
GAL	P2RY14
GAL	NPY5R
GAL	C3AR1
GAL	RXFP4
GAL	LPAR1
GAL	MCHR1
GAL	NMUR2
GAL	HRH4
GAL	NMUR1
GAL	LPAR2
GAL	RXFP3
GAL	HRH3
GAL	PTGDR2
OMG	RTN4R
TNC	ITGA7
CALR	NCSTN
CALR	LGR4
IL12A	IL6ST
LRPAP1	MTNR1B
NTS	CCKAR
NTS	CCKBR
NTS	TRHR
NTS	HRH1
NTS	AVPR1A
NTS	HTR2B
NTS	XCR1
NTS	BDKRB1
NTS	GCGR
NTS	AVPR1B
NTS	F2RL1
NTS	NPSR1
NTS	PROKR2
NTS	PROKR1
NTS	LPAR1
NTS	GHSR
NTS	KISS1R
NTS	QRFPR
NTS	F2RL3
NTS	LPAR4
NTS	MCHR1
NTS	NMUR2
NTS	NPFFR1
NTS	NMUR1
NTS	LPAR2
NTS	UTS2R
NTS	NPFFR2
ADM	ADCYAP1R1
ADM	VIPR2
ADM	MC3R
ADM	GLP1R
ADM	GCGR
ADM	SCTR
ADM	GIPR
ADM	PTH2R
ADM	HTR6
ADM	MC2R
ADM	MC1R
ADM	GHRHR
ADM	PTH1R
ADM	CRHR2
ADM	HTR4
ADM	NPSR1
ADM	RXFP2
ADM	RXFP1
PTGS2	MTNR1B
THBS2	LRP1
COL18A1	PTCH1
GDNF	GFRA4
WNT5A	LRP2
WNT5A	FZD8
CXCL5	CCR10
CXCL5	BDKRB1
CXCL5	GALR1
CXCL5	HTR5A
CXCL5	MTNR1A
CXCL5	NPBWR1
CXCL5	NPY2R
CXCL5	MTNR1B
CXCL5	CXCR3
CXCL5	AGTR2
CXCL5	NPY4R
CXCL5	CCR3
CXCL5	CCR4
CXCL5	CCR5
CXCL5	CCR6
CXCL5	CCR8
CXCL5	CCR9
CXCL5	CXCR4
CXCL5	GRM4
CXCL5	P2RY14
CXCL5	NPY5R
CXCL5	C3AR1
CXCL5	RXFP4
CXCL5	LPAR1
CXCL5	MCHR1
CXCL5	NMUR2
CXCL5	HRH4
CXCL5	NMUR1
CXCL5	LPAR2
CXCL5	RXFP3
CXCL5	HRH3
CXCL5	PTGDR2
XCL1	F2RL1
XCL1	NPSR1
XCL1	PROKR2
XCL1	PROKR1
XCL1	LPAR1
XCL1	GHSR
XCL1	KISS1R
XCL1	QRFPR
XCL1	F2RL3
XCL1	LPAR4
XCL1	MCHR1
XCL1	NMUR2
XCL1	NPFFR1
XCL1	NMUR1
XCL1	LPAR2
XCL1	UTS2R
XCL1	NPFFR2
CXCL12	NPBWR1
CXCL12	NPY2R
CXCL12	MTNR1B
CXCL12	AGTR2
CXCL12	NPY4R
CXCL12	CCR3
CXCL12	CCR4
CXCL12	CCR5
CXCL12	CCR6
CXCL12	CCR8
CXCL12	CCR9
CXCL12	GRM4
CXCL12	P2RY14
CXCL12	NPY5R
CXCL12	C3AR1
CXCL12	RXFP4
CXCL12	LPAR1
CXCL12	MCHR1
CXCL12	NMUR2
CXCL12	HRH4
CXCL12	NMUR1
CXCL12	LPAR2
CXCL12	RXFP3
CXCL12	HRH3
CXCL12	PTGDR2
NMU	NPY2R
NMU	MTNR1B
NMU	CXCR3
NMU	AGTR2
NMU	NPY4R
NMU	CCR3
NMU	CCR4
NMU	CCR5
NMU	CCR6
NMU	CCR8
NMU	CCR9
NMU	F2RL1
NMU	CXCR4
NMU	GRM4
NMU	P2RY14
NMU	NPY5R
NMU	C3AR1
NMU	IL20RB
NMU	NPSR1
NMU	PROKR2
NMU	PROKR1
NMU	RXFP4
NMU	LPAR1
NMU	GHSR
NMU	KISS1R
NMU	QRFPR
NMU	F2RL3
NMU	LPAR4
NMU	MCHR1
NMU	NPFFR1
NMU	HRH4
NMU	LPAR2
NMU	RXFP3
NMU	UTS2R
NMU	HRH3
NMU	NPFFR2
NMU	PTGDR2
PSEN1	DAG1
TNFSF10	TRAF2
INSL3	MC2R
INSL3	MC1R
INSL3	GHRHR
INSL3	PTH1R
INSL3	CRHR2
INSL3	HTR4
INSL3	CALCRL
INSL3	NPSR1
INSL3	RXFP1
EFNB2	EPHA6
EFNA5	EPHB3
EFNA5	EPHB4
COPA	NOTCH2
COPA	NCSTN
COPA	SORT1
COPA	NOTCH3
YARS	SORT1
LAMB2	PLAUR
LAMB2	ITGA7
WNT3	ROR2
WNT3	FZD5
WNT3	FZD4
WNT3A	ROR2
WNT3A	TRAF2
WNT3A	FZD5
WNT3A	FZD4
WNT3A	FZD10
WNT4	ROR2
WNT7B	FZD4
PROK1	NPSR1
PROK1	LPAR1
PROK1	GHSR
PROK1	KISS1R
PROK1	QRFPR
PROK1	F2RL3
PROK1	LPAR4
PROK1	MCHR1
PROK1	NMUR2
PROK1	NPFFR1
PROK1	NMUR1
PROK1	LPAR2
PROK1	UTS2R
PROK1	NPFFR2
IL2	IL21R
SST	GRM4
SST	P2RY14
SST	NPY5R
SST	C3AR1
SST	RXFP4
SST	LPAR1
SST	MCHR1
SST	NMUR2
SST	HRH4
SST	NMUR1
SST	LPAR2
SST	RXFP3
SST	HRH3
SST	PTGDR2
JAG1	LRP1
ADAM17	PTCH1
CCL20	GRM4
CCL20	P2RY14
CCL20	NPY5R
CCL20	C3AR1
CCL20	RXFP4
CCL20	LPAR1
CCL20	MCHR1
CCL20	NMUR2
CCL20	HRH4
CCL20	NMUR1
CCL20	LPAR2
CCL20	RXFP3
CCL20	HRH3
CCL20	PTGDR2
CXCL6	GRM4
CXCL6	P2RY14
CXCL6	NPY5R
CXCL6	C3AR1
CXCL6	RXFP4
CXCL6	LPAR1
CXCL6	MCHR1
CXCL6	NMUR2
CXCL6	HRH4
CXCL6	NMUR1
CXCL6	LPAR2
CXCL6	RXFP3
CXCL6	HRH3
CXCL6	PTGDR2
DLK1	ACVR2B
QRFP	NPSR1
QRFP	PROKR2
QRFP	PROKR1
QRFP	LPAR1
QRFP	GHSR
QRFP	KISS1R
QRFP	F2RL3
QRFP	LPAR4
QRFP	MCHR1
QRFP	NMUR2
QRFP	NPFFR1
QRFP	NMUR1
QRFP	LPAR2
QRFP	UTS2R
QRFP	NPFFR2
HSPG2	LRP2
HSPG2	LRP1
HSPG2	LRP8
EFNB1	EPHA6
LTB	TRAF2
CXCL9	GRM4
CXCL9	P2RY14
CXCL9	NPY5R
CXCL9	C3AR1
CXCL9	RXFP4
CXCL9	LPAR1
CXCL9	MCHR1
CXCL9	NMUR2
CXCL9	HRH4
CXCL9	NMUR1
CXCL9	LPAR2
CXCL9	RXFP3
CXCL9	HRH3
CXCL9	PTGDR2
PNOC	GRM4
PNOC	P2RY14
PNOC	NPY5R
PNOC	C3AR1
PNOC	RXFP4
PNOC	LPAR1
PNOC	MCHR1
PNOC	NMUR2
PNOC	HRH4
PNOC	NMUR1
PNOC	LPAR2
PNOC	RXFP3
PNOC	HRH3
PNOC	PTGDR2
IHH	CDON
IHH	SMO
KISS1	NPSR1
KISS1	PROKR2
KISS1	PROKR1
KISS1	LPAR1
KISS1	GHSR
KISS1	QRFPR
KISS1	F2RL3
KISS1	LPAR4
KISS1	MCHR1
KISS1	NMUR2
KISS1	NPFFR1
KISS1	NMUR1
KISS1	LPAR2
KISS1	UTS2R
KISS1	NPFFR2
RSPO1	SORL1
RSPO1	KREMEN1
NMS	NPSR1
NMS	PROKR2
NMS	PROKR1
NMS	RXFP4
NMS	LPAR1
NMS	GHSR
NMS	KISS1R
NMS	QRFPR
NMS	F2RL3
NMS	LPAR4
NMS	MCHR1
NMS	NPFFR1
NMS	HRH4
NMS	LPAR2
NMS	RXFP3
NMS	UTS2R
NMS	HRH3
NMS	NPFFR2
NMS	PTGDR2
ARTN	GFRA4
UTS2B	PROKR2
UTS2B	PROKR1
UTS2B	LPAR1
UTS2B	GHSR
UTS2B	KISS1R
UTS2B	QRFPR
UTS2B	F2RL3
UTS2B	LPAR4
UTS2B	MCHR1
UTS2B	NMUR2
UTS2B	NPFFR1
UTS2B	NMUR1
UTS2B	LPAR2
UTS2B	NPFFR2
ADM2	RXFP2
ADM2	RXFP1
NPW	RXFP4
NPW	LPAR1
NPW	MCHR1
NPW	NMUR2
NPW	HRH4
NPW	NMUR1
NPW	LPAR2
NPW	RXFP3
NPW	HRH3
NPW	PTGDR2
SEMA6D	PLXNA4
NPB	RXFP4
NPB	LPAR1
NPB	MCHR1
NPB	NMUR2
NPB	HRH4
NPB	NMUR1
NPB	LPAR2
NPB	RXFP3
NPB	HRH3
NPB	PTGDR2
RLN3	LPAR1
RLN3	MCHR1
RLN3	NMUR2
RLN3	HRH4
RLN3	NMUR1
RLN3	LPAR2
RLN3	HRH3
RLN3	PTGDR2
PTH2	RXFP1
GPHA2	EPHA6
CCL19	NMUR2
CCL19	HRH4
CCL19	NMUR1
CCL19	LPAR2
CCL19	RXFP3
CCL19	HRH3
CCL19	PTGDR2
NRTN	GFRA4
CXCL16	HRH4
CXCL16	NMUR1
CXCL16	LPAR2
CXCL16	RXFP3
CXCL16	HRH3
CXCL16	PTGDR2
PROK2	UTS2R
PROK2	NPFFR2
CCL28	RXFP3
CCL28	HRH3
CCL28	PTGDR2
HEBP1	RXFP3
HEBP1	HRH3
HEBP1	PTGDR2
XCL2	UTS2R
XCL2	NPFFR2
GHRL	UTS2R
GHRL	NPFFR2
TAC3	UTS2R
TAC3	NPFFR2
APLN	HRH3
APLN	PTGDR2
CCL27	HRH3
CCL27	PTGDR2
INSL5	PTGDR2
AGRP	SDC3
KNG1	SDC2
WNT3	FZD7
CCL14	ACKR4
EFNB1	ERBB2
IL24	CCR5
ANXA1	EGFR
IL24	HMMR
NRG1	EGFR
TGFB1	EGFR
PROC	KIT
WNT3	LRP1
FGF4	NRP1
FGF7	NRP1
FGF2	NRP1
FGF7	FGFR1
FGF1	NRP1
IAPP	RAMP2
CCL14	CCR3
VEGFC	NRP1
EFNB1	EPHA3
APOB	LRP6
ANXA1	CD4
WNT3	FZD2
GDF2	BMPR2
CALR	EGFR
TNF	NRP1
NAMPT	NTRK1
LAMB1	NTRK1
NAMPT	IGF1R
HGF	NRP1
EFNB1	EGFR
INSL3	LEPR
HEBP1	EGFR
NRG4	ERBB2
AREG	ERBB3
LAMA1	SDC2
JAG2	EPHB4
JAG2	LRP6
EFNB1	LRP6
EFNB1	FZD6
EFNB1	EPHA2
EFNB1	INSR
EFNB1	ROR2
ANXA1	PTPRF
ICAM5	FZD6
GSTP1	EGFR
ICAM5	RET
JAG2	UNC5C
EFNB1	UNC5C
TF	SDC2
LAMA1	FAS
LAMB1	MYLK2
ANXA1	ERBB2
ANXA1	MET
IL25	MYLK2
ICAM5	ROBO1
ICAM5	ROBO2
LAMA1	LIFR
LAMA1	OSMR
CALR	MYLK
ANXA1	FAS
RTN4	CD44
ANXA1	CD44
GSTP1	CD44
LAMA1	PTPRF
LAMB1	PTPRF
SHH	LRP2
PTGS2	ERBB2
BMP4	NOTCH1
CALR	IL7R
PSEN1	CXCR1
MMP9	GNRHR
JAG2	NCSTN
CALR	CD40
COPA	PDGFRB
DUSP18	INSR
HSP90B1	ERBB2
PSAP	ERBB2
SPP1	ITGA5
ANGPT1	ITGA5
TNC	ITGA5
CTGF	ITGA5
APP	EGFR
APP	TNFRSF21
PTN	SDC1
MDK	SDC1
THBS1	ITGB3
CX3CL1	ITGB3
NID1	ITGB3
PTN	SDC3
MDK	SDC3
CALR	ITGA3
CALR	ITGA2B
CALR	ITGAV
CX3CL1	ITGB4
PSEN1	TGFBR1
THBS1	LRP5
THBS1	TNFRSF11B
FN1	EGFR
FN1	TNFRSF11B
ADAM9	ITGA3
PTGS2	EGFR
HSP90B1	EGFR
TNC	EGFR
AMH	EGFR
FASLG	TNFRSF1A
COL18A1	KDR
HSPG2	KDR
CXCL12	CD4
COL2A1	TNFRSF10A
NTN4	NEO1
CCL27	ACKR4
CCL28	ACKR4
HSPG2	FLT1
RPS19	RPSA
LTB	TNFRSF1A
PTN	PLXNB2
CTSG	GP1BA
CTSG	F2RL2
GDF6	BMPR1B
GDF9	BMPR1B
IL2	NGFR
WNT7A	FZD9
KITLG	EPOR
TNC	PTPRB
HSPG2	FGFR1
IL24	NOTCH2
HSPG2	FGFR3
NID1	ITGAV
LRPAP1	LDLR
VWF	TNFRSF11B
HSPG2	ITGA2
HLA-E	CD8A
HLA-G	CD8A
SEMA3F	NRP1
SEMA3C	NRP1
PGF	NRP2
UCN3	IL10RB
UCN2	IL10RB
SEMA3B	NRP2
COPA	MTNR1B
TNFSF13	TNFRSF11B
NPPC	NPR3
GPHA2	GPR1
CALCA	RAMP2
APP	BMPR1B
NPFF	F2RL2
HCRT	F2RL2
UTS2	F2RL2
AGT	F2RL2
KNG1	F2RL2
GNRH1	F2RL2
OXT	F2RL2
AVP	F2RL2
GCG	F2RL2
GAST	F2RL2
ANXA1	F2RL2
APP	F2RL2
EDN1	F2RL2
CCK	F2RL2
GRP	F2RL2
NMB	F2RL2
NPS	F2RL2
SAA1	F2RL2
EDN3	F2RL2
TAC1	F2RL2
PMCH	F2RL2
TRH	F2RL2
EDN2	F2RL2
NTS	F2RL2
XCL1	F2RL2
NMU	F2RL2
PROK1	F2RL2
QRFP	F2RL2
KISS1	F2RL2
NMS	F2RL2
UTS2B	F2RL2
PROK2	F2RL2
XCL2	F2RL2
GHRL	F2RL2
TAC3	F2RL2
PSPN	GFRA2
ARTN	GFRA2
CCL21	CXCR6
CXCL11	CXCR6
CCL25	CXCR6
CXCL13	CXCR6
AGT	CXCR6
C3	CXCR6
C5	CXCR6
KNG1	CXCR6
POMC	CXCR6
PENK	CXCR6
PDYN	CXCR6
PPY	CXCR6
NPY	CXCR6
PPBP	CXCR6
PF4	CXCR6
CXCL10	CXCR6
ANXA1	CXCR6
APP	CXCR6
SAA1	CXCR6
PYY	CXCR6
CCL5	CXCR6
CXCL2	CXCR6
CXCL3	CXCR6
PMCH	CXCR6
GAL	CXCR6
CXCL5	CXCR6
CXCL12	CXCR6
NMU	CXCR6
SST	CXCR6
CCL20	CXCR6
CXCL6	CXCR6
CXCL9	CXCR6
PNOC	CXCR6
NMS	CXCR6
NPW	CXCR6
NPB	CXCR6
RLN3	CXCR6
CCL19	CXCR6
CCL28	CXCR6
HEBP1	CXCR6
APLN	CXCR6
CCL27	CXCR6
INSL5	CXCR6
CCL22	ACKR2
APP	ACKR2
CCL3L3	ACKR2
CCL17	ACKR2
FASLG	TNFRSF10B
SOST	NRP1
HLA-E	PLXNB2
EFNA2	EPHB6
EFNA1	EPHB6
EFNA5	EPHB6
CXCL13	GALR2
AGT	GALR2
C3	GALR2
C5	GALR2
KNG1	GALR2
POMC	GALR2
PENK	GALR2
PDYN	GALR2
PPY	GALR2
NPY	GALR2
PPBP	GALR2
PF4	GALR2
CXCL10	GALR2
ANXA1	GALR2
APP	GALR2
SAA1	GALR2
PYY	GALR2
CCL5	GALR2
CXCL2	GALR2
CXCL3	GALR2
PMCH	GALR2
CXCL5	GALR2
CXCL12	GALR2
NMU	GALR2
SST	GALR2
CCL20	GALR2
CXCL6	GALR2
CXCL9	GALR2
PNOC	GALR2
NMS	GALR2
NPW	GALR2
NPB	GALR2
RLN3	GALR2
CCL19	GALR2
CXCL16	GALR2
CCL28	GALR2
HEBP1	GALR2
APLN	GALR2
CCL27	GALR2
INSL5	GALR2
UTS2	HCRTR1
F2	HCRTR1
AGT	HCRTR1
KNG1	HCRTR1
GNRH1	HCRTR1
OXT	HCRTR1
AVP	HCRTR1
GCG	HCRTR1
NPY	HCRTR1
GAST	HCRTR1
ANXA1	HCRTR1
APP	HCRTR1
EDN1	HCRTR1
CCK	HCRTR1
GRP	HCRTR1
NMB	HCRTR1
NPS	HCRTR1
SAA1	HCRTR1
EDN3	HCRTR1
TAC1	HCRTR1
PMCH	HCRTR1
TRH	HCRTR1
EDN2	HCRTR1
NTS	HCRTR1
XCL1	HCRTR1
NMU	HCRTR1
PROK1	HCRTR1
QRFP	HCRTR1
KISS1	HCRTR1
NMS	HCRTR1
UTS2B	HCRTR1
PROK2	HCRTR1
XCL2	HCRTR1
GHRL	HCRTR1
TAC3	HCRTR1
UTS2	HCRTR2
F2	HCRTR2
AGT	HCRTR2
KNG1	HCRTR2
GNRH1	HCRTR2
OXT	HCRTR2
AVP	HCRTR2
GCG	HCRTR2
GAST	HCRTR2
ANXA1	HCRTR2
APP	HCRTR2
EDN1	HCRTR2
CCK	HCRTR2
GRP	HCRTR2
NMB	HCRTR2
NPS	HCRTR2
SAA1	HCRTR2
EDN3	HCRTR2
TAC1	HCRTR2
PMCH	HCRTR2
TRH	HCRTR2
EDN2	HCRTR2
NTS	HCRTR2
XCL1	HCRTR2
NMU	HCRTR2
PROK1	HCRTR2
QRFP	HCRTR2
KISS1	HCRTR2
NMS	HCRTR2
UTS2B	HCRTR2
PROK2	HCRTR2
XCL2	HCRTR2
GHRL	HCRTR2
TAC3	HCRTR2
GDNF	GFRA3
NRTN	GFRA3
AGT	GALR3
C3	GALR3
C5	GALR3
KNG1	GALR3
POMC	GALR3
PENK	GALR3
PDYN	GALR3
PPY	GALR3
NPY	GALR3
PPBP	GALR3
PF4	GALR3
CXCL10	GALR3
ANXA1	GALR3
APP	GALR3
SAA1	GALR3
PYY	GALR3
CCL5	GALR3
CXCL2	GALR3
CXCL3	GALR3
PMCH	GALR3
CXCL5	GALR3
CXCL12	GALR3
NMU	GALR3
SST	GALR3
CCL20	GALR3
CXCL6	GALR3
CXCL9	GALR3
PNOC	GALR3
NMS	GALR3
NPW	GALR3
NPB	GALR3
RLN3	GALR3
CCL19	GALR3
CXCL16	GALR3
CCL28	GALR3
HEBP1	GALR3
APLN	GALR3
CCL27	GALR3
INSL5	GALR3
AVP	RAMP1
POMC	RAMP1
CGA	RAMP1
TSHB	RAMP1
FSHB	RAMP1
LHB	RAMP1
PTH	RAMP1
GCG	RAMP1
VIP	RAMP1
GHRH	RAMP1
RLN2	RAMP1
CRH	RAMP1
GIP	RAMP1
SCT	RAMP1
NPS	RAMP1
PTHLH	RAMP1
ADCYAP1	RAMP1
ADM	RAMP1
INSL3	RAMP1
RLN3	RAMP1
PTH2	RAMP1
AVP	RAMP2
POMC	RAMP2
CGA	RAMP2
TSHB	RAMP2
FSHB	RAMP2
LHB	RAMP2
PTH	RAMP2
GCG	RAMP2
VIP	RAMP2
GHRH	RAMP2
RLN2	RAMP2
CRH	RAMP2
GIP	RAMP2
SCT	RAMP2
NPS	RAMP2
CALCB	RAMP2
PTHLH	RAMP2
ADCYAP1	RAMP2
INSL3	RAMP2
ADM2	RAMP2
RLN3	RAMP2
PTH2	RAMP2
TNF	PLXNA2
SEMA6D	PLXNA2
GPHA2	PLXNA2
APOE	SDC3
APOB	SDC3
TNC	SDC3
WNT1	FZD7
WNT3A	FZD7
WNT5A	LRP5
LIPH	LRP5
AGT	ATP6AP2
GSTP1	ATRN
APP	IL18RAP
F2	NTSR2
AGT	NTSR2
KNG1	NTSR2
GNRH1	NTSR2
OXT	NTSR2
AVP	NTSR2
GCG	NTSR2
GAST	NTSR2
ANXA1	NTSR2
APP	NTSR2
EDN1	NTSR2
CCK	NTSR2
GRP	NTSR2
NMB	NTSR2
NPS	NTSR2
SAA1	NTSR2
EDN3	NTSR2
TAC1	NTSR2
PMCH	NTSR2
TRH	NTSR2
EDN2	NTSR2
XCL1	NTSR2
NMU	NTSR2
PROK1	NTSR2
QRFP	NTSR2
KISS1	NTSR2
NMS	NTSR2
UTS2B	NTSR2
PROK2	NTSR2
XCL2	NTSR2
GHRL	NTSR2
TAC3	NTSR2
AVP	GLP2R
POMC	GLP2R
CGA	GLP2R
TSHB	GLP2R
FSHB	GLP2R
LHB	GLP2R
CALCA	GLP2R
PTH	GLP2R
VIP	GLP2R
GHRH	GLP2R
RLN2	GLP2R
CRH	GLP2R
GIP	GLP2R
SCT	GLP2R
NPS	GLP2R
CALCB	GLP2R
IAPP	GLP2R
PTHLH	GLP2R
ADCYAP1	GLP2R
ADM	GLP2R
INSL3	GLP2R
ADM2	GLP2R
RLN3	GLP2R
PTH2	GLP2R
AVP	EGFR
TF	EGFR
HLA-A	EGFR
WNT5A	EGFR
COPA	EGFR
YARS	EGFR
EGF	LDLR
AVP	LDLR
TF	LDLR
HSP90B1	LDLR
WNT5A	LDLR
TF	CD4
APOB	CD4
RPS19	CD4
WNT5A	CD4
ARF1	CD4
PDCD1LG2	CD4
COPA	CD8A
APOB	TFRC
WNT5A	TFRC
DLK1	TFRC
PTDSS1	ERBB2
SEMA4D	ERBB2
GPI	NTRK1
HSP90B1	NTRK1
ADCYAP1	NTRK1
COPA	NTRK1
YARS	NTRK1
TGFB3	ITGB3
VEGFA	ITGB3
COL18A1	ITGB3
HGF	INSR
LAMB1	ITGAV
THBS1	ITGAV
TGFB3	ITGAV
VEGFA	ITGAV
COL18A1	ITGAV
NOV	ITGAV
OMG	NGFR
NTS	NGFR
PSEN1	NGFR
ADAM17	NGFR
RTN4	NGFR
MMP9	ITGA5
CALR	ITGA5
COMP	ITGA5
YARS	RPSA
SAA1	HTR1A
PYY	HTR1A
CCL5	HTR1A
CXCL2	HTR1A
CXCL3	HTR1A
PMCH	HTR1A
GAL	HTR1A
CXCL5	HTR1A
CXCL12	HTR1A
NMU	HTR1A
SST	HTR1A
CCL20	HTR1A
CXCL6	HTR1A
CXCL9	HTR1A
PNOC	HTR1A
NMS	HTR1A
NPW	HTR1A
NPB	HTR1A
RLN3	HTR1A
CCL19	HTR1A
CXCL16	HTR1A
CCL28	HTR1A
HEBP1	HTR1A
APLN	HTR1A
CCL27	HTR1A
INSL5	HTR1A
VEGFA	PDGFRB
HSP90B1	KIT
ADAM17	GHR
BMP2	FGFR1
BMP4	FGFR1
FGF22	FGFR1
WNT5A	IGF2R
NPPC	NPR1
PSEN1	NPR1
SEMA3A	NPR1
LAMA2	ITGB4
LAMB2	ITGB4
ADCYAP1	TSHR
ADM	TSHR
INSL3	TSHR
ADM2	TSHR
RLN3	TSHR
PTH2	TSHR
TNC	ITGA2
LAMC2	ITGA2
PSEN1	NPR3
COL18A1	FLT1
COL18A1	ITGB5
ADAM17	TNFRSF1A
ADAM17	TNFRSF1B
TNC	ITGAX
NTS	TACR2
XCL1	TACR2
NMU	TACR2
PROK1	TACR2
QRFP	TACR2
KISS1	TACR2
NMS	TACR2
UTS2B	TACR2
PROK2	TACR2
XCL2	TACR2
GHRL	TACR2
GAL	FPR1
CXCL5	FPR1
CXCL12	FPR1
NMU	FPR1
SST	FPR1
CCL20	FPR1
CXCL6	FPR1
CXCL9	FPR1
PNOC	FPR1
NMS	FPR1
NPW	FPR1
NPB	FPR1
RLN3	FPR1
CCL19	FPR1
CXCL16	FPR1
CCL28	FPR1
HEBP1	FPR1
APLN	FPR1
CCL27	FPR1
INSL5	FPR1
EFNB2	EPHA1
EFNB1	EPHA1
GAL	C5AR1
CXCL5	C5AR1
CXCL12	C5AR1
NMU	C5AR1
SST	C5AR1
CCL20	C5AR1
CXCL6	C5AR1
CXCL9	C5AR1
PNOC	C5AR1
NMS	C5AR1
NPW	C5AR1
NPB	C5AR1
RLN3	C5AR1
CCL19	C5AR1
CXCL16	C5AR1
CCL28	C5AR1
HEBP1	C5AR1
APLN	C5AR1
CCL27	C5AR1
INSL5	C5AR1
NRG4	ERBB3
HBEGF	ERBB3
ADM	LHCGR
INSL3	LHCGR
ADM2	LHCGR
RLN3	LHCGR
PTH2	LHCGR
LAMA2	ITGA6
LAMB2	ITGA6
ADM	FSHR
INSL3	FSHR
ADM2	FSHR
RLN3	FSHR
PTH2	FSHR
NTS	EDNRB
XCL1	EDNRB
NMU	EDNRB
PROK1	EDNRB
QRFP	EDNRB
KISS1	EDNRB
NMS	EDNRB
UTS2B	EDNRB
PROK2	EDNRB
XCL2	EDNRB
GHRL	EDNRB
TAC3	EDNRB
ADM	HRH2
INSL3	HRH2
ADM2	HRH2
RLN3	HRH2
PTH2	HRH2
CXCL12	CXCR1
NMU	CXCR1
SST	CXCR1
CCL20	CXCR1
CXCL9	CXCR1
PNOC	CXCR1
NMS	CXCR1
NPW	CXCR1
NPB	CXCR1
RLN3	CXCR1
CCL19	CXCR1
CXCL16	CXCR1
CCL28	CXCR1
HEBP1	CXCR1
APLN	CXCR1
CCL27	CXCR1
INSL5	CXCR1
CXCL12	CXCR2
NMU	CXCR2
SST	CXCR2
CCL20	CXCR2
CXCL9	CXCR2
PNOC	CXCR2
NMS	CXCR2
NPW	CXCR2
NPB	CXCR2
RLN3	CXCR2
CCL19	CXCR2
CXCL16	CXCR2
CCL28	CXCR2
HEBP1	CXCR2
APLN	CXCR2
CCL27	CXCR2
INSL5	CXCR2
NTS	FPR2
CXCL5	FPR2
XCL1	FPR2
CXCL12	FPR2
NMU	FPR2
PROK1	FPR2
SST	FPR2
CCL20	FPR2
CXCL6	FPR2
QRFP	FPR2
CXCL9	FPR2
PNOC	FPR2
KISS1	FPR2
NMS	FPR2
UTS2B	FPR2
NPW	FPR2
NPB	FPR2
RLN3	FPR2
CCL19	FPR2
CXCL16	FPR2
PROK2	FPR2
CCL28	FPR2
XCL2	FPR2
GHRL	FPR2
TAC3	FPR2
APLN	FPR2
CCL27	FPR2
INSL5	FPR2
NTS	EDNRA
XCL1	EDNRA
NMU	EDNRA
PROK1	EDNRA
QRFP	EDNRA
KISS1	EDNRA
NMS	EDNRA
UTS2B	EDNRA
PROK2	EDNRA
XCL2	EDNRA
GHRL	EDNRA
TAC3	EDNRA
NTS	TACR1
XCL1	TACR1
NMU	TACR1
PROK1	TACR1
QRFP	TACR1
KISS1	TACR1
NMS	TACR1
UTS2B	TACR1
PROK2	TACR1
XCL2	TACR1
GHRL	TACR1
CXCL5	ACKR3
NMU	ACKR3
SST	ACKR3
CCL20	ACKR3
CXCL6	ACKR3
CXCL9	ACKR3
PNOC	ACKR3
NMS	ACKR3
NPW	ACKR3
NPB	ACKR3
RLN3	ACKR3
CCL19	ACKR3
CXCL16	ACKR3
CCL28	ACKR3
HEBP1	ACKR3
APLN	ACKR3
CCL27	ACKR3
INSL5	ACKR3
NTS	F2R
XCL1	F2R
NMU	F2R
PROK1	F2R
QRFP	F2R
KISS1	F2R
NMS	F2R
UTS2B	F2R
PROK2	F2R
XCL2	F2R
GHRL	F2R
TAC3	F2R
CXCL5	NPY1R
CXCL12	NPY1R
