"","baseMean","lgFC_PcDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Ski",58.8877816458078,0.967623019020792,0.237694406525868,4.07086995930419,4.68378917918441e-05,0.000270380029774512
"Rbm3",69.0324668866475,-0.914151347281407,0.22461030927545,-4.06994385177727,4.7024469653744e-05,0.000271357429694274
"Cpox",263.761507750489,-1.02169645510597,0.251173279345464,-4.06769564727753,4.748033948078e-05,0.000273887506898489
"Slc2a1",207.307482218133,0.762249520605512,0.187403890571369,4.06741566720689,4.75374037343781e-05,0.000274116085583525
"Bdp1",96.5401107502351,-1.02446314332701,0.251882374764815,-4.06722838103921,4.75756118323014e-05,0.000274235805790959
"Supt3",54.2552941049232,-0.754723678078164,0.185632280496365,-4.06569200173644,4.7890148303608e-05,0.00027594766905587
"Tomm70a",18.9961104933317,-1.28483528212647,0.316038403771763,-4.06544036038847,4.79418533110432e-05,0.000276144372369472
"Ankrd13a",600.821931326702,0.58681735934837,0.144364669128522,4.06482668433197,4.80681679698846e-05,0.000276770524658834
"Ubald2",342.205329022128,-0.91749782447878,0.225821354398569,-4.06293650537326,4.84592143680116e-05,0.000278919952636681
"Fancd2",16.0380021634778,1.39189692145743,0.342621279720874,4.06249408265412,4.85511788167758e-05,0.00027934699114967
"Stoml1",70.2669668044488,-0.869066396193579,0.213933209503865,-4.06232579882779,4.85862026464501e-05,0.000279446220051061
"Ndrg4",14.3163532745687,1.61402017075018,0.397522427313911,4.06019902237022,4.90309041927452e-05,0.000281900798465897
"Cd4",27.3363371404407,-1.32441902992864,0.326237709449505,-4.05967486764013,4.91410942901021e-05,0.000282353748702301
"Dcp2",126.440023916076,-0.743002440616543,0.183021151342078,-4.05965340709625,4.91456108180861e-05,0.000282353748702301
"Snx5",982.031022891052,0.715884694232813,0.176427987131201,4.05765947837087,4.95669687363934e-05,0.000284670508427975
"Acly",253.952933826733,0.64646228403348,0.159438845672023,4.05460966120703,5.02180881213087e-05,0.000288304648348741
"Cib2",22.5969655410715,1.41494661570086,0.349023599020685,4.05401416887288,5.03461649256596e-05,0.000288928030345274
"Sptan1",201.80358859193,0.486789731384719,0.12007835659551,4.0539339909897,5.03634329884885e-05,0.000288928030345274
"Jarid2",118.704279937408,-0.690363682713986,0.170360583810558,-4.05236743894746,5.07019527521366e-05,0.000290763953050286
"Msrb2",19.1221691400304,1.35117707020508,0.333459808780661,4.05199377743853,5.07830160663743e-05,0.000291122622008511
"Pde4d",8.54706234680614,2.14912663389649,0.530473529318404,4.05133624039237,5.09259625955169e-05,0.000291835656594579
"Rp9",466.901429169832,0.549652713867507,0.135686815713828,4.0508925718086,5.10226301615303e-05,0.000292283062503315
"Cdkn2b",14.1241466919419,1.9932667112323,0.492209241717142,4.04963284370383,5.12980515181097e-05,0.000293646785073986
"Rnf214",46.0905203442323,-0.797624034550948,0.196958918912375,-4.04969746460583,5.12838888723629e-05,0.000293646785073986
"Fbxw7",88.9309579098801,-0.70096082542057,0.173102332348156,-4.04940139114214,5.13488082599879e-05,0.000293830330192483
"Cutc",53.1421882518154,-0.823432093119493,0.203413236066806,-4.04807528281521,5.16405380086564e-05,0.00029539214590905
"Prkrip1",112.973346361455,-0.678744512660865,0.167675608521541,-4.04796212547317,5.16655040230968e-05,0.000295427449159352
"Hgf",16.5269386602911,1.77596713175579,0.438832375500759,4.04702850314815,5.18719269936456e-05,0.000296499934695678
"Zer1",112.142263296871,0.645580391303597,0.159642414402766,4.0439152321691,5.25659312059289e-05,0.00030035764181243
"Naf1",31.7009318504256,-0.942864301395948,0.233208716051446,-4.04300627077743,5.2770208764488e-05,0.000301305816043947
"Uhrf2",173.803441693624,-0.629202348838053,0.155624996468299,-4.04306739352261,5.2756448644203e-05,0.000301305816043947
"Dvl1",163.701047225116,-0.575308715475468,0.142331041439395,-4.04204669380175,5.29866776609798e-05,0.000302431948494169
"Uqcrfs1",757.330060753367,-0.387975278069586,0.095988715569691,-4.04188425448721,5.30234051678071e-05,0.000302531726255085
"Hlcs",37.7371493563004,-0.937819136274028,0.232087928127368,-4.04079240071185,5.32708998735574e-05,0.000303833554104662
"Gm2962",11.7964134870706,-1.58129172777134,0.391580508745488,-4.03822890173299,5.38562869881501e-05,0.000307060926792431
"Ddr1",9.97358354121442,-1.62428681443266,0.40225814283061,-4.03792152721353,5.39268852274351e-05,0.000307351961163906
"Zfp53",21.0083300603352,1.47031256865965,0.364178399675206,4.03734150617102,5.40603442377197e-05,0.000308000924636722
"Dpysl5",9.77520988848006,2.17879491172313,0.539822124761777,4.03613488921861,5.43389821215735e-05,0.000309364165146329
"Eif2b3",34.750898834916,-0.900803674268669,0.223181093715167,-4.03620064438932,5.4323762627392e-05,0.000309364165146329
"Polr2e",370.972454157726,-0.505266884987383,0.125216999940467,-4.03513009597425,5.45720516546014e-05,0.000310578595205894
"Vkorc1",45.339052916281,1.12992832617691,0.280087172351,4.03420234026606,5.47880924335109e-05,0.000311695267811205
"Asf1a",194.244950504916,-0.597385862742048,0.148102520035437,-4.03359688004708,5.49295189110356e-05,0.000312386797309178
"Mier2",56.623176115616,-0.751310897090911,0.186329272777281,-4.03216781717896,5.5264699473072e-05,0.000314179316823587
"Ddit3",150.936615971072,-0.765369353099709,0.189828653051391,-4.03189582182046,5.53287139127853e-05,0.000314429520605593
"Nabp2",156.755915735028,0.662008856530192,0.164347618602809,4.02810130233842,5.62291164507629e-05,0.000319430965482307
"Rps6ka1",557.658691029297,0.588361009043419,0.146186858292878,4.02471888317531,5.70434161845223e-05,0.000323939833455385
"Tmem273",9.20054000968148,4.23821371192624,1.05329880772406,4.02375250104389,5.72781113260652e-05,0.000325155157795023
"Tlcd2",14.0537976655826,1.65204759662089,0.410597718550038,4.02351869478194,5.73350306605233e-05,0.000325360775073201
"Cd209d",7.33652305317315,-4.7344621628892,1.17708896509714,-4.02217869955013,5.76622826803005e-05,0.000327099755125097
"Ak7",4.75633574074566,-2.3976650800752,0.596203247822727,-4.02155655614293,5.78148224256728e-05,0.000327846750977327
"Ifngr1",343.786276759768,0.633186834650608,0.157520170081771,4.01971908944685,5.82675746071776e-05,0.000330294989271628
"Tmem192",129.314062825889,-0.69584489542259,0.173146601136185,-4.01881925984379,5.84905156833081e-05,0.000331439227118212
"Dock4",5.88832282398961,-2.84258966756179,0.707481706268493,-4.01789847338189,5.87194851418309e-05,0.000332616788088086
"Cela3b",59.5822480146904,-4.30076353260033,1.07051566022447,-4.01746905010106,5.88265586658734e-05,0.000333103269333164
"Cby1",19.6506994288012,1.50443314207105,0.374589244596549,4.01622087065366,5.91388337619591e-05,0.00033475092830545
"Trmt1",207.186599312324,-0.595765363467743,0.148343733511753,-4.01611412470308,5.91656126807709e-05,0.000334781953106205
"Txn1",2633.20134208866,-0.547354232401048,0.13645986898024,-4.01110038058375,6.04364056965266e-05,0.000341849536215798
"Bptf",178.719539797416,0.67127374924543,0.167365813875481,4.01081758395925,6.05088484031401e-05,0.000342136182751424
"C1qb",220.813278732451,-1.37955052679765,0.344065181818654,-4.00956155896288,6.08315932187985e-05,0.000343837401584428
"Tfeb",73.4765635714153,0.91921096160517,0.229451783167907,4.0061181870725,6.17247727602668e-05,0.000348760497131069
"Rassf4",152.035873014573,1.0015379862467,0.250010798454787,4.00597891145821,6.17611595669626e-05,0.000348787828984317
"Snx15",78.9656690788824,-0.676622411367744,0.168905208146013,-4.00592982771039,6.17739879058679e-05,0.000348787828984317
"D5Ertd579e",47.6511674523621,-0.850918706068611,0.212430598621935,-4.00563154078853,6.18520012885846e-05,0.000349102911402248
"Tmem80",45.2240055928379,-0.811139900283921,0.202601508778395,-4.00362220979875,6.23799532806902e-05,0.000351956383926479
"Pttg1ip",153.2169131755,0.553299907534892,0.138232810084022,4.00266700212908,6.26324276917964e-05,0.000353254083562019
"Pak1",38.3608750218248,1.21708673635034,0.304425817583626,3.99797476446297,6.38867603536811e-05,0.000360199421090213
"Cstdc4",33.7724707732805,4.92663189719614,1.23233316372805,3.99780841918763,6.39316613935315e-05,0.00036032333648079
"Tstd1",14.5125573539943,-1.489890552533,0.372814883623243,-3.99632798469132,6.43325882832517e-05,0.000362453030546392
"Tnpo2",85.715300138726,-0.709436913605849,0.177538028589886,-3.99597156305399,6.44294681673126e-05,0.000362868796174126
"9230111E07Rik",6.57022864566355,-2.12386173021998,0.531548822577821,-3.99560988569218,6.4527917773024e-05,0.000363293101530861
"Dclre1b",34.7505552078011,0.899479891457947,0.225135556180024,3.99528136168194,6.46174663335172e-05,0.000363667007983014
"Slc7a6",65.9129578762154,-0.788666278362711,0.197420368045386,-3.99485770476023,6.4733119727051e-05,0.00036418751216518
"4930426D05Rik",38.0275332687311,0.917400921296078,0.229657701641413,3.99464470269978,6.47913407904829e-05,0.000364384646112916
"Tcp11l1",44.0927534375222,1.10411760066279,0.27644775786552,3.99394666532218,6.49824868557084e-05,0.000365328938084721
"Ralgps2",252.567770998573,0.728496773884072,0.182473546991464,3.9923418265013,6.54239716830134e-05,0.000367679446151336
"Atm",28.7580666324604,-1.30906616137515,0.327932061336781,-3.9918822088907,6.55509326559323e-05,0.00036826129750486
"Agap1",31.38902757158,1.2000811586464,0.300657022599203,3.99152878010833,6.56487194587477e-05,0.000368678892880334
"Msl1",516.101366394034,0.494989941576939,0.124029347577137,3.99090982292794,6.58203054423508e-05,0.000369510493302969
"Tceal9",165.595824994977,0.639278036526431,0.160188581493032,3.9907840531957,6.58552229029479e-05,0.000369574526530324
"Gm28875",47.7042097267767,1.17114415805809,0.293480705516465,3.99053203854448,6.59252425147825e-05,0.000369835434364692
"Fcrl2",5.89468298130664,3.7789054237341,0.946995762670207,3.99041428979457,6.59579819072125e-05,0.000369887091544585
"Serpinb2",537.880406018892,0.872930731522452,0.218852976607219,3.9886628231204,6.64467879164445e-05,0.00037249538489964
"Faap20",113.911132911364,0.539345430310542,0.135244615332413,3.98792535277583,6.66536278600362e-05,0.000373521702792125
"Ceacam16",23.3675750878615,1.26131079652155,0.316460960883532,3.98567580974309,6.72883326591581e-05,0.000376944155762404
"Notch1",258.962941585251,-0.483914484096947,0.121465508217062,-3.98396624029416,6.77745050482386e-05,0.000379532399306471
"Rgl2",304.707045599798,0.462337516145435,0.116068973073455,3.98329979065845,6.79649308776741e-05,0.00038046322951074
"Zyg11b",51.6183901947269,0.806287950932454,0.202430034782765,3.98304506442293,6.80378478956872e-05,0.000380735824518443
"Strip2",13.397610775461,1.89775645816431,0.47649856236767,3.98271182337794,6.81333520486064e-05,0.000381134576815674
"Flt4",1.40720078872167,-5.02355436165988,1.26149077833096,-3.9822362937178,6.82698546277975e-05,0.000381762306970597
"Gm49662",3.2802054412928,-3.34511178335287,0.840057443451861,-3.98200362299933,6.83367378741168e-05,0.000382000420570143
"Alkbh6",139.200741380707,-0.510892057835507,0.128370919295105,-3.979811476313,6.89699408353355e-05,0.000385402950583234
"Prf1",26.5321832765199,-1.16973065312779,0.293930836361495,-3.97961189648431,6.90278644814882e-05,0.000385589552872961
"Trpv2",145.422920519123,0.632897383064537,0.159050985380522,3.97921070121232,6.91444418493595e-05,0.000386103545801095
"Sgk1",181.024703250287,1.31463666192924,0.330530109739026,3.97735825933447,6.96851352142508e-05,0.000388984602426423
"Sgk3",87.6153718807371,-0.730528745857938,0.183722114844759,-3.9762700667539,7.00046209507335e-05,0.000390629264012986
"Cilk1",19.0596343405167,1.30741416493331,0.328851642424272,3.97569601688817,7.01737158044162e-05,0.000391433867540674
"Echdc2",5.22117966876709,3.03400376804644,0.763173733577784,3.9755086352657,7.02289954252088e-05,0.000391603256150712
"Slc38a5",11.5318533532181,-4.45223811705753,1.12010456167576,-3.97484151872093,7.04261366826998e-05,0.000392563277487716
"Arf2",49.5244173651387,-0.985307820927102,0.247899435954945,-3.97462711898296,7.0489605562824e-05,0.000392777777327909
"Nxf1",391.928370993306,-0.499826506213665,0.125773212732625,-3.97402988565,7.06666903255804e-05,0.000393624984134585
"Phf1",75.6362407583963,0.984978069888027,0.247919786853212,3.97297078377699,7.09817583924813e-05,0.000395239907960118
"Fabp4",22.8098087421139,1.86715542245392,0.470052610702513,3.9722264698485,7.12039760265702e-05,0.000396336862309369
"Galnt12",44.1416866620612,0.978758298283664,0.246458315971543,3.97129345960749,7.1483459183892e-05,0.000397751679614725
"Slc16a5",7.30412722301663,4.14751456396022,1.04439732979692,3.97120372259731,7.15103945333085e-05,0.000397760754306114
"Mrpl17",267.525825535627,-0.477646953625926,0.120318191581656,-3.96986480055067,7.1913425739827e-05,0.000399861032615614
"Atrn",63.9326839579014,0.725198977542595,0.182706677941439,3.96919798287305,7.21149462425109e-05,0.000400839759542443
"Ptpn9",62.4206289312718,0.77278161923421,0.19472013140948,3.96867860369873,7.22722789480939e-05,0.000401572270337606
"Slc22a23",32.9804123358056,1.2008312427977,0.302827012151512,3.96540333131474,7.32719435353165e-05,0.000406982925947576
"Fam78a",99.3514714152854,0.779900378709555,0.196695349478681,3.96501686886138,7.33907568131658e-05,0.000407372826720779
"Xpo5",115.558174336032,-0.560589123343162,0.14138416538922,-3.96500641921182,7.33939719621635e-05,0.000407372826720779
"Snx6",206.59830816463,-0.454929486587595,0.114785991926763,-3.96328401184925,7.39257468842062e-05,0.000410179602990765
"Olfml2b",12.1696325605742,2.70366064472807,0.68240450495761,3.96196189369532,7.43364066518833e-05,0.000412312623910005
"Iqcb1",29.1008792390108,-0.935115080901176,0.236062523201036,-3.96130257450825,7.45420013983857e-05,0.00041330713226851
"Cebpg",168.332437607584,-0.563729399239723,0.142327265867754,-3.960796940788,7.47000367931895e-05,0.000414037333692576
"Armc6",34.0246275677421,-0.877171127056134,0.221535176127387,-3.95951172355466,7.51031578096254e-05,0.000416124969196159
"Lypd6",4.38969850328561,4.27201878840415,1.07912444524926,3.95878233248378,7.5332852660674e-05,0.000417250567643811
"Noa1",103.335773721594,-0.550644936385292,0.139103761252742,-3.95851939175684,7.54158189421896e-05,0.000417562965111757
"Syvn1",610.783753680286,-0.411890783878034,0.104066014963555,-3.95797594461823,7.55875679658166e-05,0.000418366542554462
"Zfp866",19.4653443545072,-1.21730238437677,0.307576712292666,-3.95771960530772,7.56687088098711e-05,0.000418668227308118
"Ppp2r2a",130.869780977746,-0.586346021258821,0.148172161770697,-3.9571942141616,7.58352719611005e-05,0.000419442167472392
"Cfap298",76.0257824487468,-0.728585716450363,0.184236461259343,-3.95462283345075,7.66554817215978e-05,0.000423829587471613
"Flt3l",100.703698470285,0.841343076970715,0.212773915490879,3.95416456490777,7.68025364237504e-05,0.000424430897531626
"Slc9a8",103.670657605161,-0.832278049896233,0.210483991235365,-3.95411567887637,7.681823929496e-05,0.000424430897531626
"Kcnj5",3.085267685838,4.58663754511454,1.16084255129585,3.9511280319579,7.77836957228328e-05,0.000429614164816307
"Gal",4.27183140585144,2.90895167078436,0.736379671268856,3.95034217304226,7.80395447817168e-05,0.000430875870889991
"Smim24",21.4842308934829,1.65167794748775,0.418144930224215,3.95001308900744,7.81469195773545e-05,0.000431317215181332
"Nmrk1",28.3884154677626,1.23814629393809,0.313498714337262,3.94944616138392,7.83322265410517e-05,0.000432166104672933
"Scarb2",99.5868146673251,-0.607082093947498,0.153716014542372,-3.9493744080917,7.83557095437279e-05,0.000432166104672933
"Fam222a",11.8208979338198,1.7847284518674,0.451929380399492,3.94913127862977,7.84353290421999e-05,0.000432453503056591
"E2f7",12.5610227400176,1.87066598022682,0.473828030940066,3.94798504536647,7.88117263924485e-05,0.000434224159538345
"Pparg",26.8126235507797,1.73513338864747,0.439494429444554,3.94802134543636,7.87997801238531e-05,0.000434224159538345
"Ankle1",10.8974670693765,1.78670086404875,0.452746967075093,3.94635634025664,7.9349494728724e-05,0.000437033884947727
"Polr1e",57.0555470606327,-0.838284022463033,0.212434290147681,-3.94608620802354,7.94390220988269e-05,0.000437288589375317
"Trim35",258.963813674737,0.495411874864403,0.125546307529469,3.94604894889573,7.94513780301486e-05,0.000437288589375317
"Zfp747",27.9082956473736,-0.950116703844055,0.240803794532884,-3.9456051998147,7.95986745453576e-05,0.000437945945109722
"Agtrap",75.4517009678154,0.860280925693841,0.218153650240909,3.94346335595955,8.03132679571914e-05,0.000441722973764553
"Serpina3b",5.49312922549851,4.73763016353733,1.20145722748487,3.94323664226907,8.03892614180853e-05,0.000441986288992964
"Cyp4b1-ps2",3.7255988866926,-4.74022764615942,1.20214319319604,-3.94314726647244,8.04192384789403e-05,0.000441996506870791
"Cep120",64.5646071212285,0.741410853871651,0.188086867447018,3.94185337836252,8.08544001186618e-05,0.000444232896003231
"Calm2",1007.15235626983,0.520692223434616,0.132099009943951,3.9416814982606,8.09123741878299e-05,0.000444270177915162
"Kmt2c",103.02827996121,0.727361852899196,0.184531594595797,3.94166567786092,8.09177122826584e-05,0.000444270177915162
"Map2k3os",7.49016266878123,-2.10796467314498,0.534914575099646,-3.94075011463709,8.12272079255981e-05,0.000445813715566507
"Srfbp1",18.5992069556835,-1.426526515995,0.362023826514878,-3.94042162839903,8.13385214128301e-05,0.000446268837029067
"Pigf",59.1883449491618,-0.743083523928524,0.188611143493016,-3.9397646934686,8.15615683215256e-05,0.000447336459332192
"Pip5k1c",232.414212082602,0.71274214677282,0.180987417458984,3.93807567829595,8.2137690893306e-05,0.000450339157011467
"Slc49a3",10.8403225102783,-2.16921174070106,0.55103082720882,-3.93664316693303,8.26293324638006e-05,0.000452876735355119
"Gm37881",4.36538057267219,-2.92033480625193,0.741884972434769,-3.93637142516552,8.27229082219859e-05,0.000453231576975042
"Hacl1",16.5656646336835,1.36741051185613,0.347596677570492,3.93389983302938,8.35786247950678e-05,0.000457760419217307
"Ranbp1",743.943801219201,-0.493211816773626,0.125397780443393,-3.93317820323201,8.38300415393672e-05,0.000458977507125501
"Sh3rf1",10.1609027389949,-1.84438388524505,0.469021967487395,-3.93240405161751,8.41005515215704e-05,0.000460298248387035
"Tppp3",37.9328289075773,-2.19607896653291,0.558540389926664,-3.93181765569586,8.43060033194996e-05,0.000461262118405574
"Iqgap3",29.0920501066333,1.13108833411848,0.287795097348249,3.93018624896796,8.48800870739369e-05,0.000464241506163958
"Hmgn2",100.384295045238,1.36557425505618,0.34753646308323,3.92929778631356,8.51942842861988e-05,0.000465797897285134
"Sipa1l3",59.6477182629976,0.792533516814062,0.201753267561591,3.92823138079842,8.55728607136458e-05,0.000467705075645966
"Msh6",97.3423143128394,0.79914105696604,0.20350641252334,3.92685934097721,8.6062276598845e-05,0.000470216519241308
"Slk",240.878428794711,0.566832854114768,0.144387282597594,3.92578102390449,8.64487744761866e-05,0.000472164102151208
"Niban2",90.8737272686752,-0.853951839228614,0.217537918705119,-3.92553098012388,8.65386308425127e-05,0.000472490704485397
"Psmd12",265.546651548924,-0.378935167786956,0.0965462475420991,-3.9249082945634,8.6762784375333e-05,0.000473550072081895
"Rnf44",331.983518772053,-0.426142988533459,0.108610553993312,-3.92358728378921,8.72401377664692e-05,0.000475990185890708
"Samd9l",11.0195730957188,-3.94845054041387,1.00646777419726,-3.92307696444934,8.74252076108127e-05,0.000476834433877295
"Stmn1",133.891844639114,1.11011173719271,0.283010531729381,3.9225103405488,8.76311311369803e-05,0.000477791796858201
"Nampt",10.9658155750547,-1.67992088942751,0.428337970669173,-3.92195183350906,8.78345532076446e-05,0.000478734861952485
"Fcho1",247.142972730042,0.481481057551597,0.122785982869313,3.92130311864717,8.80713912206748e-05,0.000479859340935108
"Psma4",33.05463814429,-1.08523108755069,0.276773904156304,-3.92100220163032,8.81814571367922e-05,0.000480292558812626
"Lsm14a",297.45245831249,-0.399523853410477,0.1019269849556,-3.91970638182335,8.86569133893635e-05,0.000482714936462558
"Tnnt2",2.47343423444163,-4.4195587789277,1.1277243544332,-3.91900623725467,8.89148139584539e-05,0.000483951509907527
"Bcas1",5.30973324538042,3.40126267753179,0.868109900200214,3.91800931742323,8.9283255948424e-05,0.000485620588322933
"Cntrob",35.4603180583034,0.892667521653892,0.227832395171485,3.91808865013248,8.92538833994805e-05,0.000485620588322933
"Dcaf12",128.889230175281,-0.589614739775289,0.150518212984748,-3.9172318623995,8.957158850939e-05,0.000487020338906642
"9530082P21Rik",5.80313807327957,-2.64546993907357,0.675414045601841,-3.91681214848926,8.97276120112943e-05,0.000487525518910001
"Uspl1",74.6305869592738,-0.571050807513467,0.145796675658005,-3.91676151007022,8.97464535691141e-05,0.000487525518910001
"Zfp652",83.8138697147972,0.680100225943857,0.17363972749012,3.91673170520585,8.97575451189988e-05,0.000487525518910001
"Hscb",132.100539248947,0.581312728112895,0.148422912948353,3.91659694965814,8.98077090664094e-05,0.000487629491818615
"Gna13",313.26598059118,-0.619104950798736,0.158094701750603,-3.91603857651969,9.00158507767942e-05,0.000488590869599595
"Rras2",86.8598509112738,-0.930551951980924,0.237646088151858,-3.91570490058432,9.01404507666636e-05,0.000489098289817461
"Csnk2a2",201.98746611398,-0.438473956992148,0.111991809228285,-3.91523237291718,9.03171789804222e-05,0.000489888107796155
"Procr",195.750678302666,-1.03195380640703,0.263619712262792,-3.91455478632158,9.05711717223465e-05,0.000491096325734241
"Homer3",40.2472804174283,1.00661618548199,0.257235583319655,3.91320738947348,9.1078248371349e-05,0.000493675512465253
"Ncoa5",152.768168507635,-0.638834925073214,0.163337589948628,-3.9111323074752,9.18644285337039e-05,0.000497765236856701
"Brox",121.001537660966,-0.531484261785667,0.135901428959182,-3.91080701546779,9.19882505777493e-05,0.000498264407591882
"Cnbp",910.574859915722,-0.413901142432289,0.105857023668626,-3.91000169934836,9.2295471802103e-05,0.000499756293922583
"Raf1",397.977997716665,-0.425518788799932,0.108837480990412,-3.90967141951235,9.24217507476548e-05,0.000500267734160601
"Pwp1",139.157626542508,-0.499716608004561,0.127836228586854,-3.90903747340331,9.26645905608021e-05,0.00050140953494845
"Serpinf1",8.94554051610583,2.421952499781,0.619748762085776,3.90795859217189,9.30792535304472e-05,0.000503479967737474
"LTO1",45.3766358877646,-0.945868275751823,0.242143662835504,-3.90622766945745,9.3748188765607e-05,0.000506923900655857
"Nol6",58.4977722845839,-0.875307168856392,0.224102890508611,-3.90582721565905,9.39035941724898e-05,0.000507589613754253
"Tmem50b",209.374146994358,-0.494933705468103,0.126733321257445,-3.90531630164333,9.41022194475611e-05,0.000508488410964666
"Bphl",23.8986345746555,1.16394986004737,0.298051011958899,3.90520351666471,9.41461196800883e-05,0.000508550809364711
"9930111J21Rik2",5.36520985185628,-2.17786983834708,0.557705090730887,-3.90505640802548,9.4203409061106e-05,0.000508685464456038
"Tlr1",92.5356870020412,0.721335426812079,0.184756675230916,3.90424554842484,9.45197781725305e-05,0.00051021854158448
"Cdk6",113.875564913178,0.640412247296917,0.164046562029712,3.90384436816741,9.46766754566135e-05,0.000510890031411777
"Plat",17.0537727888018,2.78255672183206,0.712977138545812,3.90272923407805,9.51140853270774e-05,0.000513074230355638
"Pif1",19.0357751943425,1.45082031631486,0.371807379027707,3.90207510165296,9.537155518482e-05,0.000514286612675878
"Gm17251",16.3486261847525,1.424052243628,0.365057479409065,3.90089869116825,9.5836253246129e-05,0.000516615248551407
"Pdap1",390.288960152696,-0.423706862003625,0.108634558358337,-3.90029534253737,9.60754127688404e-05,0.000517726915774221
"Itgb2",882.672754285891,0.467149678681768,0.119800628320682,3.89939255937209,9.64343169275603e-05,0.000519257409158675
"Phf12",217.130461408197,0.491366952033963,0.126010634396139,3.89940860458852,9.64279270683187e-05,0.000519257409158675
"Ptk2b",786.611802177984,-0.621026348244191,0.159265876165748,-3.89930575962104,9.64688910588072e-05,0.000519257409158675
"Rpsa-ps7",78.2532689107299,5.07744217878869,1.30215904860368,3.89924885461058,9.64915638496399e-05,0.000519257409158675
"Bscl2",135.310391863361,0.924815906908219,0.237208187110988,3.89875205477417,9.66897187402882e-05,0.000520145684078915
"Dpysl2",25.8122024887251,1.26831108128826,0.325351839229327,3.898275430969,9.68801872486308e-05,0.000520992016202951
"Txnl1",314.024245495922,-0.528652786257648,0.135616482237193,-3.89814554644644,9.69321531207085e-05,0.000521093199351716
"Tada3",91.380190358354,0.628212493837938,0.161174237950795,3.8977227491513,9.71014936372028e-05,0.00052182508666092
"Fn3k",6.28819778282554,-4.43230611921624,1.13719044741294,-3.89759352032858,9.71533086081066e-05,0.000521925105266859
"Apol7c",10.6140791777833,-1.58445769856567,0.406611992266541,-3.89673135249545,9.7499667948296e-05,0.000523606860430224
"Nup210",470.204934043411,-0.420381709823807,0.107886186098213,-3.89652952826711,9.75809151774422e-05,0.000523864209588188
"Ppp1r9b",257.981081019178,0.600974666327013,0.154298175027721,3.89489160334555,9.82426537237023e-05,0.000527236693029319
"Aatk",8.29541148641078,2.89046893842528,0.742359277119724,3.89362540149023,9.87571134445042e-05,0.000529446824693898
"Cgas",55.3852421117106,-1.03416567507553,0.265610194529107,-3.89354661973338,9.8789206490693e-05,0.000529446824693898
"Rundc3b",8.58866295612603,-1.54146839339976,0.3958829134748,-3.89374822941907,9.87070970995942e-05,0.000529446824693898
"Zfp518b",9.28733619383076,1.79388317377188,0.460724832402077,3.89361077938675,9.87630692551969e-05,0.000529446824693898
"Bank1",291.32374650783,1.01722944138526,0.261316353105933,3.89271252753513,9.91295921762047e-05,0.000531089999801555
"Ptgir",91.7461092834767,1.1105640087987,0.285343678893054,3.89202246605554,9.9412036807659e-05,0.000532421739890832
"Dpy30",230.252118732605,0.535508250420523,0.137600932781622,3.89174869381442,9.95243031169927e-05,0.000532841458002728
"Snx14",19.7201679186655,1.36511182581432,0.350789003732501,3.89154680246277,9.96071697548011e-05,0.000533103541496669
"Nuf2",20.0595031643009,1.27937365024266,0.328922562952207,3.88958920531261,0.000100414053454477,0.00053723128972612
"Usp40",32.8207738209803,-0.986065555654231,0.253519214068941,-3.88951014729039,0.000100446768910558,0.00053723128972612
"Mogat2",24.374296827694,1.31373375684412,0.337793610075504,3.88916106657693,0.000100591344348395,0.000537821544834159
"Ctps2",88.6619986697374,0.777576794932697,0.199967274408981,3.88852024527956,0.000100857258621479,0.000539059928007829
"Cel",60.6950593569099,-4.69024051927705,1.2062560093028,-3.88826292520437,0.000100964222387729,0.000539448202485625
"Sec14l1",156.613247130901,0.669932853917132,0.172324493032846,3.88762411034304,0.000101230230404931,0.000540685692060857
"Ccni",620.484915824211,0.656687464734057,0.168949048826001,3.88689648919168,0.000101534023978002,0.000542124090662439
"Eif4ebp2",261.057393550295,0.512316484084981,0.131826714062297,3.88628729563022,0.000101789033765685,0.000543301127933042
"Gaa",108.656070615368,0.736117801489239,0.189440051517917,3.88575591904133,0.000102011962713877,0.000544121493688304
"Wee1",25.6746949564216,0.953271244707033,0.245323886894515,3.88576610608213,0.000102007684605237,0.000544121493688304
"Erbin",350.438098798913,-0.471374559273325,0.121311373407581,-3.88565841794242,0.000102052917450871,0.000544155294915277
"Oscp1",9.44403029330798,2.50106441450291,0.644074317001812,3.88319227840888,0.000103093979444523,0.000549519926377909
"Pnrc1",1182.38828785727,0.409602734273712,0.105491979265819,3.88278556459344,0.000103266630463026,0.000550253614999428
"Gba2",69.0762025486152,0.845707282238279,0.217824848416121,3.88251059687499,0.000103383509510125,0.000550689727546475
"Gtf2h3",48.8280049746166,-0.784401445206071,0.202188290848273,-3.87955920649582,0.000104645928167735,0.000557225387828123
"2810408I11Rik",17.1129887661076,1.37703254441525,0.354967074495499,3.87932471306634,0.000104746851038273,0.000557573908388288
"Hyal2",31.368903884611,-0.983980043143775,0.253669452670835,-3.87898516271331,0.000104893151831368,0.000557974772804491
"Polm",33.6877146476661,-1.16400486981245,0.30007514561775,-3.87904458870185,0.000104867533264067,0.000557974772804491
"Gm45606",5.25887145014517,4.14378710039897,1.06829023686108,3.8788963499044,0.000104931450078161,0.00055798966974919
