"","baseMean","lgFC_PcDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Batf3",80.4073382551694,2.09229021545295,0.242846689335009,8.61568350461066,6.95255694928356e-18,2.15556691687945e-16
"Pus7",68.1217070062578,-1.99382194755188,0.231694417343399,-8.60539485764473,7.60544877484143e-18,2.35334742700261e-16
"Acaa2",113.822578812779,1.41950409829771,0.165157501338443,8.59485089562385,8.33729828667489e-18,2.57473461234268e-16
"Rasgrp2",240.885106348039,1.89949830065292,0.221244859788504,8.58550251729564,9.04402237070446e-18,2.78750956166869e-16
"Irf9",471.337793760403,-1.12188017220207,0.130795215002906,-8.57737931909161,9.70591269059565e-18,2.98566030496033e-16
"Eif4enif1",150.491838786908,-1.08023429821544,0.126040372539778,-8.57054193389122,1.02999169742732e-17,3.1621952132539e-16
"Ccnd1",45.0498159283792,-3.02388711448224,0.352861166271312,-8.56962285319092,1.03824505680473e-17,3.18132047717612e-16
"Emilin1",41.8296233764128,2.81451491725935,0.328578289797374,8.56573609593925,1.07387584897498e-17,3.28409620039644e-16
"Gmnn",153.430040759807,1.52430047850519,0.178025149369281,8.56227608237139,1.1066081921374e-17,3.37762605285589e-16
"Cdr2",56.9248054994362,-2.86666939568502,0.335231136291806,-8.55132201440169,1.21686609388193e-17,3.70696087785466e-16
"Tesk1",168.531637899529,-1.03484410671376,0.121031895062742,-8.55017684534559,1.22900060481147e-17,3.73668481760765e-16
"Prtn3",1290.88523022706,3.33012207461069,0.389506039894461,8.54960317306762,1.23512420164729e-17,3.74805353777872e-16
"Ehd3",71.0063259330727,-1.67231696902077,0.19583078414987,-8.53960206655221,1.34684848617828e-17,4.07921220698196e-16
"Pycard",358.533296613658,1.01982400750047,0.119427551184014,8.5392691836168,1.35073382722983e-17,4.08311250581263e-16
"Rabepk",122.484159039439,-1.20106389225936,0.140744446009448,-8.5336503593096,1.41800955399676e-17,4.27825185782631e-16
"Usb1",156.585717163909,-1.42505260828209,0.167392661702204,-8.51323226353436,1.69150778476483e-17,5.09364192887324e-16
"Ppp1r21",116.487862896803,1.17038474070498,0.137670647600442,8.50133823806629,1.87417407657704e-17,5.63291439956301e-16
"Ptpre",188.894169636461,1.51123720724687,0.177789301344518,8.50015830996722,1.89332311031302e-17,5.6796080097348e-16
"Socs1",57.674476556106,-2.79727090940964,0.329314129650879,-8.49423288449588,1.99244451175909e-17,5.96556862482687e-16
"Dll1",17.2159640346542,-2.8207489375758,0.332368345108902,-8.4868158447868,2.12375914119212e-17,6.3466482776424e-16
"Gpr18",261.374685303335,-1.35973040581155,0.160329913840358,-8.48082789569417,2.23597153664634e-17,6.66930485475216e-16
"Asb13",25.770972980531,-2.52650851184943,0.298304077477988,-8.46957417816676,2.46291732475572e-17,7.33231011890817e-16
"Nudt9",248.904913106748,-0.967210650900433,0.114278443184823,-8.46363166967687,2.59177494065829e-17,7.70134410060636e-16
"Fbxo4",71.4293412981018,-1.575621073844,0.186768110296657,-8.4362425220308,3.27702451182418e-17,9.71916005686119e-16
"Smyd5",93.3199114969817,-1.5292615984896,0.181279501506457,-8.4359322801598,3.28573011736773e-17,9.72662744160138e-16
"Ifit2",498.291229525901,-4.43189840858931,0.525501040233095,-8.43366248451851,3.35012000826256e-17,9.89859706952615e-16
"Dhrs1",145.684290212052,1.09658968634938,0.130120000548317,8.42752598930543,3.53049885588506e-17,1.04119909035004e-15
"Traf4",77.1818629866749,-1.48929227627767,0.176722825772107,-8.42727740330605,3.53800438011744e-17,1.04145863016978e-15
"Fech",136.654373807978,-2.25278645924495,0.267495135235446,-8.42178478222446,3.70791740508937e-17,1.08943464842242e-15
"Ctsg",794.000707364279,3.64014660077903,0.432462136885372,8.41726081963075,3.85389030940634e-17,1.1302108539843e-15
"Tarm1",146.094032013775,2.47242863399205,0.293749688049732,8.41678726676118,3.8694941533945e-17,1.132673716894e-15
"Bcl9l",165.197491368213,1.74818385565423,0.207748432350575,8.41490756813112,3.93204833532063e-17,1.1488451260763e-15
"Emilin2",355.107888513955,2.29801423782928,0.273213434150505,8.41105872035332,4.06326231585473e-17,1.18497996925641e-15
"Map3k8",95.8971024101343,-1.38407325012106,0.164673168808153,-8.4049712538995,4.27966410265213e-17,1.24577851906646e-15
"Oas2",221.130580506762,-1.85374534226963,0.220560704358313,-8.40469451556575,4.2897674286625e-17,1.24641135325593e-15
"Apobec3",1362.80875427788,-0.808280771181524,0.0962581304711313,-8.39701298192089,4.57979431864955e-17,1.32822485045853e-15
"Yrdc",190.525584713073,-0.858503341378712,0.102309119399589,-8.39126899358456,4.80922548526352e-17,1.39219549544857e-15
"Aig1",34.9743943841882,-1.80851770896638,0.215681635062893,-8.38512610700033,5.06714045887055e-17,1.46416141310636e-15
"Fam162a",295.155095629054,-0.936743466199143,0.111738239677458,-8.38337411528171,5.14316775180631e-17,1.48340282368153e-15
"Zbtb32",105.415059376031,-2.18239674408209,0.260534935146503,-8.37659925665973,5.44789517493949e-17,1.56841509624311e-15
"Cxcl11",22.7634819017209,-7.43947692981218,0.88823578797001,-8.3755653966775,5.49593738928632e-17,1.57741378382664e-15
"Fgfr1",61.6688368870468,2.82981512860883,0.337868402743607,8.37549503188155,5.49922230127232e-17,1.57741378382664e-15
"Rbm17",378.867595841704,-0.809819162362981,0.0967381943816049,-8.37124537562147,5.70124519966939e-17,1.63238384869951e-15
"E2f8",76.1436779574657,1.84530267734752,0.220440573206146,8.37097568069684,5.71431031638909e-17,1.633149888424e-15
"Retnlg",383.589455483148,-4.1435568458465,0.495116533048282,-8.36885171322372,5.81824122628523e-17,1.65682851152133e-15
"Tor1aip2",327.220184118557,-1.61478204970752,0.192949466979452,-8.36893760312635,5.81400248081943e-17,1.65682851152133e-15
"Mlkl",84.6549550201656,-1.9614774679124,0.234657419658308,-8.35889813656253,6.33067420521825e-17,1.79949128086484e-15
"Gars",568.846507783794,-0.827191542195404,0.0990327458820012,-8.3527073275441,6.67158172999844e-17,1.89297099663981e-15
"Ccdc125",52.0404034133914,1.86773555865295,0.223773262118321,8.34655374360759,7.02836669817482e-17,1.99061074105604e-15
"Slc16a3",263.517349582444,2.16982899046872,0.260111421662885,8.3419212297448,7.30931386857534e-17,2.06645871762834e-15
"Mknk2",668.867501351941,1.1006560700972,0.131984137023925,8.33930572957931,7.47279760441057e-17,2.10888519827163e-15
"Wbp1",123.426423435106,1.48779071598755,0.178452334762761,8.33718829157072,7.60778660481137e-17,2.143132574212e-15
"Kif21b",251.960987825007,1.20564652814516,0.144797846384094,8.32641201684066,8.33294223162562e-17,2.3432114300344e-15
"Prpf38a",198.521494040531,-0.891437264089993,0.107094001325448,-8.32387671631585,8.51321504632437e-17,2.3896290591638e-15
"Egln3",69.8686780589587,2.41820320468021,0.290666217592209,8.31951929161866,8.83207806604472e-17,2.47471363850547e-15
"Sult2b1",11.4156809628177,-4.15068350953811,0.498997689481,-8.31804154014254,8.9428672652784e-17,2.50129769649308e-15
"Peli1",172.877065025194,-1.59465125936565,0.191746762527836,-8.31644424314153,9.06416045167254e-17,2.53072003800783e-15
"Rbm19",83.5420725473301,-1.15785208349884,0.139394505630481,-8.30629642296069,9.87353989539955e-17,2.75181158893237e-15
"Elac2",116.161542883983,-1.18660237942792,0.142863328322036,-8.30585702688613,9.91015081121746e-17,2.75712673631022e-15
"Med11",166.542519512519,-1.01161665434133,0.121830425499007,-8.30348125435691,1.01104333583407e-16,2.80787812649748e-15
"Pimreg",55.9329410802409,1.91598775107352,0.230795342009005,8.30167426428721,1.02654338458086e-16,2.84589690691826e-15
"Coa5",160.789561712244,-1.08320351945763,0.130485081828467,-8.30135908472349,1.02927083731391e-16,2.84843455840446e-15
"Mms22l",44.459814879099,1.89398711967669,0.228379953924447,8.29314082576292,1.10296628458484e-16,3.04701705226522e-15
"Max",387.01823425787,-1.40622858111649,0.169800007415275,-8.28167561664068,1.21454055228509e-16,3.34936191953847e-15
"Psmb8",2163.73667617027,-0.714214757427878,0.08624877659927,-8.28086826954393,1.22280396676349e-16,3.36624440517605e-15
"Tspo2",33.0549944789347,-3.71514612233141,0.448717212861469,-8.27948207879063,1.23712149599491e-16,3.39970503418601e-15
"Acod1",451.755862439221,-2.98896986008046,0.36128034068248,-8.27327015478927,1.30333924352778e-16,3.57542575375448e-15
"Sytl3",48.4834475143166,-1.68165728179927,0.203360778882065,-8.26932946974262,1.3471451228938e-16,3.6891592659874e-15
"Rnf130",515.392980399113,1.17912568511971,0.142791042112811,8.25770067696645,1.48505393738631e-16,4.05975005943921e-15
"Slc29a1",58.612730637866,-1.73074638712461,0.209800001996366,-8.24950605650896,1.59050548296427e-16,4.34047841783252e-15
"Adora3",47.4233762284723,1.79288677205338,0.21743181794951,8.24574245370891,1.64137854015878e-16,4.47154753427313e-15
"Ckap2l",86.2283511843629,1.7462644772539,0.211803123246626,8.24475319573326,1.65501458829919e-16,4.50089520994378e-15
"Mrtfa",319.36100031637,0.870109191269634,0.105572641327061,8.24180564521503,1.69630957323259e-16,4.6052314648779e-15
"Cmpk2",341.768356757644,-3.46943065591849,0.420977178141858,-8.24137467791516,1.70243190722687e-16,4.61388399132744e-15
"Gapt",221.767887751793,2.18593400465767,0.265570002433916,8.2311028528217,1.85497607256197e-16,5.01865213160097e-15
"Il10ra",156.70522919374,-1.84395845022383,0.224040378840905,-8.23047371979878,1.86474513763222e-16,5.03641388633004e-15
"Ctdspl",24.6365946462381,3.31249682577463,0.402501406925675,8.22977701140386,1.87562269153194e-16,5.05710344565875e-15
"Eef2k",53.5200314296406,1.839569512832,0.223621234778237,8.22627383600795,1.93127217903517e-16,5.19823071613936e-15
"Slc19a1",75.3081238434946,-1.78896242952694,0.217683135698767,-8.21819487202965,2.06589083666464e-16,5.55106633530452e-15
"Cdc45",81.210970968639,1.70426746996228,0.207914186781126,8.19697537886813,2.46510911103226e-16,6.61246589015633e-15
"Bace1",26.0234019238393,3.15844898809205,0.385419350072111,8.19483761648477,2.50931688888587e-16,6.71958299427547e-15
"Ccdc28b",97.1860661940184,1.61515123380752,0.19732357777324,8.18529266514525,2.7164268385365e-16,7.26182201955022e-15
"Skil",133.80815312929,-1.2647698072193,0.154608675550139,-8.18045819692143,2.82766576139957e-16,7.54636300567739e-15
"Ifit1bl1",103.85088148567,-3.42445587744881,0.418631520131605,-8.18011953894984,2.83562427982085e-16,7.55477594144133e-15
"Rrm1",269.919244828749,0.923226632278448,0.113310002726326,8.14779463476219,3.70621058558287e-16,9.85751678422626e-15
"Kars",377.855385005751,-0.837156877861966,0.102766181468566,-8.14622929351553,3.75447906207286e-16,9.96902979336542e-15
"Cks1b",255.422306518907,1.26357293707339,0.155313986361807,8.13560302373461,4.09892890648127e-16,1.08652720878548e-14
"Rnpepl1",240.527337919206,-0.828454544291116,0.102186316447572,-8.10729433344597,5.17593746919431e-16,1.36970641545901e-14
"Tbxas1",88.9684786657802,1.52273108505118,0.187859213823151,8.10570348966043,5.24411937481233e-16,1.38541701601135e-14
"Fermt3",699.427538776668,1.0409405277516,0.128537957802251,8.09831232384316,5.57268503256033e-16,1.46974892662443e-14
"Sec22c",38.4352793859153,2.03505030031008,0.251320464550416,8.09743171512339,5.61315923183594e-16,1.47794388551473e-14
"Ccdc34",110.849891192951,1.52870846449418,0.188860495967412,8.09437916946885,5.75571433478644e-16,1.51248466268291e-14
"Tuba8",101.161002324696,1.73914874897168,0.214863236317666,8.09421275960129,5.76358746069763e-16,1.51248466268291e-14
"Ccdc88c",242.589540866731,1.26034026144532,0.155722961899415,8.09347732712278,5.79850925976733e-16,1.51911278423804e-14
"Als2cl",68.3905647164683,2.3374339803289,0.289082645066605,8.0856945936355,6.18109006454068e-16,1.61664816513336e-14
"Mob3a",294.972067597635,1.0390212374949,0.128507534632439,8.08529430174457,6.20142619363663e-16,1.61927272986336e-14
"Lap3",189.700407635846,-1.55397853468382,0.19227720348321,-8.081969711087,6.37289358605518e-16,1.66128547726702e-14
"Wdr74",181.245221191392,-1.14292321421309,0.141424107172022,-8.08153034915676,6.39590055378355e-16,1.66452252988284e-14
"Gltp",476.937908056217,0.788704237934619,0.097603584724656,8.08068925090803,6.44017277538707e-16,1.67327398109602e-14
"Pisd",125.671527352693,-1.14822223045684,0.142183271886835,-8.07564923228611,6.71185654361587e-16,1.74098470312043e-14
"Aqp1",38.6881119229433,-3.94449851795071,0.488616595733471,-8.07278866987633,6.87104749584803e-16,1.77934094871887e-14
"Sap30",88.9533643464224,-1.47520066656678,0.182795764613552,-8.070212511135,7.01759159661379e-16,1.81430135373639e-14
"Zfp593",35.3326059214469,-1.80908792483098,0.224510616152301,-8.05791706350201,7.76054405773927e-16,2.00308689726771e-14
"Slc17a9",96.7164625038498,1.59811597915437,0.198367186991309,8.05635248144337,7.86047556429348e-16,2.02555435073982e-14
"Noc3l",44.5104172942984,-1.698182323725,0.211071709450446,-8.04552314541086,8.58777688849003e-16,2.20934967119762e-14
"Rreb1",124.398674268291,1.03361962123325,0.128503761456471,8.04349701143478,8.73103376595571e-16,2.24253463671663e-14
"P2rx1",102.917390106769,1.93288134252263,0.240369327603458,8.04129778867354,8.88919405489139e-16,2.27943297469556e-14
"Spc24",139.982381810503,1.23868127033781,0.154070815981462,8.03968786980947,9.00675987209376e-16,2.30581854119612e-14
"Aurka",94.7267160387575,1.37722090305654,0.171342784530507,8.0378109112107,9.14576159009785e-16,2.33759717780078e-14
"Or2v1",17.5828326210487,-3.5047007420524,0.43605181228322,-8.03734933172588,9.18026722312839e-16,2.34260747533044e-14
"Atp6v0a1",212.910499135332,1.49236254008008,0.18584078423857,8.03032846742776,9.72120444784191e-16,2.47428827718056e-14
"Cxcr5",279.163414635889,-1.20305203161978,0.149815100269449,-8.03024547896731,9.72778265346134e-16,2.47428827718056e-14
"Bcl2l14",24.1409380742865,-2.76285131791493,0.344298717209662,-8.02457627581714,1.01876973186834e-15,2.58708261958618e-14
"Ifrd1",250.047116271807,-1.41304967126606,0.176136832834455,-8.02245418250557,1.03653067126967e-15,2.62793961640129e-14
"S1pr1",264.764199371969,1.68359729572384,0.2099502301288,8.01903048494396,1.06583054795262e-15,2.69787284754705e-14
"Plk1",178.447420215407,1.50853137853382,0.1882876408933,8.01184491651623,1.1300030606267e-15,2.85571030707253e-14
"Pdrg1",156.78311531742,-1.03114504783694,0.12885321086426,-8.00247848633902,1.21939482205654e-15,3.07667210399788e-14
"Ptpn7",172.512695979335,1.25800727911458,0.157308674667777,7.99706234746041,1.27422725471447e-15,3.20986830398344e-14
"Cacnb3",297.499541141024,2.28630555626973,0.285955477326982,7.99532003247975,1.29237726100868e-15,3.25038050652727e-14
"Ybx3",587.115145516666,-0.843125155105977,0.10552458801779,-7.98984550372124,1.35107963174091e-15,3.39259117113983e-14
"Sptb",34.1325700453775,-5.2300664655292,0.654632587733011,-7.98931578343953,1.35689718728931e-15,3.40176505374812e-14
"Tmem108",42.0054473564285,2.328363466275,0.291464685700618,7.98849253616477,1.36598735457227e-15,3.41910115071998e-14
"Il2",12.5298825243631,-4.68332766086178,0.586491324364273,-7.98533152376682,1.40145148063776e-15,3.50229186393401e-14
"Zfp704",40.1141300701644,2.13732711331409,0.267674993201688,7.98478441242981,1.40768105177416e-15,3.51227594489493e-14
"Kcnab2",212.707810799415,1.35535875699724,0.169789544158286,7.98258081035727,1.43304926756218e-15,3.56990514054039e-14
"Kif23",108.253000366609,1.32705820704249,0.166327104144786,7.97860465295719,1.4799677668906e-15,3.68095147591034e-14
"Il18",30.8102880924631,-2.86887202458111,0.359606118749977,-7.97781760375369,1.48943271916982e-15,3.69864027055773e-14
"Myl10",55.3992048654994,4.20650713765251,0.527766280487763,7.9703976801338,1.58164571098336e-15,3.92143358532293e-14
"Mapk14",211.876457583037,1.19975919831593,0.150621575425576,7.9653873950399,1.64706960041025e-15,4.0772105588738e-14
"Blvrb",358.421545163935,-1.35487653301654,0.170106575036182,-7.9648686873412,1.65399321955414e-15,4.08791185820306e-14
"Tut1",120.895919114769,-1.1046054627338,0.138752830435415,-7.96095805229686,1.70712259140926e-15,4.21259968828292e-14
"Tomm40",347.6369010682,-0.748198899874736,0.0939931723790466,-7.96014094361526,1.7184341994073e-15,4.23386632922936e-14
"Rassf3",147.534394338796,1.18586774250176,0.149058675595251,7.95571098271277,1.78105728239336e-15,4.38128942440395e-14
"Nr4a2",46.607495408389,-2.68131358478387,0.337074822542795,-7.95465399805545,1.79632810373172e-15,4.41195022852483e-14
"Pafah2",55.6265432389908,1.86845998246969,0.235027451190411,7.94996487859597,1.86564399405612e-15,4.57504804096227e-14
"Cdca2",61.759708432575,1.75357254814862,0.2205843383112,7.94966932636297,1.87010011921912e-15,4.57883236355223e-14
"Qtrt2",27.7536199620846,-2.14404280127503,0.269754278749523,-7.94813269029128,1.89343789202617e-15,4.6287636430419e-14
"Gtpbp2",333.110068000728,-0.982238459179734,0.123611542136994,-7.94617106298337,1.92364743662621e-15,4.69531274166575e-14
"Idnk",201.111043749204,-0.964456936722864,0.121384422095292,-7.94547537546227,1.93447481863116e-15,4.71442010450592e-14
"Aimp2",161.65179282414,-1.11728766157255,0.14069202282614,-7.94137179300663,1.99957321105303e-15,4.86552496974344e-14
"Dach1",30.7714792301394,2.38589499273878,0.300772724323651,7.93255105862393,2.14689405319458e-15,5.21592389832543e-14
"Ethe1",110.581450313478,1.53819463261742,0.194160906818231,7.92226745241482,2.33217990485618e-15,5.65733579080775e-14
"B3gnt7",21.9422549984824,2.68901683963241,0.339495335470278,7.92062970734931,2.36310717974577e-15,5.72352569467238e-14
"Med28",356.36340378467,-0.954336759225584,0.120513711905244,-7.91890602436964,2.39609354914095e-15,5.79449146137639e-14
"Selplg",1238.71824733647,0.844122846837728,0.106622009525006,7.91696621174407,2.43375849763561e-15,5.8765360713263e-14
"Spns2",51.2725649642985,2.39346305382725,0.302384680301978,7.91529204269543,2.46673380488572e-15,5.94702280352739e-14
"Flot1",249.866732881364,1.174876860078,0.148464733476318,7.9135080269107,2.50235697039663e-15,6.02366756778939e-14
"Hmox2",385.237189623267,-0.907009925445283,0.114664726441839,-7.91010412347987,2.57173706010483e-15,6.18121327947826e-14
"Otud5",314.908293292591,-0.808598143050157,0.102287943284753,-7.90511684059531,2.67682402992827e-15,6.42396899640343e-14
"Timp2",105.385183073764,1.85585787196033,0.234869195738132,7.90166571707227,2.75200653268129e-15,6.59432784866116e-14
"Slc43a2",105.742534350916,1.87888785876523,0.23780957630625,7.90080823467599,2.771006921071e-15,6.62975004449241e-14
"Epsti1",675.933955986439,-1.13737728121553,0.143977065113568,-7.89971152918261,2.79549645154936e-15,6.67817761731069e-14
"Pdcd11",107.138254809889,-1.11439572958435,0.14107937735204,-7.89906895324297,2.8099441154242e-15,6.70250554633581e-14
"Shmt2",563.960237193688,-1.41287267270224,0.178946320676759,-7.89551116423565,2.8912779059963e-15,6.88606021278119e-14
"Thap12",130.624011242777,-1.16705781414685,0.147925092457879,-7.88951890957357,3.03353667024165e-15,7.21394295303003e-14
"Trim30b",82.5414391683719,-1.55379996130543,0.197299384464728,-7.87534114980077,3.39814362271062e-15,8.06879450232451e-14
"Pnpla2",264.26220688886,-1.10443358336839,0.14026050112247,-7.87415968522772,3.43040582554556e-15,8.13311450554309e-14
"Anxa7",323.365438113584,-0.805646123352827,0.102480825033006,-7.86143283968832,3.79764032102647e-15,8.99022713949023e-14
"Ncapd2",139.142274842078,1.08700482955359,0.138345462528644,7.85717731312309,3.92886503927569e-15,9.28689166201122e-14
"Dgat2",188.573381698486,2.45912126905491,0.313181728929513,7.85205853949537,4.09263369646697e-15,9.6594758370517e-14
"Tsc22d1",116.967552199872,-1.19440911099689,0.15212106010155,-7.85170120560258,4.10431385952925e-15,9.67252017360424e-14
"Ezr",816.940782445795,-0.845503102620086,0.107690670643026,-7.85121958635368,4.12010847417055e-15,9.69520735112078e-14
"Mgl2",20.4326068480898,3.47502553852814,0.443207179798404,7.84063457660766,4.4827521271183e-15,1.05327923297717e-13
"Azi2",141.414311499673,-1.09675221538666,0.139932731659505,-7.83771032252382,4.58836007882264e-15,1.07648406088079e-13
"Nfam1",249.502800974535,1.44663207091324,0.184662587103591,7.83392073946046,4.72886951798771e-15,1.10779582642696e-13
"Tmem229b",155.856013894356,-1.25843130777107,0.160664570509588,-7.8326621966476,4.77646395895928e-15,1.11728031206668e-13
"Gm11772",12.9009527939026,-3.19366409902031,0.407749736428342,-7.83241241795765,4.78596579332024e-15,1.11783946961665e-13
"H6pd",56.4996219449593,2.03293323138984,0.259788343481872,7.82534429429355,5.06269444640189e-15,1.18071949559334e-13
"Relb",286.616149814862,-0.877569390301317,0.112149775685029,-7.82497677718019,5.07750635188277e-15,1.18241959029993e-13
"Lpcat3",220.975297237878,1.12314968568309,0.143559480415026,7.82358422053426,5.13401810390504e-15,1.19381110318467e-13
"Tgif2",47.7230981562274,-1.89018506099524,0.241700531371524,-7.82035955928366,5.2672667497532e-15,1.22298620442202e-13
"Smpd1",75.8480013098502,1.57951676003206,0.202037134950703,7.81795267695447,5.36893658252332e-15,1.24475389588029e-13
"Cd22",653.658446385772,1.4628239039599,0.187287247560179,7.81059000554676,5.69208936915634e-15,1.3177312635312e-13
"Dnmt1",202.647459962651,1.27849140961177,0.163801757193431,7.80511413013735,5.94477222183915e-15,1.37420403757485e-13
"Snhg15",170.175433798993,-1.3519869247528,0.173344930646917,-7.79940272673238,6.22008639768698e-15,1.43573477364525e-13
"Hmgn3",144.342395630379,-1.31735099069717,0.169179080324234,-7.7867250972901,6.8768350835961e-15,1.58499957007401e-13
"Gpr171",152.336772598812,-1.09687290206719,0.1409549134798,-7.78172874565585,7.15401328302702e-15,1.64647049481554e-13
"Ifrd2",111.643237037163,-1.55527411182679,0.199998232680547,-7.77643927639597,7.45943646829718e-15,1.71425265855502e-13
"Mndal",316.501633283915,-2.33383703044012,0.300156641257517,-7.77539694161829,7.52111893316798e-15,1.72590464978785e-13
"Fos",706.091090559011,1.75100281880103,0.225204437495182,7.77517014440931,7.53460651056854e-15,1.72647929649602e-13
"Scd1",221.834631510325,1.93674565681538,0.249358428091935,7.76691476456265,8.04209212026826e-15,1.84008218396647e-13
"Mvb12b",81.7913338767952,1.47829675789757,0.190567704400969,7.75733098399046,8.67353543388312e-15,1.98167592275013e-13
"Lacc1",56.9983494393487,-1.81357619352844,0.233823378344311,-7.75617992679031,8.75258234879224e-15,1.99683370015479e-13
"Runx1",310.353195248903,0.835484052595132,0.107748840311112,7.75399577557187,8.90452912496783e-15,2.02855497558506e-13
"Ltb4r1",140.584352530406,1.79080395630201,0.231007297950397,7.75215316654862,9.03473203007591e-15,2.05523810102407e-13
"Xpc",104.552644506748,1.24859683661096,0.161212628219035,7.74503120757094,9.55583736586927e-15,2.17063883748698e-13
"Vps54",103.497041238535,-1.42239611525008,0.183717666949881,-7.74229359029536,9.76392050671393e-15,2.21470514350702e-13
"Cbl",273.456405708716,0.775849464360706,0.100271308881548,7.73750211316407,1.01388997807185e-14,2.29644619096706e-13
"Snhg17",64.1769212726688,-1.36848994674479,0.176889346174814,-7.73641814127324,1.02256769786567e-14,2.31276858169071e-13
"Gzma",93.3924572419199,-3.11128092346781,0.402190883785557,-7.7358315389533,1.0272941689569e-14,2.32012026463126e-13
"Lgals3bp",697.441677293443,-1.65341713735339,0.214005758991476,-7.72604038856379,1.1094344227574e-14,2.50203725843955e-13
"Tgfbi",237.18795315933,1.77244474049353,0.229552408195999,7.7213075411527,1.15142360193058e-14,2.59301254996372e-13
"Dtnbp1",308.86433620826,0.770138081240773,0.0998152801243727,7.71563312031143,1.20383137461466e-14,2.70715670637594e-13
"Cebpa",97.616847395891,2.48860732957327,0.322643147770267,7.71318822907483,1.22712894620168e-14,2.75560570076346e-13
"Lamtor4",268.041021402356,1.4420984039497,0.186970937757847,7.71295486476839,1.2293757512723e-14,2.75671290074883e-13
"Cep55",46.7038745808839,1.59175453238896,0.206396483238429,7.71212041704297,1.23744288332403e-14,2.7708496699388e-13
"Cish",407.362611080903,-1.46957710400957,0.190733264632333,-7.70488098571794,1.30965289097465e-14,2.92836896063024e-13
"Mars1",276.68221537061,-0.856192883584853,0.11112808695147,-7.70455883001705,1.31296083039897e-14,2.9315953541252e-13
"Adam11",18.3978752091155,3.1675084158739,0.411801644890374,7.69183041198664,1.45044793638801e-14,3.2339845549054e-13
"Lrg1",85.2473776261477,3.51412261975801,0.457004075524776,7.68947763917151,1.47736951769032e-14,3.28934439781503e-13
"Trmt1l",132.61861666175,-1.0500599834611,0.136582174716309,-7.68811878740511,1.49314150627165e-14,3.31975832207696e-13
"Pf4",615.266860013329,2.05460583644963,0.267490419797969,7.68104456975112,1.57796563746173e-14,3.50339574226849e-13
"9330175E14Rik",35.1446140791062,-1.73058853900088,0.225355109588762,-7.6793845152166,1.59854748195846e-14,3.5440857360938e-13
"Sytl1",25.1047451145632,2.42853665546604,0.316307737841383,7.67776555843812,1.61887409386535e-14,3.58409603964359e-13
"E130102H24Rik",25.2957798870066,-2.10661065559682,0.274564811715043,-7.6725442070966,1.68617816566581e-14,3.72785296569632e-13
"Faim",156.591669494334,-0.868580769728358,0.113304638540132,-7.66588888963012,1.77596888054152e-14,3.92085039792585e-13
"Tmem176a",182.831314378615,1.20743936449189,0.157554116182699,7.6636484894609,1.80724100135035e-14,3.98429471251418e-13
"Hdac5",157.619121259829,1.05414331657561,0.137756615629496,7.6522155524696,1.97545733581735e-14,4.349049560464e-13
"Fnbp4",328.03011904601,-1.28222098737186,0.167636253530994,-7.64882870121402,2.02818201784932e-14,4.45888015924105e-13
"Anxa4",124.332578029584,-1.389602312168,0.181803112876849,-7.64344619945699,2.11483519105928e-14,4.64289027489677e-13
"Mxd1",275.477980781255,-1.67721375909284,0.219438276424639,-7.64321423964902,2.11865026669942e-14,4.64477873671523e-13
"Fam241a",141.814314885137,-1.35048585309464,0.17680217160562,-7.63840082296656,2.19936270062708e-14,4.81501146116394e-13
"Nin",206.976680283545,0.937684440949773,0.122853476811014,7.63254297143107,2.30167697849608e-14,5.03199727746592e-13
"Ftsj3",195.189833402575,-1.0258533488384,0.134435458185496,-7.63082420876578,2.33257568853841e-14,5.09246628446324e-13
"Prkch",116.79434557648,-1.22791374121262,0.161029438708656,-7.6253991261451,2.43280487236987e-14,5.30391952687684e-13
"Txn2",548.987439436721,-0.979183588408893,0.128419946519483,-7.62485591177487,2.44307115057384e-14,5.31892457283521e-13
"Mast3",252.981009508671,0.987663844056881,0.129567284863095,7.62278722673305,2.48255910344738e-14,5.3974199926818e-13
"Agfg2",51.6780000942429,1.55256148145144,0.203832629541471,7.61684468744768,2.5995180313662e-14,5.6438983335698e-13
"Cfdp1",253.383552490226,-0.850425330875788,0.111675895675211,-7.61511985853326,2.63446884993786e-14,5.71189184167907e-13
"Aopep",113.66406372646,-1.02725195234676,0.134980859419881,-7.61035273268868,2.73348871622867e-14,5.91841723559208e-13
"Nfkbib",451.025748111702,-1.03376228890779,0.13587117348581,-7.6084003868249,2.7750901581812e-14,6.00022588671942e-13
"Eif3c",1400.15091321167,-0.820186271028659,0.107842953465891,-7.60537656535963,2.84075521254319e-14,6.13376802005033e-13
"Prxl2a",147.433201214689,-1.5359929695337,0.202033783607044,-7.60265408146397,2.90118231004269e-14,6.25564948306736e-13
"Wipi1",49.5561616345742,2.15863403512608,0.28394510265491,7.60229359458105,2.90927771263385e-14,6.26451183080706e-13
"Fbxo6",147.920333347641,-1.04778802260464,0.137842313680786,-7.60135255006742,2.93051546133228e-14,6.30161047013435e-13
"Bin2",323.4075488863,1.51631238031023,0.199587495997331,7.59723134324259,3.02533420456525e-14,6.49661589638814e-13
"Zmynd15",72.0869779442995,1.59098525063876,0.209423432772902,7.59697818707811,3.03125606679084e-14,6.50045213013441e-13
