"","baseMean","lgFC_CD8_Tumor_vs_CD8_DLN","lfcSE","stat","pvalue","padj"
"Hoxa10",131.978775669964,9.89310798356308,1.22298788876629,8.08929350358731,6.00118021144492e-16,1.42080134003948e-14
"Bri3",1582.9267559637,1.32224774977765,0.163508827328578,8.08670560104091,6.1300197124367e-16,1.4497912106129e-14
"Col14a1",335.340107219386,6.93109968880416,0.857188691725159,8.08585059008979,6.1731827438827e-16,1.4584787272292e-14
"Gpc3",130.674771304067,9.87861995922192,1.22191486361963,8.08454030091661,6.23991109386143e-16,1.47270992216307e-14
"Grb10",331.242287613037,6.60642388642489,0.81726454014417,8.08358072804612,6.28922905722808e-16,1.48280669695416e-14
"Sema3g",188.222008352385,7.56962312872829,0.936629858423845,8.08176576974218,6.38356271374132e-16,1.50348479657702e-14
"Sord",395.374959851717,2.90909790851695,0.359970327695962,8.08149362514689,6.39782729025016e-16,1.50528133579008e-14
"Abca12",201.624644093574,11.4649832940904,1.41881047364786,8.08070105700106,6.43954926289102e-16,1.51352763556095e-14
"Ms4a4a",353.750503208139,3.9662729193132,0.490940253944679,8.07893198295394,6.53364542797095e-16,1.53405395395248e-14
"F7",73.2133199805911,9.99219037493214,1.23693443566757,8.07818918028534,6.57355739563279e-16,1.54182890682883e-14
"Ltbr",1123.88976650505,5.17178713118289,0.640311761762054,8.0769828699551,6.63888681239615e-16,1.55554330363592e-14
"Vmn2r97",964.175636005769,-3.18616007923599,0.394656514761526,-8.07324840731756,6.84521439093019e-16,1.60223227658088e-14
"Cmklr1",477.579808596469,5.92470157616395,0.733933863251913,8.07252788406955,6.88574398477032e-16,1.61005731256264e-14
"Gprc5a",199.097217946878,4.40613241227262,0.545955094075782,8.07050334374391,7.00089467415827e-16,1.6352965201296e-14
"Maged1",2786.41030650057,4.39755107451657,0.544922454895595,8.07004929785675,7.02697897742667e-16,1.63970072208863e-14
"Cdk2",3863.76956847858,1.81943248408188,0.225607915612423,8.06457734048451,7.3489670094008e-16,1.71307215560349e-14
"Pwwp2b",179.820391717559,2.19771519424557,0.272734490175059,8.05807579684891,7.75047580258678e-16,1.80481048951202e-14
"Gpc4",108.379902436247,7.47804030262231,0.928143885940275,8.05698385336722,7.81999750641196e-16,1.819131932748e-14
"Zfp169",248.612677719434,-2.40108346597465,0.29806098944213,-8.0556783712913,7.90392150049474e-16,1.83677093804018e-14
"Ltbp3",513.304780505387,5.14986266604078,0.639793559126028,8.04925681508205,8.32982940832948e-16,1.93376520788455e-14
"Ell2",2126.16483190664,1.98936160443014,0.247252976815157,8.04585501883507,8.56453369375752e-16,1.98621869844698e-14
"Tnfsf4",331.492641245867,4.09712767500134,0.509259740121935,8.04526129244055,8.60615996018165e-16,1.99383364715914e-14
"2410002F23Rik",3158.09962257535,-1.33960261397332,0.166549979305675,-8.04324695540607,8.74887627213186e-16,2.02482921151248e-14
"Sema3c",109.482785040459,8.73624395523001,1.08732705532771,8.03460551489447,9.38804590002307e-16,2.17054300773112e-14
"Grem2",120.655270928283,10.7111364270061,1.33317463820222,8.03430857449405,9.41080799234761e-16,2.17358998039141e-14
"Slc31a2",530.435542368803,2.12963171065085,0.265096657405271,8.03341593023236,9.47956191277417e-16,2.18724256097285e-14
"Pkd2",496.059204720507,4.66481258930843,0.580721121338557,8.03279305315447,9.52783051001744e-16,2.19614556704985e-14
"Trim14",806.55970051604,-1.23659338444127,0.153958533862183,-8.03198987039076,9.59042908758205e-16,2.20833017396394e-14
"Pik3r6",207.985642933886,3.38857699749966,0.421924729749493,8.03123580718187,9.64956806129322e-16,2.21969425150296e-14
"Hcar2",1051.30513093232,7.21813608679386,0.898871907719798,8.03021656901523,9.73007527423868e-16,2.23594566661609e-14
"Smim14",2047.20040033931,-1.37065636445922,0.170799180335573,-8.02495867817554,1.01560123605596e-15,2.33146271609161e-14
"Tmem98",54.361757654633,5.33573494082388,0.665063255022599,8.02289842436503,1.03278750484035e-15,2.36851904927038e-14
"Trim65",625.198044248628,-1.98101887335553,0.247079520023084,-8.01773806736571,1.07710186070717e-15,2.4676512426969e-14
"Pstpip2",285.500786206224,3.60303822181772,0.449411389348034,8.01723834156649,1.08149143132783e-15,2.47520758364747e-14
"Zfp646",3001.66022943759,-1.64948479305061,0.2058323545004,-8.01372941126904,1.11281396724169e-15,2.5443279829646e-14
"Ckap2",587.851596845287,1.91105617142609,0.238625067423251,8.00861448490002,1.16007938611231e-15,2.64972412451292e-14
"Cd70",47.4881103067017,3.93052265669892,0.490867268270359,8.0073024028444,1.1725192429878e-15,2.67544355635878e-14
"Palmd",187.133811521316,8.56027037278318,1.06942297482399,8.00456935591088,1.19885472370372e-15,2.73278633048483e-14
"Satb1",9833.37787791309,-1.74851282431654,0.218681598931807,-7.99570166332004,1.28838008929117e-15,2.93391052261175e-14
"Calhm5",60.0498427398549,6.96552643356344,0.871270281872813,7.99467923844585,1.29911638092087e-15,2.95539203968569e-14
"Gpnmb",23490.046601487,7.97361489467078,0.997633303950301,7.99253078570841,1.32196485923763e-15,3.00435721166018e-14
"Ccnb1",1255.6167394227,2.78213819744536,0.348229981382505,7.98937008927265,1.35629965016312e-15,3.07930253907404e-14
"Cdc42ep4",883.501251996536,4.04586030104195,0.506495152848465,7.98795462955282,1.37195920884147e-15,3.11174068157334e-14
"Fat1",1277.49121333887,6.56998724658803,0.822975193305589,7.98321419652858,1.42571186549653e-15,3.23042665547719e-14
"4930430E12Rik",223.653170090917,9.73229424997504,1.21977117944161,7.97878685281798,1.47778511388451e-15,3.34507426826492e-14
"Kit",769.745649908687,2.12545131914961,0.26646443077647,7.97649169518088,1.50551293071364e-15,3.40444055648216e-14
"Jdp2",768.19870402002,3.87079282170263,0.485535590457294,7.97221233165829,1.55858719111581e-15,3.52094781690215e-14
"Usp3",2344.84427800972,-1.41567065906838,0.17771446336567,-7.96598449139992,1.63913500055053e-15,3.69922596492404e-14
"Parp12",3309.50815392303,3.19920140848438,0.401621740540723,7.965707743254,1.64280791565159e-15,3.70382965555603e-14
"Recql5",1069.72718701966,-1.68883473385611,0.212017578594499,-7.96554108886483,1.64502360995302e-15,3.70514205534701e-14
"Tal1",55.3985445859516,5.50051648700288,0.690994791684189,7.96028646409368,1.71641430439765e-15,3.86210246409158e-14
"Gm13230",53.7566692426717,5.11736043147437,0.643111845007385,7.95718578533662,1.75996347705671e-15,3.95616765343144e-14
"Gldc",119.063540942345,6.90511699160024,0.868087873217,7.95439863249205,1.80003680436929e-15,4.04224106533662e-14
"Ect2",934.060351085398,2.13523906289276,0.268477047694371,7.95315309531959,1.81823424065942e-15,4.07906734049418e-14
"Vwf",466.436088961237,6.13359779191198,0.771436197330171,7.95088150276002,1.85189019583662e-15,4.15046655452276e-14
"B3galt1",67.3588987052674,9.87248979486118,1.24312741464044,7.94165560069857,1.9950023255947e-15,4.46679642120567e-14
"Tsbp1",68.2999734836744,-4.40734608575878,0.555111605347471,-7.93956754516061,2.02887381050827e-15,4.53815452624636e-14
"Fcgr4",1308.44232179545,7.36456223343675,0.927686680029322,7.93863099684041,2.04424945190981e-15,4.56804155849915e-14
"Tk1",1534.94703364654,1.62677345813385,0.20512430943101,7.93067122393404,2.17964560524542e-15,4.86580137525308e-14
"Mastl",338.311826661244,2.04972730066435,0.258585117572761,7.92670251058664,2.25041522936333e-15,5.01884639303733e-14
"Tnfrsf25",420.706869135947,-3.08256176448232,0.388890902162039,-7.92654635874695,2.253245496855e-15,5.02022211337605e-14
"Bcl9",1204.48643469337,-1.44498112959563,0.18234591619777,-7.92439534553887,2.29259139918592e-15,5.10287198478271e-14
"Sec24d",1462.64131544386,2.01448371157634,0.254381115395909,7.91915590290999,2.39128363524212e-15,5.31732393440456e-14
"Cip2a",1336.75171896585,2.29276144217496,0.289603876698801,7.91688795160545,2.4352902324502e-15,5.40987441353603e-14
"Dynlt2b",134.377545656883,2.05912814271725,0.26011198848506,7.91631387199794,2.44655538017654e-15,5.42958146553661e-14
"Lamb1",1545.30177111663,6.6284971526312,0.837338420844749,7.91615073143788,2.4497660354943e-15,5.43139232170541e-14
"Smap2",9208.76223760576,-1.66262590403994,0.21015205325616,-7.91153775696553,2.54228810401816e-15,5.63101918820663e-14
"Rab37",1110.85980600436,-2.63746129803328,0.333535159991641,-7.90759600307018,2.62406760041086e-15,5.80648558487012e-14
"Cbx7",4176.1745072659,-2.96624390038983,0.375285392008023,-7.9039684558956,2.70161420796284e-15,5.96760919950378e-14
"Sfrp1",100.195945187068,10.4612861117798,1.32355266249688,7.90394398968955,2.70214481190882e-15,5.96760919950378e-14
"Gm42870",128.005145646904,-10.1097582908938,1.27912591511087,-7.90364589714182,2.70861785759977e-15,5.97608576150003e-14
"Cpne4",78.0326718826167,7.18561877237489,0.909384791631605,7.90162628460341,2.75287746985648e-15,6.06783419764964e-14
"Wsb2",2617.05794401832,1.61471492421722,0.204476132891669,7.89683813647187,2.86067477506043e-15,6.29931694884909e-14
"Kif4",817.148115003215,2.39150669517663,0.303333470746312,7.88408443450914,3.16849998217971e-15,6.96363838137772e-14
"Sult2b1",161.287912336508,1.95830251940926,0.24838328068142,7.88419620691383,3.16566549735906e-15,6.96363838137772e-14
"Fgd1",95.2866196086051,3.78100260383113,0.480443747386284,7.86981332237248,3.55170823060487e-15,7.79828599984018e-14
"Meis2",455.33217979202,6.72512892434558,0.855316080494493,7.8627411289374,3.75817178209383e-15,8.24362613052902e-14
"Anxa1",3074.86233927542,4.95119997304839,0.629961949697702,7.85952227023284,3.85601264853399e-15,8.45006984361347e-14
"Msantd3",193.987966040217,6.85177708180517,0.872347416617652,7.85441322033316,4.01648047678601e-15,8.79322332953508e-14
"Cela1",113.169382739058,3.64091935803856,0.463689944719764,7.85205588238275,4.09272042855091e-15,8.95149392863676e-14
"Zfp13",65.8439495709524,6.94696292897104,0.884992782304232,7.84973964520187,4.16901827494054e-15,9.10958607841296e-14
"Ago1",2401.51965488735,-1.30275022847622,0.165968176809258,-7.84939771901834,4.18039945008213e-15,9.12566313063645e-14
"Rgma",100.857770503762,5.58375541303996,0.711670487054754,7.8459842224852,4.29570952605396e-15,9.36836420773364e-14
"Cebpb",2172.18307859857,3.18622723157105,0.406240611986747,7.84320212592382,4.39200182378464e-15,9.56916362778668e-14
"Npnt",168.985091833001,5.27879878518103,0.673066653347318,7.84290643271113,4.40236026996288e-15,9.58252718647102e-14
"Ccn1",2686.47638667451,6.27918110756598,0.800899360266104,7.84016247119947,4.4996385192987e-15,9.78488027384601e-14
"Aff3",2127.6739040906,-2.2116393883307,0.282295990546062,-7.83446971404939,4.70825541917041e-15,1.02287299963797e-13
"Slc40a1",57.9337998434299,5.39120085805366,0.688520300827752,7.83012621642711,4.87380433200374e-15,1.05782541678638e-13
"Fam174b",768.73933610455,2.37562603078273,0.303639419961053,7.82383931271984,5.12362001515899e-15,1.11098303598299e-13
"Izumo1r",796.010519142499,-3.70258839947115,0.473274033655928,-7.82334997521319,5.14358472558846e-15,1.11424684967595e-13
"Gdf15",346.911033434521,7.77639420768624,0.994546286650433,7.81903699412184,5.32289671569542e-15,1.15199065275465e-13
"Rhobtb1",114.401623943268,2.94202970135403,0.376335665812614,7.81756811436239,5.38535900944193e-15,1.16439778544473e-13
"Arhgap25",2037.22285737853,-1.8314650233777,0.234311528927469,-7.81636751619091,5.43694837969674e-15,1.17443263047526e-13
"Entpd1",1736.33582532663,3.15650842952427,0.403905177653123,7.81497392003009,5.49744110347502e-15,1.18636975897162e-13
"Eya4",75.3473622653709,6.146289231255,0.786554355621239,7.8141951504426,5.53153371787349e-15,1.19259235983925e-13
"Cfap91",83.9056488249073,5.1023155977506,0.6530051347955,7.81359184770956,5.55808781311628e-15,1.19717938926202e-13
"Kif26a",142.994469518701,7.39011633110466,0.946029713922714,7.81171692849005,5.64141502071479e-15,1.21397470668721e-13
"Cd109",984.926241277929,6.75090807313894,0.86453622170375,7.80870471781375,5.77786872953149e-15,1.24215962705691e-13
"Bok",97.1547175801186,5.98431050459082,0.766635177390788,7.80594301054405,5.90582648827156e-15,1.2684663880728e-13
"Map7",479.61458587397,-2.44206938758104,0.31294598161172,-7.80348536512276,6.02203918323222e-15,1.29220312880691e-13
"Mgll",1443.73038679995,5.3702643935371,0.68842130497164,7.8008399140964,6.14964846955486e-15,1.31833815631355e-13
"Zfp9",187.460906788766,5.47379567256071,0.701832836976022,7.79928693012653,6.22579614731435e-15,1.33340210025719e-13
"Gas7",906.821543979834,3.29175232896372,0.422312892381621,7.79458166763506,6.46222079186683e-15,1.38273235641822e-13
"Firre",661.70610179172,1.85972047893552,0.238655627455602,7.79248534284611,6.57037947567481e-15,1.40455020629388e-13
"Irf7",6110.12253814312,1.57260519978025,0.20202454011851,7.78422858360542,7.01398449685124e-15,1.49796781895558e-13
"Klrg2",83.5699265692961,3.21519630931392,0.413379397113892,7.77783395051034,7.37768173651132e-15,1.57415991971602e-13
"Col4a5",110.276634320878,5.98026036956124,0.768927250217952,7.77740724869113,7.40260058719363e-15,1.5779923300577e-13
"Vwa1",526.808932292697,8.47975914437314,1.09088848767893,7.77325935707272,7.64918979854776e-15,1.62902604526631e-13
"Sox11",694.424665384531,7.46009089416059,0.959930803611104,7.77148818029064,7.756931852607e-15,1.65042187006547e-13
"Dnm1",205.737565949053,7.39210958012327,0.951685249167564,7.76738904652471,8.01204676870437e-15,1.7031043370289e-13
"Fermt3",7825.90350355119,-1.0571531219704,0.136128837611405,-7.76582787688351,8.11136437684177e-15,1.72260164261375e-13
"Rfx5",1171.81350083212,-1.57659302108167,0.203051068139974,-7.76451478696401,8.19583716697532e-15,1.73891284176022e-13
"Ighv1-18",95.4608339105593,-9.6842934552268,1.24756293742219,-7.76256905742745,8.32260277728135e-15,1.76415844478055e-13
"Gja1",921.022311086777,6.03999744162143,0.778284971745093,7.76065022568581,8.44950521062741e-15,1.789385879386e-13
"Fbln1",738.622067623415,5.42830979730757,0.699614935461223,7.75899644527878,8.5604049466794e-15,1.81118045331749e-13
"Ushbp1",205.219935800966,6.31054083060131,0.813535608551762,7.75693253530131,8.70081839347217e-15,1.83917299144774e-13
"Sap30",591.374137022408,1.60542267401646,0.207016472785896,7.75504795541969,8.83100988454353e-15,1.8649547038299e-13
"Ddr2",1195.26946027451,6.69320286225881,0.863311146884646,7.75294386781866,8.97863138660338e-15,1.89436593934466e-13
"Spsb4",74.2529620953706,6.02588785201511,0.777257067164177,7.75276045285837,8.99161415103059e-15,1.89534201263499e-13
"Lrrfip2",1230.10903498776,1.48975080779773,0.192178064467192,7.75192950313045,9.05066355398723e-15,1.90601764222827e-13
"Ftl1",14835.7927315533,2.04883626464425,0.264424775656589,7.74827645993768,9.31481704588974e-15,1.95982713745663e-13
"Amotl2",784.055080350202,6.92075969285357,0.89357837709799,7.74499458607048,9.558591912572e-15,2.00925322677521e-13
"Slc50a1",2087.40638306004,-1.3473091681719,0.174003783788885,-7.74298776057976,9.71073925465375e-15,2.03934515772965e-13
"Tceal9",1511.56459511067,2.02348149263272,0.261392404590998,7.74116407781197,9.85106709417368e-15,2.06690150567024e-13
"Gm43388",102.990084266929,-9.79420160315485,1.26527944476357,-7.74074189198973,9.88383662671676e-15,2.07186043004217e-13
"St6galnac6",568.283775013826,2.2548959596434,0.29130990059066,7.74054007457823,9.8995393135311e-15,2.07323592954939e-13
"Mlf2",7493.53234414365,1.2307156584359,0.158999581666493,7.74037041818997,9.91275865829727e-15,2.07408929085646e-13
"Pdlim2",1504.54952849791,-1.74491060865209,0.225442495747051,-7.73993653179698,9.94664544107074e-15,2.07926143086567e-13
"Ypel3",2978.15542502068,-2.65721673693479,0.343374975499118,-7.73852763461389,1.00574691303102e-14,2.10049224074185e-13
"Myc",8154.78895010531,-1.40167811191339,0.181140692492672,-7.73806311892119,1.00942735509982e-14,2.10623935979935e-13
"Ss18l2",525.030502948807,1.76631770717019,0.228447545961939,7.73183051598406,1.06011023018406e-14,2.20995957084603e-13
"Msr1",2293.5626987931,7.65357006017348,0.989928056706257,7.73144069240633,1.06336214746954e-14,2.21470310989501e-13
"Cyth1",7096.77235883708,-1.36956718733806,0.177285892584716,-7.72518990299027,1.11686712285855e-14,2.32400579940869e-13
"Irx3",132.72594038506,6.21191750377121,0.804152349273665,7.72480178585812,1.12027528035432e-14,2.32896091968069e-13
"Pcdh17",302.722393981616,7.8696891765651,1.01894587615438,7.72336329213698,1.13299655818848e-14,2.35325045203965e-13
"Pcdh18",79.7127183437537,6.79336483679552,0.879666295329094,7.72266127833628,1.13925630387114e-14,2.36408712059481e-13
"Gas6",636.352708282183,7.96545923869454,1.0315369745142,7.72193283953379,1.14578765381016e-14,2.37546707276676e-13
"Kcnj13",81.0918973917555,4.6681746221161,0.60486423252732,7.71772303779799,1.18426182237074e-14,2.45251273166423e-13
"Tmem132a",553.684467247604,3.7613504109085,0.487371083275469,7.71763147216211,1.18511262903046e-14,2.45251273166423e-13
"Meox1",138.909883026389,7.35042616042747,0.952470073744188,7.71722531032679,1.18889384739043e-14,2.45809492731653e-13
"Prkar2b",495.352035418229,2.88523094800995,0.374069025342084,7.71309772406691,1.22799983810782e-14,2.53663609545752e-13
"Zfyve9",324.82308338257,3.44383736834342,0.446696807921176,7.70956341588883,1.26248876705293e-14,2.60550570750932e-13
"Pglyrp2",1475.52223386634,-2.69128623671908,0.349103881165939,-7.70912723092824,1.26681072639425e-14,2.61204855321345e-13
"Ank2",371.493923885805,6.38505738220182,0.828555038781312,7.70625617290716,1.29562425253065e-14,2.66903303103068e-13
"Cthrc1",146.18777474185,11.0022970527881,1.42808881084483,7.70421066899849,1.31654503955112e-14,2.70966951379846e-13
"Gm49654",70.4994699473987,-3.46528871846579,0.450201056223966,-7.69720255107948,1.39077347369292e-14,2.85984888094553e-13
"Ehd2",1391.85701342606,3.93729016110748,0.511620191962498,7.69572863417417,1.40690115820125e-14,2.89039177256907e-13
"Gm5511",89.5641284249817,-3.7232635914375,0.483907690519259,-7.69416081699847,1.42425828284461e-14,2.92340290617182e-13
"Brs3",126.070415893217,8.92735589049356,1.16073051137362,7.69115294464764,1.45814997468064e-14,2.99026216778767e-13
"Casp3",3253.15492240514,1.7038820766957,0.221614413721045,7.68849845137081,1.48871820254416e-14,3.05019128743488e-13
"Gspt2",57.0132989322899,4.54282310624805,0.590872894145467,7.68832544403307,1.49073223641586e-14,3.05156117817221e-13
"Sod3",725.630600103633,4.73760425706442,0.616310429868125,7.68704215841058,1.50575529866798e-14,3.07953434888084e-13
"Pparg",244.330002093706,5.7016526269272,0.741738961781771,7.68687222959268,1.50775574219621e-14,3.08084756655426e-13
"Snapc4",1322.91651757519,-1.49016501300362,0.194084503260703,-7.67791857653858,1.6169420633348e-14,3.30097776224092e-13
"Armc7",1184.68667879062,-1.56844379934166,0.204326743024063,-7.67615524100507,1.63934443454748e-14,3.34370243884635e-13
"Ccr2",2309.47452190502,2.38254576783283,0.310451740048744,7.67444810410387,1.6613236386758e-14,3.38548800079119e-13
"Nectin2",302.998092646684,4.82267924375978,0.628813194444718,7.66949435279983,1.72675704789142e-14,3.51567114930209e-13
"Tmem184b",2747.90574922309,1.14049022356516,0.148809455620018,7.66409781430408,1.80092607925343e-14,3.6633905294661e-13
"Gfap",50.6802404238314,7.06068911922207,0.921435083545892,7.66270922966263,1.82051203569967e-14,3.69991339441794e-13
"Flywch2",43.7813470648623,3.80314068780523,0.49657034348872,7.65881558911828,1.87655623401987e-14,3.81040035307114e-13
"Cd247",4436.60169718276,-1.33389052054566,0.174220580935201,-7.65633149301566,1.91319501805424e-14,3.87785310138412e-13
"Zdhhc2",643.977483680623,2.12331451372082,0.27732450030814,7.65642599684328,1.91178835919862e-14,3.87785310138412e-13
"Lyplal1",92.8518605507824,5.80279443648786,0.758914593621651,7.646175848057,2.07044480697303e-14,4.19283559526386e-13
"Tmem252",262.853711793837,10.1445107550675,1.32721719791375,7.64344432170837,2.11486604750721e-14,4.27897206275746e-13
"Noct",2041.4169106957,2.32506887042073,0.304210185604623,7.6429685146788,2.1226991245057e-14,4.29099276674811e-13
"Ninl",56.7486045149238,4.45089324568004,0.582560092257107,7.64023026094222,2.16833607348488e-14,4.37544755184258e-13
"Ogn",151.752236569129,11.0558124845957,1.44703808133641,7.64030513584349,2.16707543519757e-14,4.37544755184258e-13
"Stard3nl",761.567597926492,1.25141821411815,0.163802203886182,7.63981304541973,2.17537378173588e-14,4.38574691053792e-13
"Plod1",2338.68211880738,4.31190087789253,0.564891851816989,7.63314405053498,2.29096650550424e-14,4.61469016974614e-13
"Ptprm",1199.51775566354,7.84381694980912,1.02855696399516,7.62604038899493,2.4207401682608e-14,4.87176643800561e-13
"Dip2c",530.974563280309,2.54127165592854,0.333311581662476,7.62431249239316,2.4533839378648e-14,4.93308520343188e-13
"Itga1",881.606704859771,4.93037088244388,0.646794335802803,7.62277993100278,2.48269947242177e-14,4.98760909955696e-13
"Zfp143",914.437241961834,-1.12265833949328,0.14732170218114,-7.6204545757482,2.52783911521912e-14,5.07379813914025e-13
"Ighv1-53",72.9917129327228,-6.14914317466668,0.807202334719899,-7.61784612132031,2.57943531279116e-14,5.17278269932947e-13
"Prelp",154.881508118664,7.702645377941,1.01148071453156,7.61521724268192,2.63248326784205e-14,5.27450114822664e-13
"Armcx1",115.462449170707,2.77970648274915,0.36511231994401,7.61329139256494,2.67202441528242e-14,5.34900139126394e-13
"Pik3c2b",1033.05366585487,-3.80667276581719,0.50014440332021,-7.61114738172932,2.71673217823274e-14,5.4337039272043e-13
"Igkv13-85",187.76402730524,-8.91660113979975,1.1724497668394,-7.60510291527151,2.84677263698022e-14,5.68877975148445e-13
"Lgr4",199.413248117911,4.41454248164792,0.580726026822941,7.60176447713076,2.92120028012758e-14,5.83237179168783e-13
"Xkrx",225.836203940353,-4.59358754574002,0.604398945767944,-7.6002573761995,2.95542368151563e-14,5.89551139142093e-13
"Ccl12",700.681195039987,9.79670812653501,1.29011765813071,7.59365478395961,3.11006284994895e-14,6.19853563266187e-13
"H1f0",2082.34405334696,2.39380234163297,0.315388449031505,7.59001272552581,3.19874072274277e-14,6.36967851909823e-13
"Nceh1",1726.24877457915,1.68556691853735,0.222105117226475,7.58905035411057,3.22258520456074e-14,6.41153114251248e-13
"Afap1l1",181.932021944353,6.93403273552277,0.91370847152593,7.58888962027753,3.22658467428731e-14,6.41386213825683e-13
"4931406C07Rik",641.371026992938,2.5645967912989,0.338109123707429,7.58511560758142,3.32190737606627e-14,6.59756402771971e-13
"Sh3glb1",6991.27137503647,0.984155536138298,0.129753120869501,7.58483132847424,3.32919873640941e-14,6.60626041474207e-13
"Zfp532",173.894869710662,5.93180372776647,0.78230231676041,7.58249541217089,3.38971075353979e-14,6.72045713295769e-13
"Six5",113.448331862374,2.68587321849084,0.354622669669464,7.57389035786763,3.62210147084704e-14,7.17492431967525e-13
"Rin2",768.784421700441,5.0223979123105,0.663223300241226,7.57271029302464,3.65516840113817e-14,7.23410772305539e-13
"Gstt1",98.8871917476279,3.59379654707762,0.474647402243877,7.57150788161505,3.6891668321339e-14,7.29502989709058e-13
"Ramp3",1335.44273256219,3.64398032453674,0.481452824621032,7.56871730351784,3.76927394618207e-14,7.44694271544908e-13
"Brd3os",43.1618489468764,3.93016431383303,0.519313984593541,7.56799244855521,3.79036016564035e-14,7.47702698757325e-13
"Hoxb8",48.8159675980466,9.41789623229534,1.24444198559076,7.56796728280142,3.79109432375523e-14,7.47702698757325e-13
"Hebp2",54.2549491206079,6.02104664342978,0.795775950965207,7.56625861352907,3.84126960361955e-14,7.56940363854865e-13
"2210408F21Rik",107.301702656877,4.57464595781464,0.604845247753077,7.56333289351097,3.92870438999966e-14,7.73497780117901e-13
"Pik3r3",663.839717092872,3.67184481395544,0.485552446208627,7.56220021673572,3.96307726131746e-14,7.79588511395849e-13
"Cirbp",2581.57260476003,-1.42784273145849,0.188857096480863,-7.56043992026094,4.0170840016173e-14,7.89527575742478e-13
"Tceal8",416.240253376338,4.58074184661046,0.605911897387338,7.56007905829608,4.02824447884937e-14,7.91035610604178e-13
"Gzmk",915.277861115364,5.00738848207536,0.662643164067368,7.55668926144129,4.13458126267105e-14,8.11214858292752e-13
"Cask",426.08915445268,2.55020374376132,0.337905049284583,7.54710161674308,4.45051340232257e-14,8.72446797563338e-13
"Mapt",70.1517298961195,5.38359703093889,0.713352536975908,7.54689547157342,4.45756061296025e-14,8.7307368102376e-13
"Kcne4",59.6612759431185,9.71801541493631,1.28791661122564,7.54553154313944,4.50446467239027e-14,8.81499251376046e-13
"Septin8",1255.90983466664,3.14851559562127,0.417318808716853,7.5446290218793,4.53576788027326e-14,8.86859924935154e-13
"Ptprg",375.057289397828,6.49178953078027,0.860553597123807,7.54373644184106,4.56693663583988e-14,8.9218509765275e-13
"Map7d2",93.3579656152233,8.50789735094036,1.12811342993958,7.54170380845125,4.63870389107075e-14,9.05425498738172e-13
"Cdh11",294.123270104909,4.60182635843163,0.61019434413124,7.54157491410946,4.64329203511228e-14,9.05541759659343e-13
"Tpm4",13212.4136350835,1.31132706467534,0.174074571590285,7.53313394768406,4.95367488432521e-14,9.65243127589177e-13
"Fam171b",70.8312965966829,4.65610482836771,0.618303960981781,7.53044638590777,5.05671511925505e-14,9.84475155534969e-13
"Apol9a",526.492827569368,6.01978210686078,0.799442741994496,7.52997280560992,5.07508915182947e-14,9.87204948993519e-13
"Gpt2",318.359563148795,2.89049578477785,0.384158633526911,7.5242244544671,5.30341704878645e-14,1.03073523636269e-12
"Efemp1",127.222136614792,10.8023701384123,1.435898729991,7.52307242341526,5.35037660026944e-14,1.03897167526294e-12
"Rasd2",53.0283820321138,6.64147875329122,0.882983558162458,7.52163354786869,5.40960312309097e-14,1.04957406702161e-12
"Zfp362",1640.59434394547,-1.49234330832657,0.198492700118519,-7.51837879899615,5.54596240291207e-14,1.07511088256794e-12
"Col15a1",2951.19469582446,6.1644758115677,0.820680907213278,7.51141613919096,5.84911356683261e-14,1.13290986173638e-12
"Emilin2",2147.78251649459,5.6049895202421,0.746273320921217,7.51063901537197,5.8839435333918e-14,1.13868364574112e-12
"Rhod",229.378719273722,5.39061941879334,0.71794242565462,7.50842856776179,5.98413243065562e-14,1.15708531679199e-12
"Igkv12-44",88.6822653321464,-9.57829901867033,1.27630938658413,-7.50468430253054,6.15768194108601e-14,1.18962848471697e-12
"Cyfip1",2759.81748490692,2.36172362319073,0.314815668136244,7.50192529225907,6.2887213442556e-14,1.21391054305584e-12
"Pdgfd",102.002416679659,6.68135756943839,0.890652669809019,7.50164210575045,6.30232544460119e-14,1.21550206980442e-12
"Zfp462",191.615141160342,4.90640099350244,0.654110198177048,7.50087830334427,6.33916244592074e-14,1.22156791364425e-12
"Slc2a10",43.520929187211,5.43637312597011,0.724944913024144,7.49901548145502,6.42989341336243e-14,1.23800010618398e-12
"Ighv5-16",124.492392931073,-8.39189783224875,1.11938479076176,-7.49688391472418,6.53528078648088e-14,1.25722394841538e-12
"Ankzf1",815.624056082857,-1.48247723333969,0.197755469929426,-7.49651695535273,6.55359426667086e-14,1.25967857256239e-12
"Igkv4-59",123.526924234817,-6.78101159519931,0.905288050256274,-7.49044637591284,6.86397662685297e-14,1.318220608583e-12
"Fgl2",6560.79368119829,4.07738263710704,0.544863069256948,7.4833162076254,7.24702284826415e-14,1.39060681236446e-12
"Spsb2",237.391137161603,2.34364773372144,0.313254415012809,7.48161118056583,7.34168896349587e-14,1.4075811274814e-12
"Pcdh19",219.355197369617,7.98249914251519,1.06701794097498,7.48112926313237,7.3686655090023e-14,1.41155998656825e-12
"Ngf",200.449175102625,9.54784740359157,1.2764254636272,7.48014488559294,7.42407167415365e-14,1.4209735834724e-12
"Zfp37",35.1403101057493,5.56205836045032,0.74372851425505,7.47861384072589,7.51106208638493e-14,1.43641146021329e-12
