"","baseMean","lgFC_LMoDC_vs_PcDC","lfcSE","stat","pvalue","padj"
"Rnf144b",26.6447167775662,1.40559122365095,0.310381892660401,4.52858641850237,5.93795953001094e-06,9.94207948506638e-05
"Slc38a2",637.654813547073,0.548364027513259,0.121087292412186,4.52866701855556,5.93569530336687e-06,9.94207948506638e-05
"Ndst2",103.952985207162,0.656443420440163,0.144997742286039,4.52726649457195,5.97515681333064e-06,9.99264515316021e-05
"Prrc2a",561.224329987326,0.682587267427945,0.150817392114851,4.52591878069431,6.01336729853786e-06,0.000100447850009027
"Snhg15",167.474874375595,0.834859888439431,0.184495688381274,4.52509159300316,6.03693547877284e-06,0.000100723729565226
"Fbl",187.848989176725,0.897625039879554,0.198406393186149,4.52417397173983,6.06318370567496e-06,0.000101043628569953
"Mvk",61.3983559757273,-1.07979733392866,0.238767429245602,-4.52238120308258,6.11478067340025e-06,0.000101784729111308
"Tuba8",139.869383653198,0.811739779658897,0.17951812181169,4.52177067956621,6.13244762285293e-06,0.00010195997316599
"Gm31718",21.8079424353335,1.69357502247974,0.374596058230856,4.52107005737904,6.15278198209725e-06,0.000102060432367379
"Gm5239",60.0939172939442,1.32853816361509,0.293848570761373,4.52116598754519,6.1499939658007e-06,0.000102060432367379
"Ubald2",322.156059356946,0.945560537801331,0.209215465733117,4.51955372652768,6.19701204746976e-06,0.000102674856220375
"Rnf126",189.94008180269,0.570112254660988,0.126185982858177,4.51803157329881,6.24171785895309e-06,0.00010329572938768
"Osgep",107.45458460182,-0.768052452052104,0.170027091486864,-4.51723572599866,6.26521467385328e-06,0.000103564578671265
"Plxnd1",241.074424192306,0.642878182200899,0.142434817141668,4.51349041689353,6.37693323428503e-06,0.000105289434048623
"Dtx3l",87.3662482099768,0.790568538167623,0.175169195532853,4.51317102737594,6.38654798374175e-06,0.000105326418364665
"Hmgxb3",89.6631996030558,0.72135578207377,0.159856439828418,4.51252250361661,6.40611352542724e-06,0.000105527235721052
"Prss57",94.1004105841513,-1.40992253257036,0.31262232362002,-4.50998673493345,6.48316795804047e-06,0.000106673507807297
"Cct3",644.852982652087,0.454594789081874,0.100855747283278,4.50737614193697,6.56342206473582e-06,0.000107745740147767
"Ftl1",1299.95528375985,1.26343640840701,0.280290368760188,4.50759836663523,6.55655365694591e-06,0.000107745740147767
"H6pd",72.2549153251545,0.856073351457681,0.189999492521907,4.50566125253716,6.61665699557877e-06,0.000108494942836804
"Pxdc1",49.8955709182961,-1.14138017018714,0.253422585629179,-4.50386127721571,6.67297744758656e-06,0.000109292963195449
"Wipf1",316.85789390092,-0.601122629263536,0.133482525096616,-4.50338071465488,6.68809143288256e-06,0.000109415030749632
"Picalm",166.306061124586,-0.686114596008769,0.152378584585245,-4.50269700218233,6.70965105651371e-06,0.000109642146898317
"Ttc7b",90.8049654554278,-0.955902429254635,0.212332623088631,-4.50191032988664,6.73453958608436e-06,0.000109923079278236
"Mcm3",390.799374905474,-0.599889222545735,0.133319014933862,-4.4996523777447,6.80646755376093e-06,0.000110970284934719
"Faap20",113.752334681706,-0.699071021991589,0.155458974336906,-4.49681998079173,6.897734127453e-06,0.00011233003284867
"9430038I01Rik",51.7184128149657,-0.973806317632982,0.21663039849712,-4.4952431624961,6.94904898489912e-06,0.000113036808203108
"Ifit3",277.90831789891,1.89164621505305,0.421028884888227,4.49291315382135,7.02554405476428e-06,0.000114151103743053
"Med30",176.181667750157,-0.553122446269684,0.123124544251926,-4.49238167442827,7.04310518910461e-06,0.000114306395807718
"Spcs3",234.974011143548,-1.27428118355381,0.283967357300254,-4.48742135599213,7.20904099109854e-06,0.00011686665543118
"Fkbpl",39.7200668569875,1.26022337109768,0.280876857985069,4.48674689733487,7.23189011302768e-06,0.000117104143530909
"Hmgb2",319.553179854628,-0.785684438882575,0.175236016535025,-4.48357851552472,7.34015771271276e-06,0.000118722686809698
"Gm7990",9.20939934721457,5.35482906953074,1.19488988309725,4.48144146609611,7.41405684126592e-06,0.000119782307473937
"Ikzf1",286.430418898702,-0.74169973661164,0.16553070460595,-4.48073811065611,7.43853408460165e-06,0.000120041970391278
"Hpn",10.2190157565987,2.37371472526788,0.530156578951759,4.47738426628839,7.55631671783992e-06,0.000121805096347844
"Keap1",342.651704000673,0.476302712160269,0.106399368121339,4.47655583459,7.58568362542387e-06,0.000122140624056712
"Cables1",35.8721521361271,-1.3178023412703,0.295125613427485,-4.46522525092217,7.99845556877643e-06,0.000128641827064488
"Gm7669",10.4201513827635,2.58072196754779,0.578387788885581,4.46192332746208,8.1227291269045e-06,0.000130493607863273
"Snx29",30.1119296549748,-2.0130329632102,0.451579538626557,-4.45775946654421,8.2820759266597e-06,0.000132904054364667
"Naa20",60.9525549391136,1.3144432349975,0.294958118537753,4.45637245556696,8.33581569447308e-06,0.000133616296013989
"Ppp1r21",120.791086111884,-0.650319171929784,0.145949622231314,-4.45577838426399,8.35893480290592e-06,0.000133836666877917
"Lsm6",137.468526568072,-0.67037214405181,0.150511096260525,-4.45397157224501,8.42962664720006e-06,0.000134817388326216
"Fam167a",81.2220316666704,0.969106606085615,0.21761129042402,4.45338384877591,8.45274433822164e-06,0.000134888202283256
"Wsb2",93.4638615607806,0.954080903188663,0.21423753704147,4.45337878862928,8.45294363839197e-06,0.000134888202283256
"Fth1-ps",25.3952091000487,1.96393647286139,0.441415476785933,4.44917900740895,8.6199152072546e-06,0.000137399139497779
"Cd247",133.577463727744,0.819898174096632,0.184416905796232,4.44589486282003,8.75267500582616e-06,0.000139359759680278
"Gbp3",304.313749475796,0.800591940518783,0.180104319118369,4.44515680933013,8.78277818161417e-06,0.000139683338518723
"Ccdc88c",243.509916683754,-0.665083197525598,0.149629341648125,-4.4448715084882,8.79444131369869e-06,0.000139713248990261
"Zfp513",149.603574803569,0.647622012249724,0.145765598456151,4.44290023921208,8.87543239561777e-06,0.000140843250526903
"Cdk6",126.502628850198,-0.844327049749474,0.190099085127698,-4.44151032700815,8.93296589678232e-06,0.000141446726301975
"Sytl1",27.1820789534192,-1.42119516984769,0.319980682381877,-4.44150302845963,8.93326894863338e-06,0.000141446726301975
"Entrep3",97.7797070825616,-0.799485421625373,0.180028911806187,-4.44087237768826,8.95949209280945e-06,0.000141704835071434
"Pgls",324.963370422467,0.566193058816398,0.127506141227141,4.44051598901246,8.97434363233527e-06,0.000141782716545368
"Mapkap1",129.81527239857,-0.693876842661691,0.156567343662014,-4.43181078782036,9.3445001978983e-06,0.000147304803340379
"Sap30",75.3104485693367,0.932471138433207,0.210403593310927,4.43182135703943,9.34404206089601e-06,0.000147304803340379
"Marcks",51.1811849922058,-1.29544926064651,0.292578851129361,-4.42769275922046,9.52464419771819e-06,0.000149979017014125
"AI467606",167.764028283602,-0.666888966523763,0.150694294719562,-4.42544270016874,9.62447019628675e-06,0.000151143921027823
"Matk",36.2624676267188,-1.18465150496622,0.267684392620105,-4.4255531425303,9.61954707971343e-06,0.000151143921027823
"Tspan31",180.746185301083,0.605486901759218,0.136823600971919,4.42531038109052,9.63037166610552e-06,0.000151143921027823
"Parp9",305.793839156574,0.693991169339315,0.156882451280191,4.4236379765628,9.70525998470476e-06,0.000152152056093911
"Pex16",74.7031680904806,0.811614663502497,0.183705172445643,4.41802836957488,9.9605349369297e-06,0.000155982850843454
"Fuca2",154.473604986307,-0.751444205007319,0.170100406330549,-4.41765085232701,9.97794288486151e-06,0.000156084315752018
"Casp8",242.324369111046,0.621607028734903,0.140754886889385,4.41623763460097,1.00433670508199e-05,0.000156593196746518
"Rcbtb2",147.088010943941,-0.783819864214386,0.177480440404753,-4.41637322077208,1.00370724357787e-05,0.000156593196746518
"Tmem120b",22.3825888935235,1.58920665339431,0.359826324763243,4.41659362871787,1.0026847993336e-05,0.000156593196746518
"Usb1",138.131208771085,0.786040154807632,0.178054797127125,4.41459689651846,1.0119838132825e-05,0.000157613444070891
"Gclc",219.741021057872,0.561647253278451,0.127338846594076,4.41065133147341,1.03060150846921e-05,0.000160338243398227
"Amigo2",135.451598888893,0.883446458608523,0.200377719156301,4.40890565242639,1.03894270686961e-05,0.000161270697979495
"Atp8a1",57.1768875696745,-1.07004284657474,0.242725197774883,-4.40845390748084,1.0411117107694e-05,0.000161270697979495
"Map3k1",72.6842148581721,-1.02000539832782,0.231374859025363,-4.408453894362,1.04111177382085e-05,0.000161270697979495
"Tk2",92.7099469735284,-0.802083307859758,0.181926022395533,-4.40884320614625,1.03924227860857e-05,0.000161270697979495
"Tnpo2",80.7332457317994,0.733344481246489,0.166377583159868,4.40771206864952,1.04468295283298e-05,0.000161648558313766
"Atg4b",113.181980563996,0.817784499385301,0.185585297451105,4.40651555170074,1.05046769584746e-05,0.000162367744936077
"Lrrcc1",25.6559580132798,-1.58738760836319,0.360389768670024,-4.40464115899088,1.05959126610939e-05,0.000163600891487289
"Fau",3096.14909471393,0.624124375740581,0.141789161661672,4.40177774116349,1.07367512834435e-05,0.000165596416663218
"Foxj1",11.3165357789972,-2.80836306740793,0.638158489311516,-4.40072977864443,1.07887412389944e-05,0.000166039657732024
"Gm11346",38.0048243712783,-1.30071495126246,0.295567310605487,-4.4007402192004,1.07882220942293e-05,0.000166039657732024
"Rock1",68.6216278920795,-0.920994207589796,0.209312136618324,-4.40009940402648,1.0820130135531e-05,0.000166343486109423
"Bri3",181.189272237424,0.917568711116917,0.208555987803301,4.39962774879579,1.08436727609618e-05,0.000166526165991459
"Gba",235.337276488526,0.599867498069631,0.136509237370083,4.39433630739113,1.11111690790393e-05,0.000170450823616369
"Taf6",145.932076143892,0.556618730236446,0.126719172170942,4.39253761447856,1.12035238852876e-05,0.000171683184688495
"Dyrk1b",15.0485143228952,1.79207097608303,0.408112837447983,4.39111640616166,1.12770143699397e-05,0.000172543518162003
"Gys1",83.8309727655016,0.941183220261309,0.214344436526137,4.39098506830869,1.12838290129752e-05,0.000172543518162003
"Clint1",459.010304997911,-0.63631053831196,0.144983427357014,-4.3888501597157,1.13951544947117e-05,0.000173873500527214
"Pfdn2",195.262047541539,0.577833156653141,0.131658592377801,4.38887539519655,1.13938324802752e-05,0.000173873500527214
"Art2b",16.8741767519953,-2.55123225886541,0.581751548485697,-4.38543269116565,1.15755448653498e-05,0.000176437493881458
"Gfer",184.925011372722,0.620086040235026,0.14146306272218,4.38337774046938,1.16853239164027e-05,0.000177920891443564
"Itga5",10.282505529222,2.63067803521317,0.600389135810056,4.38162164887247,1.17799241943258e-05,0.000179170263411461
"Bcorl1",23.8094662775839,1.48373697437852,0.338800132277927,4.37938723459933,1.1901348677338e-05,0.00018082453384015
"Fbxl3",80.6760495962194,-0.96654141991463,0.220787852018472,-4.3776929349979,1.19942171465641e-05,0.000182041880220221
"Acox3",174.576711441288,-0.616619472970686,0.140907442685878,-4.3760603500931,1.20843568961872e-05,0.000183071778032043
"Pgm1",99.6104657466707,0.94105340763066,0.215048776174616,4.37599982836704,1.20877108727221e-05,0.000183071778032043
"Stag2",52.1296328383275,-1.31416101544314,0.300349000635385,-4.37544660599187,1.21184104033917e-05,0.000183342306547923
"Mcoln1",117.56307708562,0.684199437875624,0.15641045582134,4.37438427170847,1.21775704337416e-05,0.00018404239252349
"Arpc1b",2074.69292113636,0.778284159928017,0.177944128660243,4.37375577260001,1.22127004017261e-05,0.000184202618159055
"Lage3",82.0442658625209,-0.728887039656264,0.166651008676909,-4.37373314114996,1.22139671892329e-05,0.000184202618159055
"Hcar2",50.1675403439743,1.67398015530855,0.382828741524703,4.37266060181777,1.22741462028301e-05,0.000184914932562046
"Pdzd8",11.6126412680467,-2.45746861144911,0.562248542068487,-4.37078698756283,1.23799521477633e-05,0.000186312409456644
"Msantd2",57.496841012382,0.924113437668833,0.211451973210283,4.37032307449705,1.24062841660865e-05,0.000186512158378997
"Gm15361",17.956867769011,2.32752209391033,0.532971788151081,4.36706434684784,1.25927637318842e-05,0.000188917911364254
"Mvp",387.183812338893,0.489943650513789,0.112185753022042,4.36725374939121,1.25818524260218e-05,0.000188917911364254
"Slc4a2",70.0443525573532,0.893032587145282,0.204741602332534,4.36175441127422,1.29023650800873e-05,0.000193359473319839
"Gsap",59.4128668321376,0.954769737429806,0.218928733523743,4.36109834493818,1.29411180009314e-05,0.000193736946844132
"Slc7a3",11.6466497134194,3.05504377781336,0.701447995810178,4.35533895037331,1.32861170095495e-05,0.000198693532073702
"Slc2a1",251.380388099808,0.677752169003395,0.155642751447539,4.35453731510162,1.33348265575493e-05,0.000199213381689246
"Klhdc3",277.101324651144,0.526255142898065,0.12098938256428,4.34959772291153,1.36387495559515e-05,0.000203540878953083
"Ets2",148.41799438826,0.883389656769249,0.203124108370599,4.34901432358541,1.3675078131647e-05,0.000203870006133802
"Ccr6",128.777552503936,-1.12174581391318,0.258002539200294,-4.34780920137509,1.37504141869391e-05,0.000204779369570244
"Rrp7a",65.8943449962789,1.08826989719964,0.250345913636478,4.34706475289185,1.37971496780921e-05,0.000205261345523449
"Hip1r",32.0558083016832,-1.2696148977777,0.292318409309912,-4.34326014832568,1.40383731298096e-05,0.000208632721165391
"Prkce",117.066819585338,-0.936054786069657,0.215581874562442,-4.341992052762,1.41196641775154e-05,0.00020962270663542
"Runx3",316.00540972492,0.725302558853067,0.167202268555477,4.33787510850915,1.43866862331872e-05,0.000213365163844631
"Gm7776",32.0073545334465,2.20184061548015,0.507815719993631,4.33590479536113,1.45161767108489e-05,0.000215062277784589
"Tnfrsf8",10.1724188521794,2.19540204041493,0.506606061239668,4.33354870457485,1.46724801312509e-05,0.000217152705942513
"Gmnn",176.964519864395,-0.804413243533448,0.185697955157023,-4.33183684146253,1.47870506318703e-05,0.000218621798265396
"Psrc1",28.7471921168828,1.24305026516174,0.287138519378129,4.32909617230692,1.49722544217606e-05,0.00022113106272139
"Nck1",76.4853778945127,0.759095328554911,0.175410454740227,4.32753754432192,1.50785648651399e-05,0.000222471139880091
"Mgst1",193.280949014347,-1.48692252877467,0.343632661711205,-4.32706984653369,1.51106055913389e-05,0.000222713796754905
"Ifih1",107.875906674239,1.13300951239271,0.261888463269555,4.32630555102589,1.51631051960863e-05,0.000223175070894845
"Tm6sf1",162.361427123717,-0.670961434543249,0.1550940108818,-4.32615953851759,1.51731545889157e-05,0.000223175070894845
"Plac8",140.260431807913,1.05516862856385,0.243926561679508,4.32576354661296,1.52004409279802e-05,0.000223346396433553
"Cep44",61.1765936686461,-0.903687596141639,0.208941046575115,-4.32508408929004,1.52473688612178e-05,0.000223805675309263
"Abca7",218.076973151194,0.648358677321844,0.149942206551457,4.32405719665957,1.53185552576469e-05,0.000224619718880608
"Snx30",108.601778299394,-0.835711771713398,0.193283931876043,-4.3237519208237,1.53397786593398e-05,0.000224700224423273
"Dusp16",114.884557163282,0.980901874987779,0.226977519068742,4.3215816218817,1.54914723944339e-05,0.000226689763050518
"Sun2",458.360663576254,-0.570211186956616,0.132008470778813,-4.31950452567574,1.56379902084618e-05,0.000228599566179377
"Por",258.523550549847,0.781015580831425,0.180825932594768,4.31915693520401,1.56626378204034e-05,0.000228725760072599
"Mast3",259.696535824176,-0.499880173767077,0.115760809525186,-4.31821594732644,1.57295491661634e-05,0.000229380808233361
"Rps6-ps3",24.2410964154227,1.65529055629379,0.383339953040494,4.31807470931405,1.57396157449023e-05,0.000229380808233361
"Lsm7",49.2553694632667,-1.22010120654652,0.282622602845124,-4.31706874915141,1.58114922616714e-05,0.00022972505847527
"Phlda3",15.9377560620506,1.85717674884931,0.430155349230155,4.31745589627813,1.57837933853016e-05,0.00022972505847527
"Rassf5",245.985848458898,-0.535411459025787,0.124017039600038,-4.31724108842238,1.57991563372349e-05,0.00022972505847527
"Cd7",67.2247324477092,-1.19814581587627,0.277600889957662,-4.31607339608676,1.58829187835172e-05,0.000230294259965679
"Ruvbl2",169.769729494093,0.965049365350562,0.223583777600227,4.3162763224982,1.58683318719789e-05,0.000230294259965679
"S1pr1",287.002641865343,-0.875105261835827,0.202836422142033,-4.31433986359238,1.60080519514303e-05,0.000231746909659873
"Slc6a6",479.200171208503,0.462238982014895,0.107142713341005,4.3142362891606,1.60155580334894e-05,0.000231746909659873
"Ephx1",213.741413567275,-0.9232026330616,0.214006008796063,-4.31390986755593,1.60392358963112e-05,0.000231854622541617
"Fnbp4",310.15540328135,0.697875654006001,0.161806507123637,4.31302588759766,1.61035253965689e-05,0.000232548584139329
"Rrp9",105.049820584491,0.695836505417896,0.161496826858957,4.3086698293187,1.64239336779707e-05,0.000236935980594726
"Itsn2",353.332895975197,-0.629270696314369,0.146157783023176,-4.30542037035817,1.66668936461146e-05,0.000240198360296477
"Lilra6",65.2408945501907,-1.31672902895896,0.305890324742344,-4.30457887175104,1.67303681259916e-05,0.00024087007820102
"Nus1",21.0281056682142,1.85647505056728,0.431569525845949,4.30168243906535,1.69506126674434e-05,0.000243795216632857
"Ap2a1",75.5450517474719,1.11805478323756,0.260140611894339,4.29788634345058,1.72434536877023e-05,0.000247270199533343
"Dach1",41.5529700508422,-1.24311308595511,0.289253828103256,-4.29765474188074,1.72614752089864e-05,0.000247270199533343
"Gm45745",29.223429027552,-1.83352190594422,0.426592408872357,-4.29806500962102,1.72295634594904e-05,0.000247270199533343
"Slc45a4",63.4329568206664,-0.947846338599165,0.220546756779537,-4.29771152584508,1.72570550408423e-05,0.000247270199533343
"Pkm",536.454112174723,1.10204596851499,0.25652398483874,4.2960737928961,1.7384973219618e-05,0.000248789767056698
"Auh",214.740174692768,-0.634319738187674,0.147691653953495,-4.29489223803673,1.74778212710057e-05,0.000249868111504008
"S100a6",930.824105991547,-0.823374880280071,0.191989885426282,-4.288636760483,1.79773094021924e-05,0.000256495437444668
"Selenos",381.276653211105,-0.405790049514154,0.0946186926359101,-4.2886879770747,1.7973165180471e-05,0.000256495437444668
"Mir6236",21.2612354056675,1.45657125152637,0.339668896403883,4.2882090969979,1.80119496101668e-05,0.000256733197936529
"Lman1",205.867045587302,-0.574450887222791,0.134021599266474,-4.28625602415486,1.81709560021706e-05,0.000258741369514457
"Map4k5",24.009327484716,-1.50470980386182,0.351090431148914,-4.28581832588769,1.82067734991846e-05,0.000258993166449556
"Dennd1b",42.8062367194811,-1.09154556819814,0.254782731917687,-4.28422114788685,1.83380442906969e-05,0.000260600943840531
"Nsun2",280.053904052428,0.470691544365955,0.109917500119819,4.28222570430426,1.85033153644379e-05,0.000262688220710638
"Hibadh",159.010567641868,-0.632185271159988,0.147660037273155,-4.28135657307544,1.85757432162815e-05,0.000263454582537172
"Gm22953",16.6731556924341,1.98701827238584,0.464142244367522,4.28105456139532,1.8600974108622e-05,0.000263550706566806
"Gm54786",27.1338672138778,3.21462105770322,0.75114264196634,4.2796412799678,1.87194779930377e-05,0.000264966882751798
"Ppp1r35",44.3266477225544,1.68005191185353,0.392685684378741,4.27836302337199,1.88272790854137e-05,0.000266228910789978
"Fcer2a",92.051840523266,-1.19007889981028,0.278233519615636,-4.27726645392799,1.89202286678931e-05,0.000267278640786202
"Pir",14.8458303006571,2.05001176454592,0.479383525065993,4.27635005659342,1.89982412519091e-05,0.000268115495612417
"Gabarap",1131.26952136857,0.654973650460792,0.153189509130803,4.27557770879423,1.90642287801775e-05,0.000268781160353895
"Tmed1",52.4078671402208,0.942293255992856,0.220435678747389,4.27468575571511,1.9140706722553e-05,0.000269593267664203
"Gem",78.5524714255102,0.799952493950608,0.187148912775224,4.27441699814411,1.91638077938172e-05,0.000269652712227879
"Dock11",23.767641562702,-1.61212367454361,0.377470183133988,-4.27086362466772,1.94717456803129e-05,0.000273716015557312
"Tpi1",627.424238250383,0.665671996735505,0.15587534652291,4.27054060558362,1.94999712171162e-05,0.000273843253611458
"Plk3",65.899270894507,1.14282815854081,0.267639761190735,4.27002383149776,1.95452081934493e-05,0.000274208903161928
"Dpf2",223.946195320611,0.494662839239976,0.115867398614249,4.26921502645303,1.9616209428134e-05,0.000274934939207664
"Smco4",20.3321715905471,-1.85513229283258,0.434606214452728,-4.26853604743925,1.96760034269551e-05,0.000275502628376247
"Lsm4",689.392581472548,-0.343270009131612,0.0805533847982376,-4.26139770527833,2.03152338781402e-05,0.000284174505629382
"Hsh2d",140.92853933959,0.754298911470688,0.177080868749521,4.25962960763218,2.04765937861378e-05,0.000286151382048552
"Ino80c",83.1925638030712,-0.736381436782207,0.173001166796432,-4.25651138901681,2.07641463986613e-05,0.000289886157248954
"Dnah8",16.9814816694293,-1.86655510469874,0.438767293775794,-4.25408896965902,2.09901837722481e-05,0.000292755668589109
"Gm12286",19.87525816701,2.20727628146487,0.51907267960645,4.25234532308343,2.11543323494916e-05,0.000294757243527258
"Bptf",193.586093343077,-0.60097567716996,0.141343865676544,-4.25186954024062,2.11993347944088e-05,0.000295096393307745
"Prrt1",13.3311364586065,-2.58484948585304,0.608206810623286,-4.24995156368621,2.13816746554e-05,0.000297344768674218
"Vav1",335.777152352597,0.652837087423483,0.153944899421457,4.24071917859521,2.2280474957579e-05,0.00030954255189119
"Mga",44.9408152995606,-1.41489349048503,0.333791587036265,-4.23885306112077,2.24664641474579e-05,0.0003118231690515
"Nkg7",100.473196321734,-1.07671556616021,0.254161734286877,-4.23634017599557,2.27192499908306e-05,0.000314720008117404
"Trim3",23.0638546307435,1.41328633454199,0.333599031496841,4.23648212706329,2.27048984598815e-05,0.000314720008117404
"Sgpp1",90.0523177250786,-1.09451945371021,0.258423544987623,-4.23537047973948,2.28175193523592e-05,0.000315775011037204
"Ifitm6",135.659307094274,-2.0406161220312,0.481947365831442,-4.23410576902061,2.29462935233895e-05,0.000317249723234316
"Dctn2",265.965188350959,0.48521345230322,0.114638627735223,4.2325476315357,2.3105895748931e-05,0.000319147391766183
"Gpr108",148.683145304489,0.607339176521392,0.143714632937659,4.22600791656926,2.37873626168862e-05,0.00032824262115398
"Arl2bp",268.589480202595,-0.507209988358484,0.120102317254271,-4.22314906118473,2.40912370501669e-05,0.000332114910763015
"Klhdc1",29.7652940212742,-1.41299236404595,0.334622755093771,-4.22264278963931,2.41454333308526e-05,0.000332498055314324
"Tsc22d2",48.174047572112,-1.009187769025,0.239004992872879,-4.22245475667433,2.41655917529946e-05,0.000332498055314324
"Git1",131.096940193581,0.74193043117961,0.175732140896445,4.22193929576499,2.42209348379627e-05,0.00033293877897573
"4930523C07Rik",107.386006064081,-0.705573829989947,0.167177800833344,-4.22049953087562,2.43761564450953e-05,0.000334428690056534
"Rtf2",207.419354511403,0.513120092162036,0.121572466556879,4.22069327615366,2.43552137218165e-05,0.000334428690056534
"Brd1",147.865425172096,-0.616940892877312,0.146201533416085,-4.21979768927263,2.44521649216421e-05,0.000334942774042594
"Gigyf1",78.514504181756,0.75147974282621,0.178087561053117,4.2197205598322,2.44605316710843e-05,0.000334942774042594
"Irag2",383.985649219969,-0.551064777171555,0.130604834579298,-4.21932908491969,2.45030395992361e-05,0.000335203459345106
"Pde4b",340.06614074388,-0.576510636380082,0.1368243728102,-4.21350834313567,2.51434295014197e-05,0.000343306367245962
"Ppp1r12b",25.6736476427479,1.28701736680259,0.305444420188162,4.21358938562294,2.51344050251993e-05,0.000343306367245962
"Cenpa",469.793472974989,-0.366868590188011,0.0871075292146556,-4.21167485171059,2.53484232736478e-05,0.000345774767138718
"Inhba",322.670431109451,1.70092753567822,0.404412559844431,4.2059216368862,2.60020325420855e-05,0.000354266273514477
"Zfp358",58.2036691929985,0.871223968312751,0.207150149067278,4.20576075969801,2.60205378039971e-05,0.000354266273514477
"H2-Aa",7577.90897935247,-0.664146284320675,0.157958974351626,-4.20454923214586,2.6160299382337e-05,0.000355829900741464
"Ppp1r18",630.900879010165,-0.35368822533128,0.0841468472790577,-4.20322610731139,2.63137503196708e-05,0.000357576576656079
"Lifr",3.48269757440959,-4.98375032359409,1.18601244365637,-4.20210626815147,2.64442934406292e-05,0.000359008934333713
"Ttc7",150.23865195866,-0.542246019138716,0.129116794035564,-4.19965522834589,2.67321712700947e-05,0.000362572526191351
"Gm10420",24.8324822015808,1.44012785309854,0.342934515891962,4.19942521490674,2.67593390759705e-05,0.000362596660989574
"Med7",82.2244223187335,0.721617214527641,0.171897551548264,4.19794934848173,2.69342852752412e-05,0.000364621291280564
"Bmp2k",180.755106100802,-0.79870987939736,0.190502091746597,-4.19265674237212,2.75706459695624e-05,0.000372882543311828
"Pnrc1",1150.23943530087,-0.321923419126455,0.0767914503302401,-4.19217787581859,2.76289228004578e-05,0.000373317195303821
"2410002F23Rik",80.2292627007422,0.856402680337898,0.204311231896557,4.19165736698948,2.76924002229747e-05,0.000373821228718832
"Tbc1d31",82.1737537568082,0.842863876487566,0.201100452595676,4.1912579788281,2.77412006519892e-05,0.000374126371776874
"Cd55",96.0257740095896,-0.768765897867537,0.183458766358349,-4.19040154432255,2.78461224439929e-05,0.000375028824714726
"Slc7a6",66.9935355867645,0.807748883479692,0.192767128143614,4.19028332920906,2.78606345765526e-05,0.000375028824714726
"Prxl2a",105.19235651629,0.914953916997674,0.218409833346865,4.18916082200658,2.79987927614506e-05,0.000376533670639396
"Osbpl2",96.2852306038753,-0.647193270737461,0.15452906994983,-4.18816518437329,2.81218807067043e-05,0.000377833208140311
"Utp14b",20.1896049016956,-1.60048754052212,0.382231458035229,-4.18722087592961,2.82390981778608e-05,0.000379051503925007
"Dera",176.719926670415,-0.530397770854324,0.126693850695155,-4.18645236484716,2.83348365206152e-05,0.000379979469659555
"Btla",46.8196853086222,-1.75154320724781,0.418615966295809,-4.18412900670423,2.86261521954511e-05,0.000383525990295903
"Zfp747",30.2375284455137,1.10018540472316,0.262986428290617,4.18343034609902,2.87143095336988e-05,0.00038434654991592
"Szrd1",244.194811014006,0.468333405645292,0.112075628800382,4.1787265497251,2.93145893023029e-05,0.000392014011624991
"Ripk2",56.3384540816937,0.964289459597728,0.230978459124065,4.17480254762537,2.98244618487123e-05,0.000398459274203283
"Kif23",115.708544803223,-0.673081670987146,0.161270341303132,-4.17362340495075,2.99793155484567e-05,0.00040015381744211
"Spcs2-ps",17.9701041129563,1.67954161060788,0.402504525731064,4.17272726948188,3.00975133934008e-05,0.000401356383085481
"Champ1",58.6473377934413,-0.888055049417995,0.212839963203535,-4.17240745606014,3.01398030514893e-05,0.000401545398490084
"Ddx39a",444.281952767383,0.428202467532711,0.102713757327882,4.1688910879368,3.06085198057311e-05,0.000407409953276283
"Elp5",127.623252856296,0.80814963613943,0.193885565625788,4.16817844861754,3.07043519960642e-05,0.000408304986226991
"Tomm7",862.881577561109,-0.557165446227655,0.133725330478859,-4.16649145103994,3.0932348711238e-05,0.000410954236552466
"Zfp326",80.7573080805027,-0.773240196699939,0.185638768371864,-4.16529480065832,3.10950496392754e-05,0.000412731876345847
"1600020E01Rik",61.1413538553482,0.828815545681039,0.199072095109518,4.1633938961916,3.13551765285476e-05,0.000415798171941241
"Selenok",367.014954962447,-0.454466969875856,0.109191070099871,-4.16212579893376,3.15298560658839e-05,0.00041772672016044
"Pced1a",50.1140854283938,0.919634673554777,0.221007838237996,4.16109528461363,3.16724893363867e-05,0.000419227518723147
"Snhg3",26.1495046406625,1.43463370148461,0.344899523597881,4.15956997133245,3.1884733391906e-05,0.000421646076206668
"Tmem120a",61.1033038693695,0.900788364190157,0.216572097331943,4.15930018357584,3.1922414145797e-05,0.000421753856457237
"Ccl22",2402.86821171226,0.930140637374155,0.223677925543062,4.15839263135103,3.20494810659022e-05,0.000422777291908945
"Scd2",382.840985027228,-0.826412533604318,0.198736917607506,-4.15832419840805,3.20590818609009e-05,0.000422777291908945
"Smc6",157.747276093912,-0.606558194440877,0.145897343875978,-4.15743137144764,3.21845916076495e-05,0.000424040901605582
"Ostc",382.811703699536,-0.588479044275109,0.141644311949335,-4.15462531587998,3.25821009879317e-05,0.000428882549594139
