"","baseMean","lgFC_PMoDC_vs_PcDC","lfcSE","stat","pvalue","padj"
"Zfp366",8.50605089129404,1.5955575844962,0.435966180791456,3.65981962545721,0.00025239284750908,0.00281021739493856
"Mvk",61.3983559757273,-0.734909808361216,0.200862120102641,-3.65877751357834,0.000253421223431508,0.00281662405684732
"Pgp",102.818369359256,-0.508062715963626,0.138855248076075,-3.65893780035791,0.000253262794066758,0.00281662405684732
"Gm15417",11.5221267187358,1.58674250598599,0.433772844583913,3.65800332085804,0.000254187754207205,0.00282294673840382
"Palm",48.9766355137783,-1.28040180539324,0.350087587383531,-3.65737561552139,0.000254810842888303,0.00282766779963538
"Bcl9l",181.0952706231,0.499412101813254,0.136630536570501,3.65520120427514,0.000256980353963699,0.00284908179570955
"Ltb4r1",160.366552354524,-0.772116329107488,0.211246888772983,-3.65504237052809,0.000257139506698615,0.00284908179570955
"Mmp25",456.20561938544,0.917135600441099,0.250941712375296,3.65477541282367,0.000257407208771891,0.00284983701990709
"Map3k15",16.2108928244068,1.15409260837477,0.316029575104842,3.65185001432826,0.000260357937441502,0.00288027270529786
"Tm6sf1",162.361427123717,-0.513576046017235,0.140806694966838,-3.64738371380843,0.000264924144890335,0.00292851906913604
"Ndufs8",343.253508467142,-0.400234394074398,0.109744225457435,-3.64697452103874,0.000265346223940611,0.0029299718506981
"Tmem128",175.256226630165,0.404805097079239,0.111001038788654,3.6468586375123,0.000265465871362788,0.0029299718506981
"Ank",68.1576500368838,0.771190168659733,0.211534833660781,3.64568877528899,0.000266676566442218,0.00294106156133418
"Trps1",12.0686968694362,1.32480836320683,0.36350646807382,3.64452486974123,0.000267886232029873,0.00295212281315636
"Ghitm",201.095646777786,0.446416268745398,0.12250531295125,3.64405639225661,0.000268374578424511,0.0029552241550184
"Calr",2729.96599349592,-0.613174767071873,0.168395428570806,-3.64127917411991,0.000271286762486308,0.00298499040202577
"Nuak1",9.1641019284749,1.59638486050255,0.438522167253517,3.64037437491649,0.000272241911714123,0.0029931939823719
"Prss28",2.78825667442365,-4.19172819551196,1.15161328780849,-3.63987480857293,0.000272770627457975,0.00299670007796523
"Tpm1",241.816516119187,0.432905607430562,0.118986918054976,3.63826220988885,0.000274483895038085,0.00301320444960333
"Fnbp4",310.15540328135,0.57190731294535,0.157210463215366,3.63784509789201,0.000274928684737119,0.0030157691823468
"Tlr1",98.1738755774183,0.570707391333346,0.156889840154612,3.63763128811225,0.000275156943773684,0.00301595661625153
"Plxnc1",56.1700767933455,0.888338430231331,0.244233657744708,3.63724819271179,0.000275566373022617,0.00301812802109587
"Hpgds",16.7988155468843,-1.57256338877136,0.432906061669266,-3.63257419567569,0.000280607854334971,0.00307098955985599
"Ncapg",37.7863362509537,-0.794866176992871,0.218869435153589,-3.63169108758874,0.000281570050324484,0.00307916038187923
"Grwd1",62.0810396166709,-0.70025115587022,0.192947510195626,-3.6292313653607,0.000284266378915487,0.00310626811298469
"Ctss",1750.83689663764,0.786250904886136,0.216711732412854,3.62809570175121,0.000285519430969237,0.00311606112478962
"Trap1",151.643915881395,-0.406362890479172,0.112006677093213,-3.62802380201845,0.000285598936587985,0.00311606112478962
"Mars1",294.936386734297,-0.351250368886583,0.0968287697642468,-3.62754137785482,0.000286132930543128,0.00311950420917325
"Ndufa6",1264.43096717187,0.277528420718374,0.0765695751309409,3.62452606330616,0.000289491826748726,0.00315371645280344
"Wnt11",5.65065356208671,2.06306569504674,0.569241791470325,3.62423442192805,0.000289818651071763,0.00315487040747478
"Map2k4",150.609448020705,-0.460068544480426,0.127036688593429,-3.62154074995485,0.000292853663958531,0.00318548060065174
"Atg7",135.770388018379,-0.531379929603841,0.146787585510469,-3.62006042783464,0.000294534222650192,0.00320132250219943
"Rab29",94.3201137918507,0.537680509240269,0.148600701434693,3.61829051982349,0.000296555394616314,0.00322083965468456
"Paqr7",57.998966171772,-0.717568228711282,0.198374403243565,-3.61724202809698,0.0002977588546317,0.00323145285854858
"Mab21l3",3.22693260746938,3.15658078970039,0.872756916725096,3.61679263631051,0.000298276066151591,0.00323460803096205
"Med8",230.16339157978,-0.342170022315482,0.0947557520120126,-3.61107389314058,0.000304931759263652,0.00330427571001781
"Pxmp2",12.940171687736,1.25767425537101,0.348372220323601,3.61014507472141,0.000306025793412983,0.00331361666529509
"Angpt1",4.28411519573362,-2.51938466507926,0.698068397277522,-3.60907996251499,0.000307284888627657,0.00332472937831833
"Cks1b",299.924511767396,-0.496039226875717,0.137486581452781,-3.60791010754804,0.000308673391621818,0.00333469998422299
"Tubb5",1509.2124451415,-0.312697481246564,0.0866657261403588,-3.60808701631528,0.000308463041941365,0.00333469998422299
"Akr1a1",1108.46335899571,0.447240812974186,0.123999078775849,3.6068075455839,0.000309987399890867,0.00334383689217626
"Nop56",281.809248716403,-0.582249092841225,0.161424204118775,-3.60695037042157,0.000309816889711871,0.00334383689217626
"Cyp27a1",9.52849319822985,1.70795780463737,0.47378470384574,3.60492390483224,0.000312244404095455,0.00336564119191795
"Snora57",43.364315657554,-1.01487969649347,0.281572150539092,-3.60433265346166,0.000312956016112873,0.00337076758832885
"Clspn",31.9809741463381,-0.855230731986496,0.237346150173513,-3.60330568396106,0.000314195655332875,0.00338156921587349
"Arcn1",298.229932672582,-0.357255891347521,0.0991651971351151,-3.60263380367964,0.00031500915769984,0.00338777167941952
"Nagk",123.279647904148,0.472126046889372,0.131063294444759,3.60227513652469,0.000315444233252113,0.00338989807321797
"Camk1",221.481670654682,-0.699758848984148,0.194381870019742,-3.59991828925753,0.000318317192946088,0.00341820011252333
"Il12rb1",33.6530228096932,0.9711404149493,0.269815617538965,3.59927428889121,0.000319106469448201,0.00342410112446221
"Pbrm1",431.015976805042,-0.324033264887295,0.0900341642631766,-3.59900341763734,0.000319438991889461,0.00342509585748145
"Cbx7",193.23359188721,0.610383370857557,0.169726722815951,3.59627146939876,0.000322810921104905,0.00345606115083977
"Hlf",6.35001389474674,-1.88355555348824,0.523734925675752,-3.59639096258088,0.000322662741639654,0.00345606115083977
"Gemin5",79.576593782684,-0.646258461667999,0.179716616123359,-3.59598614534563,0.000323164999495178,0.00345726031669673
"Ahsa1",112.034513550309,-0.66068685314343,0.183781103014221,-3.59496619787023,0.000324433697427382,0.00346823507983374
"Nfic",189.833344936197,-0.490757971379055,0.136604644583312,-3.59254235371004,0.000327467408727303,0.00349804751790825
"Golgb1",150.718540375885,0.385945591191648,0.107444621317593,3.59204198831732,0.000328096968717133,0.00350215314440814
"Fnbp1",241.113685401886,0.412702732695493,0.114964124556357,3.58983930237454,0.000330881881261686,0.00352924199266572
"Pop1",67.4072691510586,-0.605025667070225,0.16864086076373,-3.58765760759416,0.000333662046996145,0.00355623981731264
"Gmnn",176.964519864395,-0.623238698040421,0.173833051141522,-3.58527158067902,0.000336727612947022,0.00358623696354166
"Mertk",4.35192671186689,2.30887981037469,0.644309705526505,3.58349376172746,0.000339028864721564,0.00360805532485349
"Snrpd2",432.163840176179,-0.406876426835521,0.113589202904757,-3.58199913751205,0.000340974918816159,0.00362606387977095
"6530402F18Rik",138.352581872996,-0.848118601299056,0.236980125384371,-3.57885961923366,0.000345096763851983,0.00366716665277828
"Cdkn3",50.4340790674665,-1.10760875771816,0.309585686140295,-3.57771307687727,0.000346613633463686,0.00368054714730733
"Mtmr4",53.7356234484137,0.676820942127733,0.189255418905412,3.57623018692004,0.000348584739523546,0.00369872752591031
"Parp11",80.7660927343592,0.608252318885338,0.170106915245443,3.57570600823432,0.000349283999621648,0.00370339575545388
"Slc25a22",143.397698652819,0.651450519300299,0.182265101300603,3.57419228723269,0.000351310692226455,0.00372212114716486
"S100a8",3385.90795259133,-1.84456678717339,0.516248468218705,-3.57302132738137,0.000352886007759126,0.00373604000208735
"Slc38a1",359.695623379237,-0.40720723268758,0.114021003417401,-3.57133528457825,0.000355165882814325,0.00375739195433643
"Acod1",467.04285484597,1.39350273678933,0.390328132620178,3.57008019748688,0.00035687195332174,0.00376985594477892
"Bzw2",211.103004148914,-0.458252365578891,0.128359114910725,-3.5700804410938,0.000356871621438527,0.00376985594477892
"Ak2",658.790797598449,-0.327591366351987,0.0918225370725306,-3.56765753589691,0.000360186832145874,0.00379925283360958
"Slc38a10",253.296680464625,-0.420154028122801,0.117764728980984,-3.56774079776165,0.000360072430450857,0.00379925283360958
"Cic",409.572132300204,0.414466592280058,0.116182930500786,3.56736218043022,0.000360592924366281,0.00380072925889242
"Rpa2",178.076660456108,-0.405046308653045,0.113576675665386,-3.56628071987574,0.000362083510411726,0.00381362588178486
"Nsd3",269.369096115847,0.424931829839688,0.119171343205145,3.56572157710932,0.000362856439122377,0.003818950378442
"Hcfc1r1",236.297852236132,0.468661229683187,0.131475538425674,3.56462681419731,0.000364374249582464,0.00383210090761175
"Ggta1",190.823519306902,0.513525992803582,0.14415260971373,3.5623773570481,0.000367511609814086,0.00386225225265988
"Cinp",79.4680725059324,-0.607455474140688,0.17054734329456,-3.56179968802871,0.000368321361663116,0.00386791594652398
"Mcm10",53.3033947706394,-0.873334754271311,0.245251249934265,-3.56097982989033,0.000369473467914677,0.00387716390062999
"H2-DMb1",153.399285813032,0.439562477488262,0.123461745057993,3.56031317459337,0.000370412768463971,0.00388416678355539
"Ccdc125",62.0502798621362,-0.587422553929508,0.165119222214057,-3.55756613950124,0.000374306874101735,0.00392212089209169
"Aco2",454.423700571787,-0.327488620913022,0.0920635558786689,-3.55720152005231,0.000374826613920974,0.0039246874633573
"Ifih1",107.875906674239,0.908932406593628,0.255678326780288,3.55498417890813,0.000378001833949603,0.0039550345732368
"Adgra3",9.28543140592881,-1.55683267295085,0.438021394592842,-3.55423888460513,0.000379074724573675,0.00396158795409874
"Cd302",67.9227258354912,0.62281953974546,0.175236587548931,3.55416382193332,0.00037918293889182,0.00396158795409874
"Gipc2",1.43034025159835,4.91045990290032,1.38175709317628,3.55377940677873,0.00037973758484082,0.00396448259261447
"Tjp2",43.2768540709227,0.702385353755082,0.197673697777804,3.55325651136754,0.000380493251673496,0.00396947013908025
"Cstdc6",2.76047199812873,-4.4298264204505,1.24737095449104,-3.55133042380161,0.000383288894466903,0.00399571678158854
"Xpot",203.819645617653,-0.485572903089619,0.136813917973516,-3.54914843666429,0.000386479153818239,0.00402603594079657
"Ncbp1",202.29635216304,-0.47433889202599,0.133704349041942,-3.54766988078446,0.000388655020496303,0.00404575145971444
"Bri3bp",71.0274554202776,-0.651237710157504,0.183607389564401,-3.546903595234,0.000389787197364412,0.00405458175728953
"Bace1",34.6092702862768,-0.984012506792581,0.277512748430736,-3.54582811909334,0.00039138139820915,0.00406820169521331
"Adgrl4",5.3189154059664,-1.90978227554703,0.538817741014139,-3.54439382777657,0.000393516960291001,0.00408742489227351
"Rrs1",129.821083544669,-0.451459919795758,0.127381595948937,-3.54415342681632,0.000393875964595489,0.00408818061508196
"Rigi",317.671343390819,0.490550333485087,0.138456511291484,3.54299215623281,0.000395614469072348,0.0041032431715986
"Zfp862-ps",10.0539930444241,1.37916450220741,0.389363832208112,3.54209710333407,0.000396959316576946,0.00411420388922492
"Cyb561a3",361.959484859254,0.341980253145223,0.096555416928924,3.54180287364881,0.000397402338746174,0.00411580870338858
"Asns",269.188925829318,-0.865419262006763,0.244399107241725,-3.54100827852376,0.00039860107146616,0.00411979885514812
"Bcar3",402.835396515395,-0.822143334929377,0.23217308592164,-3.54107941351503,0.00039849361911262,0.00411979885514812
"St3gal3",37.028611924477,0.813805501693728,0.229825330991989,3.54097391345472,0.000398652991024696,0.00411979885514812
"2210408F21Rik",19.6408669232471,1.11766905359102,0.315658830883064,3.54075015251215,0.000398991208884469,0.00412031268639768
"Nabp1",93.5243959492053,0.524315156419147,0.148098897537751,3.54030425031015,0.000399665995988638,0.00412429895571512
"Ruvbl2",169.769729494093,-0.798937501998833,0.225702306632674,-3.53978439085733,0.000400454049229675,0.0041294474592767
"Cnpy2",233.586185622778,-0.488276613517325,0.138026689383913,-3.53755216253295,0.000403854405010157,0.00415896876807144
"Fam118a",23.7881724917506,0.884132169714148,0.249929743586265,3.53752281352213,0.000403899291507848,0.00415896876807144
"Gas7",82.4065132038274,-0.779680766235816,0.220490263741929,-3.53612333263108,0.000406045080935434,0.00417805176219011
"Ubr4",288.743975668687,0.409726121931597,0.116036026363764,3.53102510290328,0.00041395245979824,0.00425328707254566
"Zfp467",23.3015606238284,1.02109743812369,0.289172142468995,3.53110582992333,0.000413826138884236,0.00425328707254566
"Rora",35.7610082258466,0.839932506547224,0.237933599944718,3.53011305146636,0.000415382133773523,0.00426490843605568
"Setd2",174.524996877446,0.44552086501798,0.126265043633374,3.52845769658628,0.000417988750282293,0.00428858860023829
"Art3",8.61756202051182,1.81289638647059,0.514032468216971,3.52681299054708,0.000420593720718582,0.00431082335830294
"Psen2",152.154896274911,0.46872924373916,0.132908412466243,3.52670861867538,0.000420759540783805,0.00431082335830294
"Ssrp1",480.647342424181,-0.344217120588798,0.0977062992453504,-3.52297777366876,0.000426727144890519,0.00436882945041318
"Acot1",8.84089258946699,-1.54677763337057,0.439144154669772,-3.52225486078419,0.000427892568646453,0.00437762296949044
"Oas2",189.083434265885,0.796591983095531,0.226186561593314,3.52183603430788,0.00042856912695735,0.00438140606385459
"Samd14",19.1982701676447,-1.39731221556855,0.39692168560157,-3.52037257286862,0.000430941004049373,0.00440250316154016
"Iscu",87.9313417351096,0.632752586542381,0.179786729202243,3.5194621391137,0.000432422749992709,0.00440503688687294
"Itgb8",1.84320960723363,4.30801523544846,1.22400960091854,3.51959268310933,0.000432209995765456,0.00440503688687294
"Mapkapk5",166.603963435878,0.373598667963761,0.106143807241681,3.51974060166418,0.000431969043434467,0.00440503688687294
"Pkmyt1",102.885053714083,-0.504334095719112,0.143277920974009,-3.51997078329046,0.000431594337860946,0.00440503688687294
"Gm10110",28.1872509855668,-1.02013740431887,0.289876425087833,-3.51921479647669,0.000432826125093258,0.00440600336320877
"Wnt6",4.51489012088074,2.4986720597257,0.710285278643198,3.51784294966484,0.000435069766049742,0.00442568831817836
"Tfr2",10.4126233075174,-1.48295457061147,0.421633140397022,-3.51716795604606,0.000436177692045205,0.00443380056782179
"Pml",497.474620394162,0.514167720849319,0.146261205791507,3.51540737044283,0.000439079901742808,0.00446012742296641
"Pus7l",23.7244733146112,-0.943948297923581,0.268697589663779,-3.5130508580473,0.000442992674024761,0.00449667474798979
"Mki67",249.151717733252,-0.72117533319555,0.205311377545673,-3.5125931247289,0.000443756463040811,0.00450122855479322
"Rrp9",105.049820584491,-0.560484577273901,0.15961484048557,-3.51148161141426,0.000445616290474382,0.00451688563559626
"Prom1",22.4771068779394,-1.27439394995798,0.363090882934717,-3.50984838742733,0.000448362267067596,0.00454149638174426
"Crnde",2.45657733939914,-4.3575331512948,1.24205498992431,-3.50832546597661,0.000450937010747304,0.00456433904145499
"A530064D06Rik",51.0997912881899,-0.706602335762266,0.201453344449375,-3.50752347990844,0.000452298437363934,0.00457150064245201
"Cdkn2aipnl",174.672122038136,-0.377155740772231,0.10753316888263,-3.50734331268419,0.000452604810840719,0.00457150064245201
"Plpp5",87.2029401213368,-0.828169721966448,0.236109243328655,-3.50757009887016,0.000452219193573959,0.00457150064245201
"Gm16104",6.2175698780889,-2.30904554555507,0.659370243842902,-3.50189528131817,0.000461961149050152,0.00466270609945885
"Dcxr",46.1266108365125,0.664249282048454,0.189703991380613,3.5015039863644,0.000462640050154806,0.00466626073185801
"Comt",76.7942016932702,-0.583781870232331,0.166741833560543,-3.50111221501209,0.000463320710331348,0.00466653482718781
"Grina",905.154192833258,0.679063442881888,0.193950671377897,3.50121728405254,0.000463138072652728,0.00466653482718781
"Alg3",51.4793745818749,-0.700771139447953,0.20023518108729,-3.49974033355537,0.000465711576901071,0.00468730989520866
"Kmt5a",474.146224100823,-0.452604903511624,0.129346888643594,-3.49915570647196,0.000466733938009912,0.00469429162158983
"Vps13d",101.417326046394,0.484607790134784,0.138564858789313,3.49733543099571,0.000469930552565579,0.00472311622219676
"Crtc2",280.509538670311,0.466605523188733,0.133566256542316,3.49343865185668,0.000476842532228923,0.00478921592496025
"Ceacam1",117.34338478457,-0.542533401633664,0.155345680981104,-3.49242668484396,0.000478652974321789,0.00480402092710035
"Bbs2",14.2517295506354,1.11772440164562,0.320665778979097,3.48563668129516,0.000490967331251386,0.00492415409054234
"Psmc2",571.510518743044,-0.359909697233347,0.103269042122115,-3.4851654458822,0.000491832834845112,0.00492937301561957
"Pwp1",142.451318277266,-0.488822765148992,0.140285447469026,-3.48448662329654,0.000493082108643705,0.0049384282437934
"Sin3b",442.806966352147,0.276487365840222,0.0793545725993294,3.48420206654303,0.000493606673422341,0.00494021759622836
"Stard3nl",65.6657186595102,0.639328366538823,0.183528608118634,3.48353519973059,0.000494838045270686,0.00494907350319043
"Sell",487.866578322164,0.583354964629825,0.167576420420962,3.48112797232691,0.000499306870695617,0.00499027342706424
"Atp5mc1",567.051230113255,-0.488683692553553,0.140404323006203,-3.48054591262097,0.000500393052836039,0.00499413946932516
"Gm5431",7.88123691911237,1.78061325610858,0.511563873626773,3.48072517999518,0.000500058287284672,0.00499413946932516
"Fstl1",3.95407979363937,3.07268066211466,0.882951850788164,3.48000931123463,0.000501396356455174,0.00500065835397541
"Etnk1",437.28418871309,0.389182486334744,0.111859862859432,3.4791968842641,0.000502918951463717,0.00501234366001731
"Rpl37",6132.69551927255,0.545736909893674,0.156916621353519,3.47787828457114,0.00050539935980967,0.00503355206192587
"Spc25",64.2419519732731,-0.802289079933289,0.230751317974528,-3.47685589393622,0.000507330416029585,0.00504926341584288
"Pole",47.7374769824225,-0.709092477285979,0.20397131966501,-3.476432267294,0.000508132561105443,0.00505020823779258
"Ppp1r12b",25.6736476427479,0.980523504561437,0.28204746663364,3.47644854344701,0.000508101720073441,0.00505020823779258
"Whrn",35.2682783001464,0.917132687912907,0.263881856848604,3.47554280110697,0.000509820631058417,0.00506346192821719
"Cenpe",53.7702363085364,-0.722348224794019,0.207899269324628,-3.47451064710619,0.000511786052964695,0.00507944990162736
"Me2",172.924992320676,-0.477039225285052,0.137322427991285,-3.47386244376138,0.00051302396635911,0.00508820019968111
"Prdx6",1051.3551987355,-0.489623589910662,0.140991510198956,-3.47271682684826,0.000515218648809777,0.00510642105642001
"Bahd1",135.979541388156,0.477821695094381,0.137730960571445,3.46923954579202,0.000521933860739072,0.00516936081146335
"Syngr2",688.2027928418,0.315702416192382,0.0910053128330766,3.46905478772925,0.000522292931728162,0.00516936081146335
"2610318N02Rik",18.5650656470942,-1.21053178862862,0.349157965224487,-3.46700321686868,0.000526295591379414,0.00520536955407257
"Memo1",163.613699823756,-0.41976404869678,0.121162568727302,-3.46446970467864,0.000531277977021658,0.00525101181164243
"Trp53",211.222305570812,-0.719487463021846,0.207692277228562,-3.46419940415051,0.000531812134882326,0.0052526562312513
"Arap2",54.7880554680214,0.736627787814387,0.21267463817983,3.46363719773451,0.000532924749620447,0.00525910538992995
"Ncf4",612.719625435441,-0.339484316320221,0.0980177743935787,-3.46349749747492,0.000533201554727529,0.00525910538992995
"Idh3a",168.840858605649,-0.576939325804438,0.166780887874228,-3.45926522611822,0.000541651250764671,0.00533875994715047
"Speg",3.16557380478633,3.24515576092964,0.938776633001142,3.45679221963089,0.000546646163823769,0.00538427621498695
"Nr2f6",55.4992552786755,0.693303270990561,0.20086595456049,3.45157183310413,0.00055733137924705,0.00548573863432554
"Abcc1",273.716217214868,0.418450289595329,0.1212919106103,3.44994392033096,0.000560703017841238,0.00551512431185162
"Klra2",4.70948075806552,2.12865793165213,0.617096808874157,3.44947162429132,0.000561684759465588,0.00552097848223505
"Idh2",179.764093121428,-0.667332409546481,0.193480072399616,-3.44910150833603,0.000562455222308919,0.00552474930193671
"Tha1",15.5084907539522,1.12981128015454,0.327609220543413,3.44865531647887,0.000563385359318524,0.00552628413584283
"Tyk2",223.451867677275,0.392985402223286,0.113948993803177,3.44878343464873,0.000563118136106796,0.00552628413584283
"Senp3",131.728700761183,-0.62089640135052,0.180109421456044,-3.44732883116862,0.000566159033538663,0.00554463908555604
"Tnfaip6",5.22565555349242,-3.09603469312045,0.898033286990863,-3.44757230936803,0.000565648970846309,0.00554463908555604
"Tox3",10.4381058805825,1.36442272316661,0.395805652101324,3.44720373729612,0.000566421259335266,0.00554463908555604
"Arhgef10l",37.2942389788595,0.789129786111652,0.228969143819242,3.44644598372009,0.000568012105944825,0.00555640335418082
"Nudcd2",131.127290937426,-0.525136422144241,0.152389288397796,-3.4460192554573,0.00056890982018397,0.00556137580552187
"Batf2",11.2449310357261,2.14707632982672,0.623230002385512,3.44507857710388,0.000570893406840132,0.00556552876210974
"Mfsd10",217.010822607798,-0.54712095255368,0.158797179595056,-3.44540724179659,0.000570199628383585,0.00556552876210974
"Pak1",33.5888088220083,-1.02720882792236,0.298164848974084,-3.44510371177803,0.000570840322298742,0.00556552876210974
"Sgpl1",318.390565455713,0.498408723760653,0.144650198060051,3.44561383561838,0.00056976393133395,0.00556552876210974
"Sri",803.513225467234,0.255396518948369,0.0741573092233675,3.44398308977332,0.000573211552202859,0.00558431609042376
"Ddx56",100.10766597518,-0.519303274030192,0.150865816877044,-3.44215333055484,0.000577103035807379,0.00561839506298636
"Eif3c",1426.84668150523,-0.222966344605069,0.0648037764528488,-3.44063813576204,0.000580344116023537,0.00564251557599718
"Pitrm1",161.374574057099,-0.485246231744511,0.141034298164474,-3.4406257063698,0.000580370773080791,0.00564251557599718
"Stab1",22.5745707515593,0.936875080651524,0.272368051467971,3.43973926311139,0.000582274851943676,0.0056571764867072
"Cln3",269.497750491951,-0.643615878901757,0.187156714802982,-3.43891417189752,0.000584052371282006,0.00567058869248784
"Gltp",492.18338117686,0.298922207861167,0.0869537748046224,3.43771398691799,0.000586646986989501,0.00569191050827721
"Src",24.1411953139588,1.00086909638156,0.291275524884616,3.43615927489285,0.000590023990052849,0.00572078929119809
"Abcc3",3.03293155036033,2.58361643518124,0.75250076387009,3.43337383724872,0.000596119556981416,0.00577205390698887
"Tmem41b",38.4271530303343,-0.752124967775359,0.219051446258117,-3.43355399210239,0.000595723545385494,0.00577205390698887
"Dnajc6",9.81969486447905,-1.63159178729903,0.475450232408646,-3.43167733672846,0.000599860796125869,0.00580434409909869
"Ltb4r2",5.91127160571786,-1.96542244941342,0.572970789582494,-3.43023149722094,0.000603066497441951,0.0058314121303087
"Cd9",748.632487352625,0.414329874021309,0.120841924612795,3.42869310753628,0.000606494903187174,0.0058605955394582
"C1ra",4.91694432425244,1.87115311008158,0.546341484901145,3.42487832572361,0.000615074815878558,0.00593547197322808
"Srsf7",924.817546184527,-0.256062753403099,0.0747625056248385,-3.4250156714655,0.000614763958451452,0.00593547197322808
"Fig4",83.1354169664977,-0.475090508655293,0.138855694222771,-3.4214693989653,0.000622837335525299,0.00600632196216903
"Ifi208",60.650826391054,1.00808623729227,0.294835061521977,3.41915317699463,0.000628163540977016,0.0060535976330862
"Gm36738",21.0295336898983,0.91324811196952,0.267135483661285,3.41867017983832,0.000629279529952078,0.00605617941157384
"Ptprc",1340.53066519886,0.395591874644529,0.115709018954735,3.41885082267687,0.000628861929937072,0.00605617941157384
"Hnrnpl",437.161407836933,-0.494105166357651,0.144554516671035,-3.41812333323416,0.000630545272469002,0.00606427446559076
"Phf10",193.956959271811,-0.462620903638463,0.135382932926184,-3.41712868556853,0.000632853578388023,0.00608237873925824
"A430093F15Rik",9.03909511558166,1.57567238173187,0.461194614387457,3.41650212855288,0.000634311679288365,0.00609229280672255
"Bmyc",194.384699880583,0.684052342986187,0.200283805287568,3.41541515053613,0.000636848671275408,0.00610438078086335
"H3c8",6.28591077517548,-2.32124675433296,0.679638569252132,-3.41541351440257,0.000636852497093292,0.00610438078086335
"Lrr1",27.3392720290894,-0.963199534300145,0.281995983154876,-3.41564983842747,0.000636300115287112,0.00610438078086335
"Oasl2",285.61485086585,0.882091140289365,0.258597606415952,3.41105686365298,0.000647115943666653,0.00619859819412954
"Nfil3",134.857753579192,0.53753622000252,0.157675523571759,3.40912912686721,0.000651706242461618,0.00623838374989064
"Gadd45g",146.412186976305,-0.6006603579576,0.176203720020446,-3.4088971441006,0.00065226067312654,0.00623950899771818
"Ahnak",92.5935033760769,0.717298969888426,0.210445597324564,3.40847696035264,0.000653266014467131,0.00624494325208806
"Cd5",25.4531791857347,0.891804694521883,0.261789557478415,3.40657092327074,0.000657844563239487,0.00628257330696943
"Frzb",1.40017111661127,4.94798688045113,1.45252518845727,3.40647234194016,0.000658082178072138,0.00628257330696943
"Psmb2",270.901257841403,-0.39498448124178,0.115992903693146,-3.40524694757787,0.000661042468408766,0.00630661892706346
"Akr1b10",92.2272669493947,0.5964052649146,0.175198883406008,3.40416133550626,0.00066367541408916,0.00632751152471387
"Sypl",118.574233657062,-0.51854027543792,0.15233941891776,-3.40384832187034,0.000664436378269465,0.00633054059669412
"Dnmt1",242.033243697398,-0.414647926342604,0.121928557824804,-3.40074494228334,0.000672024990181755,0.00639550347081308
"Tuba1b",1733.32974254238,-0.694165879511066,0.204124771665605,-3.4006939669637,0.000672150308758607,0.00639550347081308
"Srpk2",115.931662321624,-0.462317341433938,0.136035444972183,-3.39850648136943,0.000677548575579252,0.00644257573663307
"Cdc123",299.240723087895,-0.340710011352696,0.100315112908221,-3.39639762619231,0.000682790930874729,0.00648810384215095
"Klf6",267.712829063979,0.70849957947186,0.208617690421475,3.39616251162814,0.000683377727150626,0.00648936216699817
"Lman1",205.867045587302,-0.409704732985494,0.120653137703847,-3.39572381442038,0.000684473876220483,0.0064954524253694
"Gapt",300.687175390373,-0.793010496553112,0.233775914344796,-3.39218220480789,0.000693383145480382,0.00657562953768314
"Cntnap1",12.5152282116086,-1.99934716595495,0.589559051288245,-3.39125853735292,0.000695724378196916,0.00659345425972685
"Tmem243",195.660017099404,0.547181868559624,0.161376073845328,3.39072487960065,0.000697080394359274,0.00660192453066257
"Ncapd2",164.796103879234,-0.429380739094543,0.126723856739986,-3.38831811263094,0.000703226525567849,0.00665571983973493
"Birc2",193.838636813036,0.764131106643721,0.225631392110684,3.38663472088527,0.000707555270216684,0.00669101798054446
"Kifc1",32.998888019103,-1.15581446375093,0.34130021411655,-3.38650377569419,0.000707893023988425,0.00669101798054446
"Adcy6",126.385483823167,0.743288216994529,0.219529162431128,3.38582905689223,0.000709635737452883,0.0067030539697765
"Mob3a",320.032347775531,0.399736834769824,0.118096757168412,3.38482481953149,0.000712236939164461,0.00671873709719078
"Psmd13",271.324613279752,-0.407104076417824,0.120268088431204,-3.38497170553016,0.0007118559188934,0.00671873709719078
"Oaz1-ps",9.60539860087616,-2.00559081454655,0.592998047780799,-3.38212043370489,0.000719286028512668,0.00677181480502171
"Polb",129.56684258409,0.500870540216412,0.148083933751704,3.38234221314132,0.000718705520883442,0.00677181480502171
"Zcchc2",143.408107784841,0.686875251952731,0.203084435604894,3.38221513582196,0.000719038092469222,0.00677181480502171
"Col4a1",8.79636960643231,1.77817597197574,0.525920255729689,3.38107527254033,0.000722027605997589,0.00679314773969537
"Pop4",108.679657826891,-0.437843494236776,0.129514464991115,-3.38065322870933,0.000723137424352557,0.00679911039802713
"Ampd2",218.782194376083,-0.473182649624635,0.140032081891405,-3.37910172607153,0.000727230935183786,0.00683310014229923
"Dock11",23.767641562702,0.773313817611813,0.229146405602238,3.37475866391797,0.000738804492988752,0.00693728189931976
"Npdc1",2.4222021085619,4.30308736716584,1.27567344762233,3.37318878525391,0.000743029893187225,0.00697237380716159
"Comtd1",81.6884066825867,-0.558346932758891,0.165663482813492,-3.37036819023955,0.000750678091756686,0.00703951707581681
"Crtac1",1.72419583904307,-4.12806363306773,1.22495332565347,-3.36997626490426,0.000751746585181788,0.00704057684239183
