"","baseMean","lgFC_MoDC_Treatment_6H_vs_MoDC_Control","lfcSE","stat","pvalue","padj"
"Eml4",64.1301453991462,1.1651149199004,0.254309479821346,4.58148442094607,4.61687003852626e-06,4.15518303467364e-05
"Zdhhc21",63.1682197091547,1.02949773576298,0.22511498725167,4.57320833380163,4.80312127688829e-06,4.29764559028493e-05
"Leng9",19.1518559375107,2.55993339750412,0.561276271947214,4.56091505280108,5.09311835356183e-06,4.53892590608222e-05
"Rnd1",17.6898862807418,4.47609551314638,0.981489000349322,4.56051520857931,5.10282662096655e-06,4.54461134090387e-05
"Abhd17b",127.218384481283,1.12506534857888,0.247285578307943,4.54966017944583,5.37326187143885e-06,4.77300873980186e-05
"Syncrip",281.079447312537,0.830535277688557,0.182566820387655,4.54921258925926,5.38470233418255e-06,4.78006118131303e-05
"Dync1li1",167.969897575375,0.859369367659608,0.188952137515091,4.54807962990614,5.41376524006971e-06,4.79961927419946e-05
"Med13l",192.4356310013,0.661482909748409,0.145559423114443,4.54441832479875,5.50871614611528e-06,4.87430340524381e-05
"Cdc42se1",379.493603438824,0.775245067812741,0.170744804594739,4.54037280755204,5.61548468136936e-06,4.96234384173047e-05
"Phf23",299.895564237909,0.705621987669447,0.155453450357011,4.5391207853472,5.64892726363778e-06,4.98222247612704e-05
"Stx2",182.660150226414,1.0213550027564,0.225238366251965,4.53455163856875,5.77259783154199e-06,5.07817514136873e-05
"4921524J17Rik",71.5787393777596,1.05161513330456,0.23207995464517,4.53126223207166,5.86323030072526e-06,5.15458359921455e-05
"Cyfip1",374.616841670597,0.758603315645731,0.167578477888926,4.52685407578738,5.9868249988552e-06,5.24282391869881e-05
"Psma7",767.276489941082,0.654622980503467,0.144611947498194,4.52675585820213,5.98960699193153e-06,5.24282391869881e-05
"Sntb1",16.8716032147706,2.43242277820573,0.537783317647942,4.52305361357101,6.09537924067895e-06,5.3277985129955e-05
"Hivep1",148.406739891995,1.11844908971436,0.247433314274167,4.52020413255696,6.17800312774433e-06,5.38431811002638e-05
"Cpsf6",145.455533939398,0.912276037439902,0.201840568487787,4.51978531508696,6.19023717849585e-06,5.39000690038289e-05
"Slc6a4",41.5744284700086,2.03765292214958,0.453780564422137,4.49039267414287,7.10919900160968e-06,6.15094385101248e-05
"AW112010",18.3530927495688,4.39469081216214,0.979859693009629,4.4850205019291,7.29069241193317e-06,6.29202424147431e-05
"Ccdc71l",18.1969751608274,2.05232142799627,0.457616447117847,4.48480696207963,7.29799743231053e-06,6.29434990166365e-05
"Hp1bp3",264.47524162198,0.528817330819977,0.11797439628633,4.48247541387294,7.37821454716602e-06,6.35550556545474e-05
"Csnk2a2",167.429100730148,0.70002018021967,0.156204226063427,4.48144200615563,7.41403807645639e-06,6.38233681323197e-05
"Pid1",345.691000208917,1.39558511483962,0.311489899718778,4.48035431036316,7.45192316150428e-06,6.41090780869678e-05
"Macir",91.51577980692,1.3040322273755,0.29129632321602,4.47665186082166,7.58227402764978e-06,6.51074133959135e-05
"Nt5c3",91.2795660717789,1.95454514051737,0.437036561360242,4.47226917224957,7.73939221950653e-06,6.63314011129458e-05
"Rnf24",71.7045765603508,1.59564375946348,0.357537001256391,4.46287727943223,8.08663718105458e-06,6.89611851548646e-05
"Cmklr1",111.831829505766,1.39368265281491,0.312558132984443,4.45895500944868,8.23602047716627e-06,7.00616606273406e-05
"Pilrb2",65.5104806602069,1.78350353802153,0.400967352070477,4.44800188547035,8.66727692378202e-06,7.34083944419329e-05
"Artn",8.28141453171633,4.89069195227298,1.10213603522112,4.43746669737711,9.10237991632195e-06,7.6902718439074e-05
"Eea1",260.623445528809,0.830234880525133,0.187220756062858,4.43452370337821,9.22760673809903e-06,7.78162537339506e-05
"Jarid2",96.7681030605496,0.893297753994298,0.201626065166379,4.43046762459587,9.40289639216817e-06,7.91478079175537e-05
"Tyms",33.0199469036098,2.39225184625859,0.541321845954907,4.4192782244703,9.90310880887612e-06,8.30465589780639e-05
"Pdcd10",122.732698301747,1.14325033876429,0.259192088264558,4.41082266985468,1.02978627533269e-05,8.58343834988842e-05
"Rexo1",117.632658556951,0.886673055315805,0.201017777250562,4.41091861348459,1.02933004169517e-05,8.58343834988842e-05
"Sgk1",1369.88081586948,0.957758316440354,0.217950288680429,4.39438884086395,1.11084826756851e-05,9.21970297696831e-05
"Ier2",183.461880987079,1.26564975011001,0.288063387913607,4.39365015900456,1.11463136421697e-05,9.24548117597466e-05
"Pdlim1",49.5354676698881,1.56005205266465,0.355402213963924,4.38953948897744,1.13590950894252e-05,9.39913486399533e-05
"Zfp263",148.210175707833,1.13645268705644,0.259057557497618,4.38687331894146,1.14991717558267e-05,9.5092787390855e-05
"Cdk6",118.42561149042,1.06858106856314,0.243599454305353,4.38663161873784,1.15119515263062e-05,9.51408439398656e-05
"Tmem170b",80.4266658814515,1.00119244244365,0.228412211041619,4.38327021956467,1.16910951431703e-05,9.64462368517849e-05
"Vrk2",74.2508123851331,1.03700765934908,0.236789480255595,4.37944987348981,1.18979284848501e-05,9.7856878074493e-05
"Syf2",350.164898516992,0.939567186935849,0.21466592893383,4.37688081943115,1.20389758929821e-05,9.88383270396177e-05
"Crkl",82.9985071084072,1.33894065381749,0.306344700171484,4.37069958470959,1.23849091115985e-05,0.000101556254715108
"Arg2",58.9306537519083,3.03050016292251,0.695672462123378,4.35621693817319,1.32329628452377e-05,0.000108120671290264
"Atad2b",54.890074129769,1.35572771343598,0.312216102383679,4.34227351851937,1.41015821910839e-05,0.000114805546603976
"Mecp2",81.4429474968389,0.939274109152206,0.216736175148648,4.33372097901056,1.46609972511527e-05,0.000119005110267531
"Rnf4",347.265939435743,1.24071463449724,0.286426410771984,4.33170471659101,1.47959287744839e-05,0.000119957728953699
"Lats1",71.3099936263143,1.18586878570326,0.273878902243647,4.32990192376443,1.49175765695153e-05,0.000120800517736413
"Tet2",51.1186115956896,1.36868151860359,0.316256055594092,4.32776383058501,1.50630858603432e-05,0.000121906527119897
"Dvl1",123.693826430536,0.794836671454515,0.183709631614115,4.32659226667049,1.51433902931133e-05,0.000122483831559168
"Crbn",48.2763553366981,1.16723147737417,0.270378709186097,4.31702437254696,1.58146701941686e-05,0.000127535553550493
"Bdp1",62.3752378313848,1.40434716982157,0.325541282942006,4.31388350236288,1.60411498217141e-05,0.000129057052749477
"Zfr",112.457258607401,1.09654520859789,0.254560151879473,4.30760745741961,1.65029927084622e-05,0.000132382702378751
"C3",503.44655706196,1.58481694326316,0.368133098537872,4.30501074083704,1.6697763394974e-05,0.000133787889455153
"Cask",29.6237072899912,1.46012765413599,0.339448413958696,4.30147142862675,1.69667654043663e-05,0.000135783849979961
"Akr1a1",6926.96939229395,0.750015697262905,0.174419146647283,4.3000766353915,1.70739055952658e-05,0.000136561237898163
"Dhx38",194.707869593011,0.702756229024394,0.163878593076878,4.28827350680708,1.8006728431704e-05,0.000143502781439412
"Lck",185.125251649323,2.34398196346752,0.546872096269682,4.2861612056206,1.81787094427214e-05,0.000144719486892989
"Stk38l",26.5457090489377,1.89856583621981,0.443065673328509,4.28506641454962,1.82684605846136e-05,0.000145349237973036
"Slx4ip",18.5872903779405,2.42043961689176,0.565964373899852,4.27666427166325,1.89714577814791e-05,0.000150503958797522
"Msi2",82.3753951280299,1.4278493138376,0.335274665233667,4.25874502877356,2.05577793823748e-05,0.000161777695508161
"Tanc1",21.2473378495119,1.66083326722748,0.390553454802904,4.25251203594046,2.11385851581404e-05,0.000166247179241988
"Gm46224",8.35267765214475,2.90643768255294,0.684186125698081,4.24802195394927,2.156662648052e-05,0.000169320961091742
"Arhgap31",150.994617421865,0.622846415144567,0.146686865497874,4.24609533396563,2.17528104822856e-05,0.000170390775395666
"Rbm5",303.99304993689,0.54863943538491,0.129348023275969,4.24157572330555,2.21955977909461e-05,0.000173560421901367
"Rhoh",123.964598699182,1.14847749209372,0.270945826674606,4.23877166217802,2.24746104251415e-05,0.000175641589086695
"Rfx5",39.6053510245959,1.68510762837209,0.397803427148082,4.23603094737747,2.27505435032487e-05,0.000177696321767651
"Cep170",48.8807012193681,1.09054381924172,0.257916970160489,4.22827477603792,2.35490087950996e-05,0.000183699119908044
"Arhgap17",406.206320730326,0.871358349316387,0.206096590321278,4.2279124946126,2.35869484721321e-05,0.000183808565918961
"Snn",263.459154724276,1.8359789484892,0.434277403782509,4.22766400576687,2.36130049181021e-05,0.000183906649256616
"Ccdc59",168.622744250821,0.679066006883811,0.160721785502731,4.22510243250299,2.38832117970564e-05,0.000185799139980177
"1810037I17Rik",489.634816224993,0.903562501915507,0.213954088848756,4.22316071068048,2.40899913369554e-05,0.000187194451749262
"Ago3",43.8220159611407,1.15518730808398,0.273882996791508,4.21781315969522,2.46683087924272e-05,0.000191252935799551
"Strip1",118.699265156564,0.852831660053324,0.20228101741448,4.21607361359987,2.48592641694696e-05,0.00019236492572886
"Tle4",105.965688626657,1.26569039871452,0.300682140962247,4.20939665609685,2.56053525577032e-05,0.000197396882253146
"Bcl2l2",62.424660604895,1.10529171847732,0.262923698899923,4.20384972180854,2.62413195589266e-05,0.000201730144109249
"Ddx39a",251.419155631596,0.924883460377526,0.22040337192956,4.19632173628048,2.712848005843e-05,0.000207848001255749
"Ubap1",281.670675834415,0.860924497145866,0.205552817329866,4.18833713071554,2.81005867665625e-05,0.000214693514898644
"Krcc1",185.204836984749,0.921732435280177,0.220161476792466,4.18661996961914,2.83139306488342e-05,0.000216202514065175
"Taok3",310.831471480029,0.802207809897405,0.191799854005352,4.18252565445134,2.88288474801785e-05,0.00021988841041725
"Fyb",289.511786960857,1.00653535916733,0.241170093149928,4.17354965543592,2.99890262262577e-05,0.000228100376081948
"Flt1",12.0565848970086,2.47169375552684,0.59283701082914,4.16926357561573,3.05585426966377e-05,0.000231704586682319
"Ptprc",1556.79214202085,1.03632448864799,0.248563327818152,4.16925737897332,3.0559373472752e-05,0.000231704586682319
"Usp3",137.121402425954,0.69491074933807,0.166662681492562,4.16956419466397,3.05182648439044e-05,0.000231704586682319
"Mocs1",90.4853114077531,1.45666371885512,0.349843191558488,4.16376180529896,3.13046696429394e-05,0.000236788174313048
"Ube2e2",13.2175408125679,2.0288836131762,0.488326824955985,4.1547658442869,3.25620831071946e-05,0.000244942215241062
"Crem",95.9117932253915,1.29827806845179,0.31271431474094,4.15164259278415,3.3009749267499e-05,0.000248172966271566
"2210406H18Rik",23.5194476774018,1.6415368068958,0.395981076158131,4.14549306957353,3.39083257052551e-05,0.000254089116824286
"Csnk1a1",416.999571140945,0.69178229537125,0.167464274602749,4.13092462265319,3.61307048533375e-05,0.000269853672517843
"Atg4b",83.6058574690262,0.93045666262546,0.225249408288844,4.13078404819739,3.61528080546151e-05,0.00026987112540714
"Hipk1",440.885984552001,0.812842094085239,0.196803285155901,4.13022624821193,3.62406402561969e-05,0.00027037365863839
"Mbd2",672.513896750115,1.03151470289017,0.249944746252609,4.1269709339986,3.67572831614266e-05,0.000273702832054865
"Dennd1a",163.524700027753,1.28953799041105,0.31256951408643,4.12560384905123,3.69763281929017e-05,0.000274966126807019
"Ubap2l",367.773764458322,0.500810896731866,0.12144275774429,4.12384324956104,3.72602513037027e-05,0.00027692662550324
"Mmadhc",71.1674688956439,0.986970091422599,0.239410616499488,4.12249926863502,3.74783801319874e-05,0.000278244874356729
"5430405H02Rik",31.5091944264206,1.5764034348808,0.382802151954026,4.11806314785327,3.82070013347673e-05,0.000282885135153784
"Rtca",182.477915034901,0.824706158238519,0.200289344406853,4.1175738064391,3.82881927903264e-05,0.000283332626648415
"Nacc1",130.919981903291,0.782094640856703,0.189975093884308,4.11682723701133,3.84123790888752e-05,0.000284097622806291
"Ahr",49.1448147084009,1.76192943544051,0.428817492096599,4.10880961694445,3.97703756205715e-05,0.000293346806238607
"Ube2d3",893.19631699497,0.796720970094882,0.193903464765658,4.10885370747635,3.97627846445468e-05,0.000293346806238607
"Tle3",242.888988246734,1.00307796619738,0.2441647974128,4.10820059577024,3.98753703447725e-05,0.000293962435916403
"Ctnna1",318.160462301799,0.731812036289877,0.178317835714825,4.10397554095613,4.06110417978181e-05,0.000299062866054806
"Jaml",167.527033251822,2.15875263063908,0.527232183726651,4.09450086180305,4.23078840240943e-05,0.000310219946606315
"Bclaf1",231.221887906318,0.96924872418058,0.237028970792594,4.08915720698418,4.32943367018484e-05,0.000316942401603398
"Rbm25",471.213465249914,0.626556355075615,0.153706321062332,4.07632132982696,4.57537816044026e-05,0.000333694647566725
"Ly6i",97.1535429679053,2.48139596609552,0.610342259014231,4.0655811218172,4.79129243961966e-05,0.000348808590417177
"Zfp503",48.3368247817051,1.49854944533831,0.369029124936293,4.06078909245175,4.89071373533647e-05,0.00035517507781143
"Zfp422",38.5859448558771,1.35552636104264,0.334360641848843,4.05408469593573,5.03309800177233e-05,0.000364933016559733
"Gm9776",11.9573564809887,2.06237584741902,0.509468780603447,4.04809072888866,5.1637131013419e-05,0.000374204750385461
"Cd1d1",100.875188676959,1.48609421461705,0.367205393063393,4.04703809554479,5.1869802155928e-05,0.000375691463572883
"Il20rb",20.1235575754768,1.97324556283258,0.487794823900878,4.04523678019502,5.22702663455406e-05,0.000378190750617735
"Rab10",224.364538465509,1.32677228543898,0.328314638054993,4.04116092203217,5.3187243602602e-05,0.000384011336280447
"Trpm4",21.948562802868,1.34255926323419,0.332502278380312,4.03774455253082,5.39675728040985e-05,0.000388787356371467
"App",1051.25451872522,0.631926960243919,0.156577374511205,4.03587658955603,5.43988064972827e-05,0.000391372736257571
"Xpnpep1",197.727307737603,0.564780048644264,0.139941169990162,4.03583912213946,5.44074894467787e-05,0.000391372736257571
"Ube2k",282.939184578997,0.637656062666487,0.158013067595867,4.03546410666079,5.44944704152125e-05,0.000391791998198471
"Fosl2",49.0741878641665,1.89494526896861,0.469962441039003,4.03212066219424,5.52757924263482e-05,0.000396991264595966
"Csnk2b",529.578219550642,0.542748161561532,0.134627952095812,4.03146711446125,5.54297533443998e-05,0.000397887708943791
"Hif1a",158.493202310679,1.52214438369699,0.378039871188762,4.02641229061513,5.66343509624308e-05,0.00040610755971117
"Snu13",140.286671611721,1.07621589490309,0.267715040456545,4.02000534997127,5.81968198222235e-05,0.000416000618341789
"Atg3",220.100523554773,0.772263386797985,0.192176152165539,4.01851831299423,5.85652581364363e-05,0.000418196375176132
"Igf2bp1",5.59121112703565,3.35443275728463,0.835013073650606,4.01722184135314,5.88882821738442e-05,0.000420283176434655
"Trappc13",96.247508806942,0.700124262430511,0.174303600891676,4.01669419822036,5.90202302398547e-05,0.000421004808497772
"Med10",273.030454644517,0.709653203718867,0.17719322592723,4.00496802293281,6.20258710977232e-05,0.000440832492502454
"Nherf1",300.870993567958,0.566657035765625,0.141558331661151,4.00299317684837,6.25461066994682e-05,0.000444298644520208
"Prr5l",32.170251486072,1.97720566602254,0.494249311433441,4.00042169060017,6.32297089119814e-05,0.000448454657545601
"Mrpl27",180.505317883331,0.668329543144948,0.167243680853544,3.99614227415986,6.43830495235133e-05,0.000456397598725092
"Ube2d1",88.1825759652225,1.20533227868582,0.301777686223448,3.99410670076299,6.49386166824018e-05,0.000460097007558294
"Hnrnpa2b1",1230.45673165667,0.621585370734785,0.155950145747935,3.9857953819387,6.72544521414077e-05,0.000474978038686553
"Resf1",238.970137375101,0.948810878252901,0.238053970467058,3.98569650567621,6.72824673566098e-05,0.000474978038686553
"Uimc1",120.349585381917,0.786144769581222,0.197261062641829,3.98530130099036,6.73945534303514e-05,0.000475523430482991
"Nol7",367.411061211297,0.717670162308723,0.180282783975018,3.98080252858848,6.86829902856791e-05,0.000483116365981647
"Rel",83.854512668013,1.67004684703727,0.419914298759965,3.97711354904806,6.97568599911176e-05,0.000489409254603663
"Insl6",229.77040955232,1.15492275928385,0.29076518231596,3.97201188286999,7.12681638630292e-05,0.000498475533412878
"Elf4",145.179427090355,0.872948763318594,0.219950374171954,3.96884418408007,7.22220853642252e-05,0.000504888956209814
"Noc4l",61.5110536648779,1.36758154691587,0.344630691518297,3.96825233669956,7.24016482154154e-05,0.000505626446590827
"Hectd4",59.8393174205361,1.24022960071101,0.312865697402568,3.9640958117412,7.36746599217354e-05,0.000512942443606044
"Apol9a",6.23882306738257,4.78678671276446,1.20813921163137,3.96211518232305,7.42886837286955e-05,0.000516953822093721
"Pla2g4a",72.3704593298634,1.72651229273461,0.436308907496714,3.95708696996432,7.58693138418196e-05,0.00052687881072348
"Boc",7.25603520741898,3.39971710254605,0.859203422831095,3.95682444018194,7.59527080845326e-05,0.000527070064903004
"Itprip",73.7120158592406,1.45292074440923,0.367740277991332,3.95094263904233,7.78439818055811e-05,0.000539220641091628
"Armc8",39.7543523477863,1.21408129914745,0.307350838045559,3.95014800306965,7.81028824193837e-05,0.000540465612606105
"Fbxl14",114.941999525223,0.738723496606249,0.187167013104659,3.94686801030037,7.91801781472386e-05,0.000547088548706603
"Fbxl5",145.890980918788,1.2488525966667,0.317341302969105,3.93536102922059,8.30717228472083e-05,0.000570512189151375
"Dnajb11",269.460849564429,0.56415854836814,0.143503767398493,3.93131524416037,8.44824072242231e-05,0.000579035294092529
"Sfswap",170.720618159201,0.636101550959667,0.161974172788378,3.92717888296144,8.59480581187841e-05,0.000588194906012912
"Dcun1d5",221.087742714728,0.712571726626436,0.181822663177743,3.91904790180008,8.88994468735402e-05,0.000606872074082222
"Trim13",8.49523967146377,2.51017662410774,0.641470275373592,3.91316124920335,9.10956601041257e-05,0.000620004510170303
"5830432E09Rik",22.595140783478,1.68809202021868,0.431453319517206,3.91257163604083,9.13184365758588e-05,0.000620901700483167
"Ccne1",34.5913106343578,1.51728675382984,0.387844556152495,3.91210016941238,9.14969433004194e-05,0.000621805757531421
"Cd247",80.4831309962777,2.20485155273939,0.565373778287155,3.89981219047541,9.62673341482494e-05,0.0006522768799633
"Stx11",9.09713628018929,5.12526203871857,1.31631160489538,3.89365407070609,9.87454370100818e-05,0.000667411609652795
"Ccdc88b",191.358822415935,0.991770155136073,0.255414726883634,3.88297952603148,0.000103184259343494,0.000694319710604594
"Gca",18.2469465572034,2.82506891460398,0.728097052559118,3.88007190068195,0.000104425590933773,0.000701547991106022
"Cdv3",254.408074663006,0.824402033133228,0.212692604057094,3.87602585801212,0.000106176405650637,0.000711298560524115
"Rpe",63.0491892360004,0.941110752991305,0.242864627959777,3.87504249135519,0.000106606095629877,0.000713476972369953
"Arhgef37",7.72162068843688,3.03257093128549,0.782893146521769,3.87354384791663,0.000107264097029804,0.000717341247459767
"Fkbp5",50.1031299944106,1.34816647004889,0.348064524150889,3.87332341133522,0.000107361205631177,0.000717475546002181
"Btaf1",74.651976123795,0.97015965509913,0.250561851577811,3.87193680518382,0.000107973949791938,0.000721217385767772
"Trir",416.122042877239,0.467792431101854,0.12083525985524,3.87132391375056,0.000108245838042439,0.000722679915302403
"Brd7",138.444154640101,0.624656884824685,0.161407030550386,3.8700723425408,0.000108803062340339,0.000725336040103834
"Slc25a17",116.384708631584,0.650455496464072,0.168321620846436,3.86436093707474,0.000111380422700382,0.000741070619458243
"Tubb4b",409.575876925976,0.665308406721792,0.172198616356782,3.86361064216291,0.000111723253663542,0.000742989567592957
"Dusp1",211.672860716698,1.66674941007734,0.431798844130768,3.86001359830544,0.000113380715401736,0.000752545895663539
"Uba1",550.4959946478,0.540507387964768,0.140050830522387,3.85936581703003,0.000113681656618038,0.000753810421469679
"Slc44a1",168.058694676502,1.32570386640778,0.34371956699146,3.85693452953966,0.00011481789928745,0.000760605909253541
"Cdkn2d",105.638829521753,0.900744397291214,0.233746093122971,3.85351637435644,0.00011643347281299,0.00076981414252579
"Acvr1",33.87691373212,1.49047097606701,0.386895416961171,3.85238726210238,0.000116971835672072,0.000772501395797565
"Gpr141",12.5158005699304,2.79073608551361,0.725329587685422,3.84754204556723,0.00011930880624988,0.000786159812610815
"Dse",67.4056243540694,1.34394610311096,0.349829725135215,3.84171500175266,0.000122177649753882,0.000803899494983012
"Psmc2",517.295174819373,0.628654396670731,0.163850899111813,3.83674670129049,0.000124674947171608,0.000819541191012981
"Spata13",47.5519081236256,2.11263213991788,0.551188251856563,3.83286859399111,0.000126657618107236,0.000830574668596587
"Zfp710",318.019933157692,0.807841949217145,0.210935745648877,3.82980109289715,0.000128246879224937,0.000839786399068618
"H2-Q5",26.888863429025,2.73344083436742,0.71524182852117,3.82170159150097,0.000132534007192729,0.000864955449427501
"Brd4",380.987074993463,0.552208887142668,0.144520403132267,3.82097527528539,0.000132924979210927,0.000866264792919708
"Ppp1cb",184.685461607173,1.01118938650761,0.265208543739343,3.81280848742735,0.000137396575627457,0.000892848856278757
"Dhx15",331.024844446705,0.807369220399619,0.211802436578321,3.81189769788634,0.000137903954594255,0.000895719644184286
"Timm23",38.7873099366952,1.12650484567992,0.295639076207435,3.810405783062,0.000138738879741729,0.000900286086080717
"1110032F04Rik",12.5527858320332,3.81661692412374,1.00360973628242,3.80288949593223,0.00014301816003502,0.000926733241081222
"Mitf",120.397227677415,0.949755095404087,0.24979301899237,3.80216828811015,0.00014343524025106,0.000928994940772161
"Isca2",142.825383381202,0.971452252847356,0.255612745187201,3.80048440908493,0.000144413504537999,0.000934887424114417
"Mrpl46",108.405869991171,0.714520279603199,0.18810745548769,3.79846868775469,0.000145592817804627,0.000941183116234172
"Zdhhc20",89.0997630614276,0.853583730851213,0.224734968360314,3.79817941586499,0.000145762800767313,0.000941836024077675
"Six1",6.03947780794564,4.48661453619288,1.18167792543967,3.79681674642734,0.000146566053984556,0.000946131295671126
"Rwdd4a",70.7803880328286,0.934008197162702,0.246247396370143,3.79296679246412,0.000148858069624362,0.000959565261842028
"Nup88",132.455839443016,1.00385223162181,0.264768522774397,3.79143344194721,0.000149780290607758,0.000964144416627872
"Ggps1",38.6798520395102,1.23086466161946,0.32473326344657,3.79038675790594,0.000150412896252472,0.00096776026038407
"Ptprj",53.5868862657956,1.52867648101809,0.403700833560669,3.78665673671035,0.000152687798465803,0.000981471992680606
"Caprin1",164.353729087454,0.862182144312579,0.227752987417265,3.78560191060405,0.000153336977227804,0.000985181058866448
"Bop1",115.566208296617,0.742198183709949,0.196249456426675,3.78191204818575,0.000155628352547706,0.000996620026892039
"Ift22",51.8091749036979,0.854755032847214,0.225976629307957,3.78249306339714,0.000155265421463754,0.000996620026892039
"Tardbp",194.287984485077,0.85716355834092,0.226628359210017,3.78224314613065,0.00015542143451258,0.000996620026892039
"Vcl",71.8177070805577,1.10328713927073,0.291726203416386,3.78192677363299,0.000155619144445116,0.000996620026892039
"Ube2j2",270.762969026882,0.707658205029911,0.187298810093991,3.77823118403577,0.000157946221630643,0.00100956917786665
"Psmd6",259.346970266336,0.777516042804331,0.206278665948142,3.769250878323,0.00016373824482394,0.0010431723082507
"Ubqln1",207.188775816323,0.563766193886449,0.149691068346925,3.7661979442879,0.000165752397377666,0.00105452818331653
"Asns",107.821563994319,1.34612888942513,0.357580047387157,3.76455257853819,0.000166847559799767,0.0010610012733797
"Ammecr1l",53.5186544949417,1.03198792659989,0.274638120189549,3.75762813220407,0.00017153153876859,0.00108774737520091
"Rbm12b2",23.0323993213375,1.57581582435425,0.419584617384685,3.75565680690698,0.000172887473131866,0.00109532838546142
"Med8",205.349030791375,0.564577929374108,0.150721378194963,3.74583842143355,0.00017979229010653,0.00113433647727563
"Gna15",147.314897274131,1.01292161702713,0.270683489675817,3.74208865949026,0.000182497102116588,0.00114927718413182
"Kpna4",257.69461570461,1.05440415926716,0.281906840733474,3.7402574429332,0.000183831871291129,0.00115661591646902
"Tax1bp1",613.066872194057,0.884373872770612,0.236626889207422,3.73741917384288,0.000185918827668474,0.00116813150214343
"Gars",369.433742196938,0.798533944770314,0.213779895595851,3.73530889115941,0.000187484914667921,0.00117688806434995
"Ccz1",249.953150187048,0.657624606331905,0.176190390868779,3.73246578936125,0.000189614455934942,0.00118861623823681
"Cox17",373.78142278904,0.763214679137906,0.20450849094646,3.73194616813106,0.000190006111769312,0.001190524756304
"Ifnar1",123.134427304626,0.95027498547093,0.254686954290706,3.73114904184006,0.000190608410545755,0.00119277189729624
"Trim28",330.577422744278,0.696493707160568,0.186684945772747,3.73085094932301,0.000190834106190932,0.00119297529845458
"Pik3cd",263.409249227551,0.692885923458578,0.185911805688774,3.72696032342618,0.000193802952670194,0.00120876734253365
"Ccnj",13.3074230146329,1.71075220307684,0.459454784271775,3.72343974127583,0.000196526783534943,0.00122407854726395
"Cd164",329.008741884523,1.43985133487665,0.386728519497812,3.72315788022662,0.000196746404059369,0.00122488766740655
"Psip1",76.7601759219181,1.15781239752056,0.311356680418885,3.71860464327564,0.000200326303597279,0.00124547132195521
"Tubb6",261.634927444529,1.23431803605146,0.332467259961631,3.71260026083143,0.00020514075441394,0.00127366381082925
"Appl1",32.1096391076699,1.26486434405721,0.340746982363526,3.71203388298179,0.000205600455520671,0.00127535802781632
"Cd200r4",335.689030542254,0.931144428692231,0.250998367222287,3.70976289207332,0.000207453443590889,0.00128451785276481
"Nab1",81.9138949529219,1.19472592832686,0.322376087504192,3.7060004592038,0.000210557916586594,0.00130082912167777
"Atf4",1248.72924554061,0.868609259946678,0.234572408363505,3.70294727332396,0.000213109186272984,0.00131536153715418
"Akap13",515.109510846443,0.804637756782893,0.217313407166073,3.70266044454396,0.000213350348829246,0.00131558749158731
"Brpf3",60.8883954514534,1.25126999845882,0.337947258664044,3.70255998940567,0.000213434871007536,0.00131558749158731
"Parp3",104.727592914139,1.36472208251767,0.368923078804896,3.69920495876431,0.000216275896969224,0.001330696179054
"Dnajb1",100.186214250741,0.695528308937635,0.188282946067651,3.69405898656232,0.000220702569773805,0.00135609909321411
"Gm9895",8.93273681909215,3.98926298911287,1.07995404813306,3.69391919592245,0.000220823999062502,0.0013562348444446
"Adprm",45.0669814323595,1.25104181192478,0.338810445544,3.69245348949052,0.0002221009685835,0.0013622392291422
"Cct8",485.058004393015,0.775418937049776,0.210391954281681,3.68559215915459,0.000228171494903626,0.00139758879314455
"Gabpa",103.806444652116,0.804458680710676,0.218411977171425,3.68321687816269,0.000230309053418343,0.00140865824789501
"Rbms1",637.837389894134,0.618905428649326,0.168059319062394,3.68266057545758,0.000230812389366119,0.00141060051567396
"H2-Q4",35.0601754863686,2.22283857632497,0.603951902232586,3.68048940339117,0.000232786733650411,0.0014207587279969
"Rasa2",68.2676856329722,1.37204897606686,0.373184753465433,3.67659440351159,0.000236368407434463,0.00144197402444268
"Hsp90ab1",3212.64779638117,0.521149987471531,0.141852093889275,3.67389703727831,0.000238879023062471,0.00145533926901915
"Apbb2",193.643084027288,1.07679275906371,0.293235632811701,3.67210747458909,0.000240558469250976,0.00146361175609785
"Rictor",47.6002687686898,1.22521258459334,0.333952557771845,3.66882228053004,0.000243670386611168,0.00148122519519247
"Lamtor3",227.833267197666,0.548600394756151,0.149536992959413,3.66866006798099,0.000243825017442793,0.00148150554657163
"Mtus1",21.0000449071173,1.34244366335875,0.366053961362911,3.66733816610122,0.000245088570437104,0.00148852057481218
"Bambi-ps1",7.15522323402876,3.35882155173754,0.915991746908249,3.6668687933866,0.000245538700796583,0.00148978170514101
"Gm14057",7.64446652881582,2.69492966794112,0.73523158244451,3.66541608425059,0.000246936774009611,0.00149575322784082
"Smpdl3b",76.196330077659,2.11657856538571,0.577477208660981,3.66521575854656,0.000247130150324275,0.00149626072832697
"Rab11a",436.65645012434,0.672714986910525,0.183611588232401,3.66379373647732,0.000248506930135662,0.00150301169421269
"Ist1",230.239674451165,0.875005499345021,0.239073803251849,3.65998067309473,0.00025223427220345,0.00152180195762333
"Dyrk2",27.8544371123503,1.85322086665632,0.507037415252449,3.65499825241421,0.000257183729814338,0.00154752290134647
"Ddx28",84.5978361500883,0.733823330477439,0.200783002668012,3.65480803019363,0.000257374486444806,0.00154798848609292
