,Source,Target,capacity
9962,Tada2a,Med1,0.6813165075596826
9963,Rara,Med1,0.6525232425743864
9964,Cdk9,Med1,0.14806549794966267
9965,Apc,Ppard,0.08275558195664073
9966,Ucp1,Pparg,0.05475142056788949
9967,Foxp3,Pparg,0.43782494161216856
9968,Ubc,Pparg,0.15342092834746676
9969,Ewsr1,Ppargc1a,0.14167350835532488
9970,Fbxw7,Ppargc1a,0.09813163135217813
9971,Cebpb,Ppargc1a,0.2631512387851388
9972,Pparg,Ppargc1a,0.13712828596801618
9973,Esrra,Ppargc1a,0.3945263140601069
9974,Creb1,Ppargc1a,0.06821905380838593
9975,Sirt1,Ppargc1a,0.40751773642884537
9976,Rorc,Ppargc1a,0.2926681886106235
9977,Fcor,Ppargc1a,0.012331104442047791
9978,Akt1,Ppargc1a,0.2753894316508102
9979,Yy1,Ppargc1a,0.4045243659603176
9980,Rora,Ppargc1a,0.18495250246237654
9981,Atf2,Ppargc1a,0.3496319562662535
9982,Pparg,Scand1,0.4967106450533072
9983,Ppard,Scand1,0.3349266714220254
9984,Ywhae,Ppfibp2,0.08589383915611093
9985,Neu1,Ctsa,0.581035784665015
9986,Ywhae,Ctsa,0.5995299438689167
9987,Hsd3b7,Ppib,0.3301982099762084
9988,Ywhae,Ppib,0.04910425125962678
9989,Eed,Ppib,0.4588189602214765
9990,App,Ppib,0.09179731111589624
9991,Lipc,Ppib,0.0026647562175202105
9992,Aldoa,Ppib,0.4756897130162239
9993,Dlg4,Ppib,0.45758204677543957
9994,P3h4,Ppib,0.10422119000643283
9995,Ywhaz,Ppib,0.52683416727811
9996,Ywhae,Ppic,0.29638400176708823
9997,Ywhaz,Ppic,0.014848119815570701
9998,Lgals3bp,Ppic,0.5109081899744006
9999,Ywhae,Lgals3bp,0.4530268455686413
10000,Ywhae,Ppl,0.3294320518540138
10001,Akt1,Ppl,0.2743021156762259
10002,Vim,Ppl,0.4375062886033029
10003,Pgls,Ppm1a,0.21056008679650723
10004,Ywhae,Ppm1a,0.06012914746459707
10005,Fancd2,Ppm1a,0.14729405344125188
10006,Fancd2,Ppm1b,0.47411088508189475
10007,Ubc,Ppm1b,0.028418072823726926
10008,Pparg,Ppm1b,0.44397147218441124
10009,Ywhae,Ppm1b,0.49981219191183984
10010,Ywhab,Ppp1ca,0.4471697293143743
10011,Cyc1,Ppp1ca,0.15077097454649194
10012,Apc,Ppp1ca,0.22760655674304714
10013,Max,Ppp1ca,0.3935573814590858
10014,Atp1a1,Ppp1ca,0.22045906886529834
10015,Chaf1a,Ppp1ca,0.395194156958347
10016,Ctnnb1,Ppp1ca,0.7523539447866292
10017,Dlg4,Ppp1ca,0.4369338734916976
10018,Fmr1,Ppp1ca,0.7017810489196564
10019,Uqcrc1,Ppp1ca,0.725425465417961
10020,Ywhae,Ppp1ca,0.5042181093757382
10021,Eed,Ppp1ca,0.8041376991633068
10022,Eed,Ppp1cb,0.24675419043324584
10023,Max,Ppp1cb,0.569483692290156
10024,Cebpa,Ppp1cb,0.32296180241558603
10025,Ywhae,Ppp1cb,0.3303502818243146
10026,Dlg4,Ppp1cb,0.5056877302960957
10027,Xpo7,Ppp1cb,0.6029545022297461
10028,Rb1,Ppp1cb,0.019706604559779663
10029,Mycbp2,Ppp1cb,0.4662391383496383
10030,Grb2,Ppp1cb,0.3914959909400747
10031,Nf2,Ppp1cb,0.071262938582001
10032,Rab21,Ppp1cb,0.004584717288734899
10033,Hspa1b,Ppp1cb,0.5439322775371973
10034,Agap2,Ppp1cb,0.15129502974829193
10035,Ppp1r3g,Ppp1cb,0.3251024410703729
10036,Ccnd3,Ppp1cb,0.40856569518614416
10037,Unk,Ppp1cb,0.2968735131939987
10038,Ywhab,Ppp1cb,0.4537972560759101
10039,Ccnd3,Ppp1cc,0.003897947121557493
10040,Cdk4,Ppp1cc,0.24193616690435044
10041,Eed,Ppp1cc,0.0004106992688282499
10042,Shank3,Ppp1cc,0.2415762020754548
10043,Hdac1,Ppp1cc,0.29217880420768755
10044,Bad,Ppp1cc,0.022146310967303774
10045,Stx1a,Ppp1cc,0.18483616796095817
10046,Cdkn2a,Ppp1cc,0.30004858076436386
10047,Cdk1,Ppp1cc,0.1518083665609378
10048,Eif2s1,Ppp1cc,0.31045857214174977
10049,Wbp11,Ppp1cc,0.1824413603249847
10050,Max,Ppp1cc,0.09861053308746019
10051,Hspa1b,Ppp1cc,0.021515263247591482
10052,Bcl2l1,Ppp1cc,0.14897575746915123
10053,Cyfip1,Ppp1cc,0.06493540922091796
10054,Trp53,Ppp1cc,0.13531092117772983
10055,Ywhaz,Ppp1cc,0.4139012303708333
10056,Cdc34,Ppp1cc,0.15789583867167242
10057,Ppp1r42,Ppp1cc,0.11374096775698708
10058,Dlg3,Ppp1cc,0.15756292430130833
10059,Bcl2,Ppp1cc,0.10690002085331772
10060,Gck,Ppp1cc,0.06458482505856572
10061,Ywhab,Ppp1cc,0.29952376454597457
10062,Rb1,Ppp1cc,0.15811164512746814
10063,Tnik,Ppp1cc,0.20644569303292692
10064,Pcna,Ppp1cc,0.15865080606563228
10065,Skp1,Ppp1cc,0.1178066528457183
10066,Unk,Ppp2ca,0.3819075377293793
10067,Ywhae,Ppp2ca,0.5064501563280417
10068,Bcl2,Ppp2ca,0.7451156072537213
10069,Ppp2r1a,Ppp2ca,0.23508999596772376
10070,Fancd2,Ppp2ca,0.156202175091271
10071,Rpgrip1l,Ppp2ca,0.3098310300436519
10072,Hdac1,Ppp2ca,0.29390411897165114
10073,Mzb1,Ppp2ca,0.08662760821748976
10074,Kctd20,Ppp2ca,0.10265947911847507
10075,Rnf2,Ppp2ca,0.16009256212585088
10076,Arrb2,Ppp2ca,0.029749073395554586
10077,Akt1,Ppp2ca,0.08472712752084577
10078,Axin1,Ppp2ca,0.05469569372071578
10079,Map3k2,Ppp2ca,0.4270414619996779
10080,Ywhab,Ppp2ca,0.19394500574411122
10081,Btbd10,Ppp2ca,0.4463139989739704
10082,Ppp2r5d,Ppp2ca,0.37368068184492403
10083,Actg1,Ppp2ca,0.2984264765109286
10084,Bcl2,Ppp2cb,0.764981115537361
10085,Ppp2r1a,Ppp2cb,0.2254247974194787
10086,Tsc1,Ppp2cb,0.05690589826960561
10087,Tnik,Ppp2cb,0.4744668283687182
10088,Eed,Ppp2cb,0.033335204001377475
10089,Dlg4,Ppp2cb,0.5417184305156655
10090,Vcp,Ppp2cb,0.6976775582268371
10091,Ppp1ca,Ppp2cb,0.31889194276139443
10092,Ppp2r2a,Ppp2cb,0.013604468053361416
10093,Nr3c1,Ppp2cb,0.6341645614183861
10094,Ywhaz,Ppp2cb,0.26492354944170454
10095,Igbp1,Ppp2cb,0.3156625750875978
10096,Cacnb4,Ppp2cb,0.3235877073125998
10097,Ppp2r5d,Ppp2cb,0.5595631243407199
10098,Ppp2r1a,Ppp2r3d,0.5032708152090265
10099,Ywhab,Ppp3ca,0.5293596657302674
10100,Ywhae,Ppp3ca,0.10942644902703681
10101,Bcl2,Ppp3ca,0.10788700557423629
10102,Patj,Ppp3ca,0.5441319344003521
10103,Agap2,Ppp3ca,0.5821881340023701
10104,Dlg4,Ppp3ca,0.16201628423020287
10105,Crtc2,Ppp3ca,0.05027224261051391
10106,Tsc1,Ppp3ca,0.6492224572419075
10107,Lnx2,Ppp3ca,0.18015302669744582
10108,Shank3,Ppp3ca,0.05480892292294492
10109,Neurl1a,Ppp3ca,0.041373873675753056
10110,Itpr1,Ppp3ca,0.33385282648324854
10111,Csrp3,Ppp3ca,0.3349288639971757
10112,Homer1,Ppp3ca,0.3707450664808771
10113,Mapt,Ppp3ca,0.008813302330845867
10114,Ywhaz,Ppp3ca,0.7520943700275405
10115,Nfatc3,Ppp3ca,0.1353429078064441
10116,Shank3,Ppp3cb,0.11657981652196919
10117,Agap2,Ppp3cb,0.5812410839190706
10118,Tnik,Ppp3cb,0.18842305311086507
10119,Ywhaz,Ppp3cb,0.4319319742084197
10120,Dlg4,Ppp3cb,0.5424854429055498
10121,Ywhae,Ppp3cb,0.5012777140481595
10122,Ppp1ca,Ppp3cb,0.8069629579681626
10123,Btk,Ppp3cb,0.13046127725296677
10124,Map3k5,Ppp3cb,0.25905664094731895
10125,Stat4,Ppp3cc,0.741871074927875
10126,Ywhaz,Ppp3cc,0.16923579941365927
10127,Map3k5,Ppp3r1,0.09594789762550518
10128,Ywhae,Ppp3r1,0.2692427955637786
10129,Ppp3cb,Ppp3r1,0.37503385824034124
10130,Ppp3ca,Ppp3r1,0.537092747189914
10131,Bcl2,Ppp3r1,0.10929465560784228
10132,Ppp2ca,Ppp5c,0.06740048485577686
10133,Chordc1,Ppp5c,0.05407305352879041
10134,Ywhae,Ppp5c,0.12954859071643382
10135,Hsp90b1,Ppp5c,0.43954784506519057
10136,Nr3c1,Ppp5c,0.36233175020446484
10137,Pak1,Inpp5k,0.40662196755164937
10138,Zbtb16,Nup88,0.34818452745427114
10139,Eed,Nup88,0.5966461271001768
10140,Foxp3,Nup88,0.1965285454208477
10141,Ywhae,Nup88,0.396532051978209
10142,Xpo7,Nup88,0.31818305905045924
10143,Ubc,Mob4,0.046194159870937904
10144,Tnik,Mob4,0.15440062041413138
10145,Ywhab,Mob4,0.36068280587674745
10146,Ywhae,Prep,0.06512434123592735
10147,Fancd2,Prep,0.2899513673671765
10148,Cd44,Srgn,0.14062591318526238
10149,Zfp819,Srgn,0.17463665316034033
10150,Stat4,Srgn,0.0812607340199954
10151,Fancd2,Prg2,0.08959141795562983
10152,Pola2,Prim1,0.10002148670087678
10153,Iqcb1,Prim1,0.41881474266349195
10154,Pola1,Prim1,0.3683057286839204
10155,Pola1,Prim2,0.7331102853516052
10156,Prim1,Prim2,0.33379153193722794
10157,Pola2,Prim2,0.042896540932431323
10158,Iqcb1,Prim2,0.7674261081192992
10159,Rab2a,Prim2,0.21844354249711811
10160,Rab10,Prim2,0.1712018888632814
10161,Pgls,Prkab1,0.597932551090188
10162,Ywhae,Prkab1,0.5239197969108461
10163,Prkaa1,Prkab1,0.1840861329413961
10164,Hsd3b7,Prkab1,0.3217694357893438
10165,Ppp1ca,Prkag1,0.7431735742068544
10166,Eed,Prkag1,0.6736710404387073
10167,Prkaa1,Prkag1,0.3643033321942047
10168,Prkab1,Prkag1,0.7277019849699367
10169,Prkaca,Prkar1a,0.22412389871806346
10170,Ywhae,Prkar1a,0.022165908932812117
10171,Lnx2,Prkar1a,0.005017169196922739
10172,Fancd2,Prkar1a,0.22817901291769088
10173,Rpgrip1l,Prkar1a,0.04335743381322518
10174,Xpo7,Prkar1a,0.4443572055145716
10175,Itgb2,Prkar1a,0.2921988143783799
10176,Ing4,Prkar1a,0.47558839738329395
10177,Tnik,Prkar1b,0.3904076680174937
10178,Prkaca,Prkar1b,0.5628418441280163
10179,Ing4,Prkar1b,0.5838634824560336
10180,Fancd2,Prkar1b,0.3517704849267132
10181,Lnx2,Prkar1b,0.3074483957468743
10182,Akap10,Prkar2a,0.06000111232547063
10183,Psap,Prkar2a,0.17544880885175906
10184,Tnik,Prkar2a,0.503384994112757
10185,Ywhae,Prkar2a,0.16320725686483573
10186,Ywhaz,Prkar2a,0.5595257198368945
10187,Arhgap5,Prkar2a,0.31563787081595934
10188,Akap9,Prkar2a,0.6112932091416764
10189,Pde4dip,Prkar2a,0.21385697313126162
10190,Syngap1,Prkar2a,0.316315045738503
10191,Akap5,Prkar2a,0.49102459974725443
10192,Tnik,Prkar2b,0.17180153574207577
10193,Prkaca,Prkar2b,0.5465519182636084
10194,Ywhae,Prkar2b,0.3550127519501838
10195,Ywhaz,Prkar2b,0.017396724959604055
10196,Ywhab,Prkar2b,0.0584397870692407
10197,Pde4dip,Prkar2b,0.28572200559718564
10198,Agap2,Prkar2b,0.0886700410858119
10199,Dlg4,Prkar2b,0.7299775343816554
10200,Lrrk2,Prkar2b,0.20983490203048433
10201,Hsd3b7,Prkcsh,0.010700844636143637
10202,Ptprc,Prkcsh,0.7908896604067223
10203,Ywhae,Prkcsh,0.44223289895124757
10204,Fbxo32,Prkcsh,0.5276454323709537
10205,Prkcz,Prkcsh,0.12732101285093614
10206,Ywhaz,Prkcsh,0.31724864025643434
10207,Pag1,Prkcsh,0.6304839061650375
10208,Plppr4,Prkcsh,0.4977491821456799
10209,Ubc,Prkcsh,0.5329513848156301
10210,Mre11a,Prkdc,0.177693468352561
10211,Cry2,Prkdc,0.23046218285413847
10212,Rab1a,Prkdc,0.5271834499069129
10213,Eed,Prkdc,0.4305647771083075
10214,Tfcp2l1,Prkdc,0.3799632385643281
10215,Aire,Prkdc,0.3743929302290991
10216,Ywhae,Prkdc,0.5921768905611935
10217,Nphp4,Prkdc,0.31086408517964714
10218,Uvrag,Prkdc,0.7293406748701143
10219,Trp53,Prkdc,0.6697540806742833
10220,Cry1,Prkdc,0.6549584043413257
10221,Fasn,Prkdc,0.42389318775612345
10222,Vcp,Prkdc,0.6023853577674234
10223,Gtf2i,Prkg1,0.046572862652854215
10224,Smad1,Prkg1,0.16143488901996647
10225,Lasp1,Prkg1,0.04742243371545087
10226,Smad4,Prkg1,0.08747952839467803
10227,Mknk1,Mapk11,0.35057018251555033
10228,Atf2,Mapk11,0.39356001244591493
10229,Mknk2,Mapk11,0.5932180837475794
10230,Mapk14,Mapk11,0.6157044011302921
10231,App,Mapk8ip1,0.25520400933947246
10232,Mapk8,Mapk8ip1,0.09245618474441372
10233,Map3k7,Mapk8ip1,0.12423132863681487
10234,Lrp1,Mapk8ip1,0.01894906972943851
10235,Lrp4,Mapk8ip1,0.0513880757323328
10236,Tab1,Mapk8ip1,0.230920155417955
10237,Zfp346,Eif2ak2,0.06884733815105418
10238,Pycard,Eif2ak2,0.4407216235912631
10239,Adar,Eif2ak2,0.8980355214197466
10240,Fancd2,Eif2ak2,0.3722731900430394
10241,Galk1,Eif2ak2,0.27528252087945776
10242,Npm1,Eif2ak2,0.046691122750560074
10243,Clstn1,Prnp,0.1308731973562428
10244,Ywhae,Prnp,0.22263904279064814
10245,Atp1a1,Prnp,0.5227963679555278
10246,Atp1b1,Prnp,0.016823492771981974
10247,Bcl2,Prnp,0.20853252937565153
10248,Ywhaz,Prnp,0.07301449431614182
10249,Ywhab,Prnp,0.23942528035282507
10250,Hspa5,Prnp,0.3072019535008433
10251,App,Prnp,0.6786620176652409
10252,Grb2,Prnp,0.19036970992251084
10253,Ywhae,Procr,0.20545719780030436
10254,Ywhae,Prodh,0.035126394925151364
10255,Ywhaz,Prodh,0.10251092186366607
10256,Actb,Prom1,0.5490039084241053
10257,Ywhae,Prom1,0.25462679424482954
10258,Egr2,Pros1,0.24033207646113097
10259,Ywhae,Prph,0.6972147877863369
10260,Hsd17b10,Prph,0.2874229736311601
10261,Fancd2,Prph,0.0687412993601378
10262,Sdha,Prph,0.0023297985619803313
10263,Dlst,Prph,0.003181064696107781
10264,Cenpc1,Prph,0.2665172982116111
10265,Cox15,Prph,0.03191475544952704
10266,Kcnma1,Prph,0.07412014964754393
10267,Vdac1,Prph,0.1235651891245935
10268,Myo5a,Prph,0.15977163971058797
10269,Sod1,Prph,0.029248968815388753
10270,Pdha1,Prph,0.04469520356085221
10271,Ywhae,Prpf4b,0.11075306648308302
10272,Ywhaz,Prpf4b,0.09740029321869563
10273,Cenpc1,Prpf4b,0.06776432990971139
10274,Foxp3,Prpf4b,0.23780184952140226
10275,Ywhae,Prps1,0.5637003129356488
10276,Ywhab,Prps1,0.22379921355048815
10277,Ywhae,Lgmn,0.6630342528751678
10278,Eed,Lgmn,0.6663440154233773
10279,Ywhae,Prtn3,0.03700986241798211
10280,Irf8,Prtn3,0.7930642288376234
10281,Kcnma1,Prx,0.25145302896290744
10282,Ywhae,Prx,0.20332814367025587
10283,Ywhae,Npepps,0.4082912112884231
10284,Fancd2,Npepps,0.3171534093981343
10285,Cyfip1,Npepps,0.5396984742820667
10286,Dlg4,Npepps,0.548613956276722
10287,Ywhae,Psap,0.744041790294779
10288,Sema4a,Psap,0.10815937207065184
10289,Hsd3b7,Psap,0.17369497805092224
10290,Sort1,Psap,0.19004968690357044
10291,Ywhaz,Psap,0.15479107187291896
10292,Stat2,Cyth1,0.3869841584636596
10293,Fancd2,Cyth1,0.28325855200566114
10294,Atp6v0a2,Cyth2,0.00020712800695457624
10295,Ywhae,Cyth2,0.42142287657842
10296,Tamalin,Cyth2,0.2647979511742679
10297,Tamalin,Cyth3,0.03034575535664921
10298,Homer1,Cyth3,0.5056315391195534
10299,Egr2,Cyth3,0.517222307034301
10300,App,Psen1,0.0450337981518456
10301,Cdh1,Psen1,0.06435065859282801
10302,Aph1b,Psen1,0.07451641370091955
10303,Pik3r1,Psen1,0.31386880958804475
10304,Gsk3b,Psen1,0.1891327026464263
10305,Notch3,Psen1,0.3293250335725525
10306,Syn1,Psen1,0.4290502861397876
10307,Erlin2,Psen1,0.12844031358897776
10308,Unk,Psen1,0.352583438311907
10309,Notch1,Psen1,0.06583956516209306
10310,Notch2,Psen1,0.7157737190881167
10311,Efnb1,Psen1,0.22570983211788453
10312,Calr,Psen1,0.21498440862971363
10313,Ctnnb1,Psen1,0.12927892557584347
10314,Sec61a1,Psen1,0.5478650774554154
10315,Aph1a,Psen1,0.15151792885560172
10316,Notch1,Psen2,0.42504513095666097
10317,Psen1,Psen2,0.45616869819611305
10318,Notch3,Psen2,0.262096203640929
10319,Ryr2,Psen2,0.015559584877060927
10320,Aph1a,Psen2,0.1737536197830066
10321,Notch2,Psen2,0.3886618712003363
10322,Dmd,Psma2,0.044000569107449344
10323,Psmc6,Psma2,0.15430129417899946
10324,Ywhae,Psma2,0.33980895680439466
10325,Ppp2r1a,Psma2,0.2634708145755913
10326,Iqcb1,Psma2,0.20633065838676484
10327,Psma1,Psma2,0.30897957341237137
10328,Adrm1,Psma2,0.5609522256694002
10329,B9d1,Psma2,0.33246334819164
10330,Ubc,Psma2,0.42471984432580817
10331,Ryr2,Psma2,0.08124835783285046
10332,Ppp2r1a,Psma3,0.3693284809390481
10333,Iqcb1,Psma3,0.35692264924219635
10334,Fancd2,Psma3,0.2102266506853604
10335,Ryr2,Psma3,0.08483568868362805
10336,Psma1,Psma3,0.29602883488970866
10337,Iqcb1,Psmb1,0.054896745211268146
10338,Ppp2r1a,Psmb1,0.5952794953881354
10339,Unk,Psmb1,0.13596759993045995
10340,Ywhae,Psmb1,0.36466159393728015
10341,Adrm1,Psmb1,0.06389211386844618
10342,Psmc6,Psmb1,0.6599152522220716
10343,Psma1,Psmb1,0.05690934273459962
10344,Irf8,Psmb10,0.7010393469076068
10345,Cbl,Psmb10,0.8554790222186223
10346,Ywhae,Psmb10,0.19101922431481946
10347,Psma1,Psmb10,0.23287427522027526
10348,Psmc6,Psmb10,0.017346074524309498
10349,Pgls,Psmb10,0.01956111820555019
10350,Fancd2,Psmb10,0.5918401137047435
10351,Ppp2r1a,Psmb10,0.05117262622368151
10352,Ywhae,Psmb4,0.5953045296022361
10353,Ppp2r1a,Psmb4,0.373020787641352
10354,Ywhah,Psmb4,0.11061725779275276
10355,Ubc,Psmb4,0.12958983122249906
10356,Iqcb1,Psmb4,0.6135998109108479
10357,Psma1,Psmb4,0.14379999645778552
10358,Ppp2r1a,Psmb5,0.24939933463768307
10359,Ywhae,Psmb5,0.5643474364510517
10360,Lmna,Psmb5,0.4521233914637213
10361,Psma1,Psmb5,0.08005165591608318
10362,Psmd4,Psmb5,0.8169029101344126
10363,Psmc6,Psmb5,0.2958582139503414
10364,Dlg4,Psmb5,0.33646507439464984
10365,Adrm1,Psmb5,0.753492447776478
10366,Iqcb1,Psmb5,0.20813246024649265
10367,Ubc,Psmb5,0.6980769662860716
10368,Psma1,Psmb6,0.004546421057358486
10369,Ywhae,Psmb6,0.6246300306340108
10370,Hsd3b7,Psmb6,0.017552610634804896
10371,Pgls,Psmb6,0.2802831212121453
10372,Ppp2r1a,Psmb6,0.6095997214253467
10373,Iqcb1,Psmb6,0.5648548732072504
10374,Psma3,Psmb6,0.11688996662542185
10375,Iqcb1,Psmb7,0.17713525046853637
10376,Psma3,Psmb7,0.045503372645774115
10377,Ppp2r1a,Psmb7,0.02969014958449439
10378,Ywhae,Psmb7,0.32573947632138034
10379,Psma1,Psmb7,0.30678778187752487
10380,Topors,Psmc1,0.0824095795735714
10381,Psmd4,Psmc1,0.6378574560994168
10382,Pgls,Psmc1,0.22873337781282937
10383,Fancd2,Psmc1,0.04778306539349134
10384,Lmo2,Psmc1,0.3201040596718111
10385,Ngly1,Psmc1,0.3151576002749033
10386,Ubc,Psmc1,0.4338347222560718
10387,Ywhae,Psmc1,0.22793138085242476
10388,Trim21,Psmc1,0.010795039807640263
10389,Eed,Psmc1,0.0049057880742662575
10390,Usp14,Psmc2,0.7932814633607539
10391,Fancd2,Psmc2,0.04097963299273081
10392,Psmd4,Psmc2,0.37798441969372115
10393,Htt,Psmc2,0.18475135821260294
10394,Eed,Psmc2,0.6917518100199362
10395,Ubc,Psmc2,0.7732689022312526
10396,Trim21,Psmc2,0.5867550577525823
10397,Rpgrip1l,Psmc2,0.1840963036080772
10398,Prnp,Psmc2,0.36499931193996177
10399,Fancd2,Psmc3,0.053183270642160156
10400,Ywhae,Psmc3,0.4356277117838311
10401,Ilk,Psmc3,0.19604467414392912
10402,Ubc,Psmc3,0.5094155460990927
10403,Smad1,Psmc3,0.17085431934323406
10404,Fbxo32,Psmc3,0.645120863142935
10405,Psmb5,Psmc3,0.5471857943133601
10406,Psmd4,Psmc3,0.5558161966065562
10407,Smad5,Psmc3,0.15364630459630976
10408,Mnd1,Psmc3ip,0.43352574375215946
10409,Ubc,Psmc5,0.5115587719096872
10410,Psmc3,Psmc5,0.5616534896243053
10411,Ywhae,Psmc5,0.5890162892355816
10412,Calr,Psmc5,0.008994631594299845
10413,Rab32,Psmc5,0.565140681460112
10414,Pgls,Psmc5,0.388218579171335
10415,Rxra,Psmc5,0.14713006628763278
10416,Sp1,Psmc5,0.6236139060133513
10417,Ywhaz,Psmc5,0.18742169702149516
10418,Hsd3b7,Psmc5,0.016756960950613072
10419,Psmd4,Psmc5,0.9142375620352039
10420,Fos,Psmc5,0.6258189551672261
10421,Homer3,Psmc5,0.23994908648141766
10422,Fbxo32,Psmc5,0.4903501955357381
10423,Cbl,Psmc5,0.025576820574252694
10424,Trim21,Psmc5,0.22992556894461022
10425,Cblb,Psmc5,0.5158577105982809
10426,Fancd2,Psmc5,0.2795772232729551
10427,Lyn,Psmc5,0.3633393511218644
10428,Rpgrip1l,Psmc5,0.27605203901968917
10429,Prpf19,Psmc5,0.6055547797952575
10430,Psmc6,Psmd4,0.036165368891743974
10431,Nfe2,Psmd4,0.571089376999553
10432,Ubc,Psmd4,0.33830018608257445
10433,Ywhae,Psme1,0.40549661798466474
10434,Psme2,Psme1,0.8911788622925345
10435,Pgls,Psme1,0.08758134658259531
10436,Psmc6,Psme1,0.13247190085840296
10437,Ywhae,Psme2,0.5987838372484104
10438,Pag1,Psme2,0.6061103019707414
10439,Pgls,Psme2,0.26427367796918855
10440,Nfkb1,Psme2,0.6594357684872807
10441,Adrm1,Psme2,0.2740162741715309
10442,Irf8,Psme2,0.831407824941227
10443,Relb,Psme2,0.521640624442893
10444,Rela,Psme2,0.3647122692633941
10445,Psmc6,Psme2,0.24394292912608057
10446,Foxp3,Psme3,0.1387801022198922
10447,Lmo2,Psme3,0.398452049555431
10448,Mafa,Psme3,0.7124083358109043
10449,Tcf3,Psme3,0.012618626484847675
10450,Map3k3,Psme3,0.4286259050487545
10451,Casp7,Psme3,0.25172986551755705
10452,Zap70,Psme3,0.7509561007101625
10453,Fancd2,Psme3,0.6066895354439296
10454,Psmc6,Psme3,0.1962943543811926
10455,Ywhaz,Pipox,0.06245108429000097
10456,Ywhae,Pipox,0.5045231425170777
10457,Hsd3b7,Pipox,0.3619675799951542
10458,Ywhae,Pstpip1,0.2556211197124546
10459,Fasl,Pstpip1,0.0012742921589654697
10460,Ptpn12,Pstpip2,0.04099683595679075
10461,Ptpn22,Pstpip2,0.3125707208028052
10462,Raver2,Ptbp1,0.15087057591898656
10463,Polr2a,Ptbp1,0.3232130552805989
10464,Pa2g4,Ptbp1,0.5549820612451832
10465,Ywhaz,Ptbp1,0.7323561029380693
10466,Ywhae,Ptbp1,0.1022755848876769
10467,Eed,Ptbp1,0.4106375462813712
10468,Hsd3b7,Ptbp1,0.26567376331772236
10469,Hexim1,Ptbp1,0.3733878094846082
10470,Srsf2,Ptbp1,0.08707174243699682
10471,Rab33b,Ptbp1,0.09915036163123811
10472,Pgls,Ptbp1,0.6843540652654522
10473,Cdk9,Ptbp1,0.3020030473016372
10474,Srsf1,Ptbp1,0.08189413737146777
10475,Fancd2,Ptbp1,0.019950295959962547
10476,Cbl,Ptbp1,0.20144895283376946
10477,Rab18,Ptbp1,0.40988784071648876
10478,Raver1,Ptbp1,0.6891787533664375
10479,Mdm2,Ptch1,0.12230177089306479
10480,Tal1,Pten,0.2945374837917848
10481,Crebbp,Pten,0.2964339358720906
10482,Trp53,Pten,0.00682344623461227
10483,Ndfip1,Pten,0.4908070998497209
10484,Cenpc1,Pten,0.4153780140045419
10485,Ubc,Pten,0.17323161612208468
10486,Ldb1,Pten,0.5264187504345427
10487,Kif11,Pten,0.5227825663618689
10488,Pgls,Pter,0.30882570100166495
10489,Ywhae,Pter,0.06447697729577857
10490,Ywhaz,Pter,0.04794785188284633
10491,Jun,Ptgds,0.10644998155204528
10492,Spi1,Ptgds,0.08374934434344387
10493,Gnai2,Ptger3,0.088941963595598
10494,Egr2,Ptgfrn,0.6371138918638108
10495,Ywhae,Ptgfrn,0.1537417409015041
10496,Fancd2,Ptgis,0.3570616681578775
10497,Ywhae,Ptgis,0.6238650515029305
10498,Ywhaz,Ptgs1,0.05643708990467759
10499,Apc,Ptgs1,0.08191656168409574
10500,Nucb1,Ptgs1,0.6740586625177972
10501,Ywhae,Ptgs1,0.158071028724778
10502,Irf1,Ptgs2,0.19699510836465955
10503,Nos1,Ptgs2,0.27666982623883885
10504,Sirt1,Ptgs2,0.1645930120250868
10505,Elavl1,Ptgs2,0.09454912175495571
10506,Hif1a,Ptgs2,0.0011801332761807802
10507,Hnrnpa0,Ptgs2,0.25000082168611554
10508,Irf2,Ptgs2,0.3557152040664605
10509,Cuzd1,Ptgs2,0.16501533290979917
10510,Apc,Ptgs2,0.20945265511623712
10511,Prkce,Ptgs2,0.04777460430939379
10512,Nucb1,Ptgs2,0.25644781541913403
10513,Nos2,Ptgs2,0.010791932552343638
10514,Fancd2,Pth1r,0.058699994488519064
10515,Ctnnb1,Pth1r,0.0067446978161637226
10516,Eed,Ptk2b,0.31709747347575246
10517,Arhgap10,Ptk2b,0.2879659836625146
10518,Nphp4,Ptk2b,0.3983194999020473
10519,Fancd2,Ptk2b,0.5168637476320423
10520,Src,Ptk2b,0.25035732608193534
10521,Ywhae,Ptk2b,0.23881956107292054
10522,Syngap1,Ptk2b,0.19461720894830378
10523,Dok1,Ptk2b,0.13066897702671687
10524,Asap1,Ptk2b,0.3461321903158083
10525,Prkce,Ptk2b,0.4413321310139509
10526,Agap2,Ptk2b,0.436727929487687
10527,Ptpn12,Ptk2b,0.7775427763797085
10528,Sirpa,Ptk2b,0.20304859897174046
10529,Xpo7,Ptk2b,0.5984097013079249
10530,Pik3cb,Ptk2b,0.6993275212499037
10531,Mbd2,Ptk2b,0.42096041746093193
10532,Socs1,Ptk2b,0.05622081258841021
10533,Trp53,Ptk2b,0.39949726090838916
10534,Lpxn,Ptk2b,0.29656008831671044
10535,Jak2,Ptk2b,0.06131635099298332
10536,Capzb,Twf1,0.038686021661985495
10537,Ywhae,Twf1,0.6158422811147979
10538,Mycbp2,Twf1,0.023134591072194587
10539,Ywhah,Twf1,0.49375041616637205
