"","GeneNameA","GeneNameB"
"1","Ppif","A2m"
"2","Snca","Abl1"
"3","Grap2","Abl1"
"4","Mbp","Abl2"
"5","Eno1","Ache"
"6","Eno1b","Ache"
"7","Gata4","Actb"
"8","Pparg","Actb"
"9","Actr1a","Actb"
"10","Mrtfa","Actb"
"11","Ep300","Actb"
"12","Cdk9","Actb"
"13","Sorbs1","Actb"
"14","Pparg","Actg1"
"15","Fcho2","Actn4"
"16","Cdk5r2","Actn1"
"17","Adam12","Actn2"
"18","Fbxo32","Actn2"
"19","Rhod","Acvr1"
"20","Nek8","Acvr1"
"21","Ubxn1","Acvr1"
"22","Rab17","Acvr1"
"23","Plekhb1","Acvr1"
"24","Chn1","Acvr1"
"25","Rhebl1","Acvr1"
"26","Fancl","Acvr1"
"27","Rab3b","Acvr1"
"28","Smad6","Acvr1"
"29","Fbxo30","Acvr1"
"30","Smad7","Acvr1b"
"31","Acvr2b","Acvr1b"
"32","Dok1","Acvr2a"
"33","Dok1","Acvr2b"
"34","Mstn","Acvr2b"
"35","Mapk13","Parp1"
"36","Slx4","Parp1"
"37","Rrp1b","Parp1"
"38","Sntg2","Adra1d"
"39","Hacd3","Adra2a"
"40","Cav3","Adrb3"
"41","Nos1","Adrb3"
"42","Numb","Ap2a1"
"43","Dab2","Ap2a2"
"44","Numb","Ap2a2"
"45","Kcnj11","Ap2a2"
"46","Numb","Ap1b1"
"47","Necap1","Ap2b1"
"48","Numb","Ap2b1"
"49","Slc2a8","Ap1g1"
"50","Ap1s1","Ap1g1"
"51","Ap1s2","Ap1g1"
"52","Wnt3a","Afm"
"53","Egfr","Ager"
"54","Mapkapk5","Ager"
"55","Htra1","Jag1"
"56","Mpp2","Jag1"
"57","Sdcbp","Jag1"
"58","Mapk13","Ahcy"
"59","Ppargc1a","Akt1"
"60","Alad","Alad"
"61","Yap1","Alb"
"62","Abcd2","Abcd1"
"63","Abcd1","Abcd1"
"64","Abcd3","Abcd1"
"65","Mapk13","Aldoa"
"66","Cotl1","Alox5"
"67","Vcp","Amfr"
"68","Hacd3","Amhr2"
"69","Pacsin1","Amph"
"70","Ksr1","Anxa2"
"71","Yap1","Anxa11"
"72","Bcl2l10","Apaf1"
"73","Cask","Apba1"
"74","App","Apba2"
"75","App","Apbb1"
"76","Dlg4","Apc"
"77","Zranb1","Apc"
"78","Pxn","Apc"
"79","Otud7b","Apc"
"80","Mybbp1a","Aire"
"81","Hlf","Apex1"
"82","Traf2","Birc2"
"83","Tnfrsf1b","Birc2"
"84","Bex3","Xiap"
"85","Htra2","Xiap"
"86","Slc5a7","Aplp1"
"87","Apbb1","Aplp1"
"88","Tom1","Aplp1"
"89","Tmsb4x","Aplp1"
"90","Slc5a7","Aplp2"
"91","Apbb1","Aplp2"
"92","Lep","Apoa1"
"93","Dab1","App"
"94","Shc1","App"
"95","Apbb1","App"
"96","Ppid","App"
"97","Mapk8ip1","App"
"98","Slc5a7","App"
"99","Cryab","App"
"100","Pin1","App"
"101","Tmem30a","App"
"102","Grb2","App"
"103","Ptpn13","Fas"
"104","Ube2i","Fas"
"105","Pdcd6","Fas"
"106","Bmi1","Ar"
"107","Siah2","Ar"
"108","Foxo1","Ar"
"109","Mapk13","Arf3"
"110","Rabac1","Rhoa"
"111","Plekhg5","Rhoa"
"112","Diaph1","Rhoc"
"113","Ostm1","Arnt"
"114","Sim2","Arnt"
"115","Hif3a","Arnt"
"116","Nr0b2","Arnt"
"117","Clock","Arnt"
"118","Cry2","Bmal1"
"119","Hgs","Arrb1"
"120","Akt1","Arrb1"
"121","Hgs","Arrb2"
"122","Mdm2","Arrb2"
"123","Sec61b","Asgr2"
"124","Cebpb","Atf4"
"125","Ppme1","Atp1a1"
"126","Rnf183","Atp1a1"
"127","Bace1","Atp1b1"
"128","Nos1","Atp2b4"
"129","Yap1","Atp5f1a"
"130","Mapk13","Atp5f1a"
"131","Arf6","Atp6v1c1"
"132","H2-D1","B2m"
"133","Hacd3","Bag1"
"134","Mcl1","Bak1"
"135","Mfn2","Bak1"
"136","Bid","Bak1"
"137","Pmaip1","Bak1"
"138","Hap1","Bard1"
"139","Mfn2","Bax"
"140","Gimap4","Bax"
"141","Pmaip1","Bax"
"142","Lepr","Bbs1"
"143","Sstr3","Bbs2"
"144","Sstr3","Bbs4"
"145","Cdk4","Ccnd1"
"146","Bad","Bcl2"
"147","Bax","Bcl2"
"148","Itpr1","Bcl2"
"149","Bcl2l11","Bcl2"
"150","Bcl2l11","Bcl2a1a"
"151","Bad","Bcl2l1"
"152","Bmf","Bcl2l1"
"153","Mapk1","Bcl2l1"
"154","Bid","Bcl2l1"
"155","Bad","Bcl2l2"
"156","Bid","Bcl2l2"
"157","Bmf","Bcl2l2"
"158","Bcl2l11","Bcl2l2"
"159","Tnfsf13","Tnfrsf17"
"160","Numb","Bcr"
"161","Tlr4","Bgn"
"162","Bcl2a1a","Bik"
"163","Cbx2","Bmi1"
"164","Bgn","Bmp1"
"165","Sfrp2","Bmp1"
"166","Cfc1","Bmp2"
"167","Acvr2a","Bmp2"
"168","Acvr2a","Bmp7"
"169","Bmpr1a","Bmpr1a"
"170","Rhebl1","Bmpr1b"
"171","Ubxn1","Bmpr1b"
"172","Sash3","Bmpr1b"
"173","Lztr1","Bmpr1b"
"174","Ube2i","Foxl2"
"175","Sp100","Foxl2"
"176","Pias2","Foxl2"
"177","Ddx20","Foxl2"
"178","Bap1","Brca1"
"179","Ifi204","Brca1"
"180","Bard1","Brca1"
"181","Ksr1","Braf"
"182","Rgs12","Braf"
"183","Rad51","Brca2"
"184","Palb2","Brca2"
"185","Haus7","Bsg"
"186","Ap1m1","Bst2"
"187","Cnot7","Btg1"
"188","Mbp","Btk"
"189","Ppif","C1qbp"
"190","Fbxl16","C1qbp"
"191","Rrp1b","C1qbp"
"192","Rims3","Cacnb4"
"193","Hacd3","Calcr"
"194","Cobl","Calm1"
"195","Myo1c","Calm1"
"196","Plec","Calm1"
"197","Cobl","Calm2"
"198","Plec","Calm2"
"199","Myo1c","Calm2"
"200","Cobl","Calm3"
"201","Plec","Calm3"
"202","Myo1c","Calm3"
"203","Cdk5r2","Camk2a"
"204","Ostm1","Camk2a"
"205","Mapk13","Canx"
"206","Creld2","Canx"
"207","Edem1","Canx"
"208","Ankrd1","Capn3"
"209","Trim59","Capza1b"
"210","Trim59","Capzb"
"211","Gzmb","Casp3"
"212","Cdon","Casp3"
"213","Gzmb","Casp7"
"214","Fadd","Casp8"
"215","Trp53inp2","Casp8"
"216","Cdon","Casp9"
"217","Rab18","Cat"
"218","Vcp","Cav1"
"219","Grb7","Cav1"
"220","Hipk2","Runx1"
"221","Cdk4","Runx3"
"222","Tcf7l1","Runx3"
"223","Grap2","Cbl"
"224","Il6st","Cbl"
"225","Pik3r1","Cbl"
"226","Itsn1","Cbl"
"227","Mapk13","Cbr1"
"228","Ptpn11","Cckbr"
"229","Rap1a","Krit1"
"230","Samhd1","Ccna2"
"231","Samhd1","Ccnb1"
"232","Gata4","Ccnt1"
"233","Cdk9","Ccnt1"
"234","Ep300","Ccnt1"
"235","Mapk13","Cct6a"
"236","Ccr7","Cd247"
"237","Sdcbp","Cd6"
"238","Pik3r1","Cd28"
"239","Grb2","Cd28"
"240","Traf1","Tnfrsf8"
"241","Gba1","Scarb2"
"242","Ifi211","Cdk1"
"243","Ifi204","Cdk1"
"244","Samhd1","Cdk1"
"245","Birc6","Cdk1"
"246","Dnajc17","Cdc5l"
"247","Sirt2","Cdc20"
"248","Axin2","Cdc20"
"249","Sirt2","Cdc27"
"250","Ppp5c","Cdc27"
"251","Rag1","Cdc34"
"252","Pak2","Cdc42"
"253","Pard6a","Cdc42"
"254","Ktn1","Cdc42"
"255","Pard6b","Cdc42"
"256","Cdc42","Cdc42"
"257","Cbll1","Cdh1"
"258","Ccna2","Cdk2"
"259","Samhd1","Cdk2"
"260","Ifi211","Cdk2"
"261","Ifi204","Cdk2"
"262","Kat2a","Cdk4"
"263","Mapt","Cdk5"
"264","Gata4","Cdk9"
"265","Usp19","Cdk9"
"266","Brdt","Cdk9"
"267","Ep300","Cdk9"
"268","Hacd3","Cdk9"
"269","Abl1","Cdkn1b"
"270","Dnm1l","Cfl1"
"271","Pdzk1","Cftr"
"272","Cftr","Cftr"
"273","Pparg","Chd1"
"274","Trp53","Chd3"
"275","Tbx5","Chd4"
"276","Chek1","Chek1"
"277","Grin2a","Chn1"
"278","Epha4","Chn1"
"279","Lamp1","Chrm2"
"280","Notch3","Chuk"
"281","Mapk13","Ckb"
"282","Trim54","Ckm"
"283","Numb","Ap2m1"
"284","Rnf111","Ap2m1"
"285","Numb","Ap2s1"
"286","Hacd3","Clcn2"
"287","Lep","Clu"
"288","Unc93b1","Clptm1"
"289","Hip1r","Cltb"
"290","Nfe2l2","Cltc"
"291","Mapk13","Cltc"
"292","Fcho2","Cltc"
"293","Fbxl16","Cltc"
"294","Cnot7","Ccr4"
"295","Grb14","Cnga1"
"296","Cntnap2","Cntn1"
"297","Ptprz1","Cntn1"
"298","Igfbp7","Col2a1"
"299","Igfbp7","Col4a1"
"300","Igfbp7","Col5a1"
"301","Foxo1","Crebbp"
"302","Spi1","Crebbp"
"303","Hdac1","Crem"
"304","Abl1","Crk"
"305","Asap1","Crk"
"306","Gab1","Crkl"
"307","Hspb1","Cs"
"308","Ptpn5","Mapk14"
"309","Ptprr","Mapk14"
"310","Yes1","Csf1r"
"311","Csf1","Csf1r"
"312","Card11","Csnk1a1"
"313","Ogn","Csnk1d"
"314","Dvl2","Csnk1d"
"315","Ogn","Csnk1e"
"316","Cry1","Csnk1e"
"317","Bhlhe41","Csnk2a1"
"318","Cry1","Csnk2a1"
"319","Bmal1","Csnk2a1"
"320","Cry2","Csnk2a1"
"321","Sirt1","Csnk2a1"
"322","Cry2","Csnk2a2"
"323","Cry1","Csnk2a2"
"324","Bhlhe41","Csnk2a2"
"325","Bhlhe41","Csnk2b"
"326","Per2","Csnk2b"
"327","Cry2","Csnk2b"
"328","Clock","Csnk2b"
"329","Csnk1e","Csnk2b"
"330","Cry1","Csnk2b"
"331","Per1","Csnk2b"
"332","Cipc","Csnk2b"
"333","Fblim1","Nkx2-5"
"334","Nrip1","Ctbp1"
"335","Ctbp1","Ctbp2"
"336","Ctnna1","Ctnnb1"
"337","Lrp6","Ctnnb1"
"338","Wwtr1","Ctnnb1"
"339","Mst1r","Ctnnb1"
"340","Serpinb1a","Ctsg"
"341","F11r","Ctss"
"342","Jam3","Ctss"
"343","Jam2","Ctss"
"344","Fcho2","Dab2"
"345","Rhod","Dapk3"
"346","Stk4","Daxx"
"347","Hipk1","Daxx"
"348","Dapk3","Daxx"
"349","Supt5","Dbn1"
"350","Clock","Dbp"
"351","Fgf7","Dcn"
"352","Fgf1","Dcn"
"353","Fgf8","Dcn"
"354","Bmp1","Dcn"
"355","Kif3a","Dctn1"
"356","Bicd2","Dctn1"
"357","Bicdl2","Dctn1"
"358","Bicdl1","Dctn1"
"359","Mtor","Ddb1"
"360","Mlst8","Ddb1"
"361","Cul4a","Ddb1"
"362","Cdkn1a","Ddb1"
"363","Wtip","Gadd45a"
"364","Aicda","Gadd45a"
"365","Mapk13","Ddx1"
"366","Fbxl16","Ddx1"
"367","Mapk13","Ddx3x"
"368","Trpm7","Ddx3x"
"369","Runx2","Ddx5"
"370","Myod1","Ddx5"
"371","Mapk13","Dhx9"
"372","Dffb","Dffa"
"373","Ppm1f","Diaph1"
"374","Nfkbie","Dld"
"375","Fzd1","Dlg1"
"376","Fzd7","Dlg1"
"377","Fzd4","Dlg1"
"378","Gpsm2","Dlg4"
"379","Mbp","Dlg4"
"380","Gpsm1","Dlg4"
"381","Dtnb","Dmd"
"382","Eps15","Dnm1"
"383","Asap1","Dnm1"
"384","Fcho2","Dnm1"
"385","Bicdl1","Dync1h1"
"386","Bicdl2","Dync1h1"
"387","Bicdl2","Dync1i1"
"388","Bicd2","Dync1i1"
"389","Bicdl1","Dync1i1"
"390","Ppif","Dnm2"
"391","Mbd3","Dnmt3a"
"392","Cbll1","Dok1"
"393","Ostm1","Arid3a"
"394","Dyrk1a","Rcan1"
"395","Sync","Dtna"
"396","Bag1","Hbegf"
"397","Lamp1","Dtx1"
"398","Mapk14","Dusp4"
"399","Mapk14","Dusp9"
"400","Mapk1","Dusp9"
"401","Dab2","Dvl1"
"402","Dab2","Dvl2"
"403","Ankrd6","Dvl2"
"404","Dact1","Dvl2"
"405","Dab2","Dvl3"
"406","Sirt1","Dyrk1a"
"407","Sirt1","E2f1"
"408","Ndn","E2f4"
"409","Dnmt3b","E2f6"
"410","Stat3","Echs1"
"411","Ect2","Ect2"
"412","Cbx2","Phc1"
"413","Bmi1","Phc1"
"414","Cbx2","Phc2"
"415","Mapk13","Eef1b2"
"416","Mapk13","Eef1d"
"417","Akt2","Eef2"
"418","Mapk13","Eef2"
"419","Grip1","Efnb1"
"420","Sdcbp","Efnb1"
"421","Vldlr","Efnb3"
"422","Reln","Efnb3"
"423","Dab1","Efnb3"
"424","Egfr","Egf"
"425","Sos1","Egfr"
"426","Grap2","Egfr"
"427","Rubcn","Egfr"
"428","Calm1","Egfr"
"429","Prkdc","Egfr"
"430","Calm2","Egfr"
"431","Calm3","Egfr"
"432","Cbl","Egfr"
"433","Hacd3","Egfr"
"434","Nab2","Egr2"
"435","Adra2b","Eif2b1"
"436","Adra2a","Eif2b1"
"437","Adrb2","Eif2b1"
"438","Adra2c","Eif2b1"
"439","Mapk13","Eif4a1"
"440","Stk11","Eif4b"
"441","Cnot7","Eif4e"
"442","Btg3","Eif4e"
"443","Btg2","Eif4e"
"444","Mtor","Eif4ebp1"
"445","Eif4e2","Eif4g1"
"446","Eif4e","Eif4g1"
"447","Serpinb1a","Elane"
"448","Col17a1","Elane"
"449","Smurf2","Elavl1"
"450","Sun1","Emd"
"451","Ogn","Mark2"
"452","Crtc2","Mark2"
"453","Cbll1","Cttn"
"454","Ctnnd1","Cttn"
"455","Mbp","Cttn"
"456","Srcin1","Cttn"
"457","Mapk13","Eno1"
"458","Akt2","Eno1"
"459","Cited2","Ep300"
"460","Sirt2","Ep300"
"461","Gata4","Ep300"
"462","Foxo1","Ep300"
"463","Rxra","Ep300"
"464","Trp53","Ep300"
"465","Gata5","Ep300"
"466","Creb1","Ep300"
"467","Ep300","Ep300"
"468","Jmy","Ep300"
"469","Cdk9","Ep300"
"470","Bhlhe41","Epas1"
"471","Nck1","Ephb1"
"472","Snap23","Stx2"
"473","Epor","Epo"
"474","Socs2","Epor"
"475","Stat5a","Epor"
"476","Mapk13","Eprs"
"477","Abi1","Eps8"
"478","Numb","Eps15"
"479","Fcho2","Eps15"
"480","Dab2","Eps15"
"481","Erbin","Erbb2"
"482","Shc1","Erbb3"
"483","Psmc5","Ercc3"
"484","Slx4","Ercc4"
"485","Rrp1b","Erh"
"486","Sel1l","Ern1"
"487","Gadd45b","Esr1"
"488","Foxl2","Esr1"
"489","Junb","Esr1"
"490","Nr5a1","Esr1"
"491","Nr1i2","Esr1"
"492","Trim24","Esr1"
"493","Tada3","Esr1"
"494","Gfi1","Ets1"
"495","Ctbp2","Mecom"
"496","Trpm7","Ezh2"
"497","Pard6a","F2rl2"
"498","Foxf1","Fanca"
"499","Foxf1","Fancd2"
"500","Hacd3","Fancf"
"501","Mapk13","Fasn"
"502","Yap1","Fasn"
"503","Homer3","Fat1"
"504","Kif5c","Fat1"
"505","Rflna","Fdft1"
"506","Nr4a1","Fgf2"
"507","Nr4a1","Fgfr1"
"508","Nr4a2","Fgfr1"
"509","Shb","Fgfr1"
"510","Kdr","Vegfd"
"511","Mtor","Fkbp1a"
"512","Hacd3","Fkbp4"
"513","Sirt1","Foxo1"
"514","Myc","Foxo3"
"515","Foxg1","Foxo3"
"516","Ywhaz","Foxo3"
"517","Sirt1","Foxo3"
"518","Trim54","Flnc"
"519","Vav2","Flt3"
"520","Itk","Flt3"
"521","Sla2","Flt3"
"522","Hdac1","Folh1"
"523","Psma4","Fos"
"524","Sgk1","Mtor"
"525","Rpl23","Mtor"
"526","Bicd2","Mtor"
"527","Eif4ebp1","Mtor"
"528","Ptpn6","Nr5a2"
"529","Mapk13","Fus"
"530","Srsf2","Fus"
"531","Mbp","Fyb"
"532","Mbp","Fyn"
"533","Slamf7","Fyn"
"534","Epha8","Fyn"
"535","Ctnnb1","Fyn"
"536","Sphk1","Fyn"
"537","Efs","Fyn"
"538","Wasl","Fyn"
"539","C1qa","Fzd2"
"540","Fyn","Fzd2"
"541","Mapk13","Xrcc6"
"542","Rnf126","Xrcc6"
"543","Grap2","Gab1"
"544","Adgrb2","Gabpb1"
"545","Arhgap32","Gabrb2"
"546","Mapk3","Gabrr1"
"547","Gars1","Gars"
"548","Rb1","Gata1"
"549","Med1","Gata1"
"550","Lmo2","Gata2"
"551","Ep300","Gata4"
"552","Cdk9","Gata4"
"553","Gatm","Gatm"
"554","Hacd3","Gcgr"
"555","Myc","Kat2a"
"556","Rab6a","Gdi2"
"557","Rab10","Gdi2"
"558","Mapk13","Gdi2"
"559","Dzip1","Gdi2"
"560","Rab8a","Gdi2"
"561","Rabgef1","Gdi2"
"562","Ajuba","Gfi1"
"563","Spi1","Gfi1"
"564","Zic1","Gli1"
"565","Pias1","Gli1"
"566","Zic1","Gli3"
"567","Zic3","Gli3"
"568","Spop","Gli3"
"569","Rgs13","Gna11"
"570","Hacd3","Gna15"
"571","Oprm1","Gnai2"
"572","Rgs13","Gnai2"
"573","Hacd3","Gnal"
"574","Ric8b","Gnas"
"575","Coro1a","Gnas"
"576","Asap1","Golgb1"
"577","Rnd3","Sfn"
"578","Hacd3","Grk6"
"579","Cops6","Gps1"
"580","Nckipsd","Grb2"
"581","Abl1","Grb2"
"582","Sos1","Grb2"
"583","Ptpn11","Grb2"
"584","Dab2","Grb2"
"585","Fgfr1","Grb2"
"586","Tek","Grb2"
"587","Rnd1","Grb7"
"588","Tek","Grb7"
"589","Ephb1","Grb7"
"590","Ptpn11","Grb7"
"591","Grin2a","Grin1"
"592","Tiam2","Grin1"
"593","Nedd4","Grin2a"
"594","Grin2a","Grin2b"
"595","Ncoa2","Nr3c1"
"596","Pou3f3","Nr3c1"
"597","Mapk13","Pdia3"
"598","Dact2","Gsk3a"
"599","Nono","Gsk3a"
"600","Dact1","Gsk3a"
"601","Map3k11","Gsk3a"
"602","Dzip1","Gsk3b"
"603","Prox2","Gsk3b"
"604","Wtip","Gsk3b"
"605","Spice1","Gsk3b"
"606","Krba1","Gsk3b"
"607","Prkaca","Gsk3b"
"608","Deaf1","Gsk3b"
"609","Nono","Gsk3b"
"610","Prune1","Gsk3b"
"611","Yap1","Gsr"
"612","Vdr","Gtf2b"
"613","Btk","Gtf2i"
"614","Supt5","Gtf3c1"
"615","Gys1","Gyg"
"616","Cdk2","H1f0"
"617","Mapk13","H1f2"
"618","Mapk13","H1f4"
"619","Cdk2","H1f5"
"620","Cdk5","H1f1"
"621","Cdk2","H1f1"
"622","Numb","Hadha"
"623","Pparg","Has1"
"624","Mbp","Hck"
"625","Mbp","Hcls1"
"626","Pak2","Htt"
"627","Hsd17b4","Htt"
"628","Ppif","Htt"
"629","Akt1","Htt"
"630","Dync1i1","Htt"
"631","Hdac4","Htt"
"632","Mta2","Hdac1"
"633","Cbx1","Hdac1"
"634","Dnmt1","Hdac1"
"635","Crem","Hdac1"
"636","Mycn","Hdac1"
"637","Rere","Hdac1"
"638","Rbfox3","Hif1a"
"639","Rorc","Hif1a"
"640","E2f8","Hif1a"
"641","Per1","Hif1a"
"642","Tsga10","Hif1a"
"643","Esrrb","Hif1a"
"644","E2f7","Hif1a"
"645","Arnt","Hif1a"
"646","Naa10","Hif1a"
"647","Necap1","Hip1"
"648","Hmbs","Hmbs"
"649","Prnp","Hnrnpa2b1"
"650","Yap1","Hnrnph1"
"651","Mapk13","Hnrnpk"
"652","Hmgb1","Hnrnpk"
"653","Ets1","Tlx1"
"654","Rassf5","Hras"
"655","Snx31","Hras"
"656","Pik3ca","Hras"
"657","Ralgds","Hras"
"658","Rabac1","Hras"
"659","Afdn","Hras"
"660","Plce1","Hras"
"661","Rasgrf1","Hras"
"662","Rapgef4","Hras"
"663","Eps15","Agfg1"
"664","Eps15l1","Agfg1"
"665","Eps15","Agfg2"
"666","Eps15l1","Agfg2"
"667","Trdn","Hrc"
"668","Ryr2","Hrc"
"669","Fbxl16","Prmt1"
"670","Bax","Dnaja1"
"671","Pias1","Dnaja1"
"672","Chordc1","Hspa1a"
"673","Phlda1","Hspa1a"
"674","Lox","Hspa1a"
"675","Mfn2","Hspa1a"
"676","Lox","Hspa1b"
"677","Chordc1","Hspa1b"
"678","Phlda1","Hspa1b"
"679","Stub1","Hspa4"
"680","Ksr1","Hspa4"
"681","Slc12a3","Hspa4"
"682","Bmi1","Hspa4"
"683","Psma2","Hspa4"
"684","Cbx2","Hspa4"
"685","Pa2g4","Hspa4"
"686","Bax","Hspa4"
"687","Cnpy2","Hspa5"
"688","Dnajc3","Hspa5"
"689","Eif2ak3","Hspa5"
"690","Mapk13","Hspa5"
"691","Psma2","Hspa5"
"692","Pias1","Hspa5"
"693","Stub1","Hsp90aa1"
"694","Crnkl1","Hsp90aa1"
"695","Stk11","Hsp90aa1"
"696","Chordc1","Hsp90aa1"
"697","Ksr1","Hsp90aa1"
"698","Dnajc7","Hsp90aa1"
"699","Akt1","Hsp90aa1"
"700","Chordc1","Hsp90ab1"
"701","Skp2","Hsp90ab1"
"702","Phlda1","Dnajb1"
"703","Npnt","Hspg2"
"704","Rps6ka3","Htr2a"
"705","Map1b","Htr6"
"706","Nova1","Htr6"
"707","Sting1","Ifi202b"
"708","Stat3","Ifngr1"
"709","Sin3b","Ifrd1"
"710","Arrb1","Igf1r"
"711","Lef1","Igf1r"
"712","Irs2","Igf1r"
"713","Fzd8","Igfbp4"
"714","Fhl1","Rbpj"
"715","Zc3h12a","Ikbkb"
"716","Snap23","Ikbkb"
"717","Map3k7","Ikbkb"
"718","Il1r2","Il1rap"
"719","Adam17","Il6ra"
"720","Lmo4","Il6st"
"721","Cd74","Cxcr2"
"722","Il23a","Il12b"
"723","Il13ra2","Il13"
"724","Rrp1b","Ilf3"
"725","Mapk13","Ilf3"
"726","Cfc1","Inhbb"
"727","Igfbp7","Cxcl10"
"728","Hspb1","Ins1"
"729","Dok3","Inpp5d"
"730","Gab1","Inppl1"
"731","Trim72","Insr"
"732","Irs1","Insr"
"733","Insr","Insr"
"734","Sh2b1","Insr"
"735","Grb10","Insr"
"736","Irs2","Insr"
"737","Unc93b1","Irak1"
"738","Zc3h12a","Irak1"
"739","Rsad2","Irak1"
"740","Sarm1","Irak2"
"741","Tbk1","Irf1"
"742","Hacd3","Irf3"
"743","Sik2","Irs1"
"744","Grb2","Irs1"
"745","Mdm2","Irs1"
"746","Rab21","Itga2"
"747","Nrp1","Itga5"
"748","Ngf","Itga9"
"749","Pparg","Itga9"
"750","Rrp1b","Itgad"
"751","Rassf5","Itgal"
"752","Rab21","Itgb1"
"753","Dab1","Itgb1"
"754","Ngf","Itgb1"
"755","Dab1","Itgb2"
"756","Dab1","Itgb3"
"757","Dab2","Itgb3"
"758","Prkd1","Itgb3"
"759","Numb","Itgb3"
"760","Tln2","Itgb3"
"761","Shc3","Itgb3"
"762","Cadm4","Itgb4"
"763","Cadm2","Itgb4"
"764","Cadm1","Itgb4"
"765","Prkcb","Eif6"
"766","Dab1","Itgb5"
"767","Dab2","Itgb5"
"768","Tln1","Itgb5"
"769","Myo10","Itgb5"
"770","Myo7a","Itgb5"
"771","Numb","Itgb5"
"772","Dab2","Itgb7"
"773","Dab1","Itgb7"
"774","Numb","Itgb7"
"775","Mbp","Itk"
"776","Sarm1","Stt3a"
"777","Pparg","Itpa"
"778","Il6st","Jak1"
"779","Slc40a1","Jak2"
"780","Socs5","Jak3"
"781","Stat5a","Jak3"
"782","Smarcd1","Junb"
"783","Ctnna1","Jup"
"784","Cdh1","Jup"
"785","Patj","Kcnj15"
"786","Ostm1","Kif5b"
"787","Mpdz","Kit"
"788","Ptpn11","Kit"
"789","Clstn1","Klc1"
"790","Nup50","Kpna1"
"791","Kpnb1","Kpnb1"
"792","Mrtfa","Kpnb1"
"793","Ostm1","Kpnb1"
"794","Pcyt1a","Kpna2"
"795","Pax5","Kpna2"
"796","Hacd3","Kpna2"
"797","Mrtfa","Kpna4"
"798","Rassf5","Kras"
"799","Pik3ca","Kras"
"800","Fbxl16","Krt2"
"801","Fbxl16","Krt10"
"802","Eef1g","Krt17"
"803","Ywhaz","Krt18"
"804","Lama1","Lamb1"
"805","Lama1","Lamc1"
"806","Pparg","Lamc2"
"807","Sppl2a","Lamp2"
"808","Prkaca","Lasp1"
"809","Prkg1","Lasp1"
"810","Cd3e","Lck"
"811","Mbp","Lck"
"812","Aif1","Lcp1"
"813","Grap2","Lcp2"
"814","Mapk13","Ldhb"
"815","Flt1","Ldlr"
"816","Lepr","Lep"
"817","Lep","Lepr"
"818","Pdcd6ip","Lgals3"
"819","Lifr","Lif"
"820","Mlip","Lmna"
"821","Sun1","Lmna"
"822","H2ax","Lmna"
"823","Fli1","Lmo2"
"824","Fzd8","Lrp6"
"825","Wnt9b","Lrp6"
"826","Wnt1","Lrp6"
"827","Gsk3b","Lrp6"
"828","Igfbp2","Lrp6"
"829","Fzd5","Lrp6"
"830","Igfbp4","Lrp6"
"831","Igfbp1","Lrp6"
"832","Wnt3a","Lrp6"
"833","Igfbp6","Lrp6"
"834","Axin1","Lrp6"
"835","Mesd","Lrp5"
"836","Cd36","Lyn"
"837","Sphk2","Lyn"
"838","Asap1","Lyn"
"839","Sqstm1","Nbr1"
"840","Tmed10","Nbr1"
"841","Map1lc3b","Nbr1"
"842","Map1lc3a","Nbr1"
"843","Ube2o","Nbr1"
"844","Spred2","Nbr1"
"845","Mapk13","Marcks"
"846","Fbxo30","Smad1"
"847","Nat9","Smad1"
"848","Fhl5","Smad1"
"849","Arl4d","Smad1"
"850","Rab3b","Smad1"
"851","Zeb2","Smad1"
"852","Fbxl12","Smad1"
"853","Rhebl1","Smad1"
"854","Ubxn1","Smad1"
"855","Foxh1","Smad2"
"856","Zeb2","Smad2"
"857","Rnf111","Smad2"
"858","Rhod","Smad2"
"859","Arl4d","Smad2"
"860","Rhebl1","Smad2"
"861","Lhx9","Smad2"
"862","Yap1","Smad3"
"863","Melk","Smad3"
"864","Foxh1","Smad3"
"865","Notch1","Smad3"
"866","Rnf111","Smad3"
"867","Zeb2","Smad3"
"868","Foxo1","Smad3"
"869","Dvl1","Smad3"
"870","Wee1","Smad3"
"871","Erbin","Smad3"
"872","F2rl2","Smad3"
"873","Rhebl1","Smad4"
"874","Foxo1","Smad4"
"875","Pbk","Smad4"
"876","Rab13","Smad4"
"877","Sash3","Smad4"
"878","Fbxo30","Smad4"
"879","Rhod","Smad4"
"880","Nat8","Smad4"
"881","Runx2","Smad6"
"882","Melk","Smad7"
"883","Sash3","Smad7"
"884","Axin2","Smad7"
"885","Mib1","Map1a"
"886","Tubb3","Map1b"
"887","Fyn","Mapt"
"888","Tuba1a","Mapt"
"889","Stub1","Mapt"
"890","Prkaca","Mapt"
"891","Crtc2","Mark3"
"892","Ppm1l","Mark3"
"893","Hacd3","Mars1"
"894","Creld2","Matn3"
"895","Map3k5","Mbp"
"896","Bcl2l11","Mcl1"
"897","Hacd3","Mcm7"
"898","Mapk13","Mdh2"
"899","Melk","Mdm2"
"900","Npm1","Mdm2"
"901","Fkbp3","Mdm2"
"902","Xpo1","Mdm2"
"903","Tbrg1","Mdm2"
"904","Hipk2","Mecp2"
"905","Myod1","Mef2a"
"906","Smarca4","Mef2a"
"907","Mylk2","Mef2c"
"908","Cdk4","Mef2d"
"909","Melk","Map3k5"
