"","GeneNameA","GeneNameB"
"1","Ppif","A2m"
"2","Xpo1","Aamp"
"3","Calml3","Aars"
"4","Mecom","Abca1"
"5","Ankfy1","Abca2"
"6","Myh10","Abca2"
"7","Kcnk1","Abcb7"
"8","Rrbp1","Abcf1"
"9","Fbl","Abcf1"
"10","Xpo1","Abcf1"
"11","Mecom","Abcf1"
"12","Snca","Abl1"
"13","Eea1","Abl1"
"14","Grap2","Abl1"
"15","Dok1","Abl1"
"16","Crk","Abl1"
"17","Zbtb48","Abl1"
"18","Anapc5","Abl1"
"19","Mbp","Abl2"
"20","Shoc2","Acaca"
"21","Paxip1","Acaca"
"22","Zfp36","Acacb"
"23","Ckap5","Acadm"
"24","Mecom","Acadm"
"25","Prdm16","Acadm"
"26","Dppa3","Acadsb"
"27","Ncbp2","Acadvl"
"28","Ect2","Acat1"
"29","Arhgap30","Acat1"
"30","Rnf183","Acat2"
"31","Eno1","Ache"
"32","Eno1b","Ache"
"33","Mecom","Aco1"
"34","Myo1c","Acta1"
"35","Actb","Acta1"
"36","Myh10","Acta1"
"37","Lima1","Acta1"
"38","Myh9","Acta1"
"39","Tpm1","Acta1"
"40","Dctn3","Acta2"
"41","Racgap1","Acta2"
"42","Tmod3","Actb"
"43","Myo1c","Actb"
"44","Prdm16","Actb"
"45","Dab2","Actb"
"46","Cdk9","Actb"
"47","Actr1a","Actb"
"48","Ep300","Actb"
"49","Mrtfa","Actb"
"50","Sorbs1","Actb"
"51","Mecom","Actb"
"52","Kifbp","Actb"
"53","Pparg","Actb"
"54","Gata4","Actb"
"55","Myh10","Actc1"
"56","Actb","Actc1"
"57","Lima1","Actc1"
"58","Myo1c","Actc1"
"59","Tpm1","Actc1"
"60","Myh9","Actc1"
"61","Prdm16","Actc1"
"62","Mecom","Actc1"
"63","Racgap1","Actc1"
"64","Dctn3","Actc1"
"65","Tpm1","Actg1"
"66","Myh9","Actg1"
"67","Actb","Actg1"
"68","Pparg","Actg1"
"69","Myh10","Actg1"
"70","Coro1c","Actg1"
"71","Myo1c","Actg1"
"72","Flot2","Actg1"
"73","Flot1","Actg1"
"74","Tmod3","Actg1"
"75","Calml3","Actg1"
"76","Flnb","Actg1"
"77","Tmed10","Actg1"
"78","Dmap1","Actg1"
"79","Lima1","Actg1"
"80","Prdm16","Actn4"
"81","Flot2","Actn4"
"82","Fcho2","Actn4"
"83","Tpm1","Actn4"
"84","Myh9","Actn4"
"85","Calml3","Actn4"
"86","Coro1c","Actn4"
"87","Tmod3","Actn4"
"88","Flnb","Actn4"
"89","Mecom","Actn4"
"90","Myo1c","Actn4"
"91","Actb","Actn4"
"92","Myh10","Actn4"
"93","Lima1","Actn4"
"94","Ncbp2","Actn4"
"95","Ruvbl2","Actl6a"
"96","Bcl7c","Actl6a"
"97","Ruvbl1","Actl6a"
"98","Mecom","Actl6a"
"99","Bach1","Actl6a"
"100","Smarcc1","Actl6a"
"101","Prdm16","Actl6a"
"102","Bcl7b","Actl6a"
"103","Prdm16","Actn1"
"104","Cdk5r2","Actn1"
"105","Lima1","Actn1"
"106","Myo1c","Actn1"
"107","Myh9","Actn1"
"108","Calml3","Actn1"
"109","Adam12","Actn2"
"110","Fbxo32","Actn2"
"111","Smad6","Acvr1"
"112","Rab3b","Acvr1"
"113","Ubxn1","Acvr1"
"114","Rhebl1","Acvr1"
"115","Rhod","Acvr1"
"116","Nek8","Acvr1"
"117","Fbxo30","Acvr1"
"118","Plekhb1","Acvr1"
"119","Rab17","Acvr1"
"120","Fancl","Acvr1"
"121","Chn1","Acvr1"
"122","Zbtb48","Acvr1b"
"123","Acvr2b","Acvr1b"
"124","Smad7","Acvr1b"
"125","Nedd1","Acvr1b"
"126","Dok1","Acvr2a"
"127","Mstn","Acvr2b"
"128","Dok1","Acvr2b"
"129","Fus","Adar"
"130","Srsf1","Adar"
"131","Prdm16","Adar"
"132","Rpl35","Adar"
"133","Sesn2","Adar"
"134","Junb","Adar"
"135","Rrbp1","Adar"
"136","Mecom","Adar"
"137","Ufl1","Adarb1"
"138","Rpl35","Adarb1"
"139","Rcc1","Adarb2"
"140","Coro1c","Add1"
"141","Tpm4","Add1"
"142","Rnf183","Add1"
"143","Tmod3","Add1"
"144","Lima1","Add1"
"145","Xpo1","Add1"
"146","Myo1c","Add1"
"147","Myh9","Add1"
"148","Lima1","Add3"
"149","Xpo1","Add3"
"150","Myh9","Add3"
"151","Calml3","Add3"
"152","Tmod3","Add3"
"153","Zfp365","Parp1"
"154","Rrp1b","Parp1"
"155","Slx4","Parp1"
"156","Aire","Parp1"
"157","Prdm16","Parp1"
"158","Mapk13","Parp1"
"159","Timeless","Parp1"
"160","Brwd3","Parp1"
"161","Atrx","Parp1"
"162","Ksr1","Parp1"
"163","Eif3i","Parp1"
"164","Mecom","Parp1"
"165","Lgals3bp","Parp4"
"166","Sntg2","Adra1d"
"167","Hacd3","Adra2a"
"168","Nos1","Adrb3"
"169","Cav3","Adrb3"
"170","Tnpo1","Grk2"
"171","Rfx5","Grk2"
"172","Opn4","Grk2"
"173","Opn4","Grk3"
"174","Xpo1","Ap2a1"
"175","Numb","Ap2a1"
"176","Flnb","Ap2a1"
"177","Calml3","Ap2a1"
"178","Myo1c","Ap2a1"
"179","Tpm1","Ap2a1"
"180","Edc4","Ap2a1"
"181","Myh9","Ap2a1"
"182","Lima1","Ap2a1"
"183","Cd2ap","Ap2a1"
"184","Ppp1cb","Ap2a1"
"185","Myh10","Ap2a1"
"186","Mcm3","Ap2a1"
"187","Coro1c","Ap2a1"
"188","Uso1","Ap2a1"
"189","Actb","Ap2a1"
"190","Ppp6r3","Ap2a1"
"191","Csnk1e","Ap2a1"
"192","Dab2","Ap2a1"
"193","Actb","Ap2a2"
"194","Rnf111","Ap2a2"
"195","Dab2","Ap2a2"
"196","Numb","Ap2a2"
"197","Ppp6r3","Ap2a2"
"198","Kcnj11","Ap2a2"
"199","Ppp6r3","Ap1b1"
"200","Numb","Ap1b1"
"201","Xpo1","Ap1b1"
"202","Numb","Ap2b1"
"203","Edc4","Ap2b1"
"204","Myh10","Ap2b1"
"205","Necap1","Ap2b1"
"206","Flnb","Ap2b1"
"207","Kifbp","Ap2b1"
"208","Dab2","Ap2b1"
"209","Itga5","Ap2b1"
"210","Rnf111","Ap2b1"
"211","Uso1","Ap2b1"
"212","Calml3","Ap2b1"
"213","Actb","Ap2b1"
"214","Ap2a2","Ap2b1"
"215","Myh9","Ap2b1"
"216","Tpm1","Ap2b1"
"217","Xpo1","Ap2b1"
"218","Ap1s2","Ap1g1"
"219","Ap1s1","Ap1g1"
"220","Slc2a8","Ap1g1"
"221","Mecom","Ap1g1"
"222","Xpo1","Ap1g1"
"223","Ect2","Tle5"
"224","Lck","Tle5"
"225","Wnt3a","Afm"
"226","Mapkapk5","Ager"
"227","Egfr","Ager"
"228","Ppp1r3b","Agl"
"229","Sdcbp","Jag1"
"230","Htra1","Jag1"
"231","Mpp2","Jag1"
"232","Kif1c","Ahcy"
"233","Mapk13","Ahcy"
"234","Dab2","Ahcy"
"235","Xpo1","Ahr"
"236","Smad3","Ahsg"
"237","Mad2l1","Ahsg"
"238","Xpo1","Crybg1"
"239","Tox4","Ak2"
"240","Nrip3","Ak2"
"241","Aifm1","Ak2"
"242","Ppargc1a","Akt1"
"243","Alad","Alad"
"244","Kctd5","Alb"
"245","Vps4b","Alb"
"246","Yap1","Alb"
"247","Rab5c","Abcd1"
"248","Abcd2","Abcd1"
"249","Abcd3","Abcd1"
"250","Abcd1","Abcd1"
"251","Mecom","Aldh1b1"
"252","Bag2","Aldh1b1"
"253","Bub1","Aldh1b1"
"254","Prdm16","Aldh1b1"
"255","Lgals3bp","Aldh1b1"
"256","Tubg1","Aldh1b1"
"257","Shcbp1","Aldh3b1"
"258","Tnpo1","Aldh3a2"
"259","Atp7a","Aldh3a2"
"260","Rnf183","Aldh3a2"
"261","Tubg1","Aldh3a2"
"262","Smn1","Aldh3a2"
"263","Mad2l2","Aldh3a2"
"264","Stag2","Aldh3a2"
"265","Prkci","Aldh3a2"
"266","Mapk13","Aldoa"
"267","Cep152","Aldoa"
"268","Cotl1","Alox5"
"269","Actb","Alpi"
"270","Erh","Akp3"
"271","Trim69","Akp3"
"272","Cbx1","Akp3"
"273","Cep76","Akp3"
"276","Mecom","Amd1"
"277","Vcp","Amfr"
"278","Hacd3","Amhr2"
"279","Pacsin1","Amph"
"280","Ehbp1l1","Bin1"
"281","Rnf183","Ank2"
"282","Mecom","Ank2"
"283","Dennd6a","Ank3"
"284","Cry1","Ank3"
"285","Tmed10","Ank3"
"286","Cep76","Anpep"
"287","Smad6","Slc25a4"
"288","Dnajc11","Slc25a5"
"289","Ecsit","Slc25a5"
"290","Mecom","Slc25a5"
"291","Tubg1","Slc25a5"
"292","Itgb1","Slc25a5"
"293","Ksr1","Slc25a5"
"294","Rab11a","Slc25a5"
"295","Prdm16","Slc25a5"
"296","Bmpr1a","Anxa1"
"297","Dppa3","Anxa1"
"298","Ophn1","Anxa1"
"299","Kifc1","Anxa1"
"300","Dnajc11","Anxa2"
"301","Mecom","Anxa2"
"302","Myh9","Anxa2"
"303","Ecpas","Anxa2"
"304","Ophn1","Anxa2"
"305","Calml3","Anxa2"
"306","Ksr1","Anxa2"
"307","Dppa3","Anxa2"
"308","Prdm16","Anxa2"
"309","Flot2","Anxa2"
"310","Ankfy1","Anxa2"
"311","Flnb","Anxa2"
"312","Cdk1","Anxa4"
"313","AI837181","Anxa5"
"314","Ube2k","Anxa7"
"315","Smad3","Anxa7"
"316","Cep135","Anxa7"
"317","Racgap1","Anxa11"
"318","Mus81","Anxa11"
"319","Yap1","Anxa11"
"320","Septin9","Anxa11"
"321","Lox","Apaf1"
"322","Bcl2l10","Apaf1"
"323","Cask","Apba1"
"324","App","Apba2"
"325","Rnf183","Apbb1"
"326","App","Apbb1"
"327","Nhsl1","Apc"
"328","Pxn","Apc"
"329","Ckap5","Apc"
"330","Gsk3b","Apc"
"331","Dlg4","Apc"
"332","Otud7b","Apc"
"333","Tnks2","Apc"
"334","Flot2","Apc"
"335","Zranb1","Apc"
"336","Lats2","Apc"
"337","Fbxw11","Apc"
"338","Jup","Apc"
"339","Mybbp1a","Aire"
"340","Hlf","Apex1"
"341","Tnfrsf1b","Birc2"
"342","Traf2","Birc2"
"343","Junb","Birc2"
"344","Sumo3","Xiap"
"345","Zbtb48","Xiap"
"346","Ranbp2","Xiap"
"347","Cnot2","Xiap"
"348","Bex3","Xiap"
"349","Rnf183","Xiap"
"350","Htra2","Xiap"
"351","Incenp","Birc5"
"352","Slc5a7","Aplp1"
"353","Tom1","Aplp1"
"354","Tmsb4x","Aplp1"
"355","Apbb1","Aplp1"
"356","Apbb1","Aplp2"
"357","Gpkow","Aplp2"
"358","Slc5a7","Aplp2"
"359","Lep","Apoa1"
"360","Cep135","Apoa1"
"361","Papss1","Apoa1"
"362","Pcna","Apob"
"363","Stmn1","Apob"
"364","Chmp6","Apob"
"365","Lck","Apoe"
"366","Cryab","App"
"367","Apbb1","App"
"368","Mapk8ip1","App"
"369","Tmem30a","App"
"370","Grb2","App"
"371","Dppa3","App"
"372","Ppid","App"
"373","Slc5a7","App"
"374","Pin1","App"
"375","Dab1","App"
"376","Shc1","App"
"377","Ptpn13","Fas"
"378","Pdcd6","Fas"
"379","Ube2i","Fas"
"380","Bmi1","Ar"
"381","Foxo1","Ar"
"382","Siah2","Ar"
"383","Mad2l1","Araf"
"384","Xpo1","Araf"
"385","Bub1","Araf"
"386","Cdc37","Araf"
"387","Copa","Arcn1"
"388","Rnf183","Arcn1"
"389","Ncstn","Arcn1"
"390","Tubg1","Arcn1"
"391","Sacm1l","Arcn1"
"392","Xpo1","Arcn1"
"393","Mecom","Arcn1"
"394","Dnajc11","Arf1"
"395","Proser1","Arf1"
"396","Bach1","Arf1"
"397","Ap1g1","Arf1"
"398","Kif1c","Arf1"
"399","AI837181","Arf1"
"400","Rnf183","Arf3"
"401","Proser1","Arf3"
"402","Mecom","Arf3"
"403","Mapk13","Arf3"
"404","Kif1c","Arf3"
"405","Prdm16","Arf3"
"406","Bach1","Arf3"
"407","AI837181","Arf3"
"408","Prdm16","Arf4"
"409","Cdk1","Arf4"
"410","Mecom","Arf4"
"411","Coro1c","Rhoa"
"412","Calml3","Rhoa"
"413","Plekhg5","Rhoa"
"414","Flnb","Rhoa"
"415","Rabac1","Rhoa"
"416","Flnb","Rhob"
"417","Diaph1","Rhoc"
"418","Dppa3","Rhoc"
"419","Mecom","Rhog"
"420","Prdm16","Rhog"
"421","Dppa3","Rhog"
"422","Coro1c","Rhog"
"423","Xpo7","Arhgap1"
"424","Xpo1","Arhgap1"
"425","Arhgap28","Arhgap6"
"426","Arhgap30","Arhgap6"
"427","Arhgap18","Arhgap6"
"428","Prdm16","Arl1"
"429","Ksr1","Arl1"
"430","Mecom","Arl1"
"431","Rnf183","Arl1"
"432","Tubb4b","Arl2"
"433","Tubb5","Arl2"
"434","Sim2","Arnt"
"435","Hif3a","Arnt"
"436","Nr0b2","Arnt"
"437","Ostm1","Arnt"
"438","Clock","Arnt"
"439","Cry1","Bmal1"
"440","Cry2","Bmal1"
"441","Akt1","Arrb1"
"442","Htr4","Arrb1"
"443","Hgs","Arrb1"
"444","Naa10","Arrb1"
"445","Mdm2","Arrb2"
"446","Xpo1","Arrb2"
"447","Hgs","Arrb2"
"448","Naa10","Arrb2"
"449","Prdm16","Arrb2"
"450","Htr4","Arrb2"
"451","Cdh1","Arvcf"
"452","Bub1b","Asah1"
"453","Sec61b","Asgr2"
"454","Ppp2r1a","Get3"
"455","Get4","Get3"
"456","Mecom","Asph"
"457","Prdm16","Asph"
"458","Tipin","Ass1"
"459","Dync1li1","Ass1"
"460","Osgep","Ass1"
"461","AI837181","Ass1"
"462","Cebpb","Atf4"
"463","Nedd1","Atm"
"464","Atm","Atm"
"465","Zbtb48","Atm"
"466","Wdr5","Rere"
"467","Dppa3","Atp1a1"
"468","Tnpo1","Atp1a1"
"469","Prdm16","Atp1a1"
"470","Mecom","Atp1a1"
"471","Tubg1","Atp1a1"
"472","Bmpr1a","Atp1a1"
"473","Hnrnpf","Atp1a1"
"474","Rnf183","Atp1a1"
"475","Dnajc11","Atp1a1"
"476","Ppme1","Atp1a1"
"477","Dppa3","Atp1a2"
"478","Bace1","Atp1b1"
"479","Ktn1","Atp2a2"
"480","Dppa3","Atp2a2"
"481","Hacd3","Atp2a2"
"482","Jmy","Atp2a2"
"483","Rnf183","Atp2a2"
"484","Prdm16","Atp2a2"
"485","Mecom","Atp2a2"
"486","Tbc1d7","Atp2a2"
"487","Tmed2","Atp2a2"
"488","Cyfip2","Atp2a2"
"489","Bmpr1a","Atp2b1"
"490","Itgb1","Atp2b1"
"491","Calml3","Atp2b1"
"492","Zw10","Atp2b1"
"493","Hacd3","Atp2b1"
"494","Atp7a","Atp2b1"
"495","Nos1","Atp2b4"
"496","Prdm16","Atp4a"
"497","Mapk13","Atp5f1a"
"498","Jmy","Atp5f1a"
"499","Dnajc11","Atp5f1a"
"500","Bmpr1a","Atp5f1a"
"501","Yap1","Atp5f1a"
"502","Kcnk1","Atp5f1a"
"503","Ecsit","Atp5f1a"
"504","Prdm16","Atp5f1a"
"505","Mecom","Atp5f1a"
"506","Atp2a2","Atp5f1a"
"507","Ckap5","Atp5f1a"
"508","Smn1","Atp5f1a"
"509","Rc3h2","Aldh7a1"
"510","Rc3h1","Aldh7a1"
"511","Dnajc11","Atp5f1b"
"512","Sacm1l","Atp5f1b"
"513","Atp5f1a","Atp5f1b"
"514","Mecom","Atp5f1b"
"515","Atp2a2","Atp5f1b"
"516","Prdm16","Atp5f1b"
"517","Kcnk1","Atp5f1b"
"518","Mecom","Atp5f1c"
"519","Prdm16","Atp5f1c"
"520","Atp5f1a","Atp5f1c"
"521","Rnf183","Atp5f1c"
"522","Kcnk1","Atp5f1c"
"523","Kcnk1","Atp5f1d"
"524","Atp5f1a","Atp5f1d"
"525","Mad2l1","Atp5f1e"
"526","Hspa14","Atp5f1e"
"527","Ruvbl1","Atp5f1e"
"528","Atp5f1a","Atp5f1e"
"529","Anapc2","Atp5f1e"
"530","Prkci","Atp5f1e"
"531","Mecom","Atp5pb"
"532","Tnpo1","Atp5pb"
"533","Samm50","Atp5pb"
"534","Atp2a2","Atp5pb"
"535","Atp5f1a","Atp5pb"
"536","Kcnk1","Atp5pb"
"537","Prdm16","Atp5pb"
"538","Itgb1","Atp5me"
"539","Smn1","Atp5me"
"540","Prdm16","Atp5me"
"541","Kcnk1","Atp5me"
"542","Cep152","Atp5me"
"543","Lck","Atp5me"
"544","Mecom","Atp5me"
"545","Atp5f1a","Atp5pf"
"546","Cdc23","Atp5pf"
"547","Prdm16","Atp5pf"
"548","Cep131","Atp5pf"
"549","Mecom","Atp5pf"
"550","Atp7a","Atp5pf"
"551","Rab5c","Atp6v1a"
"552","Bmpr1a","Atp6v1a"
"553","Vps4b","Atp6v1a"
"554","Spast","Atp6v1a"
"555","Rmdn3","Atp6v1a"
"556","Ptpn23","Atp6v1a"
"557","Flot1","Atp6v1a"
"558","Vps28","Atp6v1a"
"559","Jup","Atp6v1a"
"560","Cd2ap","Atp6v1a"
"561","Tmed2","Atp6v1a"
"562","Coro1c","Atp6v1a"
"563","Tmed2","Atp6v1b2"
"564","Vps4b","Atp6v1b2"
"565","Rmdn3","Atp6v1b2"
"566","Ptpn23","Atp6v1b2"
"567","Wbp11","Atp6v1b2"
"568","Cd2ap","Atp6v1b2"
"569","Bmpr1a","Atp6v1b2"
"570","Rab5c","Atp6v1b2"
"571","Pip4p2","Atp6v1b2"
"572","Flot2","Atp6v1b2"
"573","Ccdc9","Atp6v1b2"
"574","Spast","Atp6v1b2"
"575","Vps28","Atp6v1b2"
"576","Cep55","Atp6v1b2"
"577","Chmp4b","Atp6v1b2"
"578","Arf6","Atp6v1c1"
"579","Chmp4b","Atp6v1e1"
"580","Rmdn3","Atp6v1e1"
"581","Rmdn3","Atp6v0a1"
"582","Rab5c","Atp6v0a1"
"583","Tmed2","Atp6v0a1"
"584","Ptpn23","Atp6v0a1"
"585","Vps28","Atp6v0a1"
"586","Cd2ap","Atp6v0a1"
"587","Vps4b","Atp6v0a1"
"588","Spast","Atp6v0a1"
"589","Bmpr1a","Atp6v0a1"
"590","Tmed2","Atp6ap1"
"591","Spast","Atp6ap1"
"592","Bmpr1a","Atp6ap1"
"593","Kcnk1","Atp6ap1"
"594","Chmp4b","Atp6ap1"
"595","Anapc13","Atp7a"
"596","Atp2a2","Atp5po"
"597","Prdm16","Atp5po"
"598","Atp5f1a","Atp5po"
"599","Papss1","Atp5po"
"600","Itgb1","Atp5po"
"601","Kcnk1","Atp5po"
"602","Ophn1","Atp5po"
"603","Mecom","Atp5po"
"604","Chaf1a","Atrx"
"605","Cbx1","Atrx"
"606","Cul4a","Atrx"
"607","Mad2l2","Atrx"
"608","Bmpr1a","Aup1"
"609","Nup107","Aup1"
"610","Kcnk1","Aup1"
"611","Mecom","Axl"
"612","Ikbip","Azgp1"
"613","H2-D1","B2m"
"614","Xpo1","Bach1"
"615","Bach1","Bach1"
"616","Brca1","Bad"
"617","Cep72","Bag1"
"618","Set","Bag1"
"619","Gnpnat1","Bag1"
"620","Hacd3","Bag1"
"621","Pmaip1","Bak1"
"622","Mcl1","Bak1"
"623","Bid","Bak1"
"624","Mfn2","Bak1"
"625","Hap1","Bard1"
"626","Brca1","Bard1"
"627","Mfn2","Bax"
"628","Gimap4","Bax"
"629","Pmaip1","Bax"
"630","Lepr","Bbs1"
"631","Sstr3","Bbs2"
"632","Sstr3","Bbs4"
"633","Mib1","Bbs4"
"634","Cep43","Bbs4"
"635","Cep72","Bbs4"
"636","Cep131","Bbs4"
"637","Pcm1","Bbs4"
"638","Lrrcc1","Bbs4"
"639","Sgo2a","Bche"
"640","Pdlim5","Bckdha"
"641","Hdac6","Bckdha"
"642","Hdac6","Bckdhb"
"643","Cdk4","Ccnd1"
"644","Bax","Bcl2"
"645","Bcl2l11","Bcl2"
"646","Itpr1","Bcl2"
"647","Bad","Bcl2"
"648","Bcl2l11","Bcl2a1a"
"649","Bid","Bcl2l1"
"650","Bad","Bcl2l1"
"651","Bmf","Bcl2l1"
"652","Hsph1","Bcl2l1"
"653","Mapk1","Bcl2l1"
"654","Bmf","Bcl2l2"
"655","Bid","Bcl2l2"
"656","Prmt6","Bcl2l2"
"657","Bcl2l11","Bcl2l2"
"658","Bad","Bcl2l2"
"659","Pcgf1","Bcl6"
"660","Tuba3b","Bcl7a"
"661","Tipin","Bcl7a"
"662","Tuba3a","Bcl7a"
"663","Bcl7b","Bcl7a"
"664","Tnfsf13","Tnfrsf17"
"665","Rab5c","Hcn2"
"666","Dok1","Bcr"
"667","Grb2","Bcr"
"668","Scai","Bcr"
"669","Dok2","Bcr"
"670","Numb","Bcr"
"671","Xpo1","Bcr"
"672","Crk","Bcr"
"673","Rbm8a","Bcs1l"
"674","Myh9","Bcs1l"
"675","Nedd1","Cfb"
"676","Tlr4","Bgn"
"677","Prdm16","Bgn"
"678","Bcl2a1a","Bik"
"679","Top3a","Blm"
"680","Ercc6l","Blm"
"681","Eif3e","Blm"
"682","Rpl35","Blm"
"683","Paxip1","Blm"
"684","Rmi1","Blm"
"685","Ppp6r1","Blmh"
"686","Ckap5","Blmh"
"687","Tuba3a","Blmh"
"688","Tuba3b","Blmh"
"689","Retreg2","Blmh"
"690","Tor1aip1","Blmh"
"691","Naa10","Blmh"
"692","Spcs2","Blmh"
"693","Brca1","Blmh"
"694","Tgfbr1","Blmh"
"695","Dync1li1","Blmh"
"696","Cbx2","Bmi1"
"697","Ring1","Bmi1"
"698","Rpl35","Bmi1"
"699","Cbx7","Bmi1"
"700","Sfrp2","Bmp1"
"701","Uso1","Bmp1"
"702","Bgn","Bmp1"
"703","Acvr2a","Bmp2"
"704","Cfc1","Bmp2"
"705","Acvr2a","Bmp7"
"706","Bmpr1a","Bmpr1a"
"707","Acvr2a","Bmpr1a"
"708","Rhebl1","Bmpr1b"
"709","Ubxn1","Bmpr1b"
"710","Lztr1","Bmpr1b"
"711","Sash3","Bmpr1b"
"712","Xpo1","Polr3d"
"713","Ruvbl1","Polr3d"
"714","Zw10","Bnip1"
"715","Flot1","Dst"
"716","Ppp6c","Dst"
"717","Coro1c","Dst"
"718","Prkcz","Dst"
"719","Tpm1","Dst"
"720","Myh9","Dst"
"721","Cyfip2","Dst"
"722","Actb","Dst"
"723","Myo1c","Dst"
"724","Calml3","Dst"
"725","Cep152","Dst"
"726","Ube2i","Foxl2"
"727","Sp100","Foxl2"
"728","Ddx20","Foxl2"
"729","Pias2","Foxl2"
"730","Ifi204","Brca1"
"731","Bard1","Brca1"
"732","Bap1","Brca1"
"733","Vps4b","Braf"
"734","Ksr1","Braf"
"735","Rgs12","Braf"
"736","Palb2","Brca2"
"737","Prdm16","Brca2"
"738","Mecom","Brca2"
"739","Rad51","Brca2"
"740","Xpo1","Zfp36l1"
"741","Xpo1","Zfp36l2"
"742","Atp7a","Bsg"
"743","Rnf183","Bsg"
"744","Cdk1","Bsg"
"745","Cdc16","Bsg"
"746","Coro1c","Bsg"
"747","Haus7","Bsg"
"748","Tubb4b","Bsg"
"749","Ncstn","Bsg"
"750","Ndel1","Bsg"
"751","Mad2l1","Bsg"
"752","Cdc23","Bsg"
"753","Haus4","Bsg"
"754","Mecom","Bsg"
"755","Ptpn23","Bst2"
"756","Ap1m1","Bst2"
"757","Bmpr1a","Bst2"
"758","Chmp4b","Bst2"
"759","Naa10","Klf5"
"760","Xpo1","Klf5"
"761","Zbtb48","Btf3"
"762","Rnf183","Btf3"
"763","Mus81","Btf3"
"764","Rpl35","Btf3"
"765","Cnot7","Btg1"
"766","Mbp","Btk"
"767","Cdc20","Bub1"
"768","Mis12","Bub1"
"769","Bub1","Bub1"
"770","Bub1b","Bub1"
"771","Ndc80","Bub1"
"772","Mis12","Bub1b"
"773","Anapc5","Bub1b"
"774","Ndc80","Bub1b"
"775","Cdc16","Bub1b"
"776","Anapc2","Bub1b"
"777","Cdc20","Bub1b"
"778","Anapc16","Bub1b"
"779","Cdc26","Bub1b"
"780","Bub1","Bub1b"
"781","Xpo1","Bub1b"
"782","Prdm16","Bub1b"
"783","Anapc1","Bub1b"
"784","Bub1b","Bub1b"
"785","Mad2l1","Bub1b"
"786","Cdc23","Bub1b"
"787","Immt","Bub1b"
"788","Xpo1","Bysl"
"789","Smad6","Bysl"
"790","Ormdl1","Tspo"
"791","Tmed10","Tspo"
"792","Aire","C1qbp"
"793","Rnf183","C1qbp"
"794","Cdca8","C1qbp"
"795","Smad6","C1qbp"
"796","Tubg1","C1qbp"
"797","Lsm14a","C1qbp"
"798","Espl1","C1qbp"
"799","Mecom","C1qbp"
"800","Erh","C1qbp"
"801","Rrp1b","C1qbp"
"802","Trim28","C1qbp"
"803","Strn3","C1qbp"
"804","Dnajc11","C1qbp"
"805","Csnk1e","C1qbp"
"806","Ppp2r1a","C1qbp"
"807","Fbxl16","C1qbp"
"808","Ccdc15","C1qbp"
"809","Ppif","C1qbp"
"810","Prdm16","C1qbp"
"811","Snu13","C1qbp"
"812","Zbtb7a","C4b"
"813","Tor1aip1","C4b"
"814","Naa10","C4b"
"815","Uso1","C4b"
"820","Sod1","C4bp"
"821","Tmed2","C4bp"
"822","Cenpe","C4bp"
"823","Tubg1","C4bp"
"824","Rhoa","C4bp"
"825","Edc4","C4bp"
"826","Max","C4bp"
"827","Ccdc12","C4bp"
"828","Sidt2","C4bp"
"829","Ccdc9","C4bp"
"830","Lgals3bp","C4bp"
"831","Arrb2","Vps51"
"832","Fbxw11","Mrpl49"
"833","Spire2","Mrpl49"
"834","Brwd3","Mrpl49"
"835","Osgep","Mrpl49"
"836","Ecd","Mrpl49"
"837","Prpf8","Znhit2"
"838","Dnajc17","Znhit2"
"839","Ruvbl1","Znhit2"
"840","Ruvbl2","Znhit2"
"841","Xpo1","Znhit2"
"842","Tubg1","Fmnl1"
"843","Mcm3","Fmnl1"
"844","Tnks2","Fmnl1"
"845","Otud5","Fmnl1"
"846","Prkaa1","Fmnl1"
"847","Cdc20","Fmnl1"
"848","Snap29","Pttg1ip"
"849","Nek1","Cfap410"
"850","Xpo1","Cfap410"
"851","Vav2","Car2"
"852","Arhgap1","Car2"
"853","Cdk1","Car2"
"854","Calu","Cacna2d1"
"855","Ccdc77","Cacna2d1"
"856","Itgb1","Cacna2d1"
"857","Baz2b","Cacna2d1"
"858","Cep76","Cacna2d1"
"859","Plk2","Cacna2d1"
"860","Rims3","Cacnb4"
"861","Tbc1d7","Slc25a20"
"862","Washc1","Slc25a20"
"863","Ksr1","Cad"
"864","Mecom","Cad"
"865","Get4","Cad"
"866","Lgals3bp","Cad"
"867","Bag2","Cad"
"868","Prdm16","Cad"
"869","Rnf183","Calca"
"870","Hacd3","Calcr"
"871","Myh9","Cald1"
"872","Coro1c","Cald1"
"873","Cep76","Cald1"
"874","Tpm1","Cald1"
"875","Sass6","Cald1"
"876","Pafah1b1","Cald1"
"877","Poc1b","Cald1"
"878","Kif4","Cald1"
"879","Plk2","Cald1"
"880","Plec","Calm1"
"881","Flnb","Calm1"
"882","Calml3","Calm1"
"883","Myh9","Calm1"
"884","Myo1c","Calm1"
"885","Coro1c","Calm1"
"886","Tmod3","Calm1"
"887","Lima1","Calm1"
"888","Cobl","Calm1"
"889","Vps4b","Calm1"
"890","Myh10","Calm1"
"891","Calml3","Calm2"
"892","Vps4b","Calm2"
"893","Lima1","Calm2"
"894","Tmod3","Calm2"
"895","Myo1c","Calm2"
"896","Coro1c","Calm2"
"897","Cobl","Calm2"
"898","Myh9","Calm2"
"899","Flnb","Calm2"
"900","Plec","Calm2"
