"","GeneNameA","GeneNameB"
"26551","Zfyve27","Reep5"
"26557","Rab40b","Dpagt1"
"26558","Ywhae","Dpep1"
"26561","Cav3","Dpep1"
"26564","Ywhaz","Dpep1"
"26570","Hsd3b4","Dpep1"
"26573","Ywhae","Dpm1"
"26575","Ywhab","Dpm1"
"26579","Fancd2","Dpm1"
"26581","H2-Eb1","Dpm2"
"26582","Hsd3b7","Dpp4"
"26585","Ywhae","Dpp4"
"26591","Invs","Dpp4"
"26597","Hsd3b4","Dpp4"
"26600","Ywhaz","Dpp4"
"26603","Ywhae","Dpp6"
"26611","Dpp6","Dpp6"
"26615","Ywhab","Dpp6"
"26619","Prnp","Dpp6"
"26623","Wdr5","Dr1"
"26625","Kat14","Dr1"
"26627","Kat2a","Dr1"
"26629","Tada2a","Dr1"
"26631","Gnaq","Drd1"
"26632","Vps35","Drd1"
"26633","Dnm1","Drd2"
"26636","Dlg4","Drd2"
"26639","Sh3kbp1","Drd2"
"26642","Pawr","Drd2"
"26645","Slc6a3","Drd3"
"26646","Fancd2","Drg1"
"26651","Rwdd1","Drg1"
"26656","Ywhae","Drg1"
"26661","Atp1b1","Drg1"
"26671","Lmo2","Drg1"
"26676","Rwdd1","Drg2"
"26679","Ywhah","Drg2"
"26682","Shank3","Drg2"
"26685","Eed","Drg2"
"26688","Myod1","Arid3a"
"26692","Ywhae","Arid3a"
"26696","Spi1","Arid3a"
"26700","Btk","Arid3a"
"26704","Nacc1","Arid3a"
"26708","Arid3a","Arid3a"
"26712","Smad3","Arid3a"
"26720","Prx","Drp2"
"26722","Dag1","Drp2"
"26724","Rere","Atn1"
"26726","Nr2e1","Atn1"
"26728","Jup","Dsc1"
"26729","Fancd2","Dsc3"
"26730","Ntn1","Dscam"
"26733","Dcc","Dscam"
"26736","Hcn1","Dscam"
"26739","Ptprq","Dsg1a"
"26742","Rpgrip1l","Dsg1a"
"26745","Rnf123","Dsg1a"
"26748","Grin2b","Dsg1a"
"26751","Jup","Dsg1a"
"26754","Grin1","Dsg1a"
"26757","Nphp4","Dsg1a"
"26760","Ywhae","Dst"
"26767","Cask","Dst"
"26781","Tnik","Dst"
"26788","Unk","Dst"
"26795","Mycbp2","Dst"
"26802","Eef1a1","Dst"
"26809","Ubc","Dst"
"26816","Plec","Dst"
"26823","Rab6a","Dst"
"26830","Herc2","Dst"
"26837","Ppp1ca","Dtna"
"26843","Chrnb1","Dtna"
"26849","Dmd","Dtna"
"26855","Ywhab","Dtna"
"26861","Cav3","Dtna"
"26867","Dtnbp1","Dtna"
"26873","Lnx1","Dtna"
"26879","Snta1","Dtna"
"26885","Kif5a","Dtnb"
"26888","Kif5b","Dtnb"
"26891","Dtnbp1","Dtnb"
"26894","Snta1","Dtnb"
"26897","Traf1","Dtnb"
"26900","Ywhae","Prl8a2"
"26902","Tal1","Dusp2"
"26904","Mapk1","Dusp2"
"26908","Smad4","Dvl1"
"26912","Dact2","Dvl1"
"26916","Dact1","Dvl1"
"26920","Smad2","Dvl1"
"26924","Wnt7a","Dvl1"
"26928","Ryk","Dvl1"
"26932","Dvl1","Dvl1"
"26936","Axin1","Dvl1"
"26940","Nfatc1","Dvl1"
"26944","Smad7","Dvl1"
"26948","Smad1","Dvl1"
"26952","Vangl2","Dvl1"
"26956","Lrrk2","Dvl1"
"26960","Vangl1","Dvl2"
"26965","Axin1","Dvl2"
"26970","Dvl3","Dvl2"
"26975","Src","Dvl2"
"26980","Rac1","Dvl2"
"26985","Dvl1","Dvl2"
"26990","Smurf1","Dvl2"
"26995","Dab2","Dvl2"
"27000","Dact2","Dvl2"
"27005","Grb2","Dvl2"
"27010","Fmr1","Dvl2"
"27015","Plcg2","Dvl2"
"27020","Dact1","Dvl2"
"27025","Dact3","Dvl2"
"27030","Dvl2","Dvl2"
"27040","Apc","Dvl2"
"27045","Vangl2","Dvl2"
"27050","Dact1","Dvl3"
"27053","Axin1","Dvl3"
"27056","Ubc","Dvl3"
"27059","Dvl1","Dvl3"
"27062","Dab2","Dvl3"
"27065","Pdzrn3","Dvl3"
"27068","Dact2","Dvl3"
"27071","Vangl2","Dvl3"
"27074","Lrrk2","Dvl3"
"27077","Dact3","Dvl3"
"27080","Dyrk1a","Dyrk1a"
"27082","Mapt","Dyrk1a"
"27084","Tsc1","Dyrk1a"
"27086","Cry2","Dyrk1a"
"27088","Ywhae","Dyrk1a"
"27092","Sirt1","Dyrk1a"
"27094","Parp1","E2f1"
"27098","Myc","E2f1"
"27102","Ndn","E2f1"
"27106","Tfdp2","E2f1"
"27110","Rb1","E2f1"
"27114","Skp2","E2f1"
"27118","Pura","E2f1"
"27122","Arid1b","E2f1"
"27126","Rela","E2f1"
"27130","Hdac1","E2f1"
"27134","Gsk3b","E2f1"
"27138","Crebbp","E2f1"
"27142","Kat2a","E2f1"
"27146","Rb1","E2f3"
"27149","Tfdp1","E2f3"
"27152","Ccnd1","E2f3"
"27155","Ccna2","E2f3"
"27158","Arid1b","E2f5"
"27160","Tfdp2","E2f5"
"27162","Anp32a","E4f1"
"27165","Nfe2","E4f1"
"27168","Foxl2","E4f1"
"27171","Gmeb2","E4f1"
"27174","Ywhae","Mapre1"
"27180","Macf1","Mapre1"
"27192","Pgls","Mapre1"
"27198","Xpo7","Mapre1"
"27204","Rabl2","Mapre1"
"27210","Mlph","Mapre1"
"27216","Srcin1","Mapre1"
"27222","Clip1","Mapre1"
"27228","Unk","Mapre1"
"27234","Map1b","Mapre1"
"27240","Sox2","Lefty1"
"27243","Nanog","Lefty1"
"27246","Ep300","Lefty1"
"27249","Smad3","Lefty1"
"27252","Tbp","Lefty1"
"27255","Pou5f1","Lefty1"
"27258","Cebpa","Ebf1"
"27261","Irf8","Ebf1"
"27264","Ceacam1","Ebf1"
"27267","Cebpb","Ebf1"
"27270","Pax5","Ebf1"
"27273","Ebf4","Ebf2"
"27274","Fxr1","Ebf3"
"27275","Ubc","Ebp"
"27276","Rab39b","Ecel1"
"27277","Il2ra","Ecm1"
"27279","Gata3","Ecm1"
"27281","Ywhae","Sparcl1"
"27284","App","Sparcl1"
"27290","Prnp","Sparcl1"
"27293","Rac1","Ect2"
"27296","Nr1i3","Ect2"
"27299","Stat3","Ect2"
"27302","Rhoc","Ect2"
"27305","Ywhab","S1pr1"
"27307","Jak2","S1pr1"
"27309","Ednra","Edn1"
"27310","Ednrb","Edn1"
"27311","Arrb1","Ednra"
"27313","Yes1","Ednra"
"27315","Phc1","Phc1"
"27320","Pou5f1","Phc1"
"27325","Phc2","Phc1"
"27330","Eed","Phc1"
"27335","Rnf2","Phc1"
"27340","Runx1","Phc1"
"27345","Gmnn","Phc1"
"27350","Tfcp2l1","Phc1"
"27355","Cbx2","Phc1"
"27360","Sf3b1","Phc1"
"27365","Pcgf2","Phc1"
"27370","Bmi1","Phc1"
"27375","Nanog","Phc1"
"27380","Cbx7","Phc1"
"27385","Lipc","Eef1a1"
"27392","Ywhae","Eef1a1"
"27399","Trpm7","Eef1a1"
"27406","Xirp2","Eef1a1"
"27413","Mks1","Eef1a1"
"27420","Pgls","Eef1a1"
"27427","Isg15","Eef1a1"
"27434","Traf6","Eef1a1"
"27441","Iqcb1","Eef1a1"
"27448","Rpgrip1l","Eef1a1"
"27455","Ilk","Eef1a1"
"27462","Unk","Eef1a1"
"27469","Eif4g2","Eef1a1"
"27476","Hsd3b7","Eef1a1"
"27490","Csf1","Eef1a1"
"27497","Hsd3b4","Eef1a1"
"27504","Grid2","Eef1a1"
"27511","Atp6v1a","Eef1a1"
"27518","Heatr5b","Eef1a1"
"27525","Fancd2","Eef1a1"
"27539","Otx2","Eef1a1"
"27546","Apc","Eef1a1"
"27553","Uvrag","Eef1a1"
"27560","Mdm2","Eef1a1"
"27567","Herc2","Eef1a1"
"27574","Cacna1c","Eef1a1"
"27581","Kcnma1","Eef1a1"
"27588","Ywhab","Eef1a1"
"27602","Eed","Eef1a1"
"27609","Fbxo32","Eef1a1"
"27616","Ywhaz","Eef1a1"
"27623","Dlg4","Eef1a1"
"27630","Ezh2","Eef1a1"
"27637","Ywhae","Eef1a2"
"27646","Btk","Eef1a2"
"27655","Ywhaz","Eef1a2"
"27664","Ywhab","Eef1a2"
"27673","Phb2","Eef1a2"
"27682","Uvrag","Eef1a2"
"27691","Hsd3b7","Eef1a2"
"27700","Pgls","Eef1a2"
"27709","Ift22","Eef1a2"
"27718","Ubc","Eef1a2"
"27745","Rab39b","Eef1a2"
"27754","Hsd3b4","Eef1a2"
"27763","Cyfip1","Eef1a2"
"27772","Rab17","Eef1a2"
"27790","Lipc","Eef1a2"
"27799","Srsf3","Eef1a2"
"27808","Iqcb1","Eef2"
"27815","Isg15","Eef2"
"27822","Tal1","Eef2"
"27829","Ywhae","Eef2"
"27836","Rab21","Eef2"
"27843","Traf6","Eef2"
"27850","Pou5f1","Eef2"
"27857","Hsd17b10","Eef2"
"27864","Fbxo32","Eef2"
"27878","Hsd3b7","Eef2"
"27885","Park7","Eef2"
"27892","Mycbp2","Eef2"
"27899","Hsd3b4","Eef2"
"27906","Ywhab","Eef2"
"27913","Unk","Eef2"
"27920","Uvrag","Eef2"
"27934","Pgls","Eef2"
"27948","Dlst","Eef2"
"27955","Ezh2","Eef2"
"27962","Ywhaz","Eef2"
"27969","Huwe1","Eef2"
"27976","Rpgrip1l","Eef2"
"27983","Tsc1","Eef2"
"27990","Cpeb3","Eef2"
"27997","Fancd2","Eef2"
"28004","Rab33b","Eef2"
"28011","Atp6v1a","Eef2"
"28018","Eed","Eef2"
"28025","Xpo7","Eef2k"
"28026","Sbds","Efna1"
"28028","Rpl28","Efna1"
"28030","Epha5","Efna2"
"28032","Tiam1","Efna2"
"28034","Epha8","Efna2"
"28036","Efnb1","Efna2"
"28038","Epha8","Efna3"
"28039","Chn2","Efna4"
"28040","Ephb2","Efna5"
"28043","Epha5","Efna5"
"28046","Stat4","Efna5"
"28049","Epha7","Efna5"
"28052","Epha8","Efna5"
"28055","Ntrk2","Efna5"
"28058","Ywhae","Efnb1"
"28062","Tiam1","Efnb1"
"28070","Ephb1","Efnb1"
"28074","Fancd2","Efnb1"
"28078","Stat3","Efnb1"
"28082","Dab1","Efnb2"
"28085","Gja1","Efnb2"
"28088","Efnb1","Efnb2"
"28091","Ephb2","Efnb2"
"28094","Epha4","Efnb2"
"28097","Nck2","Efnb2"
"28100","Pard3","Efnb2"
"28103","Mapk1","Efnb3"
"28105","Fancd2","Efnb3"
"28107","Ptk2","Efs"
"28108","Src","Efs"
"28109","Lyn","Efs"
"28110","Egfr","Egf"
"28112","Sgip1","Egf"
"28114","Ptpn12","Egfr"
"28118","Erbb2","Egfr"
"28122","Hsd3b7","Egfr"
"28130","Ubc","Egfr"
"28134","Sos1","Egfr"
"28138","Grb2","Egfr"
"28142","Egfr","Egfr"
"28146","Ywhae","Egfr"
"28150","Fancd2","Egfr"
"28154","Jak2","Egfr"
"28158","Ptpn11","Egfr"
"28162","Cbl","Egfr"
"28170","Egr1","Egr1"
"28174","Atf2","Egr1"
"28178","Cdk9","Egr1"
"28182","Tbp","Egr1"
"28186","Ezh2","Egr1"
"28190","Foxp3","Egr1"
"28194","Ephb1","Egr1"
"28198","Srf","Egr1"
"28202","Smad3","Egr1"
"28206","Hdac1","Egr1"
"28210","Myc","Egr1"
"28214","Gtf2b","Egr1"
"28218","Stat1","Egr1"
"28222","Tle1","Egr1"
"28226","Egr2","Egr2"
"28227","Trp53","Egr2"
"28228","Ubc","Egr2"
"28229","Cav3","Ehd1"
"28235","Ywhae","Ehd1"
"28241","Pgls","Ehd1"
"28253","Hmga2","Ehd1"
"28259","Ywhaz","Ehd1"
"28265","Eed","Ehd1"
"28271","Irf8","Ehd1"
"28277","Fancd2","Ehd1"
"28283","Epn1","Ehd1"
"28289","Tlr11","Ehf"
"28291","Nfkbiz","Ehf"
"28293","Rab3c","Eif2s1"
"28298","Irf8","Eif2s1"
"28303","Fancd2","Eif2s1"
"28308","Ubc","Eif2s1"
"28313","Eed","Eif2s1"
"28318","Ppp1ca","Eif2s1"
"28323","Atp1b1","Eif2s1"
"28328","Hmga2","Eif2s1"
"28333","Cebpa","Eif2s1"
"28338","Xpo7","Eif2s1"
"28343","Mfn2","Eif2ak3"
"28346","Eif2ak3","Eif2ak3"
"28349","Nfe2l2","Eif2ak3"
"28352","Fancd2","Eif2ak3"
"28355","Pag1","Eif3a"
"28362","Pgls","Eif3a"
"28369","Hsd3b7","Eif3a"
"28376","Ywhaz","Eif3a"
"28383","Xpo7","Eif3a"
"28397","Dmd","Eif3a"
"28404","Ywhae","Eif3a"
"28411","Kcnq1","Eif3a"
"28418","Unk","Eif3a"
"28432","Atp1b1","Eif3a"
"28439","Paip1","Eif3a"
"28446","Chaf1a","Eif3a"
"28453","Cdkn2a","Eif3a"
"28460","Eif3d","Eif3a"
"28467","Foxl2","Eif3a"
"28474","Rara","Eif3a"
"28481","Eed","Eif3a"
"28488","Pdcd4","Ddx19a"
"28491","Eed","Ddx19a"
"28494","Foxp3","Ddx19a"
"28497","Fancd2","Ddx19a"
"28500","Ubc","Eif4a1"
"28507","Trpm7","Eif4a1"
"28514","Pgls","Eif4a1"
"28521","Ywhae","Eif4a1"
"28528","Pdcd4","Eif4a1"
"28535","Hsd3b4","Eif4a1"
"28542","Xpo7","Eif4a1"
"28549","Mycbp2","Eif4a1"
"28556","Hmga2","Eif4a1"
"28563","Fancd2","Eif4a1"
"28570","Eed","Eif4a1"
"28577","Fbxo32","Eif4a1"
"28584","Unk","Eif4a1"
"28591","Tcf3","Eif4a1"
"28605","Dlg4","Eif4a2"
"28612","Tsc1","Eif4a2"
"28619","Ywhae","Eif4a2"
"28626","Invs","Eif4a2"
"28633","Trim32","Eif4a2"
"28640","Tcf3","Eif4a2"
"28647","Kcnma1","Eif4a2"
"28668","Unk","Eif4a2"
"28675","Xpo7","Eif4a2"
"28682","Cyfip1","Eif4e"
"28688","Eif3b","Eif4e"
"28694","Mknk1","Eif4e"
"28700","Clock","Eif4e"
"28706","Eif4enif1","Eif4e"
"28712","Dcc","Eif4e"
"28718","Fmr1","Eif4e"
"28724","Rps6","Eif4e"
"28730","Eif4g1","Eif4e"
"28736","Eif4ebp1","Eif4e"
"28742","Eif4e","Eif4e"
"28748","Myc","Eif4e"
"28754","Mapk1","Eif4ebp1"
"28756","Ubc","Eif4ebp1"
"28758","Prkaca","Eif4ebp2"
"28761","Eif4e","Eif4ebp2"
"28764","Mapk1","Eif4ebp2"
"28767","Unk","Eif4g2"
"28771","Pik3r1","Eif4g2"
"28775","Pdcd4","Eif4g2"
"28779","Ywhae","Eif4g2"
"28787","Ywhae","Elf1"
"28795","Foxp3","Elf1"
"28799","Srf","Elf1"
"28803","Dmd","Elf1"
"28807","Tgfbr2","Elf3"
"28809","Tlr11","Elf3"
"28811","Ddb1","Elf5"
"28812","Elf5","Elf5"
"28813","Mapk1","Elk1"
"28816","Mapk3","Elk1"
"28819","Ckmt1","Elk1"
"28822","Egr1","Elk1"
"28825","Egr1","Elk3"
"28826","Egr1","Elk4"
"28827","Grid2","Eln"
"28828","Fancd2","Aimp1"
"28833","Ywhae","Aimp1"
"28838","Ubc","Aimp1"
"28848","Hmga2","Aimp1"
"28853","Rpgrip1l","Aimp1"
"28858","Pou5f1","Emd"
"28865","Hdac3","Emd"
"28872","Fancd2","Emd"
"28879","Hmga2","Emd"
"28886","Ywhae","Emd"
"28893","Lmna","Emd"
"28900","Sun1","Emd"
"28914","Trpm7","Mark2"
"28920","Csf1","Mark2"
"28926","Eed","Mark2"
"28932","Foxp3","Mark2"
"28938","Ywhah","Mark2"
"28944","Ywhae","Mark2"
"28950","Ywhag","Mark2"
"28956","Ywhab","Mark2"
"28968","Hmga2","Emp1"
"28969","Itgb1","Emp2"
"28970","Fancd2","Adgre1"
"28971","Otx2","Emx1"
"28974","Meis2","Emx1"
"28977","Gata6","Emx1"
"28980","Id3","Emx1"
"28983","Nkx2-1","Emx2"
"28984","Dkk1","En1"
"28987","Jun","En1"
"28990","Sfpq","En1"
"28993","Irf8","En2"
"28994","Pfn1","Enah"
"29001","Ywhaz","Enah"
"29008","Vcl","Enah"
"29015","Ywhae","Enah"
"29022","Src","Enah"
"29029","Ppp1ca","Enah"
"29036","Pde4dip","Enah"
"29043","Pfn2","Enah"
"29050","Abl1","Enah"
"29057","Ccnb1ip1","Enah"
"29064","Apbb1ip","Enah"
"29078","Agap2","Enah"
"29085","Fyn","Enah"
"29092","Anxa2","Enam"
"29094","Ahsg","Enam"
"29096","Ywhae","Endog"
"29098","Ywhab","Endog"
"29102","Ywhae","Eng"
"29108","Eng","Eng"
"29111","Tgfbr1","Eng"
"29114","Acvrl1","Eng"
"29117","Lrg1","Eng"
"29120","Rpgrip1l","Eno1"
"29127","Hsd3b7","Eno1"
"29134","Ywhab","Eno1"
"29141","Pgls","Eno1"
"29148","Casp1","Eno1"
"29155","Ubc","Eno1"
"29162","Kcnma1","Eno1"
"29169","Src","Eno1"
"29183","Isg15","Eno1"
"29197","Hsd3b4","Eno1"
"29204","Traf6","Eno1"
"29211","Uvrag","Eno1"
"29218","Ywhae","Eno1"
"29225","Fancd2","Eno1"
"29232","Ywhaz","Eno1"
"29239","Ezh2","Eno1"
"29253","Fbxo32","Eno1"
"29260","Fyn","Eno1"
"29267","Dlg4","Eno1"
"29274","Eed","Eno1"
"29281","Invs","Eno1"
"29288","Ywhaz","Eno2"
"29291","Ywhae","Eno2"
"29297","Kcnma1","Eno2"
"29303","Dld","Eno3"
"29312","Mef2a","Eno3"
"29321","Htt","Eno3"
"29330","Snta1","Eno3"
"29339","Dlst","Eno3"
"29348","Ywhae","Eno3"
"29366","Cav3","Eno3"
"29375","Kcnma1","Eno3"
"29384","Sod1","Eno3"
"29393","Kcnh2","Eno3"
"29411","Hsd17b10","Eno3"
"29420","Fbxo32","Eno3"
"29429","Ywhae","Enpep"
"29431","Hsd3b4","Enpep"
"29435","Anpep","Enpep"
"29437","Mixl1","Eomes"
"29439","Notch1","Eomes"
"29441","Rbpj","Eomes"
"29443","Nfkb1","Eomes"
"29445","Elf5","Eomes"
"29447","Esrrb","Epas1"
"29451","Arnt","Epas1"
"29455","Ndn","Epas1"
"29463","Bmal1","Epas1"
"29467","Vhl","Epas1"
"29471","Cyfip1","Epb41l1"
"29478","Itpr1","Epb41l1"
"29485","Ywhaz","Epb41l1"
"29492","Ywhae","Epb41l1"
"29499","Ywhab","Epb41l1"
"29506","Shank3","Epb41l1"
"29513","Nckap1","Epb41l1"
"29520","Agap2","Epb41l1"
"29527","Hsd3b4","Epb41l1"
"29541","Dlgap1","Epb41l1"
"29548","Fancd2","Epb41l1"
"29555","Rac1","Epb41l2"
"29559","Ywhae","Epb41l2"
"29563","Plcg2","Epb41l2"
"29567","Agap2","Epb41l2"
"29575","Syngap1","Epb41l2"
"29579","Dlg4","Epb41l3"
"29586","Ywhab","Epb41l3"
"29593","Shank3","Epb41l3"
"29600","Fxr1","Epb41l3"
"29607","App","Epb41l3"
"29614","Ywhae","Epb41l3"
"29621","Agap2","Epb41l3"
"29628","Kalrn","Epb41l3"
"29635","Cyfip1","Epb41l3"
"29649","Huwe1","Epb41l3"
"29656","Dlgap1","Epb41l3"
"29663","Rpgrip1l","Epb41l3"
"29670","Nckap1","Epb41l3"
"29677","Kcnma1","Epb41l3"
"29691","Ywhae","Epb42"
"29694","Fancd2","Epb42"
"29700","Hsd3b4","Epb42"
"29703","Cbfa2t3","Epb42"
"29706","Ywhaz","Dmtn"
"29708","Ywhae","Dmtn"
"29712","Stom","Stom"
"29714","Cav3","Stom"
"29716","Fancd2","Stom"
"29718","Eed","Stom"
"29720","Rnf2","Epc1"
"29723","Kat5","Epc1"
"29726","Trim27","Epc1"
"29729","Dmap1","Epc1"
"29732","Chn2","Epha1"
"29734","Efna4","Epha1"
"29736","Stat4","Epha1"
"29738","Nphp4","Epha2"
"29743","Ret","Epha2"
"29748","Efnb1","Epha2"
"29753","Nphs2","Epha2"
"29758","Tiam1","Epha2"
"29763","Irs1","Epha2"
"29768","Sla","Epha2"
"29773","Epha4","Epha2"
"29778","Vav3","Epha2"
"29783","Nck1","Epha3"
"29785","Fancd2","Epha3"
"29787","Chn1","Epha4"
"29793","Tsc1","Epha4"
"29799","Ephb2","Epha4"
"29805","Fyn","Epha4"
"29811","Fancd2","Epha4"
"29817","Abl1","Epha4"
"29823","Etv6","Epha4"
"29829","Epha4","Epha4"
"29835","Ret","Epha5"
"29837","Ppp2ca","Epha5"
"29839","Ryk","Epha7"
"29840","Src","Ephb2"
"29846","Pxn","Ephb2"
"29852","Grip1","Ephb2"
"29858","Ryk","Ephb2"
"29864","Abl2","Ephb2"
"29870","Ephb2","Ephb2"
"29876","Elf2","Ephb2"
"29882","Efnb1","Ephb2"
"29888","Grin1","Ephb2"
"29894","Ptk2","Ephb2"
"29900","Grb2","Ephb2"
"29906","Huwe1","Ephb3"
"29909","Ryk","Ephb3"
"29912","Efnb1","Ephb3"
"29915","Elf2","Ephb3"
"29918","Elf1","Ephb4"
"29920","Elf2","Ephb4"
"29922","Ywhae","Ephx1"
"29926","Cyp2d10","Ephx1"
"29928","Hsd3b7","Ephx2"
"29933","Ywhaz","Ephx2"
"29938","Pgls","Ephx2"
"29948","Cav3","Ephx2"
"29953","Hsd3b4","Ephx2"
"29958","Ywhae","Ephx2"
"29968","Snta1","Ephx2"
"29973","Stxbp2","Stx2"
"29974","Gsk3b","Epm2a"
"29975","Hspa1b","Epm2a"
"29976","Ywhae","Epn1"
"29980","Eed","Epn1"
"29984","Ubc","Epn1"
"29992","Itsn1","Epn1"
"29996","Ywhae","Epn2"
"30000","Ywhab","Epn2"
"30008","Neurl1a","Epn2"
"30012","Eed","Epn2"
"30016","Ubc","Epn2"
"30020","Jak2","Epor"
"30024","Socs3","Epor"
"30028","Plcg2","Epor"
"30032","Sos1","Epor"
"30036","Lyn","Epor"
"30040","Rnf41","Epor"
"30044","Pik3r1","Epor"
"30048","Grb2","Epor"
"30052","Ywhae","Eps15"
"30058","Numb","Eps15"
"30070","Prkn","Eps15"
"30076","Fxr1","Eps15"
"30082","Itsn1","Eps15"
"30088","Egfr","Eps15"
"30094","Dab2","Eps15"
"30100","Eps15","Eps15"
"30106","Gja1","Eps15"
"30112","Ap2a2","Eps15"
"30118","Ubc","Eps15"
"30124","Eed","Eps15l1"
"30130","Ywhae","Eps15l1"
"30136","Fxr1","Eps15l1"
"30142","Cbl","Eps15l1"
"30148","Ubc","Eps15l1"
"30154","Hsd3b4","Eps15l1"
"30160","Itsn1","Eps15l1"
"30166","Cblb","Eps15l1"
"30172","Dab2","Eps15l1"
"30178","Eps15","Eps15l1"
"30190","Ywhab","Eps15l1"
"30196","Grin2a","Eps8"
"30201","Cbl","Eps8"
"30206","Ywhae","Eps8"
"30211","Pik3r1","Eps8"
"30216","Gria1","Eps8"
"30221","Ptk2","Eps8"
"30226","Sos1","Eps8"
"30231","Grin1","Eps8"
"30236","Ywhaz","Eps8"
"30246","Fancd2","Epx"
"30247","Nkx2-1","Nr2f6"
"30249","Sp7","Nr2f6"
"30251","Cdk5","Erbb2"
"30254","Adrb2","Erbb2"
"30257","Pik3r1","Erbb2"
"30260","Stat3","Erbb2"
"30263","Cbl","Erbb2"
"30266","Nphs2","Erbb2"
"30269","Cdk5r1","Erbb3"
"30272","L1cam","Erbb3"
"30275","Myoc","Erbb3"
"30278","Erbb2","Erbb3"
"30281","Cdk5","Erbb3"
"30284","Dlg4","Erbb4"
"30285","Slx4","Ercc1"
"30288","Ubc","Ercc1"
"30291","Stat4","Ercc1"
"30294","Ywhae","Ercc2"
"30296","Ubc","Ercc2"
"30300","Ywhae","Ercc3"
"30305","Foxp3","Ercc3"
"30310","Atf7ip","Ercc3"
"30315","Smad5","Ercc3"
"30320","Eed","Ercc3"
"30325","Smad1","Ercc3"
"30335","Smad9","Ercc3"
"30340","Fancd2","Erf"
"30341","Ywhae","Erg"
"30346","Gata2","Erg"
"30356","Tal1","Erg"
"30361","Hspa1b","Erg"
"30366","Hspa8","Erg"
"30371","Sox2","Erg"
"30376","Lmo2","Erg"
"30386","Setdb1","Erg"
"30391","Atp1b1","Erh"
"30396","Pde4dip","Erh"
"30401","Eed","Erh"
"30406","Hsd3b7","Erh"
"30411","Ywhae","Erh"
"30416","Fmr1","Erh"
"30421","Xpo7","Erh"
"30426","Cdk9","Erh"
"30441","Hsd3b7","Ces1c"
"30445","Ywhae","Ces1c"
"30449","Ywhae","Esd"
"30454","Lmna","Esd"
"30459","Ywhah","Esd"
"30464","Hsd3b7","Esd"
"30474","Pgls","Esd"
"30484","Abcg3","Ces1e"
"30488","Hsd3b7","Ces1e"
"30492","Ywhae","Ces1e"
"30496","Pgls","Ces1e"
"30508","Hsd3b7","Ces3b"
"30510","Ywhae","Ces3b"
"30516","Ppp1cc","Esr1"
"30521","Ctnnb1","Esr1"
"30526","Src","Esr1"
"30531","Smarce1","Esr1"
"30536","Scand1","Esr1"
"30541","Kdm4b","Esr1"
"30546","Foxl2","Esr1"
"30551","Kdm4c","Esr1"
"30556","Pgr","Esr1"
"30561","Brca1","Esr1"
"30566","Sox9","Esr1"
"30571","Jun","Esr1"
"30576","Fam120b","Esr1"
"30581","Trim24","Esr1"
"30586","Kdm4a","Esr1"
"30591","Stat5a","Esr1"
"30596","Lef1","Esr1"
"30601","Pak1","Esr1"
"30606","Grip1","Esr1"
"30611","Ncoa6","Esr2"
"30615","Fos","Esr2"
"30619","Foxl2","Esr2"
"30623","Rbm39","Esr2"
"30627","Apc","Esr2"
"30631","Eed","Smarcad1"
"30634","Chaf1a","Smarcad1"
"30637","Zfp42","Smarcad1"
"30640","Ywhae","Khdrbs3"
"30646","Khdrbs1","Khdrbs3"
"30649","Prmt1","Khdrbs3"
"30652","Ddx5","Drosha"
"30656","Eed","Drosha"
"30660","Ubc","Drosha"
"30664","Ddx17","Drosha"
"30668","Htt","Chchd2"
"30669","Ywhae","Celf2"
"30671","Stat4","Etv6"
"30675","Ldb1","Etv6"
"30679","Kat5","Etv6"
"30683","Sin3a","Etv6"
"30687","Irf8","Etv6"
"30691","Smad2","Mecom"
"30695","Mbd3","Mecom"
"30699","Smad1","Mecom"
"30703","Jun","Mecom"
"30707","Fos","Mecom"
"30711","Rac1","Evi5"
"30713","Tal1","Evi5"
"30717","Sirt1","Bcl11a"
"30719","Fmr1","Bcl11a"
"30721","Ywhaz","Evl"
"30724","Pfn2","Evl"
"30727","Was","Evl"
"30730","Rab8b","Evpl"
"30732","Ywhae","Evpl"
"30736","Ezh2","Evx2"
"30737","Ciita","Ewsr1"
"30743","Rorc","Ewsr1"
"30749","Fmr1","Ewsr1"
"30755","Otx2","Ewsr1"
"30761","Polr1a","Ewsr1"
"30767","Ankrd1","Ewsr1"
"30773","Cenpc1","Ewsr1"
"30779","Fancd2","Ewsr1"
"30785","Rpgrip1l","Ewsr1"
"30791","Brca1","Ewsr1"
"30797","Tnik","Ewsr1"
"30803","Mycbp2","Ewsr1"
"30809","Ywhae","Ewsr1"
"30815","Pou5f1","Ewsr1"
"30821","Pde4dip","Ewsr1"
"30833","Cebpa","Ewsr1"
"30839","Ndst1","Ext2"
"30840","Sharpin","Eya1"
"30843","Six3","Eya1"
"30849","Smarca4","Eya1"
"30852","Sox2","Eya1"
"30855","Rbck1","Eya1"
"30858","Sharpin","Eya2"
"30862","Rbck1","Eya2"
"30864","Polr2a","Eya3"
"30866","Dach1","Eya3"
"30868","Tlx3","Eya3"
"30870","Six5","Eya3"
"30872","Six1","Eya3"
"30874","Sting1","Eya4"
"30877","Six1","Eya4"
"30880","Nlrx1","Eya4"
"30883","Mavs","Eya4"
"30886","Stk38","Ezh1"
"30889","Suz12","Ezh1"
