InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
18073	110135	Biogrid	3	3	1	32325033
75547	224014	Biogrid	3	3	1	32325033
76117	224014	Biogrid	3	3	1	32325033
71435	224014	Biogrid	3	3	1	32325033
71302	224014	Biogrid	3	3	1	32325033
232906	224014	Biogrid	3	3	1	32325033
545481	224014	Biogrid	3	3	1	32325033
213649	224014	Biogrid	3	3	1	32325033
16800	224014	Biogrid	3	3	1	32325033
69993	224014	Biogrid	3	3	1	32325033
13009	224014	Biogrid	3	3	1	32325033
208846	224014	Biogrid	3	3	1	32325033
69601	224014	Biogrid	3	3	1	32325033
71972	224014	Biogrid	3	3	1	32325033
330662	224014	Biogrid	3	3	1	32325033
20336	224014	Biogrid	3	3	1	32325033
13998	224014	Biogrid	3	3	1	32325033
229474	224014	Biogrid	3	3	1	32325033
268783	224014	Biogrid	3	3	1	32325033
53972	224014	Biogrid	3	3	1	32325033
56376	224014	Biogrid	3	3	1	32325033
277360	224014	Biogrid	3	3	1	32325033
109294	224014	Biogrid	3	3	1	32325033
106042	224014	Biogrid	3	3	1	32325033
243548	224014	Biogrid	3	3	1	32325033
19765	224014	Biogrid	3	3	1	32325033
320292	224014	Biogrid	3	3	1	32325033
208890	224014	Biogrid	3	3	1	32325033
83997	224014	Biogrid	3	3	1	32325033
20411	224014	Biogrid	3	3	1	32325033
117600	224014	Biogrid	3	3	1	32325033
14270	224014	Biogrid	3	3	1	32325033
320609	224014	Biogrid	3	3	1	32325033
319565	224014	Biogrid	3	3	1	32325033
240057	224014	Biogrid	3	3	1	32325033
21856	224014	Biogrid	3	3	1	32325033
22324	224014	Biogrid	3	3	1	32325033
16591	64654	Biogrid	3	3	1	32325033
18675	64654	Biogrid	3	3	1	32325033
12175	14182	Biogrid	3	3	1	32325033
14175	14182	Biogrid	3	3	1	32325033
16590	14182	Biogrid	3	3	1	32325033
219103	67529	Biogrid	3	3	1	32325033
320609	67529	Biogrid	3	3	1	32325033
215243	67529	Biogrid	3	3	1	32325033
13842	14183	Biogrid	3	3	1	32325033
14159	14183	Biogrid	3	3	1	32325033
14175	14183	Biogrid	3	3	1	32325033
14182	14183	Biogrid	3	3	1	32325033
16590	14183	Biogrid	3	3	1	32325033
74145	99571	Biogrid	3	3	1	32325033
57423	14194	Biogrid	3	3	1	32325033
15212	14194	Biogrid	3	3	1	32325033
13367	229474	Biogrid	3	3	1	32325033
54004	229474	Biogrid	3	3	1	32325033
14260	229474	Biogrid	3	3	1	32325033
170935	229474	Biogrid	3	3	1	32325033
208618	14200	Biogrid	3	3	1	32325033
71801	14201	Biogrid	3	3	1	32325033
69232	14201	Biogrid	3	3	1	32325033
17973	57756	Biogrid	3	3	1	32325033
14462	225288	Biogrid	3	3	1	32325033
12345	338355	Biogrid	3	3	1	32325033
54367	338355	Biogrid	3	3	1	32325033
16668	30795	Biogrid	3	3	1	32325033
15516	14229	Biogrid	3	3	1	32325033
19777	94244	Biogrid	3	3	1	32325033
71472	94244	Biogrid	3	3	1	32325033
224836	94244	Biogrid	3	3	1	32325033
103784	94244	Biogrid	3	3	1	32325033
26363	27055	Biogrid	3	3	1	32325033
83768	27055	Biogrid	3	3	1	32325033
14230	27055	Biogrid	3	3	1	32325033
73068	27055	Biogrid	3	3	1	32325033
14387	27055	Biogrid	3	3	1	32325033
110006	27055	Biogrid	3	3	1	32325033
15211	27055	Biogrid	3	3	1	32325033
16784	27055	Biogrid	3	3	1	32325033
74443	27055	Biogrid	3	3	1	32325033
192654	27055	Biogrid	3	3	1	32325033
22619	27055	Biogrid	3	3	1	32325033
58911	27055	Biogrid	3	3	1	32325033
55944	319945	Biogrid	3	3	1	32325033
16978	14248	Biogrid	3	3	1	32325033
208177	68794	Biogrid	3	3	1	32325033
24052	68794	Biogrid	3	3	1	32325033
14182	14254	Biogrid	3	3	1	32325033
14257	14254	Biogrid	3	3	1	32325033
16590	14254	Biogrid	3	3	1	32325033
105450	14254	Biogrid	3	3	1	32325033
21682	14254	Biogrid	3	3	1	32325033
14182	14257	Biogrid	3	3	1	32325033
16590	14257	Biogrid	3	3	1	32325033
105450	14257	Biogrid	3	3	1	32325033
19713	14257	Biogrid	3	3	1	32325033
21682	14257	Biogrid	3	3	1	32325033
67384	76917	Biogrid	3	3	1	32325033
214764	76917	Biogrid	3	3	1	32325033
15512	76917	Biogrid	3	3	1	32325033
14260	54418	Biogrid	3	3	1	32325033
56036	57778	Biogrid	3	3	1	32325033
13009	57778	Biogrid	3	3	1	32325033
208846	57778	Biogrid	3	3	1	32325033
76441	57778	Biogrid	3	3	1	32325033
13367	57778	Biogrid	3	3	1	32325033
54004	57778	Biogrid	3	3	1	32325033
224014	57778	Biogrid	3	3	1	32325033
14260	57778	Biogrid	3	3	1	32325033
71409	57778	Biogrid	3	3	1	32325033
170935	57778	Biogrid	3	3	1	32325033
268783	57778	Biogrid	3	3	1	32325033
18587	57778	Biogrid	3	3	1	32325033
67229	57778	Biogrid	3	3	1	32325033
13009	22379	Biogrid	3	3	1	32325033
13367	22379	Biogrid	3	3	1	32325033
54004	22379	Biogrid	3	3	1	32325033
229474	22379	Biogrid	3	3	1	32325033
14260	22379	Biogrid	3	3	1	32325033
71409	22379	Biogrid	3	3	1	32325033
14262	55990	Biogrid	3	3	1	32325033
14263	55990	Biogrid	3	3	1	32325033
55990	226564	Biogrid	3	3	1	32325033
14263	226564	Biogrid	3	3	1	32325033
228787	226564	Biogrid	3	3	1	32325033
14262	14263	Biogrid	3	3	1	32325033
17999	14269	Biogrid	3	3	1	32325033
98386	55935	Biogrid	3	3	1	32325033
18845	55935	Biogrid	3	3	1	32325033
13448	216742	Biogrid	3	3	1	32325033
26408	216742	Biogrid	3	3	1	32325033
328572	14281	Biogrid	3	3	1	32325033
16826	14281	Biogrid	3	3	1	32325033
29808	14281	Biogrid	3	3	1	32325033
22283	239554	Biogrid	3	3	1	32325033
20624	14300	Biogrid	3	3	1	32325033
53379	14300	Biogrid	3	3	1	32325033
20643	14300	Biogrid	3	3	1	32325033
12387	228564	Biogrid	3	3	1	32325033
12388	228564	Biogrid	3	3	1	32325033
16480	228564	Biogrid	3	3	1	32325033
12834	14314	Biogrid	3	3	1	32325033
16669	14314	Biogrid	3	3	1	32325033
51797	56095	Biogrid	3	3	1	32325033
215193	56095	Biogrid	3	3	1	32325033
13667	56095	Biogrid	3	3	1	32325033
74195	56095	Biogrid	3	3	1	32325033
229504	56095	Biogrid	3	3	1	32325033
69902	56095	Biogrid	3	3	1	32325033
18432	56095	Biogrid	3	3	1	32325033
75416	56095	Biogrid	3	3	1	32325033
55989	56095	Biogrid	3	3	1	32325033
64424	56095	Biogrid	3	3	1	32325033
66420	56095	Biogrid	3	3	1	32325033
70428	56095	Biogrid	3	3	1	32325033
70408	56095	Biogrid	3	3	1	32325033
67005	56095	Biogrid	3	3	1	32325033
71340	56095	Biogrid	3	3	1	32325033
54364	56095	Biogrid	3	3	1	32325033
18114	56095	Biogrid	3	3	1	32325033
107094	56095	Biogrid	3	3	1	32325033
94282	56095	Biogrid	3	3	1	32325033
68556	56095	Biogrid	3	3	1	32325033
67205	56095	Biogrid	3	3	1	32325033
195434	56095	Biogrid	3	3	1	32325033
217109	56095	Biogrid	3	3	1	32325033
72515	56095	Biogrid	3	3	1	32325033
83669	56095	Biogrid	3	3	1	32325033
319885	56095	Biogrid	3	3	1	32325033
13512	18550	Biogrid	3	3	1	32325033
14230	73068	Biogrid	3	3	1	32325033
75612	73068	Biogrid	3	3	1	32325033
15211	73068	Biogrid	3	3	1	32325033
16784	73068	Biogrid	3	3	1	32325033
17159	73068	Biogrid	3	3	1	32325033
20104	14359	Biogrid	3	3	1	32325033
231874	17281	Biogrid	3	3	1	32325033
57436	17281	Biogrid	3	3	1	32325033
93739	17281	Biogrid	3	3	1	32325033
76482	17281	Biogrid	3	3	1	32325033
270096	17281	Biogrid	3	3	1	32325033
15126	14368	Biogrid	3	3	1	32325033
20877	56371	Biogrid	3	3	1	32325033
72119	56371	Biogrid	3	3	1	32325033
14026	23881	Biogrid	3	3	1	32325033
13430	14388	Biogrid	3	3	1	32325033
103967	14388	Biogrid	3	3	1	32325033
234779	14388	Biogrid	3	3	1	32325033
19253	14388	Biogrid	3	3	1	32325033
67526	56486	Biogrid	3	3	1	32325033
77040	56486	Biogrid	3	3	1	32325033
11793	56486	Biogrid	3	3	1	32325033
14269	56486	Biogrid	3	3	1	32325033
57436	56486	Biogrid	3	3	1	32325033
93739	56486	Biogrid	3	3	1	32325033
69080	56486	Biogrid	3	3	1	32325033
66734	56486	Biogrid	3	3	1	32325033
84585	56486	Biogrid	3	3	1	32325033
209815	56486	Biogrid	3	3	1	32325033
70381	56486	Biogrid	3	3	1	32325033
22042	56486	Biogrid	3	3	1	32325033
77040	57436	Biogrid	3	3	1	32325033
14269	57436	Biogrid	3	3	1	32325033
18082	57436	Biogrid	3	3	1	32325033
84585	57436	Biogrid	3	3	1	32325033
207425	57436	Biogrid	3	3	1	32325033
17999	93739	Biogrid	3	3	1	32325033
14406	54393	Biogrid	3	3	1	32325033
56486	14405	Biogrid	3	3	1	32325033
236266	231580	Biogrid	3	3	1	32325033
17222	231580	Biogrid	3	3	1	32325033
225898	231580	Biogrid	3	3	1	32325033
15204	231580	Biogrid	3	3	1	32325033
99031	231580	Biogrid	3	3	1	32325033
14043	241391	Biogrid	3	3	1	32325033
11837	14433	Biogrid	3	3	1	32325033
13627	14447	Biogrid	3	3	1	32325033
67427	14447	Biogrid	3	3	1	32325033
24015	68147	Biogrid	3	3	1	32325033
12607	68147	Biogrid	3	3	1	32325033
51797	68147	Biogrid	3	3	1	32325033
228889	68147	Biogrid	3	3	1	32325033
230737	68147	Biogrid	3	3	1	32325033
30877	68147	Biogrid	3	3	1	32325033
69237	68147	Biogrid	3	3	1	32325033
59053	68147	Biogrid	3	3	1	32325033
102462	68147	Biogrid	3	3	1	32325033
224092	68147	Biogrid	3	3	1	32325033
57753	68147	Biogrid	3	3	1	32325033
75416	68147	Biogrid	3	3	1	32325033
28114	68147	Biogrid	3	3	1	32325033
18572	68147	Biogrid	3	3	1	32325033
20019	68147	Biogrid	3	3	1	32325033
70428	68147	Biogrid	3	3	1	32325033
110816	68147	Biogrid	3	3	1	32325033
68272	68147	Biogrid	3	3	1	32325033
231452	68147	Biogrid	3	3	1	32325033
227695	68147	Biogrid	3	3	1	32325033
72354	68147	Biogrid	3	3	1	32325033
72515	68147	Biogrid	3	3	1	32325033
241694	99326	Biogrid	3	3	1	32325033
74206	99326	Biogrid	3	3	1	32325033
18415	353172	Biogrid	3	3	1	32325033
14208	353172	Biogrid	3	3	1	32325033
11899	14456	Biogrid	3	3	1	32325033
22061	104346	Biogrid	3	3	1	32325033
238330	229542	Biogrid	3	3	1	32325033
108937	229542	Biogrid	3	3	1	32325033
56030	229542	Biogrid	3	3	1	32325033
214812	229542	Biogrid	3	3	1	32325033
192156	14469	Biogrid	3	3	1	32325033
20111	14469	Biogrid	3	3	1	32325033
226594	55932	Biogrid	3	3	1	32325033
20195	55932	Biogrid	3	3	1	32325033
11480	12165	Biogrid	3	3	1	32325033
14678	14567	Biogrid	3	3	1	32325033
26408	216766	Biogrid	3	3	1	32325033
234915	67604	Biogrid	3	3	1	32325033
68137	67604	Biogrid	3	3	1	32325033
68889	67604	Biogrid	3	3	1	32325033
26383	320806	Biogrid	3	3	1	32325033
268566	320806	Biogrid	3	3	1	32325033
230598	320806	Biogrid	3	3	1	32325033
16691	14585	Biogrid	3	3	1	32325033
216549	106039	Biogrid	3	3	1	32325033
72039	110175	Biogrid	3	3	1	32325033
14058	56316	Biogrid	3	3	1	32325033
14068	56316	Biogrid	3	3	1	32325033
19123	56316	Biogrid	3	3	1	32325033
16328	57330	Biogrid	3	3	1	32325033
13209	227331	Biogrid	3	3	1	32325033
56422	227331	Biogrid	3	3	1	32325033
22608	227331	Biogrid	3	3	1	32325033
78658	83408	Biogrid	3	3	1	32325033
18974	272551	Biogrid	3	3	1	32325033
13046	67903	Biogrid	3	3	1	32325033
18212	67903	Biogrid	3	3	1	32325033
18750	14609	Biogrid	3	3	1	32325033
98402	56278	Biogrid	3	3	1	32325033
433292	20340	Biogrid	3	3	1	32325033
71544	14632	Biogrid	3	3	1	32325033
18587	14632	Biogrid	3	3	1	32325033
229615	14632	Biogrid	3	3	1	32325033
22324	14632	Biogrid	3	3	1	32325033
22689	14632	Biogrid	3	3	1	32325033
22696	14632	Biogrid	3	3	1	32325033
69504	14632	Biogrid	3	3	1	32325033
243905	14632	Biogrid	3	3	1	32325033
13860	14633	Biogrid	3	3	1	32325033
14632	14633	Biogrid	3	3	1	32325033
16873	14633	Biogrid	3	3	1	32325033
18587	14633	Biogrid	3	3	1	32325033
20613	14633	Biogrid	3	3	1	32325033
22324	14633	Biogrid	3	3	1	32325033
22666	14633	Biogrid	3	3	1	32325033
22689	14633	Biogrid	3	3	1	32325033
22696	14633	Biogrid	3	3	1	32325033
69504	14633	Biogrid	3	3	1	32325033
243905	14633	Biogrid	3	3	1	32325033
13018	14634	Biogrid	3	3	1	32325033
664799	14634	Biogrid	3	3	1	32325033
74533	14634	Biogrid	3	3	1	32325033
22690	14634	Biogrid	3	3	1	32325033
22696	14634	Biogrid	3	3	1	32325033
238693	14634	Biogrid	3	3	1	32325033
233060	14634	Biogrid	3	3	1	32325033
243905	14634	Biogrid	3	3	1	32325033
268469	14634	Biogrid	3	3	1	32325033
384763	14634	Biogrid	3	3	1	32325033
332221	14634	Biogrid	3	3	1	32325033
22697	14634	Biogrid	3	3	1	32325033
16414	73690	Biogrid	3	3	1	32325033
13018	230587	Biogrid	3	3	1	32325033
74533	230587	Biogrid	3	3	1	32325033
16597	230587	Biogrid	3	3	1	32325033
72843	230587	Biogrid	3	3	1	32325033
104348	230587	Biogrid	3	3	1	32325033
22690	230587	Biogrid	3	3	1	32325033
22696	230587	Biogrid	3	3	1	32325033
238693	230587	Biogrid	3	3	1	32325033
22720	230587	Biogrid	3	3	1	32325033
243905	230587	Biogrid	3	3	1	32325033
268469	230587	Biogrid	3	3	1	32325033
384763	230587	Biogrid	3	3	1	32325033
242109	230587	Biogrid	3	3	1	32325033
12048	67201	Biogrid	3	3	1	32325033
73728	237213	Biogrid	3	3	1	32325033
69574	69367	Biogrid	3	3	1	32325033
19672	30926	Biogrid	3	3	1	32325033
94212	216456	Biogrid	3	3	1	32325033
69694	218138	Biogrid	3	3	1	32325033
12371	56809	Biogrid	3	3	1	32325033
20111	63985	Biogrid	3	3	1	32325033
66615	69080	Biogrid	3	3	1	32325033
19672	229363	Biogrid	3	3	1	32325033
14685	14675	Biogrid	3	3	1	32325033
232906	14679	Biogrid	3	3	1	32325033
69993	14679	Biogrid	3	3	1	32325033
13085	14679	Biogrid	3	3	1	32325033
14683	14679	Biogrid	3	3	1	32325033
17970	14679	Biogrid	3	3	1	32325033
56376	14679	Biogrid	3	3	1	32325033
243548	14679	Biogrid	3	3	1	32325033
19765	14679	Biogrid	3	3	1	32325033
71729	14679	Biogrid	3	3	1	32325033
51791	14679	Biogrid	3	3	1	32325033
117600	14679	Biogrid	3	3	1	32325033
14270	14679	Biogrid	3	3	1	32325033
320609	14679	Biogrid	3	3	1	32325033
319565	14679	Biogrid	3	3	1	32325033
76117	14680	Biogrid	3	3	1	32325033
71302	14680	Biogrid	3	3	1	32325033
13085	14680	Biogrid	3	3	1	32325033
330662	14680	Biogrid	3	3	1	32325033
52323	14680	Biogrid	3	3	1	32325033
106042	14680	Biogrid	3	3	1	32325033
243548	14680	Biogrid	3	3	1	32325033
76857	14680	Biogrid	3	3	1	32325033
319565	14680	Biogrid	3	3	1	32325033
12805	14681	Biogrid	3	3	1	32325033
19122	14681	Biogrid	3	3	1	32325033
71435	14683	Biogrid	3	3	1	32325033
71544	14683	Biogrid	3	3	1	32325033
13085	14683	Biogrid	3	3	1	32325033
106042	14683	Biogrid	3	3	1	32325033
19765	14683	Biogrid	3	3	1	32325033
20662	14683	Biogrid	3	3	1	32325033
76857	14683	Biogrid	3	3	1	32325033
19739	14685	Biogrid	3	3	1	32325033
76722	14701	Biogrid	3	3	1	32325033
14688	14701	Biogrid	3	3	1	32325033
14697	14701	Biogrid	3	3	1	32325033
19091	14701	Biogrid	3	3	1	32325033
24015	230737	Biogrid	3	3	1	32325033
12607	230737	Biogrid	3	3	1	32325033
51797	230737	Biogrid	3	3	1	32325033
223499	230737	Biogrid	3	3	1	32325033
228889	230737	Biogrid	3	3	1	32325033
78244	230737	Biogrid	3	3	1	32325033
66580	230737	Biogrid	3	3	1	32325033
30877	230737	Biogrid	3	3	1	32325033
59053	230737	Biogrid	3	3	1	32325033
102462	230737	Biogrid	3	3	1	32325033
23917	230737	Biogrid	3	3	1	32325033
224092	230737	Biogrid	3	3	1	32325033
665563	230737	Biogrid	3	3	1	32325033
74164	230737	Biogrid	3	3	1	32325033
57753	230737	Biogrid	3	3	1	32325033
75416	230737	Biogrid	3	3	1	32325033
28114	230737	Biogrid	3	3	1	32325033
110816	230737	Biogrid	3	3	1	32325033
227695	230737	Biogrid	3	3	1	32325033
20935	230737	Biogrid	3	3	1	32325033
212528	230737	Biogrid	3	3	1	32325033
72354	230737	Biogrid	3	3	1	32325033
22245	230737	Biogrid	3	3	1	32325033
72515	230737	Biogrid	3	3	1	32325033
24015	30877	Biogrid	3	3	1	32325033
12607	30877	Biogrid	3	3	1	32325033
51797	30877	Biogrid	3	3	1	32325033
223499	30877	Biogrid	3	3	1	32325033
67040	30877	Biogrid	3	3	1	32325033
56749	30877	Biogrid	3	3	1	32325033
78244	30877	Biogrid	3	3	1	32325033
66580	30877	Biogrid	3	3	1	32325033
59053	30877	Biogrid	3	3	1	32325033
224092	30877	Biogrid	3	3	1	32325033
28114	30877	Biogrid	3	3	1	32325033
18572	30877	Biogrid	3	3	1	32325033
20019	30877	Biogrid	3	3	1	32325033
70428	30877	Biogrid	3	3	1	32325033
110816	30877	Biogrid	3	3	1	32325033
68272	30877	Biogrid	3	3	1	32325033
231452	30877	Biogrid	3	3	1	32325033
227695	30877	Biogrid	3	3	1	32325033
20935	30877	Biogrid	3	3	1	32325033
212528	30877	Biogrid	3	3	1	32325033
72515	30877	Biogrid	3	3	1	32325033
14230	75612	Biogrid	3	3	1	32325033
28018	75612	Biogrid	3	3	1	32325033
236266	76899	Biogrid	3	3	1	32325033
13448	76899	Biogrid	3	3	1	32325033
225898	76899	Biogrid	3	3	1	32325033
216742	76899	Biogrid	3	3	1	32325033
231580	76899	Biogrid	3	3	1	32325033
81896	76899	Biogrid	3	3	1	32325033
99031	76899	Biogrid	3	3	1	32325033
78016	99412	Biogrid	3	3	1	32325033
108707	99412	Biogrid	3	3	1	32325033
235041	99412	Biogrid	3	3	1	32325033
237073	99412	Biogrid	3	3	1	32325033
11796	269682	Biogrid	3	3	1	32325033
245886	54214	Biogrid	3	3	1	32325033
229841	54214	Biogrid	3	3	1	32325033
16687	54214	Biogrid	3	3	1	32325033
22061	54214	Biogrid	3	3	1	32325033
75580	54214	Biogrid	3	3	1	32325033
16419	76022	Biogrid	3	3	1	32325033
99151	94221	Biogrid	3	3	1	32325033
269682	94221	Biogrid	3	3	1	32325033
66273	70231	Biogrid	3	3	1	32325033
271842	70231	Biogrid	3	3	1	32325033
70312	67471	Biogrid	3	3	1	32325033
71702	67471	Biogrid	3	3	1	32325033
80744	67471	Biogrid	3	3	1	32325033
76936	67471	Biogrid	3	3	1	32325033
238831	67471	Biogrid	3	3	1	32325033
192159	67471	Biogrid	3	3	1	32325033
75062	67471	Biogrid	3	3	1	32325033
56706	67769	Biogrid	3	3	1	32325033
12537	67769	Biogrid	3	3	1	32325033
110052	67769	Biogrid	3	3	1	32325033
233328	77110	Biogrid	3	3	1	32325033
66725	77110	Biogrid	3	3	1	32325033
18613	14733	Biogrid	3	3	1	32325033
20562	14733	Biogrid	3	3	1	32325033
22422	14734	Biogrid	3	3	1	32325033
12822	14735	Biogrid	3	3	1	32325033
109294	277463	Biogrid	3	3	1	32325033
227738	78308	Biogrid	3	3	1	32325033
12517	100129	Biogrid	3	3	1	32325033
244209	100129	Biogrid	3	3	1	32325033
20111	14788	Biogrid	3	3	1	32325033
15502	14763	Biogrid	3	3	1	32325033
106021	14763	Biogrid	3	3	1	32325033
233752	76123	Biogrid	3	3	1	32325033
77622	52857	Biogrid	3	3	1	32325033
224088	52857	Biogrid	3	3	1	32325033
235283	52857	Biogrid	3	3	1	32325033
14816	56149	Biogrid	3	3	1	32325033
108071	56149	Biogrid	3	3	1	32325033
14182	50915	Biogrid	3	3	1	32325033
109359	14784	Biogrid	3	3	1	32325033
16673	14784	Biogrid	3	3	1	32325033
19713	14786	Biogrid	3	3	1	32325033
67886	14802	Biogrid	3	3	1	32325033
69697	14802	Biogrid	3	3	1	32325033
13046	14802	Biogrid	3	3	1	32325033
14804	14803	Biogrid	3	3	1	32325033
14812	14803	Biogrid	3	3	1	32325033
14812	14804	Biogrid	3	3	1	32325033
16170	14812	Biogrid	3	3	1	32325033
257635	54645	Biogrid	3	3	1	32325033
67161	26385	Biogrid	3	3	1	32325033
56149	108069	Biogrid	3	3	1	32325033
268934	108069	Biogrid	3	3	1	32325033
108073	268934	Biogrid	3	3	1	32325033
14816	108071	Biogrid	3	3	1	32325033
66787	56637	Biogrid	3	3	1	32325033
606496	66787	Biogrid	3	3	1	32325033
14867	14864	Biogrid	3	3	1	32325033
26408	14869	Biogrid	3	3	1	32325033
12386	14871	Biogrid	3	3	1	32325033
228994	14871	Biogrid	3	3	1	32325033
170760	74197	Biogrid	3	3	1	32325033
13982	74197	Biogrid	3	3	1	32325033
12368	98053	Biogrid	3	3	1	32325033
13361	98053	Biogrid	3	3	1	32325033
229906	98053	Biogrid	3	3	1	32325033
22121	98053	Biogrid	3	3	1	32325033
19934	98053	Biogrid	3	3	1	32325033
57808	98053	Biogrid	3	3	1	32325033
19988	98053	Biogrid	3	3	1	32325033
20091	98053	Biogrid	3	3	1	32325033
20102	98053	Biogrid	3	3	1	32325033
21969	98053	Biogrid	3	3	1	32325033
218850	68705	Biogrid	3	3	1	32325033
17156	68705	Biogrid	3	3	1	32325033
58202	68705	Biogrid	3	3	1	32325033
13872	23894	Biogrid	3	3	1	32325033
544971	233863	Biogrid	3	3	1	32325033
56706	207704	Biogrid	3	3	1	32325033
24015	69237	Biogrid	3	3	1	32325033
12607	69237	Biogrid	3	3	1	32325033
12747	69237	Biogrid	3	3	1	32325033
51797	69237	Biogrid	3	3	1	32325033
223499	69237	Biogrid	3	3	1	32325033
228889	69237	Biogrid	3	3	1	32325033
66580	69237	Biogrid	3	3	1	32325033
230737	69237	Biogrid	3	3	1	32325033
30877	69237	Biogrid	3	3	1	32325033
59053	69237	Biogrid	3	3	1	32325033
102462	69237	Biogrid	3	3	1	32325033
23917	69237	Biogrid	3	3	1	32325033
108829	69237	Biogrid	3	3	1	32325033
224092	69237	Biogrid	3	3	1	32325033
57753	69237	Biogrid	3	3	1	32325033
75416	69237	Biogrid	3	3	1	32325033
28114	69237	Biogrid	3	3	1	32325033
18572	69237	Biogrid	3	3	1	32325033
20019	69237	Biogrid	3	3	1	32325033
110816	69237	Biogrid	3	3	1	32325033
68272	69237	Biogrid	3	3	1	32325033
231452	69237	Biogrid	3	3	1	32325033
227695	69237	Biogrid	3	3	1	32325033
20935	69237	Biogrid	3	3	1	32325033
320500	69237	Biogrid	3	3	1	32325033
212528	69237	Biogrid	3	3	1	32325033
72354	69237	Biogrid	3	3	1	32325033
72515	69237	Biogrid	3	3	1	32325033
83669	69237	Biogrid	3	3	1	32325033
19739	66067	Biogrid	3	3	1	32325033
22601	66067	Biogrid	3	3	1	32325033
14919	14917	Biogrid	3	3	1	32325033
20517	14917	Biogrid	3	3	1	32325033
12788	14919	Biogrid	3	3	1	32325033
20517	14919	Biogrid	3	3	1	32325033
75669	14936	Biogrid	3	3	1	32325033
664799	74533	Biogrid	3	3	1	32325033
22780	74533	Biogrid	3	3	1	32325033
16597	74533	Biogrid	3	3	1	32325033
22690	74533	Biogrid	3	3	1	32325033
22696	74533	Biogrid	3	3	1	32325033
238693	74533	Biogrid	3	3	1	32325033
233060	74533	Biogrid	3	3	1	32325033
243905	74533	Biogrid	3	3	1	32325033
209225	74533	Biogrid	3	3	1	32325033
332221	74533	Biogrid	3	3	1	32325033
22697	74533	Biogrid	3	3	1	32325033
11421	26914	Biogrid	3	3	1	32325033
110052	26914	Biogrid	3	3	1	32325033
75725	26914	Biogrid	3	3	1	32325033
14058	226243	Biogrid	3	3	1	32325033
14068	226243	Biogrid	3	3	1	32325033
19123	226243	Biogrid	3	3	1	32325033
194597	226243	Biogrid	3	3	1	32325033
208171	226243	Biogrid	3	3	1	32325033
18750	56541	Biogrid	3	3	1	32325033
21916	56541	Biogrid	3	3	1	32325033
102632	56794	Biogrid	3	3	1	32325033
170789	56794	Biogrid	3	3	1	32325033
28200	56794	Biogrid	3	3	1	32325033
18634	56794	Biogrid	3	3	1	32325033
11364	15107	Biogrid	3	3	1	32325033
102632	97212	Biogrid	3	3	1	32325033
19877	97212	Biogrid	3	3	1	32325033
20195	97212	Biogrid	3	3	1	32325033
102632	231086	Biogrid	3	3	1	32325033
12908	231086	Biogrid	3	3	1	32325033
14788	66438	Biogrid	3	3	1	32325033
69568	66438	Biogrid	3	3	1	32325033
13067	15112	Biogrid	3	3	1	32325033
233204	15112	Biogrid	3	3	1	32325033
69684	15115	Biogrid	3	3	1	32325033
271842	15115	Biogrid	3	3	1	32325033
231872	70791	Biogrid	3	3	1	32325033
107045	70791	Biogrid	3	3	1	32325033
216443	70791	Biogrid	3	3	1	32325033
21973	14841	Biogrid	3	3	1	32325033
74159	107435	Biogrid	3	3	1	32325033
73738	231123	Biogrid	3	3	1	32325033
231123	71909	Biogrid	3	3	1	32325033
73738	71909	Biogrid	3	3	1	32325033
16202	71909	Biogrid	3	3	1	32325033
210992	71909	Biogrid	3	3	1	32325033
219072	73738	Biogrid	3	3	1	32325033
76199	73738	Biogrid	3	3	1	32325033
69792	76478	Biogrid	3	3	1	32325033
474156	76478	Biogrid	3	3	1	32325033
328572	73389	Biogrid	3	3	1	32325033
19646	15161	Biogrid	3	3	1	32325033
13449	15162	Biogrid	3	3	1	32325033
74147	29877	Biogrid	3	3	1	32325033
228359	110611	Biogrid	3	3	1	32325033
12419	110611	Biogrid	3	3	1	32325033
319885	226098	Biogrid	3	3	1	32325033
21975	117599	Biogrid	3	3	1	32325033
22427	117599	Biogrid	3	3	1	32325033
17217	15201	Biogrid	3	3	1	32325033
14013	15201	Biogrid	3	3	1	32325033
212377	15201	Biogrid	3	3	1	32325033
19363	191578	Biogrid	3	3	1	32325033
102414	78455	Biogrid	3	3	1	32325033
20878	93966	Biogrid	3	3	1	32325033
18263	93966	Biogrid	3	3	1	32325033
20926	93966	Biogrid	3	3	1	32325033
50762	15203	Biogrid	3	3	1	32325033
22059	244698	Biogrid	3	3	1	32325033
11981	67345	Biogrid	3	3	1	32325033
75974	67345	Biogrid	3	3	1	32325033
19660	67345	Biogrid	3	3	1	32325033
22121	67345	Biogrid	3	3	1	32325033
20102	67345	Biogrid	3	3	1	32325033
69116	67345	Biogrid	3	3	1	32325033
22225	67345	Biogrid	3	3	1	32325033
22375	67345	Biogrid	3	3	1	32325033
24015	59053	Biogrid	3	3	1	32325033
12607	59053	Biogrid	3	3	1	32325033
51797	59053	Biogrid	3	3	1	32325033
223499	59053	Biogrid	3	3	1	32325033
66580	59053	Biogrid	3	3	1	32325033
224092	59053	Biogrid	3	3	1	32325033
28114	59053	Biogrid	3	3	1	32325033
18572	59053	Biogrid	3	3	1	32325033
110816	59053	Biogrid	3	3	1	32325033
