InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
15260	18509	Biogrid	1	1	1	9731536
6531	21804	Biogrid	2	2	1	12177201
18106	5781	Biogrid	2	2	1	11689425
595	17865	Biogrid	1	1	1	10645009
12443	17865	Biogrid	2	2	1	10645009
19013	10062	Biogrid	1	1	1	8621574
12478	18708	Biogrid	2	2	1	11163197
12703	93679	Biogrid	1	1	1	12163497
13644	14083	Biogrid	1	1	2	9750131, 9038154
13644	2534	Biogrid	1	1	1	9750131
14083	10278	Biogrid	1	1	1	9750131
22195	24105	Biogrid	1	1	2	10431818, 11722579
22195	23807	Biogrid	1	1	2	10431818, 11722579
22195	9781	Biogrid	1	1	2	10431818, 11722579
22195	108086	Biogrid	1	1	2	10431818, 24945773
22195	23806	Biogrid	1	1	1	10431818
22195	30945	Biogrid	1	1	1	10431818
22195	108089	Biogrid	1	1	1	10431818
22195	140629	Biogrid	1	1	1	10431818
5998	22630	Biogrid	1	1	1	11985497
5998	22627	Biogrid	1	1	1	11985497
26416	1846	Biogrid	2	2	1	11062068
26416	5608	Biogrid	2	2	1	11062068
26416	5606	Biogrid	2	2	1	11062068
3638	235623	Biogrid	2	2	1	12202038
235623	6721	Biogrid	2	2	1	12202038
54434	12631	Biogrid	1	1	1	11832213
85464	12631	Biogrid	1	1	1	11832213
4084	20467	Biogrid	1	1	1	11101889
4084	20466	Biogrid	1	1	2	11101889, 10551834
11785	351	Biogrid	1	1	1	8894693
11785	333	Biogrid	1	1	1	8894693
11785	334	Biogrid	1	1	1	8894693
12494	16818	Biogrid	2	2	1	10636863
3937	23880	Biogrid	2	2	1	10497204
55914	227937	Biogrid	1	1	1	12047349
12005	10297	Biogrid	1	1	1	10330403
17279	90441	Biogrid	1	1	2	11802789, 23747528
5978	20467	Biogrid	1	1	1	10570134
5978	20466	Biogrid	1	1	1	10570134
5978	433759	Biogrid	1	1	1	10570134
20466	9318	Biogrid	1	1	1	10207062
17354	84220	Biogrid	1	1	1	11774384
84220	238799	Biogrid	1	1	1	11774384
12922	90226	Biogrid	1	1	1	11416224
12922	114131	Biogrid	1	1	1	11416224
12922	83428	Biogrid	1	1	1	11416224
12922	171530	Biogrid	1	1	1	11416224
22196	10691	Biogrid	1	1	1	11812797
22196	26205	Biogrid	1	1	1	11812797
1244	19684	Biogrid	1	1	1	12068294
6236	22004	Biogrid	1	1	1	8557685
1017	17865	Biogrid	1	1	2	11264176, 9840932
71770	13858	Biogrid	2	2	2	9182572, 32325033
51341	20683	Biogrid	1	1	1	12004059
7704	20683	Biogrid	1	1	1	12004059
604	20683	Biogrid	1	1	1	12004059
59079	227937	Biogrid	2	2	1	11711544
20850	55835	Biogrid	1	1	1	12198240
20851	55835	Biogrid	2	2	1	12198240
20851	20850	Biogrid	2	2	1	12198240
20850	219103	Biogrid	2	2	1	12198240
12520	140559	Biogrid	2	2	2	11673522, 32325033
15170	2494	Biogrid	1	1	1	11668176
13858	3267	Biogrid	1	1	1	9303539
13858	8650	Biogrid	1	1	1	9303539
13858	9253	Biogrid	1	1	1	9303539
13858	51362	Biogrid	1	1	1	9303539
13858	22905	Biogrid	1	1	1	9303539
13858	3268	Biogrid	1	1	1	9303539
13859	3267	Biogrid	1	1	1	9303539
13859	3268	Biogrid	1	1	1	9303539
13859	8650	Biogrid	1	1	1	9303539
13859	9253	Biogrid	1	1	1	9303539
13859	51362	Biogrid	1	1	1	9303539
13859	22905	Biogrid	1	1	1	9303539
18222	13858	Biogrid	2	2	1	9303539
15463	13858	Biogrid	2	2	1	9303539
230654	56438	Biogrid	1	1	1	11384984
8453	12703	Biogrid	1	1	1	11384984
8453	78889	Biogrid	1	1	1	11384984
18452	5034	Biogrid	1	1	1	7753822
17984	1874	Biogrid	1	1	1	12198120
6722	18091	Biogrid	1	1	1	8887666
22787	11434	Biogrid	1	1	1	11739644
1013	12387	Biogrid	2	2	1	9545347
12465	21454	Biogrid	2	2	2	9250675, 32325033
12462	12461	Biogrid	2	2	2	9250675, 32325033
12468	21454	Biogrid	2	2	2	9250675, 32325033
12468	12464	Biogrid	2	2	2	9250675, 32325033
12466	12461	Biogrid	2	2	2	9250675, 32325033
12466	12465	Biogrid	2	2	2	9250675, 32325033
21349	20466	Biogrid	2	2	2	10688671, 11118214
5504	18005	Biogrid	1	1	1	12221103
6722	15361	Biogrid	1	1	1	9545312
9569	17344	Biogrid	1	1	1	12193603
2969	17344	Biogrid	1	1	1	12193603
6722	223701	Biogrid	1	1	1	12397177
6722	239719	Biogrid	1	1	1	12397177
6722	214384	Biogrid	1	1	1	12397177
10487	224727	Biogrid	1	1	1	8761950
10487	12331	Biogrid	1	1	1	8761950
21826	21826	Biogrid	2	2	1	1459996
22196	6672	Biogrid	1	1	1	11792325
12125	8655	Biogrid	1	1	1	10198631
8655	13426	Biogrid	2	2	1	10198631
8655	22142	Biogrid	2	2	1	10198631
13555	19290	Biogrid	2	2	1	10597240
15461	225870	Biogrid	1	1	1	9144171
225870	22627	Biogrid	1	1	1	9144171
15461	19730	Biogrid	1	1	1	9144171
54401	225870	Biogrid	1	1	1	9144171
22631	225870	Biogrid	1	1	1	9144171
11350	225870	Biogrid	1	1	1	9144171
11350	19303	Biogrid	1	1	1	9603926
26413	7157	Biogrid	1	1	1	10958792
640	68183	Biogrid	1	1	1	12406557
18505	10519	Biogrid	1	1	1	11997098
21804	216963	Biogrid	1	1	1	12153727
19303	216963	Biogrid	2	2	2	12153727, 25742295
11546	11546	Biogrid	1	1	1	11948190
142	11546	Biogrid	1	1	1	11948190
17125	75788	Biogrid	1	1	1	12370310
243833	17125	Biogrid	1	1	1	12370310
17126	243833	Biogrid	1	1	1	12370310
4088	243833	Biogrid	1	1	1	12370310
4089	243833	Biogrid	1	1	1	12370310
4090	243833	Biogrid	1	1	1	12370310
18518	17318	Biogrid	1	1	2	11371618, 21454489
8792	22033	Biogrid	1	1	1	10025951
26918	7186	Biogrid	1	1	1	10650002
4281	18518	Biogrid	1	1	1	11806752
11043	18518	Biogrid	1	1	1	11806752
55504	22029	Biogrid	2	2	1	10809768
55504	22030	Biogrid	2	2	1	10809768
55504	22031	Biogrid	2	2	1	10809768
55504	22033	Biogrid	2	2	1	10809768
23495	24099	Biogrid	1	1	1	10880535
9020	22034	Biogrid	1	1	1	11278268
20020	4841	Biogrid	2	2	1	12358429
18759	327826	Biogrid	2	2	1	10383403
327826	5584	Biogrid	1	1	1	10383403
18481	54126	Biogrid	2	2	2	9726964, 32325033
16151	10758	Biogrid	1	1	1	10962033
245527	22034	Biogrid	2	2	1	12060722
29820	22034	Biogrid	2	2	1	12060722
194590	13196	Biogrid	1	1	1	12149250
50807	194590	Biogrid	1	1	1	12149250
194590	8853	Biogrid	2	2	1	12149250
5829	194590	Biogrid	1	1	1	12149250
3662	12142	Biogrid	1	1	1	11342629
56480	10010	Biogrid	1	1	1	10581243
18626	3091	Biogrid	2	2	1	11726537
19353	51495	Biogrid	2	2	1	10747961
16180	4615	Biogrid	2	2	1	11880380
18186	6405	Biogrid	1	1	1	9331348
8914	18626	Biogrid	1	1	1	9856465
8914	18627	Biogrid	1	1	1	9856465
21853	18627	Biogrid	1	1	2	9856465, 32325033
26408	13163	Biogrid	2	2	1	9743501
8440	18596	Biogrid	1	1	1	9843575
5607	26406	Biogrid	1	1	1	10593883
56350	18582	Biogrid	1	1	2	10518933, 32325033
13866	55914	Biogrid	1	1	1	11279080
20020	9360	Biogrid	1	1	1	9153302
7421	17978	Biogrid	1	1	1	11514567
6256	17978	Biogrid	1	1	1	11514567
17978	10499	Biogrid	1	1	1	11514567
17978	5241	Biogrid	1	1	1	10757795
26381	133522	Biogrid	1	1	1	12470660
26381	10891	Biogrid	1	1	1	12470660
17131	10413	Biogrid	1	1	1	12118366
24069	20466	Biogrid	2	2	1	11960000
10284	20466	Biogrid	1	1	1	11960000
2735	20466	Biogrid	2	2	1	11960000
4335	20466	Biogrid	1	1	1	10918583
12575	12567	Biogrid	2	2	3	18729080, 11967266, 12970760
12575	12566	Biogrid	2	2	7	18729080, 15707957, 18356301, 15155733, 9488036, 12970760, 15107404
12575	12443	Biogrid	2	2	3	18729080, 17081987, 12588994
12476	66889	Biogrid	2	2	1	18713730
975	66889	Biogrid	2	2	1	18713730
268465	18140	Biogrid	1	1	1	18692478
268465	71711	Biogrid	1	1	1	18692478
18140	71711	Biogrid	1	1	1	18692478
80890	80890	Biogrid	1	1	1	18687884
4851	16396	Biogrid	2	2	1	18628966
18148	50754	Biogrid	1	1	1	18625840
21926	19766	Biogrid	1	1	6	18621737, 19955178, 24469399, 29891719, 29203883, 30420664
18211	20128	Biogrid	2	2	1	18598672
18412	20128	Biogrid	1	1	1	18598672
17246	17246	Biogrid	1	1	2	18566590, 17086174
21898	16179	Biogrid	2	2	1	18562480
21937	16179	Biogrid	2	2	1	18562480
16180	16179	Biogrid	2	2	1	18562480
10564	16396	Biogrid	1	1	1	18832381
22034	74256	Biogrid	2	2	3	18382763, 18174161, 23782702
74256	18412	Biogrid	2	2	3	18382763, 18174161, 21878516
2034	56505	Biogrid	2	2	1	18372249
74126	26918	Biogrid	2	2	1	18369366
56637	13555	Biogrid	2	2	1	18367454
18024	16478	Biogrid	2	2	1	18358244
18024	14281	Biogrid	2	2	1	18358244
18024	17135	Biogrid	1	1	2	18358244, 20211142
18024	18181	Biogrid	2	2	1	18358244
6478	11640	Biogrid	1	1	1	18323779
16195	5781	Biogrid	2	2	2	18519587, 15677447
16195	867	Biogrid	2	2	1	18519587
16195	15239	Biogrid	2	2	1	18519587
13144	216080	Biogrid	2	2	1	18515077
13144	56550	Biogrid	2	2	1	18515077
84676	12715	Biogrid	1	1	1	18222470
58522	1158	Biogrid	2	2	1	18222470
224170	433759	Biogrid	2	2	1	18206970
18764	269523	Biogrid	2	2	1	18178578
18764	17463	Biogrid	2	2	1	18178578
18764	64209	Biogrid	2	2	1	18178578
17127	56637	Biogrid	2	2	1	18172167
22187	27015	Biogrid	1	1	1	18162470
22190	27015	Biogrid	2	2	1	18162470
5111	27015	Biogrid	1	1	1	18162470
18538	27015	Biogrid	2	2	1	18162470
74256	19766	Biogrid	2	2	1	17981138
19766	16151	Biogrid	2	2	2	17981138, 22037414
24064	21754	Biogrid	2	2	1	17974561
22190	20278	Biogrid	2	2	1	17967898
22190	20277	Biogrid	2	2	1	17967898
13194	22059	Biogrid	2	2	1	17967871
17762	15481	Biogrid	2	2	3	17954934, 18346207, 32325033
17762	12017	Biogrid	2	2	2	17954934, 32325033
8878	243961	Biogrid	1	1	1	17898222
8878	13385	Biogrid	1	1	1	17898222
8878	14811	Biogrid	1	1	1	17898222
8878	14799	Biogrid	1	1	1	17898222
8878	11441	Biogrid	1	1	1	17898222
17210	23988	Biogrid	2	2	1	17670986
19359	5077	Biogrid	2	2	1	17662948
15512	50927	Biogrid	1	1	1	19553603
12534	50927	Biogrid	1	1	1	19553603
12534	15512	Biogrid	1	1	2	19553603, 9247342
72462	51747	Biogrid	2	2	1	19710015
72462	8531	Biogrid	2	2	1	19710015
72462	8029	Biogrid	2	2	1	19710015
72462	9188	Biogrid	2	2	1	19710015
72462	8971	Biogrid	2	2	1	19710015
72462	3178	Biogrid	2	2	1	19710015
72462	3609	Biogrid	2	2	1	19710015
72462	51631	Biogrid	2	2	1	19710015
72462	4691	Biogrid	2	2	1	19710015
72462	4869	Biogrid	2	2	1	19710015
72462	142	Biogrid	2	2	1	19710015
72462	5499	Biogrid	2	2	1	19710015
72462	8899	Biogrid	2	2	1	19710015
72462	4736	Biogrid	2	2	1	19710015
72462	6124	Biogrid	2	2	1	19710015
72462	6125	Biogrid	2	2	1	19710015
72462	6175	Biogrid	2	2	1	19710015
72462	23076	Biogrid	2	2	1	19710015
72462	26156	Biogrid	2	2	1	19710015
72462	6426	Biogrid	2	2	1	19710015
72462	6431	Biogrid	2	2	1	19710015
72462	10189	Biogrid	2	2	1	19710015
72462	708	Biogrid	2	2	1	19710015
72462	55143	Biogrid	2	2	1	19710015
72462	51202	Biogrid	2	2	1	19710015
72462	23234	Biogrid	2	2	1	19710015
72462	2079	Biogrid	2	2	1	19710015
72462	253959	Biogrid	2	2	1	19710015
72462	11100	Biogrid	2	2	1	19710015
72462	3681	Biogrid	2	2	1	19710015
72462	55379	Biogrid	2	2	1	19710015
72462	55646	Biogrid	2	2	1	19710015
72462	10454	Biogrid	2	2	1	19710015
72462	4288	Biogrid	2	2	1	19710015
72462	121441	Biogrid	2	2	1	19710015
72462	5573	Biogrid	2	2	1	19710015
72462	5954	Biogrid	2	2	1	19710015
72462	6727	Biogrid	2	2	1	19710015
72462	6780	Biogrid	2	2	1	19710015
72462	10155	Biogrid	2	2	1	19710015
72462	404281	Biogrid	2	2	1	19710015
84092	7531	Biogrid	2	2	1	17720156
84092	7534	Biogrid	2	2	1	17720156
84092	7532	Biogrid	2	2	1	17720156
22627	9101	Biogrid	2	2	1	17720156
1956	84092	Biogrid	1	1	3	17720156, 16120644, 17121848
20186	6597	Biogrid	2	2	1	19805516
20586	20186	Biogrid	2	2	1	19805516
67155	23957	Biogrid	2	2	1	19805516
15378	21416	Biogrid	2	2	1	19805521
161882	19645	Biogrid	2	2	1	19513100
8930	19720	Biogrid	1	1	1	17049487
1788	21665	Biogrid	1	1	1	17175537
22059	51147	Biogrid	1	1	1	17325660
4152	19821	Biogrid	1	1	1	17428788
13653	27041	Biogrid	2	2	1	18627790
1861	20392	Biogrid	2	2	1	17200151
22059	93765	Biogrid	2	2	1	17000756
114142	57459	Biogrid	1	1	1	20185820
13018	22589	Biogrid	2	2	1	20159591
14056	21652	Biogrid	2	2	2	20123894, 32325033
17977	328572	Biogrid	1	1	1	8855229
19401	17977	Biogrid	1	1	1	8855229
16476	16396	Biogrid	2	2	1	16901904
13858	5071	Biogrid	2	2	1	16862145
13649	5071	Biogrid	2	2	1	16862145
433759	103573	Biogrid	2	2	1	20037577
433759	16563	Biogrid	2	2	1	20037577
13429	16563	Biogrid	2	2	1	20037577
13429	16572	Biogrid	2	2	1	20037577
13429	22142	Biogrid	2	2	1	20037577
16179	12042	Biogrid	2	2	1	16831874
21898	12042	Biogrid	2	2	2	16831874, 15213237
240354	22034	Biogrid	2	2	1	16831874
26409	240354	Biogrid	2	2	1	16831874
12042	240354	Biogrid	1	1	3	16831874, 16495340, 26936881
26409	12042	Biogrid	2	2	2	16831874, 22411628
26409	16179	Biogrid	2	2	1	16831874
26409	93834	Biogrid	2	2	1	16831874
16396	16477	Biogrid	2	2	1	16387660
7316	26447	Biogrid	1	1	1	16357261
26447	5111	Biogrid	1	1	1	16357261
6622	104252	Biogrid	2	2	1	18541383
6622	12322	Biogrid	2	2	1	18614564
6622	13822	Biogrid	2	2	1	18614564
6622	11465	Biogrid	2	2	1	18614564
6622	17760	Biogrid	2	2	1	18614564
6622	22335	Biogrid	2	2	1	18614564
6622	15275	Biogrid	2	2	1	18614564
6622	17708	Biogrid	2	2	1	18614564
16568	17872	Biogrid	1	1	1	10631107
20466	17128	Biogrid	2	2	1	17226765
433759	17128	Biogrid	2	2	1	17226765
18044	12912	Biogrid	2	2	1	17226765
14460	12912	Biogrid	2	2	1	17226765
15182	22632	Biogrid	2	2	1	17220375
433759	22632	Biogrid	2	2	2	17220375, 8917507
22632	328572	Biogrid	2	2	1	17220375
56070	20595	Biogrid	1	1	1	17218272
27374	107701	Biogrid	1	1	1	17218272
27374	20630	Biogrid	1	1	1	17218272
27374	56070	Biogrid	1	1	1	17218272
27374	20638	Biogrid	1	1	1	17218272
27374	18458	Biogrid	1	1	1	17218272
27374	11991	Biogrid	1	1	1	17218272
27374	66870	Biogrid	1	1	1	17218272
22632	13018	Biogrid	2	2	1	17218270
12151	66233	Biogrid	1	1	1	17214966
21869	20586	Biogrid	2	2	1	19906647
15469	19656	Biogrid	2	2	1	19858291
21349	19720	Biogrid	1	1	1	16007160
19720	21423	Biogrid	1	1	1	16007160
19720	17172	Biogrid	1	1	1	16007160
19720	17927	Biogrid	1	1	1	16007160
19712	20687	Biogrid	2	2	1	17130167
56312	328572	Biogrid	1	1	1	19723804
17927	56312	Biogrid	2	2	1	19723804
233490	26379	Biogrid	1	1	1	19690166
19017	26379	Biogrid	1	1	1	19690166
15378	11614	Biogrid	1	1	1	19651776
11518	20586	Biogrid	1	1	1	17074803
11518	20588	Biogrid	1	1	1	17074803
11518	20466	Biogrid	1	1	1	17074803
268373	433759	Biogrid	2	2	1	17071620
268373	17191	Biogrid	1	1	1	17071620
16476	13982	Biogrid	2	2	1	19605792
17127	20613	Biogrid	2	2	1	19597490
17128	20613	Biogrid	2	2	1	19597490
19016	17283	Biogrid	1	1	1	19596783
17127	15251	Biogrid	2	2	1	17053163
27374	17927	Biogrid	2	2	1	17043109
11835	17978	Biogrid	1	1	1	20211142
11835	18986	Biogrid	1	1	1	20211142
11865	13819	Biogrid	1	1	1	20211142
11865	15251	Biogrid	1	1	2	20211142, 9704006
11911	14281	Biogrid	1	1	1	20211142
11911	16476	Biogrid	1	1	1	20211142
11924	17172	Biogrid	1	1	2	20211142, 8948587
12013	12013	Biogrid	1	1	2	20211142, 19170764
12023	14281	Biogrid	1	1	1	20211142
12023	16476	Biogrid	1	1	1	20211142
12029	12053	Biogrid	1	1	3	20211142, 9632807, 16331266
12053	19015	Biogrid	1	1	1	20211142
12189	12190	Biogrid	1	1	2	20211142, 11477095
12190	19361	Biogrid	1	1	5	20211142, 15359272, 11477095, 12893777, 9192668
12190	19363	Biogrid	1	1	2	20211142, 32325033
12387	12387	Biogrid	1	1	1	20211142
12393	12400	Biogrid	1	1	1	20211142
12393	19645	Biogrid	1	1	1	20211142
12393	19651	Biogrid	1	1	1	20211142
12609	19645	Biogrid	1	1	2	20211142, 8946919
12677	18508	Biogrid	1	1	1	20211142
12952	21853	Biogrid	1	1	2	20211142, 12875843
13016	15182	Biogrid	1	1	1	20211142
13016	79221	Biogrid	1	1	1	20211142
13134	20471	Biogrid	1	1	1	20211142
13163	66233	Biogrid	1	1	2	20211142, 14978102
13392	17701	Biogrid	1	1	1	20211142
13591	228598	Biogrid	1	1	1	20211142
13593	228598	Biogrid	1	1	1	20211142
13626	433759	Biogrid	1	1	2	20211142, 24457600
13653	13653	Biogrid	1	1	1	20211142
13819	22346	Biogrid	1	1	1	20211142
13982	17978	Biogrid	1	1	1	20211142
13982	18996	Biogrid	1	1	1	20211142
13982	18997	Biogrid	1	1	1	20211142
13983	170791	Biogrid	1	1	1	20211142
14050	20020	Biogrid	1	1	1	20211142
14050	20471	Biogrid	1	1	1	20211142
14106	17126	Biogrid	1	1	2	20211142, 9702197
14106	17127	Biogrid	1	1	1	20211142
14106	18091	Biogrid	1	1	2	20211142, 15363409
14460	20375	Biogrid	1	1	1	20211142
14462	19014	Biogrid	1	1	1	20211142
14462	57765	Biogrid	1	1	1	20211142
14463	19014	Biogrid	1	1	1	20211142
14465	19014	Biogrid	1	1	1	20211142
14465	21869	Biogrid	1	1	1	20211142
14843	21869	Biogrid	1	1	1	20211142
14886	17344	Biogrid	1	1	1	20211142
15110	21406	Biogrid	1	1	1	20211142
15182	79221	Biogrid	1	1	1	20211142
15251	22346	Biogrid	1	1	5	20211142, 12468553, 17981124, 11859074, 29279301
15902	19645	Biogrid	1	1	1	20211142
15902	20375	Biogrid	1	1	1	20211142
16476	16658	Biogrid	1	1	2	20211142, 12798298
16476	20848	Biogrid	1	1	1	20211142
16842	59004	Biogrid	1	1	1	20211142
16911	16911	Biogrid	1	1	1	20211142
17121	17187	Biogrid	1	1	1	20211142
17125	24136	Biogrid	1	1	1	20211142
17126	24136	Biogrid	1	1	1	20211142
17127	22337	Biogrid	1	1	1	20211142
17129	24136	Biogrid	1	1	2	20211142, 12714599
17172	21423	Biogrid	1	1	4	20211142, 12217327, 12200424, 8948587
17187	17187	Biogrid	1	1	1	20211142
17260	17978	Biogrid	1	1	1	20211142
17268	18771	Biogrid	1	1	1	20211142
17285	18503	Biogrid	1	1	1	20211142
17285	18505	Biogrid	1	1	1	20211142
17286	18503	Biogrid	1	1	1	20211142
17286	18505	Biogrid	1	1	1	20211142
17342	18508	Biogrid	1	1	1	20211142
17342	229615	Biogrid	1	1	1	20211142
17536	18508	Biogrid	1	1	1	20211142
17701	21374	Biogrid	1	1	1	20211142
17702	56381	Biogrid	1	1	1	20211142
17927	17927	Biogrid	1	1	1	20211142
17927	21423	Biogrid	1	1	2	20211142, 11711431
18035	22059	Biogrid	1	1	1	20211142
18044	26423	Biogrid	1	1	2	20211142, 12730328
18519	328572	Biogrid	1	1	3	20211142, 9659901, 9742083
18741	81601	Biogrid	1	1	2	20211142, 12464179
19017	22259	Biogrid	1	1	1	20211142
19401	268903	Biogrid	1	1	2	20211142, 17389641
19697	229615	Biogrid	1	1	1	20211142
20466	22059	Biogrid	1	1	1	20211142
20682	26423	Biogrid	1	1	2	20211142, 12732652
20787	170826	Biogrid	1	1	1	20211142
20852	20852	Biogrid	1	1	1	20211142
20893	20893	Biogrid	1	1	1	20211142
21339	21374	Biogrid	1	1	2	20211142, 9050847
21340	21374	Biogrid	1	1	2	20211142, 9050847
21341	21374	Biogrid	1	1	2	20211142, 9050847
21405	21410	Biogrid	1	1	1	20211142
21408	21849	Biogrid	1	1	1	20211142
21418	226896	Biogrid	1	1	1	20211142
21423	21423	Biogrid	1	1	3	20211142, 15351717, 17339447
21423	56787	Biogrid	1	1	2	20211142, 11784080
21428	208104	Biogrid	1	1	1	20211142
21685	21685	Biogrid	1	1	2	20211142, 1916262
21849	72180	Biogrid	1	1	1	20211142
21853	21853	Biogrid	1	1	2	20211142, 12875843
21885	21885	Biogrid	1	1	2	20211142, 12359720
22059	22061	Biogrid	1	1	2	20211142, 23251530
22059	22062	Biogrid	1	1	2	20211142, 23251530
22259	170826	Biogrid	1	1	1	20211142
23871	23871	Biogrid	1	1	1	20211142
23957	26424	Biogrid	1	1	1	20211142
26423	83993	Biogrid	1	1	1	20211142
56805	56805	Biogrid	1	1	1	20211142
81703	81703	Biogrid	1	1	2	20211142, 12052888
108672	108672	Biogrid	1	1	1	20211142
226896	226896	Biogrid	1	1	2	20211142, 11522791
245688	433759	Biogrid	1	1	1	20211142
332937	332937	Biogrid	1	1	1	20211142
230904	269523	Biogrid	2	2	2	15723043, 32325033
241915	12151	Biogrid	2	2	1	17001316
241915	12416	Biogrid	2	2	1	17001316
241915	22632	Biogrid	2	2	1	17001316
241915	50496	Biogrid	2	2	1	17001316
241915	20682	Biogrid	2	2	1	17001316
7528	15396	Biogrid	1	1	1	16963455
57441	71242	Biogrid	1	1	1	19515240
71242	29871	Biogrid	1	1	1	19515240
71242	54383	Biogrid	1	1	1	19515240
71242	19821	Biogrid	1	1	1	19515240
71242	237336	Biogrid	1	1	1	19515240
71242	21374	Biogrid	1	1	1	19515240
71242	229906	Biogrid	1	1	1	19515240
71242	71242	Biogrid	1	1	1	19515240
71242	22658	Biogrid	1	1	1	19515240
57441	21374	Biogrid	1	1	1	19515240
57441	237336	Biogrid	1	1	1	19515240
57441	229906	Biogrid	1	1	1	19515240
21416	433759	Biogrid	2	2	1	19503085
21416	15182	Biogrid	2	2	1	19503085
18505	11335	Biogrid	1	1	1	16945326
18505	23468	Biogrid	1	1	1	16945326
18505	10155	Biogrid	1	1	1	16945326
13017	13017	Biogrid	1	1	1	16940173
13017	16599	Biogrid	1	1	1	16940173
14201	13017	Biogrid	1	1	1	16940173
13017	22196	Biogrid	1	1	1	16940173
13017	15257	Biogrid	1	1	1	16940173
13017	15258	Biogrid	1	1	1	16940173
13017	7227	Biogrid	1	1	1	16940173
84585	98766	Biogrid	2	2	1	15531880
84585	12576	Biogrid	2	2	2	15531880, 32325033
18999	17685	Biogrid	2	2	2	20362541, 22083510
26380	214669	Biogrid	2	2	2	20362541, 22770845
67731	88	Biogrid	1	1	1	15489953
67731	5530	Biogrid	1	1	1	15489953
71950	433759	Biogrid	2	2	2	18454139, 21589869
71950	18854	Biogrid	2	2	2	18454139, 21589869
71950	67155	Biogrid	2	2	1	18454139
71950	20586	Biogrid	2	2	1	18454139
71950	17192	Biogrid	2	2	3	18454139, 21589869, 23892456
71950	245688	Biogrid	2	2	1	18454139
15182	17192	Biogrid	2	2	1	18454139
15182	245688	Biogrid	2	2	1	18454139
234366	20466	Biogrid	2	2	1	18454139
67155	269397	Biogrid	2	2	1	19279220
67155	71514	Biogrid	2	2	1	19279220
67155	101706	Biogrid	2	2	1	19279220
67155	53610	Biogrid	2	2	1	19279220
67155	18432	Biogrid	2	2	1	19279220
67155	75956	Biogrid	2	2	1	19279220
67155	105246	Biogrid	2	2	1	19279220
67155	26992	Biogrid	2	2	1	19279220
67155	77045	Biogrid	2	2	1	19279220
67155	243842	Biogrid	2	2	1	19279220
67155	11465	Biogrid	2	2	1	19279220
67155	56456	Biogrid	2	2	2	19279220, 32325033
67155	20587	Biogrid	2	2	1	19279220
67155	57376	Biogrid	2	2	1	19279220
67155	66993	Biogrid	2	2	1	19279220
67155	68094	Biogrid	2	2	2	19279220, 32325033
67155	77044	Biogrid	2	2	1	19279220
67155	239985	Biogrid	2	2	2	19279220, 17255939
20586	269397	Biogrid	2	2	1	19279220
20586	71514	Biogrid	2	2	1	19279220
20586	101706	Biogrid	2	2	1	19279220
20586	53610	Biogrid	2	2	1	19279220
20586	18432	Biogrid	2	2	1	19279220
20586	75956	Biogrid	2	2	1	19279220
20586	105246	Biogrid	2	2	2	19279220, 32640256
20586	26992	Biogrid	2	2	1	19279220
20586	77045	Biogrid	2	2	1	19279220
20586	243842	Biogrid	2	2	1	19279220
20586	11465	Biogrid	2	2	1	19279220
20586	72057	Biogrid	2	2	2	19279220, 32640256
20586	77044	Biogrid	2	2	1	19279220
20586	67155	Biogrid	2	2	1	19279220
98558	20467	Biogrid	2	2	1	16787967
98558	20587	Biogrid	2	2	1	16787967
98558	13206	Biogrid	2	2	1	16787967
98558	83561	Biogrid	2	2	1	16787967
98558	57746	Biogrid	2	2	1	16787967
98558	57749	Biogrid	2	2	1	16787967
56461	13017	Biogrid	2	2	1	16787403
17762	15185	Biogrid	2	2	1	19457097
69260	15078	Biogrid	1	1	1	16728977
12753	14056	Biogrid	2	2	1	16717091
11865	14056	Biogrid	2	2	1	16717091
14056	12952	Biogrid	2	2	1	16717091
6736	57258	Biogrid	1	1	1	19349578
20674	57258	Biogrid	1	1	1	19349578
10919	77683	Biogrid	2	2	1	16702210
13016	1488	Biogrid	2	2	1	16702210
74769	19229	Biogrid	2	2	1	19416922
56321	94275	Biogrid	2	2	1	17488777
78284	12916	Biogrid	1	1	1	16595651
12916	15260	Biogrid	2	2	1	16595651
78284	15260	Biogrid	2	2	1	16595651
78284	15078	Biogrid	2	2	1	16595651
78284	69635	Biogrid	2	2	1	16595651
78284	12235	Biogrid	2	2	1	16595651
78284	72935	Biogrid	2	2	1	16595651
78284	56317	Biogrid	2	2	1	16595651
78284	14211	Biogrid	2	2	1	16595651
78284	67040	Biogrid	2	2	1	16595651
12916	14211	Biogrid	2	2	1	16595651
12916	103573	Biogrid	2	2	1	16595651
12916	56317	Biogrid	2	2	1	16595651
64424	20017	Biogrid	2	2	1	16582105
56616	12070	Biogrid	1	1	1	15178455
12070	331	Biogrid	2	2	1	15178455
15078	12416	Biogrid	1	1	2	16537902, 20493168
15078	12418	Biogrid	1	1	1	16537902
15078	494448	Biogrid	1	1	1	16537902
15078	52609	Biogrid	1	1	1	16537902
15078	30951	Biogrid	1	1	1	16537902
320332	494448	Biogrid	1	1	1	16537902
320332	52609	Biogrid	1	1	1	16537902
16151	10318	Biogrid	1	1	1	16684768
20683	433759	Biogrid	1	1	2	16484221, 10409740
13555	433759	Biogrid	1	1	2	16484221, 12799438
