InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
4282	12125	UniProt	1	1	1	18677096
23411	11865	IntAct	1	1	1	18662547
5562	19015	IntAct	2	2	1	18674809
5563	19015	IntAct	2	2	1	18674809
4150	13176	UniProt	1	1	1	11527412
16452	12983	IntAct	2	2	1	18692472
5824	12578	UniProt, Biogrid	1	1	3	11259404, 12581788, 12154087
19298	12578	UniProt, Biogrid	1	1	2	11259404, 16582619
21804	5747	UniProt, Biogrid	2	2	1	9756887
353156	16948	MINT	2	2	1	18497746
353156	16949	MINT	2	2	1	18497746
16950	353156	MINT	2	2	1	18497746
353156	94352	MINT	2	2	1	18497746
353156	67573	MINT	2	2	1	18497746
216274	5108	UniProt, Biogrid	2	2	2	18772192, 26496610
20619	3551	IntAct, Biogrid	1	1	1	18692471
20619	20909	IntAct, Biogrid	2	2	3	18692471, 24469400, 32325033
20619	22318	IntAct, DIP, Biogrid	2	2	3	18692471, 24469400, 24705552
16150	20619	IntAct, Biogrid	2	2	2	18692471, 23960234
100289087	13627	UniProt	1	1	1	18649364
7258	13627	UniProt	1	1	1	18649364
728137	13627	UniProt	1	1	1	18649364
13627	64061	UniProt	2	2	1	18649364
100289087	13628	UniProt	2	2	1	18649364
7258	13628	UniProt	2	2	1	18649364
728137	13628	UniProt	2	2	1	18649364
12388	5770	MINT	2	2	1	18515860
5770	210126	MINT	2	2	1	18515860
13043	5770	MINT	2	2	1	18515860
5770	21872	MINT	2	2	1	18515860
5770	16332	MINT	2	2	1	18515860
5770	18803	MINT	2	2	1	18515860
13448	5770	MINT	2	2	1	18515860
13649	5770	MINT	2	2	1	18515860
5770	18596	MINT	2	2	2	18515860, 12614164
5770	12927	MINT	1	1	3	12023880, 9418872, 16644720
5770	19303	MINT	1	1	1	9418872
5770	14083	MINT	1	1	1	9418872
60365	6774	UniProt	1	1	1	18503751
245886	72433	UniProt	2	2	1	18477474
216344	245886	UniProt	2	2	1	18477474
14083	18186	MINT	2	2	1	18464795
14083	6714	MINT	2	2	2	18464795, 9148935
12683	266690	MINT	2	2	1	18480843
12683	5564	MINT	2	2	1	18480843
12683	22187	MINT	2	2	1	18480843
12683	22190	MINT	2	2	1	18480843
12683	78294	MINT	2	2	1	18480843
12683	22186	MINT	2	2	1	18480843
22187	5564	MINT	2	2	1	18480843
22190	5564	MINT	2	2	1	18480843
78294	5564	MINT	2	2	1	18480843
22186	5564	MINT	2	2	1	18480843
12683	14311	MINT	2	2	1	18480843
226101	259300	UniProt	2	2	1	18502764
26509	259300	UniProt	1	1	1	18502764
14013	17192	UniProt	1	1	1	18500823
14013	53615	UniProt, MINT	2	2	2	18500823, 30462309
20430	13684	IntAct, Biogrid	2	2	2	18805096, 32325033
13684	23191	IntAct	1	1	1	18805096
231876	5504	IntAct	1	1	1	12393858
63993	351	DIP	2	2	1	17709753
63993	333	DIP	2	2	1	17709753
63993	334	DIP	2	2	1	17709753
11820	19122	IntAct, Biogrid	2	2	2	17934213, 15146195
11820	235402	IntAct	2	2	1	17934213
11820	65945	IntAct	2	2	2	17934213, 20925061
11820	12317	IntAct	2	2	2	17934213, 23585889
17535	27354	IntAct, DIP, Biogrid	2	2	3	18854157, 17429352, 21884979
17535	17535	IntAct	1	1	1	18854157
13164	13164	UniProt	1	1	1	10903443
13164	1617	UniProt	1	1	1	10903443
27059	24057	UniProt	1	1	1	12615363
24057	78455	UniProt	1	1	1	12615363
5770	16452	MINT	1	1	1	17128263
5770	16367	MINT	1	1	1	10751417
16337	5770	MINT	1	1	1	10751417
5770	11651	MINT	1	1	1	11579209
16367	3643	MINT	1	1	1	12446583
16337	3643	MINT	1	1	1	12446583
268780	13017	UniProt	2	2	1	18641643
268780	13405	UniProt	2	2	1	18641643
11848	6242	IntAct	2	2	2	18854161, 24525234
26409	66513	MINT, IntAct, Biogrid	2	2	4	19026643, 20813258, 15218018, 29143862
55201	12702	MINT	2	2	1	19027008
270058	12702	MINT, Biogrid	2	2	2	19027008, 32325033
5067	11820	IntAct	1	1	1	18272596
152330	11820	IntAct	1	1	1	18272596
231464	234594	UniProt	2	2	1	17452450
231464	232791	UniProt	2	2	1	17452450
18983	231464	UniProt, MINT	2	2	2	17452450, 21897366
231464	58184	UniProt	2	2	1	17452450
20202	20201	IntAct	1	1	1	9867828
20201	20201	IntAct	1	1	1	9867828
20202	20202	IntAct	1	1	1	9867828
13163	17246	MINT, Biogrid	2	2	2	18566590, 15364927
13163	22059	MINT, Biogrid	2	2	2	18566590, 15364927
17246	56289	MINT, Biogrid	1	1	1	18566590
17246	7157	MINT, Biogrid	1	1	4	18566590, 11983168, 24980433, 10202144
80905	56210	UniProt, Biogrid	1	1	4	18242152, 22244149, 14657033, 32325033
56210	26447	UniProt, Biogrid	1	1	3	18242152, 14657033, 32325033
27015	56210	UniProt, Biogrid	1	1	2	18242152, 14657033
19099	228357	MINT	2	2	1	19071120
56705	228357	MINT	2	2	1	19071120
21415	864	IntAct	2	2	1	18772112
864	16842	IntAct	2	2	1	18772112
56324	9146	UniProt	2	2	1	15113837
15239	8027	UniProt, DIP	1	1	2	15113837, 19278655
9759	15251	MINT	2	2	1	19071119
10014	15251	MINT	2	2	1	19071119
144100	12388	IntAct	2	2	1	19041755
3801	69697	IntAct	2	2	1	19041755
144100	69697	IntAct	2	2	1	19041755
581	12122	IntAct, DIP	1	1	2	19062087, 26344567
109676	11465	IntAct	2	2	1	19109891
11465	11735	IntAct	2	2	1	19109891
109676	67665	IntAct	2	2	1	19109891
50932	5911	IntAct	2	2	1	18930710
30795	4193	MINT	2	2	1	19166840
11461	12389	IntAct	2	2	1	15293782
4089	22284	IntAct	1	1	1	19135894
4087	22284	IntAct	2	2	1	19135894
4088	22284	IntAct	2	2	1	19135894
16572	13191	MINT	2	2	1	18615096
15114	16572	MINT	2	2	1	18615096
56480	73174	MINT, Biogrid	2	2	2	18583960, 32325033
13205	29110	MINT	1	1	1	18583960
54354	54386	MINT	1	1	1	18596699
5788	16847	IntAct	1	1	1	19167335
16847	5795	IntAct	1	1	1	19167335
24067	6728	MINT	1	1	1	12244299
665155	6728	MINT	1	1	1	12244299
227743	78757	MINT, DIP, Biogrid	2	2	4	18566586, 22307628, 18851840, 27340174
227743	56717	MINT, Biogrid	2	2	4	18566586, 21045808, 18851840, 27340174
227743	11651	MINT	2	2	1	18566586
11651	22187	MINT	2	2	1	18566586
11651	22190	MINT	2	2	1	18566586
11651	78294	MINT	2	2	1	18566586
11651	22186	MINT	2	2	1	18566586
56717	78757	MINT, UniProt, DIP, Biogrid	2	2	8	18566586, 21045808, 20801936, 18664580, 22307628, 18851840, 27340174, 32325033
11651	15519	MINT, Biogrid	2	2	2	18566586, 10995457
17873	90480	IntAct	1	1	1	12716909
16392	16871	MINT	1	1	1	18583962
16871	16825	MINT	1	1	1	18583962
16392	16825	MINT, IntAct	1	1	2	18583962, 20211142
73086	19401	MINT	1	1	1	19078967
12305	19401	MINT	1	1	1	19078967
79362	12608	MINT	2	2	1	19029947
79362	12606	MINT	2	2	1	19029947
50524	18053	MINT, Biogrid	2	2	1	19131967
110616	22187	MINT	2	2	1	19153604
110616	22190	MINT, Biogrid	1	1	3	19153604, 16432517, 28190767
110616	78294	MINT	2	2	1	19153604
110616	22186	MINT	2	2	1	19153604
13681	18569	MINT	1	1	1	19153607
18221	5048	IntAct	1	1	1	11163258
67203	5048	IntAct, Biogrid	1	1	2	11163258, 20360068
18541	67203	IntAct	1	1	1	11163258
101565	67203	IntAct	1	1	1	11163258
21454	67203	IntAct	1	1	1	11163258
20491	67203	IntAct	1	1	1	11163258
67203	56455	IntAct, Biogrid	1	1	2	11163258, 21911489
7283	67203	IntAct	2	2	1	11163258
67203	18472	IntAct, Biogrid	1	1	1	11163258
12912	12023	IntAct, Biogrid	1	1	2	10781615, 20211142
12023	11909	IntAct, Biogrid	1	1	2	10781615, 20211142
1385	12023	IntAct	2	2	1	10781615
217082	11865	IntAct	1	1	1	9704006
3091	11865	IntAct, Biogrid	1	1	1	9704006
12753	405	IntAct, Biogrid	1	1	1	9704006
20465	405	IntAct	1	1	1	9704006
405	217082	IntAct, Biogrid	1	1	2	9704006, 10671489
1943	69993	MINT	2	2	1	19306875
69993	13639	MINT	2	2	1	19306875
69993	19353	MINT	2	2	1	19306875
69807	17869	IntAct, Biogrid	2	2	1	19269368
69807	236511	IntAct, Biogrid	2	2	1	19269368
26523	69807	IntAct	2	2	1	19269368
20375	15395	IntAct, Biogrid	2	2	1	18692240
20473	14797	IntAct, Biogrid	1	1	1	12050133
14797	20476	IntAct, Biogrid	1	1	1	12050133
20473	21888	IntAct, Biogrid	1	1	1	12050133
21888	20476	IntAct, Biogrid	1	1	1	12050133
56637	244667	IntAct	2	2	1	19303846
2932	244667	IntAct	1	1	1	19303846
11765	9685	MINT	1	1	1	14675752
67300	9685	MINT	2	2	1	14675752
13385	26413	IntAct, Biogrid	2	2	3	19455133, 28671696, 27507650
13385	18195	IntAct, Biogrid	2	2	2	19455133, 28671696
13385	14814	IntAct, Biogrid	1	1	4	19455133, 28671696, 9647694, 27507650
13385	23859	IntAct, Biogrid	2	2	3	19455133, 28671696, 27507650
13385	12322	IntAct, Biogrid	2	2	3	19455133, 28671696, 27507650
13385	108100	IntAct, Biogrid	2	2	3	19455133, 28671696, 27507650
13385	11838	IntAct, DIP, Biogrid	2	2	5	19455133, 23424281, 28671696, 27507650, 28804447
13385	226251	IntAct, Biogrid	2	2	3	19455133, 28671696, 27507650
13385	14544	IntAct, Biogrid	2	2	5	19455133, 19022416, 28671696, 27507650, 32325033
13385	18189	IntAct, Biogrid	2	2	3	19455133, 27507650, 28671696
13385	246317	IntAct, DIP, Biogrid	1	1	4	19455133, 19243221, 28671696, 27507650
13385	14813	IntAct, Biogrid	1	1	2	19455133, 9647694
19353	13385	IntAct, Biogrid	2	2	3	19455133, 28671696, 27507650
13385	53310	IntAct, Biogrid	2	2	4	19455133, 28671696, 27507650, 32325033
13383	13385	IntAct, Biogrid	2	2	4	19455133, 28671696, 27507650, 32325033
66795	11793	MINT	1	1	1	12482611
11793	67526	MINT, IntAct, Biogrid	1	1	4	12482611, 20723759, 12665549, 32325033
66795	67526	MINT	1	1	1	12482611
66795	74244	MINT	1	1	1	12482611
74244	67526	MINT, Biogrid	1	1	3	12482611, 11890701, 32325033
20674	15182	IntAct, Biogrid	2	2	2	19139101, 21103394
20674	433759	IntAct, Biogrid	1	1	4	19139101, 21321941, 21103394, 31077711
20674	20466	IntAct, Biogrid	2	2	2	19139101, 31077711
71950	99377	IntAct, MINT, DIP, Biogrid	2	2	8	17093407, 23892456, 18436640, 19060217, 16840789, 18454139, 21589869, 23395962
71950	51869	IntAct, Biogrid	2	2	3	17093407, 18454139, 21589869
71950	21849	IntAct, Biogrid	2	2	3	17093407, 18454139, 21589869
71950	20541	IntAct	2	2	1	17093407
71950	11614	IntAct, MINT, DIP, Biogrid	2	2	5	17093407, 23892456, 18436640, 20362541, 21589869
11614	20541	IntAct	2	2	1	17093407
226442	11614	IntAct	2	2	1	17093407
18999	11614	IntAct, Biogrid	2	2	2	17093407, 20362541
71950	226442	IntAct, MINT, DIP, Biogrid	2	2	4	17093407, 23892456, 18436640, 21589869
71950	18999	IntAct, DIP, Biogrid	1	1	7	17093407, 18436640, 22036565, 20362541, 18454139, 23444350, 23395962
71950	76007	IntAct, MINT, DIP, Biogrid	2	2	3	17093407, 23892456, 18436640
71950	26380	IntAct, Biogrid	2	2	3	17093407, 18454139, 23892456
71950	15182	IntAct, Biogrid	2	2	3	17093407, 18454139, 23395962
9185	13858	MINT	1	1	1	18154663
13858	13858	MINT, Biogrid	1	1	2	18154663, 9182572
673094	170741	IntAct	2	2	1	14970179
673094	231805	IntAct	2	2	1	14970179
12567	595	MINT	2	2	1	19409388
4077	83409	MINT	1	1	1	19427866
68581	4077	MINT	1	1	1	19427866
66734	4077	MINT	1	1	1	19427866
217342	4077	MINT	1	1	1	19427866
7316	17966	MINT	1	1	1	19427866
8835	67923	IntAct, Biogrid	2	2	2	19159283, 23897481
140462	67923	IntAct	2	2	1	19159283
51665	67923	IntAct	2	2	1	19159283
93759	107476	IntAct, Biogrid	2	2	1	19343720
56017	164	MINT	2	2	1	19523115
56017	11765	MINT	2	2	1	19523115
56017	71770	MINT	2	2	1	19523115
56017	16783	MINT	2	2	1	19523115
56017	16784	MINT	2	2	1	19523115
29864	21929	MINT, InnateDB, Biogrid	2	2	3	19131965, 21765415, 22975135
29864	52440	MINT, Biogrid	2	2	2	19131965, 21765415
19765	16396	MINT	2	2	1	19131965
66508	56692	MINT, Biogrid	2	2	2	19177150, 32325033
17999	80306	MINT	1	1	1	16964398
18227	19697	IntAct	2	2	1	19345186
217864	18227	IntAct	1	1	1	19345186
18227	51701	IntAct	1	1	1	19345186
18126	19697	IntAct, DIP	2	2	2	19345186, 21464294
12402	16443	MINT, Biogrid	2	2	3	16914641, 21712076, 17875942
7157	22061	IntAct, MINT	2	2	2	19345189, 22575646
4088	22061	IntAct	1	1	1	19345189
16531	9402	MINT	1	1	1	17065230
6455	16531	MINT	1	1	1	17065230
1399	16531	MINT	1	1	1	17065230
2017	16531	MINT	2	2	1	17065230
58	16531	MINT	2	2	1	17065230
13043	16531	MINT	2	2	1	17065230
66313	22881	IntAct, Biogrid	2	2	1	19379695
13542	66313	IntAct, Biogrid	2	2	1	19379695
1856	66313	IntAct, Biogrid	2	2	1	19379695
1857	66313	IntAct, Biogrid	2	2	1	19379695
66313	1994	IntAct, Biogrid	2	2	1	19379695
72293	66313	IntAct, Biogrid	2	2	1	19379695
66313	5495	IntAct, Biogrid	2	2	1	19379695
5728	66313	IntAct, Biogrid	2	2	1	19379695
66313	19353	IntAct, Biogrid	2	2	1	19379695
27223	66313	IntAct, Biogrid	2	2	1	19379695
1856	75788	IntAct	2	2	1	19379695
1856	56513	IntAct	2	2	1	19379695
66313	144165	IntAct	2	2	1	19379695
144165	56513	IntAct	2	2	1	19379695
66313	166336	IntAct	2	2	1	19379695
56513	2151	IntAct	2	2	1	19379695
1399	17096	MINT	2	2	1	16781119
29760	14784	MINT	2	2	1	16912232
1785	13043	MINT	2	2	1	16474900
20410	242687	MINT	2	2	1	16483316
18647	67974	MINT, Biogrid	2	2	2	19524571, 32325033
67588	84092	MINT, Biogrid	2	2	1	19527720
67588	12211	MINT, Biogrid	2	2	1	19527720
14191	27278	MINT	2	2	1	16439675
1373	68346	IntAct	2	2	1	19410549
227231	68346	IntAct	2	2	1	19410549
227801	20404	MINT	2	2	1	17182770
227801	16443	MINT	2	2	1	17182770
16772	13138	MINT	1	1	1	19694806
234779	17096	MINT	2	2	1	8395016
17096	18708	MINT	2	2	1	8395016
12143	18708	MINT	2	2	1	8395016
12143	234779	MINT	2	2	1	8395016
234779	14360	MINT	2	2	1	8395016
14360	18708	MINT, Biogrid	2	2	2	8395016, 9115297
14360	12402	MINT, IntAct, Biogrid	2	2	6	9890970, 27474268, 19734451, 8551236, 8635998, 9210408
867	14360	MINT	1	1	1	9890970
26411	4296	MINT	1	1	1	9003777
25	26411	MINT	1	1	1	9003777
13860	10314	MINT	1	1	1	19528316
55915	13860	MINT	1	1	1	19528316
207	214791	IntAct, Biogrid	1	1	1	20368287
207	65019	IntAct, Biogrid	1	1	1	20368287
116986	26936	IntAct, Biogrid	1	1	1	20368287
116986	20437	IntAct, Biogrid	1	1	1	20368287
56424	51177	IntAct, Biogrid	1	1	1	20368287
51177	20091	IntAct, Biogrid	1	1	1	20368287
51177	56443	IntAct, Biogrid	1	1	1	20368287
2931	12005	IntAct, Biogrid	1	1	1	20368287
2931	212514	IntAct, Biogrid	1	1	1	20368287
2931	54006	IntAct, Biogrid	1	1	1	20368287
2931	226154	IntAct, Biogrid	1	1	1	20368287
26403	2931	IntAct, Biogrid	1	1	1	20368287
2931	17966	IntAct, Biogrid	1	1	1	20368287
53610	2931	IntAct, Biogrid	1	1	1	20368287
2931	229589	IntAct, Biogrid	1	1	1	20368287
2931	66201	IntAct, Biogrid	1	1	1	20368287
2931	73422	IntAct, Biogrid	1	1	1	20368287
2931	77827	IntAct, Biogrid	1	1	1	20368287
2931	72114	IntAct, Biogrid	1	1	1	20368287
2932	12005	IntAct, bhf-ucl, Biogrid	1	1	4	20368287, 22682247, 12421363, 10330403
2932	17966	IntAct, Biogrid	1	1	1	20368287
3480	22626	IntAct, Biogrid	1	1	1	20368287
5290	56317	IntAct, Biogrid	1	1	1	20368287
5562	208768	IntAct, Biogrid	1	1	1	20368287
5562	71804	IntAct, Biogrid	1	1	1	20368287
24128	5562	IntAct, Biogrid	1	1	1	20368287
5562	11308	IntAct, Biogrid	1	1	1	20368287
5562	11821	IntAct, Biogrid	1	1	1	20368287
5562	108099	IntAct, Biogrid	1	1	1	20368287
5562	20893	IntAct, Biogrid	1	1	1	20368287
5562	27967	IntAct, Biogrid	1	1	1	20368287
12876	5562	IntAct, Biogrid	1	1	1	20368287
100952	5562	IntAct, Biogrid	1	1	1	20368287
5562	14824	IntAct, Biogrid	1	1	1	20368287
5562	239027	IntAct, Biogrid	1	1	1	20368287
5562	15507	IntAct, Biogrid	1	1	1	20368287
16562	5562	IntAct, Biogrid	1	1	1	20368287
226154	5562	IntAct, Biogrid	1	1	1	20368287
5562	94275	IntAct, Biogrid	1	1	1	20368287
17997	5562	IntAct, Biogrid	1	1	1	20368287
5562	17937	IntAct, Biogrid	1	1	1	20368287
5562	641340	IntAct, Biogrid	1	1	1	20368287
19079	5562	IntAct, Biogrid	1	1	1	20368287
381305	5562	IntAct, Biogrid	1	1	1	20368287
20411	5562	IntAct, Biogrid	1	1	1	20368287
69714	5562	IntAct, Biogrid	1	1	1	20368287
69009	5562	IntAct, Biogrid	1	1	1	20368287
5562	22051	IntAct, Biogrid	1	1	1	20368287
72993	121268	IntAct, Biogrid	1	1	1	20368287
66352	121268	IntAct, Biogrid	1	1	1	20368287
22030	121268	IntAct, Biogrid	1	1	1	20368287
14470	6446	IntAct, Biogrid	1	1	1	20368287
68539	6446	IntAct, Biogrid	1	1	1	20368287
11773	6794	IntAct, Biogrid	1	1	1	20368287
209354	6794	IntAct, Biogrid	1	1	1	20368287
6009	72993	IntAct, Biogrid	1	1	1	20368287
66352	6009	IntAct, Biogrid	1	1	1	20368287
22030	6009	IntAct, Biogrid	1	1	1	20368287
212514	2932	IntAct, Biogrid	1	1	1	20368287
54006	2932	IntAct, Biogrid	1	1	1	20368287
77827	2932	IntAct, Biogrid	1	1	1	20368287
2932	226154	IntAct, Biogrid	1	1	1	20368287
2932	26403	IntAct, Biogrid	1	1	1	20368287
53610	2932	IntAct, Biogrid	1	1	1	20368287
73422	2932	IntAct, Biogrid	1	1	1	20368287
229589	2932	IntAct, Biogrid	1	1	1	20368287
2932	66201	IntAct, Biogrid	1	1	1	20368287
2932	72114	IntAct, Biogrid	1	1	1	20368287
17261	208727	MINT, Biogrid	2	2	3	19498465, 10737771, 32325033
17700	117166	IntAct	2	2	1	18596030
17700	124857	IntAct	2	2	1	18596030
57810	11350	MINT	2	2	1	19470755
17928	67731	MINT, Biogrid	2	2	1	19631210
17928	22187	MINT	2	2	1	19631210
17928	22190	MINT	2	2	1	19631210
17928	78294	MINT	2	2	1	19631210
17928	22186	MINT	2	2	1	19631210
11632	14674	MINT, Biogrid	1	1	2	19390533, 32325033
11632	14682	MINT	1	1	1	19390533
14082	19766	IntAct, DIP, Biogrid	2	2	14	19524513, 21052097, 26555174, 18946037, 21368763, 24557836, 26649818, 22037414, 24144979, 27458237, 29891719, 29203883, 30209212, 30420664
14082	56532	IntAct, DIP, Biogrid	2	2	6	19524513, 21052097, 21368763, 24557836, 26649818, 30420664
19766	56532	IntAct, InnateDB, Biogrid	2	2	3	19524513, 22922364, 29203883
20459	6421	MINT	2	2	1	19439179
16518	7529	MINT	2	2	1	19691494
5566	16518	MINT	1	1	1	19691494
268294	56208	MINT	2	2	1	17891140
4690	11350	MINT	1	1	1	18768933
11350	1398	MINT	1	1	1	18768933
10580	11350	MINT	1	1	1	18768933
1399	11350	MINT	1	1	1	18768933
8470	11350	MINT	1	1	1	18768933
74126	59287	MINT, Biogrid	2	2	1	19725872
59287	22187	MINT	2	2	1	19725872
59287	22190	MINT	2	2	1	19725872
59287	78294	MINT	2	2	1	19725872
59287	22186	MINT	2	2	1	19725872
17196	4355	MINT, Biogrid	1	1	1	18067320
17196	7409	MINT, Biogrid	1	1	1	18067320
640	17196	MINT, Biogrid	1	1	1	18067320
17196	3932	MINT, Biogrid	1	1	1	18067320
17196	4690	MINT, Biogrid	1	1	1	18067320
25	17196	MINT, Biogrid	1	1	1	18067320
17196	2017	MINT, Biogrid	1	1	1	18067320
17196	8874	MINT, Biogrid	1	1	1	18067320
17196	4703	MINT, Biogrid	1	1	1	18067320
17196	5194	MINT, Biogrid	1	1	1	18067320
17196	5296	MINT, Biogrid	1	1	1	18067320
17196	6714	MINT, Biogrid	1	1	1	18067320
17196	7525	MINT, Biogrid	1	1	1	18067320
17196	5921	MINT, Biogrid	1	1	1	18067320
17196	27	MINT, Biogrid	1	1	1	18067320
17196	2533	MINT, Biogrid	1	1	1	18067320
17196	1742	MINT, Biogrid	1	1	1	18067320
17196	6453	MINT, Biogrid	1	1	1	18067320
17196	3055	MINT, Biogrid	1	1	1	18067320
17196	7984	MINT, Biogrid	1	1	1	18067320
17196	3059	MINT, Biogrid	1	1	1	18067320
17196	7410	MINT, Biogrid	1	1	1	18067320
17196	8027	MINT, Biogrid	1	1	1	18067320
17196	695	MINT, Biogrid	1	1	1	18067320
17196	2534	MINT, Biogrid	1	1	1	18067320
12566	12428	IntAct, Biogrid	1	1	7	19592082, 10068472, 8547220, 8226784, 22898779, 18635963, 16627785
12566	12447	IntAct, MINT, Biogrid	1	1	13	19592082, 20150892, 18356301, 16102793, 8226784, 15749021, 12970760, 14627988, 8769642, 17699765, 15155733, 18635963, 16627785
12534	12447	IntAct, DIP	2	2	2	19592082, 17700700
12428	12534	IntAct, Biogrid	1	1	2	19592082, 8226784
20168	51062	IntAct	2	2	1	19665976
20168	64225	IntAct	2	2	1	19665976
14083	19247	MINT	2	2	1	19698715
5300	11820	IntAct	2	2	1	16554819
23988	351	IntAct	2	2	1	16554819
14109	20405	MINT	2	2	1	19796172
21781	104394	MINT	2	2	1	19644500
22059	11785	MINT	2	2	1	19796171
16151	22187	MINT, DIP	1	1	2	19766637, 20404153
16151	22190	MINT, DIP, Biogrid	1	1	3	19766637, 20404153, 28190767
16151	78294	MINT, DIP	1	1	2	19766637, 20404153
16151	22186	MINT, DIP	1	1	2	19766637, 20404153
19247	3815	IntAct	1	1	1	7523381
19247	2885	IntAct, MINT	1	1	5	7523381, 11432792, 11684012, 7522233, 8959326
17164	54383	MINT, Biogrid	1	1	1	19369945
13619	17164	MINT, Biogrid	1	1	1	19369945
17164	26416	MINT, Biogrid	1	1	2	19369945, 15538386
1912	17164	MINT	2	2	1	19369945
1912	12151	MINT, UniProt, Biogrid	2	2	2	19369945, 12167701
9261	54383	MINT	2	2	1	19369945
6045	17164	MINT	2	2	1	19369945
10657	11350	IntAct	2	2	1	7537265
5347	17246	MINT, Biogrid	1	1	1	19833129
8454	19823	MINT, Biogrid	2	2	1	19037258
8453	56438	MINT, Biogrid	1	1	2	19037258, 11384984
8452	56438	MINT, Biogrid	1	1	2	19037258, 11384984
8065	56438	MINT, Biogrid	1	1	2	19037258, 11384984
20020	27224	MINT, Biogrid	2	2	1	19037258
22187	19697	MINT	2	2	1	19270718
22190	19697	MINT	2	2	1	19270718
78294	19697	MINT	2	2	1	19270718
22186	19697	MINT	2	2	1	19270718
22187	5970	MINT	2	2	1	19270718
22190	5970	MINT	2	2	1	19270718
78294	5970	MINT	2	2	1	19270718
22186	5970	MINT	2	2	1	19270718
71745	5970	MINT	2	2	1	19270718
5970	12703	MINT	2	2	1	19270718
17846	5970	MINT	2	2	1	19270718
19091	12168	MINT	1	1	1	19424179
19091	17125	MINT	2	2	1	19424179
19091	17128	MINT	2	2	1	19424179
20661	18053	MINT, UniProt	2	2	2	19407813, 21040701
67169	20661	MINT	2	2	1	19407813
67169	18053	MINT	2	2	1	19407813
104111	8777	MINT	2	2	1	19909339
20614	22318	IntAct, MINT, DIP, UniProt, Biogrid	1	1	11	19703397, 20114047, 22187053, 16565726, 17283335, 19805029, 24705552, 20798282, 21151134, 16269331, 32325033
19877	74194	MINT	1	1	1	18946488
223701	60	MINT	2	2	1	19008859
17151	50914	MINT	2	2	1	18923419
7316	16151	MINT, Biogrid	2	2	3	19763089, 19766637, 22819327
56420	74521	IntAct, Biogrid	2	2	2	18715871, 32325033
17125	26409	MINT	1	1	1	19536134
55994	26409	MINT	2	2	1	19536134
17129	26409	MINT	2	2	1	19536134
117149	18708	MINT	2	2	1	19574958
100037258	3309	MINT	1	1	1	18923430
100037258	6035	MINT	2	2	1	18923430
7409	20218	MINT	2	2	1	17855053
22324	10657	MINT	2	2	1	17855053
70292	6714	MINT	2	2	1	15314167
17131	17127	IntAct, Biogrid	2	2	3	19914168, 22036565, 30315770
14784	668303	IntAct	1	1	1	19914172
2885	668303	IntAct	2	2	1	19914172
5916	20410	MINT	1	1	1	15734736
6453	13429	MINT	2	2	1	18539136
12402	6453	MINT	2	2	1	18539136
20662	6453	MINT	2	2	1	18539136
208650	6453	MINT	2	2	1	18539136
83430	3593	IntAct	2	2	1	11114383
16160	83430	IntAct	1	1	1	11114383
9788	13043	MINT	2	2	1	15688017
16574	12995	IntAct	2	2	1	19011756
16574	13000	IntAct, Biogrid	2	2	2	19011756, 32325033
12389	7296	MINT	2	2	1	19820694
50493	12389	MINT	2	2	1	19820694
25	17687	MINT, Biogrid	1	1	1	19442657
15258	4204	MINT, Biogrid	1	1	1	19820693
20404	6311	MINT	2	2	1	18602463
20239	20404	MINT, Biogrid	2	2	2	18602463, 32325033
229	20495	IntAct	1	1	1	17848580
19122	14784	MINT, Biogrid	1	1	2	15301538, 11571277
80790	225164	MINT	2	2	1	20018188
8454	56438	IntAct, Biogrid	1	1	5	19945379, 11384984, 16275325, 12417738, 11337588
25	20401	MINT	1	1	1	14757063
20779	5747	MINT	1	1	2	18560762, 21266176
26927	13982	IntAct	2	2	1	20005806
13983	26927	IntAct	2	2	1	20005806
50796	20682	IntAct	2	2	1	20005806
13626	16468	IntAct, DIP, Biogrid	2	2	4	20064375, 20064376, 20075857, 32325033
13626	52615	IntAct, DIP, Biogrid	2	2	7	20064375, 20064376, 20075857, 22438827, 24040135, 24457600, 25680957
52615	14056	IntAct, MINT, DIP, Biogrid	2	2	9	20064375, 20064376, 23624935, 24074865, 20075857, 20123894, 22438827, 24040135, 25680957
52615	16468	IntAct, MINT, DIP, Biogrid	1	1	7	20064375, 20064376, 21811233, 20075857, 22438827, 23333148, 25680957
16468	14056	IntAct, MINT, DIP, Biogrid	2	2	6	20064375, 20064376, 21811233, 20075857, 20123894, 25680957
52615	214899	IntAct, Biogrid	1	1	1	20064375
63894	228545	IntAct, Biogrid	2	2	1	19109425
63894	71732	IntAct, Biogrid	2	2	1	19109425
12122	83737	MINT	1	1	1	20392206
12122	7316	MINT	2	2	1	20392206
20907	22318	MINT, DIP, Biogrid	1	1	8	20114047, 26280336, 26437117, 21151134, 20798282, 16269331, 32325033, 18385322
20907	20614	MINT, DIP, Biogrid	1	1	8	20114047, 17283335, 24705552, 21151134, 20798282, 16269331, 32325033, 18385322
20907	20910	MINT, Biogrid	2	2	3	20114047, 7890599, 32325033
22318	20977	MINT, IntAct, Biogrid	1	1	5	20114047, 19022416, 21645620, 18706977, 32325033
19262	6714	MINT	2	2	1	20158519
13626	17765	IntAct, Biogrid	2	2	2	20064376, 32325033
