,Source,Target,capacity
3483,Pcna,Dnmt1,0.5449034237265183
3484,Foxp3,Dnmt1,0.3330131943393341
3485,Ezh2,Dnmt1,0.6280149887348015
3486,Parp1,Dnmt1,0.34391818715923783
3487,Atm,Dnmt1,0.04895678631910744
3488,Cdh1,Dnmt1,0.717082547226738
3489,Ubc,Dnmt1,0.33270344834712856
3490,Tcf3,Dnmt1,0.5144450220707701
3491,Hdac1,Dnmt1,0.7034313582963708
3492,Kat5,Dnmt1,0.6533570720842758
3493,Fancd2,Dnmt1,0.7939546992118096
3494,Eed,Dnmt1,0.42216121096173587
3495,Ywhae,Dnmt1,0.44560971638934
3496,Rela,Dnmt1,0.26452347433326695
3497,Apc,Dnmt1,0.3405627079574088
3498,Sting1,Dnmt1,0.6872573422483659
3499,Fmr1,Dnmt1,0.3165652510766592
3500,Foxp3,Dnmt3a,0.5857339808882462
3501,H3f3a,Dnmt3a,0.3784382772269392
3502,Stat6,Dnmt3a,0.4579493078023646
3503,Ezh2,Dnmt3a,0.4534255413997255
3504,Ehmt2,Dnmt3a,0.17533812440240343
3505,Eed,Dnmt3a,0.5873496323766029
3506,Hells,Dnmt3a,0.5932107629982631
3507,Ywhae,Dnmt3a,0.6056629689234325
3508,Tet2,Dnmt3a,0.6772503050211522
3509,Dnmt3b,Dnmt3a,0.9072164809528045
3510,Setdb1,Dnmt3a,0.5168653892673423
3511,Ehmt1,Dnmt3a,0.3780674134134353
3512,Suz12,Dnmt3a,0.6625932657298589
3513,Bmi1,Dnmt3b,0.8148432545691727
3514,Pcgf2,Dnmt3b,0.24697490532769098
3515,Suz12,Dnmt3b,0.74211698413871
3516,Ehmt2,Dnmt3b,0.10261249744286255
3517,Foxp3,Dnmt3b,0.6105721593564934
3518,Ezh2,Dnmt3b,0.553395712047606
3519,Cbx2,Dnmt3b,0.30809782547938513
3520,Hells,Dnmt3b,0.6615777793050895
3521,Eed,Dnmt3b,0.6551031221966945
3522,Pgls,Dnpep,0.6978625924861437
3523,Dmd,Dnpep,0.46281745888942927
3524,Ywhae,Dnpep,0.7375192594647348
3525,Nck1,Dok1,0.6034032186566259
3526,Insr,Dok1,0.49838095855566733
3527,Abl1,Dok1,0.31484265441394244
3528,Lyn,Dok1,0.24543512311852048
3529,Inpp5d,Dok1,0.3896903308471756
3530,Ptpn6,Dok1,0.599309077898906
3531,Csk,Dok1,0.3153306447027101
3532,Pik3r1,Dok1,0.43737053068867265
3533,Syk,Dok1,0.42485868922434267
3534,Grb2,Dok1,0.4709648265170563
3535,Src,Dok2,0.4986461515148123
3536,Dok1,Dok2,0.2646518082537228
3537,Lyn,Dok2,0.8573648728484522
3538,Abl1,Dok2,0.9215655604491191
3539,Inpp5d,Dok2,0.7946139328646307
3540,Csk,Dok2,0.9702495561605278
3541,Nck1,Dok2,0.02095093511523638
3542,Ywhae,Reep5,0.3343350145520245
3543,Smn1,Reep5,0.255189534135995
3544,Zfyve27,Reep5,0.6293876889280867
3545,Ywhae,Dpm1,0.588271156159829
3546,Ywhab,Dpm1,0.4964976217572382
3547,Fancd2,Dpm1,0.602054470135225
3548,H2-Eb1,Dpm2,0.61103204020249
3549,Hsd3b7,Dpp4,0.5167800874478343
3550,Ywhae,Dpp4,0.4995343919962642
3551,Invs,Dpp4,0.39138567900276355
3552,Ywhaz,Dpp4,0.3950588757651212
3553,Wdr5,Dr1,0.47174811473835426
3554,Kat14,Dr1,0.3233885191174251
3555,Kat2a,Dr1,0.5101740665927863
3556,Tada2a,Dr1,0.7755681520831325
3557,Fancd2,Drg1,0.5647761734492418
3558,Rwdd1,Drg1,0.7236203471292548
3559,Ywhae,Drg1,0.8728705640393049
3560,Atp1b1,Drg1,0.11983774714023981
3561,Lmo2,Drg1,0.24707971722733507
3562,Rwdd1,Drg2,0.5645200473665516
3563,Ywhah,Drg2,0.6247977865195253
3564,Shank3,Drg2,0.6021079574543964
3565,Eed,Drg2,0.4970225583764946
3566,Ywhae,Arid3a,0.4065048534349451
3567,Spi1,Arid3a,0.7963898190843601
3568,Btk,Arid3a,0.525584745829551
3569,Nacc1,Arid3a,0.46205150349260116
3570,Smad3,Arid3a,0.06679417713803476
3571,Rere,Atn1,0.1656291058925426
3572,Ywhae,Dst,0.2977370561779408
3573,Cask,Dst,0.657727045979841
3574,Tnik,Dst,0.6281348124389432
3575,Unk,Dst,0.6219780956719251
3576,Mycbp2,Dst,0.5450954736231975
3577,Eef1a1,Dst,0.6913132143221654
3578,Ubc,Dst,0.8001549896529297
3579,Plec,Dst,0.4988641461905432
3580,Rab6a,Dst,0.4650030520017189
3581,Herc2,Dst,0.7294269827636383
3582,Kif5a,Dtnb,0.7462243123861407
3583,Kif5b,Dtnb,0.17428077921766577
3584,Dtnbp1,Dtnb,0.3708281999432273
3585,Snta1,Dtnb,0.774397207217691
3586,Traf1,Dtnb,0.12443059285882219
3587,Tal1,Dusp2,0.47997221543157687
3588,Mapk1,Dusp2,0.5294547854130143
3589,Smad4,Dvl1,0.6063114862647654
3590,Smad2,Dvl1,0.6811716978051414
3591,Ryk,Dvl1,0.43311765293605176
3592,Axin1,Dvl1,0.54204628045357
3593,Nfatc1,Dvl1,0.5455801339164768
3594,Smad7,Dvl1,0.12579725537872777
3595,Smad1,Dvl1,0.35645965431498094
3596,Vangl2,Dvl1,0.3782597109163849
3597,Lrrk2,Dvl1,0.6062109410868832
3598,Vangl1,Dvl2,0.3494315597458184
3599,Axin1,Dvl2,0.6462441669446817
3600,Dvl3,Dvl2,0.6391617399908661
3601,Src,Dvl2,0.63884096965083
3602,Rac1,Dvl2,0.6106782906731802
3603,Dvl1,Dvl2,0.5523546995728306
3604,Smurf1,Dvl2,0.5074936556374189
3605,Dab2,Dvl2,0.6531089115429619
3606,Grb2,Dvl2,0.46232121552043015
3607,Fmr1,Dvl2,0.1989747612793903
3608,Plcg2,Dvl2,0.692660036314043
3609,Dact3,Dvl2,0.9057291482563329
3610,Apc,Dvl2,0.23113824366546304
3611,Vangl2,Dvl2,0.8040029201538523
3612,Axin1,Dvl3,0.30145790968899966
3613,Ubc,Dvl3,0.19172563285468636
3614,Dvl1,Dvl3,0.6527636934052959
3615,Dab2,Dvl3,0.8751305226762833
3616,Vangl2,Dvl3,0.6631603924138803
3617,Lrrk2,Dvl3,0.5287618897815227
3618,Dact3,Dvl3,0.7512484863511217
3619,Mapt,Dyrk1a,0.6011384395456645
3620,Tsc1,Dyrk1a,0.5337282731058298
3621,Cry2,Dyrk1a,0.5499935223452951
3622,Ywhae,Dyrk1a,0.09034955753986396
3623,Sirt1,Dyrk1a,0.4933521524546462
3624,Parp1,E2f1,0.5328463150612136
3625,Myc,E2f1,0.2035678411249111
3626,Ndn,E2f1,0.5104193697948858
3627,Tfdp2,E2f1,0.42100106713491425
3628,Rb1,E2f1,0.5578421403150389
3629,Skp2,E2f1,0.7374228482333227
3630,Pura,E2f1,0.12646156188307256
3631,Arid1b,E2f1,0.5919580095362466
3632,Rela,E2f1,0.3829572278981304
3633,Hdac1,E2f1,0.6651675524420476
3634,Gsk3b,E2f1,0.7728218911906931
3635,Crebbp,E2f1,0.32508654198412407
3636,Kat2a,E2f1,0.4227998801851401
3637,Rb1,E2f3,0.438943098475205
3638,Tfdp1,E2f3,0.8309655144146479
3639,Ccnd1,E2f3,0.17134463004873446
3640,Ccna2,E2f3,0.7838145170465973
3641,Arid1b,E2f5,0.24669466683542582
3642,Tfdp2,E2f5,0.4680346864346973
3643,Anp32a,E4f1,0.3308210692355657
3644,Nfe2,E4f1,0.6518051550803319
3645,Gmeb2,E4f1,0.4625434711766863
3646,Ywhae,Mapre1,0.20329296128059743
3647,Macf1,Mapre1,0.8653975803671428
3648,Pgls,Mapre1,0.6280891786581247
3649,Xpo7,Mapre1,0.6948618076253502
3650,Rabl2,Mapre1,0.19532280478000563
3651,Clip1,Mapre1,0.3895438072090019
3652,Unk,Mapre1,0.8078578592059448
3653,Map1b,Mapre1,0.5771344267959325
3654,Ep300,Lefty1,0.18768797421179928
3655,Smad3,Lefty1,0.7239685007032926
3656,Tbp,Lefty1,0.2504173369422483
3657,Cebpa,Ebf1,0.3481803796575912
3658,Irf8,Ebf1,0.5693964211864194
3659,Ceacam1,Ebf1,0.6503000454963969
3660,Cebpb,Ebf1,0.07598306964585333
3661,Pax5,Ebf1,0.9647531875208374
3662,Ubc,Ebp,0.4700715776766155
3663,Il2ra,Ecm1,0.44574960502520106
3664,Gata3,Ecm1,0.4479232269813597
3665,Ywhae,Sparcl1,0.2697351820933137
3666,App,Sparcl1,0.2883078896203557
3667,Prnp,Sparcl1,0.4009327656951441
3668,Rac1,Ect2,0.45908705273507405
3669,Stat3,Ect2,0.516009443094814
3670,Rhoc,Ect2,0.4918358678301264
3671,Ywhab,S1pr1,0.5855705777742994
3672,Jak2,S1pr1,0.42513545098213024
3673,Ednra,Edn1,0.2730126776626167
3674,Ednrb,Edn1,0.5351412203476837
3675,Arrb1,Ednra,0.5351159814508651
3676,Yes1,Ednra,0.43678163184445673
3677,Phc2,Phc1,0.4671171106299874
3678,Eed,Phc1,0.5094126986741562
3679,Rnf2,Phc1,0.42630027132800635
3680,Runx1,Phc1,0.39684198275235527
3681,Gmnn,Phc1,0.4049833174904898
3682,Tfcp2l1,Phc1,0.4024683448441887
3683,Cbx2,Phc1,0.5286316821191451
3684,Sf3b1,Phc1,0.32083745676592845
3685,Pcgf2,Phc1,0.6346304867698085
3686,Bmi1,Phc1,0.41022648474762846
3687,Cbx7,Phc1,0.5435351305024131
3688,Lipc,Eef1a1,0.7740429982851926
3689,Ywhae,Eef1a1,0.32065793680331034
3690,Trpm7,Eef1a1,0.33682324636679695
3691,Mks1,Eef1a1,0.690686441220497
3692,Pgls,Eef1a1,0.44280857121525935
3693,Isg15,Eef1a1,0.5426147413753741
3694,Traf6,Eef1a1,0.5674397863732261
3695,Iqcb1,Eef1a1,0.5589348646705622
3696,Rpgrip1l,Eef1a1,0.4563580730940081
3697,Ilk,Eef1a1,0.16692122654519237
3698,Unk,Eef1a1,0.7898372257232578
3699,Eif4g2,Eef1a1,0.4997243897897724
3700,Hsd3b7,Eef1a1,0.4318862345920027
3701,Csf1,Eef1a1,0.4112002914314945
3702,Atp6v1a,Eef1a1,0.04011405738485435
3703,Heatr5b,Eef1a1,0.5332143626473574
3704,Fancd2,Eef1a1,0.2411778279132394
3705,Apc,Eef1a1,0.6546638493066227
3706,Uvrag,Eef1a1,0.7260275094521369
3707,Mdm2,Eef1a1,0.4497533455399573
3708,Herc2,Eef1a1,0.6480554998708715
3709,Kcnma1,Eef1a1,0.5678582306796406
3710,Ywhab,Eef1a1,0.4016773849648944
3711,Eed,Eef1a1,0.4178995790320838
3712,Fbxo32,Eef1a1,0.771300438021159
3713,Ywhaz,Eef1a1,0.43431584807068385
3714,Dlg4,Eef1a1,0.1725117050085887
3715,Ezh2,Eef1a1,0.19718060070054216
3716,Iqcb1,Eef2,0.4751706757822169
3717,Isg15,Eef2,0.43433315547967105
3718,Tal1,Eef2,0.7490692832675296
3719,Ywhae,Eef2,0.3940577509659006
3720,Rab21,Eef2,0.2715163755738915
3721,Traf6,Eef2,0.25789816381563313
3722,Hsd17b10,Eef2,0.5095911608908971
3723,Fbxo32,Eef2,0.20909401693765867
3724,Hsd3b7,Eef2,0.45042520020584653
3725,Park7,Eef2,0.7907866704738824
3726,Mycbp2,Eef2,0.08440539295987798
3727,Ywhab,Eef2,0.32100607613907206
3728,Unk,Eef2,0.3061331200671418
3729,Uvrag,Eef2,0.15393907204098312
3730,Pgls,Eef2,0.9133171166092016
3731,Dlst,Eef2,0.910487234560391
3732,Ezh2,Eef2,0.47365734054125
3733,Ywhaz,Eef2,0.7279490039116341
3734,Huwe1,Eef2,0.15052737161315533
3735,Rpgrip1l,Eef2,0.4542173570443423
3736,Tsc1,Eef2,0.35258140590978015
3737,Cpeb3,Eef2,0.2758757836657163
3738,Fancd2,Eef2,0.4634548988018024
3739,Rab33b,Eef2,0.5266731443345232
3740,Atp6v1a,Eef2,0.6778160118888891
3741,Eed,Eef2,0.25178560295017904
3742,Xpo7,Eef2k,0.20469679214508363
3743,Tiam1,Efna2,0.38789867207227685
3744,Efnb1,Efna2,0.30662628757519594
3745,Chn2,Efna4,0.5123880033644044
3746,Ywhae,Efnb1,0.3147909244416362
3747,Tiam1,Efnb1,0.3741497302283578
3748,Fancd2,Efnb1,0.4251543026475635
3749,Stat3,Efnb1,0.27866382604464746
3750,Gja1,Efnb2,0.6245227949015383
3751,Efnb1,Efnb2,0.2790624668206809
3752,Ephb2,Efnb2,0.453060405669069
3753,Epha4,Efnb2,0.62476512956746
3754,Nck2,Efnb2,0.6930485573575069
3755,Mapk1,Efnb3,0.4382523505452035
3756,Fancd2,Efnb3,0.42604018211895106
3757,Sgip1,Egf,0.5116068755194486
3758,Atf2,Egr1,0.4822059243226384
3759,Cdk9,Egr1,0.3859526612826639
3760,Tbp,Egr1,0.4889020327941708
3761,Ezh2,Egr1,0.1709898233241628
3762,Foxp3,Egr1,0.5326082783505943
3763,Srf,Egr1,0.3903514610342296
3764,Smad3,Egr1,0.733602734895749
3765,Hdac1,Egr1,0.5408656531806357
3766,Myc,Egr1,0.34973676873437043
3767,Gtf2b,Egr1,0.5654639094283991
3768,Stat1,Egr1,0.529628569322697
3769,Tle1,Egr1,0.22027272494929928
3770,Trp53,Egr2,0.40493455501692055
3771,Ubc,Egr2,0.4783526640749754
3772,Ywhae,Ehd1,0.3381184145897884
3773,Pgls,Ehd1,0.720380369820496
3774,Ywhaz,Ehd1,0.5071275845423664
3775,Eed,Ehd1,0.4054623487645721
3776,Irf8,Ehd1,0.5797693289560316
3777,Fancd2,Ehd1,0.30667389916794074
3778,Epn1,Ehd1,0.6515181006266958
3779,Tlr11,Ehf,0.8990450465966047
3780,Nfkbiz,Ehf,0.41182510301327024
3781,Irf8,Eif2s1,0.7296528611270736
3782,Fancd2,Eif2s1,0.3299176864048126
3783,Ubc,Eif2s1,0.6315415852427817
3784,Eed,Eif2s1,0.4610455663827494
3785,Ppp1ca,Eif2s1,0.32349312556057935
3786,Atp1b1,Eif2s1,0.6008600705910601
3787,Cebpa,Eif2s1,0.22448412428549186
3788,Xpo7,Eif2s1,0.7206541759791432
3789,Mfn2,Eif2ak3,0.6369433541207725
3790,Nfe2l2,Eif2ak3,0.31619991970789707
3791,Fancd2,Eif2ak3,0.6393752923537145
3792,Pag1,Eif3a,0.38400648006869
3793,Pgls,Eif3a,0.0651898538243117
3794,Hsd3b7,Eif3a,0.5902091635777915
3795,Ywhaz,Eif3a,0.1568516068063422
3796,Xpo7,Eif3a,0.4356361478476046
3797,Dmd,Eif3a,0.5118250887613093
3798,Ywhae,Eif3a,0.7313291832002701
3799,Kcnq1,Eif3a,0.3739932507615601
3800,Unk,Eif3a,0.3316401378013226
3801,Atp1b1,Eif3a,0.09440774048141776
3802,Paip1,Eif3a,0.5208270100523682
3803,Chaf1a,Eif3a,0.3583948930543648
3804,Cdkn2a,Eif3a,0.6712325063398414
3805,Eif3d,Eif3a,0.4543337273729634
3806,Rara,Eif3a,0.1329411025380538
3807,Eed,Eif3a,0.8844056173316068
3808,Pdcd4,Ddx19a,0.7838834088582253
3809,Eed,Ddx19a,0.39478335172063517
3810,Foxp3,Ddx19a,0.5647941950643138
3811,Fancd2,Ddx19a,0.49218732947308985
3812,Ubc,Eif4a1,0.24702925881011614
3813,Trpm7,Eif4a1,0.4195943299677383
3814,Pgls,Eif4a1,0.6622010870344188
3815,Ywhae,Eif4a1,0.767217034052738
3816,Pdcd4,Eif4a1,0.1571625470463081
3817,Xpo7,Eif4a1,0.5607687660400379
3818,Mycbp2,Eif4a1,0.4605668222127673
3819,Fancd2,Eif4a1,0.384582661235608
3820,Eed,Eif4a1,0.5378764244400691
3821,Fbxo32,Eif4a1,0.18659042942166038
3822,Unk,Eif4a1,0.44964349182280894
3823,Tcf3,Eif4a1,0.3285308242584448
3824,Dlg4,Eif4a2,0.36844784464034963
3825,Tsc1,Eif4a2,0.38088753428162125
3826,Ywhae,Eif4a2,0.261210267111419
3827,Invs,Eif4a2,0.46698159516233473
3828,Trim32,Eif4a2,0.26753406310741856
3829,Tcf3,Eif4a2,0.6128252939553992
3830,Kcnma1,Eif4a2,0.41195133561215314
3831,Unk,Eif4a2,0.562897150912351
3832,Xpo7,Eif4a2,0.5185611357727898
3833,Cyfip1,Eif4e,0.3485793581426511
3834,Eif3b,Eif4e,0.5546720576540081
3835,Mknk1,Eif4e,0.25426706435717183
3836,Clock,Eif4e,0.5935081452882475
3837,Eif4enif1,Eif4e,0.6420588832105143
3838,Fmr1,Eif4e,0.6952139688901142
3839,Rps6,Eif4e,0.23952777769500214
3840,Eif4g1,Eif4e,0.3916455368377085
3841,Eif4ebp1,Eif4e,0.2521616446771167
3842,Myc,Eif4e,0.6321208191403963
3843,Mapk1,Eif4ebp1,0.3557115911032852
3844,Ubc,Eif4ebp1,0.15650133844713515
3845,Prkaca,Eif4ebp2,0.8872565917113663
3846,Eif4e,Eif4ebp2,0.4479364636354769
3847,Mapk1,Eif4ebp2,0.44896309935790124
3848,Unk,Eif4g2,0.4734085707674533
3849,Pik3r1,Eif4g2,0.44588503937264834
3850,Pdcd4,Eif4g2,0.43029851406977765
3851,Ywhae,Eif4g2,0.6840344608153122
3852,Ywhae,Elf1,0.6408561039835737
3853,Foxp3,Elf1,0.6844144381479931
3854,Srf,Elf1,0.28195643618589816
3855,Dmd,Elf1,0.5030528983313142
3856,Mapk1,Elk1,0.26448493090788505
3857,Mapk3,Elk1,0.6506505364072857
3858,Egr1,Elk1,0.46819173046192386
3859,Egr1,Elk3,0.8449531616161944
3860,Egr1,Elk4,0.6741184550673444
3861,Fancd2,Aimp1,0.2907754493134995
3862,Ywhae,Aimp1,0.4093840604706873
3863,Ubc,Aimp1,0.7346118383201453
3864,Rpgrip1l,Aimp1,0.507248306986484
3865,Hdac3,Emd,0.7081647276038034
3866,Fancd2,Emd,0.4057472529380348
3867,Ywhae,Emd,0.5921634487147799
3868,Lmna,Emd,0.2449661607128995
3869,Sun1,Emd,0.5764062396100453
3870,Trpm7,Mark2,0.43956164023911576
3871,Csf1,Mark2,0.4751861179017651
3872,Eed,Mark2,0.4470920023951008
3873,Foxp3,Mark2,0.30024580894261055
3874,Ywhah,Mark2,0.5603235257443747
3875,Ywhae,Mark2,0.4499421799152265
3876,Ywhag,Mark2,0.48537764460543764
3877,Ywhab,Mark2,0.4611129981406087
3878,Itgb1,Emp2,0.3077461328110841
3879,Fancd2,Adgre1,0.8611536105822661
3880,Irf8,En2,0.6319540098832199
3881,Pfn1,Enah,0.45736414054596397
3882,Ywhaz,Enah,0.37102734985017827
3883,Vcl,Enah,0.9169565023608504
3884,Ywhae,Enah,0.4976451691859417
3885,Src,Enah,0.6985698051886038
3886,Ppp1ca,Enah,0.46936908951476464
3887,Pde4dip,Enah,0.69168510800071
3888,Pfn2,Enah,0.5638005051351049
3889,Abl1,Enah,0.3941732174683585
3890,Apbb1ip,Enah,0.5813164698577198
3891,Agap2,Enah,0.3710270839177451
3892,Fyn,Enah,0.11597058452770048
3893,Ywhae,Endog,0.37937268459552653
3894,Ywhab,Endog,0.29900759282373257
3895,Ywhae,Eng,0.3755151731529281
3896,Tgfbr1,Eng,0.27079649374020454
3897,Acvrl1,Eng,0.5870263439253778
3898,Lrg1,Eng,0.7151432341190923
3899,Rpgrip1l,Eno1,0.48740842850374994
3900,Hsd3b7,Eno1,0.5382939141683694
3901,Ywhab,Eno1,0.38402564735909206
3902,Pgls,Eno1,0.5937058480949673
3903,Casp1,Eno1,0.6472229082729511
3904,Ubc,Eno1,0.26806706298118027
3905,Kcnma1,Eno1,0.45657350237516914
3906,Src,Eno1,0.7400501258733303
3907,Isg15,Eno1,0.42520186132010906
3908,Traf6,Eno1,0.3678666727472209
3909,Uvrag,Eno1,0.26238166664798596
3910,Ywhae,Eno1,0.5385349425186003
3911,Fancd2,Eno1,0.6617278146973047
3912,Ywhaz,Eno1,0.47969811785158634
3913,Ezh2,Eno1,0.71307582944518
3914,Fbxo32,Eno1,0.35623772213927796
3915,Fyn,Eno1,0.057302438759038676
3916,Dlg4,Eno1,0.815569918860134
3917,Eed,Eno1,0.5288034333555829
3918,Invs,Eno1,0.7334977298774654
3919,Ywhaz,Eno2,0.37440165164440853
3920,Ywhae,Eno2,0.6454322653570919
3921,Kcnma1,Eno2,0.49577165755282554
3922,Dld,Eno3,0.15845149275372122
3923,Mef2a,Eno3,0.29668863958841063
3924,Htt,Eno3,0.7360377155031727
3925,Snta1,Eno3,0.8023424615731702
3926,Dlst,Eno3,0.5050595389316053
3927,Ywhae,Eno3,0.16707573450381247
3928,Kcnma1,Eno3,0.4113025894720112
3929,Sod1,Eno3,0.5188402739263823
3930,Kcnh2,Eno3,0.8052749303654825
3931,Hsd17b10,Eno3,0.7703318570988564
3932,Fbxo32,Eno3,0.6646646275399297
3933,Notch1,Eomes,0.4786731063415298
3934,Rbpj,Eomes,0.2522368960957492
3935,Nfkb1,Eomes,0.7831142394613778
3936,Arnt,Epas1,0.773455105666742
3937,Ndn,Epas1,0.7073908217651695
3938,Bmal1,Epas1,0.6751968443046316
3939,Vhl,Epas1,0.45635933156158687
3940,Cyfip1,Epb41l1,0.38346880124642846
3941,Itpr1,Epb41l1,0.4715502106264912
3942,Ywhaz,Epb41l1,0.5505081477500023
3943,Ywhae,Epb41l1,0.3662299089609655
3944,Ywhab,Epb41l1,0.560161715662217
3945,Shank3,Epb41l1,0.6293742797279382
3946,Nckap1,Epb41l1,0.4417710770674661
3947,Agap2,Epb41l1,0.6825605538427783
3948,Fancd2,Epb41l1,0.4621329456520327
3949,Rac1,Epb41l2,0.3673030497008018
3950,Ywhae,Epb41l2,0.4586674965475709
3951,Plcg2,Epb41l2,0.3910852620373943
3952,Agap2,Epb41l2,0.3650118220804385
3953,Syngap1,Epb41l2,0.31641107515419603
3954,Dlg4,Epb41l3,0.43342975646955884
3955,Ywhab,Epb41l3,0.4881139839352894
3956,Shank3,Epb41l3,0.6654827242222363
3957,Fxr1,Epb41l3,0.23387346268417503
3958,App,Epb41l3,0.27313214915436357
3959,Ywhae,Epb41l3,0.17213451830187743
3960,Agap2,Epb41l3,0.8131874461595356
3961,Kalrn,Epb41l3,0.2723412948237851
3962,Cyfip1,Epb41l3,0.24152552741844024
3963,Huwe1,Epb41l3,0.20499085064667588
3964,Rpgrip1l,Epb41l3,0.5025691600650207
3965,Nckap1,Epb41l3,0.5849079745185354
3966,Kcnma1,Epb41l3,0.46028410785986984
3967,Ywhae,Epb42,0.46810805423833596
3968,Fancd2,Epb42,0.14469870517413497
3969,Cbfa2t3,Epb42,0.5477406640808529
3970,Ywhaz,Dmtn,0.6017081929474141
3971,Ywhae,Dmtn,0.34804884499006156
3972,Fancd2,Stom,0.3410512149203455
3973,Eed,Stom,0.15920640477473708
3974,Rnf2,Epc1,0.3070587726404716
3975,Kat5,Epc1,0.5407426490211297
3976,Trim27,Epc1,0.34633329471067775
3977,Dmap1,Epc1,0.5968293784622448
3978,Chn2,Epha1,0.35686527291391135
3979,Efna4,Epha1,0.31059529325004775
3980,Stat4,Epha1,0.7553474450086122
3981,Nphp4,Epha2,0.6714883842233341
3982,Ret,Epha2,0.8018816053881013
3983,Efnb1,Epha2,0.5462602014298716
3984,Tiam1,Epha2,0.3227366905093305
3985,Sla,Epha2,0.6965677451236112
3986,Epha4,Epha2,0.4819028369328469
3987,Vav3,Epha2,0.497483809779538
3988,Tsc1,Epha4,0.5850355723773429
3989,Ephb2,Epha4,0.5781665521563986
3990,Fyn,Epha4,0.49462472906590416
3991,Fancd2,Epha4,0.4605032198937352
3992,Abl1,Epha4,0.684971092747835
3993,Etv6,Epha4,0.5326040730244255
3994,Src,Ephb2,0.4297262389021132
3995,Pxn,Ephb2,0.4321268734588514
3996,Ryk,Ephb2,0.7297428744872283
3997,Abl2,Ephb2,0.5467598313561853
3998,Elf2,Ephb2,0.5174736521845474
3999,Efnb1,Ephb2,0.5097167399935589
4000,Ptk2,Ephb2,0.5715905947954569
4001,Grb2,Ephb2,0.40503973603740046
4002,Ywhae,Ephx1,0.16907252734822587
4003,Hsd3b7,Ephx2,0.5496194371429571
4004,Ywhaz,Ephx2,0.8007086462585181
4005,Pgls,Ephx2,0.8286706622136741
4006,Ywhae,Ephx2,0.2619491900785009
4007,Snta1,Ephx2,0.7093208031140898
4008,Stxbp2,Stx2,0.2804613324290771
4009,Gsk3b,Epm2a,0.7318703902037009
4010,Hspa1b,Epm2a,0.3922263435055915
4011,Ywhae,Epn1,0.12666949638187391
4012,Eed,Epn1,0.07757665852052331
4013,Ubc,Epn1,0.876476399819428
4014,Itsn1,Epn1,0.6785912964210034
4015,Ywhae,Epn2,0.31072060012038116
4016,Ywhab,Epn2,0.2991894185516409
4017,Neurl1a,Epn2,0.5297069420149311
4018,Eed,Epn2,0.3458998811189137
4019,Ubc,Epn2,0.615892913378389
4020,Jak2,Epor,0.26877343405971843
4021,Socs3,Epor,0.19461013782220127
4022,Plcg2,Epor,0.5099290310158617
4023,Sos1,Epor,0.4112331015166186
4024,Lyn,Epor,0.8136684237795097
4025,Rnf41,Epor,0.5125973356685973
4026,Pik3r1,Epor,0.5011578604699097
4027,Grb2,Epor,0.5910883107414757
4028,Ywhae,Eps15,0.5304004675597703
4029,Numb,Eps15,0.3729625588754824
4030,Fxr1,Eps15,0.6235100931947544
4031,Itsn1,Eps15,0.4936762475989436
4032,Dab2,Eps15,0.4254966168834788
4033,Gja1,Eps15,0.2876641081046588
4034,Ap2a2,Eps15,0.43784726201453916
4035,Ubc,Eps15,0.5693719400491575
4036,Eed,Eps15l1,0.4373660572599273
4037,Ywhae,Eps15l1,0.5793347114752981
4038,Fxr1,Eps15l1,0.4222496837834456
4039,Cbl,Eps15l1,0.6821909483042825
4040,Ubc,Eps15l1,0.46176014985813163
4041,Itsn1,Eps15l1,0.6375555497363956
4042,Cblb,Eps15l1,0.2420138376494979
4043,Dab2,Eps15l1,0.5557962297739085
4044,Eps15,Eps15l1,0.29614565248273483
4045,Ywhab,Eps15l1,0.4223897358541005
4046,Cbl,Eps8,0.5597438918772233
4047,Ywhae,Eps8,0.12149140219751758
4048,Pik3r1,Eps8,0.8169846958071678
4049,Ptk2,Eps8,0.711295526148
4050,Sos1,Eps8,0.4119151117431046
4051,Ywhaz,Eps8,0.4434202542651591
4052,Fancd2,Epx,0.6412853642123368
4053,Cdk5,Erbb2,0.5909757509829303
4054,Adrb2,Erbb2,0.87535131233458
4055,Pik3r1,Erbb2,0.7109347257816354
4056,Stat3,Erbb2,0.23182266573402943
4057,Cbl,Erbb2,0.5343548480766325
4058,Cdk5r1,Erbb3,0.32821511262423225
4059,L1cam,Erbb3,0.6171985254322387
4060,Erbb2,Erbb3,0.5341201166773321
4061,Cdk5,Erbb3,0.4590765405500261
4062,Slx4,Ercc1,0.475358821444143
4063,Ubc,Ercc1,0.45825338857291104
4064,Stat4,Ercc1,0.3201163051002669
4065,Ywhae,Ercc2,0.8236397486726295
4066,Ubc,Ercc2,0.29459270809669663
4067,Ywhae,Ercc3,0.6382343638368253
4068,Foxp3,Ercc3,0.7078327139326284
4069,Atf7ip,Ercc3,0.6646476436425308
4070,Smad5,Ercc3,0.6338334843848744
4071,Eed,Ercc3,0.7726750043716918
4072,Smad1,Ercc3,0.6406905693823188
4073,Fancd2,Erf,0.330072388221783
4074,Ywhae,Erg,0.5595878870173479
4075,Gata2,Erg,0.9389953089508156
4076,Tal1,Erg,0.5667075036451916
4077,Hspa1b,Erg,0.2852685798143369
4078,Hspa8,Erg,0.44824569611303877
4079,Lmo2,Erg,0.33400599922987906
4080,Setdb1,Erg,0.6418933857757405
