"","GeneNameA","GeneNameB"
"12382","Grin1","Nsf"
"12383","Ywhae","Nsf"
"12384","Grin2b","Nsf"
"12385","Stat4","Nsf"
"12386","Rab3a","Nsf"
"12387","Ywhaz","Nsf"
"12388","Hsd3b4","Nsf"
"12389","Fancd2","Nsf"
"12390","Stx1a","Nsf"
"12391","Fmr1","Nsf"
"12392","Atp6v1a","Nsf"
"12393","Ywhah","Nsf"
"12394","Lck","Nsf"
"12395","App","Nsg1"
"12396","Stx12","Nsg1"
"12397","Ywhae","Nsg2"
"12398","Dvl1","Musk"
"12399","Fnta","Musk"
"12400","Musk","Musk"
"12401","Rnf31","Musk"
"12402","Pdzrn3","Musk"
"12403","Pak1","Musk"
"12404","Ywhae","Ntan1"
"12405","Ntrk2","Ntf3"
"12406","Ntrk3","Ntf3"
"12407","Dcc","Ntn1"
"12408","Unc5b","Ntn1"
"12409","Neo1","Ntn3"
"12410","Plcg1","Ntrk1"
"12411","Traf6","Ntrk1"
"12412","Ubc","Ntrk1"
"12413","Ppp2r5d","Ntrk1"
"12414","Sqstm1","Ntrk1"
"12415","Trim30a","Ntrk1"
"12416","Ubc","Ntrk2"
"12417","Gipc1","Ntrk2"
"12418","Kif5b","Ntrk2"
"12419","Plcg1","Ntrk2"
"12420","Gab1","Ntrk2"
"12421","Dlg4","Ntrk2"
"12422","Ptpn11","Ntrk2"
"12423","Hgs","Ntrk2"
"12424","Cyfip1","Ntrk2"
"12425","Sqstm1","Ntrk2"
"12426","Cdk5","Ntrk2"
"12427","Shc1","Ntrk2"
"12428","Trip13","Ntrk2"
"12429","Bclaf1","Ntrk2"
"12430","Tiam1","Ntrk2"
"12431","Syngap1","Ntrk3"
"12432","Ndn","Nucb1"
"12433","Ywhaz","Nucb1"
"12434","Rab19","Nucb1"
"12435","Ywhae","Nucb1"
"12436","Kcnma1","Nucb1"
"12437","Hsd3b7","Nucb1"
"12438","Iqcb1","Nucb1"
"12439","Invs","Nucb1"
"12440","Hsd3b4","Nucb1"
"12441","Pou5f1","Nudc"
"12442","Dctn1","Nudc"
"12443","Ywhae","Nudc"
"12444","Rabl2","Nudc"
"12445","Kif5b","Nudc"
"12446","Dync1h1","Nudc"
"12447","Dync1i1","Nudc"
"12448","Pafah1b2","Nudc"
"12449","Pgls","Nudc"
"12450","Kcnma1","Nudc"
"12451","Ctnna1","Numb"
"12452","Eed","Numb"
"12453","Ywhab","Numbl"
"12454","Cyfip1","Numbl"
"12455","Fmr1","Numbl"
"12456","Lnx2","Numbl"
"12457","Agap2","Numbl"
"12458","Npm1","Nup62"
"12459","Hsp90aa1","Nup62"
"12460","Exoc7","Nup62"
"12461","Inpp5d","Nup62"
"12462","Ywhae","Nup62"
"12463","Nr3c1","Nup62"
"12464","Kpnb1","Nup62"
"12465","Rcor1","Nr4a2"
"12466","Rela","Nr4a2"
"12467","Per2","Nr4a2"
"12468","Hdac1","Nr4a2"
"12469","Nos2","Nr4a2"
"12470","Sin3a","Nr4a2"
"12471","Sgsm1","Nr4a2"
"12472","Hspa8","Nr4a2"
"12473","Rxra","Nr4a2"
"12474","Trim28","Nr4a2"
"12475","Tnf","Nr4a2"
"12476","Sfpq","Nr4a2"
"12477","Dvl3","Nxn"
"12478","Myd88","Nxn"
"12479","Hdac6","Nxn"
"12480","Dvl1","Nxn"
"12481","Dvl2","Nxn"
"12482","Eed","Nxn"
"12483","App","Oat"
"12484","Hsd3b4","Oat"
"12485","Ywhae","Oat"
"12486","Kcnma1","Oat"
"12487","Azin2","Oaz1"
"12488","Azin2","Oaz2"
"12489","Tjp1","Ocln"
"12490","Tgfbr1","Ocln"
"12491","Cltc","Ocln"
"12492","Itch","Ocln"
"12493","Zbtb17","Odc1"
"12494","Myc","Odc1"
"12495","Tal1","Odc1"
"12496","Tnfrsf1a","Odc1"
"12497","Cenpc1","Odf2"
"12498","Hspb2","Ogdh"
"12499","Hsd3b4","Ogdh"
"12500","Kcnh2","Ogdh"
"12501","Ywhaz","Ogdh"
"12502","Unk","Ogdh"
"12503","Ywhab","Ogdh"
"12504","Ezh2","Ogdh"
"12505","Snta1","Ogdh"
"12506","Atp1b1","Ogdh"
"12507","Cacna1c","Ogdh"
"12508","Fancd2","Ogdh"
"12509","Ywhae","Ogdh"
"12510","Cav3","Ogdh"
"12511","Ywhae","Ogn"
"12512","Ywhae","Omg"
"12513","Ywhab","Omg"
"12514","Ywhae","Omp"
"12515","Tnfsf11","Tnfrsf11b"
"12516","Tal1","Oprd1"
"12517","Oprm1","Oprd1"
"12518","Kcna2","Sigmar1"
"12519","Eed","Orc1"
"12520","Foxp3","Orc1"
"12521","Nphp4","Orc1"
"12522","Ywhab","Orc1"
"12523","Nanog","Orc1"
"12524","Elf5","Orc1"
"12525","Pou5f1","Orc2"
"12526","Cdt1","Orc2"
"12527","Foxp3","Orc2"
"12528","Nfe2","Orc2"
"12529","Ywhae","Orm2"
"12530","Myd88","Sqstm1"
"12531","Xpo7","Sqstm1"
"12532","Hsd3b7","Sqstm1"
"12533","Gria1","Sqstm1"
"12534","Mapk1","Sqstm1"
"12535","Sqstm1","Sqstm1"
"12536","Rpgrip1l","Sqstm1"
"12537","Ubc","Sqstm1"
"12538","Htt","Sqstm1"
"12539","Irf8","Sqstm1"
"12540","Map3k2","Sqstm1"
"12541","Map2k5","Sqstm1"
"12542","Rab38","Sqstm1"
"12543","Pgls","Sqstm1"
"12544","Traf6","Sqstm1"
"12545","Ywhae","Sqstm1"
"12546","Fau","Sqstm1"
"12547","Gbp2","Sqstm1"
"12548","Gria2","Sqstm1"
"12549","Trim30a","Sqstm1"
"12550","Casp8","Sqstm1"
"12551","Stat4","Osm"
"12552","Osmr","Osm"
"12553","Il6st","Osm"
"12554","Ywhae","Osmr"
"12555","Egfr","Osmr"
"12556","Lnx1","Hspa4l"
"12557","Rabl2","Hspa4l"
"12558","Ywhae","Hspa4l"
"12559","Ywhae","Otc"
"12560","Pgls","Otc"
"12561","Csf1","Cldn11"
"12562","Tle4","Otx1"
"12563","Dmrtc2","Otx2"
"12564","Otx2","Otx2"
"12565","Pou5f1","Otx2"
"12566","Ubc","Mybbp1a"
"12567","Aire","Mybbp1a"
"12568","Rnf2","Mybbp1a"
"12569","Ppargc1a","Mybbp1a"
"12570","Cry1","Mybbp1a"
"12571","Hdac2","Mybbp1a"
"12572","Tcf4","Mybbp1a"
"12573","L3mbtl2","Mybbp1a"
"12574","Smarca4","Mybbp1a"
"12575","Casp7","Mybbp1a"
"12576","Cdk9","Mybbp1a"
"12577","Myod1","Mybbp1a"
"12578","Mycbp2","Mybbp1a"
"12579","Hdac1","Mybbp1a"
"12580","Dmrt2","Mybbp1a"
"12581","Nr4a1","Mybbp1a"
"12582","Nacc1","Mybbp1a"
"12583","Tbx5","Mybbp1a"
"12584","Ywhae","Mybbp1a"
"12585","Smarca2","Mybbp1a"
"12586","Myb","Mybbp1a"
"12587","Nanog","Mybbp1a"
"12588","Pknox1","Mybbp1a"
"12589","Kpna2","Mybbp1a"
"12590","Fancd2","Mybbp1a"
"12591","Eed","Mybbp1a"
"12592","Clock","Mybbp1a"
"12593","Nfe2","Mybbp1a"
"12594","Fancd2","P2rx4"
"12595","P2rx7","P2rx4"
"12596","Cyfip1","P2rx7"
"12597","Gja1","P2rx7"
"12598","Stat4","P2rx7"
"12599","Tal1","P2rx7"
"12600","Tal1","P2ry1"
"12601","Pou5f1","P4ha1"
"12602","Ywhae","P4ha1"
"12603","Eed","P4ha1"
"12604","Ywhaz","P4ha1"
"12605","Hsd3b4","P4ha1"
"12606","Fancd2","P4ha1"
"12607","Eed","P4ha2"
"12608","Ywhae","P4ha2"
"12609","Ywhae","P4hb"
"12610","Actn4","P4hb"
"12611","Atp5f1b","P4hb"
"12612","Lgals9","P4hb"
"12613","Ywhaz","P4hb"
"12614","Fancd2","P4hb"
"12615","Pgls","P4hb"
"12616","Hsd3b4","P4hb"
"12617","Mttp","P4hb"
"12618","Prkab1","P4hb"
"12619","Prnp","P4hb"
"12620","Hsd3b7","P4hb"
"12621","Actg1","P4hb"
"12622","Itgb3","P4hb"
"12623","Snap25","Bloc1s6"
"12624","Ywhae","Bloc1s6"
"12625","Ywhaz","Bloc1s6"
"12626","Bloc1s4","Bloc1s6"
"12627","Ywhab","Pabpc1"
"12628","Rab6a","Pabpc1"
"12629","Fxr1","Pabpc1"
"12630","Rab2b","Pabpc1"
"12631","Rara","Pabpc1"
"12632","Vdac1","Pabpc1"
"12633","Ywhaz","Pabpc1"
"12634","Hsd3b4","Pabpc1"
"12635","Kcnq1","Pabpc1"
"12636","Ywhae","Pabpc1"
"12637","Fancd2","Pabpc1"
"12638","Paip1","Pabpc1"
"12639","Rpgrip1l","Pabpc1"
"12640","Ctr9","Pabpc1"
"12641","Rab23","Pabpc1"
"12642","Ago2","Pabpc1"
"12643","Prmt5","Pabpc1"
"12644","Hsd17b10","Pabpc1"
"12645","Rab32","Pabpc1"
"12646","Dmrt2","Pabpc1"
"12647","Aire","Pabpc1"
"12648","Otx2","Pabpc1"
"12649","Hsd3b7","Pabpc1"
"12650","Nanog","Pabpc1"
"12651","Rab5a","Pabpc1"
"12652","Eed","Pabpc1"
"12653","Pgls","Pabpc1"
"12654","Uvrag","Pabpc1"
"12655","Ubc","Pabpc1"
"12656","Lin28a","Pabpc1"
"12657","Ubc","Pabpc2"
"12658","Sycp3","Pabpc2"
"12659","Lnx1","Pafah1b1"
"12660","Pafah1b1","Pafah1b1"
"12661","Zfp322a","Pafah1b1"
"12662","Ywhae","Pafah1b1"
"12663","Dab1","Pafah1b1"
"12664","Nde1","Pafah1b1"
"12665","Dync1i1","Pafah1b1"
"12666","Map1b","Pafah1b1"
"12667","Ywhae","Pafah1b2"
"12668","Vldlr","Pafah1b2"
"12669","Vldlr","Pafah1b3"
"12670","Ywhae","Pafah1b3"
"12671","Pafah1b1","Pafah1b3"
"12672","Atp5f1b","Prdx1"
"12673","Eed","Prdx1"
"12674","Nphp4","Prdx1"
"12675","Dlg4","Prdx1"
"12676","Ywhae","Prdx1"
"12677","Ywhaz","Prdx1"
"12678","Grin2b","Prdx1"
"12679","Ezh2","Prdx1"
"12680","Hsd3b4","Prdx1"
"12681","Hsd3b7","Prdx1"
"12682","Fancd2","Prdx1"
"12683","Prdx1","Prdx1"
"12684","Pgls","Prdx1"
"12685","Crkl","Prdx1"
"12686","Ywhaz","Pah"
"12687","Pgls","Pah"
"12688","Ywhae","Pah"
"12689","Nf2","Pak1"
"12690","Hcn1","Pak1"
"12691","Ywhae","Pak1"
"12692","Rhoq","Pak1"
"12693","Pxn","Pak1"
"12694","Cyfip1","Pak1"
"12695","Fxr1","Pak1"
"12696","Tgfbr1","Pak1"
"12697","Akt2","Pak1"
"12698","Dvl1","Pak1"
"12699","Rhoa","Pak1"
"12700","Rac1","Pak1"
"12701","Nck1","Pak1"
"12702","Git1","Pak3"
"12703","Arhgef7","Pak3"
"12704","Hcn1","Pak3"
"12705","Ywhae","Pak3"
"12706","Fxr1","Pak3"
"12707","Invs","Palm"
"12708","Drd3","Palm"
"12709","Ywhae","Palm"
"12710","Fancd2","Palm"
"12711","Ywhab","Palm"
"12712","Meox2","Pax1"
"12713","Stat3","Pax1"
"12714","Meox1","Pax1"
"12715","Paxip1","Pax2"
"12716","Rb1","Pax2"
"12717","Rnf2","Pax3"
"12718","Trp53","Pax3"
"12719","Alx4","Pax3"
"12720","Ezh2","Pax3"
"12721","Ctnnb1","Pax3"
"12722","Tle4","Pax3"
"12723","Rybp","Pax3"
"12724","Irf8","Pax5"
"12725","Cr2","Pax5"
"12726","Crebbp","Pax5"
"12727","Smarca4","Pax5"
"12728","Rbbp5","Pax5"
"12729","Lef1","Pax5"
"12730","Nfkb1","Pax5"
"12731","Daxx","Pax5"
"12732","Ncor1","Pax5"
"12733","Fcer2a","Pax5"
"12734","Tbp","Pax5"
"12735","Paxip1","Pax5"
"12736","Rel","Pax5"
"12737","Spi1","Pax5"
"12738","Mitf","Pax6"
"12739","Mafb","Pax6"
"12740","Ubc","Pax6"
"12741","Maf","Pax6"
"12742","Suz12","Pax6"
"12743","Paxip1","Pax6"
"12744","Sox2","Pax6"
"12745","Ifi211","Pax6"
"12746","Meis2","Pax6"
"12747","Hira","Pax7"
"12748","Nfix","Pax7"
"12749","Paxbp1","Pax7"
"12750","Nkx2-1","Pax8"
"12751","Paxip1","Pax8"
"12752","Tbx21","Pax9"
"12753","Msx1","Pax9"
"12754","Hoxd10","Pbx1"
"12755","Hoxc12","Pbx1"
"12756","Ywhae","Pbx1"
"12757","Smad2","Pbx1"
"12758","Meis1","Pbx1"
"12759","Smad3","Pbx1"
"12760","Hoxd4","Pbx1"
"12761","Gata2","Pbx1"
"12762","Ldb1","Pbx1"
"12763","Gnrh1","Pbx1"
"12764","Smad4","Pbx1"
"12765","Tal1","Pbx1"
"12766","Hoxa9","Pbx1"
"12767","Meis2","Pbx1"
"12768","Hoxa1","Pbx1"
"12769","Meis2","Pbx2"
"12770","Pknox1","Pbx2"
"12771","Hoxd10","Pbx2"
"12772","Hoxa10","Pbx2"
"12773","Meis1","Pbx2"
"12774","Tlx3","Pbx2"
"12775","Hoxc12","Pbx2"
"12776","Hoxd4","Pbx3"
"12777","Meis2","Pbx3"
"12778","Mid1","Igbp1"
"12779","Xpo7","Igbp1"
"12780","Prkaca","Igbp1"
"12781","Rela","Igbp1"
"12782","Prkaa1","Igbp1"
"12783","H2ax","Igbp1"
"12784","Foxo1","Igbp1"
"12785","Atm","Igbp1"
"12786","Ppp2r1a","Igbp1"
"12787","Ppp2ca","Igbp1"
"12788","Trp53","Igbp1"
"12789","Foxp3","Kat2b"
"12790","Nfe2","Kat2b"
"12791","Myod1","Kat2b"
"12792","Polr1a","Kat2b"
"12793","Grip1","Kat2b"
"12794","Esrra","Kat2b"
"12795","Clock","Kat2b"
"12796","Mafa","Kat2b"
"12797","Mysm1","Kat2b"
"12798","Crebbp","Kat2b"
"12799","Notch1","Kat2b"
"12800","Myocd","Kat2b"
"12801","Tada2a","Kat2b"
"12802","Ep300","Kat2b"
"12803","Fasn","Kat2b"
"12804","Tal1","Kat2b"
"12805","Smad1","Kat2b"
"12806","Cdk2","Kat2b"
"12807","Gja1","Kat2b"
"12808","Hnf1b","Kat2b"
"12809","Crtc2","Kat2b"
"12810","Kat2b","Kat2b"
"12811","Rara","Kat2b"
"12812","Dlg4","Pcbp2"
"12813","Fancd2","Pcbp2"
"12814","Skor1","Pcbp2"
"12815","Pik3r1","Pcbp2"
"12816","Xpo7","Pcbp2"
"12817","Ywhae","Pcbp2"
"12818","Srsf7","Pcbp2"
"12819","Ybx1","Pcbp2"
"12820","Pou5f1","Pcbp2"
"12821","Hnrnpl","Pcbp2"
"12822","Kat2a","Pcbp2"
"12823","Pgls","Pcbp2"
"12824","Eed","Pcbp2"
"12825","Trim30a","Pcdh10"
"12826","Cyfip1","Pcdh10"
"12827","Pcdh10","Pcdh10"
"12828","Dlg4","Pcdh10"
"12829","Tnik","Pcdh8"
"12830","Jak2","Pck1"
"12831","Mycbp2","Pcm1"
"12832","Pde4dip","Pcm1"
"12833","Tnik","Pcm1"
"12834","Eed","Pcm1"
"12835","Ywhaz","Pcm1"
"12836","Fxr1","Pcm1"
"12837","Cep290","Pcm1"
"12838","Fmr1","Pcm1"
"12839","Rpgrip1l","Pcm1"
"12840","Crebbp","Pcmt1"
"12841","Ywhae","Pcmt1"
"12842","Ppara","Pcmt1"
"12843","Rxra","Pcmt1"
"12844","Eed","Pcna"
"12845","Kcnma1","Pcna"
"12846","Ppp1ca","Pcna"
"12847","Tcf3","Pcna"
"12848","Fancd2","Pcna"
"12849","Stat4","Pcna"
"12850","Agap2","Pcna"
"12851","Ubc","Pcna"
"12852","Pcna","Pcna"
"12853","Chaf1a","Pcna"
"12854","Smarca5","Pcna"
"12855","Ywhae","Pcna"
"12856","Stat3","Pcnt"
"12857","Eed","Pcnt"
"12858","Cep290","Pcnt"
"12859","Ubc","Pcnt"
"12860","Nde1","Pcnt"
"12861","Socs1","Pcnt"
"12862","Fmr1","Pcnt"
"12863","Ywhae","Pcp2"
"12864","Ctnna1","Pcp2"
"12865","Ywhae","Pcp4"
"12866","Pcsk1","Pcsk1"
"12867","Ywhae","Pcsk2"
"12868","Stat4","Furin"
"12869","Socs1","Pcsk4"
"12870","Pou5f1","Pcsk6"
"12871","Esrrb","Pcsk6"
"12872","Tal1","Cdk18"
"12873","Pax3","Pctp"
"12874","Ywhae","Pcx"
"12875","Ezh2","Pcx"
"12876","Ywhab","Pcx"
"12877","Rab5c","Pcx"
"12878","Pgls","Pcx"
"12879","Hsd3b7","Pcx"
"12880","Ywhaz","Pcx"
"12881","Hsd3b4","Pcx"
"12882","Foxp3","Pcx"
"12883","Irf9","Pdcd1"
"12884","Nfatc1","Pdcd1"
"12885","Cd274","Pdcd1"
"12886","Pdcd1","Pdcd2"
"12887","Unk","Pdcd4"
"12888","Stat4","Pdcd4"
"12889","Foxp3","Pdcd4"
"12890","Fancd2","Pdcd4"
"12891","Lat","Pdcd4"
"12892","Xpo7","Pdcd4"
"12893","Tcf3","Pdcd6"
"12894","Hmga2","Pdcd6"
"12895","Pdcd6","Pdcd6"
"12896","Sdcbp","Pdcd6ip"
"12897","Stat2","Pdcd6ip"
"12898","Sh3gl2","Pdcd6ip"
"12899","Eed","Pdcd6ip"
"12900","Hsd3b4","Pdcd6ip"
"12901","Sh3gl1","Pdcd6ip"
"12902","Ywhae","Pdcd6ip"
"12903","Camk2a","Pdcd6ip"
"12904","Foxp3","Pdcd6ip"
"12905","Grb2","Pdcd6ip"
"12906","Cep55","Pdcd6ip"
"12907","Ubc","Pdcd6ip"
"12908","Pdcd6ip","Pdcd6ip"
"12909","Plcg2","Pdcd6ip"
"12910","Pdcd6","Pdcd6ip"
"12911","Neurl2","Pdcd6ip"
"12912","Src","Pdcd6ip"
"12913","Cyfip1","Pdcd6ip"
"12914","Eed","Pdcd11"
"12915","Cebpa","Pdcd11"
"12916","Fancd2","Pdcd11"
"12917","Ywhae","Pdcd11"
"12918","Ywhae","Pde1a"
"12919","Ywhaz","Pde1a"
"12920","Mycbp2","Pde1b"
"12921","Ywhae","Pde1b"
"12922","Ywhaz","Pde1b"
"12923","Zfp322a","Pde1c"
"12924","Foxo3","Pde3b"
"12925","Huwe1","Pde4a"
"12926","Cyfip1","Pde4a"
"12927","Nde1","Pde4b"
"12928","Cacna1c","Pde4b"
"12929","Atf4","Pde4b"
"12930","Ywhae","Pde4b"
"12931","Dlgap1","Pde4b"
"12932","Pafah1b1","Pde4b"
"12933","Pde4d","Pde4b"
"12934","Ndel1","Pde4b"
"12935","Disc1","Pde4b"
"12936","Arl3","Pde6d"
"12937","Dnm2","Pde6g"
"12938","Pdgfb","Pdgfa"
"12939","Pdgfa","Pdgfa"
"12940","Pdgfrb","Pdgfb"
"12941","Pdgfb","Pdgfb"
"12942","Pdgfa","Pdgfra"
"12943","Fancd2","Pdgfra"
"12944","Pdgfc","Pdgfra"
"12945","Pdgfb","Pdgfra"
"12946","Ywhae","Pdgfra"
"12947","Shb","Pdgfra"
"12948","Fancd2","Pdgfrb"
"12949","Ywhae","Pdgfrb"
"12950","Pdgfrb","Pdgfrb"
"12951","Pik3r1","Pdgfrb"
"12952","Cbl","Pdgfrb"
"12953","Ubc","Pdgfrb"
"12954","Fyn","Pdgfrb"
"12955","Pten","Pdgfrb"
"12956","Plcg1","Pdgfrb"
"12957","Nherf2","Pdgfrb"
"12958","Sh2b1","Pdgfrb"
"12959","Ryr2","Pdha1"
"12960","Ywhab","Pdha1"
"12961","Ywhaz","Pdha1"
"12962","Ezh2","Pdha1"
"12963","Dlg4","Pdha1"
"12964","Rpl28","Pdha1"
"12965","Cav3","Pdha1"
"12966","Ywhae","Pdha1"
"12967","Hsd3b4","Pdha1"
"12968","Irf8","Pdha2"
"12969","Tal1","Padi1"
"12970","Ikbkg","Padi2"
"12971","Ywhae","Padi2"
"12972","Ywhaz","Padi2"
"12973","Ywhae","Pdk2"
"12974","Pik3r2","Pdk2"
"12975","Cav3","Pdk2"
"12976","Ryr1","Pdk2"
"12977","Egr2","Pdk2"
"12978","Hsd3b4","Pdk2"
"12979","Enpp1","Enpp1"
"12980","Rela","Enpp2"
"12981","Ywhae","Pdpk1"
"12982","Grin1","Pdpk1"
"12983","Atp6v0c","Pdpk1"
"12984","Ppt1","Pdpk1"
"12985","Grin2b","Pdpk1"
"12986","Atp5f1b","Pdpk1"
"12987","Cst3","Pdpk1"
"12988","Ubc","Pdpk1"
"12989","Rpl29","Pdpk1"
"12990","Aldoa","Pdpk1"
"12991","Akap6","Pdpk1"
"12992","Paf1","Pdpk1"
"12993","Birc3","Pdpk1"
"12994","Rpn1","Pdpk1"
"12995","Parp1","Pdpk1"
"12996","Actc1","Pdpk1"
"12997","Top2a","Pdpk1"
"12998","Ddx42","Pdpk1"
"12999","Actg1","Pdpk1"
"13000","Tomm70a","Pdpk1"
"13001","Hdac1","Pdx1"
"13002","Rb1","Pdx1"
"13003","Hdac2","Pdx1"
"13004","Mafa","Pdx1"
"13005","Meis1","Pdx1"
"13006","Ywhae","Pea15a"
"13007","Mapk1","Pea15a"
"13008","Ep300","Etv4"
"13009","Brca1","Etv4"
"13010","Ywhae","Pecam1"
"13011","Ptpn11","Pecam1"
"13012","Ctnnb1","Pecam1"
"13013","Jup","Pecam1"
"13014","Stat5a","Pecam1"
"13015","Stat3","Pecam1"
"13016","Mapk1","Pecam1"
"13017","Ywhae","Peg3"
"13018","Ubc","Peg3"
"13019","Eed","Peg3"
"13020","Dnmt3b","Rhox5"
"13021","Dnmt3a","Rhox5"
"13022","Dnmt3l","Rhox5"
"13023","Vdac1","Pemt"
"13024","Psen1","Pemt"
"13025","Ywhae","Penk"
"13026","Ccnb1ip1","Penk"
"13027","Ywhae","Pepd"
"13028","Per2","Per1"
"13029","Bmal1","Per1"
"13030","Sfpq","Per1"
"13031","Tlx3","Per1"
"13032","Btrc","Per1"
"13033","Mapk1","Per1"
"13034","Nfe2","Per1"
"13035","Csnk1d","Per1"
"13036","Cry2","Per1"
"13037","Cry1","Per1"
"13038","Per1","Per1"
"13039","Sin3a","Per1"
"13040","Clock","Per1"
"13041","Csnk1e","Per1"
"13042","Ncoa3","Per1"
"13043","Ewsr1","Per1"
"13044","Sin3a","Per2"
"13045","Cry1","Per2"
"13046","Pml","Per2"
"13047","Mapk1","Per2"
"13048","Bhlhe41","Per2"
"13049","Cdk9","Per2"
"13050","Per2","Per2"
"13051","Ubc","Per2"
"13052","Bmal1","Per2"
"13053","Pparg","Per2"
"13054","Clock","Per2"
"13055","Per1","Per3"
"13056","Cry1","Per3"
"13057","Clock","Per3"
"13058","Per2","Per3"
"13059","Bmal1","Per3"
"13060","Cry2","Per3"
"13061","Fancd2","Pex11b"
"13062","F11r","Cfp"
"13063","Ncr1","Cfp"
"13064","Ywhah","Pfdn2"
"13065","Pfkfb1","Pfkfb1"
"13066","Pfkfb2","Pfkfb2"
"13067","Nphp4","Pfkfb2"
"13068","Dmxl2","Pfkl"
"13069","Hmga2","Pfkl"
"13070","Fancd2","Pfkl"
"13071","Sting1","Pfkl"
"13072","Lnx1","Pfkl"
"13073","Ywhaz","Pfkl"
"13074","Foxp3","Pfkl"
"13075","Pfkm","Pfkl"
"13076","Ywhae","Pfkl"
"13077","Eed","Pfkl"
"13078","Ywhab","Pfkl"
"13079","Atp6v1a","Pfkl"
"13080","Grin1","Pfkl"
"13081","Abcf1","Pfkl"
"13082","Pfkl","Pfkl"
"13083","Grin2b","Pfkl"
"13084","Cav3","Pfkm"
"13085","Pfkm","Pfkm"
"13086","Ywhaz","Pfkm"
"13087","Dlg4","Pfkm"
"13088","Ywhae","Pfkm"
"13089","Ywhab","Pfkm"
"13090","Ppp1ca","Pfkm"
"13091","Hspa1b","Pfn1"
"13092","Actb","Pfn1"
"13093","Stat6","Pfn1"
"13094","Dnm1","Pfn1"
"13095","Tubb5","Pfn1"
"13096","Fancd2","Pfn1"
"13097","Eed","Pfn1"
"13098","Ywhae","Pfn1"
"13099","Pgls","Pfn1"
"13100","Vcp","Pfn1"
"13101","Cltc","Pfn1"
"13102","Cblb","Pfn1"
"13103","Actb","Pfn2"
"13104","Syn2","Pfn2"
"13105","Shank3","Pfn2"
"13106","Hspa1b","Pfn2"
"13107","Cyfip1","Pfn2"
"13108","Ywhae","Pfn2"
"13109","Fancd2","Pfn2"
"13110","Nckap1","Pfn2"
"13111","Dnm1","Pfn2"
"13112","Pfn1","Pfn2"
"13113","Ywhae","Prf1"
"13114","Elf4","Prf1"
"13115","Rbpj","Prf1"
"13116","Prf1","Prf1"
"13117","Notch1","Prf1"
"13118","Nfkb1","Prf1"
"13119","Pgls","Pgam1"
"13120","Eed","Pgam1"
"13121","Hsd3b7","Pgam1"
"13122","Kcnma1","Pgam1"
"13123","Ywhae","Pgam1"
"13124","Ywhaz","Pgam1"
"13125","Rpgrip1l","Pgam1"
"13126","Hsd3b4","Pgam1"
"13127","Flt1","Pgf"
"13128","Ywhae","Pgk1"
"13129","Isg15","Pgk1"
"13130","Invs","Pgk1"
"13131","Pgls","Pgk1"
"13132","Cav3","Pgk1"
"13133","Fancd2","Pgk1"
"13134","Dlg4","Pgk1"
"13135","Zfp322a","Pgk1"
"13136","Ywhaz","Pgk1"
"13137","Kcnma1","Pgk1"
"13138","Hsd3b4","Pgk1"
"13139","Eed","Pgk1"
"13140","Dlg4","Pgk2"
"13141","Stat3","Pgr"
"13142","Hsp90ab1","Pgr"
"13143","Ywhaz","Abcb1b"
"13144","Ywhaz","Abcb1a"
"13145","Ywhae","Phb1"
"13146","Desi1","Phb1"
"13147","Rab3a","Phb1"
"13148","Cav3","Phb1"
"13149","Ywhaz","Phb1"
"13150","Hsd3b4","Phb1"
"13151","Ywhab","Phb1"
"13152","Kcnh2","Phb1"
"13153","Eed","Phb1"
"13154","Hspb2","Phb1"
"13155","Rab32","Phb1"
"13156","Rab4b","Phb1"
"13157","Atp6v1a","Phb1"
"13158","Prkce","Phb1"
"13159","Irs1","Phb1"
"13160","Coq2","Slc25a3"
"13161","Sdha","Slc25a3"
"13162","Pdha1","Slc25a3"
"13163","Cav3","Slc25a3"
"13164","Lipc","Slc25a3"
"13165","Eed","Slc25a3"
"13166","Fancd2","Slc25a3"
"13167","Soat1","Slc25a3"
"13168","Rab4a","Slc25a3"
"13169","Unk","Slc25a3"
"13170","Ywhab","Slc25a3"
"13171","Cox15","Slc25a3"
"13172","Vdac1","Slc25a3"
"13173","Hsd3b4","Slc25a3"
"13174","Ywhae","Slc25a3"
"13175","Uvrag","Slc25a3"
"13176","Ppp1ca","Slc25a3"
"13177","B9d1","Slc25a3"
"13178","Ubc","Slc25a3"
"13179","Htt","Slc25a3"
"13180","Tet2","Phf2"
"13181","Tcf3","Phf2"
"13182","Ywhae","Phf2"
"13183","Cited4","Phtf1"
"13184","Tal1","Phxr4"
"13185","Slc6a4","Pick1"
"13186","Pick1","Pick1"
"13187","Sorcs3","Pick1"
"13188","Jam3","Pick1"
"13189","Gria2","Pick1"
"13190","Asic2","Pick1"
"13191","Prkn","Pick1"
"13192","Ephb2","Pick1"
"13193","Shisa9","Pick1"
"13194","Prkca","Pick1"
"13195","Slc6a3","Pick1"
"13196","Fancd2","Pigr"
"13197","Eed","Pigr"
"13198","Eed","Pik3c2a"
"13199","Dlg4","Pik3c2a"
"13200","Gsn","Pik3c2a"
"13201","Src","Pik3c2a"
"13202","Prkce","Pik3c2a"
"13203","Crkl","Pik3ca"
"13204","Cbl","Pik3ca"
"13205","Ctnnb1","Pik3ca"
"13206","Pik3r1","Pik3ca"
"13207","Grin2b","Pik3ca"
