from	to
Npff	Cckar
Npff	Cckbr
Npff	Trhr
Npff	Hrh1
Npff	Avpr1a
Npff	Htr2b
Npff	Xcr1
Npff	Bdkrb1
Npff	Gcgr
Npff	Avpr1b
Npff	F2rl1
Npff	Npsr1
Npff	Prokr2
Npff	Prokr1
Npff	Lpar1
Npff	Ghsr
Npff	Kiss1r
Npff	Qrfpr
Npff	F2rl3
Npff	Lpar4
Npff	Mchr1
Npff	Nmur2
Npff	Nmur1
Npff	Lpar2
Npff	Uts2r
Ccl25	Galr2
Ccl25	Galr3
Ccl25	Htr1a
Ccl25	Fpr1
Ccl25	C5ar1
Ccl25	Cxcr1
Ccl25	Cxcr2
Ccl25	Fpr2
Ccl25	Ackr3
Ccl25	Npy1r
Ccl25	Htr1d
Ccl25	Htr1b
Ccl25	Bdkrb2
Ccl25	Sstr1
Ccl25	Sstr2
Ccl25	Htr1f
Ccl25	Sstr4
Ccl25	Ccr1
Ccl25	Ccr7
Ccl25	Cxcr5
Ccl25	Sstr3
Ccl25	Sstr5
Ccl25	Oprm1
Ccl25	Aplnr
Ccl25	Oprd1
Ccl25	Oprk1
Ccl25	Oprl1
Ccl25	Ccr2
Ccl25	Bdkrb1
Ccl25	Galr1
Ccl25	Htr5a
Ccl25	Mtnr1a
Ccl25	Npbwr1
Ccl25	Npy2r
Ccl25	Mtnr1b
Ccl25	Cxcr3
Ccl25	Agtr2
Ccl25	Npy4r
Ccl25	Ccr3
Ccl25	Ccr4
Ccl25	Ccr5
Ccl25	Ccr6
Ccl25	Ccr8
Ccl25	Cxcr4
Ccl25	Grm4
Ccl25	P2ry14
Ccl25	Npy5r
Ccl25	C3ar1
Ccl25	Rxfp4
Ccl25	Lpar1
Ccl25	Mchr1
Ccl25	Nmur2
Ccl25	Hrh4
Ccl25	Nmur1
Ccl25	Lpar2
Ccl25	Rxfp3
Ccl25	Hrh3
Ccl25	Ptgdr2
Dhh	Smo
Tnfsf12	Traf2
Hcrt	Ntsr2
Hcrt	Tacr2
Hcrt	Ednrb
Hcrt	Fpr2
Hcrt	Ednra
Hcrt	Tacr1
Hcrt	F2r
Hcrt	Htr2a
Hcrt	Htr2c
Hcrt	Nmbr
Hcrt	Tacr3
Hcrt	Bdkrb2
Hcrt	Grpr
Hcrt	Agtr1a
Hcrt	Oxtr
Hcrt	Gnrhr
Hcrt	Ntsr1
Hcrt	Cckar
Hcrt	Cckbr
Hcrt	Trhr
Hcrt	Hrh1
Hcrt	Avpr1a
Hcrt	Htr2b
Hcrt	Xcr1
Hcrt	Bdkrb1
Hcrt	Gcgr
Hcrt	Avpr1b
Hcrt	F2rl1
Hcrt	Npsr1
Hcrt	Prokr2
Hcrt	Prokr1
Hcrt	Lpar1
Hcrt	Ghsr
Hcrt	Kiss1r
Hcrt	Qrfpr
Hcrt	F2rl3
Hcrt	Lpar4
Hcrt	Mchr1
Hcrt	Nmur2
Hcrt	Npffr1
Hcrt	Nmur1
Hcrt	Lpar2
Hcrt	Uts2r
Efna2	Ephb2
Efna2	Tgfbr1
Efna2	Ephb3
Efna2	Ephb4
Efna2	Ephb1
Cxcl13	Galr3
Cxcl13	Htr1a
Cxcl13	Fpr1
Cxcl13	C5ar1
Cxcl13	Cxcr1
Cxcl13	Cxcr2
Cxcl13	Fpr2
Cxcl13	Ackr3
Cxcl13	Npy1r
Cxcl13	Htr1d
Cxcl13	Htr1b
Cxcl13	Bdkrb2
Cxcl13	Sstr1
Cxcl13	Sstr2
Cxcl13	Htr1f
Cxcl13	Sstr4
Cxcl13	Ccr1
Cxcl13	Ccr7
Cxcl13	Sstr3
Cxcl13	Sstr5
Cxcl13	Oprm1
Cxcl13	Aplnr
Cxcl13	Oprd1
Cxcl13	Oprk1
Cxcl13	Oprl1
Cxcl13	Ccr2
Cxcl13	Bdkrb1
Cxcl13	Galr1
Cxcl13	Htr5a
Cxcl13	Mtnr1a
Cxcl13	Npbwr1
Cxcl13	Npy2r
Cxcl13	Mtnr1b
Cxcl13	Agtr2
Cxcl13	Npy4r
Cxcl13	Ccr3
Cxcl13	Ccr4
Cxcl13	Ccr5
Cxcl13	Ccr6
Cxcl13	Ccr8
Cxcl13	Ccr9
Cxcl13	Cxcr4
Cxcl13	Grm4
Cxcl13	P2ry14
Cxcl13	Npy5r
Cxcl13	C3ar1
Cxcl13	Rxfp4
Cxcl13	Lpar1
Cxcl13	Mchr1
Cxcl13	Nmur2
Cxcl13	Hrh4
Cxcl13	Nmur1
Cxcl13	Lpar2
Cxcl13	Rxfp3
Cxcl13	Hrh3
Cxcl13	Ptgdr2
Pspn	Gfra3
Pspn	Gfra1
Slit1	Dcc
Sema7a	Itga1
Slit2	Dcc
Slit2	Ptch1
Slit2	Robo3
Gdf11	Tgfbr1
Gdf11	Acvr1c
Uts2	Ntsr2
Uts2	Tacr2
Uts2	Ednrb
Uts2	Fpr2
Uts2	Ednra
Uts2	Tacr1
Uts2	F2r
Uts2	Htr2a
Uts2	Htr2c
Uts2	Nmbr
Uts2	Tacr3
Uts2	Bdkrb2
Uts2	Grpr
Uts2	Agtr1a
Uts2	Oxtr
Uts2	Gnrhr
Uts2	Ntsr1
Uts2	Cckar
Uts2	Cckbr
Uts2	Trhr
Uts2	Hrh1
Uts2	Avpr1a
Uts2	Htr2b
Uts2	Xcr1
Uts2	Bdkrb1
Uts2	Gcgr
Uts2	Avpr1b
Uts2	F2rl1
Uts2	Npsr1
Uts2	Prokr2
Uts2	Prokr1
Uts2	Lpar1
Uts2	Ghsr
Uts2	Kiss1r
Uts2	Qrfpr
Uts2	F2rl3
Uts2	Lpar4
Uts2	Mchr1
Uts2	Nmur2
Uts2	Npffr1
Uts2	Nmur1
Uts2	Lpar2
Uts2	Npffr2
Ntn1	Itgb4
Ntn1	Itga6
Ntn1	Acvr1b
Ntn1	Tgfbr1
Ntn1	Notch1
Ntn1	Notch2
Ntn1	Ptch1
Ntn1	Unc5a
Ntn1	Acvr1c
Ntn1	Robo2
Ntn1	Notch3
Ntn1	Ptch2
Wnt11	Fzd1
F2	Gp1bb
F2	Gp9
F2	Tacr2
F2	Ednrb
F2	Fpr2
F2	Ednra
F2	Tacr1
F2	Htr2a
F2	Htr2c
F2	Nmbr
F2	Tacr3
F2	Bdkrb2
F2	Grpr
F2	Agtr1a
F2	Oxtr
F2	Gnrhr
F2	Ntsr1
F2	Cckar
F2	Cckbr
F2	Trhr
F2	Hrh1
F2	Avpr1a
F2	Htr2b
F2	Xcr1
F2	Bdkrb1
F2	Gcgr
F2	Avpr1b
F2	Npsr1
F2	Prokr2
F2	Prokr1
F2	Lpar1
F2	Ghsr
F2	Kiss1r
F2	Qrfpr
F2	Lpar4
F2	Mchr1
F2	Nmur2
F2	Npffr1
F2	Nmur1
F2	Lpar2
F2	Uts2r
F2	Procr
F2	Npffr2
F9	Gp1ba
F9	Gp1bb
F9	F3
F9	Gp9
F9	Gp5
Plg	Met
Plg	Plaur
Plau	Cd44
Agt	Htr1a
Agt	Tacr2
Agt	Fpr1
Agt	C5ar1
Agt	Ednrb
Agt	Cxcr1
Agt	Cxcr2
Agt	Fpr2
Agt	Ednra
Agt	Tacr1
Agt	Ackr3
Agt	F2r
Agt	Npy1r
Agt	Htr1d
Agt	Htr1b
Agt	Htr2a
Agt	Htr2c
Agt	Nmbr
Agt	Tacr3
Agt	Bdkrb2
Agt	Grpr
Agt	Oxtr
Agt	Sstr1
Agt	Sstr2
Agt	Htr1f
Agt	Gnrhr
Agt	Ntsr1
Agt	Sstr4
Agt	Cckar
Agt	Cckbr
Agt	Ccr1
Agt	Ccr7
Agt	Cxcr5
Agt	Sstr3
Agt	Trhr
Agt	Sstr5
Agt	Hrh1
Agt	Oprm1
Agt	Aplnr
Agt	Avpr1a
Agt	Oprd1
Agt	Oprk1
Agt	Oprl1
Agt	Htr2b
Agt	Ccr2
Agt	Ccr10
Agt	Xcr1
Agt	Bdkrb1
Agt	Galr1
Agt	Gcgr
Agt	Htr5a
Agt	Avpr1b
Agt	Mtnr1a
Agt	Npbwr1
Agt	Npy2r
Agt	Mtnr1b
Agt	Cxcr3
Agt	Npy4r
Agt	Ccr3
Agt	Ccr4
Agt	Ccr5
Agt	Ccr6
Agt	Ccr8
Agt	Ccr9
Agt	F2rl1
Agt	Cxcr4
Agt	Grm4
Agt	P2ry14
Agt	Npy5r
Agt	C3ar1
Agt	Npsr1
Agt	Prokr2
Agt	Prokr1
Agt	Rxfp4
Agt	Lpar1
Agt	Ghsr
Agt	Kiss1r
Agt	Qrfpr
Agt	F2rl3
Agt	Lpar4
Agt	Mchr1
Agt	Nmur2
Agt	Npffr1
Agt	Hrh4
Agt	Nmur1
Agt	Lpar2
Agt	Rxfp3
Agt	Uts2r
Agt	Hrh3
Agt	Npffr2
Agt	Ptgdr2
A2m	Tyro3
C3	Htr1a
C3	Fpr1
C3	C5ar1
C3	Cxcr1
C3	Cxcr2
C3	Fpr2
C3	Ackr3
C3	Npy1r
C3	Htr1d
C3	Htr1b
C3	Bdkrb2
C3	Sstr1
C3	Sstr2
C3	Htr1f
C3	Sstr4
C3	Ccr1
C3	Ccr7
C3	Cxcr5
C3	Sstr3
C3	Sstr5
C3	Oprm1
C3	Aplnr
C3	Oprd1
C3	Oprk1
C3	Oprl1
C3	Ccr2
C3	Ccr10
C3	Bdkrb1
C3	Galr1
C3	Htr5a
C3	Mtnr1a
C3	Npbwr1
C3	Npy2r
C3	Mtnr1b
C3	Cxcr3
C3	Agtr2
C3	Npy4r
C3	Ccr3
C3	Ccr4
C3	Ccr5
C3	Ccr6
C3	Ccr8
C3	Ccr9
C3	Cxcr4
C3	Grm4
C3	P2ry14
C3	Npy5r
C3	Rxfp4
C3	Lpar1
C3	Mchr1
C3	Nmur2
C3	Hrh4
C3	Nmur1
C3	Lpar2
C3	Rxfp3
C3	Hrh3
C3	Ptgdr2
Hc	Htr1a
Hc	Fpr1
Hc	Cxcr1
Hc	Cxcr2
Hc	Fpr2
Hc	Ackr3
Hc	Npy1r
Hc	Htr1d
Hc	Htr1b
Hc	Bdkrb2
Hc	Sstr1
Hc	Sstr2
Hc	Htr1f
Hc	Sstr4
Hc	Ccr1
Hc	Ccr7
Hc	Cxcr5
Hc	Sstr3
Hc	Sstr5
Hc	Oprm1
Hc	Aplnr
Hc	Oprd1
Hc	Oprk1
Hc	Oprl1
Hc	Ccr2
Hc	Ccr10
Hc	Bdkrb1
Hc	Galr1
Hc	Htr5a
Hc	Mtnr1a
Hc	Npbwr1
Hc	Npy2r
Hc	Mtnr1b
Hc	Cxcr3
Hc	Agtr2
Hc	Npy4r
Hc	Ccr3
Hc	Ccr4
Hc	Ccr5
Hc	Ccr6
Hc	Ccr8
Hc	Ccr9
Hc	Cxcr4
Hc	Grm4
Hc	P2ry14
Hc	Npy5r
Hc	C3ar1
Hc	Rxfp4
Hc	Lpar1
Hc	Mchr1
Hc	Nmur2
Hc	Hrh4
Hc	Nmur1
Hc	Lpar2
Hc	Rxfp3
Hc	Hrh3
Hc	Ptgdr2
Kng1	Htr1a
Kng1	Tacr2
Kng1	Fpr1
Kng1	C5ar1
Kng1	Ednrb
Kng1	Cxcr1
Kng1	Cxcr2
Kng1	Fpr2
Kng1	Ednra
Kng1	Tacr1
Kng1	Ackr3
Kng1	F2r
Kng1	Npy1r
Kng1	Htr1d
Kng1	Htr1b
Kng1	Htr2a
Kng1	Htr2c
Kng1	Nmbr
Kng1	Tacr3
Kng1	Grpr
Kng1	Agtr1a
Kng1	Oxtr
Kng1	Sstr1
Kng1	Sstr2
Kng1	Htr1f
Kng1	Gnrhr
Kng1	Ntsr1
Kng1	Sstr4
Kng1	Cckar
Kng1	Cckbr
Kng1	Ccr1
Kng1	Ccr7
Kng1	Cxcr5
Kng1	Sstr3
Kng1	Trhr
Kng1	Sstr5
Kng1	Hrh1
Kng1	Oprm1
Kng1	Aplnr
Kng1	Avpr1a
Kng1	Oprd1
Kng1	Oprk1
Kng1	Oprl1
Kng1	Htr2b
Kng1	Ccr2
Kng1	Ccr10
Kng1	Xcr1
Kng1	Galr1
Kng1	Gcgr
Kng1	Htr5a
Kng1	Avpr1b
Kng1	Mtnr1a
Kng1	Npbwr1
Kng1	Npy2r
Kng1	Mtnr1b
Kng1	Cxcr3
Kng1	Agtr2
Kng1	Npy4r
Kng1	Ccr3
Kng1	Ccr4
Kng1	Ccr5
Kng1	Ccr6
Kng1	Ccr8
Kng1	Ccr9
Kng1	F2rl1
Kng1	Cxcr4
Kng1	Grm4
Kng1	P2ry14
Kng1	Npy5r
Kng1	C3ar1
Kng1	Npsr1
Kng1	Prokr2
Kng1	Prokr1
Kng1	Lpar1
Kng1	Ghsr
Kng1	Kiss1r
Kng1	Qrfpr
Kng1	F2rl3
Kng1	Lpar4
Kng1	Mchr1
Kng1	Nmur2
Kng1	Npffr1
Kng1	Hrh4
Kng1	Nmur1
Kng1	Lpar2
Kng1	Rxfp3
Kng1	Uts2r
Kng1	Hrh3
Kng1	Npffr2
Kng1	Ptgdr2
Egf	Cd4
Egf	Tfrc
Egf	Igf2r
Egf	Avpr2
Egf	Lrp2
Egf	Erbb4
Egf	Fzd4
Tgfb1	Itgb3
Tgfb1	Itgb5
Tgfb1	Itga8
Tgfb1	Bambi
Ngf	Ncstn
Gnrh1	Tacr2
Gnrh1	Ednrb
Gnrh1	Fpr2
Gnrh1	Ednra
Gnrh1	Tacr1
Gnrh1	F2r
Gnrh1	Htr2a
Gnrh1	Htr2c
Gnrh1	Nmbr
Gnrh1	Tacr3
Gnrh1	Bdkrb2
Gnrh1	Grpr
Gnrh1	Agtr1a
Gnrh1	Oxtr
Gnrh1	Ntsr1
Gnrh1	Cckar
Gnrh1	Cckbr
Gnrh1	Trhr
Gnrh1	Hrh1
Gnrh1	Avpr1a
Gnrh1	Htr2b
Gnrh1	Xcr1
Gnrh1	Bdkrb1
Gnrh1	Gcgr
Gnrh1	Avpr1b
Gnrh1	F2rl1
Gnrh1	Npsr1
Gnrh1	Prokr2
Gnrh1	Prokr1
Gnrh1	Lpar1
Gnrh1	Ghsr
Gnrh1	Kiss1r
Gnrh1	Qrfpr
Gnrh1	F2rl3
Gnrh1	Lpar4
Gnrh1	Mchr1
Gnrh1	Nmur2
Gnrh1	Npffr1
Gnrh1	Nmur1
Gnrh1	Lpar2
Gnrh1	Uts2r
Gnrh1	Npffr2
Oxt	Tacr2
Oxt	Ednrb
Oxt	Fpr2
Oxt	Ednra
Oxt	Tacr1
Oxt	F2r
Oxt	Htr2a
Oxt	Htr2c
Oxt	Nmbr
Oxt	Tacr3
Oxt	Bdkrb2
Oxt	Grpr
Oxt	Agtr1a
Oxt	Gnrhr
Oxt	Ntsr1
Oxt	Cckar
Oxt	Cckbr
Oxt	Trhr
Oxt	Hrh1
Oxt	Htr2b
Oxt	Xcr1
Oxt	Bdkrb1
Oxt	Gcgr
Oxt	F2rl1
Oxt	Npsr1
Oxt	Prokr2
Oxt	Prokr1
Oxt	Lpar1
Oxt	Ghsr
Oxt	Kiss1r
Oxt	Qrfpr
Oxt	F2rl3
Oxt	Lpar4
Oxt	Mchr1
Oxt	Nmur2
Oxt	Npffr1
Oxt	Nmur1
Oxt	Lpar2
Oxt	Uts2r
Oxt	Npffr2
Avp	Cd4
Avp	Tfrc
Avp	Igf2r
Avp	Tshr
Avp	Tacr2
Avp	Lhcgr
Avp	Fshr
Avp	Ednrb
Avp	Hrh2
Avp	Fpr2
Avp	Ednra
Avp	Tacr1
Avp	F2r
Avp	Htr2a
Avp	Htr2c
Avp	Nmbr
Avp	Tacr3
Avp	Bdkrb2
Avp	Grpr
Avp	Agtr1a
Avp	Gnrhr
Avp	Calcr
Avp	Ntsr1
Avp	Cckar
Avp	Cckbr
Avp	Vipr1
Avp	Mc4r
Avp	Mc5r
Avp	Htr7
Avp	Trhr
Avp	Crhr1
Avp	Hrh1
Avp	Adcyap1r1
Avp	Vipr2
Avp	Htr2b
Avp	Mc3r
Avp	Glp1r
Avp	Xcr1
Avp	Bdkrb1
Avp	Gcgr
Avp	Sctr
Avp	Gipr
Avp	Pth2r
Avp	Htr6
Avp	F2rl1
Avp	Lrp2
Avp	Mc2r
Avp	Mc1r
Avp	Ghrhr
Avp	Pth1r
Avp	Crhr2
Avp	Htr4
Avp	Calcrl
Avp	Npsr1
Avp	Prokr2
Avp	Prokr1
Avp	Rxfp2
Avp	Lpar1
Avp	Ghsr
Avp	Kiss1r
Avp	Qrfpr
Avp	F2rl3
Avp	Lpar4
Avp	Mchr1
Avp	Nmur2
Avp	Npffr1
Avp	Nmur1
Avp	Lpar2
Avp	Rxfp1
Avp	Uts2r
Avp	Fzd4
Avp	Npffr2
Pomc	Htr1a
Pomc	Tshr
Pomc	Fpr1
Pomc	C5ar1
Pomc	Lhcgr
Pomc	Fshr
Pomc	Hrh2
Pomc	Cxcr1
Pomc	Cxcr2
Pomc	Fpr2
Pomc	Ackr3
Pomc	Npy1r
Pomc	Htr1d
Pomc	Htr1b
Pomc	Bdkrb2
Pomc	Avpr2
Pomc	Sstr1
Pomc	Sstr2
Pomc	Htr1f
Pomc	Calcr
Pomc	Sstr4
Pomc	Vipr1
Pomc	Ccr1
Pomc	Ccr7
Pomc	Cxcr5
Pomc	Sstr3
Pomc	Htr7
Pomc	Crhr1
Pomc	Sstr5
Pomc	Aplnr
Pomc	Oprl1
Pomc	Adcyap1r1
Pomc	Vipr2
Pomc	Ccr2
Pomc	Glp1r
Pomc	Ccr10
Pomc	Bdkrb1
Pomc	Galr1
Pomc	Gcgr
Pomc	Sctr
Pomc	Htr5a
Pomc	Mtnr1a
Pomc	Npbwr1
Pomc	Gipr
Pomc	Npy2r
Pomc	Pth2r
Pomc	Mtnr1b
Pomc	Cxcr3
Pomc	Agtr2
Pomc	Npy4r
Pomc	Htr6
Pomc	Ccr3
Pomc	Ccr4
Pomc	Ccr5
Pomc	Ccr6
Pomc	Ccr8
Pomc	Ccr9
Pomc	Cxcr4
Pomc	Ghrhr
Pomc	Pth1r
Pomc	Crhr2
Pomc	Htr4
Pomc	Grm4
Pomc	P2ry14
Pomc	Npy5r
Pomc	C3ar1
Pomc	Calcrl
Pomc	Npsr1
Pomc	Rxfp4
Pomc	Rxfp2
Pomc	Lpar1
Pomc	Mchr1
Pomc	Nmur2
Pomc	Hrh4
Pomc	Nmur1
Pomc	Lpar2
Pomc	Rxfp1
Pomc	Rxfp3
Pomc	Hrh3
Pomc	Ptgdr2
Penk	Htr1a
Penk	Fpr1
Penk	C5ar1
Penk	Cxcr1
Penk	Cxcr2
Penk	Fpr2
Penk	Ackr3
Penk	Npy1r
Penk	Htr1d
Penk	Htr1b
Penk	Bdkrb2
Penk	Sstr1
Penk	Sstr2
Penk	Htr1f
Penk	Sstr4
Penk	Ccr1
Penk	Ccr7
Penk	Cxcr5
Penk	Sstr3
Penk	Sstr5
Penk	Aplnr
Penk	Ccr2
Penk	Ccr10
Penk	Bdkrb1
Penk	Galr1
Penk	Htr5a
Penk	Mtnr1a
Penk	Npbwr1
Penk	Npy2r
Penk	Mtnr1b
Penk	Cxcr3
Penk	Agtr2
Penk	Npy4r
Penk	Ccr3
Penk	Ccr4
Penk	Ccr5
Penk	Ccr6
Penk	Ccr8
Penk	Ccr9
Penk	Cxcr4
Penk	Grm4
Penk	P2ry14
Penk	Npy5r
Penk	C3ar1
Penk	Rxfp4
Penk	Lpar1
Penk	Mchr1
Penk	Nmur2
Penk	Hrh4
Penk	Nmur1
Penk	Lpar2
Penk	Rxfp3
Penk	Hrh3
Penk	Ptgdr2
Pdyn	Htr1a
Pdyn	Fpr1
Pdyn	C5ar1
Pdyn	Cxcr1
Pdyn	Cxcr2
Pdyn	Fpr2
Pdyn	Ackr3
Pdyn	Npy1r
Pdyn	Htr1d
Pdyn	Htr1b
Pdyn	Bdkrb2
Pdyn	Sstr1
Pdyn	Sstr2
Pdyn	Htr1f
Pdyn	Sstr4
Pdyn	Ccr1
Pdyn	Ccr7
Pdyn	Cxcr5
Pdyn	Sstr3
Pdyn	Sstr5
Pdyn	Aplnr
Pdyn	Oprl1
Pdyn	Ccr2
Pdyn	Ccr10
Pdyn	Bdkrb1
Pdyn	Galr1
Pdyn	Htr5a
Pdyn	Mtnr1a
Pdyn	Npbwr1
Pdyn	Npy2r
Pdyn	Mtnr1b
Pdyn	Cxcr3
Pdyn	Agtr2
Pdyn	Npy4r
Pdyn	Ccr3
Pdyn	Ccr4
Pdyn	Ccr5
Pdyn	Ccr6
Pdyn	Ccr8
Pdyn	Ccr9
Pdyn	Cxcr4
Pdyn	Grm4
Pdyn	P2ry14
Pdyn	Npy5r
Pdyn	C3ar1
Pdyn	Rxfp4
Pdyn	Lpar1
Pdyn	Mchr1
Pdyn	Nmur2
Pdyn	Hrh4
Pdyn	Nmur1
Pdyn	Lpar2
Pdyn	Rxfp3
Pdyn	Hrh3
Pdyn	Ptgdr2
Cga	Hrh2
Cga	Avpr2
Cga	Calcr
Cga	Vipr1
Cga	Mc4r
Cga	Mc5r
Cga	Htr7
Cga	Crhr1
Cga	Adcyap1r1
Cga	Vipr2
Cga	Mc3r
Cga	Glp1r
Cga	Gcgr
Cga	Sctr
Cga	Gipr
Cga	Pth2r
Cga	Htr6
Cga	Mc2r
Cga	Mc1r
Cga	Ghrhr
Cga	Pth1r
Cga	Crhr2
Cga	Htr4
Cga	Calcrl
Cga	Npsr1
Cga	Rxfp2
Cga	Rxfp1
Tshb	Lhcgr
Tshb	Fshr
Tshb	Hrh2
Tshb	Avpr2
Tshb	Calcr
Tshb	Vipr1
Tshb	Mc4r
Tshb	Mc5r
Tshb	Htr7
Tshb	Crhr1
Tshb	Adcyap1r1
Tshb	Vipr2
Tshb	Mc3r
Tshb	Glp1r
Tshb	Gcgr
Tshb	Sctr
Tshb	Gipr
Tshb	Pth2r
Tshb	Htr6
Tshb	Mc2r
Tshb	Mc1r
Tshb	Ghrhr
Tshb	Pth1r
Tshb	Crhr2
Tshb	Htr4
Tshb	Calcrl
Tshb	Npsr1
Tshb	Rxfp2
Tshb	Rxfp1
Fshb	Tshr
Fshb	Lhcgr
Fshb	Hrh2
Fshb	Avpr2
Fshb	Calcr
Fshb	Vipr1
Fshb	Mc4r
Fshb	Mc5r
Fshb	Htr7
Fshb	Crhr1
Fshb	Adcyap1r1
Fshb	Vipr2
Fshb	Mc3r
Fshb	Glp1r
Fshb	Gcgr
Fshb	Sctr
Fshb	Gipr
Fshb	Pth2r
Fshb	Htr6
Fshb	Mc2r
Fshb	Mc1r
Fshb	Ghrhr
Fshb	Pth1r
Fshb	Crhr2
Fshb	Htr4
Fshb	Calcrl
Fshb	Npsr1
Fshb	Rxfp2
Fshb	Rxfp1
Lhb	Tshr
Lhb	Fshr
Lhb	Hrh2
Lhb	Avpr2
Lhb	Calcr
Lhb	Vipr1
Lhb	Mc4r
Lhb	Mc5r
Lhb	Htr7
Lhb	Crhr1
Lhb	Adcyap1r1
Lhb	Vipr2
Lhb	Mc3r
Lhb	Glp1r
Lhb	Gcgr
Lhb	Sctr
Lhb	Gipr
Lhb	Pth2r
Lhb	Htr6
Lhb	Mc2r
Lhb	Mc1r
Lhb	Ghrhr
Lhb	Pth1r
Lhb	Crhr2
Lhb	Htr4
Lhb	Calcrl
Lhb	Npsr1
Lhb	Rxfp2
Lhb	Rxfp1
Calca	Tshr
Calca	Lhcgr
Calca	Fshr
Calca	Hrh2
Calca	Avpr2
Calca	Vipr1
Calca	Mc4r
Calca	Mc5r
Calca	Htr7
Calca	Crhr1
Calca	Adcyap1r1
Calca	Vipr2
Calca	Mc3r
Calca	Glp1r
Calca	Gcgr
Calca	Sctr
Calca	Gipr
Calca	Pth2r
Calca	Htr6
Calca	Mc2r
Calca	Mc1r
Calca	Ghrhr
Calca	Pth1r
Calca	Crhr2
Calca	Htr4
Calca	Npsr1
Calca	Rxfp2
Calca	Rxfp1
Pth	Tshr
Pth	Lhcgr
Pth	Fshr
Pth	Hrh2
Pth	Avpr2
Pth	Calcr
Pth	Vipr1
Pth	Mc4r
Pth	Mc5r
Pth	Htr7
Pth	Crhr1
Pth	Adcyap1r1
Pth	Vipr2
Pth	Mc3r
Pth	Glp1r
Pth	Gcgr
Pth	Sctr
Pth	Gipr
Pth	Htr6
Pth	Mc2r
Pth	Mc1r
Pth	Ghrhr
Pth	Crhr2
Pth	Htr4
Pth	Calcrl
Pth	Npsr1
Pth	Rxfp2
Pth	Rxfp1
Gcg	Tshr
Gcg	Tacr2
Gcg	Lhcgr
Gcg	Fshr
Gcg	Ednrb
Gcg	Hrh2
Gcg	Fpr2
Gcg	Ednra
Gcg	Tacr1
Gcg	F2r
Gcg	Htr2a
Gcg	Htr2c
Gcg	Nmbr
Gcg	Tacr3
Gcg	Bdkrb2
Gcg	Avpr2
Gcg	Grpr
Gcg	Agtr1a
Gcg	Oxtr
Gcg	Gnrhr
Gcg	Calcr
Gcg	Ntsr1
Gcg	Cckar
Gcg	Cckbr
Gcg	Vipr1
Gcg	Mc4r
Gcg	Mc5r
Gcg	Htr7
Gcg	Trhr
Gcg	Crhr1
Gcg	Hrh1
Gcg	Avpr1a
Gcg	Adcyap1r1
Gcg	Vipr2
Gcg	Htr2b
Gcg	Mc3r
Gcg	Xcr1
Gcg	Bdkrb1
Gcg	Sctr
Gcg	Avpr1b
Gcg	Pth2r
Gcg	Htr6
Gcg	F2rl1
Gcg	Mc2r
Gcg	Mc1r
Gcg	Ghrhr
Gcg	Pth1r
Gcg	Crhr2
Gcg	Htr4
Gcg	Calcrl
Gcg	Npsr1
Gcg	Prokr2
Gcg	Prokr1
Gcg	Rxfp2
Gcg	Lpar1
Gcg	Ghsr
Gcg	Kiss1r
Gcg	Qrfpr
Gcg	F2rl3
Gcg	Lpar4
Gcg	Mchr1
Gcg	Nmur2
Gcg	Npffr1
Gcg	Nmur1
Gcg	Lpar2
Gcg	Rxfp1
Gcg	Uts2r
Gcg	Npffr2
Vip	Tshr
Vip	Lhcgr
Vip	Fshr
Vip	Hrh2
Vip	Avpr2
Vip	Calcr
Vip	Mc4r
Vip	Mc5r
Vip	Htr7
Vip	Crhr1
Vip	Avpr1a
Vip	Mc3r
Vip	Glp1r
Vip	Gcgr
Vip	Gipr
Vip	Pth2r
Vip	Htr6
Vip	Mc2r
Vip	Mc1r
Vip	Ghrhr
Vip	Pth1r
Vip	Crhr2
Vip	Htr4
Vip	Calcrl
Vip	Npsr1
Vip	Rxfp2
Vip	Rxfp1
Ghrh	Tshr
Ghrh	Lhcgr
Ghrh	Fshr
Ghrh	Hrh2
Ghrh	Avpr2
Ghrh	Calcr
Ghrh	Mc4r
Ghrh	Mc5r
Ghrh	Htr7
Ghrh	Crhr1
Ghrh	Adcyap1r1
Ghrh	Vipr2
Ghrh	Mc3r
Ghrh	Glp1r
Ghrh	Gcgr
Ghrh	Sctr
Ghrh	Gipr
Ghrh	Pth2r
Ghrh	Htr6
Ghrh	Mc2r
Ghrh	Mc1r
Ghrh	Pth1r
Ghrh	Crhr2
Ghrh	Htr4
Ghrh	Calcrl
Ghrh	Npsr1
Ghrh	Rxfp2
Ghrh	Rxfp1
Ppy	Htr1a
Ppy	Fpr1
Ppy	C5ar1
Ppy	Cxcr1
Ppy	Cxcr2
Ppy	Fpr2
Ppy	Ackr3
Ppy	Htr1d
Ppy	Htr1b
Ppy	Bdkrb2
Ppy	Sstr1
Ppy	Sstr2
Ppy	Htr1f
Ppy	Sstr4
Ppy	Ccr1
Ppy	Ccr7
Ppy	Cxcr5
Ppy	Sstr3
Ppy	Sstr5
Ppy	Oprm1
Ppy	Aplnr
Ppy	Oprd1
Ppy	Oprk1
Ppy	Oprl1
Ppy	Ccr2
Ppy	Ccr10
Ppy	Bdkrb1
Ppy	Galr1
Ppy	Htr5a
