"","baseMean","lgFC_Treatment_6H_vs_Naive","lfcSE","stat","pvalue","padj"
"Sp100",991.979412817242,2.17151656419903,0.173390587883443,12.5238433683538,5.52915085068801e-36,1.27881360389484e-33
"Gbp7",245.531959287697,3.15967705255373,0.25360009101451,12.4592898997538,1.24474000589059e-35,2.82839869408684e-33
"Zbp1",1210.9377687474,4.0966171514335,0.333569591203255,12.2811469014791,1.14365379259668e-34,2.55389722788142e-32
"Parp12",213.483796141347,3.77531569003568,0.308096939661918,12.253661766905,1.6057824518165e-34,3.52510073151311e-32
"Stat1",1823.2262711947,2.66972708591981,0.219851244534432,12.1433339691724,6.22374189714609e-34,1.3434984175306e-31
"Daxx",892.515719831058,3.16134828939313,0.260729015957708,12.1250344070102,7.78275082918055e-34,1.65249489736962e-31
"Il23a",77.4046465471415,5.75088374423518,0.476145479321998,12.0779971541977,1.38041248190092e-33,2.88372620412591e-31
"Tor1aip2",513.725823596633,2.22713953592061,0.186518356921164,11.9405916537317,7.27041769532002e-33,1.49470555539341e-30
"H2-T22",520.239618638375,1.87070639641991,0.15677106353401,11.9327275981264,7.99114597912643e-33,1.61720816752571e-30
"Cflar",531.002544601802,1.7210772540665,0.144317535348813,11.9256280943731,8.70251854859616e-33,1.73407723448335e-30
"Sema7a",547.847959518581,1.97253111129978,0.16574052563696,11.9013204749962,1.16489171828775e-32,2.2860117477671e-30
"Dhx58",420.389245533509,4.05096904981267,0.342221704465022,11.8372651323952,2.50488409664719e-32,4.84227743578722e-30
"Tdrd7",320.145816809126,2.65474727794664,0.224997906739372,11.7989865613363,3.95040302614525e-32,7.52435588156372e-30
"Cybb",1071.68607483343,2.26950244301469,0.194130686121197,11.6905909537548,1.42392355618533e-31,2.6728489709728e-29
"Phf11d",187.923854032004,5.20139080338167,0.445249767428758,11.6819618647278,1.57615132631623e-31,2.91633028263539e-29
"Plk2",137.930821338284,2.98791456292759,0.255908450677446,11.6757166674954,1.69630072712342e-31,3.09443479122572e-29
"Edn1",141.513171418423,3.90768057326911,0.337673232291712,11.5723729321053,5.68872212067689e-31,1.02333790148621e-28
"Pvr",309.127230213637,2.47785978823127,0.214848961423723,11.5330312597809,8.9920823710061e-31,1.59541713519549e-28
"Trim30a",152.23481496591,3.36506778713404,0.29216553922332,11.517675205911,1.07471588392007e-30,1.88104326061253e-28
"Bst2",1151.32292671142,2.93089395755117,0.254650836130971,11.5094613553272,1.18214441476076e-30,2.04148459466417e-28
"Dtx3l",137.422469340267,2.85785299323217,0.250188514411444,11.4227985243652,3.21704979882604e-30,5.48253013084143e-28
"Ifi203",334.1549445944,2.79527768042694,0.244998202946739,11.4093803415963,3.75393977606804e-30,6.31441921813419e-28
"Slc25a22",307.553191957839,2.99810452674314,0.263411838024426,11.3818139276835,5.1516898480323e-30,8.55444703996338e-28
"Lgals3bp",731.388766837187,3.13373504267751,0.275918641948125,11.357460375101,6.80954904598781e-30,1.11642125624853e-27
"Irgm1",1019.47699520426,3.49864861145127,0.308497699638974,11.3409228514366,8.2272250545064e-30,1.33198773632459e-27
"1600014C10Rik",241.254978564828,2.46299194452933,0.217239215831805,11.3376948775044,8.5363386212911e-30,1.3649710842341e-27
"Tnfaip3",583.231504405332,2.74406739098478,0.242424713845989,11.3192559762206,1.05362327195556e-29,1.6642108071181e-27
"Ifit1bl1",151.003106144846,3.92194020512727,0.346892819218199,11.305913492145,1.226708574965e-29,1.91425656180081e-27
"Sod2",1278.95372707987,2.04293901953127,0.181124615511867,11.2791903726494,1.66269128057699e-29,2.56371160309919e-27
"Gadd45b",1486.64581042168,1.77990699443916,0.158827245911398,11.2065595812955,3.78625816151375e-29,5.76936655387366e-27
"Ly86",754.80997642444,1.81204945127651,0.161746761809522,11.2030029597158,3.94142352781794e-29,5.93596715491836e-27
"Ccl22",4329.19148441396,2.57661816204026,0.231087792571739,11.1499535884847,7.1643727202952e-29,1.06658569509498e-26
"Marcksl1",1341.89375742525,2.19403503207585,0.197008362092269,11.1367609413872,8.30864425171793e-29,1.22288136759376e-26
"Slpi",2011.97191337968,2.32278560242589,0.209275013204803,11.0992017960249,1.26569186268189e-28,1.82147122282843e-26
"Xaf1",312.248504299375,3.35287674964251,0.302082287662604,11.0992166259921,1.26548188134796e-28,1.82147122282843e-26
"Zup1",244.295635642284,2.46872268374096,0.224133278514573,11.0145298373461,3.25230130600716e-28,4.62898972696756e-26
"Sp110",428.254026233348,2.13308033893716,0.193690589523482,11.0128238247659,3.31449328234792e-28,4.66623010793155e-26
"Rnf213",1329.86455762237,3.93545809276144,0.357653004935917,11.0035650153885,3.67317081702741e-28,5.11558155076764e-26
"Helz2",1458.64227926505,3.25107289577133,0.295733004861876,10.9932704240765,4.11731240557432e-28,5.67313088053177e-26
"Serpina3f",94.7611407571127,5.15138040118315,0.469651506196749,10.9685167261555,5.41534542492774e-28,7.37362610147088e-26
"Tgfbi",171.296967077566,-2.76938927388862,0.252504427008868,-10.9676860191895,5.46531891399942e-28,7.37362610147088e-26
"Znfx1",429.042308410331,2.9374423383487,0.268130856754376,10.9552566008453,6.27004149876882e-28,8.37212139093338e-26
"Adar",406.614941221848,1.97452123821464,0.181261522436497,10.8932177754735,1.24173839445436e-27,1.6411220086707e-25
"Bcl3",508.30655059253,1.61914576305383,0.148784584142419,10.8824833727663,1.39704156890066e-27,1.82772549499004e-25
"Parp9",551.849249512848,3.29066361262773,0.302582731187754,10.8752525291533,1.51236418530859e-27,1.95881409281169e-25
"Cxcl1",1217.09644828267,5.9704820897399,0.549585170107624,10.863615713231,1.71808949563191e-27,2.20323714330935e-25
"Sp140",192.813811263621,2.27252340347277,0.209803526264305,10.831674013953,2.43659520505188e-27,3.09399814665019e-25
"Phf11b",582.987163167996,3.89862484929905,0.361915232612955,10.7722043671712,4.65715188375696e-27,5.85625545615729e-25
"Phip",522.584889705961,1.90506822178759,0.178020154099562,10.7014187883589,1.00231618664648e-26,1.2482691586005e-24
"Nmi",285.365635317204,2.46489745058236,0.23131669465165,10.6559427294876,1.6357882561771e-26,2.01778376133388e-24
"Pml",866.461052411278,2.98660210278883,0.281103999929179,10.6245450208509,2.29126704839291e-26,2.79966894441367e-24
"Keap1",379.256135950472,1.47253054468756,0.138713074036248,10.6156579321627,2.5201271113121e-26,3.05053143417891e-24
"Slco3a1",174.129515184506,2.47146646245748,0.233331579589409,10.5920787353624,3.24308741375149e-26,3.88930260952864e-24
"Tpst1",248.345462944224,2.99734973061157,0.283027194272054,10.5903241500194,3.30445574246994e-26,3.9265422730707e-24
"Cxcl5",373.667687558051,3.68818008541448,0.350560956306454,10.5207953682964,6.92862024040069e-26,8.15813539578815e-24
"Tapbp",1665.80321632797,1.93015831133704,0.18445809795812,10.4639391422938,1.26485385400412e-25,1.47589073126679e-23
"Nlrp3",329.999540766367,2.90672944423929,0.279647680504493,10.3942555110611,2.63335333456963e-25,3.04528503476303e-23
"Atf3",321.290279010654,2.42458418403936,0.234763841404201,10.3277581825937,5.27796730430677e-25,6.04957809959126e-23
"Cd70",60.601505918759,3.73374772302678,0.361602115789795,10.3255693481541,5.39974947730995e-25,6.13487326579986e-23
"Gm20559",145.872312778364,2.63973775827434,0.255820463319979,10.3187122875802,5.79957412633829e-25,6.5318333986377e-23
"Rilpl2",558.41390438664,1.2556907262308,0.122044627755725,10.288783286259,7.91704267028011e-25,8.83978764357483e-23
"Lgals9",561.89551138372,2.50166177012851,0.243679067269521,10.2662153058947,1.00053131388448e-24,1.10759671601981e-22
"Csf3",74.0510198305133,7.41163667132389,0.726679825685658,10.1993153096422,1.99675163365365e-24,2.19168874229509e-22
"Tnfsf9",93.8186013500592,2.36498396542203,0.232260644886265,10.182456724772,2.37488603361819e-24,2.58483394180023e-22
"Fcgr3",368.773141186629,-1.90483383550972,0.187481918292778,-10.1600935858522,2.98789510674385e-24,3.22493478521219e-22
"Nfkbia",2608.16616502339,1.73495253897691,0.172127498261909,10.079461773952,6.80981153174479e-24,7.28931231067426e-22
"Pik3ap1",515.733556298967,1.93704126234892,0.192707956111752,10.0516932535241,9.03022650726651e-24,9.58684374771441e-22
"Gbp9",257.104108462468,2.85898918417485,0.284919434805281,10.0343775640603,1.07636108112937e-23,1.13341696933232e-21
"Nlrc5",475.636968293455,2.74209780864025,0.273568273890656,10.0234496114716,1.20231691399338e-23,1.25583940887437e-21
"Epsti1",1026.00355178367,1.98571878908462,0.198185716290727,10.019484886447,1.25153516444762e-23,1.29679067599405e-21
"Gramd2b",359.969469501212,1.46597399627899,0.146533353616992,10.0043707462722,1.45815728359729e-23,1.49889310612318e-21
"Rilpl1",68.7385717117425,3.76119930537586,0.376309003279398,9.99497559877218,1.60326718510986e-23,1.63508004579078e-21
"Procr",299.811594758161,2.33892930931311,0.236768947716894,9.87853065981347,5.15837037793858e-23,5.2196260261766e-21
"Rtp4",775.606507547219,3.73667858003645,0.37882908797865,9.86375835069729,5.97693308351298e-23,6.00102614710544e-21
"Il1rn",775.296617810585,1.81929918071973,0.18478755521987,9.84535554115123,7.17849631278166e-23,7.15199109562677e-21
"Ly6e",4621.72823626884,0.949320187749716,0.0970433659235566,9.78243261365767,1.3395164742353e-22,1.32438300567142e-20
"Trim21",128.005364030008,2.40902202523949,0.246529049541759,9.77175724206664,1.48847628906946e-22,1.46051097697179e-20
"Oas1b",100.480782438007,2.55626137698557,0.261745933808494,9.7661932691411,1.57249807617747e-22,1.53135301373312e-20
"Zcchc2",249.203941294138,2.40367304965886,0.247032988367462,9.7301703126523,2.24217235477952e-22,2.16721017456003e-20
"Sdc4",134.79877393531,1.88853957836207,0.194669252476946,9.70127307899188,2.97759830334169e-22,2.85672986850974e-20
"Nfkb2",1089.0362950933,1.45224062440667,0.149782798562699,9.69564354747162,3.14647738657736e-22,2.9965569934522e-20
"Lta",119.260595075719,1.89244356329365,0.195489904260316,9.68051813444881,3.64862132927409e-22,3.44941193115022e-20
"Or2v1",42.4958213851239,4.89700551969545,0.506810637572164,9.66239687302966,4.35551996318783e-22,4.08787641762383e-20
"Trim25",230.930674648431,1.47857022404333,0.153682662690742,9.620930547115,6.52382725922014e-22,6.07889285333951e-20
"Atp10a",83.9265089898667,3.08696808138675,0.32447428423204,9.5137526497452,1.83905870153913e-21,1.70139202159534e-19
"Uba7",438.161047571455,1.80848644104188,0.190970875838927,9.4699594013866,2.79952481288406e-21,2.57159187067194e-19
"Mmp9",245.201828828746,-2.3284400515514,0.246126802574424,-9.46032706392196,3.06981489723673e-21,2.8000170809162e-19
"Hdc",125.567437949776,2.48976725545121,0.263200999767031,9.45956610216143,3.09223663416552e-21,2.8007446773225e-19
"Cxcl10",5214.90520071526,6.21589945926112,0.657467832488973,9.45430202376536,3.25184176858566e-21,2.92485101296677e-19
"Hsh2d",187.401210577378,2.28447858386261,0.242281178893463,9.42903858358369,4.13864909757934e-21,3.69681262840328e-19
"Slfn8",215.163641159877,3.17474624622504,0.337030559252573,9.41975782037576,4.52129644486378e-21,4.01094736670381e-19
"Slc2a6",180.70616760812,1.89674706404178,0.201380583171806,9.41871869753993,4.56625997804876e-21,4.02327885957059e-19
"Vcam1",149.554485049783,2.29278478461612,0.245177155294885,9.35154330287619,8.63780095435129e-21,7.55924310545661e-19
"Samhd1",3359.08523412894,1.93260401917586,0.207337859719361,9.32103775833175,1.15207882497214e-20,1.00145804973418e-18
"Herc6",84.3461166562463,3.4717615876244,0.372819366917853,9.31218143608234,1.25233365852637e-20,1.08134836968223e-18
"Marchf5",541.184806398133,2.40043574618721,0.258583191837894,9.28303084638249,1.64724806224231e-20,1.41292429815645e-18
"Rnaset2b",350.45394376154,1.79999212173041,0.194834901568328,9.23855072803347,2.498584082713e-20,2.12905664732229e-18
"Adcy7",195.125190470273,-1.54827420555836,0.168388660535519,-9.19464648411866,3.76229648656185e-20,3.18491922182674e-18
"Ptgs2",568.534037675979,6.05950344646128,0.663035298206854,9.13903598020936,6.30115042308203e-20,5.29951300517912e-18
"Arhgap22",170.696917176562,1.77914323405042,0.195200098470598,9.11445869131261,7.90641717862607e-20,6.60670421274612e-18
"Naaa",192.47472059883,-2.30625216354608,0.253203864231218,-9.10828186034348,8.36968812847896e-20,6.94898722051664e-18
"Ttc39c",110.140190657957,1.90101599962725,0.20880631779234,9.10420728513506,8.68986980264731e-20,7.16886583973809e-18
"Igsf8",209.850536907656,1.78644395311264,0.196771455154761,9.07877594190478,1.09802713664346e-19,9.00104270494059e-18
"Ddx24",393.117971354454,1.2297399963536,0.135798113252291,9.0556486161847,1.3575851609688e-19,1.10587691854515e-17
"Ifit3",1124.21659033599,5.56388808007236,0.615996454536213,9.03233783100495,1.68042727738235e-19,1.36030588104101e-17
"Phlda1",189.976443897823,1.92868819198722,0.213704840825506,9.02500937525334,1.7967998512268e-19,1.44547525919811e-17
"Clec4e",731.981282188779,2.59121262386751,0.287145922217632,9.02402723972375,1.81298893768654e-19,1.44949584697013e-17
"Trim30c",30.3049430447743,4.46210389475884,0.498770585671182,8.94620497468652,3.67913561139553e-19,2.92344567109172e-17
"Tor1aip1",794.078660514064,1.98961471359695,0.223156298781065,8.91579007388417,4.84350340528826e-19,3.82518634788375e-17
"Lif",58.6619143545448,4.76867446600298,0.536398880941427,8.8901648296386,6.10183244603091e-19,4.78975356612075e-17
"Agrn",100.890387487855,2.88962076103478,0.325175610033666,8.88633917142685,6.31553640794635e-19,4.92764021420007e-17
"Etnk1",633.409403044168,1.51242004101639,0.17039760892255,8.87582901297534,6.94144149773605e-19,5.38356588495074e-17
"Tent4a",138.58129562433,2.29215997433598,0.259208661312536,8.84291428661885,9.32537664419694e-19,7.18942132712136e-17
"Ifi206",265.758187612758,3.46541567889764,0.3929608037574,8.81873114509678,1.15764026707207e-18,8.87204540776183e-17
"Shisa5",2249.13183593343,1.22585750439073,0.139084735902155,8.81374578194625,1.2103234187643e-18,9.22124054107954e-17
"Adgre5",252.771833913597,-1.43327478539277,0.162763943642045,-8.80584946101368,1.29865248525206e-18,9.83634326841206e-17
"Nfkbib",678.916790194241,1.4034067933717,0.159455109436134,8.80126575018159,1.35281575133507e-18,1.01870172158674e-16
"Slamf7",353.78833627585,1.87279437326129,0.213600853239687,8.76772889647486,1.82306147180317e-18,1.36487238050836e-16
"Trim12a",367.426387113851,1.43922614309467,0.164506722889596,8.74873754588472,2.15752800508845e-18,1.60599440930492e-16
"Csrp1",434.92225784202,1.46339260942227,0.16750170899133,8.73658315628301,2.40267058054682e-18,1.77825082052814e-16
"Il6",70.0370746854858,3.54408379884896,0.405891909163272,8.73159508440295,2.5110579348668e-18,1.84791036206789e-16
"Ms4a4c",98.1805475522392,2.4474597252618,0.280769993235578,8.7169561713394,2.85780706807347e-18,2.09120435851343e-16
"Nfam1",134.252835962469,-1.83154238214685,0.210204793587018,-8.71313327775584,2.95588783631689e-18,2.15082355370654e-16
"Tap1",1489.13296122186,1.91453468835058,0.22194084447498,8.62632875386042,6.33527439179932e-18,4.58404882249077e-16
"Cgas",65.0033965436811,2.47044496346264,0.289079008073046,8.54591614911866,1.27520582863793e-17,9.17581438473248e-16
"Serpina3g",312.44257506607,2.35178224530892,0.275506740309813,8.53620583897255,1.38701176467578e-17,9.92518031827664e-16
"Irf1",1215.4885023782,2.16515937509979,0.253811894383138,8.53056701838964,1.45632135821368e-17,1.03638869404306e-15
"Adora2a",105.08443796325,1.59619923349171,0.18768572454879,8.50463847119479,1.82162354479437e-17,1.2892714837255e-15
"Pcgf5",316.716822041512,1.71165944736599,0.201843130555831,8.48014714522345,2.24909317761276e-17,1.58316602371959e-15
"Junb",1272.45824493614,1.24051754583366,0.146512574382434,8.46696982195948,2.51859311382877e-17,1.76328746001677e-15
"Asb13",39.0198795425169,2.83165140224268,0.335838698025657,8.4315816458601,3.41024234567222e-17,2.37470208930896e-15
"Irgm2",137.467145080558,2.94150407103844,0.348937712859481,8.42988293507556,3.4601118548997e-17,2.39654378313695e-15
"Psmb10",707.32388139049,1.62279413747202,0.193892761505014,8.36954471572708,5.78412764559159e-17,3.98489474817565e-15
"Map2k1",374.399757510489,1.5808395127069,0.18901870736125,8.36340241014144,6.09349329994332e-17,4.17581614925216e-15
"Trim12c",110.863936495721,1.86359230408317,0.223081210575575,8.35387390661404,6.60598652126698e-17,4.50319670649736e-15
"Ifi207",93.5742539242841,3.09557091277954,0.371267981145238,8.3378343137233,7.56634905065366e-17,5.13085617298776e-15
"Usp25",376.343138794809,2.2742607962884,0.273096425399311,8.32768423447164,8.24390486446642e-17,5.56120082315464e-15
"Batf",211.719868867738,1.85000700344374,0.223014365412437,8.29546114673993,1.08164775886777e-16,7.25880920873335e-15
"Oas2",384.158378125412,4.60169059010382,0.557017798054665,8.26129902163775,1.44095606897597e-16,9.62023866256535e-15
"Mlkl",67.7426375614451,3.19088761457363,0.386365200395899,8.25873451155542,1.47224979167634e-16,9.77875861630359e-15
"Il15",128.887602766082,2.77260003848555,0.336591614620493,8.23728197035346,1.76166959439069e-16,1.16414002992593e-14
"Birc3",603.085458912732,1.44019992921102,0.174863866937766,8.23612078602603,1.77884347310498e-16,1.16952186109927e-14
"Rnf114",985.493448438296,1.77008528324246,0.215784137588065,8.20303708617163,2.34388852215929e-16,1.53323455247511e-14
"Emilin2",178.467310733417,-1.75577517825638,0.214330631471195,-8.19190036535842,2.57133462125096e-16,1.67356412132877e-14
"Gbp4",61.0551083971862,2.85943498825761,0.349206381363078,8.18838125780005,2.6476296969821e-16,1.71460499176561e-14
"Sap30",88.3435232177206,1.93494592590411,0.236528495813021,8.18060386023727,2.82424942461096e-16,1.81988450485379e-14
"Aida",193.084949428991,1.86418340698277,0.22874430022436,8.14963872391274,3.65013092936638e-16,2.34042058401749e-14
"Plet1",77.124380250233,-2.02940742793283,0.249124467128243,-8.14615863036903,3.75667256770259e-16,2.39686813285143e-14
"Ikbke",231.150771097073,1.4654404434127,0.180274360093107,8.12894547319896,4.33041037577621e-16,2.74938603858105e-14
"Rasgef1b",120.088514242532,2.05790885994124,0.253339471359627,8.12312763146155,4.54321110441238e-16,2.87042293777313e-14
"Mitd1",193.345248061318,2.34408094499589,0.288952860194251,8.11232996074189,4.96582348994423e-16,3.12220125445426e-14
"Nfkbie",544.713090655643,1.53595437793791,0.189441230111785,8.10781463481618,5.15382804544431e-16,3.22475269780651e-14
"Csf1r",221.878552283612,-1.80599039230874,0.223575580568304,-8.07776228386892,6.59660382339061e-16,4.107654457719e-14
"Trim56",203.639596798624,1.44019883917897,0.178567381130281,8.0652963047502,7.30584537127945e-16,4.52752675831633e-14
"9330175E14Rik",47.1787465315562,2.21034870251382,0.274212998630476,8.06069994330371,7.58588247539382e-16,4.67868332482385e-14
"Rabepk",110.948705121112,1.62965318981272,0.202395328733289,8.0518320260258,8.15637990939195e-16,5.00670296618221e-14
"Mx1",539.917164349206,5.36388718883305,0.666819517684506,8.04398648596678,8.69621149109221e-16,5.31289298267105e-14
"Stat5a",330.523235014826,1.48474788734679,0.185317741115557,8.01190365482039,1.12946336122467e-15,6.86798565942812e-14
"Tgm2",305.42773735732,1.76083600657477,0.220272188043757,7.99390981772505,1.30725399263078e-15,7.91194098717469e-14
"Itk",146.071942721322,1.35302602096966,0.170198276295,7.94970460584747,1.86956764992343e-15,1.12626233496783e-13
"B3gnt8",39.3801235798623,-2.29059622934854,0.288292219976364,-7.94539731088247,1.9356935212524e-15,1.16069918922505e-13
"Il1a",25.5077039535917,5.33317661378875,0.672790751347992,7.92694697883894,2.24599124776986e-15,1.34055661940623e-13
"Ogfr",469.240551934212,1.96816679206785,0.24917598801704,7.89870166756701,2.81823515604704e-15,1.6743936578496e-13
"Hck",454.921438005094,1.37685595714539,0.174371832325662,7.896091580743,2.87785266046434e-15,1.70200674238969e-13
"Sipa1l1",273.445060782295,1.54320519259621,0.195690383632561,7.8859531263111,3.12143769543556e-15,1.83767550142188e-13
"Gm6548",57.2227329351736,3.05380277143114,0.387699791230495,7.87672018532402,3.36086408091656e-15,1.969679256834e-13
"Prdx5",999.013366081771,0.977149075838578,0.124160929973647,7.87002059380497,3.54582878418528e-15,2.06871956814269e-13
"Lacc1",86.6700698655016,2.59606707396802,0.329919634183384,7.86878622848195,3.58098462652594e-15,2.07986156424951e-13
"Tgif1",391.497594943757,1.33219283779927,0.169399440878496,7.8642103591995,3.71432927810528e-15,2.14767825044731e-13
"Trim26",219.76458358229,1.30472162766359,0.166556336687078,7.83351539554375,4.7441472551273e-15,2.73094201104039e-13
"Tmem39a",190.536560424548,1.85020549880408,0.236316298175313,7.82936053539354,4.90357597156686e-15,2.81022637096168e-13
"Rcbtb2",124.243693627664,-1.48557127154564,0.190016934650819,-7.8180993408591,5.36268641613691e-15,3.05980239919847e-13
"Tcf4",213.078888285046,1.26713247237028,0.162424255219413,7.80137468174659,6.12363992050638e-15,3.47865720396485e-13
"Fscn1",4678.57360139082,2.14584963994377,0.275633601536344,7.78515256479289,6.96291333824645e-15,3.93815081034795e-13
"Rab11fip1",92.7329922942726,1.49529136038538,0.1924096581893,7.77139450512536,7.76267158519902e-15,4.37139662484773e-13
